,A,NagC
starve_series__t28_growth2__2,0.0388546709,-0.0522139405
time_course__lb_4hr__1,0.30854670630000003,0.0440436943
time_course__lb_4hr__2,-0.0225348762,-0.0030323592
time_course__lb_4hr__3,-0.28601183010000003,-0.041011335100000004
time_course__lb_8hr__1,-2.3020242736,0.0190958839
time_course__lb_8hr__2,-2.5637036482999997,-0.015516455600000001
time_course__lb_8hr__3,-2.698556768,-0.06445691590000001
time_course__lb_24hr__1,-2.0282401612,0.06697663150000001
time_course__lb_24hr__2,-1.4174858199,0.2680799226
time_course__lb_24hr__3,-2.1660819236,0.049877589300000004
time_course__lb_72hr__1,-5.0637279686,0.3375034145
time_course__lb_72hr__2,-3.9917576503000003,0.4054014185
time_course__lb_72hr__3,-4.4697759489,0.5479887174
time_course__lb_144hr__1,-3.5811671447,-0.1741900465
time_course__lb_144hr__2,-3.404420108,-0.1101744072
time_course__lb_144hr__3,-3.279163107,-0.3114765722
time_course__lb_192hr__1,-3.5201057756000003,0.1410081856
time_course__lb_192hr__2,-4.0452257403,0.1804989581
time_course__lb_192hr__3,-3.6349108749,-0.030201489600000003
triclosan__wt__1,0.0492049705,-0.0903773971
triclosan__wt__2,-0.360107555,0.0261930043
triclosan__wt__3,0.3109025844,0.0641843928
triclosan__evo_amx_tcs__1,3.0034412938,0.4970617391
triclosan__evo_amx_tcs__2,4.6464608232,-0.2803835998
triclosan__evo_amx_tcs__3,3.3808048545,0.2331334022
triclosan__evo_chl_tcs__1,1.8499207053000002,-0.10612174840000001
triclosan__evo_chl_tcs__2,2.4586759483,-0.2303340694
triclosan__evo_chl_tcs__3,2.426741484,-0.28929870900000004
triclosan__evo_tet_tcs__1,2.6951890995000003,-0.0167087405
triclosan__evo_tet_tcs__2,2.9345650281999998,-0.2477766932
truHMM__48C_15m__1,-0.4102778965,-0.8425432211
truHMM__48C_15m__2,-0.4166267488,-0.7882712897
truHMM__48C_15m__3,0.24371533880000001,-1.1289397797
truHMM__48C_30m__1,2.1014719121,-1.4496561554
truHMM__48C_30m__2,1.8856377106000002,-1.4959628348
truHMM__48C_60m__1,1.5350806202,-1.4250059240000001
truHMM__48C_60m__2,1.5242707743000001,-1.4325766983000001
truHMM__phos_0h__1,-0.13947765040000001,0.0153158973
truHMM__phos_0h__2,0.13947765040000001,-0.0153158973
truHMM__phos_2h__1,3.5519965024999998,-0.338791192
truHMM__phos_2h__2,3.4236237893,-0.34426721320000003
truHMM__phos_4h__1,2.9907219728000003,0.0166028481
truHMM__phos_4h__2,3.1003593995,-0.0142879986
truHMM__phos_4h__3,1.3584109839,-1.4165522071
control__wt_glc__1,-0.0147519027,-0.1348645865
control__wt_glc__2,0.0147519027,0.1348645865
fur__wt_dpd__1,0.1201353103,0.5356861035
fur__wt_dpd__2,0.2244017194,0.6856461505
fur__wt_fe__1,0.32910284360000003,-0.0666083875
fur__wt_fe__2,0.5953897581,-0.0018690535
fur__delfur_dpd__1,0.4359573258,0.3904760035
fur__delfur_dpd__2,0.48630508650000004,0.5159520575000001
fur__delfur_fe2__1,0.8000774890000001,0.23909224750000002
fur__delfur_fe2__2,1.0129103367,0.1814105695
acid__wt_ph5__1,0.1581904887,0.4992295405
acid__wt_ph5__2,0.3209188511,0.4759241495
acid__delgadx_ph5__1,0.6477071409,0.5637066395
acid__delgadw_ph5__1,0.505471408,0.43005299150000004
acid__delgadw_ph5__2,0.5720565935,0.4458840685
acid__delgade_ph5__1,0.3079579992,0.4368820785
acid__delgade_ph5__2,0.10821297710000001,0.4558654855
oxidative__wt_pq__1,2.9940422101,0.8097655075
oxidative__wt_pq__2,3.1983879498,0.8974712905000001
oxidative__deloxyr_pq__1,2.3790993663,0.45545246850000004
oxidative__deloxyr_pq__2,1.9578263139,0.5495433345
oxidative__delsoxr_pq__1,3.4639038857,0.9624726695
oxidative__delsoxr_pq__2,3.4515311338,0.9169485305
oxidative__delsoxs_pq__1,2.8224501664,0.9554377035
oxidative__delsoxs_pq__2,2.475651558,0.9613866075
nac_ntrc__wt_csn__1,-0.5052922002,0.19142027450000001
nac_ntrc__wt_csn__2,-0.3026167877,0.2375374305
nac_ntrc__wt_cytd__1,0.7643469135000001,0.4650280405
nac_ntrc__wt_cytd__2,0.6906062359,0.28062773350000003
nac_ntrc__wt_gln__1,1.2264379904,0.41135342950000003
nac_ntrc__wt_gln__2,1.1865671148999999,0.21154238250000001
nac_ntrc__bw_delnac_csn__1,0.2088784804,0.4386271445
nac_ntrc__bw_delnac_csn__2,-1.0488991885,0.5521827205000001
nac_ntrc__bw_delnac_cytd__1,0.1674108175,0.4459359545
nac_ntrc__bw_delnac_cytd__2,0.44861792570000003,0.4613821685
nac_ntrc__bw_delnac_gln__1,0.5809949101,0.5265031075000001
nac_ntrc__bw_delnac_gln__2,0.9264193079,0.5012241585
nac_ntrc__bw_delnac_nh4__1,0.1079791828,0.0899528685
nac_ntrc__bw_delnac_nh4__2,0.40015820700000004,0.1362724915
misc__wt_no_te__1,1.8758507913,0.6468454935
misc__wt_no_te__2,1.4171220311,0.4727811395
misc__bw_delcbl__1,0.5443313624,0.3348933785
misc__bw_delcbl__2,0.2307757721,0.2937990585
misc__bw_delfabr__1,0.41385824320000003,0.27597823450000003
misc__bw_delfabr__2,0.269479413,0.2811970815
misc__bw_delfadr__1,-0.145306337,0.2596907365
misc__bw_delfadr__2,0.12106306800000001,0.23718859850000001
misc__nitr_031__1,-0.2195939358,0.3996359095
omics__wt_glu__1,0.5884750111,0.4742960825
omics__wt_glu__2,0.1558916649,0.5585617035
omics__wt_gly__1,0.46693357700000004,0.3386816495
omics__wt_gly__2,0.1310364481,0.28603825850000003
omics__wt_thr__1,0.9344512975,0.8844215405
omics__wt_thr__2,1.142518806,0.8676227285
omics__bw_ac__1,3.7553994857,0.1047048525
omics__bw_ac__2,3.6244780024,0.15910983950000002
omics__bw_fum__1,1.8980811263000001,0.0695701075
omics__bw_fum__2,2.155975172,-0.0709870945
omics__bw_glc__1,-0.3010898843,0.2594191595
omics__bw_glc__2,-0.551729986,0.2698313975
omics__bw_pyr__1,1.3507228769,0.22842539150000002
omics__bw_pyr__2,1.7948783145,0.2587331805
ompr__wt_nacl__1,1.7198240917,0.7857241585
ompr__wt_nacl__2,1.8422887571,0.7674064685
ompr__bw_delompr_nacl__1,1.2943839197,0.2155502745
ompr__bw_delompr_nacl__2,0.8766474963,0.2571374165
minspan__wt_ade__1,0.8240956423,-0.3452173645
minspan__wt_glc__1,0.9113185730000001,-0.1839871425
minspan__wt_glc__2,0.7493426781,-0.0024370965
minspan__wt_glc__3,0.56939139,0.0928328005
minspan__wt_glc_anaero__1,-0.2374547467,0.4206886655
minspan__wt_glc_anaero__2,0.0117569666,0.5109302475
minspan__wt_trp__1,2.9322601792,0.11367260750000001
minspan__bw_delcra_glc__1,1.6333147814,0.1677928215
minspan__bw_delcra_trp__1,3.2205832574,0.018320773500000002
minspan__bw_delmntr__1,0.4837956813,0.5755384055
minspan__bw_delnac_ade__1,0.4318032063,-0.0170337685
minspan__bw_delnac_glc__1,0.5134360596,-0.051535301500000005
cra_crp__wt_ac__1,3.6750866926,0.3801220795
cra_crp__wt_ac__2,3.8701042441,0.1937534585
cra_crp__wt_fru__1,2.6861526953,0.41979421650000004
cra_crp__wt_fru__2,2.8131771199,0.5188574195
cra_crp__delcra_ac__1,0.8721758552000001,0.49611436350000004
cra_crp__delcra_ac__2,0.7094736088,0.4545480645
cra_crp__delcra_fru__1,-0.39344070880000004,0.2906882625
cra_crp__delcra_fru__2,-0.1650610048,0.4538412285
cra_crp__delcra_glc__1,-0.0739450131,0.22799657950000002
cra_crp__delcra_glc__2,0.2006232977,0.1658073165
rpoB__wt_031__1,2.7898061999,0.1919824175
rpoB__wt_044__1,0.1294047565,0.26691320550000003
rpoB__wt_lb__1,5.6786663905,0.2337178695
rpoB__wt_lb__2,5.4479207575,0.10881581450000001
rpoB__rpoBE546V_031__1,2.577612049,-0.041558937500000004
rpoB__rpoBE546V_044__1,2.2271774252,-0.3330703975
rpoB__rpoBE546V_lb__1,5.0451247936,0.1756576325
rpoB__rpoBE546V_lb__2,5.1562202,0.2101279955
rpoB__rpoBE546V_glc__1,0.7139768771,-0.0354457415
rpoB__rpoBE672K_glc__1,2.2567435808,-0.3847279825
rpoB__rpoBE672K_glc__2,2.1693771329000002,-0.3356276235
rpoB__rpoBE672K_lb__1,5.626280732,-0.4692311415
rpoB__rpoBE672K_lb__2,5.4900216229,-0.49502235450000004
crp__wt_fru__1,3.4495549853,-0.0925482355
crp__wt_glyc__1,3.0339715954,-0.2431440565
crp__wt_glyc__2,2.8114442174,-0.24126912250000002
crp__delar1_glyc__1,-0.37647335660000003,0.7176968845
crp__delar1_glyc__2,-0.1180307265,0.8042011995
crp__delar1ar2_glyc__1,-0.1946266452,0.34021841350000004
crp__delar1ar2_glyc__2,-0.4038892972,0.3914187515
crp__delar1ar2_glyc__3,-0.6786323444,0.3381089055
crp__delar2_glyc__1,2.9982039837,-0.042675342500000005
crp__delar2_glyc__2,2.9650294006999998,0.061664366500000005
crp__delar2_glyc__3,2.5748529742,0.2686636295
crp__delcrp_fru__1,-0.38503660710000004,0.1769346065
crp__delcrp_fru__2,-0.1026587991,0.1116831655
crp__delcrp_fru__3,-0.3231350323,0.2215546105
crp__delcrp_glc__1,-1.4530022179,0.3353775325
crp__delcrp_glc__2,-0.8679203686,0.3112241635
crp__delcrp_glc__3,-0.6161349371,0.3538494345
crp__delcrp_glyc__1,-0.3370453704,0.3399856885
crp__delcrp_glyc__2,-0.4547897328,0.3205778795
crp__delcrp_glyc__3,-0.2936017785,0.3219913135
glu__glu_ale3__1,1.258974645,-0.8948747445
glu__glu_ale4__1,0.6411454905,-0.0689637205
glu__glu_ale5__1,2.3941602945,-0.0957113265
glu__glu_ale6__1,0.6342218230000001,-0.4151256585
glu__glu_ale8__1,0.9372098679,0.34690388450000004
glu__glu_ale9__1,1.5589824008000002,0.37276925850000003
glu__glu_ale10__1,0.7443757553,-0.8120562965
42c__wt_42c__1,0.1699905803,0.2896124755
42c__42c_ale1__1,16.8070940657,2.4144390005
42c__42c_ale2__1,9.8065586828,0.2364494855
42c__42c_ale3__1,-0.06547720800000001,0.3365853895
42c__42c_ale4__1,0.1253875595,0.8385645615
42c__42c_ale5__1,-0.3322168688,0.21782977350000002
42c__42c_ale6__1,13.4641165818,2.9150698085
42c__42c_ale8__1,11.0663395314,2.2076605765
42c__42c_ale9__1,-0.6968019138,0.3604064295
42c__42c_ale10__1,1.186907897,1.0269313935
ssw__wt_ac__1,0.6743967238,-0.2784555955
ssw__wt_glc__1,0.37391784,0.0156204545
ssw__wt_glyc__1,1.9131662664,-0.0551479795
ssw__wt_xyl__1,1.6850601950000001,0.3473224515
ssw__glc_ale1__1,3.3713001247,-0.9623985085000001
ssw__glc_ale2__1,0.5685242363,-0.28509736950000003
ssw__glc_ale3__1,1.1045732763,0.2366613465
ssw__glyc_ale1__1,1.4598607054000001,-0.1153965275
ssw__glyc_ale2__1,1.1001233442,0.21247689050000002
ssw__xyl_ale1__1,-0.11024579250000001,0.0723452285
ssw__xyl_ale2__1,1.6040310781,-0.1387705055
ssw__xyl_ale3__1,0.0493437846,-0.2898769955
ssw__glc_ac_ac2__1,1.9007422333,-0.2835740565
ssw__glc_ac_glc1__1,-0.1924788489,0.1887480745
ssw__glc_glyc_glc__1,1.6606065542000001,-0.2385670655
ssw__glc_glyc_glyc__1,2.8518976803,-0.3987627185
ssw__glc_xyl_glc__1,2.7753668031,-0.5827433955
ssw__glc_xyl_xyl__1,5.2945049496,-0.7385574705
ica__wt_glc__1,1.2039548009,-0.5674251685
ica__wt_glc__2,1.2573164361,-0.5197640105
ica__wt_glc__3,-0.349355493,-0.2343267515
ica__wt_glc__4,-0.1672370486,-0.43712441150000003
ica__arg_sbt__1,1.3580406680000001,-0.2396523325
ica__arg_sbt__2,1.7815518897,-0.26815792050000004
ica__cytd_rib__1,5.4532034463,-0.3369020165
ica__cytd_rib__2,5.1289406452,-0.3611994725
ica__gth__1,0.24620744360000002,0.09409890550000001
ica__gth__2,0.42253743180000003,-0.0990452225
ica__leu_glcr__1,0.2942895001,0.0150077035
ica__leu_glcr__2,0.8196140352,0.0348874345
ica__met_glc__1,1.9346263601,-0.6875064075
ica__met_glc__2,2.0888988301,-0.6362771755000001
ica__no3_anaero__1,-0.8217829187,0.1026764315
ica__no3_anaero__2,-0.9565946294000001,0.009304755500000001
ica__phe_acgam__1,12.3618718986,1.1176241155
ica__phe_acgam__2,12.3663608402,1.1784103125
ica__thm_gal__1,2.5732655138,-0.1464564975
ica__thm_gal__2,2.3731220548,-0.1330234615
ica__tyr_glcn__1,0.5175745467,-0.4865065985
ica__tyr_glcn__2,0.469270181,-0.4623489335
ica__ura_pyr__1,1.3680754152999999,-0.2592147895
ica__ura_pyr__2,2.0623821992,-0.3042433895
ica__wt_glc__5,0.5201977848,-0.3116889035
ica__wt_glc__6,0.5048590065,-0.2076728645
ica__bw_delpurR_cytd__1,-0.0824537773,-0.5058529585
ica__bw_delpurR_cytd__2,-0.9211964380000001,-0.2769295385
ica__ade_glc__1,-0.4304914294,-0.3636915335
ica__ade_glc__2,0.029486297300000002,-0.7387365645
ytf__wt_glc__1,1.1452717971,-0.3381325565
ytf__wt_glc__2,1.3146031921999999,-0.1584091165
ytf__delyafC__1,1.8519987867,-0.037804526500000005
ytf__delyafC__2,2.1324987832,-1.3294500000000001e-05
ytf__delyeiE__1,0.5118116291,0.3320620745
ytf__delyeiE__2,0.6660006665,0.0098725975
ytf__delyiaJ__1,1.4543895672,0.0666998235
ytf__delyiaJ__2,1.3525763383,0.0895200875
ytf__delyieP__1,0.9699983273,0.2967470405
ytf__delyieP__2,0.5194065641,0.19381855050000002
ytf__wt_ph5__1,0.7662142831000001,-0.15823428250000002
ytf__wt_ph5__2,0.5713734632,-0.1489784615
ytf__wt_ph8__1,1.1883642924,-0.3553062885
ytf__wt_ph8__2,1.047639222,-0.2111615365
ytf__delybaO__1,2.416291144,0.0497706075
ytf__delybaO__2,2.2901651545,0.1325687265
ytf__delybaQ__1,0.8773304244000001,-0.21505504250000002
ytf__delybaQ__2,0.5626015213000001,-0.1987273025
ytf__delybiH__1,2.2988246148,0.0744610055
ytf__delybiH__2,2.5308020698,0.3169926455
ytf__delydcI_ph5__1,0.8620550086000001,-0.1410554505
ytf__delydcI_ph5__2,0.8991047080000001,-0.1910456485
ytf__delydcI_ph8__1,1.5450586149,-0.2418846845
ytf__delydcI_ph8__2,1.3700520542,-0.30804535850000003
ytf__delyddM__1,0.4495965025,-0.0208512075
ytf__delyddM__2,0.5042349893,-0.0827132475
ytf__delyheO__1,2.0485387305,-0.08872740750000001
ytf__delyheO__2,2.4427197612000002,-0.0088555445
fps__bw_glc__1,0.40276628280000004,-0.3090578395
fps__bw_glc__2,0.6714323748000001,-0.4169228525
fps__fps_thrA_ale1__1,-0.0563667479,-0.0856331905
fps__fps_thrA_ale1__2,0.0287354667,-0.1778000385
fps__fps_thrA_ale2__1,0.1201737845,-0.0518737025
fps__fps_thrA_ale2__2,-0.034966044200000004,0.00036784750000000004
fps__fps_serB_ale1__1,-0.2532902888,-0.1704727145
fps__fps_serB_ale1__2,-0.5011074944,-0.0981316725
fps__fps_serB_ale4__1,-0.5050767604,-0.1003162955
fps__fps_serB_ale4__2,-0.6957278123,0.1727789285
fps__fps_ptsI_ale1__1,4.4112735264000005,-0.8254898895
fps__fps_ptsI_ale1__2,4.7299823784,-0.4695084195
fps__fps_ptsI_ale3__1,4.1688189421,-0.5423160305
fps__fps_ptsI_ale3__2,4.1463925286,-0.6113774765000001
pal__lyx_ale2_f6__1,3.2853680714,-0.08568737550000001
pal__lyx_ale2__1,4.4678303595,-0.36735072950000003
pal__lyx_ale2__2,4.4189919973,-0.4947210735
pal__lyx_ale4__1,3.0320379699,-0.5625435275
pal__lyx_ale4__2,3.3069775414,-0.6636394105
pal__5drib_ale10_f18__1,1.7933833563000001,-0.5883202185
pal__5drib_ale10_f18__2,1.9658548696,-0.4532635635
pal__5drib_ale10__1,1.9104080283,0.0463925855
pal__arab_ale14_f9__1,0.9455331209000001,-0.2163409075
pal__arab_ale14_f9__2,1.001069783,-0.4000672035
pal__arab_ale14__1,1.3614688945,-0.34619887450000003
pal__arab_ale14__2,1.4429548397,-0.3575254545
pal__arab_ale16__1,1.9775875224,-0.0021286315
pal__arab_ale16__2,1.6364163969,-0.1076108425
pal__tartr_ale26_f10__1,1.5991991665,-0.025184426500000003
pal__tartr_ale26_f10__2,2.0569097158,-0.0010702775
pal__tartr_ale26__1,1.4214433778,-0.1013818575
pal__tartr_ale26__2,1.0971332223,-0.0796028955
pal__tartr_ale28_f10__1,2.3688370622,-0.1623551395
pal__tartr_ale28_f10__2,1.6459437060000002,-0.15443444850000002
pal__tartr_ale28__1,1.8658233658,-0.2953005295
pal__tartr_ale28__2,1.5706701315,-0.1633429285
efeU__delmenFentC_citr__1,0.79085951,-0.3678586755
efeU__delmenFentC_citr__2,1.3475982054,-0.4694449175
efeU__delmenFentC__1,0.33955437590000004,0.1295015755
efeU__delmenFentC__2,0.2029762806,0.18751327550000002
efeU__menFentC_ale39__1,2.1028387674,-0.11869491850000001
efeU__menFentC_ale39__2,1.6199616377,-0.1784151515
efeU__menFentC_ale29__1,1.0846894579,0.20473224750000002
efeU__menFentC_ale29__2,1.0393538803,0.1648902155
efeU__menFentC_ale30__1,0.7054894268,-0.5998855555
efeU__menFentC_ale30__2,0.6421486809,-0.5135029785
efeU__menFentCubiC_ale36__1,0.22505462510000002,0.0469455955
efeU__menFentCubiC_ale36__2,0.2042540363,0.0588662425
efeU__menFentCubiC_ale37__1,-0.2346836917,0.1557317065
efeU__menFentCubiC_ale37__2,0.2374877239,0.1310039235
efeU__menFentCubiC_ale38__1,0.8963621001000001,-0.16502901050000002
efeU__menFentCubiC_ale38__2,0.4520028505,-0.3455829825
misc2__salc_glc__1,-1.844171142,-0.15268829550000002
misc2__salc_glc__2,-2.1282571023,-0.0630670395
misc2__dbcn_glc__1,0.7228927485000001,-0.9563816825
misc2__dbcn_glc__2,0.2585717229,-0.9194725905000001
misc2__tyr_glc__1,0.1360654549,0.0029013305000000003
misc2__tyr_glc__2,0.0287008178,0.0108535715
misc2__arg_cytd__1,-0.5507297760000001,-0.34254869450000003
misc2__arg_cytd__2,-0.6631236890000001,-0.3622457955
misc2__delyheO_pyr__1,2.2373398708,-0.2663514875
misc2__delyheO_pyr__2,2.3102062054,-0.2796540095
nquinone__delubiC__1,0.053741353900000004,-0.1013557795
nquinone__delubiC__2,-0.1593323979,-0.09488772250000001
nquinone__ubiC_ale1__1,0.1473497738,-0.24550931450000002
nquinone__ubiC_ale1__2,0.1847015209,-0.1961000515
nquinone__ubiC_ale2__1,0.2882941753,-0.3888251395
nquinone__ubiC_ale2__2,0.1421725631,-0.2916062565
nquinone__ubiC_ale3__1,0.5591592803000001,-0.6468871525000001
nquinone__ubiC_ale3__2,1.0444429296,-0.6026076855
nquinone__ubiC_ale4__1,0.09491765370000001,-0.3128572905
nquinone__ubiC_ale4__2,0.2661427374,-0.0192769205
nquinone__delpdhR__1,0.5144627805,-0.7472513105
nquinone__delpdhR__2,0.9082720542,-0.7365982075
quinone__glu_ale4__1,0.4730500781,-0.6394104335
quinone__glu_ale4__2,1.8540327422,-0.3301120175
quinone__delmenF__1,0.803320231,-0.2236662915
quinone__delmenF__2,0.6266085328000001,-0.2473424965
quinone__menF_ale5__1,1.5386465003,0.2677789505
quinone__menF_ale5__2,1.2867509451,0.3904121245
quinone__menF_ale6__1,1.6212929041000002,0.3131953725
quinone__menF_ale6__2,1.6965996283,0.3651795305
quinone__menF_ale7__1,2.5616899758000002,0.1553053275
quinone__menF_ale7__2,2.6756544427,0.21851001050000002
quinone__menF_ale8__1,3.2042647966,-0.024936800500000002
quinone__menF_ale8__2,3.2379067043,0.06796173750000001
quinone__delmenFubiC__1,-0.0278905435,0.0020540135
quinone__delmenFubiC__2,-0.5020112531,-0.0464816065
quinone__menFubiC_ale1__1,1.5474574172,-0.0648356575
quinone__menFubiC_ale1__2,1.2991881693,-0.13667808950000002
quinone__menFubiC_ale2__1,0.840158167,0.0144665105
quinone__menFubiC_ale2__2,1.2353410611,0.1381240675
quinone__menFubiC_ale3__1,0.4463808798,-0.3415205615
quinone__menFubiC_ale3__2,0.6630233181,-0.35493838450000004
quinone__menFubiC_ale4__1,1.0831460524,-0.3889455505
quinone__menFubiC_ale4__2,0.9446238436000001,-0.1388327815
oxyR__wt_glc__1,1.0692599442,-0.3873455615
oxyR__wt_glc__2,0.690491939,-0.31850430750000003
oxyR__wt_h2o2__1,0.9049548034,-0.3582634455
oxyR__wt_h2o2__2,0.7650366794,-0.2274165945
oxyR__glu_ale4__1,0.660562152,-0.2234645425
oxyR__glu_ale4__2,0.1877969059,-0.0800270715
oxyR__glu_ale4_h2o2__1,0.5459017311000001,-0.2088893545
oxyR__glu_ale4_h2o2__2,0.1840462454,-0.0872074615
oxyR__oxyR_ale17__1,0.5228954563,-0.1317339595
oxyR__oxyR_ale17__2,0.2017616493,-0.2343103035
oxyR__oxyR_ale17_h2o2__1,0.9548279265,-0.2304931445
oxyR__oxyR_ale17_h2o2__2,0.5162208697,-0.15569710850000001
oxyR__oxyR_ale18__1,0.7157084386,-0.49329081750000003
oxyR__oxyR_ale18__2,0.9266259788000001,-0.44813033550000003
oxyR__oxyR_ale18_h2o2__1,-0.0182786063,-0.027686639500000002
oxyR__oxyR_ale18_h2o2__2,-0.0552236268,-0.0693436405
oxyR__oxyR_ale19__1,1.0749282137,-0.6578797315
oxyR__oxyR_ale19__2,0.7724659450000001,-0.3362819845
oxyR__oxyR_ale19_h2o2__1,0.6193279923,-0.6065219555
oxyR__oxyR_ale19_h2o2__2,0.7137560761,-0.5699366375
oxyR__oxyR_ale20__1,-0.1815954119,-0.2182746325
oxyR__oxyR_ale20__2,-0.5378924333,-0.2293396095
oxyR__oxyR_ale20_h2o2__1,-0.4717919299,-0.030304986500000002
oxyR__oxyR_ale20_h2o2__2,-0.2231065842,-0.00014168550000000002
svns_pgi__BmePgi24_15__1,1.3253543563,-0.3278997265
svns_pgi__BmePgi24_15__2,1.6083250426,-0.35008997950000004
svns_pgi__BmePgi24_26__1,2.2919178265,-0.6877026615
svns_pgi__BmePgi24_26__2,2.1537533998,-0.5554691085
svns_pgi__BmePgi24_41__1,1.98036755,-0.7307318635000001
svns_pgi__BmePgi24_41__2,2.1908408541,-0.7387214635
svns_pgi__BmePgi24_52__1,2.4362816042,-0.5278438745
svns_pgi__BmePgi24_52__2,2.1535707651,-0.3920389825
svns_pgi__PaePgi2_34__1,-0.13231804,0.0021175695
svns_pgi__PaePgi2_34__2,0.0021331157,0.0091336035
svns_pgi__PaePgi2_63__1,0.14277902280000002,-0.2820940695
svns_pgi__PaePgi2_63__2,0.1063539084,-0.33014146450000004
svns_pgi__PaePgi24_54__1,0.5922090050000001,-0.055846821500000005
svns_pgi__PaePgi24_54__2,0.30029032710000003,-0.08648486550000001
svns_pgi__PaePgi24_90__1,0.6497170229,-0.2352072225
svns_pgi__PaePgi24_90__2,0.8142238204000001,-0.1809255405
abx_media__m9_ctrl__1,0.2313824541,-0.5540504545
abx_media__m9_ctrl__2,-0.6950220363,-1.0911554035
abx_media__rpmi_ctrl__1,-0.22931751620000002,-1.9128626575
abx_media__rpmi_ctrl__2,0.0547109421,-0.8316521375
abx_media__camhb_ctrl__1,1.2752832531,-1.7433744965
abx_media__camhb_ctrl__2,1.563877616,-1.4892305125
abx_media__m9_mero__1,-0.1472751358,-2.3504294465
abx_media__m9_mero__2,0.6248865111,-1.0925270745
abx_media__rpmi_mero__1,1.5815848094,-1.3083345005
abx_media__rpmi_mero__2,1.422384197,-1.4639827115
abx_media__camhb_mero__1,1.2152493206,-2.1411487645
abx_media__camhb_mero__2,2.0984693909,-1.6696497415
abx_media__m9_trisulf__1,0.4805333766,-0.5431866775
abx_media__m9_trisulf__2,0.29620700040000003,-0.4279444365
abx_media__rpmi_trisulf__1,-0.7797434636,-0.7378384975000001
abx_media__rpmi_trisulf__2,-0.3961360285,-0.7426334835
abx_media__camhb_trisulf__1,-1.2386747361000001,-0.7715467515000001
abx_media__camhb_trisulf__2,-1.1901338977,-0.7755856395
abx_media__m9_cef__1,1.1371816042,-0.34863338050000003
abx_media__m9_cef__2,1.2937010958,-0.3668294375
abx_media__rpmi_cef__1,3.2430500541,-0.5748038885
abx_media__rpmi_cef__2,3.0570445314,-0.5692606485
abx_media__camhb_cef__1,0.3755439306,-0.6700241155000001
abx_media__camhb_cef__2,0.3738459404,-0.7933170485000001
abx_media__m9_cipro__1,0.1136198526,-0.1823415865
abx_media__m9_cipro__2,0.3126568199,-0.1640788315
abx_media__rpmi_cipro__1,0.5725814117,-0.9583020985
abx_media__rpmi_cipro__2,0.1591716537,-0.8773645675
abx_media__camhb_cipro__1,-0.2420612217,-0.49746616050000003
abx_media__camhb_cipro__2,-0.0991038139,-0.5389802085000001
hot_tale__42c_ale3_30c__1,0.2855183559,-0.5253366935
hot_tale__42c_ale3_30c__2,0.14719013590000002,-0.5912937025
hot_tale__42c_ale3_37c__1,0.4462181377,-0.3481293615
hot_tale__42c_ale3_37c__2,-0.016626938100000002,-0.3594633245
hot_tale__42c_ale3_44c__1,0.4391779228,0.0629958305
hot_tale__42c_ale3_44c__2,0.4923480162,-0.0027527255000000003
hot_tale__hot_ale3_mid_30c__1,-0.7553403256,-0.6241428835
hot_tale__hot_ale3_mid_30c__2,-0.0983602182,-0.3610711035
hot_tale__hot_ale3_mid_37c__1,0.40248504350000003,-0.3722667445
hot_tale__hot_ale3_mid_37c__2,0.9280004945,-0.4643861615
hot_tale__hot_ale3_mid_44c__1,1.9156281356,-0.1214352955
hot_tale__hot_ale3_mid_44c__2,0.7019283909,-0.0826418595
hot_tale__hot_ale3_30c__1,-0.6640456279,-0.3796796075
hot_tale__hot_ale3_30c__2,-0.1969113684,-0.3128323995
hot_tale__hot_ale3_37c__1,0.3440973133,-0.4539448565
hot_tale__hot_ale3_37c__2,-0.022444278300000002,-0.3976207365
hot_tale__hot_ale3_44c__1,0.2392251866,0.0537525895
hot_tale__hot_ale3_44c__2,0.2685945079,-0.048663476500000004
hot_tale__hot_ale4_30c__1,-0.2892997359,-0.5894665365
hot_tale__hot_ale4_30c__2,0.0338406133,-0.5513829595
hot_tale__hot_ale4_37c__1,-0.0528510167,-0.5398995195
hot_tale__hot_ale4_37c__2,0.15430980090000002,-0.47281091550000004
hot_tale__hot_ale4_44c__1,0.45393389440000004,0.28791096050000003
hot_tale__hot_ale4_44c__2,0.5921890241000001,0.1187872575
hot_tale__hot_ale8_30c__1,-0.1238636788,-0.5011766565
hot_tale__hot_ale8_30c__2,0.1021019845,-0.5072756725
hot_tale__hot_ale8_37c__1,0.2834456808,-0.45875965550000003
hot_tale__hot_ale8_37c__2,0.0412443399,-0.4249543195
hot_tale__hot_ale8_44c__1,-0.0173709718,0.2175616635
hot_tale__hot_ale8_44c__2,-0.0379398763,0.13484160250000002
hot_tale__hot_ale9_mid_30c__1,0.10434586,-0.6391512235
hot_tale__hot_ale9_mid_30c__2,0.2291793752,-0.5433682495000001
hot_tale__hot_ale9_30c__1,0.900859277,-0.7599070915
hot_tale__hot_ale9_30c__2,0.6245543558000001,-0.6600971835
hot_tale__hot_ale9_mid_37c__1,0.5799203954000001,-0.4953680855
hot_tale__hot_ale9_mid_37c__2,0.17004712060000002,-0.5076478305000001
hot_tale__hot_ale9_37c__1,0.6104416245000001,-0.4412500165
hot_tale__hot_ale9_37c__2,0.470023375,-0.4656922885
hot_tale__hot_ale9_mid_44c__1,0.3412295879,0.1316158815
