,A,AlsR
starve_series__t25_growth2__2,0.7148410199,-0.2939707876
starve_series__t26_growth2__1,0.4134817404,-0.22139450230000002
starve_series__t26_growth2__2,1.6072137696,-0.355625699
starve_series__t27_growth2__1,1.3339387811,-0.2820833223
starve_series__t27_growth2__2,1.4507864433,-0.2198278865
starve_series__t28_growth2__1,0.7045863314,-0.2796202452
starve_series__t28_growth2__2,0.2573277862,-0.21476822080000002
time_course__lb_4hr__1,-0.3016840591,-0.0964621989
time_course__lb_4hr__2,-0.0634853558,-0.0928646151
time_course__lb_4hr__3,0.3651694149,0.18932681410000002
time_course__lb_8hr__1,-3.4666502348,-0.6870187714
time_course__lb_8hr__2,-3.4800117798,-0.740362943
time_course__lb_8hr__3,-3.9229100883,-0.8186501709
time_course__lb_24hr__1,-4.5595583984,-1.6620000618000002
time_course__lb_24hr__2,-4.1881023519,-1.5731083187000001
time_course__lb_24hr__3,-4.4580271845,-1.3838413741
time_course__lb_72hr__1,-0.46399029020000004,0.5314774966
time_course__lb_72hr__2,-1.4239140062,0.6827687358
time_course__lb_72hr__3,-1.9011475047,0.7207044674
time_course__lb_144hr__1,-2.5403312965,0.1292250725
time_course__lb_144hr__2,-2.9792093191999998,0.0274305923
time_course__lb_144hr__3,-3.3948381773,-0.18814690620000002
time_course__lb_192hr__1,-3.536415384,0.19148625230000002
time_course__lb_192hr__2,-2.9729470629,0.4672890498
time_course__lb_192hr__3,-4.1489955209,-0.147003877
triclosan__wt__1,0.2639399152,0.2210213537
triclosan__wt__2,-0.1572126609,0.3937969449
triclosan__wt__3,-0.1067272543,-0.6148182987
triclosan__evo_amx_tcs__1,-0.9485919885,-0.7692988269000001
triclosan__evo_amx_tcs__2,0.6003146949,-1.0418531782
triclosan__evo_amx_tcs__3,0.6264778647,-0.0359108247
triclosan__evo_chl_tcs__1,-0.5968963567000001,-0.5225655479
triclosan__evo_chl_tcs__2,-0.6215857253,-0.3232051568
triclosan__evo_chl_tcs__3,-0.7906181067,-0.36432709950000003
triclosan__evo_tet_tcs__1,0.3531939095,-0.0024521158
triclosan__evo_tet_tcs__2,0.4848887666,-0.20609669900000002
truHMM__48C_15m__1,0.1235115435,-0.1526072366
truHMM__48C_15m__2,0.3277075345,-0.1837293976
truHMM__48C_15m__3,0.7872055335,0.6832220141
truHMM__48C_30m__1,1.3183624937,0.2924911827
truHMM__48C_30m__2,1.3376420631000001,0.33835805820000003
truHMM__48C_60m__1,1.9649774087,0.1716014464
truHMM__48C_60m__2,1.9876176403999999,0.18865261100000003
truHMM__phos_0h__1,0.12184462130000001,-0.0457482229
truHMM__phos_0h__2,-0.12184462130000001,0.0457482229
truHMM__phos_2h__1,1.0229051496,0.5338626889
truHMM__phos_2h__2,1.2187908541999999,0.5425173688
truHMM__phos_4h__1,1.8304006436,0.15670515340000002
truHMM__phos_4h__2,1.3564426387,0.09786638800000001
truHMM__phos_4h__3,3.2628880569,0.6602524219
control__wt_glc__1,0.3048304014,-0.07309273200000001
control__wt_glc__2,-0.3048304014,0.07309273200000001
fur__wt_dpd__1,0.5401408464,-0.6755961370000001
fur__wt_dpd__2,0.42416250110000003,-0.620443292
fur__wt_fe__1,0.4580049478,-0.334841907
fur__wt_fe__2,0.3872689187,-0.194788753
fur__delfur_dpd__1,0.2182656943,-0.8294262680000001
fur__delfur_dpd__2,0.4432738386,-0.8184141340000001
fur__delfur_fe2__1,0.1141421595,-0.054664433000000005
fur__delfur_fe2__2,0.0828931331,-0.180975732
acid__wt_ph5__1,0.82780887,-0.28793122400000004
acid__wt_ph5__2,0.9918770080000001,-0.30498896200000003
acid__delgadx_ph5__1,0.8517777654,-0.176545049
acid__delgadw_ph5__1,1.3301634302,-0.309789798
acid__delgadw_ph5__2,0.9866317569,-0.181806245
acid__delgade_ph5__1,1.0278422103,-0.295946929
acid__delgade_ph5__2,1.1409399615,-0.31524434
oxidative__wt_pq__1,0.56510944,-1.094114311
oxidative__wt_pq__2,0.446603366,-1.034348684
oxidative__deloxyr_pq__1,0.2786821269,-0.851215221
oxidative__deloxyr_pq__2,0.7178785462,-0.741405199
oxidative__delsoxr_pq__1,0.1170676867,-0.494230946
oxidative__delsoxr_pq__2,0.361509428,-0.736541179
oxidative__delsoxs_pq__1,-0.1656395843,-0.821461855
oxidative__delsoxs_pq__2,0.19032414350000001,-0.756876677
nac_ntrc__wt_csn__1,0.5643965303,-0.004201458
nac_ntrc__wt_csn__2,0.12957318410000002,0.13702219000000002
nac_ntrc__wt_cytd__1,0.0074216406,-0.189024365
nac_ntrc__wt_cytd__2,-0.0263182986,0.022381889000000002
nac_ntrc__wt_gln__1,-0.051073302800000005,0.152340431
nac_ntrc__wt_gln__2,-0.0813005537,-0.234730229
nac_ntrc__bw_delnac_csn__1,2.3527408595,-0.033158406
nac_ntrc__bw_delnac_csn__2,2.1459280664,-0.409502197
nac_ntrc__bw_delnac_cytd__1,1.1400242048,-0.353346321
nac_ntrc__bw_delnac_cytd__2,1.1182868831,-0.302485579
nac_ntrc__bw_delnac_gln__1,0.6007493713000001,-0.182860019
nac_ntrc__bw_delnac_gln__2,0.3126209797,-0.19962325800000003
nac_ntrc__bw_delnac_nh4__1,0.61741183,-0.546012233
nac_ntrc__bw_delnac_nh4__2,1.0862433057,-0.2658408
misc__wt_no_te__1,0.639057973,-0.363164874
misc__wt_no_te__2,1.1808189366,-0.45565894500000004
misc__bw_delcbl__1,1.7306725814,-0.142124568
misc__bw_delcbl__2,1.5325535515,-0.354226706
misc__bw_delfabr__1,1.7122010058,-0.382002308
misc__bw_delfabr__2,1.4686118813,-0.327528821
misc__bw_delfadr__1,1.7325554836000001,-0.27238481800000003
misc__bw_delfadr__2,1.4653883795,-0.177574234
misc__nitr_031__1,0.1143060187,-0.7718758800000001
omics__wt_glu__1,-0.0597087757,-0.455710942
omics__wt_glu__2,0.0397598001,-0.341246712
omics__wt_gly__1,-0.15153021290000002,-0.42739299999999997
omics__wt_gly__2,0.24376013800000002,-0.44305215800000003
omics__wt_thr__1,2.2441136398,-0.13325183200000001
omics__wt_thr__2,2.0062915874,-0.10004006300000001
omics__bw_ac__1,4.1529525478,0.9106129270000001
omics__bw_ac__2,4.2030768386,0.959284644
omics__bw_fum__1,3.0741302922,0.47827149300000005
omics__bw_fum__2,3.7265860693,0.6523323280000001
omics__bw_glc__1,1.0380639521,-0.197590806
omics__bw_glc__2,1.2149204581,-0.033869617000000005
omics__bw_pyr__1,2.689182401,0.9494852140000001
omics__bw_pyr__2,2.1100659993,0.649046321
ompr__wt_nacl__1,-1.7150747205,-1.454463521
ompr__wt_nacl__2,-1.5761438423,-1.602014558
ompr__bw_delompr_nacl__1,-2.13687052,-1.73402447
ompr__bw_delompr_nacl__2,-1.7390912984,-2.26716684
minspan__wt_ade__1,0.41255565780000003,-0.28567546600000004
minspan__wt_glc__1,-0.37071681910000004,-0.311183914
minspan__wt_glc__2,-0.6476982321,-0.393697143
minspan__wt_glc__3,-0.0477978011,-0.204383538
minspan__wt_glc_anaero__1,0.3872094985,-0.14361005400000001
minspan__wt_glc_anaero__2,-0.2959832305,-0.24151803300000002
minspan__wt_trp__1,2.0418635729,0.60992459
minspan__bw_delcra_glc__1,-0.31893025070000003,-0.268112354
minspan__bw_delcra_trp__1,0.7845125016000001,0.37950727300000003
minspan__bw_delmntr__1,1.2469858973,-0.15206013200000001
minspan__bw_delnac_ade__1,-0.5854444566,0.20112342700000002
minspan__bw_delnac_glc__1,-0.0379096323,-0.137949079
cra_crp__wt_ac__1,2.4058149173,-0.101557041
cra_crp__wt_ac__2,2.1779014552,-0.058760366
cra_crp__wt_fru__1,1.7154267306,-0.45727228000000003
cra_crp__wt_fru__2,1.646914156,-0.274637836
cra_crp__delcra_ac__1,1.5696587337999999,0.6373758150000001
cra_crp__delcra_ac__2,1.7304761934,0.616192736
cra_crp__delcra_fru__1,0.7007999340000001,-0.29400985500000004
cra_crp__delcra_fru__2,0.5255002301,-0.415543178
cra_crp__delcra_glc__1,1.2000826479,-0.36413916300000004
cra_crp__delcra_glc__2,0.9146627144,-0.324519037
rpoB__wt_031__1,3.245929573,0.5686185020000001
rpoB__wt_044__1,0.9293443671,-0.350169762
rpoB__wt_lb__1,5.1934220001,0.6397331190000001
rpoB__wt_lb__2,5.5770751282,0.6131889530000001
rpoB__rpoBE546V_031__1,3.0272410603,0.14803928100000002
rpoB__rpoBE546V_044__1,2.9475417255,0.035126003
rpoB__rpoBE546V_lb__1,4.2958282903,0.297131017
rpoB__rpoBE546V_lb__2,4.476927513,0.108735124
rpoB__rpoBE546V_glc__1,1.3548770328,-0.158609841
rpoB__rpoBE672K_glc__1,1.1927402871,-0.6867630020000001
rpoB__rpoBE672K_glc__2,1.4338944903,-0.6135051650000001
rpoB__rpoBE672K_lb__1,2.8871601587,-0.385797318
rpoB__rpoBE672K_lb__2,2.6618500921,-0.719563621
crp__wt_fru__1,2.0970938243,0.126946938
crp__wt_glyc__1,3.4831994384,0.202056653
crp__wt_glyc__2,3.351869922,0.198507111
crp__delar1_glyc__1,2.8353888410000003,0.485398812
crp__delar1_glyc__2,2.903132399,0.9501285610000001
crp__delar1ar2_glyc__1,1.8503285205000002,-0.32316023200000005
crp__delar1ar2_glyc__2,1.5048560346,-0.21313120800000002
crp__delar1ar2_glyc__3,1.8010851383,-0.368568983
crp__delar2_glyc__1,5.193082604,-0.77177071
crp__delar2_glyc__2,5.0187194548,-0.61526828
crp__delar2_glyc__3,4.3687669001,-0.40844233700000004
crp__delcrp_fru__1,0.146010426,-0.14430789200000002
crp__delcrp_fru__2,0.7653342785,-0.591155626
crp__delcrp_fru__3,0.5416179621,-0.36898319500000004
crp__delcrp_glc__1,0.6612461793000001,-0.315223894
crp__delcrp_glc__2,0.5911947571,-0.303585408
crp__delcrp_glc__3,0.6027844926,-0.35428784700000004
crp__delcrp_glyc__1,0.4675812875,-0.48151804200000003
crp__delcrp_glyc__2,0.7594923193,-0.22119952
crp__delcrp_glyc__3,0.9489391938,-0.394906283
glu__glu_ale3__1,2.7473776585,-0.7445775450000001
glu__glu_ale4__1,2.4079893794,-0.465771653
glu__glu_ale5__1,1.2926442048,-0.33742666600000004
glu__glu_ale6__1,1.9436826735000001,-0.745852574
glu__glu_ale8__1,2.4681406763,-0.426868199
glu__glu_ale9__1,2.0217243114,-0.6076768290000001
glu__glu_ale10__1,1.4334073713,-1.201284576
42c__wt_42c__1,1.1780126637000001,-0.055952825000000005
42c__42c_ale1__1,1.7594802639,-0.036243708
42c__42c_ale2__1,0.9961284671,-0.573868111
42c__42c_ale3__1,1.0703587321999999,-0.226445531
42c__42c_ale4__1,0.4193550575,-0.893097687
42c__42c_ale5__1,0.5835146014,-0.10660778600000001
42c__42c_ale6__1,0.5827866756,-0.772782017
42c__42c_ale8__1,1.1876291238,-1.049597562
42c__42c_ale9__1,1.2717379503,0.071605743
42c__42c_ale10__1,0.4079657787,-0.6620364870000001
ssw__wt_ac__1,1.4434223594,0.333510807
ssw__wt_glc__1,1.212917342,0.210009739
ssw__wt_glyc__1,0.7842769019,0.586652476
ssw__wt_xyl__1,0.6196921783,-0.07948368600000001
ssw__glc_ale1__1,3.7574025695,1.058732158
ssw__glc_ale2__1,2.1129887898,-0.345685077
ssw__glc_ale3__1,1.5939218786,0.117182724
ssw__glyc_ale1__1,2.6473886538,1.349035792
ssw__glyc_ale2__1,1.6724591738,-0.187326145
ssw__xyl_ale1__1,2.4534665846,-0.582914465
ssw__xyl_ale2__1,0.9653123303000001,-0.010273924
ssw__xyl_ale3__1,1.6443724952,-0.571311813
ssw__glc_ac_ac2__1,1.4919447581,0.001100078
ssw__glc_ac_glc1__1,2.0991714296,-0.750803224
ssw__glc_glyc_glc__1,1.8020343391,-0.9981003390000001
ssw__glc_glyc_glyc__1,1.6696078147,-0.21579826700000002
ssw__glc_xyl_glc__1,0.3497297561,-0.707682276
ssw__glc_xyl_xyl__1,1.5843303684999999,-0.29372584700000004
ica__wt_glc__1,1.4746340743,-0.34032128500000003
ica__wt_glc__2,1.5502675299000002,-0.45765146
ica__wt_glc__3,1.6964103089,-0.563435372
ica__wt_glc__4,1.0706493855,-0.41272918000000003
ica__arg_sbt__1,3.9824970444,0.07137898
ica__arg_sbt__2,3.4387168862,0.053774787000000004
ica__cytd_rib__1,6.9943633875,0.897534598
ica__cytd_rib__2,6.3642824391,0.802727273
ica__gth__1,2.0606831141,-0.6315973380000001
ica__gth__2,2.4096457510000002,-0.8636178510000001
ica__leu_glcr__1,2.1600355528,-0.095005298
ica__leu_glcr__2,2.1252826415,-0.049173091
ica__met_glc__1,0.9266170275000001,-0.580119055
ica__met_glc__2,0.9108580111000001,-0.560398226
ica__no3_anaero__1,0.6102963544000001,-0.19668311700000002
ica__no3_anaero__2,0.8129230042000001,-0.07979854900000001
ica__phe_acgam__1,0.39932799500000005,-0.350478526
ica__phe_acgam__2,0.5267520986,-0.278283382
ica__thm_gal__1,3.0921607369,0.161549106
ica__thm_gal__2,3.1348023919,0.10560564300000001
ica__tyr_glcn__1,1.0215985257,-0.29538753700000003
ica__tyr_glcn__2,0.7951021784000001,-0.46074200800000004
ica__ura_pyr__1,0.8957109925000001,-0.08509786400000001
ica__ura_pyr__2,2.0359078587,0.18469488
ica__wt_glc__5,1.336046687,-0.16189350300000002
ica__wt_glc__6,1.3980426423,-0.12772381700000002
ica__bw_delpurR_cytd__1,1.7672662216,-0.069178154
ica__bw_delpurR_cytd__2,1.2924284274,-0.023050978
ica__ade_glc__1,1.3347869937999999,0.10849963200000001
ica__ade_glc__2,2.224898711,0.099021357
ytf__wt_glc__1,0.8996506821,-0.569175449
ytf__wt_glc__2,1.6544050091,-0.049230194000000005
ytf__delyafC__1,2.1387942013,0.251318121
ytf__delyafC__2,1.4992527828,0.23002086600000002
ytf__delyeiE__1,1.4843165966,0.22736329400000002
ytf__delyeiE__2,1.5392799647,-0.08107293900000001
ytf__delyiaJ__1,0.9639768538000001,0.001323436
ytf__delyiaJ__2,0.8079198219,0.07250677800000001
ytf__delyieP__1,1.5122598150000002,0.008188882
ytf__delyieP__2,1.3758115306,-0.208225771
ytf__wt_ph5__1,1.3695633851,-0.36675008400000003
ytf__wt_ph5__2,0.9914733175,-0.074589256
ytf__wt_ph8__1,0.7950906174,-0.23306884100000003
ytf__wt_ph8__2,0.23235843990000002,-0.288983115
ytf__delybaO__1,2.6292005651,0.40784337600000004
ytf__delybaO__2,2.6218363116,0.5608247190000001
ytf__delybaQ__1,0.3732871326,-0.42024493900000004
ytf__delybaQ__2,0.5959500701,-0.31286989
ytf__delybiH__1,1.1254463326,-0.533367243
ytf__delybiH__2,0.7491645904,-0.08628121400000001
ytf__delydcI_ph5__1,0.9401050353,-0.26550053
ytf__delydcI_ph5__2,0.8917193385000001,-0.271261218
ytf__delydcI_ph8__1,1.0529811157,-0.036135933
ytf__delydcI_ph8__2,0.7294532078,-0.26694621900000004
ytf__delyddM__1,1.1832021335,-0.177676684
ytf__delyddM__2,0.9425181471,-0.13398880300000002
ytf__delyheO__1,2.9550734728,0.157909574
ytf__delyheO__2,2.363439666,0.431032693
fps__bw_glc__1,0.4659688806,-0.307348404
fps__bw_glc__2,0.3970576129,-0.335561156
fps__fps_thrA_ale1__1,0.1366198603,-0.11714448400000001
fps__fps_thrA_ale1__2,0.032511203100000004,-0.379732432
fps__fps_thrA_ale2__1,0.4190750083,-0.195619709
fps__fps_thrA_ale2__2,0.1545284731,-0.37901899
fps__fps_serB_ale1__1,0.6301627174000001,-0.19672492800000002
fps__fps_serB_ale1__2,0.18794056820000002,-0.27645743300000003
fps__fps_serB_ale4__1,-0.1264865197,-0.39774061200000005
fps__fps_serB_ale4__2,0.08627938930000001,0.082779509
fps__fps_ptsI_ale1__1,2.3741262966,-0.233360175
fps__fps_ptsI_ale1__2,2.2192137915,-0.029190323
fps__fps_ptsI_ale3__1,1.9355746157,-0.24223882600000002
fps__fps_ptsI_ale3__2,1.989240783,-0.30711054400000004
pal__lyx_ale2_f6__1,2.3137681505,0.324937181
pal__lyx_ale2__1,3.0274675309,0.091895352
pal__lyx_ale2__2,3.5290788631,0.10091530800000001
pal__lyx_ale4__1,3.4935492174,0.064540647
pal__lyx_ale4__2,3.1092990842,-0.09952205900000001
pal__5drib_ale10_f18__1,4.3010265496,0.5527418110000001
pal__5drib_ale10_f18__2,4.2301519269,0.33671351400000005
pal__5drib_ale10__1,4.947301694,0.601032738
pal__arab_ale14_f9__1,1.1970030756,-0.040434017
pal__arab_ale14_f9__2,0.5232068732,0.010781262000000002
pal__arab_ale14__1,0.8201299964000001,-0.045864164000000006
pal__arab_ale14__2,0.7810744252,-0.091595491
pal__arab_ale16__1,2.0697455299,0.16662911400000002
pal__arab_ale16__2,2.4031017415,0.12490827800000001
pal__tartr_ale26_f10__1,3.6597228476,0.539700402
pal__tartr_ale26_f10__2,3.5017247457,0.46208165300000004
pal__tartr_ale26__1,4.9212122609,0.865335791
pal__tartr_ale26__2,5.1761872519,0.729562456
pal__tartr_ale28_f10__1,1.6795218295,0.21164021300000002
pal__tartr_ale28_f10__2,1.9457103769000001,0.229337281
pal__tartr_ale28__1,2.9606249957,0.456825264
pal__tartr_ale28__2,2.0328064611,0.748759915
efeU__delmenFentC_citr__1,0.5183682832000001,-0.347747011
efeU__delmenFentC_citr__2,0.5818803699,-0.577108394
efeU__delmenFentC__1,0.39420284780000003,-0.356217679
efeU__delmenFentC__2,-0.2694180328,-0.097651105
efeU__menFentC_ale39__1,2.0418194672,-0.38397903600000005
efeU__menFentC_ale39__2,2.0071076342,-0.184256725
efeU__menFentC_ale29__1,1.583104213,-1.4906126
efeU__menFentC_ale29__2,1.9697251471000001,-1.398625334
efeU__menFentC_ale30__1,2.0092953067,0.047992846000000006
efeU__menFentC_ale30__2,1.3466239855,-0.088492707
efeU__menFentCubiC_ale36__1,0.7290557654,0.11810993900000001
efeU__menFentCubiC_ale36__2,1.0011373362,0.227152395
efeU__menFentCubiC_ale37__1,0.6557898382,-0.172052163
efeU__menFentCubiC_ale37__2,0.5177910005,0.122433123
efeU__menFentCubiC_ale38__1,1.5913002109,0.037395481
efeU__menFentCubiC_ale38__2,2.1068823199,0.064901233
misc2__salc_glc__1,0.7579541232,-0.304782547
misc2__salc_glc__2,1.6030170415,-0.45791664800000004
misc2__dbcn_glc__1,0.7364634245,-1.258042831
misc2__dbcn_glc__2,1.1610293335,-1.201393793
misc2__tyr_glc__1,1.9407763363,-0.001597363
misc2__tyr_glc__2,1.8023306779000001,0.14775881600000002
misc2__arg_cytd__1,0.9060458416,-0.35267127800000003
misc2__arg_cytd__2,1.4826341875,-0.289978031
misc2__delyheO_pyr__1,2.2561314534,0.16194443
misc2__delyheO_pyr__2,2.3493910466,0.20313011900000003
nquinone__delubiC__1,1.1927772079,-0.07638487100000001
nquinone__delubiC__2,0.7690886139,-0.041625617000000004
nquinone__ubiC_ale1__1,0.9008768619,-0.053046342
nquinone__ubiC_ale1__2,0.9246396317000001,0.0448705
nquinone__ubiC_ale2__1,1.1100590232,-0.126059792
nquinone__ubiC_ale2__2,0.5022201181,-0.20282243100000003
nquinone__ubiC_ale3__1,1.3530669861,-0.5293997850000001
nquinone__ubiC_ale3__2,1.1753363892,-0.717323614
nquinone__ubiC_ale4__1,0.6722781457,-0.071610409
nquinone__ubiC_ale4__2,0.8972715911,-0.053119034
nquinone__delpdhR__1,0.6346470322000001,-0.54520368
nquinone__delpdhR__2,0.9819535775,-0.48046450100000004
quinone__glu_ale4__1,2.7438171391,-0.358556341
quinone__glu_ale4__2,3.515132586,-0.274703076
quinone__delmenF__1,0.8052431326,-0.13328611
quinone__delmenF__2,0.7045176718,-0.20462960400000002
quinone__menF_ale5__1,1.4251456266,-0.616282733
quinone__menF_ale5__2,0.9341901304,-0.6879969020000001
quinone__menF_ale6__1,1.459555329,-0.346865645
quinone__menF_ale6__2,0.7458131039,-0.14654242
quinone__menF_ale7__1,1.8061983878999999,-0.015988274
quinone__menF_ale7__2,1.4402321515,0.19759396
quinone__menF_ale8__1,1.7279219529,-0.19453910300000002
quinone__menF_ale8__2,1.4737013291,-0.282271832
quinone__delmenFubiC__1,0.594441238,-0.27218300300000003
quinone__delmenFubiC__2,0.6411900946,-0.113747648
quinone__menFubiC_ale1__1,1.7020857223,-0.53565588
quinone__menFubiC_ale1__2,0.3581033349,-0.60009343
quinone__menFubiC_ale2__1,0.6815721126000001,-0.37213993300000003
quinone__menFubiC_ale2__2,0.2689151895,-0.668193298
quinone__menFubiC_ale3__1,1.4036584518000002,-0.234319985
quinone__menFubiC_ale3__2,2.2379630669,-0.37195080900000005
quinone__menFubiC_ale4__1,2.0036097903,-0.32619056900000004
quinone__menFubiC_ale4__2,2.1499670266,-0.250636633
oxyR__wt_glc__1,1.9407227846000001,-0.222537588
oxyR__wt_glc__2,1.5704343288,-0.41230443400000005
oxyR__wt_h2o2__1,1.6085548441,-0.183516344
oxyR__wt_h2o2__2,1.5576805163,-0.221326454
oxyR__glu_ale4__1,3.577507273,0.057915378
oxyR__glu_ale4__2,3.1617942511,0.12906701
oxyR__glu_ale4_h2o2__1,3.5978308728,0.211399827
oxyR__glu_ale4_h2o2__2,3.1730948859,0.07099343100000001
oxyR__oxyR_ale17__1,2.201568061,-0.289448084
oxyR__oxyR_ale17__2,2.438966375,-0.5004086010000001
oxyR__oxyR_ale17_h2o2__1,2.5544499663,-0.30523103700000004
oxyR__oxyR_ale17_h2o2__2,2.2376125032,-0.130440579
oxyR__oxyR_ale18__1,1.8075316857,-0.51503554
oxyR__oxyR_ale18__2,1.7624568396,-0.34101797
oxyR__oxyR_ale18_h2o2__1,1.5357232083999999,-0.401949374
oxyR__oxyR_ale18_h2o2__2,2.153992474,-0.34904777600000003
oxyR__oxyR_ale19__1,1.8118208952,-0.44272790900000003
oxyR__oxyR_ale19__2,1.8784475208,-0.485117467
oxyR__oxyR_ale19_h2o2__1,1.7485015351,-0.563603477
oxyR__oxyR_ale19_h2o2__2,1.5207603969,-0.427470709
oxyR__oxyR_ale20__1,0.7653101681000001,-0.772487264
oxyR__oxyR_ale20__2,0.579791759,-0.7371072270000001
oxyR__oxyR_ale20_h2o2__1,1.3123081261,-0.44736918600000003
oxyR__oxyR_ale20_h2o2__2,1.0434915316,-0.43505584700000005
svns_pgi__BmePgi24_15__1,1.2961929344,-0.267026855
svns_pgi__BmePgi24_15__2,0.9767062015,-0.25205666200000004
svns_pgi__BmePgi24_26__1,1.7426582307,-0.22975403100000003
svns_pgi__BmePgi24_26__2,1.7590734659,-0.17939347600000002
svns_pgi__BmePgi24_41__1,2.1926473948,-0.168599409
svns_pgi__BmePgi24_41__2,2.4498381788,-0.144320485
svns_pgi__BmePgi24_52__1,2.4017019928,-0.06904621500000001
svns_pgi__BmePgi24_52__2,1.818862522,-0.25538957100000004
svns_pgi__PaePgi2_34__1,1.0907959756,0.09608962700000001
svns_pgi__PaePgi2_34__2,1.2299895957,0.055161445
svns_pgi__PaePgi2_63__1,2.2108873996,0.12019131400000001
svns_pgi__PaePgi2_63__2,1.9544181548,0.180464016
svns_pgi__PaePgi24_54__1,1.9521564807,0.032173507000000004
svns_pgi__PaePgi24_54__2,1.8625292526,0.17714521600000002
svns_pgi__PaePgi24_90__1,2.2484834792,0.023501888000000002
svns_pgi__PaePgi24_90__2,2.2986035173,0.509336216
abx_media__m9_ctrl__1,-0.1291869765,-0.8236178080000001
abx_media__m9_ctrl__2,0.5733177853,-0.467213227
abx_media__rpmi_ctrl__1,0.09693398930000001,-0.28458910200000004
abx_media__rpmi_ctrl__2,0.44284387810000003,-0.37325298
abx_media__camhb_ctrl__1,-1.287294316,-1.402450234
abx_media__camhb_ctrl__2,-0.6518133831,-1.625845953
abx_media__m9_mero__1,0.6499859210000001,-0.334914066
abx_media__m9_mero__2,0.4723507988,-0.808581227
abx_media__rpmi_mero__1,-0.1088984098,-0.772227776
abx_media__rpmi_mero__2,0.5122555265000001,-0.358934006
abx_media__camhb_mero__1,0.0276622319,-1.960577201
abx_media__camhb_mero__2,-0.3021658296,-1.901447386
abx_media__m9_trisulf__1,1.1527581934,-0.58620781
abx_media__m9_trisulf__2,1.4032114587,-0.49106908200000005
abx_media__rpmi_trisulf__1,0.3421211805,-1.005148127
abx_media__rpmi_trisulf__2,0.4499443053,-1.086334657
abx_media__camhb_trisulf__1,0.7563293953,-0.821548822
abx_media__camhb_trisulf__2,0.7581261955,-0.777944865
abx_media__m9_cef__1,0.5819566782,-0.614478249
abx_media__m9_cef__2,0.09397670770000001,-0.8532910730000001
abx_media__rpmi_cef__1,0.8629020861000001,-0.9938260430000001
abx_media__rpmi_cef__2,0.6414375241,-0.941233572
abx_media__camhb_cef__1,0.9411476010000001,-1.250425405
abx_media__camhb_cef__2,0.2657616598,-1.298039527
abx_media__m9_cipro__1,0.9892999277000001,-0.7441268480000001
abx_media__m9_cipro__2,0.9745932558,-0.6988856160000001
abx_media__rpmi_cipro__1,1.8515748718,-1.075619371
abx_media__rpmi_cipro__2,1.7357259204000002,-0.674749967
abx_media__camhb_cipro__1,-0.4173439097,-1.734239856
abx_media__camhb_cipro__2,-0.8993034074,-1.7637464870000001
hot_tale__42c_ale3_30c__1,0.21506381730000002,-0.100099348
hot_tale__42c_ale3_30c__2,0.4954254468,-0.050022123
hot_tale__42c_ale3_37c__1,0.37039963540000004,-0.142787319
hot_tale__42c_ale3_37c__2,1.041620232,-0.057035047000000005
hot_tale__42c_ale3_44c__1,2.8028098598,0.566474339
hot_tale__42c_ale3_44c__2,3.2161389593,0.668518819
hot_tale__hot_ale3_mid_30c__1,1.0329821453,-0.042813406000000005
hot_tale__hot_ale3_mid_30c__2,0.5910626546000001,0.015775986000000002
hot_tale__hot_ale3_mid_37c__1,0.3451598765,-0.08693624800000001
hot_tale__hot_ale3_mid_37c__2,0.6399043294,-0.089196757
hot_tale__hot_ale3_mid_44c__1,2.0598401471,0.07601848400000001
hot_tale__hot_ale3_mid_44c__2,2.2358872846,0.712956648
hot_tale__hot_ale3_30c__1,0.5399948045,-0.36078253800000004
hot_tale__hot_ale3_30c__2,-0.1164537804,-0.231588757
hot_tale__hot_ale3_37c__1,0.6591995463,-0.24197516600000002
hot_tale__hot_ale3_37c__2,0.48041248280000004,-0.141828048
hot_tale__hot_ale3_44c__1,2.0509671488,0.486614439
hot_tale__hot_ale3_44c__2,2.3735914293,0.544458584
hot_tale__hot_ale4_30c__1,0.5700316059,-0.32029790900000005
hot_tale__hot_ale4_30c__2,0.3340854814,-0.259694894
hot_tale__hot_ale4_37c__1,0.32681968910000003,-0.24730643100000002
hot_tale__hot_ale4_37c__2,0.3720929384,-0.156662134
hot_tale__hot_ale4_44c__1,2.0772569933,0.795725643
hot_tale__hot_ale4_44c__2,2.0033049903,0.68778433
hot_tale__hot_ale8_30c__1,-0.3477863048,-0.502743374
hot_tale__hot_ale8_30c__2,-0.2368844588,-0.288810787
hot_tale__hot_ale8_37c__1,0.4622097183,-0.15722121
hot_tale__hot_ale8_37c__2,-0.14346315510000002,-0.22772498700000002
hot_tale__hot_ale8_44c__1,1.8492328999,0.594262975
hot_tale__hot_ale8_44c__2,1.8556979439,0.483968563
hot_tale__hot_ale9_mid_30c__1,0.6460306865000001,-0.250963638
hot_tale__hot_ale9_mid_30c__2,1.1708596365,-0.041109912000000005
hot_tale__hot_ale9_30c__1,0.8208305879000001,-0.167119218
hot_tale__hot_ale9_30c__2,0.7342981503,-0.10853726600000001
hot_tale__hot_ale9_mid_37c__1,0.6577680623000001,-0.051999017
hot_tale__hot_ale9_mid_37c__2,0.5703769582,0.01635041
hot_tale__hot_ale9_37c__1,0.6491363236000001,-0.025219564
hot_tale__hot_ale9_37c__2,0.8865337907,0.029826433000000003
