,A,NrdR
time_course__lb_72hr__1,8.8018778117,0.41282056570000003
time_course__lb_72hr__2,9.0835906601,0.3353030996
time_course__lb_72hr__3,8.91140856,0.3539272818
time_course__lb_144hr__1,10.2038565807,0.2122974252
time_course__lb_144hr__2,10.6050391624,0.1838557822
time_course__lb_144hr__3,10.7612636132,0.08609406260000001
time_course__lb_192hr__1,9.489374342,0.28113538050000003
time_course__lb_192hr__2,9.7665877722,0.35980072750000003
time_course__lb_192hr__3,11.2206827182,0.43577223400000004
triclosan__wt__1,-0.9796183559,-0.1224302458
triclosan__wt__2,-0.7327052939,-0.0761920502
triclosan__wt__3,1.7123236499,0.198622296
triclosan__evo_amx_tcs__1,0.9286610001000001,-0.12824321660000002
triclosan__evo_amx_tcs__2,2.9024007989,0.11730765530000001
triclosan__evo_amx_tcs__3,1.4089106854,-0.2630985227
triclosan__evo_chl_tcs__1,0.579568429,-0.1410460445
triclosan__evo_chl_tcs__2,0.37275918080000003,-0.1816301425
triclosan__evo_chl_tcs__3,0.6141847219000001,-0.2086492007
triclosan__evo_tet_tcs__1,2.8296352398,-0.36560098150000003
triclosan__evo_tet_tcs__2,1.3985512605000001,-0.24635382700000003
truHMM__48C_15m__1,2.3781142977,-0.4989668225
truHMM__48C_15m__2,3.0375387217,-0.5420416535
truHMM__48C_15m__3,3.1237183146,-1.3552400184
truHMM__48C_30m__1,4.6415221579,-0.7558427778
truHMM__48C_30m__2,4.2890292395,-0.8734951448
truHMM__48C_60m__1,3.2185251331,-0.4626857299
truHMM__48C_60m__2,3.2806805717,-0.47124310680000003
truHMM__phos_0h__1,0.112899724,-0.0130851779
truHMM__phos_0h__2,-0.112899724,0.0130851779
truHMM__phos_2h__1,-0.0975955082,-0.2081788015
truHMM__phos_2h__2,0.1236699626,-0.3558210832
truHMM__phos_4h__1,0.2644397841,-0.3626716142
truHMM__phos_4h__2,-0.13719678500000002,-0.2696974341
truHMM__phos_4h__3,0.1922595336,-1.5156517453
control__wt_glc__1,-0.09516595480000001,0.008663777000000001
control__wt_glc__2,0.09516595480000001,-0.008663777000000001
fur__wt_dpd__1,10.4547244509,0.44312632100000005
fur__wt_dpd__2,10.5011375807,0.355665546
fur__wt_fe__1,-2.2051098725,0.0015992790000000001
fur__wt_fe__2,-2.2750655729,0.13105808500000002
fur__delfur_dpd__1,8.7255621537,0.27482072700000004
fur__delfur_dpd__2,8.9432545152,0.365028679
fur__delfur_fe2__1,6.4552016335,0.23882957000000002
fur__delfur_fe2__2,6.4178819776000005,0.27248836400000004
acid__wt_ph5__1,0.6664135364,0.267638192
acid__wt_ph5__2,0.5683688291,0.281702445
acid__delgadx_ph5__1,-0.158302046,0.34975295500000003
acid__delgadw_ph5__1,-2.1637451837,0.46167298900000003
acid__delgadw_ph5__2,-1.6203604341,0.24270370900000002
acid__delgade_ph5__1,0.6151818694,0.340908162
acid__delgade_ph5__2,0.791865197,0.344923233
oxidative__wt_pq__1,10.7498003006,0.6898398570000001
oxidative__wt_pq__2,10.7981391423,0.45620668700000006
oxidative__deloxyr_pq__1,10.4683645009,0.9135846660000001
oxidative__deloxyr_pq__2,10.389562787,0.855699791
oxidative__delsoxr_pq__1,10.1127690374,0.5692543320000001
oxidative__delsoxr_pq__2,9.7192360377,0.47657958100000003
oxidative__delsoxs_pq__1,10.2339455195,0.853854273
oxidative__delsoxs_pq__2,10.3657098353,0.868367105
nac_ntrc__wt_csn__1,4.546191234,0.11591862900000001
nac_ntrc__wt_csn__2,4.1390848986,0.09800384200000001
nac_ntrc__wt_cytd__1,4.1658112201,-0.136502982
nac_ntrc__wt_cytd__2,4.1721946943,-0.077471626
nac_ntrc__wt_gln__1,-0.35599248310000003,-0.244731036
nac_ntrc__wt_gln__2,-0.22499085270000002,-0.062803704
nac_ntrc__bw_delnac_csn__1,4.2324150451,0.556008229
nac_ntrc__bw_delnac_csn__2,5.0241420846,0.16602112300000002
nac_ntrc__bw_delnac_cytd__1,2.5316839147,-0.057151494000000004
nac_ntrc__bw_delnac_cytd__2,2.4261630608,0.10549182600000001
nac_ntrc__bw_delnac_gln__1,1.6092423155,0.17648664800000002
nac_ntrc__bw_delnac_gln__2,1.7376459508000002,-0.114299677
nac_ntrc__bw_delnac_nh4__1,0.5040041198,-0.08694905800000001
nac_ntrc__bw_delnac_nh4__2,0.8036923914,-0.005938897
misc__wt_no_te__1,8.786289555,0.356018781
misc__wt_no_te__2,7.9909620226,0.077565463
misc__bw_delcbl__1,4.0851655637,0.31326806900000004
misc__bw_delcbl__2,4.0446617407,0.265814579
misc__bw_delfabr__1,0.6323111537,0.242188543
misc__bw_delfabr__2,0.8507818791,0.10963391300000001
misc__bw_delfadr__1,6.4339395545,0.340099926
misc__bw_delfadr__2,5.7135246663,0.308554657
misc__nitr_031__1,3.3279593781,0.35969946900000005
omics__wt_glu__1,-0.7733402959,-0.795868647
omics__wt_glu__2,-1.2269410299,-0.6391860530000001
omics__wt_gly__1,0.0223128587,-0.652301345
omics__wt_gly__2,0.0396536721,-0.678105446
omics__wt_thr__1,-2.6414283863,-0.54717184
omics__wt_thr__2,-2.6082754576,-0.41615346000000003
omics__bw_ac__1,3.5038741106,0.09369787700000001
omics__bw_ac__2,3.2360013685,0.128876724
omics__bw_fum__1,2.0638771976,0.26833918100000004
omics__bw_fum__2,2.0512225845,0.320790987
omics__bw_glc__1,1.9655907243000001,0.33557642600000004
omics__bw_glc__2,2.0131058524,0.315318686
omics__bw_pyr__1,2.8005766726,0.54086217
omics__bw_pyr__2,3.1356644739,0.38044085
ompr__wt_nacl__1,10.6370825187,-0.12801407
ompr__wt_nacl__2,10.6981571949,-0.156916041
ompr__bw_delompr_nacl__1,5.9877485415,-0.676455405
ompr__bw_delompr_nacl__2,6.0870498568,-0.612549872
minspan__wt_ade__1,-1.3858594297,-0.07264403800000001
minspan__wt_glc__1,-2.7239283833,-0.224224943
minspan__wt_glc__2,-2.2060771538,-0.17479930400000002
minspan__wt_glc__3,-2.3206977119,-0.26332757300000004
minspan__wt_glc_anaero__1,-7.9408913420000005,-0.35406328
minspan__wt_glc_anaero__2,-8.5111034459,0.16628869000000002
minspan__wt_trp__1,-6.0665332946,-0.142024585
minspan__bw_delcra_glc__1,-6.0181147424,-0.11733744400000001
minspan__bw_delcra_trp__1,-6.478140594,-0.02366157
minspan__bw_delmntr__1,-5.8902436593,0.308193005
minspan__bw_delnac_ade__1,2.0118376508,-0.10144864
minspan__bw_delnac_glc__1,-4.9660435353,-0.016150215000000002
cra_crp__wt_ac__1,4.9968092607,-0.643481505
cra_crp__wt_ac__2,4.9950751673,-0.632383349
cra_crp__wt_fru__1,2.9537026789,-0.7060629030000001
cra_crp__wt_fru__2,3.152937645,-0.651088187
cra_crp__delcra_ac__1,9.2629159214,0.6094637110000001
cra_crp__delcra_ac__2,9.1710890739,0.778883198
cra_crp__delcra_fru__1,7.4357144322,0.29961628100000004
cra_crp__delcra_fru__2,7.1890767479,0.2898205
cra_crp__delcra_glc__1,2.0975534679,0.12030607900000001
cra_crp__delcra_glc__2,1.8895754045,0.15064334000000001
rpoB__wt_031__1,-0.0348309136,-0.20090369700000002
rpoB__wt_044__1,-2.2256144538,-0.030494775000000002
rpoB__wt_lb__1,-1.4931943643,0.015355886000000001
rpoB__wt_lb__2,-0.6408934289,0.21996652900000002
rpoB__rpoBE546V_031__1,-3.4947197776,-0.273084394
rpoB__rpoBE546V_044__1,-4.1496165031,-0.5711501999999999
rpoB__rpoBE546V_lb__1,-2.9331491169,0.449694238
rpoB__rpoBE546V_lb__2,-3.0964802693,0.349981663
rpoB__rpoBE546V_glc__1,-3.3022664465,0.159422438
rpoB__rpoBE672K_glc__1,-3.6195605271,0.09777016200000001
rpoB__rpoBE672K_glc__2,-3.6734006351,0.15799162800000002
rpoB__rpoBE672K_lb__1,-2.7308448573,0.28395858700000004
rpoB__rpoBE672K_lb__2,-3.7413197237,0.294595151
crp__wt_fru__1,-1.0729826131,0.259648973
crp__wt_glyc__1,-0.5552932277,0.14863335700000002
crp__wt_glyc__2,-0.8237676897,0.155228797
crp__delar1_glyc__1,2.1991116677,0.659830177
crp__delar1_glyc__2,2.0821546681,0.667550709
crp__delar1ar2_glyc__1,-0.0645366133,0.22823631400000002
crp__delar1ar2_glyc__2,0.3545128681,0.061879438
crp__delar1ar2_glyc__3,0.0231428495,0.373726645
crp__delar2_glyc__1,2.052234082,0.454149462
crp__delar2_glyc__2,0.8626550559,0.39602996300000004
crp__delar2_glyc__3,0.9377452353,0.37650159600000005
crp__delcrp_fru__1,1.6139029008999999,0.492771589
crp__delcrp_fru__2,1.9162823179,0.47211273000000004
crp__delcrp_fru__3,1.6868067196,0.39509731000000003
crp__delcrp_glc__1,-0.5109262052,0.587357907
crp__delcrp_glc__2,0.14363279950000002,0.38872379700000004
crp__delcrp_glc__3,0.4746918208,0.428577054
crp__delcrp_glyc__1,8.4657872577,0.491264016
crp__delcrp_glyc__2,9.0578543656,0.17799478900000001
crp__delcrp_glyc__3,9.0709628159,0.600151992
glu__glu_ale3__1,-2.4736528742,0.929059414
glu__glu_ale4__1,-0.6906636297000001,0.20043727700000002
glu__glu_ale5__1,-2.4716119613,-0.133341913
glu__glu_ale6__1,-7.1373002457,-0.396980109
glu__glu_ale8__1,-2.2880949282,0.6721752080000001
glu__glu_ale9__1,-4.6116126376,0.27873927400000004
glu__glu_ale10__1,-4.4444207004,0.5248069790000001
42c__wt_42c__1,1.3445986708,0.07803799800000001
42c__42c_ale1__1,-1.5702463853,0.492193814
42c__42c_ale2__1,1.3258431781,0.30553282600000004
42c__42c_ale3__1,2.0791531455,0.357250186
42c__42c_ale4__1,4.543202021,0.468086009
42c__42c_ale5__1,0.6152232314,-0.14317796500000002
42c__42c_ale6__1,2.3667001221,0.5663037590000001
42c__42c_ale8__1,2.704412048,0.775431767
42c__42c_ale9__1,1.4394675176,0.104029117
42c__42c_ale10__1,2.2715997193,0.46477421300000005
ssw__wt_ac__1,6.1171930017,-0.087886476
ssw__wt_glc__1,-0.0467010662,-0.614923532
ssw__wt_glyc__1,-3.8448264031,-0.06542819500000001
ssw__wt_xyl__1,4.521712984,0.42939286
ssw__glc_ale1__1,-5.0876486709,0.0038449810000000004
ssw__glc_ale2__1,-8.9990281193,0.603183129
ssw__glc_ale3__1,-7.2706646498,0.42524545500000005
ssw__glyc_ale1__1,-4.1671554338,0.135138417
ssw__glyc_ale2__1,-7.6689306001,0.41654127300000005
ssw__xyl_ale1__1,-4.2407386456,0.027497988
ssw__xyl_ale2__1,-3.4498440855,0.396747458
ssw__xyl_ale3__1,-0.3188488397,-0.18514833900000002
ssw__glc_ac_ac2__1,-6.3514755197,0.064829489
ssw__glc_ac_glc1__1,1.5225166876,0.012583409
ssw__glc_glyc_glc__1,-4.0315231425,0.218838689
ssw__glc_glyc_glyc__1,-0.38549681610000003,0.15436834200000002
ssw__glc_xyl_glc__1,-6.1187672811,0.20350985400000002
ssw__glc_xyl_xyl__1,0.2607154519,-0.114930558
ica__wt_glc__1,-1.9616137226,-0.26209244800000003
ica__wt_glc__2,-2.561513569,-0.302231852
ica__wt_glc__3,3.9762873626,0.031089864000000002
ica__wt_glc__4,4.3544890661,-0.026152383
ica__arg_sbt__1,-0.15953462440000002,-0.133206023
ica__arg_sbt__2,0.7989607843000001,-0.34559341400000004
ica__cytd_rib__1,1.8149555892,-0.5429717970000001
ica__cytd_rib__2,0.3811831236,-0.5436499960000001
ica__gth__1,6.0393620482,0.312259002
ica__gth__2,5.5552529408,0.059698779
ica__leu_glcr__1,2.4065749815,-0.212844415
ica__leu_glcr__2,2.0863547238,-0.27075011200000004
ica__met_glc__1,-4.1415192283,-0.468598322
ica__met_glc__2,-3.647841902,-0.396218781
ica__no3_anaero__1,2.6094610325,0.273988163
ica__no3_anaero__2,3.4249796659,0.333941727
ica__phe_acgam__1,-0.0004508097,-0.27692940600000004
ica__phe_acgam__2,-0.3463970563,-0.307200134
ica__thm_gal__1,0.0777967452,0.013240237
ica__thm_gal__2,0.16561016650000002,0.021588486
ica__tyr_glcn__1,0.2534578428,-0.336674682
ica__tyr_glcn__2,-0.0760176463,-0.23260069500000002
ica__ura_pyr__1,5.7032191304,0.13188037600000002
ica__ura_pyr__2,5.9468745629,0.29805817
ica__wt_glc__5,-2.6413361278,-0.21301541400000001
ica__wt_glc__6,-2.5893202505,-0.016522569
ica__bw_delpurR_cytd__1,-2.3365366802,-0.214451312
ica__bw_delpurR_cytd__2,-0.6666402679,-0.114006772
ica__ade_glc__1,-0.33890716260000003,-0.28402135700000003
ica__ade_glc__2,-2.2036773359,-0.41869097400000005
ytf__wt_glc__1,4.2132792997,0.40983804300000004
ytf__wt_glc__2,2.3029232611,0.6099064310000001
ytf__delyafC__1,0.9141085197000001,0.45573965800000005
ytf__delyafC__2,2.8708363356,0.4295941
ytf__delyeiE__1,1.5016950209000002,0.55043491
ytf__delyeiE__2,-3.1384346905,0.232861332
ytf__delyiaJ__1,-1.7426416991,0.537490435
ytf__delyiaJ__2,0.9063809232000001,0.521132163
ytf__delyieP__1,-0.3433580074,0.588672863
ytf__delyieP__2,0.9449652236,0.397629958
ytf__wt_ph5__1,1.8447769159,0.11482931700000001
ytf__wt_ph5__2,2.1680776677,0.20598224
ytf__wt_ph8__1,5.3840388844,0.006477478
ytf__wt_ph8__2,5.672950897,0.011245715
ytf__delybaO__1,-2.7169749955,0.39549208100000005
ytf__delybaO__2,0.1864197675,0.612502648
ytf__delybaQ__1,0.6704309150000001,0.08417010500000001
ytf__delybaQ__2,0.7275250686,0.046692542000000004
ytf__delybiH__1,5.7985588263,0.684092001
ytf__delybiH__2,6.602521341,0.83571678
ytf__delydcI_ph5__1,1.7955437157,0.143857386
ytf__delydcI_ph5__2,1.8629315395,0.120955585
ytf__delydcI_ph8__1,6.2177889588,0.151655684
ytf__delydcI_ph8__2,4.5974978588,0.015456707000000002
ytf__delyddM__1,-1.3452105421,0.34707672900000003
ytf__delyddM__2,-0.9695421715,0.30941307
ytf__delyheO__1,-1.3273469886,0.253565038
ytf__delyheO__2,0.1463510567,0.336205533
fps__bw_glc__1,-0.5003485591,0.084458792
fps__bw_glc__2,-0.6001963432,0.073312216
fps__fps_thrA_ale1__1,-0.6049023649,0.085853065
fps__fps_thrA_ale1__2,-0.7449213776,0.105504279
fps__fps_thrA_ale2__1,-1.5904373437000001,0.07636716
fps__fps_thrA_ale2__2,-0.668763187,0.097438989
fps__fps_serB_ale1__1,-1.1304341292,0.12897871900000002
fps__fps_serB_ale1__2,-0.7363709645000001,0.17772583900000002
fps__fps_serB_ale4__1,1.5922244983,-0.016686207
fps__fps_serB_ale4__2,1.9325843596,0.24849801300000002
fps__fps_ptsI_ale1__1,1.0527294833,-0.09884728
fps__fps_ptsI_ale1__2,0.7299914137,-0.048619406000000004
fps__fps_ptsI_ale3__1,0.0643353125,-0.017794287000000002
fps__fps_ptsI_ale3__2,0.7343575223000001,-0.078232038
pal__lyx_ale2_f6__1,2.3649058695000003,0.144732559
pal__lyx_ale2__1,-0.5701405381,0.085865603
pal__lyx_ale2__2,-0.8173627428,0.061988875000000006
pal__lyx_ale4__1,0.10798731680000001,-0.289488792
pal__lyx_ale4__2,0.4369808933,-0.334391949
pal__5drib_ale10_f18__1,1.7028136631000002,-0.47847536700000004
pal__5drib_ale10_f18__2,1.5802704835,-0.34008711900000005
pal__5drib_ale10__1,2.6242695754,-0.299279118
pal__arab_ale14_f9__1,2.6506456945,0.087478414
pal__arab_ale14_f9__2,3.0176931077,0.192756893
pal__arab_ale14__1,1.0072558782,-0.38128927100000004
pal__arab_ale14__2,1.0697324299,0.064403425
pal__arab_ale16__1,0.1452858414,0.258214073
pal__arab_ale16__2,1.0855181771,0.325849047
pal__tartr_ale26_f10__1,2.8628353509,-0.126805789
pal__tartr_ale26_f10__2,2.8075564904,-0.080720133
pal__tartr_ale26__1,1.219948465,-0.253086065
pal__tartr_ale26__2,1.3855122235000001,-0.265970733
pal__tartr_ale28_f10__1,4.2480200699,-0.254445358
pal__tartr_ale28_f10__2,3.7722187554,-0.0035661330000000004
pal__tartr_ale28__1,2.1813216816,-0.170390689
pal__tartr_ale28__2,0.4285838893,-0.089010586
efeU__delmenFentC_citr__1,-1.3636531884,0.12208072900000001
efeU__delmenFentC_citr__2,-2.1084873862,-0.00069375
efeU__delmenFentC__1,8.1246686291,0.32285102400000004
efeU__delmenFentC__2,8.0849896995,0.310144495
efeU__menFentC_ale39__1,-7.0374132238,0.47741912700000005
efeU__menFentC_ale39__2,-6.6048639141,0.42048181
efeU__menFentC_ale29__1,-0.20528193590000002,0.267512743
efeU__menFentC_ale29__2,-0.7654466547000001,0.279061645
efeU__menFentC_ale30__1,-4.8637546072,0.031738880000000004
efeU__menFentC_ale30__2,-3.7786018961,-0.17562037400000002
efeU__menFentCubiC_ale36__1,5.7812801817,0.254385222
efeU__menFentCubiC_ale36__2,5.0439948428,0.333394901
efeU__menFentCubiC_ale37__1,5.0956463528,0.236085116
efeU__menFentCubiC_ale37__2,4.799389883,0.212509682
efeU__menFentCubiC_ale38__1,-1.9836064059,0.17559722500000002
efeU__menFentCubiC_ale38__2,0.761526585,0.09374107500000001
misc2__salc_glc__1,1.0939340801,0.254927408
misc2__salc_glc__2,1.2714861944,0.34109337300000003
misc2__dbcn_glc__1,0.7492879338,0.7048813570000001
misc2__dbcn_glc__2,0.81746244,0.871348561
misc2__tyr_glc__1,6.4365107184,-0.044039782
misc2__tyr_glc__2,5.896254892,0.150967605
misc2__arg_cytd__1,-1.4219421106,-0.038926044
misc2__arg_cytd__2,-1.808344322,-0.05840319
misc2__delyheO_pyr__1,-0.6691682284,0.157071388
misc2__delyheO_pyr__2,-0.8449518300000001,0.269790021
nquinone__delubiC__1,2.0230588352,0.131584832
nquinone__delubiC__2,4.644481624,0.21841610900000002
nquinone__ubiC_ale1__1,0.3960178257,0.097662676
nquinone__ubiC_ale1__2,0.5282382870000001,0.14818596
nquinone__ubiC_ale2__1,1.2338527835,-0.005531556
nquinone__ubiC_ale2__2,1.5914913115,0.02041103
nquinone__ubiC_ale3__1,4.663733805,-0.48556212400000004
nquinone__ubiC_ale3__2,4.3547064383,-0.38047557600000004
nquinone__ubiC_ale4__1,1.4070791198,-0.009577594
nquinone__ubiC_ale4__2,1.7506279137,0.159199103
nquinone__delpdhR__1,-2.0423924844,-0.229897124
nquinone__delpdhR__2,-1.5328139027,-0.438376264
quinone__glu_ale4__1,-4.4556049726,0.035798693
quinone__glu_ale4__2,-4.0716784411999996,0.485511662
quinone__delmenF__1,-0.2971958004,0.074533846
quinone__delmenF__2,-1.6510836438,0.021950138
quinone__menF_ale5__1,-0.8549105485,0.278706977
quinone__menF_ale5__2,-1.3756631401,0.08956456800000001
quinone__menF_ale6__1,-0.192001267,0.17082190500000002
quinone__menF_ale6__2,0.1801339256,0.182910032
quinone__menF_ale7__1,-0.8315582659,-0.11240607200000001
quinone__menF_ale7__2,-0.9164725478,0.156655143
quinone__menF_ale8__1,-4.0164660602,0.5897831130000001
quinone__menF_ale8__2,1.1848038199,0.6685427780000001
quinone__delmenFubiC__1,5.4208194628,0.175305667
quinone__delmenFubiC__2,4.7039996176,0.10097391700000001
quinone__menFubiC_ale1__1,0.16572582230000002,0.061525588000000006
quinone__menFubiC_ale1__2,0.3694526718,0.118730231
quinone__menFubiC_ale2__1,0.7161577546,0.039793992
quinone__menFubiC_ale2__2,0.8441275526,0.170506339
quinone__menFubiC_ale3__1,-2.2446672119,0.039026024
quinone__menFubiC_ale3__2,-1.6127378755000001,0.049712524
quinone__menFubiC_ale4__1,-2.4935212002,0.585290964
quinone__menFubiC_ale4__2,-1.490970132,0.6418095920000001
oxyR__wt_glc__1,-2.5620856288000002,-0.022438307
oxyR__wt_glc__2,-3.2891128779,-0.116995996
oxyR__wt_h2o2__1,-1.5760509727,0.07785370500000001
oxyR__wt_h2o2__2,-2.3006131824000002,0.12796456
oxyR__glu_ale4__1,-4.8535524043,0.39234555600000004
oxyR__glu_ale4__2,-5.3595640723,0.316902051
oxyR__glu_ale4_h2o2__1,-3.5489266582,0.481022298
oxyR__glu_ale4_h2o2__2,-4.1780473115,0.493965203
oxyR__oxyR_ale17__1,-6.4066031296,0.334719771
oxyR__oxyR_ale17__2,-6.2061880391,0.242461754
oxyR__oxyR_ale17_h2o2__1,-5.4956270281,0.300834449
oxyR__oxyR_ale17_h2o2__2,-6.3895492369,0.053375934
oxyR__oxyR_ale18__1,-0.9899416447,-0.17110550500000002
oxyR__oxyR_ale18__2,-2.3369535145,-0.082787831
oxyR__oxyR_ale18_h2o2__1,-3.8792939289,-0.046786131
oxyR__oxyR_ale18_h2o2__2,-4.7455125943,-0.029196193000000002
oxyR__oxyR_ale19__1,-0.592451688,-0.27594565200000004
oxyR__oxyR_ale19__2,-0.8291094976000001,-0.088345216
oxyR__oxyR_ale19_h2o2__1,-0.6331925087,-0.274597507
oxyR__oxyR_ale19_h2o2__2,-0.2524310043,-0.269853664
oxyR__oxyR_ale20__1,-6.8335508312,-0.008909638000000001
oxyR__oxyR_ale20__2,-7.252431327,-0.005847031000000001
oxyR__oxyR_ale20_h2o2__1,-3.7837255511,0.053492639
oxyR__oxyR_ale20_h2o2__2,-4.2694874133,-0.013664301
svns_pgi__BmePgi24_15__1,-3.3036377359,-0.014936739000000001
svns_pgi__BmePgi24_15__2,-2.5647614169,0.054235151
svns_pgi__BmePgi24_26__1,-5.9767626918,0.209400682
svns_pgi__BmePgi24_26__2,-4.2899827796,0.149451791
svns_pgi__BmePgi24_41__1,-3.9523620391,0.42040439700000004
svns_pgi__BmePgi24_41__2,-5.1053690079,0.020281334
svns_pgi__BmePgi24_52__1,-5.0019085531,0.045775331
svns_pgi__BmePgi24_52__2,-3.9172122939,0.10124356300000001
svns_pgi__PaePgi2_34__1,-1.5858422625,0.44369067
svns_pgi__PaePgi2_34__2,-1.6963252031,0.35459084300000004
svns_pgi__PaePgi2_63__1,-4.5236343135,0.21661061
svns_pgi__PaePgi2_63__2,-5.110500677,0.28327208
svns_pgi__PaePgi24_54__1,-0.7048734436,0.344830711
svns_pgi__PaePgi24_54__2,-1.1880845929000001,0.308543926
svns_pgi__PaePgi24_90__1,-3.6151288452,0.209975775
svns_pgi__PaePgi24_90__2,-3.6696482266,0.35806798500000003
abx_media__m9_ctrl__1,-0.30052596470000004,-0.725493999
abx_media__m9_ctrl__2,-0.3194961107,-0.598484715
abx_media__rpmi_ctrl__1,-8.4935883422,-0.9374099810000001
abx_media__rpmi_ctrl__2,-8.57838321,-0.31381822200000004
abx_media__camhb_ctrl__1,-4.2121296833,-1.3108906120000001
abx_media__camhb_ctrl__2,-4.4290491574,-1.134200741
abx_media__m9_mero__1,-1.8559227972,-1.069978925
abx_media__m9_mero__2,-0.5877691707,-0.830697942
abx_media__rpmi_mero__1,-8.290936393900001,-0.9880824610000001
abx_media__rpmi_mero__2,-9.1314161888,-0.8069637900000001
abx_media__camhb_mero__1,-4.2601138559,-1.83575522
abx_media__camhb_mero__2,-4.3536913155,-1.392334715
abx_media__m9_trisulf__1,-0.8642794235,-0.620845819
abx_media__m9_trisulf__2,-1.3197241824,-0.402509402
abx_media__rpmi_trisulf__1,-8.543576673,-0.678996667
abx_media__rpmi_trisulf__2,-8.6391409831,-0.530878837
abx_media__camhb_trisulf__1,-5.7706602817,-0.7215228840000001
abx_media__camhb_trisulf__2,-5.7062837974,-0.800111035
abx_media__m9_cef__1,-0.0344822309,-0.6264830610000001
abx_media__m9_cef__2,-0.168548908,-0.668770696
abx_media__rpmi_cef__1,-5.7754501214000005,-0.614587898
abx_media__rpmi_cef__2,-5.2580207095,-0.401536171
abx_media__camhb_cef__1,-2.1137927219,-0.557863736
abx_media__camhb_cef__2,-2.528202591,-0.6345773290000001
abx_media__m9_cipro__1,-0.0337679252,-0.416345852
abx_media__m9_cipro__2,0.0712602915,-0.46272906
abx_media__rpmi_cipro__1,-9.5636540255,-0.9449034380000001
abx_media__rpmi_cipro__2,-10.1251671733,-1.142675143
abx_media__camhb_cipro__1,-5.7598126494,-0.39397697800000003
abx_media__camhb_cipro__2,-6.0857143227,-0.50231512
hot_tale__42c_ale3_30c__1,-2.807726292,-0.070623644
hot_tale__42c_ale3_30c__2,-3.0996045063,-0.23594968700000002
hot_tale__42c_ale3_37c__1,-0.34574157110000003,0.131513517
hot_tale__42c_ale3_37c__2,0.0543932117,-0.009564913000000001
hot_tale__42c_ale3_44c__1,3.3444250099,0.474306954
hot_tale__42c_ale3_44c__2,3.3328997619000003,0.46221011700000003
hot_tale__hot_ale3_mid_30c__1,-3.5507571189,0.034875993
hot_tale__hot_ale3_mid_30c__2,-4.1041977633,0.052042135
hot_tale__hot_ale3_mid_37c__1,-1.5243863306,0.015164891000000002
hot_tale__hot_ale3_mid_37c__2,-1.3011650494,-0.038493424000000005
hot_tale__hot_ale3_mid_44c__1,-6.7546045127,0.424872336
hot_tale__hot_ale3_mid_44c__2,-1.849774847,0.308810597
hot_tale__hot_ale3_30c__1,-1.5194783619,-0.11989023700000001
hot_tale__hot_ale3_30c__2,-1.1056471565,-0.18765397
hot_tale__hot_ale3_37c__1,2.6496031818,-0.17147456900000002
hot_tale__hot_ale3_37c__2,2.4485014147,-0.132246196
hot_tale__hot_ale3_44c__1,4.3598490491,0.008143924
hot_tale__hot_ale3_44c__2,5.8655567798,0.164104201
hot_tale__hot_ale4_30c__1,-1.2968719487,-0.246139358
hot_tale__hot_ale4_30c__2,-1.0458278232,-0.350328293
hot_tale__hot_ale4_37c__1,-0.0990806509,-0.07573381700000001
hot_tale__hot_ale4_37c__2,-0.0905090821,-0.032802178
hot_tale__hot_ale4_44c__1,2.181871189,0.5507323080000001
hot_tale__hot_ale4_44c__2,1.7485881505,0.36949953700000004
hot_tale__hot_ale8_30c__1,-0.024670197300000002,-0.18756402100000003
hot_tale__hot_ale8_30c__2,0.3207304845,-0.016492577
hot_tale__hot_ale8_37c__1,0.3988740948,-0.026347156
hot_tale__hot_ale8_37c__2,0.2709249689,-0.09731803900000001
hot_tale__hot_ale8_44c__1,2.6598670795,0.331445873
hot_tale__hot_ale8_44c__2,2.1560363462,0.359384209
hot_tale__hot_ale9_mid_30c__1,-2.1429149514,-0.343336168
hot_tale__hot_ale9_mid_30c__2,-2.278964206,-0.29567962600000003
hot_tale__hot_ale9_30c__1,-3.1485850607,-0.227350128
hot_tale__hot_ale9_30c__2,-3.1883885029,-0.21829563200000002
hot_tale__hot_ale9_mid_37c__1,-0.5343112052,-0.109716852
hot_tale__hot_ale9_mid_37c__2,-0.5231251252,-0.152465008
hot_tale__hot_ale9_37c__1,0.07954554650000001,-0.13642828
hot_tale__hot_ale9_37c__2,0.27319917650000003,-0.00665722
hot_tale__hot_ale9_mid_44c__1,1.5595142530000001,0.47379698400000003
hot_tale__hot_ale9_mid_44c__2,1.9187822949000002,0.33577511800000004
hot_tale__hot_ale9_44c__1,2.7262933444,0.179999914
hot_tale__hot_ale9_44c__2,2.8763840794,0.18073302500000002
hot_tale__hot_ale10_30c__1,-3.9623055514,-0.340550729
hot_tale__hot_ale10_30c__2,-2.3505698419,-0.23939296300000001
hot_tale__hot_ale10_37c__1,-0.5857022038,-0.154378398
hot_tale__hot_ale10_37c__2,-0.9052393269000001,-0.14565029100000002
hot_tale__hot_ale10_44c__1,-1.291987608,0.41105182900000004
hot_tale__hot_ale10_44c__2,0.2023940686,0.30355685200000004
hot_tale__hot_ale16_30c__1,-3.2562194405,-0.31466623400000004
hot_tale__hot_ale16_30c__2,-3.1840504255,-0.167992221
hot_tale__hot_ale16_37c__1,-1.993921732,-0.209345098
hot_tale__hot_ale16_37c__2,-1.8246000786,-0.135955202
