,A,TorR
ecoli_00443,-0.0865190864,0.06295342300000001
ecoli_00444,0.09557243200000001,0.104449044
ecoli_00445,1.2207130995,1.099641091
ecoli_00446,0.44053861600000005,1.135403052
ecoli_00447,-0.373094327,-0.27088105300000004
ecoli_00448,0.34201342630000003,-0.39772821500000005
ecoli_00449,0.2205251672,-0.264370953
ecoli_00450,0.2606932453,-0.360729909
ecoli_00451,0.8870825425000001,-0.17323422100000002
ecoli_00452,0.8171361229,-0.307718608
ecoli_00453,0.8320110777,-0.074451125
ecoli_00454,0.7879284106000001,-0.229769633
ecoli_00455,0.5979391460000001,-0.853893816
ecoli_00456,0.4511433024,-0.9570844660000001
ecoli_00457,0.9690400245,-0.7312698830000001
ecoli_00458,0.5702028275000001,-0.7324344660000001
ecoli_00459,0.31410193010000004,-1.028392492
ecoli_00460,0.3877547324,-0.911314818
ecoli_00461,2.161595331,1.504241227
ecoli_00462,1.9241168057,1.567793986
ecoli_00463,1.7105319622000001,-0.62550181
ecoli_00464,1.1357888638,-0.234659426
ecoli_00465,1.3309333327,-1.699370049
ecoli_00466,1.0935553438,-1.8210077980000001
ecoli_00467,-0.1617158297,-0.34555566200000004
ecoli_00468,0.2231957259,-0.37309468100000004
ecoli_00469,1.338282396,-1.671177718
ecoli_00470,0.8085601321,-1.564015259
ecoli_00471,2.3038952936,1.270236903
ecoli_00472,2.1522157256,1.367462276
ecoli_00473,1.3149044081999999,-0.31729611300000005
ecoli_00474,1.2354100658,-0.07973203300000001
ecoli_00475,1.059615233,-0.163810549
ecoli_00476,0.9575853310000001,-0.040115457
ecoli_00477,0.3447875259,-0.5010859590000001
ecoli_00478,0.0893069093,-0.7393925920000001
ecoli_00479,-0.1845841182,-0.43949752000000003
ecoli_00480,0.11054502440000001,-0.8005046840000001
ecoli_00481,0.7221559106000001,-0.42180862700000005
ecoli_00482,0.1290139582,-0.389781142
ecoli_00483,-0.0738947608,-0.576811242
ecoli_00484,0.11390103380000001,-0.5095070380000001
ecoli_00485,0.48134361680000004,-0.663412836
ecoli_00486,1.0009104509,-0.687076675
ecoli_00487,2.2422218467,2.320157899
ecoli_00488,2.2971563855,2.252134505
ecoli_00489,1.7141704004,0.023329027000000002
ecoli_00490,1.0317611103,0.309290324
ecoli_00491,-0.38472494290000003,-0.5920982290000001
ecoli_00492,-0.4271175622,-0.39352144
ecoli_00493,0.1165016076,-0.007026541000000001
ecoli_00494,0.12470504760000001,0.181648833
ecoli_00495,0.2067923978,-0.49937123800000005
ecoli_00496,0.1447059215,-0.607325208
ecoli_00497,1.4909112357,-1.464069694
ecoli_00498,1.2757299978,-1.730624858
ecoli_00499,-0.011896635400000001,-0.332493178
ecoli_00500,0.3539770741,-0.355477892
ecoli_00501,0.2723360883,-0.005287923
ecoli_00502,0.8985952309,-0.000290826
ecoli_00503,1.8476636149,1.588852259
ecoli_00504,1.6933795572,1.552642788
ecoli_00505,1.5156062461,-0.074949423
ecoli_00506,1.262400634,0.15431365700000002
ecoli_00507,0.9123980863000001,-0.48977836900000005
ecoli_00508,0.3786546428,-0.832455032
ecoli_00509,0.1506165457,-0.967778592
ecoli_00510,0.1481955167,-0.760260915
ecoli_00511,-0.0303664867,-0.42784681300000005
ecoli_00512,-0.050585531,-0.44497657500000004
ecoli_00513,1.0974989665,-1.197507778
ecoli_00514,1.6431003205999999,-1.675328104
ecoli_00515,0.2098590241,-0.073950893
ecoli_00516,0.5626224950000001,-0.134899077
ecoli_00517,-0.49990620830000004,-1.194816791
ecoli_00518,0.42049851600000004,-1.828309601
ecoli_00519,0.9058413288,-0.977562291
ecoli_00520,0.4386659056,-1.4444888900000001
ecoli_00521,0.4160279295,-1.158764634
ecoli_00522,0.35203660200000003,-1.077976075
ecoli_00523,0.3097327311,-1.4056802369999999
ecoli_00524,0.4508164119,-0.241115769
ecoli_00525,-0.0010012855,-0.144744213
ecoli_00526,0.34680586300000005,0.056991722
ecoli_00527,0.39101239720000003,0.122717878
ecoli_00528,1.113168305,-1.7616260650000002
ecoli_00529,0.7966674725,-2.451423217
ecoli_00530,0.7561718273,-2.055091572
ecoli_00531,0.7079449649,-2.2686957850000002
ecoli_00532,0.1074814263,-1.252080403
ecoli_00533,0.1273326737,-1.230467477
ecoli_00534,0.322669576,-1.5314108050000002
ecoli_00535,0.2563001009,-0.9684927780000001
ecoli_00536,0.8163754655000001,-2.2880380430000002
ecoli_00537,0.41827845810000003,-1.667548174
ecoli_00538,0.6443581908,-2.044793978
ecoli_00539,0.49114844960000004,-1.795492808
ecoli_00540,1.2119300395,-2.297156712
ecoli_00541,1.2603705793,-2.343875038
ecoli_00542,1.5237837011000002,-1.7533463500000002
ecoli_00543,1.0008846433,-2.063652589
ecoli_00544,1.5417191346,-1.880633205
ecoli_00545,0.9326537518,-2.203741444
ecoli_00546,0.5380585919,-2.157550436
ecoli_00547,0.8100427459,-2.104212773
ecoli_00548,0.5497242023000001,-2.44152807
ecoli_00549,0.3635390023,-2.6528034700000003
ecoli_00550,0.8149382552000001,-2.480033785
ecoli_00551,0.6918113896,-2.157714579
ecoli_00552,0.0233646975,-2.437842857
ecoli_00553,0.26587487200000004,-2.135322691
ecoli_00554,0.40302573740000003,-2.03478214
ecoli_00555,0.7927168604,-2.163371894
ecoli_00556,0.22538694110000002,-1.844560004
ecoli_00557,0.6553514253,-1.543144923
ecoli_00558,0.6179033748,-1.936964121
ecoli_00559,0.283096623,-1.898710651
ecoli_00560,1.145122621,-1.374969552
ecoli_00561,1.0847747451,-1.137252391
ecoli_00562,1.7010343867,-0.049621909000000006
ecoli_00563,2.006826804,0.130346588
ecoli_00564,-0.0248512608,-0.10134488300000001
ecoli_00565,0.18904680440000002,-0.066748813
ecoli_00566,0.8850165381,-1.689199049
ecoli_00567,1.1924010765,-1.650201665
ecoli_00568,0.1110975094,-0.35778237100000004
ecoli_00569,0.1158382242,-0.612560175
ecoli_00570,0.3670033936,-0.45164014100000005
ecoli_00571,0.18627294020000001,-0.08443384100000001
ecoli_00572,0.2464238135,-1.704274377
ecoli_00573,1.0649480975,-1.971264597
ecoli_00574,1.1507137506,-2.363624915
ecoli_00575,0.8143861249000001,-2.178211873
ecoli_00576,1.2225102104,-2.009735251
ecoli_00577,0.8449563867000001,-1.7358514600000001
ecoli_00578,0.8521463184,-1.824680403
ecoli_00579,0.659766107,-1.711620968
ecoli_00580,0.5847764724,-2.053573378
ecoli_00581,0.7935955041,-2.085304119
ecoli_00582,0.4768407092,0.022415325
ecoli_00583,-0.0464404153,-0.099598263
ecoli_00584,0.29665015840000003,-1.423923191
ecoli_00585,0.4117497577,-1.5304932999999998
ecoli_00586,-0.0592105658,-0.438454718
ecoli_00587,0.1703702464,-0.14813804900000002
ecoli_00588,0.1474617669,0.045365375
ecoli_00589,0.445194525,0.03531042
ecoli_00590,0.3271158128,-1.636025847
ecoli_00591,0.8998313474,-1.538424357
ecoli_00592,1.5597681063,-1.8188976220000002
ecoli_00593,1.4434852396,-1.8357455210000002
ecoli_00594,0.9916810747,-2.324582237
ecoli_00595,1.2948719394000001,-1.834595952
ecoli_00596,1.3103640995,-1.727665789
ecoli_00597,0.7456610459,-1.5746542159999999
ecoli_00598,1.3638036894,-1.473643131
ecoli_00599,1.0456799404,-1.6501959940000002
ecoli_00600,0.5735206603,-1.6912342690000002
ecoli_00601,-0.3476174043,-1.710086304
ecoli_00602,-0.0010246441,-1.9971503140000002
ecoli_00603,0.2462606601,-2.079529945
ecoli_00604,0.1778719622,-1.2811471349999999
ecoli_00605,0.270622373,-1.683913863
ecoli_00606,-0.27186049290000003,-1.587426059
ecoli_00607,0.1107193571,-1.50795992
ecoli_00608,0.1517672213,-1.966648541
ecoli_00609,0.2911565734,-2.074100688
ecoli_00610,0.18295660800000002,-1.690145145
ecoli_00611,0.36150790800000004,-1.635860864
ecoli_00612,0.4232585827,-2.177223242
ecoli_00613,0.07471980880000001,-2.085973021
ecoli_00614,0.5715185851,-1.939427614
ecoli_00615,0.2517503761,-2.611291404
ecoli_00616,0.8364153323,-1.926050217
ecoli_00617,0.7783263519,-2.332227899
ecoli_00618,0.2270604749,0.067045201
ecoli_00619,0.4038014345,0.11838598
ecoli_00620,1.0326324247,0.558579649
ecoli_00621,0.9760985787,0.38361803600000005
ecoli_00622,0.1205234189,0.12805085800000002
ecoli_00623,0.2659557437,0.278188537
ecoli_00624,0.7210755949000001,0.682548602
ecoli_00625,0.7754158795,0.6116894940000001
ecoli_00626,0.6163482559,0.6197741800000001
ecoli_00627,0.8981022139,0.618741627
ecoli_00628,0.8528891428,0.8450227950000001
ecoli_00629,0.8248969052,0.9473050820000001
ecoli_00630,0.4268001141,0.384154101
ecoli_00631,0.3592085311,0.323166386
ecoli_00632,0.166066489,0.15619482
ecoli_00633,0.468231757,0.215923564
ecoli_00634,0.31687081440000003,0.28815635
ecoli_00635,0.016995967,0.12171195600000001
ecoli_00636,0.29949773830000004,0.015140077000000002
ecoli_00637,0.1705049713,0.065044245
ecoli_00638,0.19606177130000002,0.302990323
ecoli_00639,0.2981969253,0.274978173
ecoli_00640,0.6449200685,0.30013762600000005
ecoli_00641,1.283840346,0.392970992
ecoli_00642,0.21815977220000002,0.25232327
ecoli_00643,0.0449973071,0.221332556
ecoli_00644,0.4948167713,0.12845093700000002
ecoli_00645,0.3500129047,0.000660041
ecoli_00646,0.4080739867,0.250034232
ecoli_00647,0.39286899540000003,0.318646376
ecoli_00648,0.1508950481,0.010913755
ecoli_00649,0.515157679,0.26323308500000003
ecoli_00650,0.0928986182,0.23608931200000002
ecoli_00651,0.5514776445,0.067547364
ecoli_00652,1.042647881,0.083569088
ecoli_00653,0.5866397154,0.135184108
ecoli_00654,0.5581354289,0.456872999
ecoli_00655,0.5056536756,0.514568491
ecoli_00656,0.5952181517,0.234795211
ecoli_00657,0.2021546522,0.313186726
ecoli_00658,0.5179597009,0.330758431
ecoli_00659,0.4979418557,0.38390644
ecoli_00660,0.4061994801,0.393369605
ecoli_00661,0.5589166675,0.745801039
ecoli_00662,0.4887085243,0.309453395
ecoli_00663,0.47503461680000003,0.190407978
ecoli_00664,1.2799603824,0.75313825
ecoli_00665,1.1095540736,0.8232256870000001
ecoli_00666,0.127081217,0.062750385
ecoli_00667,0.34941806140000004,0.38954311900000005
ecoli_00668,1.2782909195,0.555168004
ecoli_00669,0.6118541326,0.46585189400000004
ecoli_00670,0.4100257895,0.24459116300000003
ecoli_00671,0.3113288898,0.10117861
ecoli_00672,0.776374627,0.07105939700000001
ecoli_00673,0.8490054342000001,0.5195164950000001
ecoli_00674,0.6261872258,0.5595052460000001
ecoli_00675,0.6996504953,0.538310441
ecoli_00676,0.4286501438,0.033783409
ecoli_00677,-0.023236613200000002,0.10297568
ecoli_00678,0.4839555048,0.29654739999999996
ecoli_00679,0.7659537748,0.29948451200000004
ecoli_00680,0.8641409441000001,1.082751955
ecoli_00681,0.8687589418,1.1190221870000001
ecoli_00682,0.4079382227,0.360564106
ecoli_00683,0.1292853263,0.32505985800000003
ecoli_00684,0.1369529878,0.45844324300000006
ecoli_00685,0.49650387760000003,0.588671532
ecoli_00686,0.5317102157,0.255175747
ecoli_00687,0.45450760020000003,0.648524165
ecoli_00688,0.7674449526,-0.020087331
ecoli_00689,0.4851001398,-0.034011494
ecoli_00690,0.5977552529,-0.033515259
ecoli_00691,1.0153962351,0.10097832200000001
ecoli_00692,0.5044608048,-0.08740199300000001
ecoli_00693,0.851035344,0.06118606100000001
ecoli_00694,1.277136097,0.319664012
ecoli_00695,1.5586328466000001,0.262519112
ecoli_00696,0.9476881308,0.042203677
ecoli_00697,0.6597969947,0.016326668000000003
ecoli_00698,0.4390704687,0.638327576
ecoli_00699,0.6369243987000001,0.8912727840000001
ecoli_00700,0.3702815323,0.564223471
ecoli_00701,0.3875217187,0.588929016
ecoli_00702,0.7920402636,0.646122875
ecoli_00703,0.7611267994,0.7313117250000001
ecoli_00704,0.2900553147,0.5763036570000001
ecoli_00705,0.523553387,0.399612846
ecoli_00706,0.3024745311,0.130201744
ecoli_00707,0.26973945720000003,-0.121078641
ecoli_00708,0.1944802485,0.114735421
ecoli_00709,0.0861390102,0.13905630300000002
ecoli_00710,0.2068286907,0.315438806
ecoli_00711,0.5529699838000001,0.49185725500000005
ecoli_00712,0.5998761466,0.47793023300000004
ecoli_00713,0.7797086360000001,0.37342169999999997
ecoli_00714,0.7795693852000001,0.586628137
ecoli_00715,0.7237441642,0.31913823900000005
ecoli_00716,0.2224532183,-0.21571632100000002
ecoli_00717,0.2354376199,-0.379025785
ecoli_00718,0.6900217374000001,-0.492517592
ecoli_00719,0.1646679775,-0.343944748
ecoli_00720,-0.0282404402,-0.285148956
ecoli_00721,-0.3150727542,-0.5019905570000001
ecoli_00722,1.0997719997,-0.255081706
ecoli_00723,1.5090495202,0.113974216
ecoli_00724,1.3463816061,-0.14708908
ecoli_00725,-0.037709253000000005,-0.21557774500000002
ecoli_00727,0.6099282868,0.140864036
ecoli_00728,0.3519382258,-0.057384439
ecoli_00729,0.24995538960000002,-0.49425526700000005
ecoli_00730,0.2905398477,-0.41420908300000003
ecoli_00731,-0.2755046236,-0.605692183
ecoli_00732,-0.1578455708,-0.4621686
ecoli_00733,0.549347957,-0.27848773800000004
ecoli_00734,0.2441461762,-0.272022414
ecoli_00735,0.4197209099,-0.126268281
ecoli_00736,0.2452707636,-0.19814477300000002
ecoli_00737,0.1710677575,0.100178445
ecoli_00738,0.1028867571,-0.421596576
ecoli_00739,0.33812417580000004,-0.229557431
ecoli_00740,-0.0850337424,-0.14506348400000002
ecoli_00741,1.6121264678,-0.295287471
ecoli_00742,1.8497519472000001,-0.02635316
ecoli_00743,0.5109821836,-0.235443539
ecoli_00744,0.21135263370000001,-0.155993025
ecoli_00745,0.4281387115,-0.144510922
ecoli_00746,-0.0674673585,-0.16416687400000002
ecoli_00747,-0.0235856613,-0.16055018100000001
ecoli_00748,0.1801707712,-0.045609897
ecoli_00749,1.228562923,-0.259477522
ecoli_00750,0.6851252199,-0.23383851800000002
ecoli_00751,0.4728230197,-0.123897926
ecoli_00752,0.6109557852,0.004674015
ecoli_00753,0.38711490260000003,-0.470380306
ecoli_00754,0.0058778622,-0.6156759660000001
ecoli_00755,0.5167803139,-0.15649469200000002
ecoli_00756,0.6957961417,-0.24182043600000003
ecoli_00757,0.17149060800000002,-0.382560585
ecoli_00758,0.5002283438,-0.59814413
ecoli_00759,1.4391820047000001,-0.20644728
ecoli_00760,1.7257873633,-0.225537742
ecoli_00761,0.5863434568,-0.213715376
ecoli_00762,-0.325540339,-0.391854923
ecoli_00763,-0.1791276933,-0.455705338
ecoli_00764,0.2440501478,-0.26483042900000003
ecoli_00765,0.1370034553,-0.32474874400000003
ecoli_00766,-0.0102083726,-0.323753891
ecoli_00767,2.5998663383,0.45524100700000003
ecoli_00768,2.7435603491,0.295352891
ecoli_00769,0.5374898001,0.077289012
ecoli_00770,1.2673846885,-0.066189832
ecoli_00771,1.0720079412,0.012545415
ecoli_00772,0.6379709139,0.030603799999999997
ecoli_00773,0.3556634238,-0.021471429
ecoli_00774,0.1359871917,-0.068278267
ecoli_00775,1.0716723913,-0.046620325000000004
ecoli_00776,0.966702983,-0.22543774800000002
ecoli_00777,0.8963707679,-0.21557040600000002
ecoli_00778,1.16730647,-0.358319832
ecoli_00779,0.9731677138,-0.5286921410000001
ecoli_00780,1.6297441534,-0.522920269
ecoli_00781,0.3893259971,-0.017076593
ecoli_00782,0.6026179405000001,0.07233769
ecoli_00783,0.21393324190000002,0.110558902
ecoli_00784,0.6810955204,0.2574588
ecoli_00785,1.0428130373,-0.198479346
ecoli_00786,1.3660245394000001,-0.20088053900000002
ecoli_00787,0.5853054177,0.42773846
ecoli_00788,0.8593421754,0.38650098400000005
ecoli_00789,0.47789342430000004,-0.06641382600000001
ecoli_00790,0.9353600205,-0.06534171100000001
ecoli_00791,0.9705585186000001,0.18754446400000002
ecoli_00792,0.8228346985,0.21695042
ecoli_00793,0.7388500509,-0.012423714
ecoli_00794,0.5969101306,-0.04578878
ecoli_00795,0.5436707775,0.021568522
ecoli_00796,0.6437999092000001,0.34013692700000003
ecoli_00797,0.1207984956,-0.098828751
ecoli_00798,-0.7510206433000001,-0.5549501130000001
ecoli_00799,0.5361311344,0.342638799
ecoli_00800,0.2667562693,0.531602953
ecoli_00818,0.3443650347,0.10333157
ecoli_00819,0.28447360050000003,-0.086068533
ecoli_00820,0.5206326431,-0.025067646000000002
ecoli_00821,0.8254387944,0.17535065900000002
ecoli_00822,0.41164213,0.025941624
ecoli_00823,0.1666933715,0.11578877400000001
ecoli_00824,-0.3372542012,-0.036416783
ecoli_00825,0.7852750021,0.05408220800000001
ecoli_00826,-0.08419888930000001,0.040521306
ecoli_00827,0.3492462207,0.354961026
ecoli_00828,0.24788696600000001,0.076412409
ecoli_00829,0.2444943474,0.20362223200000001
ecoli_00830,0.2179337463,0.108024692
ecoli_00831,0.11933857290000001,0.026867294000000003
ecoli_00832,0.43643258560000003,0.545022534
ecoli_00833,0.3880852403,0.543747367
ecoli_00834,0.5913793513,-0.06350888
ecoli_00835,0.2547703093,0.230386787
ecoli_00836,-0.034631956900000004,0.201657085
ecoli_00837,0.5711388944,0.186890005
ecoli_00838,0.361026287,0.16627561400000002
ecoli_00839,0.547875105,0.193426694
ecoli_00840,0.3164354286,0.18723083000000001
ecoli_00841,0.34010384390000004,0.437744709
ecoli_00842,0.5843783149,0.164289325
ecoli_00843,0.3870201963,0.043571648000000004
ecoli_00844,0.0502194143,-0.160689663
ecoli_00845,0.3322162168,0.18350980600000003
