,A,Fnr,NarP,NarL
abx_mega__polmyx_h2o__7,3.352955128,-0.2315847967,-0.1576474143,0.23274265870000002
abx_mega__teix_dmso__17,2.1713161607,0.0029379619,0.059552023,0.2885319054
abx_mega__doxo_dmso__3,-2.3628226097000002,0.2023907492,-0.8643650533,0.0772130471
abx_mega__mem_dmso__6,0.1666069717,0.1023474546,0.3242714459,0.12139420790000001
abx_mega__h2o-1a__3,0.1388588026,0.09042078,-0.2268713608,-0.0677671509
abx_mega__bacit_dmso__3,1.9849054565,-0.36047292010000004,-0.2962010525,0.1441411998
abx_mega__dox_dmso__8,-0.09201166820000001,-0.15851963700000002,0.2071732821,1.3714150958
abx_mega__teix_dmso__18,-0.1897927141,-0.47527159550000003,-0.3015241603,0.4043009054
abx_mega__h2o-6__3,-0.11349601420000001,0.1865548514,0.3037119042,-0.08292724280000001
abx_mega__pen_h2o__5,-0.0605467003,-0.3567155809,-0.3135642429,-0.0809687306
abx_mega__lzd_dmso__4,1.9701043529,0.4367343567,0.5959817847000001,-0.4950784796
abx_mega__daro__1,-0.473007514,0.6625246456,-0.23194630870000002,-1.0283701913
abx_mega__solv__1,0.3647978341,0.7880810208,-0.2371212543,-0.5697536807
abx_mega__daro__2,-0.8794376593000001,0.6348490171,0.0106963621,-0.7225106505000001
abx_mega__daro__3,-1.4211346017,0.5130885568,0.0830954354,-0.31202477440000004
abx_mega__solv__2,-0.0014233666000000001,0.7836153299,-0.2441234401,-0.4795038941
abx_mega__solv__3,-0.7468689366,0.5666938681,-0.22632970360000002,-0.4581893891
abx_mega__dmso-4__1,2.6245969905,-0.2069186369,-0.6024327941000001,1.2625602048
abx_mega__kirr_dmso__1,4.1571891094,0.30096120800000004,0.5418930394,-1.1858902369
abx_mega__kirr_dmso__2,4.2050643571,0.2233268874,0.6407564341,-1.1221621716
abx_mega__kirr_dmso__3,5.5371334219,0.36914748480000004,0.4069274452,-1.0326504242
abx_mega__dmso-4__2,3.0622303426,-0.38116480880000003,-0.0714317922,1.0089341865
abx_mega__dmso-4__3,1.6429143686,-0.179866355,-0.5702610384,1.0781130934
ackA_pta__dnaA46_del_ackA__1,2.0710897204,0.3573392885,-0.7024367534,1.0167221444
ackA_pta__dnaA46_del_ackA__2,1.8510137242,0.5215083736,-0.1503317533,1.3164719965
ackA_pta__dnaA46_del_ackA__3,2.3213943842,0.4033689451,-0.44072233110000003,0.8478612282
ackA_pta__dnaA46_del_pta__1,-0.9325035845,0.10380176390000001,-0.4245874437,0.804393346
ackA_pta__dnaA46_del_pta__2,2.7353455857,0.4097892231,-0.1740365885,1.0277296902
ackA_pta__dnaA46_del_pta__3,1.4189946186,0.5224825499,-0.5457365444,1.0777531702
ackA_pta__dnaA46__1,0.5463291593,0.1528474884,-3.1295652609,0.0548469958
ackA_pta__dnaA46__2,2.1863391613,0.3481605142,-3.3969707264,0.2870616629
ackA_pta__dnaA46__3,0.7895014290000001,-0.0266460084,-3.4636144832999998,-0.1731099634
ackA_pta__del_ackA__1,0.6425557554,0.1774931888,0.3413148989,0.7399815112
ackA_pta__del_ackA__2,-0.8169013379000001,-0.1232001154,0.0124556153,1.1375307345
ackA_pta__del_ackA__3,0.679998065,0.190084841,-0.9643144702,0.6873740307
ackA_pta__del_pta__1,0.8280566755000001,0.2671184528,-0.4846690736,0.3644661887
ackA_pta__del_pta__2,1.4424583261000001,0.2566617834,-0.6014900065000001,0.5864508435
ackA_pta__del_pta__3,0.5548697159,0.1341478918,-0.5504604923,0.3688823399
ackA_pta__wt__1,-1.144909926,-0.0535312287,0.3285955572,-0.11512740900000001
ackA_pta__wt__2,0.5572350717,0.0033558917,-0.21084617360000002,0.0518979327
ackA_pta__wt__3,0.5876748543,0.050175337,-0.11774938360000001,0.0632294763
anticancer__5fu__1,3.0082132586,0.0681602907,0.8358100699000001,1.1172485117
anticancer__5fu__2,2.9263657835,-0.1688407481,0.5594370431,1.2128520424
anticancer__cap__1,-0.049531247300000004,0.44868520630000003,0.14118771160000002,0.5096176653
anticancer__cap__2,1.3361367697,0.41306374030000004,0.0892212245,0.7069854029
anticancer__cap__3,0.60131072,0.3264594677,0.1393251476,0.7353223998
anticancer__wt__1,-1.2362556273,0.28664804520000003,0.1358831036,-0.2878428208
anticancer__wt__2,-0.3863342721,-0.0931429685,-0.0342140056,0.230734723
anticancer__wt__3,1.6225898994999999,-0.1935050767,-0.101669098,0.0571080978
anticancer__5fu__3,4.4359248826,-0.101350492,0.7062496681,1.1304838131000001
bio_pln__aero_pln__1,-0.0729101632,-0.0045074173,0.021157175900000002,0.23075321110000002
bio_pln__aero_pln__2,0.0729101632,0.0045074173,-0.021157175900000002,-0.23075321110000002
bio_pln__anaero_pln__1,1.2669681363,0.0400032595,-0.2916608418,0.2161365164
bio_pln__anaero_pln__2,-0.4506383107,0.3296413226,-0.1887236121,-0.08062165610000001
biocide__bzcl_12h__1,1.5620708911999999,0.2247859218,0.33436771860000003,-0.3339215262
biocide__bzcl_12h__2,0.3487184686,0.1810715899,-0.5289277092,0.6725941715
biocide__bzcl_12h__3,1.3994281876999999,0.1722943406,0.5600233975000001,-0.08904044450000001
biocide__etoh_12h__1,0.7810638119000001,0.4185490194,-0.4318274247,-0.0381846164
biocide__etoh_12h__2,0.2276117068,0.4755510751,-0.1454871996,-0.0223999192
biocide__etoh_12h__3,0.7517380941,0.5168922582000001,0.1138579997,0.1557693521
biocide__gluald_12h__1,-0.9354861352,0.422114445,0.5794387777000001,0.3457727179
biocide__gluald_12h__2,0.3652395111,0.285798337,0.0328288011,0.4119611535
biocide__gluald_12h__3,0.4774839174,0.2501234208,0.9273191697000001,0.26245599999999997
biocide__h2o2_12h__1,0.2576141018,0.316269336,0.1260382679,0.1302115755
biocide__h2o2_12h__2,1.0346585118,0.2082039373,0.3845823132,0.2021200729
biocide__h2o2_12h__3,0.823394704,0.1760932673,0.9342590540000001,0.3044311927
biocide__2ppoh_12h__1,0.395451718,0.5466445614000001,0.42936545660000003,0.1822358449
biocide__2ppoh_12h__2,-0.107587209,0.5152025342000001,0.6545606765,0.0535449426
biocide__2ppoh_12h__3,0.4212517731,0.400732146,0.6719612660000001,0.2558837536
biocide__paa_12h__1,0.43562527830000003,0.1717214819,0.8091754688,0.18541963890000002
biocide__paa_12h__2,0.7187076912,0.0191047924,0.8206606008,0.1349630105
biocide__paa_12h__3,0.20979777300000002,0.3088587501,0.019987030200000002,0.49897937740000003
biocide__phe_12h__1,0.28897197420000004,0.2009671556,0.9295520649000001,0.3168235304
biocide__phe_12h__2,0.9832003591,0.0443876464,0.9558342724000001,0.1677739245
biocide__phe_12h__3,1.2760412189,0.2179832945,0.7793979137,0.3481023629
biocide__pvp-i_12h__1,0.9241540766,0.332161076,0.033129503500000004,0.444073221
biocide__pvp-i_12h__2,1.3993970355,-0.0487828519,1.1391082131,0.10183590470000001
biocide__pvp-i_12h__3,-0.061655862400000004,0.22229229550000001,0.29466889220000003,0.47273016640000004
biocide__bleach_12h__1,2.6129546803,-0.13260173050000001,1.022940889,0.2039648051
biocide__bleach_12h__2,1.7777230148,0.0773141388,0.8056315141,0.3068144353
biocide__bleach_12h__3,1.6571196332,-0.0241015952,0.842498504,0.273390248
biocide__chx_12h__1,0.5539908792,0.5893290409,0.2519765805,0.6227708765000001
biocide__chx_12h__2,0.864678138,0.3070388345,0.0465045737,0.4498681463
biocide__chx_12h__3,-0.6922024681000001,0.2197501316,-0.21738578,0.5932307085
biocide__bzcl_30m__1,-0.4894737314,0.287546719,-0.6176081459,-0.0905297466
biocide__bzcl_30m__2,0.3225075372,0.40118421330000004,-0.3295589939,-0.1073991004
biocide__bzcl_30m__3,-1.2432900369,0.388749069,-0.3680514706,0.08224232740000001
biocide__phe_30m__1,1.9059104733,0.20197490540000002,0.49169913870000004,-0.4226474783
biocide__phe_30m__2,1.5892019811,0.17172482890000001,0.2373642055,-0.4264807337
biocide__phe_30m__3,0.0117473948,0.2927978321,0.2781593884,-0.5035591189
biocide__pvp-i_30m__1,-0.30784992980000003,0.2198247872,-0.3829061393,0.11594816520000001
biocide__pvp-i_30m__2,0.383214995,0.0283784921,0.0127701424,0.2125716054
biocide__pvp-i_30m__3,0.1114836736,0.1787224295,-0.4315795611,-0.070068188
biocide__ctrl_12h__1,1.1045479401,0.35757155150000003,-0.2859716899,0.0523293393
biocide__ctrl_12h__2,1.5154192645,0.32179454960000003,0.1869323357,-0.1738765959
biocide__ctrl_12h__3,0.7757604357,0.2417419562,0.1450409419,-0.057941677100000005
biocide__ctrl_30m__1,0.4942508705,0.014165511200000001,0.0248957188,0.1486953376
biocide__ctrl_30m__2,-0.2512092466,0.052952773200000004,0.0567716932,-0.2620426246
biocide__ctrl_30m__3,-0.2430416239,-0.0671182844,-0.08166741200000001,0.1133472871
clpP__wt__1,-0.4117970569,-0.0865634136,-0.3756078466,0.2789825371
clpP__wt_DPTA__1,-3.3461702397,1.4925420012,-0.3839067176,1.4755404416
clpP__wt__2,0.1735917957,0.0187624909,0.24603971260000002,-0.36825642550000004
clpP__wt_DPTA__2,-4.07776531,1.3185055078,-0.3013974942,1.325373016
clpP__wt__3,0.23820526120000002,0.0678009227,0.129568134,0.0892738884
clpP__wt_DPTA__3,-2.8571160728000002,1.2534834047,0.4150412074,1.1104033187
clpP__delclpP__1,0.6490251403,0.0170366385,-1.1143680159,-0.5326562676000001
clpP__delclpP_DPTA__1,-1.0862042629,1.3079558571,-0.3714109242,0.44409615280000003
clpP__delclpP__2,0.1497072445,-0.0336556815,-0.2600396156,-0.49370340430000004
clpP__delclpP_DPTA__2,-3.250481488,1.0205551288,-0.7911026999,0.5576681859
clpP__delclpP__3,0.3378229747,0.0949490676,-0.46113254130000003,-0.16748494730000002
clpP__delclpP_DPTA__3,-4.7492307123,1.441513244,-0.1302239247,0.6420409116
colombos2__delydcR__1,-0.054135266800000005,-0.1323695671,-0.9026439672000001,0.23243146320000002
colombos2__delydcR__2,1.7741410813,-0.2324718932,0.016095135400000002,0.5674476937
colombos2__delydcR__3,-0.39429185320000004,-0.10928785190000001,0.4630761004,0.8659897947
colombos2__delyjiR__1,0.3434410375,-0.32368347410000003,-0.7058855892,-0.2877400536
colombos2__delyjiR__2,1.4709628826,-0.11529488510000001,-0.0853616494,0.5829394090000001
colombos2__delyjiR__3,1.9824902582,-0.22967213860000002,-0.1475710362,0.32177951050000003
colombos2__wt__1,0.46490745050000004,0.2338020884,0.18486754400000002,-0.0768455401
colombos2__wt__2,-0.8260785785,-0.3037351931,-0.3803981381,-0.4263542628
colombos2__wt__3,0.361171128,0.0699331047,0.195530594,0.5031998029
crp_k100__ar1_ar2__1,-3.6335457175,1.1604539591,-1.0729383722999999,-0.308143314
crp_k100__ar1_ar2__2,-2.7131366719,0.4299474667,-1.4080240556999999,0.0373377806
crp_k100__ar1_ar2__3,-2.7743422911,0.3209733046,0.0070444013,0.18208399120000002
crp_k100__wt__1,-0.3442060898,0.3724001926,0.021096601000000003,-0.44144615190000003
crp_k100__wt__2,0.2538904542,-0.1817715842,0.1043801184,0.2104517336
crp_k100__wt__3,0.0903156356,-0.1906286084,-0.1254767194,0.2309944184
crp_k100__K100Q__1,-0.8288378590000001,-0.37520259570000003,-0.8706764091,0.515368787
crp_k100__K100Q__2,-0.0348202045,0.0849805542,-0.1906854625,0.6484192367
crp_k100__K100R__1,-0.9409474001,0.2663450693,0.0064072929,0.1659008684
crp_k100__K100R__2,0.2557643954,-0.4927120686,-0.14044528150000002,-0.5087278795
crp_k100__K100R__3,1.3293233442,-0.0509766252,0.0562528372,0.1533787933
csrA__wt_t00__1,0.7694936442,-0.0513239485,-0.47996887260000004,-0.0318319626
csrA__wt_t02_30__1,-0.1508212422,-2.3506769454,-1.1874781312,0.7612013160000001
csrA__wt_t05__1,1.6013051193,-5.1327364186,-1.3208583308000001,1.3319620447
csrA__wt_t10__1,2.1662816205,-5.1188929344,-2.120281868,1.8808941942000001
csrA__wt_t15__1,1.50860718,-4.3981483095,-2.2792737697,1.6230001279000001
csrA__delcsrA_t00__1,-1.2130549835,-0.1353633723,-0.9796500248000001,0.2882104387
csrA__delcsrA_t02_30__1,-2.4552927461,-3.5406721412,-1.2958063159,0.8355320716
csrA__delcsrA_t05__1,-0.6844418760000001,-5.2387007732,-0.0216047997,1.1536723843
csrA__delcsrA_t10__1,0.9239003093,-4.5451895689,-1.2420793787,1.2612470446000001
csrA__delcsrA_t15__1,1.3228552326,-4.1218901623,-0.18113844110000002,0.7085316708
csrA__wt_t00__2,-0.7694936442,0.0513239485,0.47996887260000004,0.0318319626
csrA__wt_t02_30__2,-0.7236328619,-2.7297899689,0.255724434,0.7714504123
csrA__wt_t05__2,1.3046003734,-5.6583522764000005,-0.1357927945,1.3286149502
csrA__wt_t10__2,0.896800907,-5.0748165103,-1.5091545563,1.8153573551000002
csrA__wt_t15__2,0.985713652,-3.9025083213,-2.1877990434,1.6194477199000001
csrA__delcsrA_t00__2,-0.8106634492,-0.0606556909,-1.5454908547000001,0.3875227331
csrA__delcsrA_t02_30__2,-1.6212997029,-3.6474522219,0.1531886828,0.4367369922
csrA__delcsrA_t05__2,-0.5626681013,-5.2328087462,-1.2691694046,1.1435023707
csrA__delcsrA_t10__2,1.1923781200999999,-4.6032559245,-0.048941559100000004,1.2988495549
csrA__delcsrA_t15__2,2.1587423653,-3.272672501,0.2816015066,0.8683165677
cstr_pfr__str_0005m__1,-0.3508439349,0.2888071605,0.14294476890000002,0.161336844
cstr_pfr__str_0010m__1,0.8438379318,0.1720216361,-0.024338689700000003,-0.1497549017
cstr_pfr__str_0025m__1,0.7687114046,0.2293302324,0.2556899246,0.020618348
cstr_pfr__str_0045m__1,0.5825770815,0.21523521,0.1848501288,0.1021815826
cstr_pfr__str_0075m__1,1.0601577797,0.11560876120000001,0.14164942090000002,0.1230124979
cstr_pfr__str_0120m__1,0.6067118097,0.1209232236,-0.012484274200000001,-0.0216603483
cstr_pfr__str_0210m__1,0.7644396250000001,0.19522726210000002,0.0457252936,0.18370033160000002
cstr_pfr__str_0330m__1,2.0694705509,0.1179972345,0.1071294295,0.19931002150000002
cstr_pfr__str_1500m__1,2.5372164924,0.1502372341,0.09387081950000001,0.0975494581
cstr_pfr__str_1560m__1,0.7873588421000001,0.14022645620000002,0.1328987768,0.0362442179
cstr_pfr__str_1680m__1,0.9027942174,0.11782350750000001,0.0117466175,0.0182376896
cstr_pfr__str_ref1__1,0.1325451125,-0.014069373100000001,0.0273922406,-0.00043602200000000005
cstr_pfr__str_ref2__1,-0.1332236912,-0.0315630531,-0.0790167297,0.0665312611
cstr_pfr__str_ref3__1,0.1026693994,-0.0141549879,0.1094917004,-0.057538842300000004
cstr_pfr__pfr_P5_0005m__1,-0.1456906917,-0.1106713146,-0.2520769547,0.164669164
cstr_pfr__pfr_P5_0010m__1,0.7387250764000001,-0.2344536919,-0.2550913338,0.012752025600000001
cstr_pfr__pfr_P5_0025m__1,0.7098163349000001,-0.0826404376,-0.1311075348,0.10650203870000001
cstr_pfr__pfr_P3_0025m__1,0.5751770038,-0.0256008087,0.14130771920000001,-0.1344711113
cstr_pfr__pfr_P1_0025m__1,0.8331583307,0.0782023473,0.17743747940000001,-0.0234104083
cstr_pfr__pfr_P5_0045m__1,1.1551075122,-0.061452792000000006,-0.057823301800000004,0.1155470234
cstr_pfr__pfr_P5_0120m__1,1.5595068935,-0.1692250595,-0.0317505469,0.1907248333
cstr_pfr__pfr_P3_0120m__1,0.3330941865,-0.041461468200000004,0.1251942997,0.1370135902
cstr_pfr__pfr_P1_0120m__1,-0.191042386,-0.1137485844,0.26510076720000003,0.1090688742
cstr_pfr__pfr_P5_0210m__1,2.4170291472,-0.0317671671,-0.1720530951,0.1568457091
cstr_pfr__pfr_P5_1500m__1,0.6383636291,0.1322023543,-0.0124391129,0.0821505596
cstr_pfr__pfr_P3_1680m__1,0.34543038600000003,0.1073992975,0.149587399,0.0617843458
cstr_pfr__pfr_P5_1680m__1,0.3759946427,0.1209936897,-0.039778609400000005,-0.0327660216
cstr_pfr__pfr_P1_1680m__1,0.35605362,0.0865760295,0.21853823020000002,0.0576043545
cstr_pfr__str_0005m__2,0.761298193,0.0869610324,0.0385683246,-0.1018990825
cstr_pfr__str_0010m__2,0.9054655245000001,0.14327588460000001,0.133444992,-0.1296229603
cstr_pfr__str_0025m__2,0.6954128368,0.2261574416,0.0055746198000000005,-0.0031785693
cstr_pfr__str_0045m__2,1.2507871996,0.20080978970000002,-0.0632382838,0.1120271981
cstr_pfr__str_0075m__2,1.3036462100000001,0.16720264440000002,-0.0907422481,0.1554664126
cstr_pfr__str_0120m__2,1.2662807113,0.105850789,-0.0504231345,0.0869716888
cstr_pfr__str_0210m__2,0.7456717915000001,0.09419939840000001,0.0367858775,0.0395658513
cstr_pfr__str_0330m__2,0.6332535542000001,0.1618353592,-0.1122138658,0.1620586929
cstr_pfr__str_1500m__2,0.9569483362000001,0.16753480240000002,0.3046816305,0.0175127079
cstr_pfr__str_1560m__2,0.2293311205,0.2065221516,0.2792592331,0.0092416341
cstr_pfr__str_1680m__2,1.1379200385,0.16651981030000002,0.121406262,0.1139285237
cstr_pfr__str_ref1__2,-0.1325451125,0.014069373100000001,-0.0273922406,0.00043602200000000005
cstr_pfr__str_ref2__2,0.3579514943,0.0089584777,0.0892692825,0.0219017582
cstr_pfr__str_ref3__2,0.1277362918,-0.0235427967,-0.1444617365,-0.0127370664
cstr_pfr__pfr_P5_0005m__2,1.9279805537999999,-0.2587817019,-0.1364566775,-0.0649560279
cstr_pfr__pfr_P5_0010m__2,1.1533421677,-0.24644766410000002,-0.1192251817,0.029570828700000003
cstr_pfr__pfr_P5_0025m__2,1.2135507915,-0.09211287180000001,-0.135827224,0.11365745490000001
cstr_pfr__pfr_P3_0025m__2,0.9943469419000001,0.017315400800000002,0.08645501200000001,0.0553188192
cstr_pfr__pfr_P1_0025m__2,1.0910262938,0.10647242130000001,0.0480963514,-0.030395658500000002
cstr_pfr__pfr_P5_0045m__2,-0.0661817965,-0.0916118039,-0.5091029222,0.0906059725
cstr_pfr__pfr_P5_0120m__2,0.7659967780000001,-0.0331110313,-0.2299007753,0.1483538805
cstr_pfr__pfr_P3_0120m__2,0.6216519393000001,-0.0461462572,-0.097868413,0.10071487820000001
cstr_pfr__pfr_P1_0120m__2,0.188912392,0.1472780603,-0.13331486280000002,0.20215588180000002
cstr_pfr__pfr_P5_0210m__2,1.687357628,-0.0815733439,0.4240773479,-0.08376810380000001
cstr_pfr__pfr_P5_1500m__2,0.7960001738,0.1628644928,-0.0968021153,0.0862120646
cstr_pfr__pfr_P3_1680m__2,0.8597798872,0.0778987927,-0.062453081800000004,0.0241249348
cstr_pfr__pfr_P5_1680m__2,0.8254666987,0.0352389719,0.2683128032,0.0850111279
cstr_pfr__pfr_P1_1680m__2,0.9533859284,0.0666002566,0.036632949000000005,0.060204776200000004
darobactin__daro_30m__1,1.4942898988,-0.21927705500000003,0.9871667178,0.7284092859
darobactin__daro_30m__2,2.5508680567,0.0068389657000000005,0.7514377199000001,0.4246301596
darobactin__solv_1h__1,-0.20341704330000002,-0.39919583750000004,-0.1706782725,1.0373981939
darobactin__solv_1h__2,2.1273940296,-0.15292812990000001,0.16082470840000002,1.2576795023
darobactin__daro_1h__1,3.1092406841,-0.5413516662,1.3208998759,1.4009456965
darobactin__solv_1h__3,-0.0611700164,-0.5255719177,-0.6762528471,1.2853268692
darobactin__daro_1h__2,3.1199103948,-0.4380107324,0.7661344433,1.3244833698
darobactin__daro_1h__3,1.3534146054,-0.6924116879000001,0.8678561977,1.3857240534
darobactin__daro_30m__3,1.5695849762,-0.023623925,0.6723792165,0.7652728165
darobactin__solv_30m__1,2.308366319,-0.2769247087,0.7422985984,0.500861994
darobactin__solv_15m__1,1.0380262886,0.022569228400000002,-0.19117541570000002,-0.3044582545
darobactin__solv_15m__2,-0.9793979866,-0.0149231714,0.2309709237,0.30226830450000003
darobactin__daro_15m__1,1.1650102161,-0.059067987700000005,0.18920579580000002,0.1665464679
darobactin__solv_15m__3,-0.058628302,-0.007646057,-0.039795508,0.00218995
darobactin__daro_15m__2,0.738110043,-0.3998425611,-0.1756016257,0.1625546682
darobactin__daro_15m__3,0.8736639702000001,-0.2961707172,0.1044404515,-0.0420865568
darobactin__solv_30m__2,2.1976436785,-0.0197029371,0.38981051510000003,0.2689682221
darobactin__solv_30m__3,2.2691253449,-0.2057315476,0.8594948432,0.382244295
ddp__pNT3_aroP__1,-2.4203051019,0.0648785776,0.1567471745,0.5979051968
ddp__pNT3_aroP__2,-2.5420445379,0.1318960147,-0.283822124,-0.0199559407
ddp__pNT3_bamC__1,-2.415346022,-0.18930506100000002,-0.30049329820000004,1.2818083355
ddp__pNT3_bamC__2,-2.2300014304,0.048734282000000004,-0.6502364096000001,1.0522916616
ddp__pNT3_cusA__1,-2.4785367414,-0.1222527779,0.0927653427,1.0320046949
ddp__pNT3_cusA__2,-1.9907967270000002,0.2651479138,-0.0896525383,0.7609959868
ddp__pNT3_hemX__1,-2.4248076598,-0.18178306500000002,-0.09763270760000001,0.5856344474
ddp__pNT3_hemX__2,-1.8388825079000002,-0.0481881923,-0.1619953418,0.2921182026
ddp__pNT3_empty__1,0.10188234780000001,0.0035004484000000003,0.040359769600000005,0.0626236352
ddp__pNT3_empty__2,-0.10188234780000001,-0.0035004484000000003,-0.040359769600000005,-0.0626236352
ddp__pNT3_topA__1,-4.2615193919,0.2884841145,-0.3143547218,0.5306601487
ddp__pNT3_topA__2,-3.8534884559,0.6061379563,-0.6187415562,0.0063539721
ddp__pNT3_yicR__1,-1.6952600908000002,-0.6059054221,-0.2700885068,0.25629960960000003
ddp__pNT3_yicR__2,-1.8960273921000002,-0.4301566023,-0.39152739540000003,-0.2211240432
ddp__pNT3_yqjD__1,-1.4061725889,-0.2255559323,0.3352563744,0.7782545998
ddp__pNT3_yqjD__2,-1.7882666323,-0.1661942998,-0.09472025810000001,0.4418493845
ecomics__del_gabT__1,0.68808474,0.0654297724,-0.17576158050000001,-0.2558356651
ecomics__del_gabT__2,-0.68808474,-0.0654297724,0.17576158050000001,0.2558356651
ecomics__del_putP__1,-1.7388958596,0.0394489063,-0.0913590397,0.0252704775
ecomics__del_putP__2,-4.2289613362,0.2651847274,-0.3845829965,0.0533145967
ecomics__del_entF__1,0.42141722460000003,-0.1274267449,1.0401780122,0.35173000730000004
ecomics__del_entF__2,-3.8047638607,-0.0156335277,0.6361260588000001,0.187345971
ecomics__del_entF__3,-1.6063614780000002,-0.0681908374,0.5560934693,0.3538666499
ecomics__del_cysA__1,4.0861934621,-0.3039509496,1.1036989155,0.8789809757
ecomics__del_cysA__2,3.167284739,-0.18626809560000002,1.1473892754,0.7735650338000001
elyC__wt_21C__1,-0.4862469502,-0.0019092608000000001,-0.2579833125,-0.17239399390000001
elyC__wt_21C__2,-0.6556587514000001,0.0184901467,-0.3815933832,-0.039473231000000004
elyC__wt_21C__3,-0.49321101850000004,0.0880267361,-0.4714856075,-0.16596388850000002
