,A,GalS,GalR,Crp
mercury__ctrl_t60__1,-7.2613072496,-0.2659553695,0.9083626569000001,0.8951937533000001
mercury__hg_t10__1,-8.9001324184,-2.2778846878,1.6206230209,1.5099593280999999
mercury__hg_t30__1,-8.3576335382,-2.3423192279,1.5175117771000002,1.6124665533
mercury__hg_t60__1,-8.3384502331,-1.6077325422,1.3723190386000002,1.3859830142
mercury__pma_t10__1,-8.9344681444,-2.7199219452000003,1.5000289024,0.8754740065000001
mercury__pma_t30__1,-7.1540341663,-2.4098688262,1.6599776139,0.7672332111
mercury__pma_t60__1,-5.2442881453,-0.5060735658000001,0.2658679532,0.2108640436
mercury__ctrl_t00__2,0.370348185,-0.014098143300000001,0.2236433769,0.0010693687
mercury__ctrl_t10__2,-0.6840382505,0.11113778490000001,0.3299406695,0.25878484220000003
mercury__ctrl_t30__2,-5.7272680927,-0.74095628,0.8253256715,0.7206174857000001
mercury__ctrl_t60__2,-7.2129258542,-0.0430119388,1.0530423203,0.9635479732000001
mercury__hg_t10__2,-8.7416058165,-1.9936633288,1.4885349115,1.4192736061
mercury__hg_t30__2,-8.0147125264,-2.0794928696,1.5376517398,1.4553969738
mercury__hg_t60__2,-3.3147425181,0.034227355800000005,-0.2262184673,-0.0283162313
mercury__pma_t10__2,-9.0470963176,-2.8225776284,1.4104624812,0.8151339384
mercury__pma_t30__2,-6.3406497887,-3.1709368566,1.5263037151,0.8881257601
mercury__pma_t60__2,0.10691205770000001,0.6099135225,0.6465250751,0.41748972510000004
mercury__ctrl_t00__3,0.3922831861,-0.1892495486,0.1117132599,-0.0303467213
mercury__ctrl_t10__3,-0.6360753892000001,-0.2264432455,0.2190293982,0.12400269800000001
mercury__ctrl_t30__3,-5.3611136164,-0.8573641077,1.0005890687,0.7564198440000001
mercury__ctrl_t60__3,-6.4376801567,-0.13182535280000002,0.8903179050000001,0.803622138
mercury__hg_t10__3,-7.4526770663,-2.4570789841,2.0363499146,1.7832128196
mercury__hg_t30__3,-8.2847015766,-2.2512307115,1.4398523456,1.5344472761999999
mercury__hg_t60__3,-5.9400442248,-0.6936471846000001,0.4595340624,0.7437536825000001
mercury__pma_t10__3,-9.0873913713,-2.4896637627000002,1.4791985592999999,1.0075067504
mercury__pma_t30__3,-6.6637841928,-2.7808703312,1.637093291,0.9965341975
mercury__pma_t60__3,-0.9086373941,-0.0962005063,0.9011943525,0.6395112446
ml_abx__az_lolcde__1,-0.5011126767,0.0276571579,0.4867266274,0.3949028114
ml_abx__az_lolcde__2,-1.2658100545,-0.0922494891,0.3033293414,0.0860060487
ml_abx__az_lolcde__3,-0.4754373908,0.2487597062,0.367162808,0.3337373743
ml_abx__b01__1,1.4320306061,0.3300512403,-0.09995026300000001,0.5086181453
ml_abx__b01__2,1.8567322156000001,-0.020870750900000002,-0.1417718845,0.4866754022
ml_abx__b01__3,-0.44233639280000003,0.1980351743,-0.1096391268,0.48643220260000003
ml_abx__cro__1,0.5433265089,0.3286489286,0.40597359450000003,0.3779114022
ml_abx__cro__2,-1.0602944713,0.1394495794,-0.169937265,-0.0306841953
ml_abx__cro__3,-0.5710666828000001,-0.0025024643,-0.5193343703000001,-0.2753034439
ml_abx__chl__1,4.5752429459,-0.0214761161,-0.8072271276,-1.7807047438999999
ml_abx__chl__2,4.8203417599,-0.08527831030000001,-0.9492392933,-1.6147351356000001
ml_abx__chl__3,5.3137481661,0.0424784178,-0.6184311792,-1.7049606803000001
ml_abx__cip__1,-1.3101354976000001,-0.0166045478,-0.3687518541,0.468238231
ml_abx__cip__2,-1.0837280641,0.0771335675,-0.7163838721,0.26436147200000004
ml_abx__cip__3,-0.5862547220000001,-0.3666230688,-1.1160897044,-0.3907059673
ml_abx__clr__1,6.5277217926999995,1.0940244554,-0.0821612338,-2.0145250609
ml_abx__clr__2,5.7031433422,0.6379670823,-0.6503377024,-1.8700479492
ml_abx__clr__3,5.3483373500999996,0.047545005200000004,-0.4944536264,-1.9839799046
ml_abx__cst__1,0.0310084817,0.1221068693,0.4946709084,0.4841423467
ml_abx__cst__2,-1.1743855965,0.5854151275,-0.09478770710000001,0.1252630897
ml_abx__cst__3,-1.2133722551,-0.3201099664,0.0801602153,0.2504433165
ml_abx__ctrl__1,0.6325859294,0.22363684820000002,0.4077590057,0.3181897135
ml_abx__ctrl__2,1.1623823934,0.8205429195,0.5874349503,0.33640730560000004
ml_abx__ctrl__3,-0.7022347992,-0.2995620176,0.051664551100000004,0.1284474774
ml_abx__ctrl__4,-1.0758429128,0.2338478339,-0.1229288573,0.0423286529
ml_abx__ctrl__5,-0.0081405487,-0.36241857800000005,-0.4797878078,-0.3692971329
ml_abx__ctrl__6,-0.0087500621,-0.6160470058,-0.4441418419,-0.4560760166
ml_abx__dox__1,4.4903102611,0.6571550765,-0.7244336885,-2.1031438757
ml_abx__dox__2,4.5109503719,0.2736695017,-0.7726200159000001,-1.9587539556
ml_abx__dox__3,4.5589939642,0.1819827532,-0.7603123768000001,-2.0893289722
ml_abx__glob__1,-0.5641593683,-0.198295135,0.4117827907,0.40077032360000003
ml_abx__glob__2,-0.7988519759,0.1896816683,0.186272868,0.19451078430000002
ml_abx__glob__3,0.2184110103,-0.2389611328,-0.0702393857,-0.3027589365
ml_abx__lvx__1,-0.888685589,-0.264563747,-0.717457808,0.8486849750000001
ml_abx__lvx__2,-1.5120777563,-0.4861581149,-1.3448825956000001,0.3938793786
ml_abx__lvx__3,-0.46505032220000003,-0.5541813391,-1.2935154138,0.148786522
ml_abx__mec__1,0.1552955871,0.3302561419,0.3157871579,0.3369699572
ml_abx__mec__2,-0.8700113676000001,-0.1008849472,-0.1256027718,0.013751511800000001
ml_abx__mec__3,-0.9427608237,0.0492927856,-0.18045695350000002,-0.22974107400000002
ml_abx__mem__1,1.4722022195,0.7568110520000001,0.5932166103000001,0.35225783860000004
ml_abx__mem__2,-0.8285104261,0.2870861232,-0.2899317296,-0.0962918605
ml_abx__mem__3,-0.2015651544,-0.3613060884,-0.5969596157,-0.4193098364
ml_abx__nit__1,3.0805018888,0.6556222328,-0.0369864826,-0.4561378538
ml_abx__nit__2,1.8357957887,0.8307143669,0.2733086739,-0.3239561219
ml_abx__nit__3,1.9430299586,0.37114600200000003,0.4177460485,-0.5009096485
ml_abx__ntx__1,1.5078325471,3.4410997352,-0.1109587863,-1.0066348399
ml_abx__ntx__2,1.6829170647,3.6634964977999998,-0.0075964977000000005,-0.9472326698
ml_abx__nor__1,-1.5793832671999999,0.0419599947,-0.7948187629,0.8071856029000001
ml_abx__nor__2,-0.9161759498000001,0.1509044682,-1.0330068267999999,0.4894051802
ml_abx__nor__3,-0.5352765001,-0.2796628876,-1.1359129485,0.12325169
ml_abx__pb__1,-0.11988057860000001,-0.0570323116,0.5344429614,0.5965313259
ml_abx__pb__2,-0.7925058873,0.2125004816,0.4224880554,0.4467565101
ml_abx__pb__3,-0.6475710433,-0.2590925127,0.6316189846,0.5066551433
ml_abx__tmp__1,-0.1445693152,0.461436033,-0.2605432793,-0.4180190307
ml_abx__tmp__2,1.0371918356,0.2641495675,-1.3044355754999999,-1.1217666797
ml_abx__tmp__3,2.3183796398,0.1762567647,-0.9848213045,-1.5654300289
mut_abx__del_mutS_000nor__1,0.2728781792,-0.057197688000000003,-0.0365105328,-0.10736737830000001
mut_abx__del_mutS_000nor__2,-0.6829936280000001,-0.1653339106,-0.1875270654,-0.0089077731
mut_abx__del_mutS_000nor__3,0.4101154489,0.22253159860000002,0.22403759820000002,0.1162751514
mut_abx__del_mutS_125nor__1,-1.2942772153,-0.2833697435,-0.061511581100000004,0.16900614320000001
mut_abx__del_mutS_125nor__2,-1.4952564124,-0.47329172740000003,-0.1323120113,0.0010292434000000001
mut_abx__del_mutS_125nor__3,-1.7562480218,-0.46786145710000004,-0.0091181861,-0.1128774423
mut_abx__del_mutS_250nor__1,-1.4045055376,-0.0570890664,0.1629731003,-0.0133986869
mut_abx__del_mutS_250nor__2,-1.4381934811,-0.2996524615,0.2529139971,0.1636110552
mut_abx__del_mutS_250nor__3,-2.2031189236,-0.3937923044,-0.0188312396,-0.331696997
mut_abx__del_mutS_375nor__1,-1.1066523924,0.0704121025,0.4216943926,-0.038234619500000004
mut_abx__del_mutS_375nor__2,-0.5641164543,0.2729037112,0.2413343783,0.0085680138
mut_abx__del_mutS_375nor__3,-0.26826187020000003,0.23095346590000002,0.4206186618,0.11367215480000001
mut_abx__del_mutS_500nor__1,1.690526088,0.44990569900000005,0.28985232910000003,0.3878004733
mut_abx__del_mutS_500nor__2,0.9973249921,0.3371771564,0.1689502038,0.3784077044
mut_abx__del_mutS_500nor__3,0.5216940699,0.2993644386,0.3728721725,0.6438706029
mut_abx__del_mutS_625nor__1,1.0214457076,0.544449568,0.1843332239,1.4015203867000001
mut_abx__del_mutS_625nor__2,3.1322131835,0.8679621802,0.30223599360000003,0.8077489953
mut_abx__del_mutS_625nor__3,3.3187578411,1.5757577122000002,0.2436119196,0.7167135879000001
mut_abx__del_mutS_750nor__1,2.7417339079,1.5886163763,0.33419763280000003,0.8733453174
mut_abx__del_mutS_750nor__2,2.8708464614,0.8349525077000001,0.3203685161,0.7318804379
mut_abx__del_mutS_750nor__3,2.4421101819,1.3795554677,0.3827775239,0.7265351033
mut_abx__del_mutS_875nor__1,3.674649074,0.2776215319,-0.0245502101,0.5601250011000001
mut_abx__del_mutS_875nor__2,3.5650303598,1.4560618189,0.5592575203,1.1423196373
mut_abx__del_mutS_875nor__3,3.4322931877,0.8063948630000001,0.2375844541,0.8770837162
nit_yeaG__wt_Nminus__1,0.467568046,0.19427046450000002,0.1943589534,-0.4060248421
nit_yeaG__wt_Nminus__2,-0.467568046,-0.19427046450000002,-0.1943589534,0.4060248421
nit_yeaG__wt_Nplus__1,8.3535906243,2.5834760352,-2.1655643452,-1.860802321
nit_yeaG__wt_Nplus__2,7.4437146955,2.3924069119,-1.8854731475,-1.9932080196
nit_yeaG__del_yeaG_Nminus_24h__1,3.1924637555,0.9246768042,-2.3097558105,-3.95744986
nit_yeaG__del_yeaG_Nminus_24h__2,1.0774288149,1.8670471372000002,-0.8439504905,-2.376849187
nit_yeaG__del_yeaG_Nminus_24h__3,-0.1694886722,1.0272969485,-0.7171953233,-2.4414347629
nit_yeaG__del_yeaG_Nminus__1,-0.3984290847,-0.3092293582,-0.2239641862,-0.11143317250000001
nit_yeaG__del_yeaG_Nminus__2,-0.37711559380000004,-0.2711565106,-0.4019166689,0.4939784118
nit_yeaG__del_yeaG_Nplus__1,8.7765832265,2.6916649371,-2.1483047804,-1.9613924773
nit_yeaG__del_yeaG_Nplus__2,7.7765141172,2.3333034566,-2.0195598205,-2.2687520043
opex__amp__1,1.7489922488,0.2585653812,0.2524607165,-0.0257376573
opex__amp__2,0.38414337730000003,-0.2640933206,0.0812721415,0.0299666606
opex__amp__3,1.9655381321,0.283594451,-0.049118926,-0.11910927560000001
opex__bak_amp__1,-0.033955572,0.0156333842,0.1814840267,-0.14152359080000002
opex__bak_amp__2,2.4841551274,0.31415383610000003,-0.1552537797,-0.0528646626
opex__bak_amp__3,2.524106926,-0.357120229,-0.150179778,0.0466087293
opex__bak_kan__1,2.6911236986000002,0.3160605311,-0.1009129367,0.0888972367
opex__bak_kan__2,-0.1677675167,0.184583245,0.3954317972,-0.1208458188
opex__bak_kan__3,3.2098308542,0.1525683686,-0.060758388100000005,-0.1901082408
opex__bak_nor__1,1.9493290993999999,-1.0617361828,-0.4509847152,0.4066410972
opex__bak_nor__2,1.3818221560000001,-0.1892002134,-0.1803874804,0.3008384148
opex__bak_nor__3,2.8076760257,0.0622798818,-0.6123447622,0.1735871826
opex__bak_rif__1,3.1188181279,0.41463892350000003,0.016112741400000002,-0.21953675190000002
opex__bak_rif__2,7.0036143513,0.28821816780000004,-0.5123643686,-0.3706386875
opex__bak_rif__3,4.8644495671,0.24393935060000002,-0.2619706451,-0.46689314190000003
opex__chx_amp__1,0.016581375500000002,0.27586732070000003,-0.1007509374,-0.0494673563
opex__chx_amp__2,0.7620983135,0.2779271485,0.0604700634,0.0487355099
opex__chx_amp__3,0.2776606753,-0.09270452950000001,0.0245797211,0.0882736573
opex__chx_kan__1,0.8336185726,0.3676795543,0.09485304900000001,-0.125182064
opex__chx_kan__2,0.1386985527,-0.3611017722,0.023930809900000002,0.010558977
opex__chx_kan__3,0.0983807299,-0.6057047959,-0.1083686766,0.0951398358
opex__chx_nor__1,0.2848111582,0.09566594190000001,-0.35306854600000004,0.1194905215
opex__chx_nor__2,0.5783617029,-0.1045747156,-0.3272496327,0.2237150322
opex__chx_nor__3,0.5822113733000001,0.5468769713,-0.1481200004,-0.1184232803
opex__chx_rif__1,0.6487582916,0.3803405167,0.0284616323,-0.0704396684
opex__chx_rif__2,0.6148481531000001,0.0978352979,0.12032870400000001,-0.0825438107
opex__chx_rif__3,-0.6696448988,0.25972908440000003,0.06356806150000001,0.0036720471
opex__ctrl__1,-0.8496687771,0.2591681173,-0.1241819786,0.0579740377
opex__ctrl__2,0.4297512223,0.013786353000000001,0.0791237109,-0.0560469805
opex__ctrl__3,0.4199175549,-0.27295447030000003,0.0450582677,-0.0019270572
opex__etoh_amp__1,-0.8726271983,0.1274917712,-0.0449686069,0.0772652949
opex__etoh_amp__2,-0.4132974944,0.6113555625,0.1029850437,-0.0181962037
opex__etoh_amp__3,-1.0967264556,0.3054765835,-0.030507499900000002,0.29333133570000003
opex__etoh_kan__1,-0.3916635683,0.087539373,-0.34659073230000004,0.038003208600000005
opex__etoh_kan__2,-0.099951174,-0.40036532950000003,-0.10343113570000001,0.055199946900000005
opex__etoh_kan__3,-2.3193153641,-0.9253590683,-0.1357568649,0.0970352661
opex__etoh_nor__1,-1.0723468867000001,0.2945530227,-0.08484032700000001,0.14530002960000002
opex__etoh_nor__2,-0.7221965370000001,-0.4129880717,-0.0336760129,0.1482510961
opex__etoh_nor__3,0.3232321177,0.45310650090000004,-0.004846483600000001,0.22872318360000002
opex__etoh_rif__1,-0.0145282252,-0.3112731674,-0.644751429,-0.1834415272
opex__etoh_rif__2,0.93216601,-0.1792730807,-0.6530747518000001,-0.291745723
opex__etoh_rif__3,0.9015289949,0.4669258875,-0.680583496,-0.2070583333
opex__glual_amp__1,0.534583315,0.6832233592,0.0586309844,-0.28640995810000003
opex__glual_amp__2,1.0652962708,1.2189026331,0.3009338992,-0.2561673142
opex__glual_amp__3,0.8748443305,1.0345681855,0.06295437050000001,-0.2033869971
opex__glual_kan__1,1.0628600867,0.8769570344000001,0.3075206488,-0.191489569
opex__glual_kan__2,0.9193972248000001,1.0308395288,0.30620022610000003,-0.29996488930000004
opex__glual_kan__3,0.8347676792000001,1.003808953,0.15669264260000001,-0.2739975689
opex__glual_nor__1,0.844760374,0.9669199804,-0.0346104316,-0.2739867065
opex__glual_nor__2,0.3347031198,1.3046329124,0.2429573989,-0.1411955001
opex__glual_nor__3,0.8318951401,1.0709743718,-0.2952790474,-0.3968922552
opex__glual_rif__1,5.6351899669000005,1.5419611952999999,-0.1637807821,-0.7714632805
opex__glual_rif__2,4.9459377665,1.0102663743,-0.5045474215,-0.9445177907000001
opex__glual_rif__3,4.9757030442,0.6733524154,-0.3394743541,-0.6936953239
opex__h2o2_amp__1,0.9216793181,0.4778333723,0.0607450911,-0.2741151042
opex__h2o2_amp__2,0.5343965301,0.2283277294,-0.0711569245,-0.2107467671
opex__h2o2_amp__3,0.2554946705,0.5047454237,-0.024163579900000003,-0.2945587492
opex__h2o2_kan__1,0.6114798472,-0.036488543000000005,-0.0755780595,-0.14377662900000002
opex__h2o2_kan__2,1.5276205975,0.3219347161,0.0927132217,-0.1917551074
opex__h2o2_kan__3,2.0413630985,1.106539614,0.16406197190000002,-0.31899979570000003
opex__h2o2_nor__1,-0.29873357910000004,-0.06343671940000001,-0.21601027180000001,-0.1429422108
opex__h2o2_nor__2,0.1523504315,0.4684376501,-0.3202412592,-0.1039371872
opex__h2o2_nor__3,2.1483077376,1.3086568656,0.0971277049,-0.2057577352
opex__h2o2_rif__1,6.1875924477,0.7430928264000001,-1.1644143608,-1.6721229036
opex__h2o2_rif__2,6.3636049474,1.4110758588,-0.6857172845,-1.4822713578
opex__h2o2_rif__3,5.7340199134,1.0499548908,-0.6088392723,-1.6233641556
opex__ippoh_amp__1,2.5353223653,1.2123719235000001,-0.2043351309,0.34011186720000003
opex__ippoh_amp__2,2.1986362321,0.4150891108,-0.3470582594,0.31661900600000004
opex__ippoh_amp__3,2.1622385641,0.7157158342000001,0.052362684900000005,0.2924930122
opex__ippoh_kan__1,1.8933315887000002,0.7552087378,-0.3084101353,0.20629760900000002
opex__ippoh_kan__2,2.8854333008,1.3635112604000001,-0.282432575,0.1434163886
opex__ippoh_kan__3,1.7076037349000002,0.8253963593,-0.40575378230000003,0.1449923987
opex__ippoh_nor__1,3.03455597,0.8865017262,-0.0725686841,0.2342972617
opex__ippoh_nor__2,2.0006008757,1.0713620105,-0.5316020702,0.1925245619
opex__ippoh_nor__3,3.972473858,1.6928487816,0.11774641500000001,0.290042195
opex__ippoh_rif__1,3.3391074271,0.48055836430000004,-0.8027031530000001,-0.2225034427
opex__ippoh_rif__2,4.0659415001,0.21480347160000002,-0.4418953514,-0.3319244188
opex__ippoh_rif__3,4.5432078454,0.2317278609,-0.9820447269,-0.2142957861
opex__kan__1,0.6511164045000001,0.3075548435,-0.17534647050000002,-0.0727186524
opex__kan__2,0.641731071,-0.07426325460000001,-0.008943176,-0.1325552437
opex__kan__3,0.8017388585,-0.0204480665,0.11298931350000001,-0.0093774403
opex__nor__1,-0.3811867373,-0.44819075750000004,-0.2668225487,-0.0963017972
opex__nor__2,-0.036916746,0.0626754709,-0.2160477026,-0.0690723906
opex__nor__3,-0.027381546700000002,0.2970175237,-0.2781674092,0.0350324265
opex__paa_amp__1,-0.2403872856,-1.0593552978,0.0850157868,-0.10606712300000001
opex__paa_amp__2,0.3169191383,0.849904124,-0.1227416634,-0.08314191180000001
opex__paa_amp__3,0.1814890083,-0.007028197700000001,-0.0523167196,-0.030255880500000002
opex__paa_kan__1,5.787365612,0.22153325070000002,-0.4705653718,-0.5907121801
opex__paa_kan__2,6.8971886399,0.8775665852000001,-0.47681953,-0.5373274114000001
opex__paa_kan__3,5.0861744343,0.24376011090000002,-0.8273215179000001,-0.5783336185
opex__paa_nor__1,1.1731930629,0.3809295768,0.2157682693,0.0407122211
opex__paa_nor__2,0.6446378768000001,0.2025587748,0.3274496813,-0.0296138498
opex__paa_nor__3,1.1255162565,0.22232267930000002,0.19602323300000002,0.0195569859
opex__paa_rif__1,5.4414288021,0.2820647848,-0.8896931336,-0.7292056332
opex__paa_rif__2,5.461966666,0.5162486711000001,-0.661779741,-0.696285915
opex__paa_rif__3,5.2862761484,0.3225475877,-0.7397388421000001,-1.0564224947
opex__phenol_amp__1,2.5467882482,0.7060599511,0.09771808850000001,-0.0794728993
opex__phenol_amp__2,2.6963338967,1.0901034369,-0.3280976007,-0.1805611668
opex__phenol_amp__3,2.9150863438,0.2459097554,0.0551620877,-0.1544384115
opex__phenol_kan__1,1.8461118583,-1.0248076243,-0.19325099240000002,-0.18919337260000002
opex__phenol_kan__2,2.0755903350000002,0.337676283,-0.4164516761,-0.29911423600000003
opex__phenol_kan__3,3.3194844106,0.7563409586000001,0.1079559167,-0.163664422
opex__phenol_nor__1,3.6147661549,0.7987101558,-0.2341560818,-0.1706452057
opex__phenol_nor__2,2.9932121482,0.7850010738000001,-0.6162860495,-0.0065019301
opex__phenol_nor__3,3.3250915417,0.5625369677000001,-0.1572511288,-0.18035648640000002
opex__phenol_rif__1,6.7457484690000005,1.2923288312,-0.885531198,-1.1344697468
opex__phenol_rif__2,8.0430970183,0.8694501578,-0.6206285975,-0.9830774505000001
opex__phenol_rif__3,7.8216207101,0.8682290465,-0.49637614820000003,-1.1040875946
opex__pvpi_amp__1,0.3360224144,-0.9042102947,0.29860803680000003,-0.0633550417
opex__pvpi_amp__2,0.475019473,-0.4066479136,-0.31246092810000003,-0.0233358193
opex__pvpi_amp__3,-0.1304988493,-0.49812676400000006,-0.13211635600000002,-0.0186793965
opex__pvpi_kan__1,0.8597643661000001,-0.0057054381,0.2218797991,-0.010088120800000001
opex__pvpi_kan__2,0.6708361538000001,0.0021125758,-0.0548876982,-0.0220803095
opex__pvpi_kan__3,0.4130928406,-0.4531128634,-0.1410322948,-0.006971406
opex__pvpi_nor__1,0.5478277644,-0.747101204,-0.2770760081,0.0043966387
opex__pvpi_nor__2,0.0851033835,-0.8247062462,-0.5339849373000001,0.1668676485
opex__pvpi_nor__3,-0.030691968400000002,-0.4739473934,-0.2112545136,0.1832898366
opex__pvpi_rif__1,5.9517725527,0.1342872145,-0.7381795101,-0.8509373182000001
opex__pvpi_rif__2,6.2098772067,0.3178918617,-0.8807727839,-1.0133410348
opex__pvpi_rif__3,6.7267923322000005,0.8063499934,-0.8630790109,-0.8552114418000001
opex__rif__1,7.1939607925,0.9934969531000001,-0.7468052705,-1.0991152194
opex__rif__2,5.8966085921,0.6126292348,-0.2057703602,-0.7051006932
opex__rif__3,6.0599203556,0.5258705032000001,-0.5461028,-0.929753295
opex__naocl_amp__1,-0.3087751693,-0.7017541326000001,0.1245685717,-0.0408171479
opex__naocl_amp__2,0.0512753907,-0.3531889817,-0.006931872,-0.17322884830000002
opex__naocl_amp__3,-0.6027375935,-0.5728070834,-0.0337385156,-0.17670345610000002
opex__naocl_kan__1,0.5503185326,0.0173448226,-0.15328611220000002,-0.1133158625
opex__naocl_kan__2,-0.4624996468,0.026586016400000002,-0.1787818464,-0.0346631081
opex__naocl_kan__3,-1.004592235,-0.3222909586,-0.3138695707,-0.1636875546
opex__naocl_nor__1,0.533507091,-0.7388716213000001,-0.5948338689,0.0453136418
opex__naocl_nor__2,-0.6602625391,-0.8444516298,-0.7283183115,0.1758445305
opex__naocl_nor__3,0.568538671,-0.4647939401,-0.1074786295,0.16750353580000002
opex__naocl_rif__1,6.9177355651,-0.0986595532,-0.6738928427,-0.8846690774
opex__naocl_rif__2,6.5244078989,0.0457697024,-0.7348918251000001,-1.0415023493
opex__naocl_rif__3,6.3134949696,0.4910986129,-0.6149114098,-0.7368803165000001
phage_lysogen__wt_ctrl__1,1.5389314454,0.27019864460000004,-0.2842371198,-0.1131082358
phage_lysogen__wt_ctrl__2,1.2884154119,0.2597637485,-0.3180703149,-0.15099738340000002
phage_lysogen__wt_ctrl__3,-2.8273468573000002,-0.529962393,0.6023074347,0.26410561920000003
phage_lysogen__O104_H4__1,-6.2517262555,-3.2801659778,-1.0238034822,-0.3440473148
phage_lysogen__O104_H4__2,-7.5048580244,-2.2447960696,-0.4865086374,0.10436316620000001
phage_lysogen__O104_H4__3,-9.3091230815,-2.3569084973,0.40598573990000003,0.4952732845
phage_lysogen__O157_H7_PA8__1,-5.9034946526,-3.106043451,-1.1394405995999999,-0.32192762610000003
phage_lysogen__O157_H7_PA8__2,-8.0244579474,-2.0305471657,-0.0821612553,0.32229741440000004
phage_lysogen__O157_H7_PA8__3,-10.5985729982,-2.5740656045,0.5045486108,0.6368160699000001
phage_resist__ygbE_oe__1,-6.6085609666,-2.5743565068,-0.6571884064,-0.0362194251
phage_resist__wt__1,-6.5152814584000005,-3.3757422539,-1.2518833201000001,-1.5616224187
