,A,AcrR,OmpR,FliZ,ihfB,HdfR,rcsB,Crp,LrhA,QseB,Fur,YjjQ,hns
ica__no3_anaero__2,-0.4503368498,-0.19252209450000002,0.0305029025,2.8770384125,-0.23463296500000003,0.727446636,0.17953339100000001,0.165936663,-0.1318386645,-0.032369708500000004,-0.20778574200000002,0.17887797800000002,0.09295959000000001
ica__phe_acgam__1,3.012229484,0.1284962525,-0.2422127415,5.5731782925,-0.88716264,-0.345038094,0.01257411,0.08710832,-0.3313191375,-1.5178734325,-0.07753241500000001,0.140449334,-0.29743363
ica__phe_acgam__2,2.993130666,0.0248327885,-0.3475195595,5.5986298525,-1.056596459,-0.355847454,-0.053387359,0.073714532,-0.2849776225,-2.0876231005,-0.071037353,0.11543094,-0.30489725
ica__thm_gal__1,2.7656578898,-0.0715372185,0.37079099050000003,6.2784109005,-0.164828625,-0.219234431,-0.046416037,0.419092283,0.2514800745,-0.9553407635000001,-0.038622112,0.25353221600000003,-0.17966607
ica__thm_gal__2,2.4471353058,-0.1705963415,0.3823012505,6.2026037275,-0.156698685,-0.298994769,-0.10526816,0.41257850300000004,0.3431658895,-1.0720589475,-0.09654379,0.43520472400000004,-0.27952053
ica__tyr_glcn__1,2.9367241827,0.2365077535,-0.2356570265,6.6878752295,-0.612021456,-0.385303624,-0.160785817,0.211699823,-0.2379201745,-2.1511452585,-0.104564449,0.100553873,-0.0527758
ica__tyr_glcn__2,2.7327934807,0.2111653665,-0.23425528350000002,6.6221927925,-0.6368662970000001,-0.30334546,-0.098564473,0.24928939300000003,-0.2325680595,-1.6066043715,-0.05732390800000001,-0.01499918,-0.01692324
ica__ura_pyr__1,2.4751628774,0.5327781755000001,-0.0805607175,6.0697346695,-0.315836855,-0.20634611500000002,0.150135936,0.823666823,0.5227949015,-0.9509807675,0.152544684,-0.041513003,0.34118301
ica__ura_pyr__2,2.5900072716,0.5096856895,-0.0938219505,5.8590448595,-0.11250578500000001,-0.37371102900000003,0.15860981400000002,1.104333543,1.1583933545,-0.9484289455,0.22290704400000003,0.311530963,0.21316321
ica__wt_glc__5,2.4108215331,0.4584224255,-0.2386521835,5.9613301615,-0.197048255,-0.170634096,0.11486067600000001,0.31050345300000004,0.2360087075,-2.0879121085,-0.148514853,-0.364174314,0.10117201
ica__wt_glc__6,2.1879680466,0.5270909805,-0.1524206045,5.9373745735,-0.016725155000000002,-0.179826905,0.132257085,0.33765284300000004,0.3713918975,-1.9225555925000002,-0.083556793,0.448339606,0.10903987
ica__bw_delpurR_cytd__1,2.6455722829,0.3234699375,-0.6139403795,5.8886808855,-0.756265837,-0.626597156,-0.08583211,-0.141785767,0.2516419065,-1.8504426995,-0.38738019700000004,0.7435009250000001,-0.24890779000000002
ica__bw_delpurR_cytd__2,1.9433135252,1.0279251235,-0.24845833950000001,5.4677361905,-0.246303875,-0.156895123,0.315922751,0.255483463,0.2687030145,-2.1043279275,0.31847041400000003,0.547475534,0.27960287
ica__ade_glc__1,2.0467562385,1.1633640005,-0.1773282895,5.5311636645,-0.308254705,-0.005239133,0.292914448,0.27079068300000003,0.32283118250000004,-1.7949893705000002,0.251592404,0.076587612,0.22180329999999998
ica__ade_glc__2,2.6700987058,0.5288188045000001,-0.5733076125000001,5.9166740625,-0.753961313,-0.677473471,0.107386676,-0.10748262700000001,0.4776308045,-1.7596774945,-0.312228202,0.12299396400000001,-0.23934728
ytf__wt_glc__1,-0.8245076913,0.08928707150000001,0.2640988795,0.7988317645,0.048335155000000005,0.09279428,0.051857334000000005,0.340002173,0.1997832015,-0.058104760500000005,-0.11867013500000001,-0.009262775000000001,0.01989655
ytf__wt_glc__2,-0.1975356477,0.9264823675,0.4311563225,1.1603687675,0.008906585,0.387215501,0.18116453600000001,0.487174103,0.41334215150000003,0.26415143550000003,-0.12107829,0.057623473,0.09547226
ytf__delyafC__1,-0.042229679400000004,0.44021200050000003,0.9298128945,0.7678407195,0.9312559250000001,0.11294028,-0.05139805200000001,0.518280163,0.8955400585000001,0.0932722505,-0.40942488,0.081851014,0.16531805
ytf__delyafC__2,-0.8412263719,0.4206722295,0.9491845245,0.7913504125,0.8762793350000001,0.250264035,-0.108624759,0.5586262230000001,0.7658496645,0.07011908950000001,-0.317496799,0.25721782800000004,0.22712904
ytf__delyeiE__1,0.9930484276,0.6971611265000001,0.2320704945,0.5775477475,0.374492025,0.10733421200000001,0.322823789,0.452821843,0.4322581815,0.3003911655,-0.131432835,-0.27071197,0.28680958
ytf__delyeiE__2,0.6763804006,0.6980187765,-0.0558314925,0.0422208065,0.10842385500000001,0.01007019,0.30236347900000005,0.36938018300000003,0.40379313650000004,0.33490608250000004,-0.201141808,0.49767565,0.2889651
ytf__delyiaJ__1,-0.9714735614000001,0.4560316545,0.7782365865,0.47606283850000003,0.8927779450000001,0.32208262,0.227402755,0.49007886300000003,0.7352963315000001,0.1646201155,-0.32715426000000003,0.41852850100000005,0.1994165
ytf__delyiaJ__2,-0.9909786656,0.46192602850000003,0.6983893195,0.9899565295,0.9751252050000001,0.48296841700000004,0.292790777,0.474334523,0.5577913755,0.19856212550000002,-0.177771805,0.5749175630000001,0.42849138000000003
ytf__delyieP__1,-0.740082977,0.6025601505,0.8498789715,0.23222274750000002,0.41649266500000004,0.617412898,0.274612124,0.830611623,0.9237961395000001,-0.0165548705,0.06414507800000001,0.908367982,0.19385859
ytf__delyieP__2,-1.5167160779,0.6155598635,0.7778399315000001,0.6627407065,0.42112533500000005,0.6215204510000001,0.267896234,0.7498248230000001,1.1727143815,0.0638739635,-0.029952843000000003,0.568466632,0.30122833
ytf__wt_ph5__1,-0.7935615604,-0.0684333635,0.5767738695,-0.2041692475,0.077391735,0.30935115700000004,0.250091585,0.39857596300000003,0.057066238500000005,0.1135249735,-0.02597042,0.398712932,-0.04215271
ytf__wt_ph5__2,-0.6022878361,0.0008672355,0.6041079215,0.5288535345,0.130486615,0.469546377,0.391835113,0.474739703,-0.0470435055,-0.0212592905,0.104815375,0.63471703,0.02936957
ytf__wt_ph8__1,0.8185643065,0.6445628005,-0.0261215715,0.3008049315,0.172641955,-0.183965819,0.13686278100000002,0.27564292300000004,0.0872495345,0.0663762885,-0.058305663,0.519694662,0.02575863
ytf__wt_ph8__2,0.622905166,0.4975224975,0.0038572145,0.3060866135,0.207431095,0.033013313,0.23090354000000002,0.268154863,0.1883456685,0.0433405485,-0.056770984000000003,0.16427376600000002,0.03968198
ytf__delybaO__1,-0.4451191296,0.3458336625,1.0375331665,0.6732942185,0.7855035850000001,0.252291755,0.013097473,0.582376183,0.9874182155000001,0.2120452985,-0.399775176,0.329580945,0.09406905
ytf__delybaO__2,-0.0005948145,0.8332077105,1.0568289035,1.0762725795,0.670479245,0.400163335,0.112459691,0.636744023,0.8997755625,0.09561565050000001,-0.10475038,0.787685897,0.07805088
ytf__delybaQ__1,0.4452016979,0.4111155245,0.0465688795,-0.2133145655,-0.104676025,0.155627216,0.09142707700000001,0.332940493,0.2943985885,-0.0977766535,0.017150949000000002,-0.602849827,0.00406018
ytf__delybaQ__2,0.3924662785,0.5329183185,0.1620935255,0.6280631875,-0.139979205,-0.051200396,0.122734701,0.32368551300000004,0.3739389745,-0.1153428725,0.026472562,0.114927555,0.05017509
ytf__delybiH__1,-2.0700861101,0.2730270125,0.6209862325000001,0.3570985225,0.183526605,0.42788663600000004,0.21183204100000003,0.636331983,0.4627451595,0.2744656835,-0.21315872700000002,0.8490747860000001,0.37663584
ytf__delybiH__2,-1.7445214588,0.4254648565,0.8640807665,0.7845605785,0.5048975450000001,0.8056723650000001,0.18947059100000002,0.554671843,1.0228194835,0.2440897675,-0.154431641,0.782335328,0.39817674000000003
ytf__delydcI_ph5__1,-0.2489981994,-0.1570762675,0.46385045350000004,0.43794695250000004,-0.133531365,0.220850133,0.284202426,0.36809995300000004,-0.1942803405,0.1830123085,-0.040899528000000004,-0.274933982,-0.09853427000000001
ytf__delydcI_ph5__2,-0.39243397750000003,-0.0013193135,0.46943057450000003,0.6827042565,-0.094717825,0.36821325400000005,0.28862287000000003,0.422601483,-0.0858055325,0.0644285545,0.11847004400000001,-0.139404784,-0.02743988
ytf__delydcI_ph8__1,-0.21270067820000002,0.6714519485,0.10752017950000001,-0.08064576350000001,0.292940975,0.13151241800000002,0.213308506,0.363195763,0.0851761005,0.1060840115,0.05858913,0.6656655920000001,0.15940042000000001
ytf__delydcI_ph8__2,0.2070597342,0.8755070455,-0.1269164965,-0.28944254750000004,-0.073970795,-0.314093891,0.045815265,0.30711134300000004,0.1362674775,-0.1517477815,0.016115785,0.662793543,0.03568397
ytf__delyddM__1,-0.24518780550000002,0.5855967935,0.5256240845,0.7817710325,0.5608763050000001,0.353635321,0.46125338800000004,0.8218948030000001,0.4179703045,0.3250608145,0.07278404100000001,-0.46197525700000003,0.36379797
ytf__delyddM__2,-0.3547091359,0.5200076315000001,0.4465441485,0.25511239550000003,0.493183935,0.39348924300000004,0.387992604,0.832054603,0.3684913305,0.2375479125,0.20655213400000003,0.38027823600000005,0.30074286
ytf__delyheO__1,-0.9801539318,0.20990205150000002,1.0228912525,0.5790166855000001,0.7981991850000001,0.12265979,-0.09492146500000001,0.596168643,0.9570283995000001,-0.0716955055,-0.450623278,0.47711903600000005,0.10183973
ytf__delyheO__2,-0.3613015267,0.5239158555,1.1447802055,0.5211449105,0.797997595,0.406742123,-0.06490021900000001,0.633656513,1.0492793895,-0.0137951285,-0.24639368900000003,0.45393612400000005,0.09501646
fps__bw_glc__1,0.4895963259,0.7892892245,-0.17007321150000002,-0.0958973545,-0.593982416,-0.161818868,0.033824412000000005,0.23073483300000003,0.4767701145,-0.0504250825,0.17435339400000002,0.6969466,0.11158181
fps__bw_glc__2,1.0541584916,0.7714436745000001,-0.1009076765,-0.1903235925,-0.46387607100000006,-0.423557793,0.01020461,0.160408733,0.17040811050000002,-0.42446891750000004,-0.023085952,0.724510713,-0.00186133
fps__fps_thrA_ale1__1,2.1471091869,0.7433245275,-0.0162395045,2.2640574355,0.250692175,-0.321673612,0.18579162,0.33273120300000003,-1.4582531545,0.3453336785,0.062007343000000006,0.92283433,0.32387251
fps__fps_thrA_ale1__2,2.3126273396,0.8765485245,0.0172096035,2.3120933845,0.117195875,-0.18675949,0.19884617500000001,0.351625083,-1.6162996305,-0.0514978055,-0.030022829,0.336859302,0.19151242000000002
fps__fps_thrA_ale2__1,2.8704631412,0.9199859595000001,-0.2865864875,2.2611567085,-0.056704485000000006,-0.334190452,0.159044396,0.22966762300000002,-1.1401495455,-0.28692361250000004,-0.099545278,0.580008539,0.08330283000000001
fps__fps_thrA_ale2__2,2.9813468906000002,0.8285147945,-0.2871816635,1.8655424905,-0.07788523500000001,-0.298254886,0.177534362,0.288967533,-1.1980368735,-0.3955085175,-0.15577379300000002,0.587732453,0.028688480000000002
fps__fps_serB_ale1__1,3.6171402933,0.6455783875000001,0.0110048245,3.8519919155,-0.053282165000000006,-0.021317344000000002,0.063130878,0.263027813,0.24965280650000002,-0.0728434345,0.085860289,0.143836989,-0.34505653000000003
fps__fps_serB_ale1__2,3.8556729424,0.5573879765,0.1495056615,3.8830305645000003,-0.17460455500000002,0.071586784,0.113812674,0.38965776300000005,0.2409454655,-0.1367560705,0.137285174,0.048275328000000006,-0.16205876
fps__fps_serB_ale4__1,1.3808272661,0.9034814015,-0.1683661595,0.7855278475,0.330804415,-0.027375511,0.008345692,0.20591431300000002,0.9729262855,-0.07713806150000001,0.508434594,0.5348417870000001,-0.65360257
fps__fps_serB_ale4__2,1.6024909212,0.6246212855000001,0.0330456765,0.7598067245,0.34874165500000004,0.219024781,0.082973079,0.360213693,0.9441515265,0.5961289085,0.5725869640000001,0.78073205,-0.58392917
fps__fps_ptsI_ale1__1,-0.5492193259,0.7241484365,0.1812037095,0.5763950335,0.18153876500000002,-0.763093168,-0.31381894600000004,0.045779202000000005,0.7852002625000001,-0.2332691955,0.178700084,0.29812094,0.27096116
fps__fps_ptsI_ale1__2,-0.2315951779,0.8415271625,0.2508458825,0.6848065915,0.07463568500000001,-0.45259202400000004,-0.200130981,0.144864783,0.8578216525,-0.5298531475,0.13076157400000002,0.407524102,0.30555157
fps__fps_ptsI_ale3__1,0.0536899875,0.8590511515,0.14110844250000001,1.3938343935,-0.048072745,-0.732179325,-0.33651358400000003,0.252590313,0.9834510485000001,-0.5393087395,0.000418054,0.6110746220000001,0.30606739
fps__fps_ptsI_ale3__2,-0.09238938790000001,0.7845988995000001,0.020709849500000002,1.0886149975,-0.084592575,-0.549401749,-0.35404791700000005,0.223236343,0.9121203835,-0.6170138715,-0.000360632,0.061617193,0.2925336
pal__lyx_ale2_f6__1,-0.1922905738,-0.0403274325,0.6762378865,1.6855815875,0.168173235,-0.477275431,-0.20818097600000002,0.33342218300000004,1.8532725485000001,-0.47057308550000004,0.06253874,0.5784169290000001,0.19869952
pal__lyx_ale2__1,0.9479723745,0.4755553925,0.8531000965000001,2.1058150695,0.40226726500000004,-0.44030615500000003,-0.09930234,0.264908103,1.6310225715,-0.0166308295,-0.038381135000000004,0.4482277,0.51625692
pal__lyx_ale2__2,0.8564068185,0.2285418405,0.8359308615000001,2.2599248285,0.31857179500000005,-0.395968863,-0.055380955,0.307141653,1.7823378585,-0.5404445685,-0.015371658000000002,-0.753500006,0.5810062
pal__lyx_ale4__1,0.9263660257,0.3638589325,0.0225383545,2.4294127195,-0.18964956500000002,-1.2561419470000001,-0.598408597,-0.057655873,1.0110961285,-0.7266135695,-0.08324728,-0.0070162060000000005,0.61983432
pal__lyx_ale4__2,0.9776692151,0.3672582795,0.1819986585,2.2573404335,-0.254357585,-1.102355675,-0.6819317180000001,-0.070605865,1.0382237595,-0.4779440055,-0.22919684,-0.321308786,0.49785502000000004
pal__5drib_ale10_f18__1,-1.8949518268,0.1326819035,1.1556675415,1.0812759225,-0.26528265500000003,-0.5506353660000001,-0.65852365,-0.069139537,2.5955629695,-0.46325638550000003,-0.083564707,0.7403814620000001,0.048606750000000004
pal__5drib_ale10_f18__2,-2.1240772218,-0.055745351500000005,1.1736813975,0.5012196925,-0.279414645,-0.6961376730000001,-0.5372133570000001,-0.022394787000000003,2.5746135545,-0.3353156835,-0.024886867,0.7705134440000001,0.050707470000000004
pal__5drib_ale10__1,-1.2722746608,0.3925970485,1.2207963045,1.7409516535,-0.027787695,-0.20394277300000002,-0.289009349,0.401836273,2.4341564945,0.2036997935,0.258599744,0.765599684,0.52019294
pal__arab_ale14_f9__1,0.6432337366,-0.3700615975,0.3493634235,0.6156035355,0.353868815,-0.760947221,-0.14002446500000001,0.24554710300000002,1.4042377095,-0.1701080335,0.24741131400000002,1.0827418,0.17950374
pal__arab_ale14_f9__2,0.7231511152,0.2481319645,0.1867653735,0.6611020605,0.41974093500000004,-0.41404486700000004,-0.16411446400000002,0.412722073,1.4777065135,0.0115666365,0.23385870400000003,0.025704658000000002,0.30547714
pal__arab_ale14__1,0.8746206744,-0.1662740785,-0.10864736450000001,0.6534282695,-0.073725045,-0.26221043,-0.276328287,0.376783933,0.8584741485,0.0085212725,0.043847517,-0.365513539,0.08149295000000001
pal__arab_ale14__2,0.46190532360000003,0.0787013795,-0.11662639550000001,0.8501143885,-0.208171285,-0.06844523400000001,-0.279999704,0.375609213,0.8559114415,-0.1510430375,0.0018530730000000002,-0.013644906,0.07819712
pal__arab_ale16__1,1.1932311387,0.5415147235000001,0.31397902050000004,-0.11077237350000001,-0.6507081960000001,-0.382229217,-0.31099897400000004,0.029854537,1.1499495445,0.1453239695,-0.14171461900000001,1.303649603,0.12701641
pal__arab_ale16__2,1.6476262389,0.5103827195,0.4788819295,0.0186982105,-0.478276798,-0.367377761,-0.318843456,0.109766425,1.3731037765,0.5713548975,-0.22532452,1.388866579,0.18988008
pal__tartr_ale26_f10__1,-2.4277167482,-0.1368952065,0.8145226035,0.2596342695,0.186856515,-0.5361488600000001,-0.151949355,0.311947293,1.9179464465,-0.2860192775,0.049591953,0.10052793700000001,-0.43513029000000003
pal__tartr_ale26_f10__2,-2.1893163199,-0.8003150495,0.9109845645,0.1052120765,0.250459455,-0.165934734,-0.12736345100000002,0.19927317300000003,2.1137477495,-0.3161390645,0.07991116300000001,-0.28816836900000004,-0.40269031
pal__tartr_ale26__1,-0.5077487052,-0.4347390575,0.8570262295000001,-0.1787837645,0.135640005,-0.35664591300000004,-0.236391012,0.385079333,1.6193812054999999,-0.3901037685,-0.06977634,-0.753500006,-0.48947408000000003
pal__tartr_ale26__2,-0.6054126244,-0.29424208350000003,0.7227934615,0.3887927275,-0.011190665,-0.198624459,-0.226593345,0.334463263,1.6591348335,-0.0408492665,-0.115456971,0.002604386,-0.484848
pal__tartr_ale28_f10__1,-1.1018900713,-0.8817477105,0.9441000305,1.2474067245,0.428030885,-0.735211712,-0.5307150190000001,-0.0037122770000000004,2.0660802225,-0.0912851895,0.234523954,0.28262965,0.07345819
pal__tartr_ale28_f10__2,-1.5682880745999999,-0.3727000065,0.7351556995,1.1124499045,0.205704095,-0.45254604600000004,-0.49641425200000006,-0.098690551,2.3585888544999998,-0.7501561245,0.24684139400000002,0.349427775,-0.21992352
pal__tartr_ale28__1,-0.2297807289,-0.2668496895,0.1379151865,1.2805806125,-0.166460525,-0.099355278,-0.48560983100000005,0.272968543,1.6399877025,-0.7648478315,0.18696500400000002,-0.753500006,-0.02049633
pal__tartr_ale28__2,-0.784460369,0.07036750750000001,0.1504051385,1.5867704665,-0.06146080500000001,-0.245974199,-0.34785414200000003,0.268494893,1.7526443035,-0.5358662685,0.387008094,-0.035807438000000004,0.25204557
efeU__delmenFentC_citr__1,-0.5767061987000001,-0.0005185245,0.20456820650000002,-0.1030315455,-0.145626785,-0.021374042000000003,0.037721897000000004,0.422197943,-0.1809608655,-0.0643522785,-0.018641953000000003,0.6042417090000001,-0.22828669000000001
efeU__delmenFentC_citr__2,-0.8913265747,-0.3253583335,0.3618875945,-0.1084960385,-0.116302715,-0.162449731,-0.010764519,0.567725263,-0.1109183415,-0.0848075415,-0.01502615,-0.14195556,-0.24107552000000002
efeU__delmenFentC__1,-1.1001644105,-0.2110662415,0.20838861050000002,0.8222710335000001,0.549578395,0.49977522100000005,0.427345427,0.6961985230000001,0.2284253575,-0.1233881975,0.24310651400000002,0.6739804580000001,0.43064452000000003
efeU__delmenFentC__2,-1.3735394881,-0.16761875950000002,0.1382694435,1.0797173555,0.43058213500000003,0.5033854320000001,0.49436651200000004,0.736210653,0.2433957395,-0.26229143650000003,0.35714260400000003,1.090263912,0.43061774
efeU__menFentC_ale39__1,-0.5354151548,-0.1061979675,1.1952653725,-1.0798524585,0.190655385,-0.119960805,-0.165875191,0.5420487930000001,1.1100148925,0.0427635345,-0.082820525,-0.06256375900000001,-0.1228372
efeU__menFentC_ale39__2,-1.0883704719,-0.1412943755,1.2052664855,-0.9257474685,0.252124195,-0.006265813,-0.086127668,0.5730386230000001,1.1798400255,-0.1772285255,-0.10374983700000001,-0.182031083,-0.14411113
efeU__menFentC_ale29__1,-2.464089986,-0.49490464850000004,1.2441848525,-1.6650749815,0.5006850850000001,0.372873916,-0.101960669,0.911502773,1.2347032135,-0.0303296875,2.274600604,0.023093495000000002,-0.33168704
efeU__menFentC_ale29__2,-3.0516231865,-0.6180494475,1.2591264835,-1.2324915165,0.521677585,0.193587632,-0.060432093000000006,0.943276293,1.2364560595,-0.0018464825000000002,2.295301694,0.7178357780000001,-0.32224971
efeU__menFentC_ale30__1,1.2372003407,0.5970159755000001,-0.1630690575,-0.1571433805,-0.189715765,-0.28939235500000005,-0.11670873200000001,0.106685208,0.2856570945,-0.0224800795,1.091283144,-0.080729494,-0.14761467
efeU__menFentC_ale30__2,1.4449263875,0.5983651645,-0.0562550765,-0.8643585145,-0.220002785,-0.492407998,-0.069827575,0.063971556,0.23754874350000002,-0.0394719335,1.177537604,0.809980637,-0.25834116
efeU__menFentCubiC_ale36__1,-0.6944327418,0.6819219125,0.5471814165000001,-0.2532979065,0.28719155500000004,-0.13516925100000002,0.46294748500000005,0.821857583,0.4437884305,0.40154926550000003,-0.056687889000000005,1.101997867,-0.24344014
efeU__menFentCubiC_ale36__2,-0.7519513633,0.4843598685,0.5382064895,-0.1707348445,0.25688472500000004,0.10610813200000001,0.520303815,0.648169773,0.3957696905,0.4970719785,-0.09964408500000001,0.878277599,-0.30493191000000003
efeU__menFentCubiC_ale37__1,-0.6437056627000001,0.4033204895,0.4853898625,0.0183436885,0.346392305,0.163075633,0.47262139999999997,0.843077653,0.3083748075,0.019383933500000002,0.041715499999999996,1.100197072,0.09664759
efeU__menFentCubiC_ale37__2,-0.403549533,0.24374912950000002,0.5159286605,0.2127772695,0.490369765,0.301988229,0.507409024,0.8884085730000001,0.39101534450000003,0.21518628650000002,-0.010025734000000001,0.8442291420000001,0.11471069
efeU__menFentCubiC_ale38__1,0.43847471520000003,0.5241693635,0.1172726915,0.1232133225,-0.32222528500000003,0.17735297800000002,0.43562931800000004,0.348438943,0.2492666175,0.29828638550000003,0.219338364,0.48452670400000003,0.38368973
efeU__menFentCubiC_ale38__2,-0.3675060372,0.5932970015,0.1159139825,-0.6002400345000001,-0.262492545,0.344465939,0.41561118500000005,0.309908293,0.1832641585,0.4194455865,0.124435004,0.5851891330000001,0.19188632
misc2__salc_glc__1,0.1592468465,0.0044748975,1.2190688785,0.1597609095,-0.24330995500000002,1.951848194,0.41598212100000004,-0.030941686000000003,0.1453539485,0.22184576450000001,-0.020682337000000002,0.55235336,-0.2405829
misc2__salc_glc__2,-0.2961813721,-0.4263342745,1.5151573704999999,-1.1666232135,-0.073045625,1.684889128,0.201298943,-0.041858422,0.43620001750000004,0.3633413425,0.057284294000000006,0.195792137,-0.24703219
misc2__dbcn_glc__1,2.6670565831,1.0094756755,0.052348989500000005,4.0670201895,-1.271892759,-1.565937434,-0.506600383,-0.41418928400000005,0.29573707050000003,-1.3441022495000001,-0.242724028,-0.49230412300000004,-0.28858347
misc2__dbcn_glc__2,2.6027791686,-0.9708000155000001,0.3041644625,3.5944672015,-0.634524159,-1.300548177,-0.449422951,-0.322180379,0.7050189425000001,-1.4306291375,-0.08124758500000001,-0.537878336,-0.13067377
misc2__tyr_glc__1,2.0600067653,0.4941349125,0.12071277050000001,5.9305867175,0.254435625,0.42372469500000004,0.27434384300000003,0.482338413,0.0740287065,-1.5066915765000002,0.062323277,0.904776537,0.37821133
misc2__tyr_glc__2,1.7945135563,0.5745350005000001,0.1044953225,5.8534148245,0.410888815,0.44287650700000003,0.33443702200000003,0.519726133,0.0822352425,-1.5694023415,0.037503944000000004,0.817736918,0.46753616000000003
misc2__arg_cytd__1,1.8142868927,0.6193253165,-0.2819720395,4.9802919745,-0.48980773,-0.33001979400000003,-0.077107955,0.10509646700000001,0.41963591650000004,-1.4074165605,-0.223585778,0.8439603590000001,-0.17973696
misc2__arg_cytd__2,1.7684671057,0.5351917925,-0.23817619350000002,4.8174383925,-0.5114058730000001,-0.373583838,-0.06313379,0.09710128400000001,0.1939241865,-0.9479895735,-0.202252126,-0.39852877800000003,-0.1649194
misc2__delyheO_pyr__1,0.6148370002,0.4468694985,0.3424477345,0.8853773765,0.115925255,-0.17584986600000002,0.085268019,1.000412783,0.9468179645,-0.0981147285,0.017324416000000002,0.8221780670000001,0.26459004
misc2__delyheO_pyr__2,0.9893618092,0.23867688250000002,0.1364367745,0.9107658145,0.059341995,-0.27876765400000003,0.003338409,1.013481493,0.8571792815,-0.4829576095,0.170248434,0.74134272,0.21013319
nquinone__delubiC__1,2.188631189,0.5964378825000001,-0.2305626985,5.3733907815,-0.316502855,-0.26180454000000003,0.11625088400000001,0.44647993300000005,0.2248000615,-2.2802106755000002,-0.14495148600000002,0.070924636,-0.13487912
nquinone__delubiC__2,2.3648951296,0.7849587375,-0.0842745335,5.2681515545,-0.027274305000000002,-0.02314126,0.29940419100000004,0.618285233,0.2079894935,-2.4102774975,-0.01509344,0.355604279,0.26804332000000003
nquinone__ubiC_ale1__1,2.2191537285,0.2934143825,0.16385721150000002,3.7068586535,0.21852216500000002,-0.10784178900000001,0.278471823,0.46214110300000005,0.037249883500000004,0.0078611605,-0.13617436200000002,0.774951045,-0.016185830000000002
nquinone__ubiC_ale1__2,2.811156458,0.1806856855,0.1173224385,3.9684186735,0.089544445,0.157037422,0.355380167,0.518639853,0.0764049375,-0.008830461500000001,-0.015491682000000001,1.022786556,0.20783508
nquinone__ubiC_ale2__1,2.202251532,0.3119448275,0.1477686945,2.4915319645,0.25115724500000003,0.047239468,0.17645096700000001,0.47472340300000004,0.2977164015,-0.2282879905,-0.059682626,0.42594082200000005,0.03883352
nquinone__ubiC_ale2__2,1.9184710674,0.0453486955,0.1549137295,2.3297723825,0.231592915,-0.124725994,0.092330321,0.429799533,0.2769707005,-0.3028575945,-0.08582724400000001,0.671983364,-0.11833546
nquinone__ubiC_ale3__1,3.1486017743,-0.0543249905,-0.3074573845,5.6864006545,-0.39827128500000003,-0.567471331,-0.195357789,0.026469302,-0.2954591905,-2.4986481325,-0.13988984100000001,0.378747643,-0.10067609
nquinone__ubiC_ale3__2,2.5660586995,-0.030676026500000002,-0.38878406050000003,5.6596834175,-0.361897055,-0.555882239,-0.20839960600000002,0.09906102300000001,-0.2670480475,-2.1278406985,-0.149769561,-0.552981158,-0.15854421
nquinone__ubiC_ale4__1,2.1214025106,0.4613585545,0.22705753550000002,2.4304437795,0.234477855,-0.0006913980000000001,0.26897453400000004,0.49321258300000004,0.3281541765,-0.0302148825,0.049095628,0.183373381,0.08615909000000001
nquinone__ubiC_ale4__2,2.102102289,0.3561324515,0.2462655775,2.6035764765,0.152283425,0.34015522400000003,0.35289098300000005,0.508607923,0.2504417635,0.3374049585,-0.014408758,0.90676139,0.17780839
nquinone__delpdhR__1,3.1934988161,0.6463884345,-0.5097989345,6.0094581295,-0.068099535,-0.7866843170000001,0.000960302,0.38566819300000005,0.3404959785,-2.0228108395,-0.257609396,-0.753500006,-0.03505131
nquinone__delpdhR__2,3.5292614954,0.4214761755,-0.5787933445,6.0213124045,-0.036035855000000006,-0.374807485,-0.038792998,0.362990173,0.3336201335,-2.0212878485,-0.232478168,-0.22770747300000002,0.106212
quinone__glu_ale4__1,1.3391720398,0.4617856065,-0.3271572165,4.9776101125,-0.18176504500000001,-0.213223034,-0.16090156900000002,0.36842613300000004,-0.8476398385,-1.0645778505,-0.018799261,-0.219235174,1.01159999
quinone__glu_ale4__2,-0.8967086771,0.3743983235,0.3086153615,5.1303451875,0.269205825,-0.034464949,-0.120336678,0.736125773,-0.6452090545,-0.7727712795,-0.16800786,-0.282972539,1.16864388
quinone__delmenF__1,0.5612467932,0.4559565695,0.12052496850000001,0.7981503315,0.148042285,0.158419215,0.202090564,0.553279673,-0.3148278835,-0.3429837505,0.09755469100000001,0.183012913,0.29644117000000003
quinone__delmenF__2,0.5855570601,0.3119127235,0.0936429985,0.6525886435,-0.250908275,-0.320895448,0.127261843,0.42430167300000005,0.0409187065,0.07679844350000001,-0.09873353,0.250504628,-0.12114934000000001
quinone__menF_ale5__1,-1.9473371301,-0.2614623675,1.0648863474999999,0.0024772015000000002,0.48513176500000005,0.315066613,-0.103952636,0.904530523,0.8187724515,-0.0092193805,0.20066824400000002,0.9713035250000001,-0.01798995
quinone__menF_ale5__2,-1.9576638316000001,-0.44507663150000004,1.0111644825,-0.1374151255,0.266281765,0.034997017000000005,-0.184115622,0.929254393,0.7555653535,-0.0341526375,0.198687894,0.48171159500000005,-0.08386119
quinone__menF_ale6__1,-2.2316796173,-0.4632861305,1.0985503995,0.1657836405,0.38202392500000004,0.13797272600000002,-0.245551766,0.9289372330000001,0.6241025165,0.1439102325,0.147271054,0.43349437,-0.07937957
