,A,BaeR,CpxR
opex__rif__1,0.2985053808,-0.1204188469,-0.2747300298
opex__rif__2,-0.09347956340000001,-0.0654934803,-0.2510203231
opex__rif__3,0.15673856790000001,0.0381270645,-0.2968256698
opex__naocl_amp__1,0.4423508471,-0.32490810130000003,-0.0269963283
opex__naocl_amp__2,-0.0437066835,0.0990697002,-0.0235963058
opex__naocl_amp__3,0.9895820828,-0.6553611612,0.0165516054
opex__naocl_kan__1,0.5749918476,-0.11814736740000001,-0.0304030759
opex__naocl_kan__2,0.41144261130000004,-0.1144251567,-0.0740950018
opex__naocl_kan__3,1.1313934967,-0.3985343262,-0.19661251370000002
opex__naocl_nor__1,0.08430219430000001,-0.5793104585000001,0.1853049702
opex__naocl_nor__2,-0.012644432300000001,-0.4641208087,0.1400148331
opex__naocl_nor__3,-0.18894359830000002,-0.3460685726,-0.0510896458
opex__naocl_rif__1,0.4323957364,-0.12380138410000001,-0.27868733560000003
opex__naocl_rif__2,-0.013798813,0.25201995720000003,-0.1656410395
opex__naocl_rif__3,0.0771282568,0.2568411926,-0.3324034878
phage_lysogen__wt_ctrl__1,0.1838549052,-0.1293174523,-0.1730375139
phage_lysogen__wt_ctrl__2,0.0980581016,-0.3487442612,-0.20340653700000003
phage_lysogen__wt_ctrl__3,-0.28191300680000003,0.47806171350000004,0.37644405080000004
phage_lysogen__O104_H4__1,0.7750952078000001,-0.27527661870000003,-0.235523419
phage_lysogen__O104_H4__2,0.34160764790000003,0.2658148897,0.2769858745
phage_lysogen__O104_H4__3,-0.9180839685000001,0.6633606883000001,0.6016827565
phage_lysogen__O157_H7_PA8__1,0.803790741,-0.3378832218,-0.273738474
phage_lysogen__O157_H7_PA8__2,-0.41406716,0.37950458940000004,0.3172052365
phage_lysogen__O157_H7_PA8__3,-1.2488309013,0.7272137322000001,0.6103014231
phage_resist__ygbE_oe__1,1.4444239931,0.6463594691,-0.287963071
phage_resist__wt__1,0.12909758970000001,-0.3975462833,-1.3464550153000001
phage_resist__wt__2,0.24066240430000002,-0.1620456323,0.21689737580000001
phage_resist__wt__3,-0.2684144025,0.3073295904,0.5812559044
phage_resist__wt__4,-0.1013455916,0.2522623252,0.5483017351
phage_resist__ygbE_oe__2,1.8786765982,-0.2281736711,0.5877636955000001
phage_resist__ygbE_oe__3,1.9105031157,-0.054776338200000003,0.6188157392
phage_resist__ygbE_oe__4,1.9996545694,-0.0666520367,0.7132215321
phage_resist__yahA_oe__1,1.5635554221999999,0.18771462800000002,0.8138244361
phage_resist__yahA_oe__2,1.7350492241,0.3470256453,0.9000947581000001
phage_resist__yahA_oe__3,1.7308033278,0.2033197482,0.833051559
phage_resist__yrfF_ko__1,-0.6134006786,0.1938617528,0.3389198409
phage_resist__yrfF_ko__2,-0.9358548256,0.4271099846,0.6184361814
phage_resist__yrfF_ko__3,-0.7718915073,0.2855133134,0.41399466090000003
pollution__wt_ctrl__1,0.5156831008,-0.0476772725,-0.1415201627
pollution__wt_ctrl__2,0.4605673234,0.09589955630000001,-0.0071671948
pollution__wt_ctrl__3,-0.9762504242000001,-0.0482222838,0.1486873575
pollution__wt_urban__1,-1.0181878709,0.0078360358,0.08319208980000001
pollution__wt_urban__2,-1.8401516375,0.2540565437,0.3228055849
pollution__wt_urban__3,-0.8395053952,0.1400287059,0.181779601
pollution__wt_diesel__1,0.9311200147,-0.23227289110000002,0.4970256725
pollution__wt_diesel__2,-0.4146469507,-0.16933208560000002,0.2349562621
pollution__wt_diesel__3,0.23386488090000002,-0.1373866422,0.32557745200000004
pollution__evo_diesel__1,0.1120550262,-0.1382572874,-0.10706829150000001
pollution__evo_diesel__2,-0.11252188340000001,-0.1035649253,-0.0019691942
pollution__evo_diesel__3,0.9597701364000001,-0.19105025920000002,-0.1175980029
ppGpp__wt_relAtrunc_00m__1,-0.1678005707,-0.11127103810000001,-0.1348534868
ppGpp__wt_relAtrunc_00m__2,-0.2273456262,0.1023898756,-0.0287215398
ppGpp__mut_delrelA_10m__1,-1.4794368214,0.5848953502,0.2126310429
ppGpp__mut_delrelA_05m__1,-1.1595677288,0.3086039163,-0.1047768649
ppGpp__mut_delrelA_10m__2,-2.10875507,0.11746131850000001,0.0347489458
ppGpp__mut_delrelA_10m__3,-1.5891388376000002,0.579043851,0.23003279210000002
ppGpp__mut_delrelA_00m__1,-0.7686929071,0.21703319270000002,-0.1974606964
ppGpp__mut_delrelA_00m__2,-0.5527493034000001,-0.1429355324,-0.1627291303
ppGpp__mut_delrelA_05m__2,-0.8944226846000001,0.392775655,-0.039899753
ppGpp__mut_delrelA_05m__3,-1.2905437597,0.5611491200000001,-0.0159636591
ppGpp__mut_delrelA_00m__3,-0.6913286341,0.1564247244,-0.1787613647
ppGpp__wt_delrelA_10m__1,-1.9432165369,1.3742836523,1.4294768494
ppGpp__wt_delrelA_05m__1,-1.5237945525,1.2095675607,1.2400581258
ppGpp__wt_delrelA_05m__2,-1.7899279244000001,1.3568932737,1.2873618237
ppGpp__wt_delrelA_10m__2,-1.4628240098,1.7057225069,1.4912675401
ppGpp__wt_delrelA_10m__3,-1.399884251,1.5217107921,1.5377929716
ppGpp__wt_delrelA_00m__1,-0.08701433430000001,-0.015597705600000001,0.06401862430000001
ppGpp__wt_delrelA_00m__2,0.17919590840000002,0.019201616600000002,-0.0549245478
ppGpp__wt_delrelA_05m__3,-1.4323133959,1.2145637526,1.2980342705
ppGpp__wt_delrelA_00m__3,-0.0921815741,-0.0036039110000000004,-0.009094076500000001
ppGpp__mut_relAtrunc_10m__1,-0.28426262420000004,0.037441467900000004,-0.2559520376
ppGpp__mut_relAtrunc_05m__1,-1.1099116566,-0.0989289963,-0.39384880050000004
ppGpp__mut_relAtrunc_05m__2,-0.9205302401000001,-0.14844292480000001,-0.3331579579
ppGpp__wt_relAtrunc_10m__1,-0.1908835372,-0.2752987783,-0.1315206731
ppGpp__wt_relAtrunc_10m__2,-0.5415478585,-0.1635275632,-0.1086332706
ppGpp__wt_relAtrunc_10m__3,-0.09387527200000001,-0.1972722059,-0.18029110680000002
ppGpp__mut_relAtrunc_00m__1,-0.7334524782,0.35481104290000004,-0.0080249297
ppGpp__wt_relAtrunc_00m__3,-0.14966205570000002,-0.0431361264,-0.055697279
ppGpp__wt_relAtrunc_05m__1,-0.0370332762,-0.179545109,-0.15564586660000002
ppGpp__wt_relAtrunc_05m__2,-0.2314071031,-0.5267888949,-0.3210653231
ppGpp__wt_relAtrunc_05m__3,-0.0903879914,-0.47785143890000004,-0.3018128619
ppGpp__mut_relAtrunc_00m__2,-0.5310920124,-0.0009407034,-0.3278982825
ppGpp__mut_relAtrunc_00m__3,-0.6133473567000001,0.0314923116,-0.23116548850000002
ppGpp__mut_relAtrunc_10m__2,-1.5455126367,-0.34326007550000004,-0.367299237
ppGpp__mut_relAtrunc_05m__3,-0.38525692500000003,0.12113582410000001,-0.2428153513
ppGpp__mut_relAtrunc_10m__3,-0.6571066908000001,0.0314918977,-0.29034179860000003
pressure__high_pressure__1,0.1666509944,-0.271486373,-0.34374438
pressure__high_pressure__2,-0.1549579372,-0.1596680674,-0.23799523320000002
pressure__low_pressure__1,0.27172873740000003,-0.0104451778,-0.0466259818
pressure__low_pressure__2,-0.27172873740000003,0.0104451778,0.0466259818
quantum_dots__ctrl__1,-0.0046531045000000005,-0.0550865088,0.0227504236
quantum_dots__ctrl__2,0.0046531045000000005,0.0550865088,-0.0227504236
quantum_dots__cdte_light__1,-0.4402234611,0.31734490330000004,0.1937052901
quantum_dots__cdte_light__2,0.035232549,0.3916925643,0.1777448465
quantum_dots__cdte_dark__1,0.3071229494,0.0610696831,0.1447525507
quantum_dots__cdte_dark__2,0.43091345080000004,0.1050078952,0.1638951529
quantum_dots__cdse_light__1,-0.007950279000000001,-0.0176336016,0.057156976400000004
quantum_dots__cdse_light__2,-0.1380588422,0.3234118832,0.1705298794
quantum_dots__cdse_dark__1,-0.1452564714,0.2581106326,0.26621517510000003
quantum_dots__cdse_dark__2,-0.11046323920000001,0.6236140703,0.2259507932
raman__wt__1,0.06295501740000001,-0.1285300225,0.1437116718
raman__del_cyaA__1,2.2430137379,1.2516107504,0.7389055753
raman__del_cyaA_01mM__1,2.328867121,1.2065097848,0.8028341209000001
raman__del_cyaA_05mM__1,1.6465161493,0.5532779904,0.7882439178
raman__del_cyaA_1mM__1,0.09079291910000001,0.2839249968,0.038514038
raman__wt__2,-0.0020777801,-0.1034365785,-0.1738662508
raman__del_cyaA__2,3.1256114117,1.3808070716,0.9246334297000001
raman__del_cyaA_01mM__2,2.3097318379000003,1.222191585,0.6333198047
raman__del_cyaA_05mM__2,1.3035437211,0.6700682192,0.7619889201000001
raman__del_cyaA_1mM__2,0.4524995773,-0.22096753260000002,-0.0425945865
raman__wt__3,-0.060877237300000005,0.23196660100000002,0.030154579
raman__del_cyaA__3,2.350458662,1.3383849832,0.7002719820000001
raman__del_cyaA_01mM__3,1.9577692779,0.9615596175000001,0.7126242151000001
raman__del_cyaA_05mM__3,1.7611481474000001,0.49378403070000004,0.6372868053
raman__del_cyaA_1mM__3,-0.0279013823,-0.3378036942,0.0374280794
rand_barrel__mut_nanE__1,-1.4657278361000001,0.3601323574,0.717327939
rand_barrel__mut_nanE__2,-2.1434937493,0.0125542955,0.32563080110000003
rand_barrel__mut_nanE__3,-2.6456090213,0.3901177481,0.5151128172
rand_barrel__mut_pdxJ_1__1,-0.856577636,0.1332161885,0.4294303598
rand_barrel__mut_pdxJ_1__2,-0.2182126426,-0.5204012593,0.5092063624000001
rand_barrel__mut_pdxJ_1__3,-3.1249984014,0.1437812937,0.0022622435
rand_barrel__mut_pdxJ_2__1,-0.954160989,0.37668786790000003,0.12098062
rand_barrel__mut_pdxJ_2__2,-0.8043177023,0.028290373,0.11308617030000001
rand_barrel__mut_pdxJ_3__1,-1.4703330695,-0.1204708364,0.5663568732
rand_barrel__mut_pdxJ_3__2,0.38602019530000004,0.12513355210000002,0.3465683472
rand_barrel__del_serB__1,0.3435891392,0.1094294643,-0.1951549207
rand_barrel__del_serB__2,-0.3435891392,-0.1094294643,0.1951549207
rockhopper__CV104_pHDB3__1,-2.8643999636,-1.3569264882,-0.42864875610000003
rockhopper__CV104_pHDB3__2,-3.1400796585,-1.3274041097,-0.5118606595
rockhopper__CV104_pHDB3__3,-2.77546775,-0.9871695211,-0.5769585448
rockhopper__CV104_pLCV1__1,-3.6456186947,-1.3322992660000001,-0.6239350127000001
rockhopper__CV104_pLCV1__2,-3.3164616073,-1.3727982265,-0.5690728834000001
rockhopper__CV104_pLCV1__3,-2.8136957061,-1.1823681929,-0.601988772
rockhopper__wt_lb__1,-3.4976002609,-1.0028154651,-0.7894902877000001
rockhopper__wt_lb__2,-3.8570810415,-1.1562918195,-1.0214879791
rockhopper__wt_lb__3,-2.7320112388,-1.1800209551,-0.9175960660000001
rockhopper__wt_lb_aMG__1,-3.1137762006,-0.8818746394,-0.37501931780000003
rockhopper__wt_lb_aMG__2,-3.9898254544,-1.06575094,-0.6803453221
rockhopper__wt_lb_aMG__3,-3.1861923121,-1.6253211572000001,-0.6777660804
rockhopper__del_sgrR_lb_aMG__1,-4.5845286876,-0.8247191388,-0.2871004375
rockhopper__del_sgrR_lb_aMG__2,-3.6030964156,-0.9068547665000001,0.08974837620000001
rockhopper__del_sgrR_lb_aMG__3,-4.2741395789,-0.90687331,-0.2123621201
rockhopper__del_sgrS_glyc_aMG__1,-3.7307810421000003,-0.060621528,0.3982056591
rockhopper__del_sgrS_glyc_aMG__2,-4.7732990309000005,0.1470098339,0.3546418727
rockhopper__del_sgrS_glyc_aMG__3,-4.1784877217,0.1311620482,0.4016641164
rockhopper__del_sgrS_glyc__1,-3.6140840677,-1.8538348762,-1.3328710314
rockhopper__del_sgrS_glyc__2,-4.8244949685,-1.2795104046999999,-1.0793868462
rockhopper__del_sgrS_glyc__3,-4.1946373149,-1.745672464,-0.8148903448
rockhopper__wt_lb_aMG__4,-3.8403033236,-0.9213853786,-0.07095020290000001
rockhopper__wt_lb_aMG__5,-3.3686396647,-1.1935686952,-0.3376912423
rockhopper__wt_lb_aMG__6,-4.4462951989,-0.9417347941,-0.1981510371
rockhopper__wt_glyc_aMG__1,-4.194579902,-0.4218333293,0.1672211018
rockhopper__wt_glyc_aMG__2,-3.3482950474,-0.3098382776,-0.1139160786
rockhopper__wt_glyc_aMG__3,-6.0920462145,-0.14972413240000002,0.0693027286
rockhopper__wt_glyc__1,-4.4337291652,-1.9615361969,-0.8394929949000001
rockhopper__wt_glyc__2,-3.9340382985,-1.8324698497,-0.9964081429
rockhopper__wt_glyc__3,-3.7819890533000002,-1.7046079252,-0.9727016618000001
rockhopper__CV108_glyc_aMG__1,-2.5171486715,0.045745669700000005,0.6176880913
rockhopper__CV108_glyc_aMG__2,-0.0085331934,-1.1890048779,0.2638110354
rockhopper__CV108_glyc_aMG__3,-1.8736617428,-0.8560624555,0.9844625056
rockhopper__wt_glyc__4,0.2576924332,0.2057060553,0.0051695115000000005
rockhopper__wt_glyc__5,-2.0026283356,-0.6743155547,-0.0984089922
rockhopper__wt_glyc__6,2.5300315158,1.065592203,0.150671361
rockhopper__wt_glyc_aMG__4,0.7549290643000001,-0.431680373,0.6872715346
rockhopper__wt_glyc_aMG__5,-0.108492055,-0.6408147887,0.6187646647
rockhopper__wt_glyc_aMG__6,-0.3033678949,-0.7684657091,0.9767385517
rockhopper__wt_glyc__7,1.9515320165,1.0537452986,0.8682049903
rockhopper__wt_glyc__8,1.5947710881,0.3433563342,0.9191038763
rockhopper__wt_glyc__9,2.2958476406,1.1089062383,0.6241298486
rockhopper__wt_glyc__10,2.5429416495,1.3891667779,0.0571242723
rockhopper__wt_glyc__11,1.6688777632,0.5661193386,0.19340716230000002
rockhopper__wt_glyc__12,1.3106907456,0.44033728050000004,0.08920076960000001
rpoD__wt__1,0.41265240540000003,-0.0717721478,0.0356838125
rpoD__wt__2,-0.40451295460000003,-0.2731448331,-0.1396794777
rpoD__rpoD_mut__1,0.8765523063,0.6473668594,0.9872600992
rpoD__rpoD_mut__2,0.6585636048,0.6646050038,1.3778900317
rpoD__rpoD_mut__3,1.7507442309,0.31154159740000004,1.1054042032
rpoD__wt__3,-0.0081394508,0.3449169809,0.1039956652
rpoN_peptide__ctrl__1,-0.17309900920000001,-0.0891160512,0.0599166633
rpoN_peptide__ctrl__2,0.078985785,0.1241850971,0.0164000332
rpoN_peptide__ctrl__3,0.0941132241,-0.035069045800000004,-0.0763166965
rpoN_peptide__nminus__1,-0.404862035,-0.0116811478,0.0122453328
rpoN_peptide__nminus__2,-0.4839537514,0.053543249700000003,0.0073923599
rpoN_peptide__nminus__3,-0.3370923485,0.026249902300000003,-0.0974270326
rpoN_peptide__nplus__1,-1.7383691360000002,-0.6342623302,-0.8722222762
rpoN_peptide__nplus__2,-1.7287626734,-0.7005753229,-0.9925531969
rpoN_peptide__nplus__3,-1.7046581567999999,-0.6265457267,-0.9176245746
rpoN_peptide__s54_wt__1,0.3706970069,-0.005019746,0.037496638900000004
rpoN_peptide__s54_wt__2,0.2733159269,0.0055312939,-0.0189888708
rpoN_peptide__s54_wt__3,0.4351615612,-0.1287031619,-0.027260825800000003
rsd__wt_ee__1,-0.07082661900000001,-0.09970793380000001,0.0357775862
rsd__wt_ee__2,0.07082661900000001,0.09970793380000001,-0.0357775862
rsd__del_rsd_ee__1,-0.1632982985,0.039296076400000005,0.25032816890000004
rsd__del_rsd_ee__2,-0.2781767645,-0.0742580446,0.10020781050000001
rsd__del_ssrS_ee__1,-0.3775379911,0.46805608130000004,1.0754672104
rsd__del_ssrS_ee__2,-0.373471463,0.2427134732,1.0319318837
rsd__del_rsd_ssrS_ee__1,-0.8921066645,0.2561082186,0.7254862087
rsd__del_rsd_ssrS_ee__2,-0.7759828421,0.3659116839,0.7918733297
rsd__del_rpoS_ee__1,-0.5491320035,0.6168104802000001,1.0228706422
rsd__del_rpoS_ee__2,-0.7203109944,0.35110429120000003,1.1261981212
rsd__wt_me__1,1.0038171192,-0.0776435736,0.2836332303
rsd__wt_me__2,1.1195885113,-0.16031973970000002,0.21369325600000003
rsd__del_rpoS_me__1,1.1735676676,0.2928219567,0.2027510038
rsd__del_rpoS_me__2,1.7229399418,0.6245906112,0.3571147448
rsd__wt_ts__1,1.6684640552999999,0.2115105019,-1.0900769397
rsd__wt_ts__2,1.6703898146,0.0486009489,-0.8322037705
rsd__del_rsd_ssrS_ts__1,1.1841752544,0.8910596521,-0.1438210126
rsd__del_rsd_ssrS_ts__2,1.0688795934,0.8474354217000001,-0.051375110200000004
rsd__del_rpoS_ts__1,1.4455575389,0.8479424583,-0.2370951526
rsd__del_rpoS_ts__2,1.6262417817,1.0148975384,-0.1253018346
rsd__wt_s__1,0.4147523615,0.2753634701,-0.3911883842
rsd__wt_s__2,0.7994618398000001,0.2657888143,-0.4937415191
rsd__del_rsd_s__1,0.8658027701000001,0.7168746482,-0.5580784148
rsd__del_rsd_s__2,0.7936872398,0.5475946615,-0.5198392568
rsd__del_rsd_ssrS_s__1,0.0598936165,0.5976501163,-0.1268847517
rsd__del_rsd_ssrS_s__2,0.4632797725,0.775458924,-0.1653573858
rsd__del_rsd_ls__1,2.4272429851,0.1509995435,-0.7605216432
rsd__del_rsd_ls__2,2.3089501039,0.2811339391,-0.7497590563000001
rsd__del_ssrS_ls__1,1.6346445520000001,0.6330470986,-0.0864465506
rsd__del_ssrS_ls__2,2.1147050551,0.2138480406,-0.2401197622
rsd__del_rsd_ssrS_ls__1,1.101436812,1.3561945038,-0.1541478624
rsd__del_rsd_ssrS_ls__2,0.99277594,1.5791335369000001,-0.1193973435
rsd__del_rpoS_ls__1,1.3777221527,-0.7208875008000001,-1.2856068811
rsd__del_rpoS_ls__2,0.9937330185000001,0.24563963500000002,-0.8111629515000001
sdsR_ryeA__wt_3h__1,-0.6773319936000001,0.2814500108,0.17615693870000002
sdsR_ryeA__wt_8h__1,1.4491892774,0.8855582495000001,-0.4177416022
sdsR_ryeA__wt_3h__2,0.6773319936000001,-0.2814500108,-0.17615693870000002
sdsR_ryeA__wt_8h__2,1.9148404542000002,0.7686874659,-0.2668244876
starve_series__t00_growth1__1,-0.2000491034,-0.10832564950000001,0.014846436000000001
starve_series__t00_growth1__2,-0.0273186191,-0.0978442128,0.1229994073
starve_series__t00_growth1__3,-0.1259744338,-0.08889290820000001,0.1611650587
starve_series__t00_growth1__4,0.3533421563,0.2950627704,-0.299010902
starve_series__t01_starve__1,1.3964322986,-0.7786046055,0.1347401993
starve_series__t01_starve__2,1.3649505271,-1.2068760166,0.193257906
starve_series__t02_starve__1,2.2678309154000003,-1.4356209784,1.1737939384
starve_series__t02_starve__2,2.1215121639,-1.3510553256,1.1208065475
starve_series__t03_starve__1,2.3329153095,-0.6256800977,1.0616612511
starve_series__t03_starve__2,2.1766688319,-0.8338630764,1.2336044563
starve_series__t04_starve__1,3.1238082437,-1.26135364,0.9521145724000001
starve_series__t04_starve__2,2.8214970414,-0.8086191211,0.9204842877
starve_series__t05_starve__1,4.0372087252,-0.8024381221,0.6598419693
starve_series__t05_starve__2,4.4605521529,-0.6938506871,0.7877491393
starve_series__t06_starve__1,3.354172186,-0.7376718348,0.1332692282
starve_series__t06_starve__2,3.653422891,-0.7647686943,0.12543862420000002
starve_series__t07_starve__1,3.5178882911000002,-0.8863299283,-0.41428044750000004
starve_series__t07_starve__2,3.574392509,-0.5318225856000001,-0.3350756683
starve_series__t08_starve__1,3.3211259883,-0.5916224893,-0.4162930447
starve_series__t08_starve__2,3.024430536,-0.5901130845,-0.4394824654
starve_series__t09_starve__1,3.0816969745,-0.6632196075,-0.5726536803
starve_series__t09_starve__2,3.1226071016,-0.7250178217000001,-0.5481899708
starve_series__t10_starve__1,2.8045999513,-0.5286476738,-0.7719706739000001
starve_series__t10_starve__2,3.4487471537,-0.4836375626,-0.8066003703
starve_series__t11_starve__1,2.6967914712,-0.4211572377,-0.7750395564
starve_series__t11_starve__2,2.5990163228,-0.1997537648,-0.6285387943
starve_series__t12_starve__1,2.009613341,-0.5038986224,-0.9099169407000001
starve_series__t12_starve__2,1.6453000656999999,-0.599991815,-0.8517991378
starve_series__t14_starve__1,0.694956841,-0.4772763075,-0.8379179126
starve_series__t14_starve__2,1.5114628708,-0.45517453430000004,-0.9264968884
starve_series__t16_starve__1,1.1189640058,-0.0978467737,-1.0994784529
starve_series__t16_starve__2,0.6912190649000001,-0.5701186324,-1.0873363112
starve_series__t17_starve__1,1.1105595119,-0.0880112235,-0.6985366924
starve_series__t17_starve__2,1.8011360725,-0.1006215469,-0.7384791589
starve_series__t18_starve__1,1.0597625665,-0.38333290130000003,-0.9109615566
starve_series__t18_starve__2,1.1427038321,-0.3861273283,-1.3346589565
starve_series__t20_starve__1,3.2960761077000003,0.047230384800000004,-0.3599174757
starve_series__t20_starve__2,3.6635129698,0.1439629211,-0.1465430711
starve_series__t21_growth2__1,3.4296259952,0.2649582083,-1.1329132002
starve_series__t21_growth2__2,3.1785850628,0.227162159,-0.8988650448000001
starve_series__t22_growth2__1,0.595720059,0.8900438625,-0.2363789252
starve_series__t22_growth2__2,0.49690418140000003,0.8685843745,-0.4522464484
starve_series__t23_growth2__1,1.0589777551,0.416721547,-0.36188425550000003
starve_series__t23_growth2__2,1.3163771516,0.4692054721,-0.33427891190000003
starve_series__t25_growth2__1,2.0443758642,0.5265663079,0.3328474652
starve_series__t25_growth2__2,2.0913180055,0.5934128996,0.3455370538
starve_series__t26_growth2__1,1.8686600728,0.11258785090000001,0.13945313750000002
starve_series__t26_growth2__2,2.5665941323,0.07783967500000001,0.2241293509
starve_series__t27_growth2__1,2.0074701758,0.039617117800000004,0.203871232
starve_series__t27_growth2__2,1.6459137754,-0.1081784219,0.0888763246
starve_series__t28_growth2__1,2.3147061712,-0.0419218221,-0.0098830355
starve_series__t28_growth2__2,2.2133169614,-0.0669708081,0.1927657579
time_course__lb_4hr__1,-0.4304287536,-0.1357345623,0.040376762100000005
time_course__lb_4hr__2,0.2524421484,-0.0976214544,-0.0500114323
time_course__lb_4hr__3,0.1779866051,0.2333560167,0.0096346702
time_course__lb_8hr__1,1.0878888692,0.3061534373,-0.0827513793
time_course__lb_8hr__2,1.056587441,0.331159821,-0.030930558
time_course__lb_8hr__3,1.6430194655,0.2359657766,-0.0147977443
time_course__lb_24hr__1,3.0225088855,2.1053332437,-1.0955550466
time_course__lb_24hr__2,2.6344285601,2.2568299238,-1.0925239424
time_course__lb_24hr__3,2.7583435897,2.2095750405,-1.0245636229
time_course__lb_72hr__1,1.3737749439,2.2519289653,-0.4384438363
time_course__lb_72hr__2,2.4340347831,2.3719346013,-0.41675143940000003
time_course__lb_72hr__3,2.0886824005,2.3420408111,-0.43788260970000004
time_course__lb_144hr__1,0.619734263,1.5334359603,-0.5900136284
time_course__lb_144hr__2,1.0781947,1.6697097846000002,-0.4791557071
time_course__lb_144hr__3,1.251135649,1.9499825034,-0.5306248137
time_course__lb_192hr__1,1.1390230622,2.084539934,-0.38299428360000004
time_course__lb_192hr__2,0.2875081412,1.6873354262,-0.0925135428
time_course__lb_192hr__3,1.2722902906,2.3382138755,-0.44520989380000003
triclosan__wt__1,-0.36755147730000004,-0.1662217847,-0.12568309090000002
triclosan__wt__2,-0.15760013990000002,-0.263569111,-0.0226690841
triclosan__wt__3,0.5251516172,0.4297908957,0.148352175
triclosan__evo_amx_tcs__1,2.4352607789,0.7719287807,-0.35600921020000004
triclosan__evo_amx_tcs__2,0.9518625934,0.0244221445,-0.211315048
triclosan__evo_amx_tcs__3,0.4624640794,0.37948055550000004,-0.1849581214
triclosan__evo_chl_tcs__1,0.31826373410000003,0.5589820818,-0.338409198
triclosan__evo_chl_tcs__2,0.2589523309,0.06851947230000001,-0.3899661263
triclosan__evo_chl_tcs__3,0.20964282950000002,0.1334740444,-0.43622870900000005
triclosan__evo_tet_tcs__1,-0.9189985458000001,0.5771061213,-0.45641328210000004
triclosan__evo_tet_tcs__2,-0.2981693123,0.048683612300000005,-0.3371804469
truHMM__48C_15m__1,-0.2011086666,-1.1019165436,0.32162227530000004
truHMM__48C_15m__2,0.059054009500000004,-1.1526120295,0.3170287678
truHMM__48C_15m__3,-2.2069722804,-1.3412850997,-0.3404448236
truHMM__48C_30m__1,1.426125193,-1.9439305422,-0.461044035
truHMM__48C_30m__2,1.4696242248,-1.9607774005,-0.5124476108
truHMM__48C_60m__1,1.2314653202,-2.2444904754,-1.1947691484
truHMM__48C_60m__2,1.2190456524,-2.2307283818,-1.203038354
truHMM__phos_0h__1,-0.0923403169,-0.0250394079,0.061510608700000004
truHMM__phos_0h__2,0.0923403169,0.0250394079,-0.061510608700000004
truHMM__phos_2h__1,1.7890345182,-0.8826275227,-0.4213361215
truHMM__phos_2h__2,1.7933317967,-1.0357321926,-0.5031474009
truHMM__phos_4h__1,3.5614282516999998,-0.5958229222,0.2993711844
truHMM__phos_4h__2,3.4463263703,-0.5700163733,0.3135272786
truHMM__phos_4h__3,1.7548501947,-1.1535252743,-1.6026171603
control__wt_glc__1,-0.1787909888,-0.104464949,-0.016455943
control__wt_glc__2,0.1787909888,0.104464949,0.016455943
fur__wt_dpd__1,1.8452087561,0.9354531290000001,0.48361660700000003
fur__wt_dpd__2,2.0683661245,1.005497606,0.481963148
fur__wt_fe__1,-0.2703920955,-0.47185759600000005,-0.34823233600000003
fur__wt_fe__2,-0.3948645796,-0.573715842,-0.46786989100000004
fur__delfur_dpd__1,1.8209102611999999,0.5087897290000001,0.46443511400000004
fur__delfur_dpd__2,1.9393538022,0.620466252,0.45899736500000005
fur__delfur_fe2__1,1.7048537597,-0.22285495800000002,-0.205701605
fur__delfur_fe2__2,1.2988756605,-0.16739393900000002,-0.16910454
acid__wt_ph5__1,0.17177272370000002,-0.031408551,-0.122076266
acid__wt_ph5__2,0.08992018040000001,0.177933948,-0.09064453500000001
acid__delgadx_ph5__1,0.1439429965,0.150063094,-0.035502778000000006
acid__delgadw_ph5__1,0.009818792,0.002175925,-0.10232901400000001
acid__delgadw_ph5__2,-0.42389770930000004,-0.158185295,0.016478089
acid__delgade_ph5__1,0.139816576,-0.013529890000000001,0.003416019
acid__delgade_ph5__2,0.0691658733,0.12091252300000001,-0.023407665
oxidative__wt_pq__1,1.6383986747,0.093259169,0.161531063
oxidative__wt_pq__2,1.3588388272,0.194681559,0.244877788
oxidative__deloxyr_pq__1,0.8123506822000001,0.589372564,-0.10101905500000001
oxidative__deloxyr_pq__2,0.9884183855,0.569959489,-0.118285491
oxidative__delsoxr_pq__1,1.6272138068,0.29332007,0.130968896
oxidative__delsoxr_pq__2,1.5241759002,0.21013036400000001,0.16416381700000002
oxidative__delsoxs_pq__1,1.6749137568,0.19153330600000001,0.5578435850000001
oxidative__delsoxs_pq__2,1.5842638223,0.36858433300000004,0.587865716
nac_ntrc__wt_csn__1,-0.22836590680000002,0.435854383,0.479075976
nac_ntrc__wt_csn__2,-0.0355021531,0.355645551,0.43220153
nac_ntrc__wt_cytd__1,0.21186783950000002,0.032544265,0.207309178
nac_ntrc__wt_cytd__2,0.13188390590000001,0.199456394,0.157351611
nac_ntrc__wt_gln__1,0.1436835239,0.311345455,0.661718113
nac_ntrc__wt_gln__2,0.3744564113,0.424334449,0.5436341450000001
nac_ntrc__bw_delnac_csn__1,0.34617470040000003,0.794281668,0.731233737
nac_ntrc__bw_delnac_csn__2,1.1635726436,0.735331308,0.89835275
nac_ntrc__bw_delnac_cytd__1,0.2280265203,0.09812014000000001,0.36012009300000003
nac_ntrc__bw_delnac_cytd__2,0.2095606558,0.147296004,0.28217445
nac_ntrc__bw_delnac_gln__1,0.3882806337,0.35692768,0.37726644600000003
nac_ntrc__bw_delnac_gln__2,0.0293366763,0.139465752,0.443128212
