,A,Fis,Crp,Cra
misc2__salc_glc__2,-0.7164660627,-0.551331236,-0.041858422,-0.053028755500000004
misc2__dbcn_glc__1,0.1284594547,0.733128003,-0.41418928400000005,-0.2567029305
misc2__dbcn_glc__2,1.1103497691,0.797596323,-0.322180379,-0.2695548895
misc2__tyr_glc__1,0.8415767454,0.032765533,0.482338413,-0.2503051805
misc2__tyr_glc__2,0.6673890761,0.047756159000000006,0.519726133,-0.2997001745
misc2__arg_cytd__1,-0.8110248541,1.101871523,0.10509646700000001,-0.1083011905
misc2__arg_cytd__2,-0.34237335020000004,0.9913410530000001,0.09710128400000001,-0.1827847635
misc2__delyheO_pyr__1,-0.30622980710000003,0.032948737,1.000412783,0.4023999695
misc2__delyheO_pyr__2,-0.2758228883,0.04310616,1.013481493,0.27791473850000004
nquinone__delubiC__1,-0.1191346898,0.012225097,0.44647993300000005,-0.21470511750000001
nquinone__delubiC__2,-0.1068646401,-0.127395007,0.618285233,-0.3306261005
nquinone__ubiC_ale1__1,0.1931722571,-0.11461498,0.46214110300000005,0.0790396755
nquinone__ubiC_ale1__2,0.0032242959,0.12613169800000001,0.518639853,-0.0734280155
nquinone__ubiC_ale2__1,-0.0913742289,-0.24485352000000002,0.47472340300000004,0.0353346505
nquinone__ubiC_ale2__2,0.0006231349,-0.19319528200000002,0.429799533,-0.0018049525
nquinone__ubiC_ale3__1,-0.1974561824,-0.361696719,0.026469302,-0.6794247415
nquinone__ubiC_ale3__2,-0.3479554245,-0.473564554,0.09906102300000001,-0.6278564055
nquinone__ubiC_ale4__1,0.3152050417,-0.022457094,0.49321258300000004,-0.0891983695
nquinone__ubiC_ale4__2,0.0430493393,-0.25175880300000003,0.508607923,-0.0803739825
nquinone__delpdhR__1,-0.2176138743,0.22637792,0.38566819300000005,-0.2769369845
nquinone__delpdhR__2,0.1421700545,0.34277249200000004,0.362990173,-0.2938275845
quinone__glu_ale4__1,-1.3421871076,0.31662175200000003,0.36842613300000004,-0.3001390625
quinone__glu_ale4__2,-1.6931881355,-0.27949202300000003,0.736125773,-0.4458674305
quinone__delmenF__1,0.45312868430000003,0.6238538530000001,0.553279673,-0.3317039425
quinone__delmenF__2,0.1981886478,0.407589272,0.42430167300000005,-0.2140393105
quinone__menF_ale5__1,-0.38598992800000004,-1.792849418,0.904530523,-0.3731903915
quinone__menF_ale5__2,-0.2453815259,-1.7853024400000002,0.929254393,-0.39414975150000003
quinone__menF_ale6__1,-0.5288979259000001,-1.281845157,0.9289372330000001,-0.3932079115
quinone__menF_ale6__2,-0.3923215191,-1.213505,0.9358953230000001,-0.2942019615
quinone__menF_ale7__1,-0.9382213372,-1.144200232,0.8647486830000001,0.2206331685
quinone__menF_ale7__2,-1.0215766086,-1.062283034,0.829767083,0.1118040455
quinone__menF_ale8__1,-0.4108427349,-1.326145408,1.000233243,-0.048174719500000004
quinone__menF_ale8__2,0.21564969890000002,-1.634018473,0.9954071830000001,-0.3402880525
quinone__delmenFubiC__1,0.042394619,-0.06451722800000001,0.503242803,-0.3092731875
quinone__delmenFubiC__2,0.1194835922,0.061991157000000005,0.5733612730000001,-0.17641565350000002
quinone__menFubiC_ale1__1,-1.2748361297,-0.728266246,0.688985203,-0.06474065650000001
quinone__menFubiC_ale1__2,-1.3822102715,-0.725914032,0.689163233,-0.1520650225
quinone__menFubiC_ale2__1,-0.8583585593,-0.625071371,0.566404903,-0.2111487195
quinone__menFubiC_ale2__2,-1.2991223993,-0.62426598,0.587592463,-0.058635081500000005
quinone__menFubiC_ale3__1,-0.0077748836,0.14885626700000001,0.10847917900000001,-0.0896427895
quinone__menFubiC_ale3__2,0.3069203921,0.077107833,0.14360144,-0.0698728435
quinone__menFubiC_ale4__1,0.6743435685,-1.046684625,1.042582673,-0.6007593125
quinone__menFubiC_ale4__2,0.3680475911,-1.061123279,1.027989663,-0.5026456095
oxyR__wt_glc__1,0.8219110626,1.008042233,0.09382866100000001,-0.1736526655
oxyR__wt_glc__2,0.8044767207,0.869858153,0.13043923,-0.1066645425
oxyR__wt_h2o2__1,0.2889801171,0.913504893,0.057576022000000004,-0.1139529145
oxyR__wt_h2o2__2,0.549485529,0.616684833,0.46187418300000005,0.0174592985
oxyR__glu_ale4__1,-0.4383597099,0.474343952,0.7723290730000001,0.4358023165
oxyR__glu_ale4__2,-1.2847920953,0.733082353,0.495795953,0.1606344035
oxyR__glu_ale4_h2o2__1,-0.7635621569000001,0.524785193,0.621328373,0.3501225765
oxyR__glu_ale4_h2o2__2,-0.7481417221000001,0.218363469,0.486348433,0.3245514705
oxyR__oxyR_ale17__1,-0.3218642506,-0.21022535,0.13801763,0.6820349205
oxyR__oxyR_ale17__2,-0.2598476675,-0.328531883,0.15520324300000002,0.6488653885
oxyR__oxyR_ale17_h2o2__1,-0.0899669573,0.136944699,0.211227453,0.6121383695
oxyR__oxyR_ale17_h2o2__2,-0.7680424663000001,0.21885896400000002,0.156206473,0.6900592575000001
oxyR__oxyR_ale18__1,0.0448803905,1.037321973,-0.23326590800000002,-0.2568402815
oxyR__oxyR_ale18__2,0.2479973241,1.046110623,-0.08594182800000001,-0.1528743355
oxyR__oxyR_ale18_h2o2__1,-0.8022145048,0.116352668,0.027939159,0.3295441655
oxyR__oxyR_ale18_h2o2__2,-0.8801177574,-0.026201397,0.095125363,0.39825510550000004
oxyR__oxyR_ale19__1,0.7547821060000001,1.189862043,-0.186683067,-0.31673114350000003
oxyR__oxyR_ale19__2,0.3076679258,1.046570473,-0.08065952300000001,0.0385580375
oxyR__oxyR_ale19_h2o2__1,0.5682305057,1.036456733,-0.32169368600000003,-0.34107716450000003
oxyR__oxyR_ale19_h2o2__2,0.5995092379,0.975658863,-0.22926116100000002,-0.2926749605
oxyR__oxyR_ale20__1,-0.9674771838,-0.058915348000000006,-0.29073972200000003,0.3667620935
oxyR__oxyR_ale20__2,-0.6715880421,-0.029860925000000003,-0.328630297,0.2693497675
oxyR__oxyR_ale20_h2o2__1,-0.77086357,0.150638443,-0.103214605,0.3920265375
oxyR__oxyR_ale20_h2o2__2,-0.7853951701,0.071561994,-0.05797147800000001,0.37092413350000003
svns_pgi__BmePgi24_15__1,0.2546300667,0.8566230530000001,0.20789728300000002,-0.1015453585
svns_pgi__BmePgi24_15__2,0.2599841082,0.7949840930000001,0.288214413,-0.3156219655
svns_pgi__BmePgi24_26__1,0.3565579447,0.9098056830000001,0.16856253300000001,-0.0694856845
svns_pgi__BmePgi24_26__2,0.6703580278,1.020238573,0.144982372,-0.0329812155
svns_pgi__BmePgi24_41__1,0.7998248105,0.408983164,0.495849313,0.0900326495
svns_pgi__BmePgi24_41__2,0.54102071,0.7854916930000001,0.08223337900000001,0.0908492365
svns_pgi__BmePgi24_52__1,0.055020604800000004,0.8188250130000001,0.260077643,0.2280290295
svns_pgi__BmePgi24_52__2,0.2970713634,0.850229483,0.110092349,0.045015701500000005
svns_pgi__PaePgi2_34__1,-1.9748042739,0.257376687,0.946417433,0.06744731250000001
svns_pgi__PaePgi2_34__2,-2.0977590556,0.317308755,0.980365153,0.0447984965
svns_pgi__PaePgi2_63__1,-2.2985848529,-0.018749232,0.9986914830000001,0.1602298815
svns_pgi__PaePgi2_63__2,-2.3440855081,-0.041486231000000005,0.9749593430000001,0.1413458675
svns_pgi__PaePgi24_54__1,-2.812159952,0.44470543,0.830338573,0.1241862345
svns_pgi__PaePgi24_54__2,-2.4829472903,0.43804132300000004,0.926503413,0.1773132215
svns_pgi__PaePgi24_90__1,-2.4413400116,0.48623346500000003,0.8096897230000001,0.3188783845
svns_pgi__PaePgi24_90__2,-2.6506359503,0.624318373,0.9991721830000001,0.3431820045
abx_media__m9_ctrl__1,-0.0492569862,-0.110975184,-0.219087253,-0.3554692465
abx_media__m9_ctrl__2,-0.0678148455,0.12504452300000002,0.06872793,-0.2348982135
abx_media__rpmi_ctrl__1,-0.7950963614000001,1.660646693,0.181883243,-0.8119926805000001
abx_media__rpmi_ctrl__2,-1.3331460341999999,1.569078573,0.46045822300000006,-0.8293008375
abx_media__camhb_ctrl__1,0.012883435,1.9071262230000001,-1.466715649,-1.3383975505
abx_media__camhb_ctrl__2,-0.0286783304,1.751255813,-1.564214307,-1.2419825195
abx_media__m9_mero__1,-0.2813146134,0.068560206,0.10006032100000001,-0.5594952585
abx_media__m9_mero__2,-0.16501086580000002,0.126381815,-0.24440689100000001,-0.3955920685
abx_media__rpmi_mero__1,-0.30884009630000003,1.279271183,-0.15585906600000002,-1.0346190905
abx_media__rpmi_mero__2,-1.1547294053,1.580369343,0.12222331400000001,-0.8550190215
abx_media__camhb_mero__1,-1.8356413643,1.587596363,-2.568928611,-1.9034436515
abx_media__camhb_mero__2,-1.7786058381,1.588643803,-2.37205329,-1.8338377315
abx_media__m9_trisulf__1,-1.4651128777,-0.032365693,-0.13952741600000002,-0.4139257005
abx_media__m9_trisulf__2,-1.2776405497,0.224967291,-0.121563182,-0.3658489225
abx_media__rpmi_trisulf__1,-2.4116437116,1.520727603,-1.138543574,-1.1970739355
abx_media__rpmi_trisulf__2,-2.2189623128,1.502625933,-1.125744815,-1.1370689815
abx_media__camhb_trisulf__1,-1.6174867655,1.520355993,-0.616348749,-1.0500158225
abx_media__camhb_trisulf__2,-1.4582007262,1.4155661830000001,-0.651084973,-1.1212806755
abx_media__m9_cef__1,-0.26738388900000004,0.46159249,-0.424559634,-0.1439478705
abx_media__m9_cef__2,-0.4412109053,0.6555212930000001,-0.35219075800000005,-0.36378928450000003
abx_media__rpmi_cef__1,-0.7937338407000001,1.080170473,0.17718560300000002,-0.9479018825000001
abx_media__rpmi_cef__2,-0.8684927010000001,1.055675403,0.253641923,-0.8289428295
abx_media__camhb_cef__1,-2.8860397304000003,1.578386303,-0.8382274850000001,-0.9917317395
abx_media__camhb_cef__2,-2.8757409154999998,1.6467797430000002,-0.903455694,-1.0507998015
abx_media__m9_cipro__1,0.4207066022,0.014654271000000002,-0.296102011,-0.5461974325
abx_media__m9_cipro__2,0.3459638813,-0.052372151000000006,-0.23094071100000002,-0.6536082705
abx_media__rpmi_cipro__1,-0.1022411815,1.190109813,-0.708797459,-1.2084995715
abx_media__rpmi_cipro__2,-0.453302017,1.108673243,-0.968107711,-1.2680169395
abx_media__camhb_cipro__1,-1.8696430848,1.514446123,-1.356589447,-1.6057893564999999
abx_media__camhb_cipro__2,-1.7956717373000002,1.456631613,-1.123683673,-1.5622716605
hot_tale__42c_ale3_30c__1,0.8817281127000001,1.032676373,0.062207968,-0.2280425985
hot_tale__42c_ale3_30c__2,-0.0815403849,1.010794233,0.01735881,-0.4117478885
hot_tale__42c_ale3_37c__1,-0.08740083280000001,0.9126266730000001,0.43556652300000004,-0.3369046925
hot_tale__42c_ale3_37c__2,-0.0468804052,0.829763903,0.40063680300000004,-0.4763269895
hot_tale__42c_ale3_44c__1,0.5718141423,-1.265274609,0.37188534300000003,0.3283116975
hot_tale__42c_ale3_44c__2,0.6386769315,-1.487063213,0.35534419300000003,0.3002538615
hot_tale__hot_ale3_mid_30c__1,-1.0196285920000001,0.37418627600000004,0.739618883,0.1612692785
hot_tale__hot_ale3_mid_30c__2,-0.3339786531,0.201678769,0.562500333,0.0925173505
hot_tale__hot_ale3_mid_37c__1,0.4473962053,0.519294193,0.5847484430000001,-0.30707745950000004
hot_tale__hot_ale3_mid_37c__2,0.24846845650000002,0.219288643,0.18943374300000002,-0.0948710745
hot_tale__hot_ale3_mid_44c__1,-0.7501610753,0.5281928530000001,-0.071245341,0.1357722605
hot_tale__hot_ale3_mid_44c__2,-0.0911281645,0.485925449,-0.002275453,0.2854650045
hot_tale__hot_ale3_30c__1,-0.5579638666,0.21072264500000001,0.515020333,0.0888244745
hot_tale__hot_ale3_30c__2,-0.1162277763,0.08194114300000001,0.5286701730000001,0.14737257750000002
hot_tale__hot_ale3_37c__1,-0.22470217250000002,-0.009333,0.349377103,-0.0341578565
hot_tale__hot_ale3_37c__2,-0.4127014207,-0.19452722500000003,0.396319383,0.1189017955
hot_tale__hot_ale3_44c__1,-0.14031176210000001,0.5157548630000001,0.286434483,-0.12267522950000001
hot_tale__hot_ale3_44c__2,0.090617736,0.08085197300000001,0.302318703,-0.1418937485
hot_tale__hot_ale4_30c__1,0.6005728159,0.855894463,-0.059878781000000006,-0.3591463355
hot_tale__hot_ale4_30c__2,0.4430044618,0.842607733,0.027680622000000002,-0.2995226505
hot_tale__hot_ale4_37c__1,-0.1841162664,0.5912204630000001,-0.154360834,-0.4472478575
hot_tale__hot_ale4_37c__2,-0.2920902819,0.302125229,-0.04945323,-0.21439937050000002
hot_tale__hot_ale4_44c__1,-0.0862526571,-0.28610262000000003,0.164713793,0.1914428035
hot_tale__hot_ale4_44c__2,0.12377426030000001,-0.056523724000000004,0.075804102,0.1219007205
hot_tale__hot_ale8_30c__1,-0.2240174043,0.799678913,-0.056768665,-0.058053794500000006
hot_tale__hot_ale8_30c__2,-0.1275681011,0.826481443,-0.10699186200000001,-0.1176217075
hot_tale__hot_ale8_37c__1,-0.8175863027,0.45952306,-0.007091699000000001,-0.0756692025
hot_tale__hot_ale8_37c__2,-0.7831214776000001,0.42680426,-0.044047578000000004,-0.0424388235
hot_tale__hot_ale8_44c__1,-0.7823068289,-0.38799655600000005,0.07381628,0.3606678225
hot_tale__hot_ale8_44c__2,-0.6193919898,-0.115694289,0.140506256,0.3881329455
hot_tale__hot_ale9_mid_30c__1,0.3780623436,0.989755503,0.119931675,-0.0171176545
hot_tale__hot_ale9_mid_30c__2,0.2996236869,0.9308610030000001,0.10594186400000001,0.024780219500000002
hot_tale__hot_ale9_30c__1,1.0412598103,0.684133733,0.057352916000000004,-0.2434496105
hot_tale__hot_ale9_30c__2,0.8196774833,0.683843453,0.174084083,-0.2171794655
hot_tale__hot_ale9_mid_37c__1,-0.048397622200000004,0.602518753,-0.07088768,-0.2633924185
hot_tale__hot_ale9_mid_37c__2,-0.0727818892,0.7505160230000001,0.028525377,-0.1993657325
hot_tale__hot_ale9_37c__1,-0.025568738900000002,0.432709952,0.032825572000000004,-0.2251863155
hot_tale__hot_ale9_37c__2,0.1736799364,0.453376347,0.037217243000000004,-0.3138012415
hot_tale__hot_ale9_mid_44c__1,-0.2937831481,-0.062045193000000005,0.286125693,0.3286793945
hot_tale__hot_ale9_mid_44c__2,0.795486055,-0.396389407,0.30561196300000004,0.1371537125
hot_tale__hot_ale9_44c__1,0.8260871955,-0.34963567900000003,-0.027297961000000003,0.2043196165
hot_tale__hot_ale9_44c__2,0.9140099586,-0.13523410600000002,-0.086313521,0.0383055815
hot_tale__hot_ale10_30c__1,-0.3174550186,0.451254863,0.23749544300000003,0.1742360945
hot_tale__hot_ale10_30c__2,0.0934613631,0.533828113,0.42203483300000005,0.2046892845
hot_tale__hot_ale10_37c__1,-0.2079441729,0.29872928,0.06875389400000001,-0.3254524895
hot_tale__hot_ale10_37c__2,-0.3889427124,0.306708546,0.12083432100000001,-0.20625851950000001
hot_tale__hot_ale10_44c__1,-0.5168324214,0.04957964,-0.035753444,0.0072313685
hot_tale__hot_ale10_44c__2,0.3908502326,-0.20847917600000002,0.110043497,0.0135728445
hot_tale__hot_ale16_30c__1,0.2418459531,0.630715923,0.129309161,0.061462300500000004
hot_tale__hot_ale16_30c__2,-0.0905741647,0.6985527330000001,0.251086443,0.0795101485
hot_tale__hot_ale16_37c__1,0.02066486,0.31309343500000003,-0.022647861000000002,-0.0533457045
hot_tale__hot_ale16_37c__2,-0.2214483643,0.331032157,-0.007290675000000001,-0.11059279550000001
hot_tale__hot_ale16_44c__1,0.3017152663,0.142388748,0.039920518,0.2498183645
hot_tale__hot_ale16_44c__2,0.3980969462,0.22579321600000002,0.206041613,0.4299435455
pdhr_ale__pdhR-13_51__1,-0.0913722812,0.041137864,0.426042593,-0.1282312575
pdhr_ale__pdhR-13_51__2,-0.5454914988,0.25877903,0.345369843,-0.0017489555000000001
pdhr_ale__pdhR-14_46__1,-0.4513562048,-0.383202111,0.413744223,-0.1284979795
pdhr_ale__pdhR-14_46__2,-0.4858196145,-0.098661227,0.374689043,-0.10850641250000001
pdhr_ale__pdhR-15_51__1,-1.1155399566,0.31331580400000003,0.208151253,-0.1142150975
pdhr_ale__pdhR-15_51__2,-0.9557317535000001,0.18330173500000002,0.291227723,-0.0220606105
pdhr_ale__pdhR-16_49__1,-0.3507837823,-0.390391295,0.35863981300000003,-0.0295689625
pdhr_ale__pdhR-16_49__2,-0.17619145290000002,-0.39202611200000004,0.29102474300000003,0.06996596050000001
tcs__del_atoC_LiAcet__1,-0.9500813951,-0.664671027,0.372321163,0.11987262350000001
tcs__del_atoC_LiAcet__2,-0.7355146328000001,-0.6059585270000001,0.554500683,0.31394053850000003
tcs__del_atoC_LiCl__1,-1.0123199359,-0.856802754,0.729717593,0.1931644615
tcs__del_atoC_LiCl__2,-0.9368037804,-0.6334539220000001,0.8032040530000001,0.2529109075
tcs__del_atoC_m9__1,-1.0170887308,-0.845930668,0.699493633,0.13470229150000002
tcs__del_atoC_m9__2,-1.1121925079,-0.8777779950000001,0.8078232030000001,0.2756682365
tcs__del_baeR_etoh__1,-2.5865496663,-4.580359271,0.7253874130000001,1.8335522395
tcs__del_baeR_etoh__2,-1.8129766399,-4.616734858,0.8432000030000001,2.0021776035
tcs__del_baeR_lb__1,0.42883033730000003,-2.970390382,0.45295403300000003,0.5279175545
tcs__del_baeR_lb__2,0.2106028708,-3.21488313,0.513648663,0.5804894445000001
tcs__del_btsR_01xlb__1,2.6253273809,-0.873507802,-1.00432669,-1.5613833855
tcs__del_btsR_01xlb__2,2.5734094633,-0.7332535210000001,-1.132510871,-1.3891346095000001
tcs__del_btsR_lb__1,-4.468758318,-2.324817388,0.905930643,1.2765130405
tcs__del_btsR_lb__2,-4.2353590199,-2.016888119,0.882795573,1.2704550625
tcs__del_btsR_pyruvate__1,3.0908255835,-0.8411960460000001,-1.207481932,-1.7581450445
tcs__del_btsR_pyruvate__2,2.7605742301,-0.719839709,-1.260247428,-1.7828460925
tcs__del_cpxR_etoh__1,-2.6054141504,-4.550710786,1.209290043,1.7925485945
tcs__del_cpxR_etoh__2,-2.1673244077,-4.437634923,1.196778413,1.8005069615
tcs__del_cpxR_lb__1,0.2315350061,-3.864628881,0.560846033,0.7477895285
tcs__del_cpxR_lb__2,-0.2161394594,-3.86796052,0.640789563,0.7776630565
tcs__del_cusR_CuSO4__1,-1.8614561604,-2.7915488489999998,1.046254113,0.0859257475
tcs__del_cusR_CuSO4__2,-1.7786536178999999,-2.870571335,1.048489943,0.14349823350000002
tcs__del_cusR_lb__1,-1.8256352891,-2.746438998,0.995224693,0.9697545555
tcs__del_cusR_lb__2,-1.9849207643,-2.538323333,1.040602243,0.8775237925
tcs__del_kdpE_01-kcl__1,1.3466103585,-0.6584425610000001,0.088105161,-0.4134206025
tcs__del_kdpE_01-kcl__2,1.4413127899,-0.708355884,0.12273579200000001,-0.4331493275
tcs__del_kdpE_115-kcl__1,-0.4427145712,-1.289083233,0.04519701,-0.6108375715000001
tcs__del_kdpE_115-kcl__2,-0.5331403191,-1.163286869,-0.003365355,-0.6956772725
tcs__del_phoB_m9__1,0.2018932453,-1.076082735,0.731063943,-0.3885892615
tcs__del_phoB_m9__2,-0.0099017402,-1.1293486480000001,0.757859213,-0.4216058885
tcs__del_phoB_m9p__1,-2.2976042268,-1.559452026,-0.51730162,-1.5807294665
tcs__del_phoB_m9p__2,-2.4430682566,-1.527885144,-0.48681598000000004,-1.5887457205
tcs__del_rcsB_etoh__1,1.3966815711,-4.521711251,0.858421713,1.1254918015
tcs__del_rcsB_etoh__2,1.7004116833,-4.323496289,0.9214160130000001,1.1849148595
tcs__del_rcsB_lb__1,-1.1864728135,-3.438243162,0.6655188230000001,0.9924813635
tcs__del_rcsB_lb__2,-1.2785915761,-3.407779463,0.700550933,1.0469467445
tcs__del_zraR_lb__1,-0.2340444344,-1.422639233,0.536767573,0.8747017505
tcs__del_zraR_lb__2,0.1127180745,-0.9575911450000001,0.5696375730000001,0.8928557565
tcs__del_zraR_zncl2__1,-1.2745610947000001,-1.733823329,0.833890483,0.3764783115
tcs__del_zraR_zncl2__2,-1.2166453087,-1.803808878,0.8158754130000001,0.3439924005
tcs__wt_01-kcl__1,1.9832916939,-2.189852301,-0.04219238,-0.9376892865
tcs__wt_01-kcl__2,2.1799514016,-1.6007646800000002,-0.041591509000000006,-0.7406080245000001
tcs__wt_01xlb__1,3.8422600986,-1.2614741600000001,-1.18682151,-1.3288956045
tcs__wt_01xlb__2,3.6351139674,-1.270333648,-1.187464975,-1.3977506645
tcs__wt_115-kcl__1,0.08156116120000001,-0.823189091,-0.09970663,-0.5887920295
tcs__wt_115-kcl__2,0.0877090613,-1.024942058,-0.12142913200000001,-0.6511352485
tcs__wt_CuSO4__1,-0.8222887635,-2.3704511740000003,0.733850203,0.4310718155
tcs__wt_CuSO4__2,-0.7311535633,-2.476639334,0.730520613,0.4800872685
tcs__wt_etoh__1,0.7289923053,-3.892846311,0.575463063,1.0921585605
tcs__wt_etoh__2,0.9835887331000001,-3.841647178,0.539484413,0.9909839125000001
tcs__wt_lb__1,-1.4571419252,-3.636752627,0.9893765630000001,0.0047461995
tcs__wt_lb__2,-0.7131755843,-3.366808622,1.092255943,0.1492379845
tcs__wt_LiAcet__1,-0.5181653131,-0.78492225,0.649175273,-0.16590414350000002
tcs__wt_LiAcet__2,-1.1161521175,-1.12893876,0.406217943,-0.0736678875
tcs__wt_LiCl__1,-0.1846834278,-1.095646671,0.574315623,-0.0815533715
tcs__wt_LiCl__2,-0.5260690075000001,-1.208340721,0.6016396030000001,-0.1015387645
tcs__wt_m9p__1,-2.2825455056,-1.339070616,-0.395497808,-1.0628917865
tcs__wt_m9p__2,-2.0772778467,-1.269670861,-0.420119436,-0.9667578475
tcs__wt_pyr__1,3.9368452217,-1.494096999,-1.287916309,-1.5807947135
tcs__wt_pyr__2,4.0724404698,-1.5594622980000001,-1.163147485,-1.6930221545
tcs__wt_zncl2__1,-1.2992467229,-1.236352531,0.665530193,0.1924077455
tcs__wt_zncl2__2,-1.182354682,-1.234524521,0.6831118230000001,0.21218892550000001
ros_tale__1_112_0pq__1,0.720091774,-0.39106625700000003,0.040594261,-0.3911114745
ros_tale__1_112_0pq__2,-0.10659420130000001,-0.397391804,0.219280403,-0.43659707550000004
ros_tale__1_112_250pq__1,-1.0737651341,-1.700164219,1.110700303,-0.9780583065
ros_tale__1_112_250pq__2,-0.9221806632,-1.87256593,0.843117993,-1.2340217545
ros_tale__1_112_750pq__1,-0.8693197035,-1.9578167610000001,0.9049245530000001,-1.3495966115
ros_tale__1_112_750pq__2,-1.0575650571,-1.604475711,1.048487963,-1.4567954405
ros_tale__1_112_750pq__3,-1.1842431418000001,-1.064855121,0.7018120830000001,-1.2052133145
ros_tale__3_76_0pq__1,2.5628886635,-0.619576619,0.40668794300000005,-0.4323602815
ros_tale__3_76_0pq__2,2.2295323886,-0.64522156,0.36532405300000004,-0.3449293645
ros_tale__3_76_0pq__3,1.9094704174000001,-0.461002829,0.389190503,-0.39805806250000003
ros_tale__3_76_0pq__4,2.0343857139,-0.48543414100000004,0.43728822300000003,-0.5212387595
ros_tale__3_76_250pq__1,-1.1930274468,0.002357896,-0.610562742,-1.9343372025
ros_tale__3_76_250pq__2,-1.7296886812999999,0.9959623930000001,-0.773419076,-1.5541468725
ros_tale__3_76_750pq__1,-1.6926009879000001,-0.6640191860000001,0.051653856000000005,-0.8570549475
ros_tale__3_76_750pq__2,-2.0711579659,0.48546730200000004,-0.9425002680000001,-1.4953728025
ros_tale__7_103_0pq__1,-0.26310995400000003,-1.4551394260000001,0.7026568830000001,-1.0952503085
ros_tale__7_103_0pq__2,0.49768963120000004,-1.7659308930000002,0.947477173,-1.1767499755
ros_tale__7_103_0pq__3,-0.6108280731,-1.555215781,0.7939082030000001,-0.9968852115000001
ros_tale__7_103_0pq__4,0.0036997819,-1.948419993,1.056964733,-1.1407109545
ros_tale__7_103_250pq__1,-0.288327317,-0.28273038100000003,-0.24247490100000002,-1.2742185335
ros_tale__7_103_250pq__2,0.0723990572,-0.59570097,-0.20438087800000002,-1.0188741495
ros_tale__7_103_750pq__1,-0.23013564560000002,-0.524472442,0.088597729,-1.2752378375
ros_tale__7_103_750pq__2,-0.09882612040000001,-0.145865458,0.14973729300000002,-1.3016613505
ros_tale__9_77_0pq__1,-0.6656887117,0.705589043,-0.7757600000000001,-2.2001054905
ros_tale__9_77_0pq__2,-0.25356143200000003,0.7775984330000001,-0.573824628,-1.8967164115
ros_tale__9_77_250pq__1,-0.9497259113000001,0.357807103,-0.910153037,-1.7169205225000002
ros_tale__9_77_250pq__2,-0.3497416399,-0.967038872,-0.9544832510000001,-2.0475571795
ros_tale__9_77_750pq__1,-0.5982650241,0.748687003,-0.588176502,-1.8932122595
ros_tale__9_77_750pq__2,-0.8685625306,0.763736433,-0.8824148350000001,-2.0322037935
ros_tale__11_83_0pq__1,-2.3513016752,-1.025819035,0.767703793,-0.23276420750000001
ros_tale__11_83_0pq__2,-2.0709495443,-0.816353544,0.727341753,-0.0790302575
ros_tale__11_83_250pq__1,-2.4678035511,-1.026141811,0.616797033,-0.2821213065
ros_tale__11_83_250pq__2,-1.74494252,-1.203094197,0.8796841830000001,-0.3493332925
ros_tale__11_83_750pq__1,-2.0491698367,-2.030618167,0.9722065830000001,-0.3047517495
ros_tale__11_83_750pq__2,-2.4049732424,-1.825397699,1.096863553,-0.2476662155
ros_tale__13_87_0pq__1,-2.958620488,-0.022733217,0.40261139300000004,-0.6445179135
ros_tale__13_87_0pq__2,-2.8717300724,0.26424009,0.201186783,-0.6439962485
ros_tale__13_87_250pq__1,-3.3143231106,-0.259379678,0.613315693,-0.4114107775
ros_tale__13_87_250pq__2,-2.6886758046,-0.386375952,0.806008833,-0.42328810250000004
ros_tale__13_87_750pq__1,-2.4745979113,-0.826000818,1.099164733,-0.45309646750000004
ros_tale__13_87_750pq__2,-2.4345885512,-0.9245689260000001,1.124829123,-0.4707800525
ros_tale__14_27_0pq__1,-1.3175751426,-0.16598346900000002,-0.037079376000000004,-0.3357135055
ros_tale__14_27_0pq__2,-1.022372475,-0.167376192,-0.11367244900000001,-0.2646260755
ros_tale__14_27_250pq__1,-1.5523237241999999,-1.019402408,0.407816973,-0.4714697265
ros_tale__14_27_250pq__2,-0.8411835678,-0.8759214550000001,0.321498873,-0.4657785015
ros_tale__14_27_750pq__1,3.2113570102,-2.864287473,0.963881143,-1.4504610815
ros_tale__14_27_750pq__2,3.1223618744,-2.817300316,1.226371643,-1.6301569775
ros_tale__16_28_250pq__1,-0.7510945488,0.06710132,0.654686623,-0.5235758025
ros_tale__16_28_250pq__2,-0.47129822930000004,0.096236155,0.625724853,-0.5220146555
ros_tale__16_32_0pq__1,-2.0833807864,-1.9749570950000002,1.494979073,-0.6231376805000001
ros_tale__16_32_0pq__2,-1.8824111711,-1.690103662,1.442336843,-0.5908580925
ros_tale__16_32_0pq__3,-0.5567750770000001,0.43274787000000003,0.607936503,-0.1770220055
ros_tale__16_32_0pq__4,-0.7192797685,0.420603628,0.622877623,-0.2878558855
ros_tale__16_32_250pq__1,-0.6427165931000001,0.243415495,0.496195963,-0.24676026250000002
ros_tale__16_32_250pq__2,-0.9817960530000001,0.180824218,0.602191523,-0.2626083105
ros_tale__16_32_750pq__1,-0.7799090540000001,-0.17107552,0.625901413,-0.6754330605000001
ros_tale__16_32_750pq__2,-0.8550135728,-1.172690283,1.045357503,-0.6373685925
ros_tale__17_104_0pq__1,-0.8740032257,-1.2421107,1.6003325529999999,-0.5634520925000001
ros_tale__17_104_0pq__2,-1.1014582627,-1.362886894,1.598090103,-0.5936830155
