,A,DecR
ecoli_00422,-0.7148600864,-0.102805642
ecoli_00423,-0.5564553990000001,-0.8994882890000001
ecoli_00424,-0.38992674520000004,-0.7326537860000001
ecoli_00425,-1.0648112293,-0.9214956460000001
ecoli_00426,-1.0746896514,-0.773162825
ecoli_00427,-0.6254698946,-1.005652498
ecoli_00428,-0.680660394,-0.690497266
ecoli_00429,-0.7077493208000001,-0.7495436590000001
ecoli_00430,-0.8435729396,-0.607081478
ecoli_00431,-1.0196013267,0.205625668
ecoli_00432,-0.6257403056,-0.35890293
ecoli_00433,-0.7540844197000001,0.016889376
ecoli_00434,-0.984356176,-0.251647426
ecoli_00435,-0.9693993316,-0.6686150580000001
ecoli_00436,-0.4584808662,-0.8089222260000001
ecoli_00437,-0.6903222541,-1.169145687
ecoli_00438,-0.7766803777,-1.275098215
ecoli_00439,-2.0896497247,-0.5739059430000001
ecoli_00440,-1.3407857541000001,-0.7265388230000001
ecoli_00441,-0.31286565920000003,-0.7863857030000001
ecoli_00442,-0.8684570596000001,-0.9949318640000001
ecoli_00443,-0.5760031966,-1.24106207
ecoli_00444,-0.5494995699,-1.1908561610000001
ecoli_00445,-0.6673335709,-0.20254912900000002
ecoli_00446,-0.7498381121000001,-0.039689898
ecoli_00447,-1.6135357258,-1.3540011220000001
ecoli_00448,-1.4573507331,-1.729005423
ecoli_00449,-0.8885318919,-1.690859707
ecoli_00450,-0.45556235370000003,-1.36552726
ecoli_00451,-1.176745427,-1.797107138
ecoli_00452,-1.2961285873000001,-1.790185299
ecoli_00453,-0.5387261631,-1.690811134
ecoli_00454,-0.33212104810000004,-1.382635042
ecoli_00455,1.3419491642999999,-1.503003023
ecoli_00456,1.4620851289,-1.608248316
ecoli_00457,1.1236034875,-1.330405577
ecoli_00458,1.6019372262,-1.354402222
ecoli_00459,1.4571220297,-1.166852943
ecoli_00460,1.1583688106,-1.065068982
ecoli_00461,4.7663202772,-0.032151033
ecoli_00462,4.6029177911,0.14170465100000001
ecoli_00463,2.7021271594,-1.277380268
ecoli_00464,2.4838487999,-0.92873028
ecoli_00465,-1.23589161,0.327061219
ecoli_00466,-1.1917180856,0.19216585300000003
ecoli_00467,4.9635407379,-0.291539109
ecoli_00468,5.0801452812,-0.26051555
ecoli_00469,-1.9784100926,0.5553206930000001
ecoli_00470,-2.1748227228,0.6258201999999999
ecoli_00471,7.8730424301,0.07502148900000001
ecoli_00472,7.060881865,0.22708427
ecoli_00473,2.9226739564,-0.605474464
ecoli_00474,2.8613125422000003,-1.235688284
ecoli_00475,0.38903903360000003,0.41319123700000004
ecoli_00476,0.7841411304,0.874870699
ecoli_00477,3.5403481092,-0.86465073
ecoli_00478,3.4667104588,-0.8845813370000001
ecoli_00479,-0.8029964748,-0.863350559
ecoli_00480,-1.0194406218,-0.8528374940000001
ecoli_00481,0.1275759708,-0.7326208670000001
ecoli_00482,0.4959543234,-0.529328951
ecoli_00483,1.187497563,-1.115452269
ecoli_00484,0.8621767383000001,-1.137644986
ecoli_00485,2.9764834688,-0.238733981
ecoli_00486,2.5720506912000003,-0.157736707
ecoli_00487,2.3972278118,0.6771669100000001
ecoli_00488,2.5466062739,0.63468177
ecoli_00489,1.7052224746,-1.072549264
ecoli_00490,1.6614675604,-0.752645189
ecoli_00491,0.18962341230000002,-1.016427825
ecoli_00492,0.6901278425,-0.9930074280000001
ecoli_00493,-0.3365485499,-0.179674416
ecoli_00494,-0.3689136743,-0.028728238000000003
ecoli_00495,-0.9402948869000001,-0.366521354
ecoli_00496,-0.9153944773,-0.46264729200000004
ecoli_00497,-1.8366073527000002,0.571408329
ecoli_00498,-1.7955271821,0.5865791140000001
ecoli_00499,0.1300406873,-0.416953094
ecoli_00500,0.172275495,-0.12127686200000001
ecoli_00501,0.9869912889,0.06843035900000001
ecoli_00502,1.3424427642,0.13349264900000002
ecoli_00503,2.0256350678,0.36184961600000004
ecoli_00504,1.5015567378,0.44515248900000004
ecoli_00505,0.1131866987,-1.19064045
ecoli_00506,-0.0069814899,-0.9008701170000001
ecoli_00507,0.4548079893,-1.4987196630000001
ecoli_00508,1.0018735762,-1.336840992
ecoli_00509,1.0818003763,-1.406929401
ecoli_00510,1.2603883876,-1.250417609
ecoli_00511,1.7753557565,0.08930919100000001
ecoli_00512,1.7425908556,0.19241165500000001
ecoli_00513,-2.1858668896,0.5394840940000001
ecoli_00514,-2.0118153116,0.5329594160000001
ecoli_00515,-0.1002692845,-0.175184792
ecoli_00516,-0.2373292753,-0.2817463
ecoli_00517,-1.3084311927,-1.2645048349999999
ecoli_00518,-1.1814113194,-1.349024478
ecoli_00519,-0.016505261,0.361709632
ecoli_00520,0.3133099744,0.303859386
ecoli_00521,0.3720186897,0.26343129800000004
ecoli_00522,-0.0812319608,0.44475158200000003
ecoli_00523,-0.9976273967,0.163305425
ecoli_00524,-2.5191490495,-1.18684605
ecoli_00525,-2.7079019621000002,-1.7333359380000002
ecoli_00526,-2.4517307449,-1.747181786
ecoli_00527,-2.2546943643,-1.327421256
ecoli_00528,-1.3533108603000001,1.173469009
ecoli_00529,-2.6729961082,0.337408729
ecoli_00530,-1.4197479966,-0.449530923
ecoli_00531,-2.8965033515,-0.47298034200000005
ecoli_00532,-0.6900973567,-0.841756948
ecoli_00533,0.36422591330000004,-1.254087436
ecoli_00534,-0.4477980378,-1.070285931
ecoli_00535,-0.1380148463,-1.388462448
ecoli_00536,-1.2528476167,0.39878474900000005
ecoli_00537,-0.9460176565,0.602031106
ecoli_00538,-1.1885935484,0.24239573
ecoli_00539,-0.654130097,0.320615765
ecoli_00540,-0.6345748032,0.421654436
ecoli_00541,-0.9856319371000001,-0.033278214
ecoli_00542,-2.7984374904,1.194967074
ecoli_00543,-2.8394541473,1.157205906
ecoli_00544,-1.7701202609000002,0.935332318
ecoli_00545,-2.0405573657,1.254788502
ecoli_00546,-1.9075146319,-1.856240644
ecoli_00547,-2.3517870401,-2.076210462
ecoli_00548,-1.8101074498,-0.123905386
ecoli_00549,-1.296510551,-0.303560832
ecoli_00550,-0.5992555226,-0.06445205
ecoli_00551,-1.168322915,-0.21064316600000002
ecoli_00552,-1.1340629102,-1.713344865
ecoli_00553,-2.1497875287,-1.654869083
ecoli_00554,-1.2497898081,-0.36056978
ecoli_00555,-1.117064249,-0.254627262
ecoli_00556,-1.00364458,-0.167186006
ecoli_00557,-1.5818433107,-0.294622394
ecoli_00558,-0.5826936875000001,-1.242423028
ecoli_00559,-0.3667838375,-1.165763423
ecoli_00560,3.8348376591,0.737635559
ecoli_00561,3.1843267476,0.782566285
ecoli_00562,3.9036047832,2.415862564
ecoli_00563,4.7965000724,2.639618391
ecoli_00564,-1.5219934985,0.351620757
ecoli_00565,-1.3183518954,0.38194363000000003
ecoli_00566,0.32688020160000003,-1.339874124
ecoli_00567,-0.2046200684,-1.553757035
ecoli_00568,-2.0458641828,-1.094850936
ecoli_00569,-2.0731449278,-0.8078372410000001
ecoli_00570,-1.1562945213,0.9022541690000001
ecoli_00571,-0.7639972391000001,0.9388755670000001
ecoli_00572,-0.7523042336,0.178118521
ecoli_00573,0.15359418930000002,-0.053018247000000004
ecoli_00574,-0.9579946871,-2.729679161
ecoli_00575,-0.8626035478,-2.79955091
ecoli_00576,-0.9145172193000001,-1.037933055
ecoli_00577,-0.5119589774000001,-0.159086361
ecoli_00578,-0.4795775579,-0.026047628000000003
ecoli_00579,-1.2909460662,0.39472337900000004
ecoli_00580,-1.3737347432,-0.340849879
ecoli_00581,-1.3973271298,-0.70289132
ecoli_00582,0.3082644048,0.6417649980000001
ecoli_00583,-0.1372153045,0.559610526
ecoli_00584,-0.14619634480000002,-1.393346964
ecoli_00585,0.3200627257,-1.5117710720000002
ecoli_00586,-2.1240854268,-0.78192702
ecoli_00587,-1.7840281536,-0.9640832500000001
ecoli_00588,-0.6859064785,0.95986255
ecoli_00589,-1.3136767626,0.74836888
ecoli_00590,-0.4612804052,1.033061072
ecoli_00591,-0.6448499002,1.067048628
ecoli_00592,-0.8083388177,-2.23323032
ecoli_00593,-0.9305195556,-2.268998478
ecoli_00594,-0.015471428700000001,-0.179881961
ecoli_00595,0.0461622755,-0.48769320200000005
ecoli_00596,-0.2314947565,-0.272678379
ecoli_00597,-0.7395637917,-0.01974585
ecoli_00598,1.4543579587,0.500688298
ecoli_00599,1.528047955,0.872037151
ecoli_00600,-2.042053569,-1.169181287
ecoli_00601,-3.2127866479,-1.5938643909999999
ecoli_00602,-3.1435168136,0.207984427
ecoli_00603,-3.0301165568,-0.121819644
ecoli_00604,-2.3700578381,0.47936372600000005
ecoli_00605,-3.1149974795,0.24425563100000003
ecoli_00606,-3.253183441,-1.456377781
ecoli_00607,-2.2675907423,-1.356461422
ecoli_00608,-3.5614614525,0.5107344810000001
ecoli_00609,-2.583346397,0.728240097
ecoli_00610,-2.5568331658,0.6032028890000001
ecoli_00611,-2.2895414712,0.699555436
ecoli_00612,-2.4464186308,-0.16162695300000002
ecoli_00613,-1.4161770436,-0.007949178000000001
ecoli_00614,-1.0176523894,1.190213277
ecoli_00615,-0.9670941371,0.6104307870000001
ecoli_00616,-1.0018060599,1.378604536
ecoli_00617,-0.9077241337,1.264340783
ecoli_00618,-1.5372056433,-1.006376963
ecoli_00619,-1.2391408386,-1.324147433
ecoli_00620,0.7421497155,1.729119397
ecoli_00621,1.1065851901000001,1.69250869
ecoli_00622,0.077566411,-0.083227506
ecoli_00623,0.3416315768,-0.11421837100000001
ecoli_00624,0.8765934843000001,0.257588399
ecoli_00625,1.010998092,0.26509168
ecoli_00626,-0.509721316,-0.002539032
ecoli_00627,-0.3018560625,-0.111385653
ecoli_00628,0.6490004138000001,0.368202562
ecoli_00629,1.4219911245,0.179257141
ecoli_00630,-0.0270213537,-0.009892291000000001
ecoli_00631,0.30426857700000004,0.05084988
ecoli_00632,0.15700947040000002,0.12364439
ecoli_00633,-0.0042410928,0.138485836
ecoli_00634,-0.2968463623,-0.244457891
ecoli_00635,-0.310078782,-0.11045213300000001
ecoli_00636,0.4225540735,-0.005074114
ecoli_00637,-0.017337297800000002,0.21662040500000002
ecoli_00638,0.4418129233,0.079681183
ecoli_00639,0.49600532220000004,-0.050411514000000004
ecoli_00640,0.6343307392,0.18954674200000002
ecoli_00641,1.3207694132,0.29771925600000004
ecoli_00642,-0.0865024788,0.021109293
ecoli_00643,-0.12717003570000002,0.029576857
ecoli_00644,0.2936709281,-0.077643424
ecoli_00645,0.2869857685,-0.106876282
ecoli_00646,0.0873548633,0.045996743
ecoli_00647,0.4085821912,-0.12196933600000001
ecoli_00648,0.0007082501,0.21473656
ecoli_00649,0.49443946180000004,0.34170877800000005
ecoli_00650,0.0330425567,-0.10902196600000001
ecoli_00651,0.312469161,0.035427263
ecoli_00652,1.4831576207000001,1.125082216
ecoli_00653,0.4997452472,0.812763664
ecoli_00654,0.1930224304,-0.10004421100000001
ecoli_00655,0.3489045113,0.014985789000000001
ecoli_00656,0.2926662946,0.313026126
ecoli_00657,0.23461078270000002,0.29822543
ecoli_00658,-0.6131812809,-0.23755420200000002
ecoli_00659,-0.0170998932,0.11965347600000001
ecoli_00660,0.8165660295,0.314452736
ecoli_00661,1.1143458397,0.7662642540000001
ecoli_00662,-0.46816069120000003,-0.267135197
ecoli_00663,-0.0820553948,-0.19123710700000002
ecoli_00664,1.5819987393,0.768432215
ecoli_00665,1.8482332528,0.9365423070000001
ecoli_00666,0.352530872,-0.07122557900000001
ecoli_00667,0.6522280961,0.128754909
ecoli_00668,2.3320665845,1.17422858
ecoli_00669,1.2745664482999999,0.28501489900000004
ecoli_00670,0.152405649,0.096701034
ecoli_00671,-0.0481237111,0.179702933
ecoli_00672,1.6571424943,-0.016458275
ecoli_00673,1.9842653121,0.540347427
ecoli_00674,0.19812347400000002,0.131529476
ecoli_00675,-0.181069967,-0.05291483600000001
ecoli_00676,0.0346970722,0.189447372
ecoli_00677,0.12938938190000002,0.206007144
ecoli_00678,1.2517139818,0.310582762
ecoli_00679,1.4509927568,0.18109524300000002
ecoli_00680,0.6160429363000001,-0.0017172810000000002
ecoli_00681,0.9945508048,0.257517887
ecoli_00682,0.052419280900000004,-0.192266608
ecoli_00683,0.0985012344,-0.047959426000000006
ecoli_00684,0.2370145103,-0.17396809700000002
ecoli_00685,0.9909432957000001,-0.215244239
ecoli_00686,-0.2667187053,0.067612078
ecoli_00687,0.34300204170000004,0.477181534
ecoli_00688,-0.3092344352,0.539368254
ecoli_00689,-0.21843568970000002,0.480195215
ecoli_00690,0.9633865994,0.800761009
ecoli_00691,1.1728606455,0.698750402
ecoli_00692,1.4296446307,0.789962365
ecoli_00693,1.9315188632,1.283422573
ecoli_00694,2.8356457692,1.711240223
ecoli_00695,3.7839452447,1.658616156
ecoli_00696,0.8850862198,0.6851501
ecoli_00697,0.6242041416,0.525436782
ecoli_00698,-0.44290147160000004,0.021823584
ecoli_00699,0.09394482600000001,0.349006621
ecoli_00700,-0.1912919599,0.027840327
ecoli_00701,-0.1026621697,-0.21659776600000002
ecoli_00702,1.1152942102,0.192460328
ecoli_00703,1.7823967325,0.348412904
ecoli_00704,0.4872277907,0.18961290800000002
ecoli_00705,0.47102192740000004,0.116515872
ecoli_00706,-0.09467379740000001,0.02101048
ecoli_00707,-0.16679926520000002,0.035003391
ecoli_00708,0.1789299252,-0.019724102
ecoli_00709,-0.2556922244,-0.068682489
ecoli_00710,-0.1777413484,-0.12865041500000002
ecoli_00711,0.11652112690000001,0.23570085300000002
ecoli_00712,-0.1778497886,0.220956369
ecoli_00713,0.37533523620000003,0.376785641
ecoli_00714,2.4117882876,1.470681135
ecoli_00715,1.9837010675000002,1.546092013
ecoli_00716,-1.0123138679,-0.436212674
ecoli_00717,-0.4804401379,-1.081170924
ecoli_00718,-0.8157591555,-0.901417939
ecoli_00719,-0.6901009374,-1.126547338
ecoli_00720,-0.7682756426,-1.20364201
ecoli_00721,-0.9437669138,-1.048422696
ecoli_00722,0.6147868103,-0.869150164
ecoli_00723,1.3230472194,-0.401154389
ecoli_00724,1.2275932494,0.612845384
ecoli_00725,1.2971642855,-0.040945625
ecoli_00727,1.8028527586,0.15824427600000002
ecoli_00728,0.2499462569,0.374743989
ecoli_00729,0.45603203480000004,-0.18168647000000002
ecoli_00730,-0.1067757337,0.340000774
ecoli_00731,0.5832851522,-0.280380098
ecoli_00732,0.5470339191,-0.282486983
ecoli_00733,0.5229497172,0.572633786
ecoli_00734,0.4134368612,-0.244607763
ecoli_00735,-0.3559839655,-0.21574700100000002
ecoli_00736,-0.2044687147,-0.645691604
ecoli_00737,-0.7798520545000001,-0.17754160100000002
ecoli_00738,-0.287689181,-0.83753887
ecoli_00739,-0.27535444340000004,-0.449076697
ecoli_00740,-0.18927364500000002,-0.918516748
ecoli_00741,1.7575278222000001,-0.7821448160000001
ecoli_00742,1.6681564465,-0.8296879420000001
ecoli_00743,0.6694461888000001,-0.543159644
ecoli_00744,-0.38456550780000004,-0.712710343
ecoli_00745,-0.24647830780000002,-0.471492036
ecoli_00746,-0.3027163262,-0.48828417700000004
ecoli_00747,-0.5975227375000001,-0.834564717
ecoli_00748,0.1155970779,-0.373784435
ecoli_00749,1.0897763727,-0.5337639200000001
ecoli_00750,0.1542340227,-0.621162199
ecoli_00751,-1.9265993182,-0.58303347
ecoli_00752,-2.4581438259,-0.83760353
ecoli_00753,-1.6524553785,-0.664811656
ecoli_00754,-2.0159375657,-0.801425901
ecoli_00755,-3.0000443342,-1.440859014
ecoli_00756,-2.6989208391,-1.282017324
ecoli_00757,-0.9596332776000001,-0.8285791130000001
ecoli_00758,-1.1002190524,-0.714138836
ecoli_00759,1.5128328774000002,-0.616966302
ecoli_00760,1.6836412343,-0.587583241
ecoli_00761,-0.49297817180000003,-0.806522194
ecoli_00762,-0.9888530795,-0.882860701
ecoli_00763,-0.9095339963,-1.275762173
ecoli_00764,-0.8978055195,-0.654515787
ecoli_00765,-0.9926520696000001,-0.9889066420000001
ecoli_00766,-0.6306368671,-0.7888607
ecoli_00767,1.1130841665,0.06616087
ecoli_00768,1.6621233902,-0.114321034
ecoli_00769,-0.7317072435,-0.5705991930000001
ecoli_00770,-0.9186944039,-0.28814208
ecoli_00771,-0.6110514337,-0.585542393
ecoli_00772,-0.4244243144,-0.6980136060000001
ecoli_00773,-0.47174363960000004,-0.6838346510000001
ecoli_00774,-0.0954593846,-0.770446736
ecoli_00775,0.33254811840000004,-0.371582468
ecoli_00776,0.1219323897,-0.7573637510000001
ecoli_00777,-1.1322553461,-1.494577959
ecoli_00778,-1.0606220959,-1.579319959
ecoli_00779,-0.057148305600000004,-1.269715234
ecoli_00780,-0.0001031553,-1.292201134
ecoli_00781,-0.0678892876,-1.239265175
ecoli_00782,-0.19212060050000002,-1.101945008
ecoli_00783,0.0271519606,-0.7960024630000001
ecoli_00784,0.8384257167,-1.324839597
ecoli_00785,-0.2538563569,-1.039920318
ecoli_00786,-0.014599770500000001,-1.336990296
ecoli_00787,-0.5428269807,-1.112992265
ecoli_00788,-0.5247731549,-1.110677596
ecoli_00789,-1.2336055858,-1.414122043
ecoli_00790,-0.7827828068,-1.413890693
ecoli_00791,-0.6872018015,-1.071189618
ecoli_00792,-0.5984330082,-1.132578529
ecoli_00793,-1.2420971399,-1.5167029300000001
ecoli_00794,-0.700305701,-1.471680002
ecoli_00795,-0.6018979248,-1.055215733
ecoli_00796,-0.6329483849,-0.827807583
ecoli_00797,-0.8545322013000001,-0.85712188
ecoli_00798,-0.6407055359,-1.533939237
ecoli_00799,-1.8472807005,-1.286000354
ecoli_00800,-1.2855819006,-0.61900162
ecoli_00818,-1.5621496525,-0.645701312
ecoli_00819,-1.4819788772,-0.772818545
ecoli_00820,0.3533143433,-1.483082924
ecoli_00821,0.801326969,-0.732196803
ecoli_00822,-1.0836038974,-1.148741205
ecoli_00823,-0.8181423212000001,-1.1631172379999999
ecoli_00824,-1.0696529802,-1.114589666
ecoli_00825,-0.5081881948,-1.137140777
ecoli_00826,-1.212474408,-1.032788802
ecoli_00827,-1.4592701791,-1.415870606
ecoli_00828,-1.3367575664,-1.281044102
ecoli_00829,-1.6618570612,-1.015477684
ecoli_00830,-0.9122828953000001,-0.9494785560000001
ecoli_00831,-0.9878529876000001,-0.825792603
ecoli_00832,2.8750636255,-0.014733606000000002
ecoli_00833,4.5787242279,0.41504026400000005
ecoli_00834,-0.5932754307,-1.521272039
ecoli_00835,-0.8762454340000001,-1.152020947
ecoli_00836,-0.677356276,-1.7193112560000001
ecoli_00837,-0.4528762499,-1.4054743250000001
ecoli_00838,-0.9948695183,-1.626675042
ecoli_00839,-0.7280748267,-1.597254708
ecoli_00840,-0.4497552977,-1.143090769
ecoli_00841,-0.30389802850000003,-1.325403304
ecoli_00842,-0.5258606699,-1.418958095
ecoli_00843,-0.6622871775,-1.276766059
ecoli_00844,-0.6957437683000001,-2.037010081
ecoli_00845,-0.3446002481,-1.781456018
