,A,GntR
ml_abx__ctrl__1,-0.19187935350000002,0.1136022669
ml_abx__ctrl__2,-0.23410238960000002,0.1924133422
ml_abx__ctrl__3,0.8437123242000001,0.0276103369
ml_abx__ctrl__4,0.6699512299,0.0392602393
ml_abx__ctrl__5,-0.6240450192,-0.1383607586
ml_abx__ctrl__6,-0.4636367918,-0.2345254266
ml_abx__dox__1,0.3027187752,-0.771509455
ml_abx__dox__2,3.3491765882,-0.8682797455
ml_abx__dox__3,1.8729784715000002,-0.841696859
ml_abx__glob__1,-2.6240408741,0.036768119200000005
ml_abx__glob__2,-0.8863798298000001,0.13765069900000002
ml_abx__glob__3,-2.211453227,-0.14136394300000002
ml_abx__lvx__1,-1.6925141008,0.248749399
ml_abx__lvx__2,0.1986863815,0.0370865779
ml_abx__lvx__3,-2.0730721319,0.0751930247
ml_abx__mec__1,-0.7642601405,0.1528466868
ml_abx__mec__2,0.508443402,-0.0499151549
ml_abx__mec__3,-1.2045837931,-0.1286390958
ml_abx__mem__1,-0.3780930172,0.23840564460000002
ml_abx__mem__2,0.6302385799,-0.062320211800000004
ml_abx__mem__3,-0.5840161509,-0.2717571076
ml_abx__nit__1,-5.4498371356,-0.2562382795
ml_abx__nit__2,-3.0516379381,0.3125138811
ml_abx__nit__3,-3.0777657217,0.0469216754
ml_abx__ntx__1,-5.454303565,0.12222588470000001
ml_abx__ntx__2,-3.5786919624999998,0.7065121817000001
ml_abx__nor__1,-2.0223429108,0.42109084620000004
ml_abx__nor__2,0.32001550300000003,0.4207169068
ml_abx__nor__3,-2.091099918,0.1209556668
ml_abx__pb__1,-3.6783697593999998,0.012890478
ml_abx__pb__2,-0.9179544137000001,-0.0226121414
ml_abx__pb__3,-2.0613491352,-0.0578752577
ml_abx__tmp__1,-0.7993927204,-0.1931176385
ml_abx__tmp__2,0.12145878400000001,-0.6590454576
ml_abx__tmp__3,-1.085763483,-1.0130454
mut_abx__del_mutS_000nor__1,-0.5426963905000001,-0.1200762863
mut_abx__del_mutS_000nor__2,-0.190256786,-0.0170028263
mut_abx__del_mutS_000nor__3,0.7329531766,0.13707911250000002
mut_abx__del_mutS_125nor__1,-0.5395328504,-0.22985427630000002
mut_abx__del_mutS_125nor__2,-1.0331811091,-0.17253792980000002
mut_abx__del_mutS_125nor__3,-1.0166884691,-0.1666950724
mut_abx__del_mutS_250nor__1,-1.4996715014,-0.4142678231
mut_abx__del_mutS_250nor__2,-0.1781848819,-0.42175689
mut_abx__del_mutS_250nor__3,-1.1783780993,-0.16905251740000002
mut_abx__del_mutS_375nor__1,-0.6484708392,-0.46426559970000003
mut_abx__del_mutS_375nor__2,-0.1292401682,-0.3439479238
mut_abx__del_mutS_375nor__3,-0.09895460860000001,-0.5066722748
mut_abx__del_mutS_500nor__1,-0.5932002275,-0.6297059248
mut_abx__del_mutS_500nor__2,0.42077850710000003,-0.5978467171
mut_abx__del_mutS_500nor__3,-0.49276762900000004,-0.7700088462
mut_abx__del_mutS_625nor__1,-0.5270375754000001,-0.5611585457
mut_abx__del_mutS_625nor__2,-0.2025096063,-0.5478706229
mut_abx__del_mutS_625nor__3,-0.5534430744000001,-0.4333302036
mut_abx__del_mutS_750nor__1,-1.0038879455,-0.3370530577
mut_abx__del_mutS_750nor__2,-1.1551322017,-0.0696531403
mut_abx__del_mutS_750nor__3,-1.3677213772,-0.28903175340000004
mut_abx__del_mutS_875nor__1,-0.3844072904,-0.0213695183
mut_abx__del_mutS_875nor__2,-1.0133112077,0.0692553647
mut_abx__del_mutS_875nor__3,-0.7779290468000001,-0.39685191140000003
nit_yeaG__wt_Nminus__1,0.198003739,0.5431194285000001
nit_yeaG__wt_Nminus__2,-0.198003739,-0.5431194285000001
nit_yeaG__wt_Nplus__1,-3.9680467348,-1.8229455482999999
nit_yeaG__wt_Nplus__2,-2.4811933483,-1.6729988618
nit_yeaG__del_yeaG_Nminus_24h__1,-3.0700975052,0.212279126
nit_yeaG__del_yeaG_Nminus_24h__2,-2.5596927355,-0.40002444200000004
nit_yeaG__del_yeaG_Nminus_24h__3,-2.7000486267,0.4989296635
nit_yeaG__del_yeaG_Nminus__1,-0.9201404583,-0.0887874058
nit_yeaG__del_yeaG_Nminus__2,-0.6236443422,-0.7435537022
nit_yeaG__del_yeaG_Nplus__1,-3.8931268203,-1.6521519345
nit_yeaG__del_yeaG_Nplus__2,-2.3342737703,-2.0002231733
opex__amp__1,0.6902518748,0.1938911203
opex__amp__2,-0.017236210800000002,0.0230555517
opex__amp__3,0.4272813894,-0.0633247094
opex__bak_amp__1,0.5216236284,0.17765390450000001
opex__bak_amp__2,0.5645830957,-0.0445807973
opex__bak_amp__3,0.9591042153,0.0881894793
opex__bak_kan__1,0.7168000051,0.1343810974
opex__bak_kan__2,0.3512382801,0.0915291324
opex__bak_kan__3,0.4863346839,-0.06811929400000001
opex__bak_nor__1,0.5088104682,0.1305613906
opex__bak_nor__2,1.1551675191,0.12526113960000002
opex__bak_nor__3,0.9416708877000001,0.3006994555
opex__bak_rif__1,1.5189788196,0.0283211232
opex__bak_rif__2,1.6578323561000001,-0.0447634399
opex__bak_rif__3,1.9090866423000001,-0.0677015537
opex__chx_amp__1,-0.49838238960000003,0.2614637669
opex__chx_amp__2,1.031635602,0.2204174144
opex__chx_amp__3,0.43430522860000004,-0.0077941864
opex__chx_kan__1,0.1290329405,0.22750276630000002
opex__chx_kan__2,0.2458199361,-0.0337337657
opex__chx_kan__3,0.6919807008000001,-0.0051106984000000005
opex__chx_nor__1,0.8946981528,0.1326737976
opex__chx_nor__2,0.2907860807,-0.0439772017
opex__chx_nor__3,0.9769323550000001,0.0819073664
opex__chx_rif__1,0.045567598200000003,0.1143894985
opex__chx_rif__2,0.5442809715,0.1033594875
opex__chx_rif__3,0.6723521947000001,-0.0218013159
opex__ctrl__1,0.0947275814,0.0616236532
opex__ctrl__2,-0.1696932263,-0.128002037
opex__ctrl__3,0.0749656449,0.0663783837
opex__etoh_amp__1,1.0110156496,0.1518066116
opex__etoh_amp__2,1.0644093672,0.2627813861
opex__etoh_amp__3,-0.188075068,-0.0754077508
opex__etoh_kan__1,1.0264180976,0.2007364505
opex__etoh_kan__2,0.6490882913,0.1963967467
opex__etoh_kan__3,0.6016282015000001,0.26326126780000003
opex__etoh_nor__1,0.4446671746,0.0485694837
opex__etoh_nor__2,1.3073221593,-0.0350118279
opex__etoh_nor__3,0.8481228459,0.08514354140000001
opex__etoh_rif__1,2.1061171499,-0.4203380412
opex__etoh_rif__2,2.0118135588,-0.270032902
opex__etoh_rif__3,1.9085585539,-0.0756273097
opex__glual_amp__1,-0.1342973846,0.2141299314
opex__glual_amp__2,0.3264389312,0.2473130056
opex__glual_amp__3,0.1579023527,0.0406950306
opex__glual_kan__1,0.13294523660000002,0.2247837434
opex__glual_kan__2,0.5503430751,0.0988776718
opex__glual_kan__3,0.12995090310000001,0.15890341090000001
opex__glual_nor__1,0.2463976246,0.054405654000000005
opex__glual_nor__2,0.046628122,0.2525085036
opex__glual_nor__3,0.1251477313,0.0406422199
opex__glual_rif__1,1.5655689266000001,-0.24391378870000002
opex__glual_rif__2,1.3165275481,-0.2654235775
opex__glual_rif__3,2.4091450701,-0.2585033459
opex__h2o2_amp__1,0.9959149445000001,0.34882570300000004
opex__h2o2_amp__2,1.3614156837,0.3002258137
opex__h2o2_amp__3,0.4547648177,0.2498704089
opex__h2o2_kan__1,1.4814782296,0.3067789583
opex__h2o2_kan__2,1.2574169437,0.37127477680000004
opex__h2o2_kan__3,2.1259866147,0.4374437232
opex__h2o2_nor__1,1.8526075284,0.2253409741
opex__h2o2_nor__2,1.811430823,0.5093781349000001
opex__h2o2_nor__3,2.1481991937,0.5342211923
opex__h2o2_rif__1,2.1683455688,-0.8082996496
opex__h2o2_rif__2,3.077350135,-0.0713632374
opex__h2o2_rif__3,2.4829790971,-0.2355709675
opex__ippoh_amp__1,-1.1466896834,0.4509954029
opex__ippoh_amp__2,1.076756092,0.09920113950000001
opex__ippoh_amp__3,1.7927042975,0.397383645
opex__ippoh_kan__1,0.9303153374,-0.004350149
opex__ippoh_kan__2,2.0258829737,0.2699189509
opex__ippoh_kan__3,1.270372578,0.1985669531
opex__ippoh_nor__1,0.9477258729,0.30248409460000003
opex__ippoh_nor__2,1.6006036428,0.12829099830000001
opex__ippoh_nor__3,2.0426086021,0.2959336577
opex__ippoh_rif__1,1.6862565557,-0.3617683057
opex__ippoh_rif__2,2.1519776909,-0.33155864360000004
opex__ippoh_rif__3,2.3433352754,-0.3316883957
opex__kan__1,0.7540310054,-0.046816826000000006
opex__kan__2,0.9410744214000001,0.0315211959
opex__kan__3,0.8634340386,0.014351582500000001
opex__nor__1,0.4575018055,-0.020619576900000002
opex__nor__2,1.7306754314,0.29575357750000003
opex__nor__3,0.5897681443,0.147601472
opex__paa_amp__1,0.11879761550000001,0.0971509058
opex__paa_amp__2,-0.0774549824,0.0914313035
opex__paa_amp__3,0.6309904816,-0.1696467626
opex__paa_kan__1,1.6529318084,-0.2645182095
opex__paa_kan__2,1.5926149422,-0.337014969
opex__paa_kan__3,1.9179927902,-0.25407897760000003
opex__paa_nor__1,-0.2223777667,0.15029630200000002
opex__paa_nor__2,1.1241134198,0.0317634432
opex__paa_nor__3,0.27316325140000003,0.18916182550000002
opex__paa_rif__1,1.8427016648999999,-0.34937696960000003
opex__paa_rif__2,1.4683194995,-0.3344987748
opex__paa_rif__3,1.5794006687,-0.4774351073
opex__phenol_amp__1,0.5728341939,-0.0915332185
opex__phenol_amp__2,1.0704991155,-0.2115826086
opex__phenol_amp__3,1.3546427973,-0.1471100884
opex__phenol_kan__1,1.9465063125,-0.0809399268
opex__phenol_kan__2,-0.9480616075,0.0156358599
opex__phenol_kan__3,0.6073989304,-0.146848936
opex__phenol_nor__1,1.3071173176,0.0408802996
opex__phenol_nor__2,1.0770402654,-0.1064911635
opex__phenol_nor__3,0.9560262281,0.3204230239
opex__phenol_rif__1,2.5745590736,-0.8838852883
opex__phenol_rif__2,1.4818761063,-0.2776809329
opex__phenol_rif__3,1.9156546737000002,-0.6088060164
opex__pvpi_amp__1,0.1040995641,-0.24903571470000002
opex__pvpi_amp__2,0.9346406772,-0.07791861130000001
opex__pvpi_amp__3,-1.4988255228,-0.1747283237
opex__pvpi_kan__1,1.4141483282,0.14326206900000002
opex__pvpi_kan__2,-0.2299729019,0.0377813693
opex__pvpi_kan__3,0.2964568528,0.3111764479
opex__pvpi_nor__1,1.3287618646000001,0.1785340373
opex__pvpi_nor__2,0.2019235044,0.11981971890000001
opex__pvpi_nor__3,-0.7121174545000001,0.19299006770000002
opex__pvpi_rif__1,0.8654659892000001,-0.6766304146000001
opex__pvpi_rif__2,1.8533733573000002,-0.4882252443
opex__pvpi_rif__3,1.0465285039,-0.3810058632
opex__rif__1,2.1653113428,-0.39968218800000005
opex__rif__2,2.7567943667,-0.2812954643
opex__rif__3,1.657615628,-0.3190339077
opex__naocl_amp__1,0.7388878137,0.1975956969
opex__naocl_amp__2,0.5470888009,0.0963946057
opex__naocl_amp__3,0.6999528679,0.11316251840000001
opex__naocl_kan__1,1.1534295095,0.0236169256
opex__naocl_kan__2,0.5401789775,0.1627401516
opex__naocl_kan__3,0.5486837654,0.027974873600000002
opex__naocl_nor__1,0.3484155773,0.0322186062
opex__naocl_nor__2,1.0120867147000001,0.1365825473
opex__naocl_nor__3,0.9088015171,0.1318228876
opex__naocl_rif__1,2.9535935244,-0.360289301
opex__naocl_rif__2,3.1772462564,-0.4317739386
opex__naocl_rif__3,4.0763537528,-0.4134782354
phage_lysogen__wt_ctrl__1,0.4284537057,-0.1272599377
phage_lysogen__wt_ctrl__2,0.1041505538,-0.08425120080000001
phage_lysogen__wt_ctrl__3,-0.5326042596,0.2115111385
phage_lysogen__O104_H4__1,-0.4060664735,-0.0855125971
phage_lysogen__O104_H4__2,-0.8742757686,-0.1848979903
phage_lysogen__O104_H4__3,-1.1577018147,0.2674032315
phage_lysogen__O157_H7_PA8__1,-0.3249966235,-0.24815645120000002
phage_lysogen__O157_H7_PA8__2,-1.0370369836,-0.1708258001
phage_lysogen__O157_H7_PA8__3,-1.0230367533,0.48893852720000003
phage_resist__ygbE_oe__1,-2.7442861214,-0.0083483486
phage_resist__wt__1,-2.5675521199,-0.2884925068
phage_resist__wt__2,0.5171106665,-0.1269350233
phage_resist__wt__3,0.9528001767000001,0.1299773301
phage_resist__wt__4,1.0976412767000001,0.2854502
phage_resist__ygbE_oe__2,-1.6638913212,0.1534316443
phage_resist__ygbE_oe__3,-1.2248467585,0.0234407472
phage_resist__ygbE_oe__4,-0.923158554,-0.0724240864
phage_resist__yahA_oe__1,-4.4095353868,-0.11246220330000001
phage_resist__yahA_oe__2,-4.8626987373,-0.0558661186
phage_resist__yahA_oe__3,-4.870193156,-0.2099596467
phage_resist__yrfF_ko__1,0.0669641299,-0.0348942062
phage_resist__yrfF_ko__2,-0.2598626086,0.0471083509
phage_resist__yrfF_ko__3,1.0524788157,0.1757626645
pollution__wt_ctrl__1,-0.1800582815,0.0540356735
pollution__wt_ctrl__2,-0.5318313877,-0.2854968203
pollution__wt_ctrl__3,0.7118896692000001,0.23146114680000002
pollution__wt_urban__1,0.0631752664,0.1948419181
pollution__wt_urban__2,-0.09394496220000001,0.3284092195
pollution__wt_urban__3,0.0761605367,0.1484130623
pollution__wt_diesel__1,0.7887255467000001,0.1842694372
pollution__wt_diesel__2,0.3723616493,0.21722327330000002
pollution__wt_diesel__3,0.1827887129,0.023775998200000002
pollution__evo_diesel__1,2.5464235722,-0.075411927
pollution__evo_diesel__2,2.7319015514,-0.2733738652
pollution__evo_diesel__3,3.5311774119,-0.2524467031
ppGpp__wt_relAtrunc_00m__1,-0.02870303,0.1150934837
ppGpp__wt_relAtrunc_00m__2,-0.24134254870000002,0.0903317441
ppGpp__mut_delrelA_10m__1,-1.3784472215,0.2986732736
ppGpp__mut_delrelA_05m__1,-1.1313682923,0.15347040550000002
ppGpp__mut_delrelA_10m__2,-1.3453158598,0.1320296059
ppGpp__mut_delrelA_10m__3,-1.6805076791,0.4001416618
ppGpp__mut_delrelA_00m__1,-0.9792260473000001,0.2961407524
ppGpp__mut_delrelA_00m__2,-1.2182119584,0.1804712578
ppGpp__mut_delrelA_05m__2,-1.0924815571,0.1061299326
ppGpp__mut_delrelA_05m__3,-1.2565226842000001,0.2631240245
ppGpp__mut_delrelA_00m__3,-0.6076466501000001,0.1947512587
ppGpp__wt_delrelA_10m__1,-2.2104602598,0.3708425837
ppGpp__wt_delrelA_05m__1,-2.3446308864,0.18693194700000001
ppGpp__wt_delrelA_05m__2,-2.3133974927,0.3155027096
ppGpp__wt_delrelA_10m__2,-1.9801396899,0.6515364928
ppGpp__wt_delrelA_10m__3,-2.223865257,0.6347670011000001
ppGpp__wt_delrelA_00m__1,0.0843974958,-0.009959978000000001
ppGpp__wt_delrelA_00m__2,0.0585232524,0.0787258413
ppGpp__wt_delrelA_05m__3,-2.2472519546,0.32017557300000005
ppGpp__wt_delrelA_00m__3,-0.1429207482,-0.06876586330000001
ppGpp__mut_relAtrunc_10m__1,-0.5552263952000001,0.24074904300000002
ppGpp__mut_relAtrunc_05m__1,-1.0179244473,-0.1796252105
ppGpp__mut_relAtrunc_05m__2,-1.2507358335,0.1826813508
ppGpp__wt_relAtrunc_10m__1,-0.0197183766,-0.0847291261
ppGpp__wt_relAtrunc_10m__2,-0.0983066209,0.0568211049
ppGpp__wt_relAtrunc_10m__3,-0.3928622534,0.024592088800000002
ppGpp__mut_relAtrunc_00m__1,-0.7501458185000001,0.49389506200000005
ppGpp__wt_relAtrunc_00m__3,0.1595820293,0.140981567
ppGpp__wt_relAtrunc_05m__1,-0.3440710196,0.0004058668
ppGpp__wt_relAtrunc_05m__2,-0.14985573230000002,-0.1374505383
ppGpp__wt_relAtrunc_05m__3,-0.24203012000000002,-0.0208802027
ppGpp__mut_relAtrunc_00m__2,-0.5140573947,0.0038617144
ppGpp__mut_relAtrunc_00m__3,-1.2471276368,0.0561347591
ppGpp__mut_relAtrunc_10m__2,-0.6431629374000001,-0.1718586872
ppGpp__mut_relAtrunc_05m__3,-0.6749756515,0.1990029465
ppGpp__mut_relAtrunc_10m__3,-0.5391415795,0.19080756640000002
pressure__high_pressure__1,-1.7550278270000002,-0.5648753305
pressure__high_pressure__2,-0.2143984193,-0.39762287230000004
pressure__low_pressure__1,0.28185965620000003,0.1461167299
pressure__low_pressure__2,-0.28185965620000003,-0.1461167299
quantum_dots__ctrl__1,-0.30759656300000005,0.061537905500000004
quantum_dots__ctrl__2,0.30759656300000005,-0.061537905500000004
quantum_dots__cdte_light__1,0.1828327456,0.2895598018
quantum_dots__cdte_light__2,0.7678249784000001,0.4039848944
quantum_dots__cdte_dark__1,-0.243280864,0.117348695
quantum_dots__cdte_dark__2,0.1219495912,-0.0229829629
quantum_dots__cdse_light__1,-0.2940279442,-0.16691930430000002
quantum_dots__cdse_light__2,-0.6430721191000001,0.10581087330000001
quantum_dots__cdse_dark__1,0.0032081188,0.11405872160000001
quantum_dots__cdse_dark__2,-0.22867452940000002,0.012648489800000001
raman__wt__1,-0.39720142750000004,-0.3297076762
raman__del_cyaA__1,-1.3222904509,-0.23250782590000002
raman__del_cyaA_01mM__1,-0.5938731471,-0.2184132973
raman__del_cyaA_05mM__1,-1.7278159289000001,-0.4788667465
raman__del_cyaA_1mM__1,-0.8941053886,-0.1914564498
raman__wt__2,-0.0497557589,0.0877057624
raman__del_cyaA__2,-0.0131726685,-0.16936241600000002
raman__del_cyaA_01mM__2,-0.49891337020000004,-0.2254427842
raman__del_cyaA_05mM__2,-1.5786880255,-0.2423688243
raman__del_cyaA_1mM__2,-0.5688723577,-0.4429020272
raman__wt__3,0.44695718640000004,0.2420019139
raman__del_cyaA__3,-1.0599764695,-0.2120620699
raman__del_cyaA_01mM__3,-0.7827249110000001,-0.7040615075000001
raman__del_cyaA_05mM__3,-1.4027291638000001,-0.5648028018
raman__del_cyaA_1mM__3,-0.4485280406,-0.7553460826
rand_barrel__mut_nanE__1,-1.9866100000000002,-0.1467158451
rand_barrel__mut_nanE__2,-2.1293939657,0.204029451
rand_barrel__mut_nanE__3,-0.2551374769,0.5296490094
rand_barrel__mut_pdxJ_1__1,-2.5980049602,-0.1496608193
rand_barrel__mut_pdxJ_1__2,-2.2888203219,0.44725681450000004
rand_barrel__mut_pdxJ_1__3,-0.8367254380000001,0.4419104156
rand_barrel__mut_pdxJ_2__1,-3.4584088615,0.0687166084
rand_barrel__mut_pdxJ_2__2,-1.8679716115,0.182167029
rand_barrel__mut_pdxJ_3__1,-2.0292836237,-0.0215084797
rand_barrel__mut_pdxJ_3__2,-2.1259262226,0.5185297141
rand_barrel__del_serB__1,0.8624170541,-0.0275477038
rand_barrel__del_serB__2,-0.8624170541,0.0275477038
rockhopper__CV104_pHDB3__1,-1.7205738258,-0.9299519085
rockhopper__CV104_pHDB3__2,-1.7843535349000001,-1.0515240122
rockhopper__CV104_pHDB3__3,-1.9722701499,-0.7772012021
rockhopper__CV104_pLCV1__1,-0.9337719385000001,-1.0476337038
rockhopper__CV104_pLCV1__2,-1.0787836953,-1.0674762928
rockhopper__CV104_pLCV1__3,-1.341202497,-0.6426648003000001
rockhopper__wt_lb__1,0.4909293342,-0.1961850876
rockhopper__wt_lb__2,-0.4086035376,-0.4198233402
rockhopper__wt_lb__3,-0.4346861214,0.20214688120000002
rockhopper__wt_lb_aMG__1,0.2509084344,0.38424164980000003
rockhopper__wt_lb_aMG__2,0.3006089735,-0.2983525939
rockhopper__wt_lb_aMG__3,-0.2696447631,-0.3565458939
rockhopper__del_sgrR_lb_aMG__1,-2.2005216563,-0.0858532546
rockhopper__del_sgrR_lb_aMG__2,-2.7717052909,0.1284355134
rockhopper__del_sgrR_lb_aMG__3,-2.0324962735,-0.1982646174
rockhopper__del_sgrS_glyc_aMG__1,-3.8103018378,-0.3601147825
rockhopper__del_sgrS_glyc_aMG__2,-4.9517401528,0.0450587851
rockhopper__del_sgrS_glyc_aMG__3,-3.5546161854,0.044715986000000006
rockhopper__del_sgrS_glyc__1,-0.7816255239000001,-1.1064979782
rockhopper__del_sgrS_glyc__2,-1.5662492737,-0.8786592391
rockhopper__del_sgrS_glyc__3,-0.6325099951,-0.8016544917
rockhopper__wt_lb_aMG__4,-1.3402962354,0.7280808990000001
rockhopper__wt_lb_aMG__5,0.21860050760000002,-0.0604855002
rockhopper__wt_lb_aMG__6,-1.1258620808,-0.0082805489
rockhopper__wt_glyc_aMG__1,-2.265556285,-0.4204895382
rockhopper__wt_glyc_aMG__2,-5.1100671521,-0.157797973
rockhopper__wt_glyc_aMG__3,-3.9534191374,-0.0098357971
rockhopper__wt_glyc__1,-0.4234555822,-0.8973665259
rockhopper__wt_glyc__2,-0.8712105917,-0.6715234792
rockhopper__wt_glyc__3,-1.4378125901,-0.9425102915
rockhopper__CV108_glyc_aMG__1,-2.2863351775,-0.032328782800000004
rockhopper__CV108_glyc_aMG__2,-3.8693369574,-0.0569021056
rockhopper__CV108_glyc_aMG__3,-4.987903499,-0.16327332590000002
rockhopper__wt_glyc__4,-0.47691576750000003,-0.1247276819
rockhopper__wt_glyc__5,-2.4418620332,-0.612456848
rockhopper__wt_glyc__6,2.316879201,0.3622324411
rockhopper__wt_glyc_aMG__4,-1.6465046923000002,0.260774314
rockhopper__wt_glyc_aMG__5,-2.7910303501,0.1387535111
rockhopper__wt_glyc_aMG__6,-4.5099471578,-0.1984004948
rockhopper__wt_glyc__7,1.3339225294000001,0.6458200584
rockhopper__wt_glyc__8,-1.1665671085,0.5628169519
rockhopper__wt_glyc__9,1.7521266394000001,0.619556297
rockhopper__wt_glyc__10,2.2637361087,0.6176180584000001
rockhopper__wt_glyc__11,-0.3067323151,0.1639021815
rockhopper__wt_glyc__12,-0.5421084902000001,0.2766388383
rpoD__wt__1,-0.0311782855,-0.14763741800000002
rpoD__wt__2,-0.034992578100000005,-0.0435284166
rpoD__rpoD_mut__1,-3.8355930235,-0.07732477410000001
rpoD__rpoD_mut__2,-2.0596559803,0.27591478070000003
rpoD__rpoD_mut__3,-3.0198960041,0.3060179883
rpoD__wt__3,0.0661708636,0.1911658346
rpoN_peptide__ctrl__1,-0.0805454084,0.061507898000000005
rpoN_peptide__ctrl__2,0.1087378314,0.0071938458
rpoN_peptide__ctrl__3,-0.028192423,-0.0687017438
rpoN_peptide__nminus__1,0.2396685678,0.050167626300000004
rpoN_peptide__nminus__2,0.034388933600000005,0.0287082081
rpoN_peptide__nminus__3,-0.1219246702,-0.016857644800000002
rpoN_peptide__nplus__1,-2.2230801308,-0.7497010696
rpoN_peptide__nplus__2,-2.3556247167,-0.7633248764
rpoN_peptide__nplus__3,-2.1382168324,-0.8363845409
rpoN_peptide__s54_wt__1,-0.2827163153,0.0255004374
rpoN_peptide__s54_wt__2,-0.1435486379,0.0064646747
rpoN_peptide__s54_wt__3,-0.6178068356,0.0837892499
rsd__wt_ee__1,-0.9532109942,-0.012158200800000001
rsd__wt_ee__2,0.9532109942,0.012158200800000001
rsd__del_rsd_ee__1,0.8964716212,0.0205412385
rsd__del_rsd_ee__2,1.0083704471,-0.1685818839
rsd__del_ssrS_ee__1,-0.12322827950000001,0.40443967410000004
rsd__del_ssrS_ee__2,1.1306601578,0.3293723422
rsd__del_rsd_ssrS_ee__1,-0.7244253718,0.7616633020000001
rsd__del_rsd_ssrS_ee__2,-1.9336180547000001,0.6585576701
rsd__del_rpoS_ee__1,1.9366880002,0.1820650771
rsd__del_rpoS_ee__2,1.9290887495,0.0511859594
rsd__wt_me__1,-4.1214062163,-0.17573702160000002
rsd__wt_me__2,-3.7279678125,-0.046166463500000005
rsd__del_rpoS_me__1,-3.5212241079,-0.0451386459
rsd__del_rpoS_me__2,-2.844649167,0.0420398374
rsd__wt_ts__1,-4.9274379657,-0.6225102991
rsd__wt_ts__2,-5.0850794359,-0.5930692542
rsd__del_rsd_ssrS_ts__1,-3.2682846444,0.2388163673
rsd__del_rsd_ssrS_ts__2,-3.179909402,0.2421385093
rsd__del_rpoS_ts__1,-6.7304029308,0.0212686558
rsd__del_rpoS_ts__2,-6.6500961567,0.07201110570000001
rsd__wt_s__1,-3.8356674284,-0.7555331858000001
rsd__wt_s__2,-3.229732221,-0.5359225033
rsd__del_rsd_s__1,-3.1303002434,-1.0335500232000001
rsd__del_rsd_s__2,-2.4312229074,-0.4057741997
rsd__del_rsd_ssrS_s__1,-2.4589079583,0.0334809706
rsd__del_rsd_ssrS_s__2,-1.8612805884,0.1698620163
rsd__del_rsd_ls__1,-4.1735546122,0.9509907444000001
rsd__del_rsd_ls__2,-3.965908269,0.6868663331
rsd__del_ssrS_ls__1,-4.9519923623,0.513465344
rsd__del_ssrS_ls__2,-5.1877879678,0.4777244248
rsd__del_rsd_ssrS_ls__1,-3.3763953389,-0.2119476966
rsd__del_rsd_ssrS_ls__2,-4.1353222003,1.1179759163
rsd__del_rpoS_ls__1,-6.4261869299,-1.5006151067
rsd__del_rpoS_ls__2,-4.9807665208,0.2879179374
sdsR_ryeA__wt_3h__1,-0.7519248086,0.23674129500000002
sdsR_ryeA__wt_8h__1,-1.4623660008,-0.1656375374
sdsR_ryeA__wt_3h__2,0.7519248086,-0.23674129500000002
sdsR_ryeA__wt_8h__2,-1.0575834326,-0.0292304848
starve_series__t00_growth1__1,0.0501521772,-0.0518787405
starve_series__t00_growth1__2,-0.1045071437,-0.16673245080000001
starve_series__t00_growth1__3,0.1950654652,-0.0221007694
starve_series__t00_growth1__4,-0.1407104987,0.2407119606
starve_series__t01_starve__1,-0.7531773319,0.1913309297
starve_series__t01_starve__2,-0.1640162215,-0.0478709697
starve_series__t02_starve__1,0.7331273147,0.1782383863
starve_series__t02_starve__2,0.8528821273,0.40509329200000005
starve_series__t03_starve__1,1.7662100013000002,0.6612402107
starve_series__t03_starve__2,1.4321671737,0.8719606010000001
starve_series__t04_starve__1,1.3400585087,0.7665619983
starve_series__t04_starve__2,1.5117534833000001,0.6886087506
starve_series__t05_starve__1,1.3187690901,0.6426806853
starve_series__t05_starve__2,1.530034518,0.5712304394000001
starve_series__t06_starve__1,1.5766491033999999,0.4988601945
starve_series__t06_starve__2,1.1421363281999999,0.9731030912
starve_series__t07_starve__1,1.8175146596,0.3977812195
starve_series__t07_starve__2,1.6042023921,0.47584626010000003
starve_series__t08_starve__1,1.4161766496000001,0.33924343500000004
starve_series__t08_starve__2,1.4665481755,0.386271884
starve_series__t09_starve__1,1.7002092618,0.3916291665
starve_series__t09_starve__2,1.9313940339000002,0.1709395407
starve_series__t10_starve__1,1.5115992246,0.34993375530000004
starve_series__t10_starve__2,1.8726044143,0.2351866973
starve_series__t11_starve__1,1.7939745225000001,0.0599931032
starve_series__t11_starve__2,1.3361464186,0.11889658580000001
starve_series__t12_starve__1,1.2748152889,0.1707817389
starve_series__t12_starve__2,1.3776822084,0.2863977903
starve_series__t14_starve__1,1.4847944952,-0.0055532863
starve_series__t14_starve__2,1.7086759662,0.0935039981
starve_series__t16_starve__1,1.6538561191999999,-0.0991647414
starve_series__t16_starve__2,1.3956219791,-0.09995137
starve_series__t17_starve__1,2.1776071200000002,-0.5250121939
starve_series__t17_starve__2,1.8623570465000001,-0.251066245
starve_series__t18_starve__1,2.2575644946,-0.4434525461
starve_series__t18_starve__2,2.3761358725,-0.5246973261
starve_series__t20_starve__1,-1.8285972030000002,-1.0197139821
starve_series__t20_starve__2,-2.1316007236,-1.4079308315999999
starve_series__t21_growth2__1,-1.7590876018000001,-1.3596698424
starve_series__t21_growth2__2,-1.9128920744000002,-1.6180590187
starve_series__t22_growth2__1,-2.6088913894,-0.8787285712
starve_series__t22_growth2__2,-1.6767685375,-1.2159964137000001
