,A,AtoC,RpoN
opex__pvpi_rif__2,0.5532407463,1.2435574305000001,0.2911188349
opex__pvpi_rif__3,1.4468137388,0.8722820963000001,0.4671936766
opex__rif__1,1.9600929168999999,0.9364711144000001,0.25081116940000003
opex__rif__2,2.6045337971,0.6768610379000001,0.3375932075
opex__rif__3,1.2220111551,0.8662061099,0.2953783365
opex__naocl_amp__1,-0.1403440393,0.1530425542,0.0895451422
opex__naocl_amp__2,0.5125851162,0.2490698252,0.07568540850000001
opex__naocl_amp__3,0.1773768548,-0.7385024595,-0.0356751248
opex__naocl_kan__1,0.8200047993,-0.0804829058,0.1207722392
opex__naocl_kan__2,1.1904213649,-0.036056877700000003,0.014014453500000001
opex__naocl_kan__3,-0.5659531073,-0.0859994114,0.0260390629
opex__naocl_nor__1,0.9301698903000001,-0.2323503153,0.008676128600000001
opex__naocl_nor__2,0.0096251103,-0.3805768057,-0.08792464650000001
opex__naocl_nor__3,0.1998284459,-0.32593308460000003,0.044568263000000004
opex__naocl_rif__1,0.9890530110000001,1.1544729576,0.5317595693
opex__naocl_rif__2,1.1228507153,1.1797311127,0.5614332475
opex__naocl_rif__3,0.0023885827,1.2518411815000001,0.46119370540000004
phage_lysogen__wt_ctrl__1,0.1082046334,-0.0567452351,-0.1379272011
phage_lysogen__wt_ctrl__2,-0.0186628912,-0.0379786177,-0.08472844730000001
phage_lysogen__wt_ctrl__3,-0.08954174220000001,0.09472385280000001,0.22265564840000002
phage_lysogen__O104_H4__1,-0.0505547828,-0.7759238146,-0.22604519250000002
phage_lysogen__O104_H4__2,-0.24983547860000002,-0.5748423084000001,-0.0442741315
phage_lysogen__O104_H4__3,-0.6597926683,0.9586672742000001,0.3591114408
phage_lysogen__O157_H7_PA8__1,-0.0894911448,-0.649256214,-0.3076296274
phage_lysogen__O157_H7_PA8__2,-0.1657796924,-0.0135019884,0.0879038506
phage_lysogen__O157_H7_PA8__3,-0.8568902637,1.7649882547,0.5254282196
phage_resist__ygbE_oe__1,0.552501511,0.12374870560000001,-0.1132155326
phage_resist__wt__1,1.5346890812,-1.1521278253,-0.6911328299
phage_resist__wt__2,-0.3766563082,0.3713673717,0.1277066992
phage_resist__wt__3,-0.5475477804000001,0.2883808231,0.23094460190000002
phage_resist__wt__4,-0.6104849926,0.4923796305,0.33248152880000004
phage_resist__ygbE_oe__2,-0.2529894974,0.3029403378,0.035980982
phage_resist__ygbE_oe__3,-0.3857954422,0.1714538086,0.026138008400000003
phage_resist__ygbE_oe__4,-0.3384978181,0.3825516263,-0.0135982142
phage_resist__yahA_oe__1,0.027210025500000002,0.8313691551,0.43979642480000003
phage_resist__yahA_oe__2,-0.1238040207,0.8431862979,0.43952099450000004
phage_resist__yahA_oe__3,-0.0679669281,0.7921738873,0.4562739089
phage_resist__yrfF_ko__1,-0.2509697573,0.8219084497,0.1861763673
phage_resist__yrfF_ko__2,-0.4303737804,1.3529255272,0.40567538470000003
phage_resist__yrfF_ko__3,-0.4423332197,0.3481849408,0.1728360484
pollution__wt_ctrl__1,0.0147050561,-0.1127091167,0.0186700901
pollution__wt_ctrl__2,-0.2866998662,-0.2647308601,-0.026457978
pollution__wt_ctrl__3,0.2719948101,0.3774399768,0.0077878879
pollution__wt_urban__1,0.2615719552,0.30835834300000003,0.1000772972
pollution__wt_urban__2,-0.0489855769,0.45097133040000004,0.2272173763
pollution__wt_urban__3,0.5618823308,-0.1724318741,0.0186607107
pollution__wt_diesel__1,0.2212876498,-0.013397736300000001,-0.16397664920000002
pollution__wt_diesel__2,0.045038422200000004,0.2183874743,-0.0818088515
pollution__wt_diesel__3,-0.20646096200000003,0.12460369610000001,-0.23920815480000002
pollution__evo_diesel__1,0.5456713461,-0.1314375201,-0.12765023150000002
pollution__evo_diesel__2,0.061519602900000005,1.1213360893,-0.042669784700000005
pollution__evo_diesel__3,0.207061044,0.9863640735,-0.2116397693
ppGpp__wt_relAtrunc_00m__1,-0.22163147600000002,-0.055929197400000005,0.1421779399
ppGpp__wt_relAtrunc_00m__2,-0.9000212524000001,-0.2404355725,0.0231040225
ppGpp__mut_delrelA_10m__1,0.0476650905,0.7598768547,0.3685423819
ppGpp__mut_delrelA_05m__1,-0.1984297684,0.5021025499,0.2093361313
ppGpp__mut_delrelA_10m__2,-0.164616685,0.8527054137000001,0.31002720300000003
ppGpp__mut_delrelA_10m__3,-0.0171928486,0.9224258911000001,0.21135853070000002
ppGpp__mut_delrelA_00m__1,0.1534982697,0.6367117790000001,0.1504054015
ppGpp__mut_delrelA_00m__2,0.21797478450000002,0.5282713002,0.29685191310000003
ppGpp__mut_delrelA_05m__2,0.4822030571,0.5192548891000001,0.21970407860000002
ppGpp__mut_delrelA_05m__3,0.21543082160000002,0.3653131604,0.23234581640000002
ppGpp__mut_delrelA_00m__3,-0.08612613470000001,0.2749578055,0.2388865048
ppGpp__wt_delrelA_10m__1,0.49632720160000005,1.314912366,0.9779298992000001
ppGpp__wt_delrelA_05m__1,0.024691082200000002,0.9114390526,0.7329910784
ppGpp__wt_delrelA_05m__2,-0.35638444210000003,0.7727766263,0.7106926615
ppGpp__wt_delrelA_10m__2,0.41690338060000004,1.1314757857,1.0221013278
ppGpp__wt_delrelA_10m__3,0.45565160200000004,0.9173159935,1.0354200718
ppGpp__wt_delrelA_00m__1,-0.1883716803,0.20457538390000002,0.0056550354
ppGpp__wt_delrelA_00m__2,0.4121787163,-0.13073242940000002,-0.0366215577
ppGpp__wt_delrelA_05m__3,-0.07378219500000001,0.7754940067,0.7401836005
ppGpp__wt_delrelA_00m__3,-0.22380703600000001,-0.0738429545,0.0309665223
ppGpp__mut_relAtrunc_10m__1,0.23427028290000002,0.3125678411,0.0201608474
ppGpp__mut_relAtrunc_05m__1,-0.1665714026,0.2989572844,-0.0990623285
ppGpp__mut_relAtrunc_05m__2,0.21226741170000002,0.16222262640000001,-0.0159438682
ppGpp__wt_relAtrunc_10m__1,-0.1412096682,-0.361749093,-0.0845836091
ppGpp__wt_relAtrunc_10m__2,0.2331728798,0.0672593127,-0.1271983207
ppGpp__wt_relAtrunc_10m__3,-0.177232955,-0.0663038665,-0.1509171923
ppGpp__mut_relAtrunc_00m__1,0.4242144634,0.4000071116,0.010462676
ppGpp__wt_relAtrunc_00m__3,-0.1584811045,-0.31743208030000003,-0.0457804432
ppGpp__wt_relAtrunc_05m__1,0.083513189,-0.28234513370000003,-0.036417566400000004
ppGpp__wt_relAtrunc_05m__2,-0.25591146130000003,-0.1209759734,-0.0024655355
ppGpp__wt_relAtrunc_05m__3,-0.2324771438,-0.510928719,-0.17237837550000001
ppGpp__mut_relAtrunc_00m__2,0.23261893390000002,0.2447841557,0.3454423003
ppGpp__mut_relAtrunc_00m__3,-0.2443278121,0.8283303239,0.1661023492
ppGpp__mut_relAtrunc_10m__2,0.7384925285,0.34756229,0.0069233189
ppGpp__mut_relAtrunc_05m__3,0.2026377598,0.2677195941,0.0078759402
ppGpp__mut_relAtrunc_10m__3,0.4002428579,0.1910973183,-0.0371029941
pressure__high_pressure__1,-0.0314903571,-1.2850790229,-0.4889311209
pressure__high_pressure__2,-0.015059628600000001,-0.9843915934,-0.3461274985
pressure__low_pressure__1,-0.39164732420000004,0.0831686267,0.0295405662
pressure__low_pressure__2,0.39164732420000004,-0.0831686267,-0.0295405662
quantum_dots__ctrl__1,-0.1651161928,0.1482774926,-0.11171068790000001
quantum_dots__ctrl__2,0.1651161928,-0.1482774926,0.11171068790000001
quantum_dots__cdte_light__1,0.2688443222,0.0996053627,0.10587440520000001
quantum_dots__cdte_light__2,0.5052612542,0.4051103976,0.3526639172
quantum_dots__cdte_dark__1,0.3327671736,0.3058330648,0.0891209219
quantum_dots__cdte_dark__2,0.098724187,0.0177430865,0.0793209252
quantum_dots__cdse_light__1,-0.11722073890000001,-0.18616370940000002,0.0505224396
quantum_dots__cdse_light__2,0.1306802846,0.056476983300000005,0.2609849798
quantum_dots__cdse_dark__1,-0.020675741600000002,0.46716693060000003,0.2690268468
quantum_dots__cdse_dark__2,-0.0199575096,0.4035498771,0.2883648219
raman__wt__1,-0.4015369029,-0.5782197811,-0.14451331480000001
raman__del_cyaA__1,3.2451459118,-1.033706163,0.5829581314
raman__del_cyaA_01mM__1,3.2039213962,-1.3151519415,0.7507589913
raman__del_cyaA_05mM__1,1.5544625351999999,-0.9047529892,0.6338411391000001
raman__del_cyaA_1mM__1,0.9428837462,-0.9335198371000001,0.1012491726
raman__wt__2,0.6281213396,0.19838511050000002,0.0210343274
raman__del_cyaA__2,3.4412261004,-0.9929860515000001,0.8027361321
raman__del_cyaA_01mM__2,3.5897270042000002,-0.8812864222000001,0.7326511170000001
raman__del_cyaA_05mM__2,3.1555444175,-1.022730396,0.45745643490000004
raman__del_cyaA_1mM__2,0.5167368972,-1.3244167303,-0.1492108814
raman__wt__3,-0.2265844367,0.37983467060000004,0.1234789874
raman__del_cyaA__3,3.6193827786,-1.1543027582,0.8153860677
raman__del_cyaA_01mM__3,2.5786673258,-1.3013117558,0.8763282136
raman__del_cyaA_05mM__3,2.6043804301,-1.2882216418999999,0.3383038715
raman__del_cyaA_1mM__3,-0.29465124870000003,-1.4234169798,-0.3248396114
rand_barrel__mut_nanE__1,-2.1494688855,0.069010928,0.2608885671
rand_barrel__mut_nanE__2,-1.125839315,-0.9952638148,0.037284704
rand_barrel__mut_nanE__3,-0.7708991190000001,-0.29541342330000003,0.7574380166
rand_barrel__mut_pdxJ_1__1,-0.718966969,0.5265553592000001,0.1340741125
rand_barrel__mut_pdxJ_1__2,0.17177780310000001,-0.10414682950000001,0.0846833166
rand_barrel__mut_pdxJ_1__3,0.0112713284,-0.3454658061,0.6506468641
rand_barrel__mut_pdxJ_2__1,-0.0777573469,0.1810542849,0.1590394486
rand_barrel__mut_pdxJ_2__2,0.239312672,-0.35159449270000004,0.2606291857
rand_barrel__mut_pdxJ_3__1,-0.10250952070000001,-0.29937661720000003,0.052808795000000006
rand_barrel__mut_pdxJ_3__2,2.8830936343999998,-0.5980037316,0.0054158345
rand_barrel__del_serB__1,0.391710904,-0.34237981230000003,-0.11346479940000001
rand_barrel__del_serB__2,-0.391710904,0.34237981230000003,0.11346479940000001
rockhopper__CV104_pHDB3__1,-7.6993998048000005,-3.3183532072,-0.3370845417
rockhopper__CV104_pHDB3__2,-7.3384654333,-3.2743751322,-0.4163181777
rockhopper__CV104_pHDB3__3,-7.1627352983,-3.1715378565,-0.2960953123
rockhopper__CV104_pLCV1__1,-7.4846706059,-3.1660448612,-0.441816786
rockhopper__CV104_pLCV1__2,-6.9451256619,-3.3341017677,-0.38243818890000003
rockhopper__CV104_pLCV1__3,-7.5186719545,-3.183666926,-0.2122287609
rockhopper__wt_lb__1,-7.0466246734,-3.3432408925,-0.46056945530000004
rockhopper__wt_lb__2,-7.6631073858,-3.2833092969,-0.2002519023
rockhopper__wt_lb__3,-7.6068340469999995,-3.0836039969,-0.6068786716
rockhopper__wt_lb_aMG__1,-8.461012266200001,-2.8847095188000003,0.2052890535
rockhopper__wt_lb_aMG__2,-7.7626475633,-2.9218990269000003,0.09581908930000001
rockhopper__wt_lb_aMG__3,-8.275430607,-2.7340536394,-0.0617932567
rockhopper__del_sgrR_lb_aMG__1,-8.3944074356,-2.0164355377,0.5721951426
rockhopper__del_sgrR_lb_aMG__2,-6.6869382715,-2.143636936,0.7016635309
rockhopper__del_sgrR_lb_aMG__3,-7.4446138002,-2.1894848188,0.4294089581
rockhopper__del_sgrS_glyc_aMG__1,-7.7003189014,-1.5356204497000001,0.9029021683
rockhopper__del_sgrS_glyc_aMG__2,-9.1712848706,-2.3751239186,0.8219234442000001
rockhopper__del_sgrS_glyc_aMG__3,-7.7978470286,-2.7583944506,0.719545192
rockhopper__del_sgrS_glyc__1,-6.4186888060000005,-3.237837839,-0.2866902405
rockhopper__del_sgrS_glyc__2,-6.0334959982,-3.2047387444,-0.4654027885
rockhopper__del_sgrS_glyc__3,-4.1205908634,-2.6574712521,-0.6213628487
rockhopper__wt_lb_aMG__4,-8.0414621331,-2.2883600938,0.0857823655
rockhopper__wt_lb_aMG__5,-7.5004582906,-2.4907513038,0.25966465380000003
rockhopper__wt_lb_aMG__6,-7.1866575118,-2.6015289364000003,0.3059426476
rockhopper__wt_glyc_aMG__1,-7.2243274607,-1.7584993005,0.6988776733000001
rockhopper__wt_glyc_aMG__2,-7.4249407266,-1.8537770990000002,0.4924719739
rockhopper__wt_glyc_aMG__3,-7.6728004741,-2.0908264627,0.325882691
rockhopper__wt_glyc__1,-6.173709224,-3.1614381304,-0.3932828266
rockhopper__wt_glyc__2,-6.3391810962,-3.287997872,-0.4713993386
rockhopper__wt_glyc__3,-6.8260698118,-3.4500637365,-0.42365575180000004
rockhopper__CV108_glyc_aMG__1,-2.9477377219000003,-1.3707724253,0.9263845730000001
rockhopper__CV108_glyc_aMG__2,-2.0146103232,-1.0940173076,0.5931826556
rockhopper__CV108_glyc_aMG__3,-2.6284026276,-1.2805460864,0.44072321010000004
rockhopper__wt_glyc__4,1.1440871207,0.5115308119,0.3332806425
rockhopper__wt_glyc__5,-3.1426496276,-1.1712372029,0.4064985734
rockhopper__wt_glyc__6,3.715675173,1.8606211149,-0.1569107627
rockhopper__wt_glyc_aMG__4,1.3821760041,0.4271271756,0.46660565140000004
rockhopper__wt_glyc_aMG__5,-0.21139286200000001,-0.6892760778,0.4245937487
rockhopper__wt_glyc_aMG__6,-2.0071553426,-1.0123743005,0.5396885728
rockhopper__wt_glyc__7,3.2158456845,1.735807462,0.4019713749
rockhopper__wt_glyc__8,2.0082762598,0.5873222761,0.4813216382
rockhopper__wt_glyc__9,3.307567062,2.0118308301,0.32214521630000004
rockhopper__wt_glyc__10,3.9821060307,2.3673463402,-0.1661223011
rockhopper__wt_glyc__11,2.5777472904,1.1145635009000001,-0.1354554259
rockhopper__wt_glyc__12,2.5303051385,0.8817146056,-0.1983910386
rpoD__wt__1,-0.0811316139,0.047026246,0.0874676175
rpoD__wt__2,0.7081728613,0.10213394320000001,-0.0857522954
rpoD__rpoD_mut__1,-1.3855854526,0.2044848497,-0.1024873978
rpoD__rpoD_mut__2,-1.9044565786,-0.1898166662,0.31734865500000004
rpoD__rpoD_mut__3,0.4900119445,0.31925107480000003,-0.2245563314
rpoD__wt__3,-0.6270412474,-0.14916018920000002,-0.0017153221
rpoN_peptide__ctrl__1,-0.0653810362,-0.4168218113,-0.018965397000000002
rpoN_peptide__ctrl__2,-0.1170943388,-0.2026767645,-0.0492457992
rpoN_peptide__ctrl__3,0.18247537500000002,0.6194985758,0.0682111962
rpoN_peptide__nminus__1,-0.19851433100000002,-0.3316454842,-0.1678841442
rpoN_peptide__nminus__2,-0.2003650447,-0.1946168034,-0.0740861689
rpoN_peptide__nminus__3,-0.1647409862,0.4805648476,-0.0508847833
rpoN_peptide__nplus__1,-7.2613135977,0.4606790806,-0.0467724942
rpoN_peptide__nplus__2,-7.3892795017,0.32617144870000003,-0.026263383600000002
rpoN_peptide__nplus__3,-7.2864235608,0.5283129824,0.0049325761
rpoN_peptide__s54_wt__1,-0.45742633460000004,-0.058186928900000004,0.2329668605
rpoN_peptide__s54_wt__2,-0.37219328960000003,-0.26947281570000003,0.2143701607
rpoN_peptide__s54_wt__3,-0.25876582130000003,0.060248542,0.35140598040000004
rsd__wt_ee__1,0.0098926002,0.0317478061,-0.0237999084
rsd__wt_ee__2,-0.0098926002,-0.0317478061,0.0237999084
rsd__del_rsd_ee__1,0.0417099228,0.2732003943,0.0206088237
rsd__del_rsd_ee__2,-0.2247863373,-0.05579645900000001,-0.1809677224
rsd__del_ssrS_ee__1,-2.0964782153,0.5367995033,0.7520447617
rsd__del_ssrS_ee__2,-1.1935625427,0.3514366701,0.2798066743
rsd__del_rsd_ssrS_ee__1,-0.2299689041,-0.026780546800000003,0.4695287676
rsd__del_rsd_ssrS_ee__2,-0.3220789275,-0.1187351599,0.5068352231000001
rsd__del_rpoS_ee__1,-0.3613229926,0.7751570495,0.6602232619
rsd__del_rpoS_ee__2,-1.9134002097,0.6889651121,1.0244395902
rsd__wt_me__1,0.627692934,-0.3773863655,0.5121632686
rsd__wt_me__2,1.1693330217,-0.1700245086,0.5204034738000001
rsd__del_rpoS_me__1,0.37283987430000004,0.2048485152,1.0226028269
rsd__del_rpoS_me__2,2.2877246318,0.9291202076,1.0646386190000001
rsd__wt_ts__1,3.3097462482,-0.1209902785,0.2127955362
rsd__wt_ts__2,2.503936869,-0.3381313955,0.366356687
rsd__del_rsd_ssrS_ts__1,3.064344582,0.1339751127,0.4550598357
rsd__del_rsd_ssrS_ts__2,2.2778751531,-0.231057315,0.5087376131
rsd__del_rpoS_ts__1,2.2045833299,0.3768635738,0.7794213024000001
rsd__del_rpoS_ts__2,1.990927266,0.3565250202,0.8893153026
rsd__wt_s__1,3.7417140959,-0.14093456000000001,0.41899030530000003
rsd__wt_s__2,4.0595845274,-0.2502128811,0.3981715483
rsd__del_rsd_s__1,3.5981377912,0.1697766556,0.6297174367
rsd__del_rsd_s__2,4.5530873065,0.0188075713,0.2917655292
rsd__del_rsd_ssrS_s__1,2.7569037907,0.0981339299,0.38022894900000004
rsd__del_rsd_ssrS_s__2,3.4246159413,0.4056125296,0.3411568961
rsd__del_rsd_ls__1,7.0573679055,-0.0462650618,-1.2905609049
rsd__del_rsd_ls__2,7.5281234423,0.3035085017,-1.4970035948
rsd__del_ssrS_ls__1,4.6609374996,-0.0413040466,-1.0817071935
rsd__del_ssrS_ls__2,4.7110849941,-0.4017630876,-1.4462539848
rsd__del_rsd_ssrS_ls__1,4.4622532691,1.1279730484,0.182428791
rsd__del_rsd_ssrS_ls__2,4.6039214803,0.4095789071,0.024659175300000002
rsd__del_rpoS_ls__1,3.1767254521,-0.5811762166000001,-0.4386811816
rsd__del_rpoS_ls__2,5.2424952879,0.48105473990000003,-0.1024198662
sdsR_ryeA__wt_3h__1,-0.3722858069,0.3235140494,0.2386640975
sdsR_ryeA__wt_8h__1,2.1768678239,-2.3730807323,-0.1684187218
sdsR_ryeA__wt_3h__2,0.3722858069,-0.3235140494,-0.2386640975
sdsR_ryeA__wt_8h__2,2.0767701266,-2.3684174115,-0.0228829942
starve_series__t00_growth1__1,0.4810576106,-0.1268073218,-0.0196198639
starve_series__t00_growth1__2,-0.1510571303,0.10689896700000001,-0.0318401436
starve_series__t00_growth1__3,0.48505944440000004,0.1277627033,-0.0963327343
starve_series__t00_growth1__4,-0.8150599247,-0.10785434860000001,0.14779274180000002
starve_series__t01_starve__1,0.1001901956,2.3711942215,-0.3344968054
starve_series__t01_starve__2,0.9529198916,2.274651619,-0.5353306447
starve_series__t02_starve__1,0.09357051350000001,2.7377757320000002,-0.2716575495
starve_series__t02_starve__2,0.8410030962,2.6533169116,-0.5129026357
starve_series__t03_starve__1,0.8584663781,2.664016979,-0.47169586820000003
starve_series__t03_starve__2,0.2741305262,2.8185572968,-0.3484217052
starve_series__t04_starve__1,0.10109424560000001,3.0948373435,-0.3339154837
starve_series__t04_starve__2,0.8978858976,2.7477499145,-0.514760847
starve_series__t05_starve__1,0.24351754960000002,3.0769489052,-0.5037713858
starve_series__t05_starve__2,0.4192254152,2.9611320261,-0.38828733860000003
starve_series__t06_starve__1,0.8767665132,3.0194563762,-0.34540403670000003
starve_series__t06_starve__2,0.2496044359,2.7248565005,-0.3384829186
starve_series__t07_starve__1,0.9002022674,2.5566200672,-0.5963331741
starve_series__t07_starve__2,1.2823156375,2.8165798653,-0.4496439264
starve_series__t08_starve__1,1.2231790191,2.7478492116,-0.3109148447
starve_series__t08_starve__2,0.3425486076,2.7816597194,-0.4887972379
starve_series__t09_starve__1,1.5506567119999999,2.7880960403,-0.3804162424
starve_series__t09_starve__2,1.086811332,2.6486011316,-0.5454419843
starve_series__t10_starve__1,1.9905625004,2.7769973419,-0.4447907135
starve_series__t10_starve__2,1.4853147209,2.7777097762,-0.38208444
starve_series__t11_starve__1,1.7318116076,2.8523452693999998,-0.3208361008
starve_series__t11_starve__2,1.2932070355,3.0951737534,-0.2116956213
starve_series__t12_starve__1,2.7288213124,2.7482675046000002,-0.6679325271000001
starve_series__t12_starve__2,2.3042270372,3.0132239555,-0.6049533577
starve_series__t14_starve__1,1.4871228646999999,3.0009241647,-0.5161301915000001
starve_series__t14_starve__2,1.4050424903,2.9167008448000002,-0.3197055133
starve_series__t16_starve__1,1.8265789672000001,2.8321193237,-0.4674273114
starve_series__t16_starve__2,2.3666214908,2.5589947589,-0.6544568592000001
starve_series__t17_starve__1,1.6367757878,2.5673752,-0.4640836266
starve_series__t17_starve__2,1.8140106092,2.6365872647,-0.3064939101
starve_series__t18_starve__1,1.7320371113,2.3308878539,-0.5921948133
starve_series__t18_starve__2,1.1725906832,1.8547562403,-0.9063604909
starve_series__t20_starve__1,-0.195634266,-0.24081049740000002,-0.1769799193
starve_series__t20_starve__2,-0.4721685646,-0.13370173230000001,-0.1587743147
starve_series__t21_growth2__1,-0.8230678636000001,-0.31732970660000004,-0.3253366042
starve_series__t21_growth2__2,0.0764386448,0.252707557,-0.27587328110000003
starve_series__t22_growth2__1,-0.1640659606,-0.5016610078,-0.0937495083
starve_series__t22_growth2__2,-0.20887613230000002,-1.0158432343,0.0329290037
starve_series__t23_growth2__1,-0.3344420463,0.1118207249,0.1279006758
starve_series__t23_growth2__2,0.6399881658000001,-0.041083708600000005,0.1680574896
starve_series__t25_growth2__1,0.2037106007,0.0456467085,0.19543445280000002
starve_series__t25_growth2__2,-0.1112873571,0.045501035100000004,0.21514563020000002
starve_series__t26_growth2__1,0.5008266703,0.0796659007,-0.0651376319
starve_series__t26_growth2__2,0.033097334900000004,-0.2160708041,-0.12907360680000002
starve_series__t27_growth2__1,0.6505155735,0.17925342290000001,-0.1443487743
starve_series__t27_growth2__2,-0.0765490525,-0.3480428303,-0.23335580220000002
starve_series__t28_growth2__1,0.6497278048,0.0497266789,-0.28970901660000004
starve_series__t28_growth2__2,1.5140047110000001,0.1774821923,-0.12608012470000002
time_course__lb_4hr__1,0.2541691927,0.0721159577,-0.0205066946
time_course__lb_4hr__2,0.11978830310000001,-0.061774405000000004,-0.0220815172
time_course__lb_4hr__3,-0.37395749580000004,-0.010341552700000001,0.042588211800000005
time_course__lb_8hr__1,1.1767847004,-2.5026444872,0.47437197870000003
time_course__lb_8hr__2,1.4552314933,-2.5363668444,0.4525355659
time_course__lb_8hr__3,0.6837129932,-2.375346169,0.4707823245
time_course__lb_24hr__1,3.0302770709,-2.6404152582,-0.2985842556
time_course__lb_24hr__2,3.4213887013,-2.9184364882000002,-0.0492220041
time_course__lb_24hr__3,3.2292492169,-2.7261853996000003,-0.27260432090000003
time_course__lb_72hr__1,2.9675199508,-1.5694162867,0.8113999308000001
time_course__lb_72hr__2,1.4305377299,-2.5141616467,0.8187878441
time_course__lb_72hr__3,1.8487688144,-2.2595640257,0.7680344932000001
time_course__lb_144hr__1,0.9935146183,-2.4559955671,0.5140600312
time_course__lb_144hr__2,0.8169264503,-2.3893884195,0.6282260733
time_course__lb_144hr__3,1.4283593964,-2.4999823154,0.6578425466000001
time_course__lb_192hr__1,0.7481626042,-2.053937935,0.6570961086
time_course__lb_192hr__2,0.4661298065,-1.7463437367,0.6601336963000001
time_course__lb_192hr__3,1.5578879909,-2.8281119938,0.813550663
triclosan__wt__1,-0.9130544538,-0.2529285439,-0.1160962755
triclosan__wt__2,-1.04105458,-0.014485254400000001,-0.0964764298
triclosan__wt__3,1.9541090338,0.2674137983,0.21257270520000002
triclosan__evo_amx_tcs__1,0.3081737221,-0.2322842626,0.0288556136
triclosan__evo_amx_tcs__2,1.7130495336,0.9842749687000001,0.1738443362
triclosan__evo_amx_tcs__3,-1.3989095558,0.56691462,0.5938840013000001
triclosan__evo_chl_tcs__1,-0.2122956695,-0.2637879123,0.011123134000000002
triclosan__evo_chl_tcs__2,-1.590067525,-0.2416961515,-0.053689956500000004
triclosan__evo_chl_tcs__3,-1.7697667434,-0.1665042593,-0.038231370800000004
triclosan__evo_tet_tcs__1,-1.2900944775,1.1362494213,0.5493162095
triclosan__evo_tet_tcs__2,-1.8436059944,-0.0448421378,0.2779002582
truHMM__48C_15m__1,0.7011644638,-0.3311936323,-1.4424899761
truHMM__48C_15m__2,1.1340690676,0.15877224040000001,-1.3521513710000002
truHMM__48C_15m__3,1.9718373077,-0.9179461212000001,-1.2438902417
truHMM__48C_30m__1,1.8259882408,-0.716718,-1.5393815517
truHMM__48C_30m__2,1.8137856062000002,-0.7556905086,-1.5013119048
truHMM__48C_60m__1,1.4247537983,-1.1638683859,-1.9001854265
truHMM__48C_60m__2,1.447217319,-1.1660443299,-1.9001019703000002
truHMM__phos_0h__1,-0.0688054925,0.06492667170000001,-0.008820183300000001
truHMM__phos_0h__2,0.0688054925,-0.06492667170000001,0.008820183300000001
truHMM__phos_2h__1,1.4121471054999999,0.1539593795,-0.3058829711
truHMM__phos_2h__2,1.3921018173,0.08601290190000001,-0.2804556458
truHMM__phos_4h__1,3.9692110437,1.4756437023,-0.29909998930000004
truHMM__phos_4h__2,3.7117245885,1.2535443976,-0.3293867962
truHMM__phos_4h__3,1.7898378778000001,0.0587546335,-1.104978856
control__wt_glc__1,0.3202713446,-0.016576629000000002,-0.0046102245
control__wt_glc__2,-0.3202713446,0.016576629000000002,0.0046102245
fur__wt_dpd__1,0.2913716355,0.464208591,0.7030172055
fur__wt_dpd__2,0.9888493803,0.347168768,0.8161369585
fur__wt_fe__1,-0.3735340254,-0.248445361,-0.0984432415
fur__wt_fe__2,0.0061643956,-0.13439019700000002,-0.0146245195
fur__delfur_dpd__1,0.3007959948,0.21407061200000002,0.5910067835
fur__delfur_dpd__2,0.33727321120000003,0.342750106,0.7714851735
fur__delfur_fe2__1,-0.3125063529,0.018525773000000002,0.1582958355
fur__delfur_fe2__2,-0.1289856871,0.170052367,0.09519432950000001
acid__wt_ph5__1,-0.47461163160000003,-0.061954562000000005,0.1518490055
acid__wt_ph5__2,-0.2694842483,0.099584458,0.22540910150000001
acid__delgadx_ph5__1,-0.2862987417,0.173727397,0.2189185305
acid__delgadw_ph5__1,-0.08523863500000001,0.310738292,0.1845077045
acid__delgadw_ph5__2,-0.029187305900000002,-0.011593775,0.1457626175
acid__delgade_ph5__1,-0.5219291570000001,0.07877518900000001,0.16061627050000002
acid__delgade_ph5__2,0.1124783322,0.106739859,0.23216701250000002
oxidative__wt_pq__1,1.899723628,-0.6955125430000001,0.4468107435
oxidative__wt_pq__2,1.6610698481,-0.581618426,0.3896680745
oxidative__deloxyr_pq__1,0.4166015368,-0.702136881,0.3630092975
oxidative__deloxyr_pq__2,0.1790401534,-0.9480549960000001,0.36022816350000003
oxidative__delsoxr_pq__1,1.0989714802,-0.85108139,0.45338366350000003
oxidative__delsoxr_pq__2,0.8691245325,-0.5841456110000001,0.43859741750000003
oxidative__delsoxs_pq__1,1.5312950354,-0.536899192,0.6504048325
oxidative__delsoxs_pq__2,1.5070747049,-0.49836589900000006,0.6203968145000001
nac_ntrc__wt_csn__1,1.9884033735000002,0.013203595,0.3878049415
nac_ntrc__wt_csn__2,1.8830780092000001,-0.009210205,0.38617062950000003
nac_ntrc__wt_cytd__1,2.0197208413,0.08739134600000001,0.1780138735
nac_ntrc__wt_cytd__2,2.3489457959,0.032376271000000005,0.14013047450000002
nac_ntrc__wt_gln__1,2.9858335942,0.42077727000000004,0.38755840750000004
nac_ntrc__wt_gln__2,3.6245945141,0.382699196,0.3112008835
nac_ntrc__bw_delnac_csn__1,4.443831937,0.340401102,0.6216542455
nac_ntrc__bw_delnac_csn__2,3.4144350746,-0.11238519999999999,0.8497727805
nac_ntrc__bw_delnac_cytd__1,2.4989329726,-0.060064145000000006,0.1636119455
