,A,Lrp,ihfB
acid_tale__low_Mg_ale_pH7__1,-2.051047278,0.42896812,-0.22948815500000003
acid_tale__low_Mg_ale_pH7__2,-1.9969923274,0.37744064,-0.305050535
acid_tale__low_Mg_ale_pH5__1,1.4242348219,0.52707341,0.33864483500000003
acid_tale__low_Mg_ale_pH5__2,2.2100837565,0.38186708,0.352936165
acid_tale__MES_ale_pH7__1,1.703109216,0.37596988000000003,-0.179845215
acid_tale__MES_ale_pH7__2,1.1037155158,0.43998506,-0.133927275
acid_tale__MES_ale_pH5__1,3.684559126,0.49570111,0.17805272500000002
acid_tale__MES_ale_pH5__2,3.2198882479,0.54310336,0.5808612550000001
acid_tale__gmos_pH7__1,-0.49568897700000003,0.30102386000000003,-0.12245240500000001
acid_tale__gmos_pH7__2,-0.4089806152,0.28572659,-0.11016321500000001
acid_tale__gmos_pH5__1,1.7402129957999999,0.45011624,0.258050795
acid_tale__gmos_pH5__2,1.091388408,0.56432813,0.214724405
adnB__wt_adn__1,-1.1241622837,0.51395106,0.525156825
adnB__wt_adn__2,-2.0597461716,0.09895834,-0.230701535
adnB__delydhB_adn__1,-1.5702348814,0.29930733,0.7912719850000001
adnB__delydhB_adn__2,-0.9420080557,0.43498446,0.263191565
ytf2__wt_glc__1,1.7429171518,-0.15138647,0.049464605
ytf2__wt_glc__2,1.2737599288,-0.19853085,0.228083955
ytf2__ybcM_glc__1,1.0970746028,-0.05504335,0.6497454850000001
ytf2__ybcM_glc__2,0.7535885968,-0.12573631,0.597850285
ytf2__ydhB_glc__1,1.9602770916,-0.27574757,0.7921500050000001
ytf2__ydhB_glc__2,1.427875197,-0.16221957,0.687099105
ytf2__yfeC_glc__1,1.6163885893,-0.18646497,0.459227755
ytf2__yfeC_glc__2,1.3129861379,-0.09139962,0.594893945
ytf2__yciT_glc__1,0.1747218452,-0.0059367,-0.048493855
ytf2__yciT_glc__2,-0.1136011791,0.00527821,-0.077813195
ytf2__ydiZ_glc__1,-0.0488759768,-0.09012503000000001,-0.258789885
ytf2__ydiZ_glc__2,-0.0492742675,-0.03360522,-0.312792925
ytf2__ynfL_glc__1,0.7041863543,0.00986924,0.42990684500000004
ytf2__ynfL_glc__2,0.537073514,0.07053867,0.347088265
misc2__dellon_glc__1,2.0435558503,-0.07172149,0.251723305
misc2__dellon_glc__2,2.0353264048,-0.10723965,0.612739765
ytf3__wt_glc2__1,0.5175721122,-0.04267874,-0.215305075
ytf3__wt_glc2__2,0.48296713430000004,0.03544959,-0.21921100500000001
ytf3__wt_pH7_lactate__1,0.2003419531,-0.03225577,-0.35766615500000004
ytf3__wt_pH7_lactate__2,0.30776878420000003,-0.036939150000000004,-0.386588745
ytf3__wt_pH55_lactate__1,1.6646060112,-0.05342864,0.24783653500000002
ytf3__wt_pH55_lactate__2,1.8320637805,-0.02697128,0.23684876500000002
ytf3__wt_pH55_HCl__1,1.2908950962,0.10975181,0.055893475000000005
ytf3__wt_pH55_HCl__2,1.4959374112,0.03182564,0.10318142500000001
ytf3__dyieP_pH7__1,0.5138132953,0.07208303,-0.056106615000000006
ytf3__dyieP_pH7__2,0.5677117435,0.03155094,-0.07265621500000001
ytf3__dyieP_pH55__1,-0.0064470611,-0.0250168,-0.24658312500000001
ytf3__dyieP_pH55__2,0.2828451712,0.0720503,-0.565017465
