,A,YhaJ
starve_series__t28_growth2__1,1.4409969041,-0.1519936752
starve_series__t28_growth2__2,1.0218511288,-0.2014002714
time_course__lb_4hr__1,-0.0020771424000000003,0.18561599410000001
time_course__lb_4hr__2,-0.0668247746,-0.13744112220000002
time_course__lb_4hr__3,0.06890191700000001,-0.048174871800000005
time_course__lb_8hr__1,0.9279699317000001,0.31182473450000003
time_course__lb_8hr__2,0.9381468869,0.27139865280000003
time_course__lb_8hr__3,1.3902874549,0.1945513842
time_course__lb_24hr__1,-1.093879976,0.664088698
time_course__lb_24hr__2,0.3640159496,0.8145202011
time_course__lb_24hr__3,0.131893427,0.8837241109
time_course__lb_72hr__1,0.3927906219,1.4220907668
time_course__lb_72hr__2,0.0495102076,1.4149145019
time_course__lb_72hr__3,-0.110851483,1.2075342133
time_course__lb_144hr__1,-0.3445831592,1.7486315179
time_course__lb_144hr__2,0.0763625857,1.6614529702
time_course__lb_144hr__3,0.2480377329,1.6491925837
time_course__lb_192hr__1,0.8120075399000001,1.7549238392
time_course__lb_192hr__2,0.30641511590000003,1.8515700803000001
time_course__lb_192hr__3,0.613379168,1.7375271819
triclosan__wt__1,0.1216080985,-0.13308401620000002
triclosan__wt__2,0.0510870779,0.07283089050000001
triclosan__wt__3,-0.1726951763,0.0602531257
triclosan__evo_amx_tcs__1,0.6893355889,0.44840238050000003
triclosan__evo_amx_tcs__2,0.9043345669,0.49855493110000004
triclosan__evo_amx_tcs__3,0.1930245959,0.0994823811
triclosan__evo_chl_tcs__1,0.1319767872,-0.2045563077
triclosan__evo_chl_tcs__2,-0.196330209,-0.0601758244
triclosan__evo_chl_tcs__3,0.1653840018,-0.040638148400000004
triclosan__evo_tet_tcs__1,0.1547933816,-0.0271194194
triclosan__evo_tet_tcs__2,-0.6821243594,0.2453920749
truHMM__48C_15m__1,0.2094541174,-0.4096583393
truHMM__48C_15m__2,0.5805563691,-0.4384900029
truHMM__48C_15m__3,0.5747517683,-0.7017483651
truHMM__48C_30m__1,0.0479243472,-1.9165776981
truHMM__48C_30m__2,0.2946979988,-2.0371317839
truHMM__48C_60m__1,0.2001972517,-2.2459264758
truHMM__48C_60m__2,0.2522177761,-2.2418840917
truHMM__phos_0h__1,-0.4252641955,0.0040406629
truHMM__phos_0h__2,0.4252641955,-0.0040406629
truHMM__phos_2h__1,1.0540114051,-2.3455079278
truHMM__phos_2h__2,1.0732702138,-2.295768284
truHMM__phos_4h__1,3.3066540392,-1.6322275628
truHMM__phos_4h__2,3.2135779322999998,-1.7095231217
truHMM__phos_4h__3,3.0805085768,-2.3968938028
control__wt_glc__1,0.1479812025,-0.10674351
control__wt_glc__2,-0.1479812025,0.10674351
fur__wt_dpd__1,1.3633166789,-0.16053372
fur__wt_dpd__2,1.3082518061,-0.6515666720000001
fur__wt_fe__1,-0.377238705,-0.04972477
fur__wt_fe__2,-0.2451466384,-0.23709221600000002
fur__delfur_dpd__1,1.4730258003,-0.24139969300000003
fur__delfur_dpd__2,0.9272379395,-0.42838815100000005
fur__delfur_fe2__1,-0.0984821183,-0.06825315500000001
fur__delfur_fe2__2,0.22606604630000002,-0.14932050500000002
acid__wt_ph5__1,0.1870944861,0.21029333900000002
acid__wt_ph5__2,0.0976120236,0.300729263
acid__delgadx_ph5__1,-0.2103898836,-0.10372948
acid__delgadw_ph5__1,0.1455171574,0.30871222200000004
acid__delgadw_ph5__2,-0.1327116671,0.21274331400000002
acid__delgade_ph5__1,-0.1023186697,0.478363684
acid__delgade_ph5__2,-0.0956123985,0.459972054
oxidative__wt_pq__1,1.9516707737,0.237771576
oxidative__wt_pq__2,1.945718808,-0.11976743000000001
oxidative__deloxyr_pq__1,1.2658281887,0.309890382
oxidative__deloxyr_pq__2,1.31957872,0.10912112900000001
oxidative__delsoxr_pq__1,2.2916951341000003,-0.24925163600000003
oxidative__delsoxr_pq__2,2.3128442647,-0.082294646
oxidative__delsoxs_pq__1,2.6711756283,-0.17940550800000002
oxidative__delsoxs_pq__2,2.779399238,-0.290200318
nac_ntrc__wt_csn__1,0.8860286465,0.38298669999999996
nac_ntrc__wt_csn__2,0.3602597118,0.34923322900000003
nac_ntrc__wt_cytd__1,-0.5098397983,0.259925285
nac_ntrc__wt_cytd__2,-0.6542659046,0.11997104600000001
nac_ntrc__wt_gln__1,-0.4643491726,0.265647132
nac_ntrc__wt_gln__2,-0.4426091668,0.22571739100000002
nac_ntrc__bw_delnac_csn__1,2.1558079229000002,0.472879484
nac_ntrc__bw_delnac_csn__2,3.3473549463,0.558031661
nac_ntrc__bw_delnac_cytd__1,-0.1423755744,0.298746875
nac_ntrc__bw_delnac_cytd__2,-0.11709843160000001,0.355954264
nac_ntrc__bw_delnac_gln__1,-0.29730140110000003,0.313164849
nac_ntrc__bw_delnac_gln__2,0.44147359,0.087511718
nac_ntrc__bw_delnac_nh4__1,0.3720734872,0.054615476
nac_ntrc__bw_delnac_nh4__2,0.1278033163,0.11579578600000001
misc__wt_no_te__1,0.4742840357,0.297483194
misc__wt_no_te__2,0.21899137970000002,0.251038955
misc__bw_delcbl__1,-0.30164653010000003,0.122909296
misc__bw_delcbl__2,-0.1721962319,0.138407308
misc__bw_delfabr__1,-0.9516046612,0.024762542000000002
misc__bw_delfabr__2,-0.8792965892,0.040668529
misc__bw_delfadr__1,-0.40188526890000004,0.14710652600000002
misc__bw_delfadr__2,-0.6632876611,0.405671514
misc__nitr_031__1,-0.12390631190000001,0.366029176
omics__wt_glu__1,-0.3284505863,-0.6675895930000001
omics__wt_glu__2,-0.732912179,-0.49332329500000005
omics__wt_gly__1,-0.9070169789,-0.46688192500000003
omics__wt_gly__2,-1.1032053157,-0.25194746300000004
omics__wt_thr__1,0.9418758393000001,-0.899822749
omics__wt_thr__2,0.6867583355,-1.028930818
omics__bw_ac__1,1.7388296364,0.602099004
omics__bw_ac__2,1.7027458225,0.711856873
omics__bw_fum__1,0.963846877,0.707467994
omics__bw_fum__2,1.6012006851,0.584605241
omics__bw_glc__1,1.5947514615,0.6520582540000001
omics__bw_glc__2,1.2891595981,0.731323913
omics__bw_pyr__1,1.088926794,0.9004954380000001
omics__bw_pyr__2,0.8592925985000001,0.94909025
ompr__wt_nacl__1,-1.0631568827,-0.79635596
ompr__wt_nacl__2,-0.9802461386,-1.13119089
ompr__bw_delompr_nacl__1,-3.5208913091,-1.343834193
ompr__bw_delompr_nacl__2,-3.7549254531000003,-1.594311775
minspan__wt_ade__1,-1.0493838609,-0.670175552
minspan__wt_glc__1,-1.3014780267,-0.422192479
minspan__wt_glc__2,-1.1920990236,-0.49027242800000004
minspan__wt_glc__3,-0.9835188469,-0.615736311
minspan__wt_glc_anaero__1,-1.7036353910000002,-0.5275325160000001
minspan__wt_glc_anaero__2,-0.1955553928,0.36066095600000003
minspan__wt_trp__1,-1.7093383689000001,-0.24397489200000003
minspan__bw_delcra_glc__1,-0.7743326876000001,-0.118700416
minspan__bw_delcra_trp__1,-1.1417851193,-0.24787521
minspan__bw_delmntr__1,-1.1833954857,0.097907139
minspan__bw_delnac_ade__1,-0.35624990640000004,-0.515928964
minspan__bw_delnac_glc__1,-1.5309622907,-0.060596343000000004
cra_crp__wt_ac__1,0.0105274581,-0.5518386270000001
cra_crp__wt_ac__2,-0.23116830430000002,-0.6626032350000001
cra_crp__wt_fru__1,-0.3745528387,-0.235949765
cra_crp__wt_fru__2,-0.6373341123,-0.271208565
cra_crp__delcra_ac__1,0.3888147159,0.126553975
cra_crp__delcra_ac__2,0.2109312756,0.15522091500000001
cra_crp__delcra_fru__1,0.7638690607,0.283090398
cra_crp__delcra_fru__2,0.7008022551,0.383763897
cra_crp__delcra_glc__1,-0.2273809598,0.10656286100000001
cra_crp__delcra_glc__2,-0.059082312000000005,0.134062907
rpoB__wt_031__1,-0.0759363638,-0.171057476
rpoB__wt_044__1,0.137136121,-0.147734787
rpoB__wt_lb__1,-0.8135413996,-0.017775455000000003
rpoB__wt_lb__2,-0.2876126759,-0.119053244
rpoB__rpoBE546V_031__1,-0.5105534586,-0.45479261200000004
rpoB__rpoBE546V_044__1,-0.7323141506,-0.664024249
rpoB__rpoBE546V_lb__1,-1.0224072449,-0.107688957
rpoB__rpoBE546V_lb__2,-1.3669610392,0.029988373000000002
rpoB__rpoBE546V_glc__1,-0.9308150963,0.18922274900000002
rpoB__rpoBE672K_glc__1,-1.7324237813,-0.070268305
rpoB__rpoBE672K_glc__2,-2.1675734061,-0.339557714
rpoB__rpoBE672K_lb__1,-1.6879030197,-0.32047889300000004
rpoB__rpoBE672K_lb__2,-1.9470028998000002,-0.410500943
crp__wt_fru__1,-0.1822909265,0.27970177
crp__wt_glyc__1,-0.44346189540000003,-0.015684286000000002
crp__wt_glyc__2,-0.7831074741,0.06342845200000001
crp__delar1_glyc__1,0.6562602519,0.087770686
crp__delar1_glyc__2,-0.16433220310000002,0.11467856600000001
crp__delar1ar2_glyc__1,-0.7598942122,0.315146407
crp__delar1ar2_glyc__2,-0.6451788224,0.297539579
crp__delar1ar2_glyc__3,-0.6224329883,0.20186748200000001
crp__delar2_glyc__1,-1.2455231310000001,0.350595934
crp__delar2_glyc__2,-0.9267840431000001,0.440704617
crp__delar2_glyc__3,-0.3565935101,0.6079774010000001
crp__delcrp_fru__1,1.2377967821,0.367418778
crp__delcrp_fru__2,1.0040578221,0.090809179
crp__delcrp_fru__3,0.5409901331,0.16378884700000002
crp__delcrp_glc__1,0.1669113999,0.18855363400000003
crp__delcrp_glc__2,-0.0270114448,0.20537770200000002
crp__delcrp_glc__3,0.5016232395,0.083748613
crp__delcrp_glyc__1,1.3013482857,0.21705332300000002
crp__delcrp_glyc__2,0.5706852123,0.36685938900000004
crp__delcrp_glyc__3,1.3055548053,0.30466458500000004
glu__glu_ale3__1,1.1193619588,0.25817368300000004
glu__glu_ale4__1,-0.277455493,-0.38569405100000004
glu__glu_ale5__1,-0.7291338176000001,-0.979936668
glu__glu_ale6__1,-1.5768473931,-0.42364528500000004
glu__glu_ale8__1,1.1262159399,0.011598216000000001
glu__glu_ale9__1,0.9624863879000001,-0.45332675100000003
glu__glu_ale10__1,0.8235306678000001,-0.11380683800000001
42c__wt_42c__1,0.0430956527,0.009416002000000001
42c__42c_ale1__1,-0.051470829600000004,-0.38381391200000003
42c__42c_ale2__1,0.8608644902,-0.6383021320000001
42c__42c_ale3__1,-0.1332936204,-0.08897845500000001
42c__42c_ale4__1,1.7531930602,-0.545167778
42c__42c_ale5__1,-1.0873592955,-0.214502413
42c__42c_ale6__1,1.1166815444,0.021597188
42c__42c_ale8__1,3.1955996409,-0.279837636
42c__42c_ale9__1,0.3915540978,-0.303861938
42c__42c_ale10__1,1.3348647701,-0.156780578
ssw__wt_ac__1,1.0893823186,-0.49244619800000006
ssw__wt_glc__1,-1.2706542214,-1.19960647
ssw__wt_glyc__1,-0.4997777759,-0.9282842760000001
ssw__wt_xyl__1,0.4609008657,-0.017336276
ssw__glc_ale1__1,-0.10802301260000001,0.21081217100000002
ssw__glc_ale2__1,-1.020059563,0.290952686
ssw__glc_ale3__1,0.0236829749,0.349262459
ssw__glyc_ale1__1,0.3527256318,0.044236261000000006
ssw__glyc_ale2__1,-0.10553517800000001,0.34939002700000005
ssw__xyl_ale1__1,-0.6515915474,0.255467667
ssw__xyl_ale2__1,-0.9829997254,0.39731174900000005
ssw__xyl_ale3__1,0.0862476503,0.09712578300000001
ssw__glc_ac_ac2__1,-1.2080502856,-0.07490149700000001
ssw__glc_ac_glc1__1,0.42247170910000004,0.15755048200000002
ssw__glc_glyc_glc__1,0.3481427755,0.079461377
ssw__glc_glyc_glyc__1,0.6260065502000001,-0.20264574600000002
ssw__glc_xyl_glc__1,-1.0780270995,-0.265726275
ssw__glc_xyl_xyl__1,-0.6153027454000001,0.27646057300000004
ica__wt_glc__1,-2.1109823697,-0.342279848
ica__wt_glc__2,-1.9776220013999999,-0.5288121680000001
ica__wt_glc__3,-0.4340108649,0.255158785
ica__wt_glc__4,-0.6089752856,0.10340544900000001
ica__arg_sbt__1,-0.7653851222,-1.192180249
ica__arg_sbt__2,-0.0915807121,-1.072746492
ica__cytd_rib__1,-0.14741486510000001,-0.9051451180000001
ica__cytd_rib__2,-0.528153187,-0.802160701
ica__gth__1,2.8579489333,-0.605032439
ica__gth__2,3.2881930192,-0.09969087500000001
ica__leu_glcr__1,0.194146234,-1.195472523
ica__leu_glcr__2,0.1433041645,-1.072611355
ica__met_glc__1,-1.5663325094,-0.95350181
ica__met_glc__2,-2.4914276167000002,-0.360779465
ica__no3_anaero__1,-0.7032389903,0.059564548
ica__no3_anaero__2,-0.5447517512,0.105555541
ica__phe_acgam__1,-1.5336966821,-0.775636255
ica__phe_acgam__2,-1.8088188,-0.416831714
ica__thm_gal__1,-0.8317946575,-0.181296079
ica__thm_gal__2,-0.9006655568,0.13414472400000002
ica__tyr_glcn__1,-0.5107520444,-0.8258902720000001
ica__tyr_glcn__2,-0.6286381404,-0.554423188
ica__ura_pyr__1,-0.7719684683,-0.415478039
ica__ura_pyr__2,-0.3110211108,-0.426642962
ica__wt_glc__5,-1.3177105388,-0.223094164
ica__wt_glc__6,-1.216833379,-0.09877556
ica__bw_delpurR_cytd__1,-0.9793994195000001,-0.324924488
ica__bw_delpurR_cytd__2,0.6680977432,0.207451136
ica__ade_glc__1,0.5850434907000001,0.038947245000000005
ica__ade_glc__2,-0.376721156,-0.627294596
ytf__wt_glc__1,0.4192756278,-0.019088346000000003
ytf__wt_glc__2,0.30041165000000003,0.17352800200000001
ytf__delyafC__1,-0.5569050228,0.103242284
ytf__delyafC__2,-0.4402136676,0.07029202100000001
ytf__delyeiE__1,-0.7620338108,0.140856625
ytf__delyeiE__2,-1.4366450355,-0.011677291000000001
ytf__delyiaJ__1,-0.9806590525000001,0.079959265
ytf__delyiaJ__2,-0.672316123,0.17488487
ytf__delyieP__1,-0.4112692744,0.0009583500000000001
ytf__delyieP__2,-0.164150273,0.141940311
ytf__wt_ph5__1,0.1318592989,-0.283737416
ytf__wt_ph5__2,0.2568318805,-0.069437419
ytf__wt_ph8__1,-0.3359950148,-0.228353881
ytf__wt_ph8__2,-0.7212291131,-0.10022062600000001
ytf__delybaO__1,-0.8455576706,-0.125650969
ytf__delybaO__2,-0.9812390667,0.123187978
ytf__delybaQ__1,-0.1356299111,-0.018506437
ytf__delybaQ__2,-0.2275268269,-0.08739416
ytf__delybiH__1,1.2320350408,-0.183360349
ytf__delybiH__2,0.48371581690000004,0.33160384200000004
ytf__delydcI_ph5__1,-0.1506922763,-0.290904547
ytf__delydcI_ph5__2,-0.0983203295,-0.321572891
ytf__delydcI_ph8__1,-0.1760855983,-0.134190542
ytf__delydcI_ph8__2,-0.5857771488,-0.104283626
ytf__delyddM__1,-0.2603199953,0.155274995
ytf__delyddM__2,-0.7356180397000001,0.275864581
ytf__delyheO__1,-0.3125469334,-0.11373878800000001
ytf__delyheO__2,-0.4457204045,-0.22897924800000002
fps__bw_glc__1,-0.5304410692,-0.625668169
fps__bw_glc__2,-0.43416928930000004,-0.384877799
fps__fps_thrA_ale1__1,-0.2517583111,-0.22144276200000002
fps__fps_thrA_ale1__2,-0.3338536125,-0.229328164
fps__fps_thrA_ale2__1,-0.6638025961,-0.46791378600000005
fps__fps_thrA_ale2__2,-0.5012629304,-0.375266794
fps__fps_serB_ale1__1,-0.8517955794000001,-0.21805000000000002
fps__fps_serB_ale1__2,-0.9874656219000001,-0.412880277
fps__fps_serB_ale4__1,-0.4541937533,-0.389846517
fps__fps_serB_ale4__2,-0.66498789,-0.246553505
fps__fps_ptsI_ale1__1,-0.545923479,-0.590783692
fps__fps_ptsI_ale1__2,-0.8766127925,-0.564086547
fps__fps_ptsI_ale3__1,-1.0336625731,-0.610750246
fps__fps_ptsI_ale3__2,-0.8673034484000001,-0.51514293
pal__lyx_ale2_f6__1,-0.878777028,0.268883684
pal__lyx_ale2__1,-1.7223667414000001,0.11656515
pal__lyx_ale2__2,-1.8130449894,0.156174173
pal__lyx_ale4__1,-1.4505300753,-0.23608594800000002
pal__lyx_ale4__2,-1.5285702568000001,-0.335057154
pal__5drib_ale10_f18__1,2.0998014001,1.253926501
pal__5drib_ale10_f18__2,1.6515939219,1.30761597
pal__5drib_ale10__1,0.7080559739000001,0.564791131
pal__arab_ale14_f9__1,-0.3503817253,0.033199275
pal__arab_ale14_f9__2,-0.1443590479,-0.08056062400000001
pal__arab_ale14__1,-0.8785170062000001,-0.15501271
pal__arab_ale14__2,-0.8793087505,-0.16741588500000001
pal__arab_ale16__1,-0.8317560325000001,0.40644185800000004
pal__arab_ale16__2,0.1390575716,0.089266152
pal__tartr_ale26_f10__1,0.2706360653,-0.09535115
pal__tartr_ale26_f10__2,0.3203191643,-0.24019175
pal__tartr_ale26__1,-0.0349982726,-0.499283864
pal__tartr_ale26__2,-0.5022658255,-0.150658318
pal__tartr_ale28_f10__1,0.9635615688,-0.38478505700000004
pal__tartr_ale28_f10__2,1.6178536733,-0.13756938800000001
pal__tartr_ale28__1,-0.2467878829,-0.047016712
pal__tartr_ale28__2,-0.3447598355,0.34560593300000003
efeU__delmenFentC_citr__1,-0.0934583201,-0.49029601600000006
efeU__delmenFentC_citr__2,0.4292314089,-0.57257837
efeU__delmenFentC__1,0.6347228467,-0.461354827
efeU__delmenFentC__2,0.7776138376,-0.35704720100000004
efeU__menFentC_ale39__1,-0.6033593618,-0.30762435
efeU__menFentC_ale39__2,-0.7664372826,-0.458545028
efeU__menFentC_ale29__1,-0.2516156892,-0.533581541
efeU__menFentC_ale29__2,-0.5898184940000001,-0.515983337
efeU__menFentC_ale30__1,-0.7038317537000001,-0.24799462300000003
efeU__menFentC_ale30__2,-1.1170211876,-0.298920381
efeU__menFentCubiC_ale36__1,0.5483343479,-0.49529248600000003
efeU__menFentCubiC_ale36__2,0.2299448875,-0.140254187
efeU__menFentCubiC_ale37__1,0.7196417161,0.11642195500000001
efeU__menFentCubiC_ale37__2,0.615755405,-0.112956068
efeU__menFentCubiC_ale38__1,0.0943204565,-0.376747684
efeU__menFentCubiC_ale38__2,0.2660199219,-0.41828440800000005
misc2__salc_glc__1,-0.19663693140000002,-0.06560519100000001
misc2__salc_glc__2,0.4521412202,0.30566569
misc2__dbcn_glc__1,-1.3090727479,-0.30874223500000003
misc2__dbcn_glc__2,-1.124433816,0.32458325600000004
misc2__tyr_glc__1,0.5281439629,0.022406302000000003
misc2__tyr_glc__2,0.6511622476000001,0.19837294
misc2__arg_cytd__1,-1.3471525254,-0.090273273
misc2__arg_cytd__2,-1.3878062952999999,-0.148651882
misc2__delyheO_pyr__1,-0.6123796807,-0.26766643300000004
misc2__delyheO_pyr__2,-0.2915729238,-0.22211386
nquinone__delubiC__1,-0.17665645570000002,-0.164086759
nquinone__delubiC__2,0.2956196052,-0.177412848
nquinone__ubiC_ale1__1,-0.3035570925,-0.10289590900000001
nquinone__ubiC_ale1__2,-0.3879704517,-0.141946643
nquinone__ubiC_ale2__1,-0.0194984278,-0.08269789500000001
nquinone__ubiC_ale2__2,-0.2045140312,-0.075306223
nquinone__ubiC_ale3__1,0.8495029209,-0.267151676
nquinone__ubiC_ale3__2,1.1357709614,-0.284047671
nquinone__ubiC_ale4__1,0.0982350299,-0.22614882700000002
nquinone__ubiC_ale4__2,-0.051759450400000004,-0.004469294
nquinone__delpdhR__1,-0.8948540044000001,-0.485272772
nquinone__delpdhR__2,-0.7334194860000001,-0.5731774740000001
quinone__glu_ale4__1,-0.6533278654,-0.35544413900000005
quinone__glu_ale4__2,-0.5351757234,-0.26265471100000004
quinone__delmenF__1,-0.4087594399,-0.46791679
quinone__delmenF__2,-0.6287941866,-0.45950696100000005
quinone__menF_ale5__1,0.378726343,-0.127511116
quinone__menF_ale5__2,0.0363583653,-0.530786916
quinone__menF_ale6__1,-0.2261386789,-0.599705703
quinone__menF_ale6__2,-0.693464052,-0.433579235
quinone__menF_ale7__1,-1.1203157073,-0.44242350300000005
quinone__menF_ale7__2,-1.1204379572,-0.25310129
quinone__menF_ale8__1,-1.3441313378,-0.192391781
quinone__menF_ale8__2,-0.7181958673000001,-0.285694004
quinone__delmenFubiC__1,0.8795538851,0.019388115
quinone__delmenFubiC__2,0.5975939397000001,-0.255279338
quinone__menFubiC_ale1__1,-0.316409934,-0.480275771
quinone__menFubiC_ale1__2,-0.2986497805,-0.626427319
quinone__menFubiC_ale2__1,-0.28541344420000003,-0.531605007
quinone__menFubiC_ale2__2,0.2825293286,-0.47984869100000005
quinone__menFubiC_ale3__1,-0.3803178216,-0.559662232
quinone__menFubiC_ale3__2,-0.6353620586000001,-0.275812486
quinone__menFubiC_ale4__1,0.0084738503,-0.22060599700000003
quinone__menFubiC_ale4__2,-0.19308919800000002,0.18054487400000002
oxyR__wt_glc__1,-1.5208877678000001,0.48120399900000005
oxyR__wt_glc__2,-1.6097074568,0.531146701
oxyR__wt_h2o2__1,-1.5528340284,0.35424537300000003
oxyR__wt_h2o2__2,-1.6374586902,0.745683952
oxyR__glu_ale4__1,-1.3477411901,1.033718796
oxyR__glu_ale4__2,-1.5256741040000001,0.8094471740000001
oxyR__glu_ale4_h2o2__1,-0.9508221743,0.9293437430000001
oxyR__glu_ale4_h2o2__2,-0.8496563997000001,0.727214546
oxyR__oxyR_ale17__1,-1.2121242158,0.5536491090000001
oxyR__oxyR_ale17__2,-1.30037489,0.42331726500000005
oxyR__oxyR_ale17_h2o2__1,-1.4851844649000001,0.687931646
oxyR__oxyR_ale17_h2o2__2,-1.6131138219,0.6453367320000001
oxyR__oxyR_ale18__1,-1.9234294245,0.164983877
oxyR__oxyR_ale18__2,-1.7135595415,0.368214464
oxyR__oxyR_ale18_h2o2__1,-0.7576148580000001,0.41457835400000004
oxyR__oxyR_ale18_h2o2__2,-0.7637243737,0.439889163
oxyR__oxyR_ale19__1,-1.4672522411,0.237843447
oxyR__oxyR_ale19__2,-1.4297944262,0.462707758
oxyR__oxyR_ale19_h2o2__1,-1.806050761,0.263087407
oxyR__oxyR_ale19_h2o2__2,-1.1460977160999999,0.24231265800000001
oxyR__oxyR_ale20__1,-0.6354777913,0.074114735
oxyR__oxyR_ale20__2,-0.5664841474,-0.166117008
oxyR__oxyR_ale20_h2o2__1,-1.0368388762,0.369487832
oxyR__oxyR_ale20_h2o2__2,-0.9298742124,0.36034693500000003
svns_pgi__BmePgi24_15__1,-1.4907675124,0.47624418300000004
svns_pgi__BmePgi24_15__2,-1.2166730793,0.43837019600000005
svns_pgi__BmePgi24_26__1,-1.610144623,0.49509389000000004
svns_pgi__BmePgi24_26__2,-1.6937627666,0.5788378510000001
svns_pgi__BmePgi24_41__1,-1.4816712522,0.726696667
svns_pgi__BmePgi24_41__2,-1.7481154589,0.5708576360000001
svns_pgi__BmePgi24_52__1,-1.7712968467999999,0.538217885
svns_pgi__BmePgi24_52__2,-1.7669400302,0.5715276060000001
svns_pgi__PaePgi2_34__1,-1.5255902013,0.6793725380000001
svns_pgi__PaePgi2_34__2,-1.6993166559000001,0.6682384060000001
svns_pgi__PaePgi2_63__1,-1.6023633074,0.791685665
svns_pgi__PaePgi2_63__2,-1.5545743309,0.792350302
svns_pgi__PaePgi24_54__1,-2.0810398006,0.822374912
svns_pgi__PaePgi24_54__2,-2.069413088,0.8435329420000001
svns_pgi__PaePgi24_90__1,-2.8419452117,0.6897428760000001
svns_pgi__PaePgi24_90__2,-2.1990891916,0.90939693
abx_media__m9_ctrl__1,-2.7112096265,-0.11971753900000001
abx_media__m9_ctrl__2,-2.1819724638,-0.20217274000000002
abx_media__rpmi_ctrl__1,-4.1457548334,-0.06281808400000001
abx_media__rpmi_ctrl__2,-3.6829812633,-0.19482337600000002
abx_media__camhb_ctrl__1,-4.5369955942,-0.575066099
abx_media__camhb_ctrl__2,-4.4116765031,-0.8349161490000001
abx_media__m9_mero__1,-2.3718700892,-0.630520533
abx_media__m9_mero__2,-2.5685847498000003,-0.23963513
abx_media__rpmi_mero__1,-3.4335597773,-0.671858813
abx_media__rpmi_mero__2,-3.9117685467000003,-0.638220699
abx_media__camhb_mero__1,-4.2937534929,-1.286087025
abx_media__camhb_mero__2,-3.9372140164,-1.237287233
abx_media__m9_trisulf__1,-1.3728220174,-0.41832098700000003
abx_media__m9_trisulf__2,-1.2180040704,-0.147914863
abx_media__rpmi_trisulf__1,-3.1745421422,-0.67321827
abx_media__rpmi_trisulf__2,-3.0188481851,-0.753414796
abx_media__camhb_trisulf__1,-1.9912356108,-0.8020866050000001
abx_media__camhb_trisulf__2,-1.8328710339,-0.841236046
abx_media__m9_cef__1,-1.7197905829,-0.27483015
abx_media__m9_cef__2,-1.3666945994,-0.44037191200000003
abx_media__rpmi_cef__1,-4.2640009617,-0.8830293170000001
abx_media__rpmi_cef__2,-3.8081550803,-0.578521818
abx_media__camhb_cef__1,-3.0375110498,-0.24155006
abx_media__camhb_cef__2,-3.184202939,-0.272381594
abx_media__m9_cipro__1,-0.8136853794000001,-0.491036342
abx_media__m9_cipro__2,-0.6490668259,-0.43746470800000004
abx_media__rpmi_cipro__1,-3.9999414187,-0.7264924490000001
abx_media__rpmi_cipro__2,-3.7718489892,-0.583858082
abx_media__camhb_cipro__1,-1.8786289449,-0.8144585280000001
abx_media__camhb_cipro__2,-1.9954684284000002,-0.936482947
hot_tale__42c_ale3_30c__1,-1.4890404635,-0.326824751
hot_tale__42c_ale3_30c__2,-1.2996486090000001,-0.351326236
hot_tale__42c_ale3_37c__1,-0.4040666935,-0.097784152
hot_tale__42c_ale3_37c__2,-1.0984103363,-0.266139149
hot_tale__42c_ale3_44c__1,0.3307702172,0.051407685
hot_tale__42c_ale3_44c__2,0.5748371027,0.350752406
hot_tale__hot_ale3_mid_30c__1,-1.5660759518,0.168895091
hot_tale__hot_ale3_mid_30c__2,-2.1494337897999998,-0.048860668
hot_tale__hot_ale3_mid_37c__1,-1.3425221024,-0.5826429670000001
hot_tale__hot_ale3_mid_37c__2,-0.98081659,-0.344817659
hot_tale__hot_ale3_mid_44c__1,0.06767475590000001,0.617999654
hot_tale__hot_ale3_mid_44c__2,-1.2864228450000001,0.38486267
hot_tale__hot_ale3_30c__1,-1.6592203133,-0.252316441
hot_tale__hot_ale3_30c__2,-2.0659057677,-0.026740487
hot_tale__hot_ale3_37c__1,-0.6955675535,-0.334938991
hot_tale__hot_ale3_37c__2,-0.6688903616,0.011300349000000001
hot_tale__hot_ale3_44c__1,0.4273934768,0.304793394
hot_tale__hot_ale3_44c__2,0.1780840239,0.02804059
hot_tale__hot_ale4_30c__1,-1.8336935579,-0.207163427
hot_tale__hot_ale4_30c__2,-1.8334896425,-0.19114655100000003
hot_tale__hot_ale4_37c__1,-1.9655206019,-0.285883808
hot_tale__hot_ale4_37c__2,-1.3004568805,-0.35753581700000003
hot_tale__hot_ale4_44c__1,-0.6015565885,0.199587227
hot_tale__hot_ale4_44c__2,-0.5071857619,0.140326209
hot_tale__hot_ale8_30c__1,-1.1819880195,-0.27417319500000004
hot_tale__hot_ale8_30c__2,-1.3374157184,-0.23176559500000002
hot_tale__hot_ale8_37c__1,-1.0623585052,-0.245043909
hot_tale__hot_ale8_37c__2,-1.0806828884,-0.26586691900000003
hot_tale__hot_ale8_44c__1,-0.2537564339,-0.046901792000000005
hot_tale__hot_ale8_44c__2,-0.3501027775,0.23274987600000002
hot_tale__hot_ale9_mid_30c__1,-1.4715327613,0.037118509
hot_tale__hot_ale9_mid_30c__2,-1.5352475352,0.0960782
hot_tale__hot_ale9_30c__1,-2.2748424042,-0.36799136800000004
hot_tale__hot_ale9_30c__2,-2.3687552535,-0.15230311400000002
hot_tale__hot_ale9_mid_37c__1,-1.6275197639,-0.42126991500000005
hot_tale__hot_ale9_mid_37c__2,-1.2119154157,-0.431972155
