,A,DsdC
starve_series__t22_growth2__2,-1.4190372611,-0.9257501142000001
starve_series__t23_growth2__1,-0.48203285560000003,-0.37623009100000004
starve_series__t23_growth2__2,-0.1705223717,-0.3495713958
starve_series__t25_growth2__1,-0.48144391680000004,0.18812769340000002
starve_series__t25_growth2__2,-0.6176590153,0.0880157464
starve_series__t26_growth2__1,-0.838260195,0.2577755779
starve_series__t26_growth2__2,-1.5691500656000001,0.026040394600000003
starve_series__t27_growth2__1,-0.5021169903,-0.2040081528
starve_series__t27_growth2__2,-0.6122971562,-0.0050932372000000005
starve_series__t28_growth2__1,-0.002559637,-0.1883013521
starve_series__t28_growth2__2,-0.2772918747,-0.0276375404
time_course__lb_4hr__1,0.7476067093000001,0.06554416490000001
time_course__lb_4hr__2,-0.5747345815,-0.0204372498
time_course__lb_4hr__3,-0.1728721278,-0.0451069151
time_course__lb_8hr__1,-1.1608999559,-0.1723522322
time_course__lb_8hr__2,-0.4553874151,-0.0869396333
time_course__lb_8hr__3,-1.9830381456000001,-0.0494739544
time_course__lb_24hr__1,-2.9066033337,-0.4250368439
time_course__lb_24hr__2,-2.2766062599,-0.4303332877
time_course__lb_24hr__3,-2.4209304197,-0.3292151475
time_course__lb_72hr__1,1.1802920764,4.1848432436
time_course__lb_72hr__2,0.37415569390000003,0.6906255880000001
time_course__lb_72hr__3,0.9133683038,0.651033953
time_course__lb_144hr__1,-0.4585739521,2.0788118137
time_course__lb_144hr__2,-1.265559713,-0.5097137795
time_course__lb_144hr__3,-1.342120782,-0.8080868224000001
time_course__lb_192hr__1,-0.5826038578,-0.0763160076
time_course__lb_192hr__2,0.19015816630000001,-0.0366024631
time_course__lb_192hr__3,-1.4246421824,-0.5259152125000001
triclosan__wt__1,-0.386043623,-0.2628503474
triclosan__wt__2,-0.3335433546,-0.0998761367
triclosan__wt__3,0.7195869776,0.362726484
triclosan__evo_amx_tcs__1,0.2278644889,-0.5062316305
triclosan__evo_amx_tcs__2,0.7326342679000001,-0.0421035185
triclosan__evo_amx_tcs__3,1.746869437,-0.70719263
triclosan__evo_chl_tcs__1,-0.6064662908,-0.5876632309
triclosan__evo_chl_tcs__2,-0.5426850114,-0.6571662641
triclosan__evo_chl_tcs__3,-0.7030869091,-0.937534143
triclosan__evo_tet_tcs__1,5.9482806341,-0.2914224545
triclosan__evo_tet_tcs__2,2.622191434,-0.5626886948
truHMM__48C_15m__1,-0.452462931,1.0833303573
truHMM__48C_15m__2,-0.3234951991,1.2961478906
truHMM__48C_15m__3,0.3901489059,0.7138734502
truHMM__48C_30m__1,1.4922993779,1.4486937336
truHMM__48C_30m__2,1.2853279054,1.7654007373
truHMM__48C_60m__1,0.6119045428000001,1.7988796234
truHMM__48C_60m__2,0.5854338530000001,1.7958173460000002
truHMM__phos_0h__1,-0.1069866936,-0.0577957377
truHMM__phos_0h__2,0.1069866936,0.0577957377
truHMM__phos_2h__1,-0.2027010122,1.5368421905
truHMM__phos_2h__2,-0.48552523820000004,1.3261174166
truHMM__phos_4h__1,0.26461683540000003,2.0989427191
truHMM__phos_4h__2,0.010633594500000001,2.016935943
truHMM__phos_4h__3,0.5092072619,0.2301589255
control__wt_glc__1,-0.15599850410000002,0.1116716895
control__wt_glc__2,0.15599850410000002,-0.1116716895
fur__wt_dpd__1,-0.6405937826,0.0268038425
fur__wt_dpd__2,-0.43170533380000004,0.29058271550000003
fur__wt_fe__1,-0.2296146925,-0.2143119875
fur__wt_fe__2,0.1201600394,-0.1494333775
fur__delfur_dpd__1,-0.5214093076,0.0831797865
fur__delfur_dpd__2,-0.2151824344,-0.4458900925
fur__delfur_fe2__1,0.6488827714000001,0.2488984655
fur__delfur_fe2__2,0.3968003623,0.0980197485
acid__wt_ph5__1,-0.5711082825,0.0269248755
acid__wt_ph5__2,-0.3288200691,-0.2443598455
acid__delgadx_ph5__1,-0.2190422159,0.0244232715
acid__delgadw_ph5__1,-0.2884433743,-0.0180450345
acid__delgadw_ph5__2,-0.43096304430000004,0.1528675655
acid__delgade_ph5__1,-0.3983577928,0.1552789525
acid__delgade_ph5__2,-0.2887686867,0.0027887975
oxidative__wt_pq__1,0.1926039534,-0.21043058150000002
oxidative__wt_pq__2,-0.3037718175,-0.1024489345
oxidative__deloxyr_pq__1,-0.134186636,-0.1586308385
oxidative__deloxyr_pq__2,0.07872048200000001,-0.0498819865
oxidative__delsoxr_pq__1,1.2289329958,0.2016042995
oxidative__delsoxr_pq__2,0.49705579600000005,0.0023227875
oxidative__delsoxs_pq__1,0.2744304433,-0.0006834655
oxidative__delsoxs_pq__2,0.5181161910000001,-0.025673783500000002
nac_ntrc__wt_csn__1,-0.6253803125,0.0117838605
nac_ntrc__wt_csn__2,-0.6484637798,0.2143917435
nac_ntrc__wt_cytd__1,-0.63988875,-0.0877418125
nac_ntrc__wt_cytd__2,-0.7191388767,0.2402877135
nac_ntrc__wt_gln__1,0.4863724813,0.3310564995
nac_ntrc__wt_gln__2,0.0842587808,0.2275667885
nac_ntrc__bw_delnac_csn__1,-0.9077805178,0.3979794755
nac_ntrc__bw_delnac_csn__2,-1.9321332525,0.0362782265
nac_ntrc__bw_delnac_cytd__1,-0.6253670809,0.1848037045
nac_ntrc__bw_delnac_cytd__2,-0.5013659036,0.0578695815
nac_ntrc__bw_delnac_gln__1,-0.4708931538,0.4700840295
nac_ntrc__bw_delnac_gln__2,-0.0364444076,0.2143787975
nac_ntrc__bw_delnac_nh4__1,-0.2028608121,-0.2634640465
nac_ntrc__bw_delnac_nh4__2,-0.17102878,-0.2518524095
misc__wt_no_te__1,0.1841500103,0.062454891500000005
misc__wt_no_te__2,0.09484411870000001,0.0040131895
misc__bw_delcbl__1,0.1982201698,-0.1294556155
misc__bw_delcbl__2,0.37899882360000003,0.0012513685
misc__bw_delfabr__1,0.6090307922,-0.20647903850000002
misc__bw_delfabr__2,0.20605978200000002,-0.4172355895
misc__bw_delfadr__1,0.2722983836,0.0303435115
misc__bw_delfadr__2,-0.181197785,-0.1010489725
misc__nitr_031__1,-1.2117724883,-0.15885704750000001
omics__wt_glu__1,1.0031967633,-0.6328522935
omics__wt_glu__2,0.3334524674,-0.5304287165
omics__wt_gly__1,-0.3028946446,-0.5205604645
omics__wt_gly__2,-0.5114604084000001,-0.1761147865
omics__wt_thr__1,0.9848718442000001,0.25010674050000004
omics__wt_thr__2,0.8752178292,-0.0333998565
omics__bw_ac__1,-0.6318471603,0.9078745465
omics__bw_ac__2,-0.6901162602,0.2793654505
omics__bw_fum__1,-1.1982208429,0.29051316650000003
omics__bw_fum__2,-1.0905673714,0.6380720965000001
omics__bw_glc__1,-0.9120153961,0.44798172550000004
omics__bw_glc__2,-1.01400049,0.2867839115
omics__bw_pyr__1,-2.5300221319,0.24386577550000002
omics__bw_pyr__2,-0.6438879291,0.4090723305
ompr__wt_nacl__1,-1.3020134495,0.0662063105
ompr__wt_nacl__2,-2.0062760279,-0.1676201575
ompr__bw_delompr_nacl__1,-1.1639631372,0.2091337875
ompr__bw_delompr_nacl__2,-1.0516526223,0.1952881165
minspan__wt_ade__1,1.2653955232,-0.1030933235
minspan__wt_glc__1,0.3076578371,0.0770004005
minspan__wt_glc__2,0.1118422129,0.3002666275
minspan__wt_glc__3,-0.2545287201,0.1090621865
minspan__wt_glc_anaero__1,-1.2151435049,-0.47501531350000004
minspan__wt_glc_anaero__2,-1.7089248162000001,-0.2700844575
minspan__wt_trp__1,-0.0861916574,0.0892850235
minspan__bw_delcra_glc__1,-0.6827438681,-0.2701680265
minspan__bw_delcra_trp__1,-1.1666366555,-0.3914275705
minspan__bw_delmntr__1,-0.8323114656,-0.1138761945
minspan__bw_delnac_ade__1,-0.30605427760000004,-0.2148500085
minspan__bw_delnac_glc__1,-0.3396549286,-0.0823063725
cra_crp__wt_ac__1,-0.21935618680000002,-0.023748256500000002
cra_crp__wt_ac__2,-0.0847727528,-0.08779866850000001
cra_crp__wt_fru__1,0.41083214630000003,-1.0201438855
cra_crp__wt_fru__2,0.8500583928000001,-0.41230492350000003
cra_crp__delcra_ac__1,-0.3172367354,0.3503290115
cra_crp__delcra_ac__2,-0.8214511094,0.27905843750000003
cra_crp__delcra_fru__1,0.2039715785,0.1823540655
cra_crp__delcra_fru__2,0.1679492994,0.014905765500000001
cra_crp__delcra_glc__1,0.2144732947,0.0976993505
cra_crp__delcra_glc__2,0.1040654729,0.1790500335
rpoB__wt_031__1,0.1317181229,0.3797143805
rpoB__wt_044__1,-0.6595167836,-0.2520890685
rpoB__wt_lb__1,-0.9373700796000001,0.9350139695
rpoB__wt_lb__2,-0.5274784713,0.9469322785000001
rpoB__rpoBE546V_031__1,0.1722243763,0.3462701655
rpoB__rpoBE546V_044__1,-0.0700850492,0.2536309055
rpoB__rpoBE546V_lb__1,-0.5411099577,0.34863365350000003
rpoB__rpoBE546V_lb__2,-0.5576870674000001,0.26794531450000003
rpoB__rpoBE546V_glc__1,0.336479377,-0.6672157235
rpoB__rpoBE672K_glc__1,0.0244576981,-1.1288207725000001
rpoB__rpoBE672K_glc__2,-0.5561505757,-0.5148656145
rpoB__rpoBE672K_lb__1,-1.1819344412000001,-0.6097049255
rpoB__rpoBE672K_lb__2,-1.2591038201,-0.8279045885
crp__wt_fru__1,-0.5083179314,0.0153706575
crp__wt_glyc__1,-0.16597838080000002,-0.10752484450000001
crp__wt_glyc__2,-0.27933960020000004,0.3118406855
crp__delar1_glyc__1,2.7080914618,0.12191636850000001
crp__delar1_glyc__2,2.8898514793,-0.0342621495
crp__delar1ar2_glyc__1,0.4967797793,0.1313617675
crp__delar1ar2_glyc__2,0.4548775519,-0.1121094985
crp__delar1ar2_glyc__3,0.6623540415,0.0268757435
crp__delar2_glyc__1,0.3567012773,0.7397979715
crp__delar2_glyc__2,0.5732706942,0.6293986615
crp__delar2_glyc__3,0.0474792661,0.6933386095
crp__delcrp_fru__1,-0.1298049389,0.18292537350000002
crp__delcrp_fru__2,0.0686217257,-0.14030201550000002
crp__delcrp_fru__3,0.43347452480000004,0.39041852250000003
crp__delcrp_glc__1,-0.22160108180000002,0.1871100635
crp__delcrp_glc__2,-0.47978360870000003,0.1243927445
crp__delcrp_glc__3,-1.0301306551,-0.0326648015
crp__delcrp_glyc__1,-0.6235218005000001,0.12406782350000001
crp__delcrp_glyc__2,-0.2697093772,0.2839961585
crp__delcrp_glyc__3,0.1570141621,0.07156459350000001
glu__glu_ale3__1,-0.7407351143,-0.7036309385
glu__glu_ale4__1,-0.7749164808,-0.6486196905
glu__glu_ale5__1,-1.0743136159,-0.2663794035
glu__glu_ale6__1,-0.2296248437,-0.7048223475000001
glu__glu_ale8__1,-0.8327623701,-0.1264479425
glu__glu_ale9__1,-0.2952863797,-0.1074546875
glu__glu_ale10__1,-0.6907731445,-0.8654491275
42c__wt_42c__1,0.0094055878,0.2047541025
42c__42c_ale1__1,-1.3230543681,-0.07566073350000001
42c__42c_ale2__1,0.48703642690000004,0.6683563255
42c__42c_ale3__1,-1.181040838,0.5073247355
42c__42c_ale4__1,1.1872970891,0.4231765115
42c__42c_ale5__1,1.2312087461,0.2809160915
42c__42c_ale6__1,-1.8318535445,0.0009666785000000001
42c__42c_ale8__1,0.5312469086,0.6002744215
42c__42c_ale9__1,-0.7406092627,-0.6704594565
42c__42c_ale10__1,0.41980426,0.3750451745
ssw__wt_ac__1,-2.3139287969,0.0664896455
ssw__wt_glc__1,-0.0316729683,-0.6295152775
ssw__wt_glyc__1,-2.210444257,-0.0291488775
ssw__wt_xyl__1,-2.3562064817,-0.9691986765
ssw__glc_ale1__1,0.2161638254,0.35561197250000004
ssw__glc_ale2__1,-0.6112298715000001,-0.1463132805
ssw__glc_ale3__1,-1.6826613209999999,-0.4976965035
ssw__glyc_ale1__1,-0.5037938514,0.045273955500000004
ssw__glyc_ale2__1,-1.72581623,-0.6187775775000001
ssw__xyl_ale1__1,-0.085308516,-0.029051945500000002
ssw__xyl_ale2__1,-0.1842593835,-0.046301430500000004
ssw__xyl_ale3__1,0.2713956008,0.1669534885
ssw__glc_ac_ac2__1,-0.982908831,-0.8178605955
ssw__glc_ac_glc1__1,0.46828899900000004,-0.40880965950000003
ssw__glc_glyc_glc__1,-0.5669404972000001,-0.0607902675
ssw__glc_glyc_glyc__1,-0.6012718189,0.4677024185
ssw__glc_xyl_glc__1,0.129378656,-0.0313471865
ssw__glc_xyl_xyl__1,0.8335283971,0.1874252415
ica__wt_glc__1,0.357358129,-0.0067206595
ica__wt_glc__2,0.1806196487,-0.0259524455
ica__wt_glc__3,-1.0448074372,-0.2514328645
ica__wt_glc__4,-0.0342738266,0.2813433275
ica__arg_sbt__1,-0.7683733174,0.3893349345
ica__arg_sbt__2,-0.9425237932,0.1834285485
ica__cytd_rib__1,-0.7022767533000001,1.5554662405
ica__cytd_rib__2,-0.8936822018,1.6710343345
ica__gth__1,-1.4339776545,0.7615608825
ica__gth__2,-1.4595082163,0.6045194095
ica__leu_glcr__1,-0.8295944211,-0.0598144725
ica__leu_glcr__2,-0.7801550872,-0.2844171095
ica__met_glc__1,-0.6994198721,-0.1996113505
ica__met_glc__2,-0.4263570754,-0.4376395705
ica__no3_anaero__1,-1.1709959781000001,0.19305869050000002
ica__no3_anaero__2,-1.0800036586,-0.12413243850000001
ica__phe_acgam__1,-0.7705187676,-0.15372262750000001
ica__phe_acgam__2,-0.8434882771000001,-0.31050686050000004
ica__thm_gal__1,-0.6366640473,0.0642430105
ica__thm_gal__2,-0.8375781594,0.0348545095
ica__tyr_glcn__1,-0.3792562989,-0.5857517355
ica__tyr_glcn__2,-0.5022317737,-0.3512481315
ica__ura_pyr__1,-0.7012467317000001,0.0415389745
ica__ura_pyr__2,-1.5005936320000002,0.1720420755
ica__wt_glc__5,-0.1299907378,0.1191416215
ica__wt_glc__6,0.061396594900000004,0.3798253005
ica__bw_delpurR_cytd__1,0.15895492690000002,0.2555844365
ica__bw_delpurR_cytd__2,-0.3011052593,0.4205896395
ica__ade_glc__1,-0.2122108429,0.20138786150000001
ica__ade_glc__2,0.46876186750000004,0.3150468555
ytf__wt_glc__1,0.2228943041,0.4576558995
ytf__wt_glc__2,0.7557188801,0.4853140225
ytf__delyafC__1,-1.1775560798,0.4277021865
ytf__delyafC__2,-1.450174652,0.5220011805
ytf__delyeiE__1,-0.8871573344,0.6651812705
ytf__delyeiE__2,-0.8678112193,0.7167469695
ytf__delyiaJ__1,-0.2616102439,0.32121586150000003
ytf__delyiaJ__2,-1.0748235569,0.6210803395
ytf__delyieP__1,-0.5176948607,0.4283366165
ytf__delyieP__2,-0.2302086941,0.29302793450000003
ytf__wt_ph5__1,-0.9902812711000001,0.1213092685
ytf__wt_ph5__2,-0.948809314,0.5272089555
ytf__wt_ph8__1,-0.3304622604,0.32345184450000003
ytf__wt_ph8__2,0.0781950856,0.4863887565
ytf__delybaO__1,-1.0377518187,0.37508332450000004
ytf__delybaO__2,-0.6211591249,0.5152318775
ytf__delybaQ__1,-0.5803740353,0.2770434155
ytf__delybaQ__2,-0.670329771,0.5997379805
ytf__delybiH__1,0.8836886074,0.43122119750000004
ytf__delybiH__2,0.40450655480000003,0.3990289785
ytf__delydcI_ph5__1,-0.6752464290000001,0.2262786235
ytf__delydcI_ph5__2,-0.6715144755,0.28171221350000003
ytf__delydcI_ph8__1,-0.5653834204,0.39716784850000003
ytf__delydcI_ph8__2,0.11698204870000001,0.3371404545
ytf__delyddM__1,-1.025185566,0.4377279515
ytf__delyddM__2,-0.9208645639,0.08676937750000001
ytf__delyheO__1,-1.3411076674,0.3392006855
ytf__delyheO__2,-1.0489978429,0.4481399145
fps__bw_glc__1,0.203387382,0.3732816605
fps__bw_glc__2,0.2044585421,0.4057092365
fps__fps_thrA_ale1__1,0.1477611792,0.43964461650000003
fps__fps_thrA_ale1__2,0.1099190963,0.4051938115
fps__fps_thrA_ale2__1,0.6395575659,0.2772164035
fps__fps_thrA_ale2__2,0.2948952748,0.16019241350000002
fps__fps_serB_ale1__1,0.1155655475,0.2623623775
fps__fps_serB_ale1__2,0.47084175100000003,0.3667375225
fps__fps_serB_ale4__1,0.1757123505,0.5082424345000001
fps__fps_serB_ale4__2,0.2658310721,0.5449427235000001
fps__fps_ptsI_ale1__1,-0.6359581646,0.37027583550000004
fps__fps_ptsI_ale1__2,-0.261362598,0.4560661935
fps__fps_ptsI_ale3__1,0.0963275126,0.2582235075
fps__fps_ptsI_ale3__2,-0.3743706364,0.1981416055
pal__lyx_ale2_f6__1,-1.6147485519,0.6491860215
pal__lyx_ale2__1,-0.8664370297,0.7980132235
pal__lyx_ale2__2,-0.4591877465,0.5984875545
pal__lyx_ale4__1,-1.187519589,0.19374331050000002
pal__lyx_ale4__2,-1.4811267455000001,0.6420019625000001
pal__5drib_ale10_f18__1,-0.7860996856,0.49455562350000004
pal__5drib_ale10_f18__2,-1.0501580729,0.6809511805
pal__5drib_ale10__1,-0.7143729531,1.0635993675
pal__arab_ale14_f9__1,-1.5384545985,0.3547366985
pal__arab_ale14_f9__2,-0.5122258974,0.2694280335
pal__arab_ale14__1,-0.8191880777,0.0265259135
pal__arab_ale14__2,-1.5420930624,0.19753571150000002
pal__arab_ale16__1,-0.5131935616000001,1.0207830245
pal__arab_ale16__2,-0.9723082988,0.3684739635
pal__tartr_ale26_f10__1,-1.7810152458,0.31123060950000003
pal__tartr_ale26_f10__2,-2.3765267708,0.3921093095
pal__tartr_ale26__1,-1.0165152658,0.2671824045
pal__tartr_ale26__2,-1.1885832481,0.3290834275
pal__tartr_ale28_f10__1,-2.4861905615,0.4567028185
pal__tartr_ale28_f10__2,-3.2698226812,0.3407288355
pal__tartr_ale28__1,-1.1571289961,0.2547368975
pal__tartr_ale28__2,-1.1107327258,0.5739660105000001
efeU__delmenFentC_citr__1,-0.3744591558,0.3801757405
efeU__delmenFentC_citr__2,0.1935073582,0.24806384150000002
efeU__delmenFentC__1,-0.2467277481,0.5952076085
efeU__delmenFentC__2,0.0062301229,0.7365117115
efeU__menFentC_ale39__1,0.4650665215,0.5310652755
efeU__menFentC_ale39__2,0.12044744980000001,0.0316393645
efeU__menFentC_ale29__1,0.2835115009,0.27323577050000003
efeU__menFentC_ale29__2,-0.016533188,0.2752781985
efeU__menFentC_ale30__1,0.4223166545,0.4848314885
efeU__menFentC_ale30__2,0.009439617,0.2017740725
efeU__menFentCubiC_ale36__1,0.3028596008,0.4291385485
efeU__menFentCubiC_ale36__2,0.6507754326,0.34124995950000003
efeU__menFentCubiC_ale37__1,0.43771205560000004,0.2439290135
efeU__menFentCubiC_ale37__2,0.4461175035,0.40671905750000004
efeU__menFentCubiC_ale38__1,0.7261375816000001,0.43574425650000004
efeU__menFentCubiC_ale38__2,0.11340272330000001,0.5494279745
misc2__salc_glc__1,-1.4739572504,0.4984623905
misc2__salc_glc__2,-1.1293763866,0.3567207075
misc2__dbcn_glc__1,-1.8066819916,-0.7140245155
misc2__dbcn_glc__2,-1.7393606124,-0.6574292795000001
misc2__tyr_glc__1,-0.3869525881,0.36926487750000003
misc2__tyr_glc__2,0.1763024803,0.3390781255
misc2__arg_cytd__1,-0.15903311990000002,0.1086540145
misc2__arg_cytd__2,0.0169812472,0.1358188045
misc2__delyheO_pyr__1,-1.7206909686,0.4933291965
misc2__delyheO_pyr__2,-1.0934491218,0.3149464585
nquinone__delubiC__1,0.506836664,0.4156769655
nquinone__delubiC__2,0.7331218936,0.42937239850000003
nquinone__ubiC_ale1__1,-0.1291490137,0.2960513885
nquinone__ubiC_ale1__2,-0.0949249166,0.4629509425
nquinone__ubiC_ale2__1,0.1395590442,0.5333632435
nquinone__ubiC_ale2__2,0.2960101053,0.6078784995000001
nquinone__ubiC_ale3__1,0.3365207488,0.1215615215
nquinone__ubiC_ale3__2,0.36570107560000004,0.1315915565
nquinone__ubiC_ale4__1,0.46829452320000003,0.40645713250000004
nquinone__ubiC_ale4__2,0.5229045920000001,0.6526952655
nquinone__delpdhR__1,-0.0492093009,-0.3274299275
nquinone__delpdhR__2,0.2563892834,0.0059469955
quinone__glu_ale4__1,0.1724456267,-0.0271428215
quinone__glu_ale4__2,-0.2606243116,0.3006721155
quinone__delmenF__1,0.1716620382,0.19615562450000001
quinone__delmenF__2,-0.29780157090000003,0.46821709250000004
quinone__menF_ale5__1,-0.5735542921,0.22968192750000002
quinone__menF_ale5__2,0.09991723820000001,0.1061905895
quinone__menF_ale6__1,-0.3183248239,0.3701358255
quinone__menF_ale6__2,-0.22214184450000002,0.19111870350000001
quinone__menF_ale7__1,-0.492304002,0.4893931715
quinone__menF_ale7__2,-0.5390621317000001,0.4646463905
quinone__menF_ale8__1,-0.6078263151000001,0.4591006385
quinone__menF_ale8__2,-0.175875678,0.5201173925
quinone__delmenFubiC__1,0.17241759680000002,0.43514951350000003
quinone__delmenFubiC__2,-0.3142108541,0.2473873295
quinone__menFubiC_ale1__1,-1.2313067098000001,-0.2774805255
quinone__menFubiC_ale1__2,-1.8078046867,-0.3493493335
quinone__menFubiC_ale2__1,-1.3642773921,-0.2017788985
quinone__menFubiC_ale2__2,-1.1889021202,-0.37136007050000003
quinone__menFubiC_ale3__1,0.3390112089,0.2198357535
quinone__menFubiC_ale3__2,0.0212055275,0.2779709205
quinone__menFubiC_ale4__1,-0.1140489772,0.22383030450000002
quinone__menFubiC_ale4__2,-0.178972808,0.0330445985
oxyR__wt_glc__1,-0.0966665327,0.1034068075
oxyR__wt_glc__2,-0.0515957659,0.0057252105
oxyR__wt_h2o2__1,-0.0495680942,0.0770858375
oxyR__wt_h2o2__2,-0.5672865177,0.2827459385
oxyR__glu_ale4__1,-0.9915923467000001,0.4290518305
oxyR__glu_ale4__2,-0.838982729,0.2344556415
oxyR__glu_ale4_h2o2__1,-1.2124875724,0.2769480635
oxyR__glu_ale4_h2o2__2,-0.7192781349,0.3337527075
oxyR__oxyR_ale17__1,0.0985692454,0.4056609665
oxyR__oxyR_ale17__2,-0.045001007,0.30258262150000004
oxyR__oxyR_ale17_h2o2__1,0.2266830658,0.2458601275
oxyR__oxyR_ale17_h2o2__2,-0.1967434472,0.2824261835
oxyR__oxyR_ale18__1,-0.42881196250000003,-0.0342512455
oxyR__oxyR_ale18__2,0.0094975117,0.10301112850000001
oxyR__oxyR_ale18_h2o2__1,-0.5604290228000001,0.0010782475
oxyR__oxyR_ale18_h2o2__2,-0.5868871828000001,0.1072301735
oxyR__oxyR_ale19__1,0.1491524131,-0.06620669950000001
oxyR__oxyR_ale19__2,-0.3278315714,-0.055054107500000005
oxyR__oxyR_ale19_h2o2__1,0.2330409803,-0.1331782025
oxyR__oxyR_ale19_h2o2__2,0.39131265600000004,-0.1911350515
oxyR__oxyR_ale20__1,-0.5555098922,0.06629146550000001
oxyR__oxyR_ale20__2,-0.6222010155000001,-0.1852743695
oxyR__oxyR_ale20_h2o2__1,-0.1169390835,0.24862205750000002
oxyR__oxyR_ale20_h2o2__2,-0.0471312355,0.1142133885
svns_pgi__BmePgi24_15__1,-0.2283763862,0.35794441250000003
svns_pgi__BmePgi24_15__2,-0.0335676938,0.4299180245
svns_pgi__BmePgi24_26__1,0.2245604046,0.3946892415
svns_pgi__BmePgi24_26__2,-0.1152182804,0.35791592250000004
svns_pgi__BmePgi24_41__1,0.1146461695,0.4339984505
svns_pgi__BmePgi24_41__2,0.248168099,0.4782711605
svns_pgi__BmePgi24_52__1,0.2599748364,0.37127752150000004
svns_pgi__BmePgi24_52__2,0.1159847574,0.1080392765
svns_pgi__PaePgi2_34__1,1.0977609903,0.5452781115
svns_pgi__PaePgi2_34__2,0.9419392080000001,0.4165056495
svns_pgi__PaePgi2_63__1,0.9264464518000001,0.5671455765
svns_pgi__PaePgi2_63__2,0.8391228874000001,0.6872267765000001
svns_pgi__PaePgi24_54__1,1.4595509792,0.49329513750000004
svns_pgi__PaePgi24_54__2,1.5987108441,0.5888707215
svns_pgi__PaePgi24_90__1,0.9342467975000001,0.6458437785000001
svns_pgi__PaePgi24_90__2,1.0879331743,0.8353214415
abx_media__m9_ctrl__1,-0.0492137797,-0.7054877055000001
abx_media__m9_ctrl__2,-0.1582298085,-0.9106440645
abx_media__rpmi_ctrl__1,0.0164073679,-0.7397544535
abx_media__rpmi_ctrl__2,0.5990564298000001,-1.0612982985
abx_media__camhb_ctrl__1,-0.42145790050000004,-2.5364065105
abx_media__camhb_ctrl__2,-0.7202133704,-2.1008614865
abx_media__m9_mero__1,0.1653083301,-1.4167507125
abx_media__m9_mero__2,-0.008654806400000001,-1.3175346285
abx_media__rpmi_mero__1,-0.7913320306,-1.6076972585
abx_media__rpmi_mero__2,-0.5129218727,-1.4503364015
abx_media__camhb_mero__1,-0.5143427208,-2.8013098435
abx_media__camhb_mero__2,-0.34845051450000003,-2.9184162045
abx_media__m9_trisulf__1,-0.5257916642,-1.9849304785
abx_media__m9_trisulf__2,-0.38147735850000003,-1.9755375705
abx_media__rpmi_trisulf__1,-0.8632805654,-1.7033784075
abx_media__rpmi_trisulf__2,-0.8072149446,-2.0783473065
abx_media__camhb_trisulf__1,-1.176077831,-3.0511444155
abx_media__camhb_trisulf__2,-1.0689210759,-2.8053414485
abx_media__m9_cef__1,-0.20242186580000002,-1.4706396075
abx_media__m9_cef__2,-0.566175254,-1.7330336554999999
abx_media__rpmi_cef__1,-0.022874297800000002,-1.7631169065
abx_media__rpmi_cef__2,0.3749652589,-1.4477685745
abx_media__camhb_cef__1,-1.0896157403,-2.3308305505
abx_media__camhb_cef__2,-1.078644394,-2.0908257065
abx_media__m9_cipro__1,-0.7759304981,-1.9526877065
abx_media__m9_cipro__2,-0.6300362765,-1.5674871184999999
abx_media__rpmi_cipro__1,-1.6160110607,-2.9265491545
abx_media__rpmi_cipro__2,-1.4608242687000002,-2.7536467895000003
abx_media__camhb_cipro__1,-1.5658261301,-2.4191194545
abx_media__camhb_cipro__2,-1.6076350134,-2.8114373175000003
hot_tale__42c_ale3_30c__1,-0.0779899401,-0.5418383615
hot_tale__42c_ale3_30c__2,-0.1188489658,-0.3722256835
hot_tale__42c_ale3_37c__1,0.11997508800000001,0.3756254215
hot_tale__42c_ale3_37c__2,0.8247222112,0.41614402850000004
hot_tale__42c_ale3_44c__1,1.1142053328000001,1.8951860745
hot_tale__42c_ale3_44c__2,1.076166444,1.9826647535
hot_tale__hot_ale3_mid_30c__1,-0.1625586355,-0.1955057845
hot_tale__hot_ale3_mid_30c__2,0.4209292492,-0.5873854605000001
hot_tale__hot_ale3_mid_37c__1,0.2600809522,0.4568778725
hot_tale__hot_ale3_mid_37c__2,0.3060045945,0.33373733850000004
hot_tale__hot_ale3_mid_44c__1,0.3867726979,1.4596249975
hot_tale__hot_ale3_mid_44c__2,1.0735941076,1.4746297154999999
hot_tale__hot_ale3_30c__1,0.6572337201,-0.3777968585
hot_tale__hot_ale3_30c__2,0.39988247050000003,-0.2579102405
hot_tale__hot_ale3_37c__1,0.3856940582,0.0086464195
hot_tale__hot_ale3_37c__2,0.4208811582,0.3121334105
hot_tale__hot_ale3_44c__1,0.8954281934,1.4554911145
hot_tale__hot_ale3_44c__2,1.3535956900000001,1.4975453935
hot_tale__hot_ale4_30c__1,0.6268114544,-0.2710939935
hot_tale__hot_ale4_30c__2,0.20725058870000002,-0.2316055125
hot_tale__hot_ale4_37c__1,1.0366390155,0.5088197475
hot_tale__hot_ale4_37c__2,0.37958398320000003,0.37262059950000004
hot_tale__hot_ale4_44c__1,1.0791597207999999,2.2180139485
hot_tale__hot_ale4_44c__2,1.5326492163,1.8732237565
hot_tale__hot_ale8_30c__1,-0.4332069818,-0.4983427225
hot_tale__hot_ale8_30c__2,0.5013411872,-0.4897279735
hot_tale__hot_ale8_37c__1,1.1241554757,0.30402061750000003
hot_tale__hot_ale8_37c__2,0.7791760334000001,0.055642867500000005
