,A,BluR
time_course__lb_8hr__2,9.7859128345,-0.6361805996000001
time_course__lb_8hr__3,9.3027574104,-0.8761272255
time_course__lb_24hr__1,12.3050855856,0.5911977829
time_course__lb_24hr__2,11.5165894125,0.6838321332
time_course__lb_24hr__3,11.5550437216,0.7126733565000001
time_course__lb_72hr__1,1.5250499677,1.8716752531
time_course__lb_72hr__2,2.1874053419,1.6956955102
time_course__lb_72hr__3,1.8117265927,1.7654956877
time_course__lb_144hr__1,3.0251903322,1.758890128
time_course__lb_144hr__2,6.5958935981,1.6324782763
time_course__lb_144hr__3,8.6496940703,1.4782693696
time_course__lb_192hr__1,5.8440982801,1.4947713835
time_course__lb_192hr__2,1.8976773699,1.4233009575
time_course__lb_192hr__3,8.1877683512,1.3105058764
triclosan__wt__1,-0.6405732493,-0.155500899
triclosan__wt__2,-0.0002485285,-0.0318931609
triclosan__wt__3,0.6408217778,0.18739406
triclosan__evo_amx_tcs__1,0.4200599719,-0.9366269025
triclosan__evo_amx_tcs__2,-0.8120773096,-0.8493511722
triclosan__evo_amx_tcs__3,1.6154164931000001,-0.6619354076
triclosan__evo_chl_tcs__1,-0.4599747582,-0.2944474311
triclosan__evo_chl_tcs__2,-1.2149220328,-0.9011000161
triclosan__evo_chl_tcs__3,-1.7320807606000002,-0.8494822739000001
triclosan__evo_tet_tcs__1,-2.2612084016000003,-1.6654697744
triclosan__evo_tet_tcs__2,0.8638385287,-0.9550416516
truHMM__48C_15m__1,5.7908553785,0.6092985389000001
truHMM__48C_15m__2,5.7252802973,0.592224539
truHMM__48C_15m__3,10.3590695475,0.6923600192
truHMM__48C_30m__1,7.0927988377,-0.5179817318000001
truHMM__48C_30m__2,7.1145651825,-0.6533115792
truHMM__48C_60m__1,9.2086661374,-0.8863804954000001
truHMM__48C_60m__2,9.2072872014,-0.8820470944000001
truHMM__phos_0h__1,0.6063153935000001,0.0408884679
truHMM__phos_0h__2,-0.6063153935000001,-0.0408884679
truHMM__phos_2h__1,5.7673499455,0.34605774910000003
truHMM__phos_2h__2,5.8215782566000005,0.3649167447
truHMM__phos_4h__1,4.2824687143,-0.2481740402
truHMM__phos_4h__2,3.7724733352,-0.017926228000000002
truHMM__phos_4h__3,4.8131686209,0.1090957225
control__wt_glc__1,0.1216553932,-0.096314704
control__wt_glc__2,-0.1216553932,0.096314704
fur__wt_dpd__1,8.6785535334,0.24354418600000002
fur__wt_dpd__2,9.0268039918,0.167158005
fur__wt_fe__1,-0.2361077178,-0.393772253
fur__wt_fe__2,0.1021575285,-0.32799683300000004
fur__delfur_dpd__1,6.7777608331,0.41412462200000005
fur__delfur_dpd__2,6.0441342698,0.271076675
fur__delfur_fe2__1,1.1167458304,-0.042149684
fur__delfur_fe2__2,1.5426496329,-0.13148164
acid__wt_ph5__1,1.1822104699,-0.203533023
acid__wt_ph5__2,1.4288982939000001,-0.190086831
acid__delgadx_ph5__1,1.2310693964000001,-0.33153659100000005
acid__delgadw_ph5__1,1.8852958718,-0.116113372
acid__delgadw_ph5__2,1.7581597637000002,-0.22934711700000002
acid__delgade_ph5__1,1.2314528671,-0.18395026
acid__delgade_ph5__2,1.1514879954,-0.150415504
oxidative__wt_pq__1,4.4305143256,-0.182392185
oxidative__wt_pq__2,4.1885636685,-0.236524209
oxidative__deloxyr_pq__1,4.3617513472,-0.33326662
oxidative__deloxyr_pq__2,4.3862804483,-0.312930863
oxidative__delsoxr_pq__1,1.2871113647,-0.07088725800000001
oxidative__delsoxr_pq__2,1.8289406945,0.04278123
oxidative__delsoxs_pq__1,1.6000071016000001,0.38876116800000005
oxidative__delsoxs_pq__2,1.2719112123,0.408241169
nac_ntrc__wt_csn__1,4.5883406203,0.247569532
nac_ntrc__wt_csn__2,4.1123399917,0.22489825600000002
nac_ntrc__wt_cytd__1,1.6596213518,-0.15813601600000002
nac_ntrc__wt_cytd__2,1.4601534368,-0.25350866
nac_ntrc__wt_gln__1,1.4031054103,0.031826472
nac_ntrc__wt_gln__2,1.4148022406,-0.05892356
nac_ntrc__bw_delnac_csn__1,3.8520571545,0.625326872
nac_ntrc__bw_delnac_csn__2,0.0730729869,0.628020286
nac_ntrc__bw_delnac_cytd__1,2.4022278058,-0.271931109
nac_ntrc__bw_delnac_cytd__2,2.0201349209,-0.36428256400000003
nac_ntrc__bw_delnac_gln__1,0.6768018185,0.062849074
nac_ntrc__bw_delnac_gln__2,0.7280298405000001,-0.060916176
nac_ntrc__bw_delnac_nh4__1,-1.5482196868,-0.34684595
nac_ntrc__bw_delnac_nh4__2,-1.9571849422,-0.47609921
misc__wt_no_te__1,2.1491856752,-0.036857325
misc__wt_no_te__2,1.3885380361,-0.006191563000000001
misc__bw_delcbl__1,-0.5380436989,-0.52236785
misc__bw_delcbl__2,0.08802092880000001,-0.45289774400000005
misc__bw_delfabr__1,-1.8186888088000002,-0.595297686
misc__bw_delfabr__2,-1.4400817914,-0.45440181300000004
misc__bw_delfadr__1,-0.1664681747,-0.442567309
misc__bw_delfadr__2,0.0298408829,-0.43086943400000005
misc__nitr_031__1,-0.26552224080000003,-0.157264077
omics__wt_glu__1,-0.9802718471,0.437394681
omics__wt_glu__2,-0.9989734505000001,0.40057418300000003
omics__wt_gly__1,-2.8630959642000002,-0.19483122500000002
omics__wt_gly__2,-0.8489222787,-0.070948517
omics__wt_thr__1,-2.206464482,0.34010267800000005
omics__wt_thr__2,-3.0554964637,0.21011774700000002
omics__bw_ac__1,-0.88526171,0.44063297900000004
omics__bw_ac__2,-0.7343593043000001,0.494194666
omics__bw_fum__1,-2.0371046499,0.366302142
omics__bw_fum__2,-1.9356686832,0.309803932
omics__bw_glc__1,0.6715045228000001,0.449344193
omics__bw_glc__2,0.9676172547,0.44693888600000004
omics__bw_pyr__1,-3.5118211129,0.37166260700000003
omics__bw_pyr__2,-0.5863051538,0.427340035
ompr__wt_nacl__1,5.4134479651,0.7253155020000001
ompr__wt_nacl__2,5.0911321828,0.543236135
ompr__bw_delompr_nacl__1,7.1748368375,0.27755218400000004
ompr__bw_delompr_nacl__2,7.0749558396,0.269891844
minspan__wt_ade__1,1.6702325334,0.349866516
minspan__wt_glc__1,0.5241550058000001,-0.572581658
minspan__wt_glc__2,0.1300326325,-0.600054812
minspan__wt_glc__3,-0.25077157110000003,-0.593983775
minspan__wt_glc_anaero__1,-6.765600787,-0.31605113500000004
minspan__wt_glc_anaero__2,-7.7334424239,0.020449445
minspan__wt_trp__1,-3.8102135497000003,-0.454659866
minspan__bw_delcra_glc__1,-1.399690765,-0.942385188
minspan__bw_delcra_trp__1,-3.0694157506,-0.806206858
minspan__bw_delmntr__1,-5.5721046382,-0.82334414
minspan__bw_delnac_ade__1,3.6176704633,0.9069135810000001
minspan__bw_delnac_glc__1,2.7158803861000003,-0.340053953
cra_crp__wt_ac__1,-0.3793352493,0.39985990200000004
cra_crp__wt_ac__2,-1.2116899532,0.396940153
cra_crp__wt_fru__1,-1.2839446301,0.31705264
cra_crp__wt_fru__2,-0.8683213519,0.305373204
cra_crp__delcra_ac__1,1.4540746961,0.42279595000000003
cra_crp__delcra_ac__2,0.8267176469,0.24685684100000002
cra_crp__delcra_fru__1,-1.1420096535,-0.17217559300000002
cra_crp__delcra_fru__2,-0.5052220375,-0.14995934300000002
cra_crp__delcra_glc__1,1.146000792,-0.5948482190000001
cra_crp__delcra_glc__2,0.7667493296,-0.496021268
rpoB__wt_031__1,-2.8166403396,-0.191213252
rpoB__wt_044__1,-2.2023831674,-0.180516703
rpoB__wt_lb__1,2.8020293853,-0.963098031
rpoB__wt_lb__2,3.2638290075,-0.938743532
rpoB__rpoBE546V_031__1,1.31710156,-0.6405140340000001
rpoB__rpoBE546V_044__1,0.29380352730000003,-0.5010106520000001
rpoB__rpoBE546V_lb__1,0.3043460596,-0.864023312
rpoB__rpoBE546V_lb__2,1.0842174128,-0.8076277340000001
rpoB__rpoBE546V_glc__1,-1.4462541178000001,-0.604978776
rpoB__rpoBE672K_glc__1,-4.1502757777,-0.6043257310000001
rpoB__rpoBE672K_glc__2,-5.1626884103,-0.7001040930000001
rpoB__rpoBE672K_lb__1,0.3302751015,-1.7341670420000002
rpoB__rpoBE672K_lb__2,-0.4591101756,-1.768567175
crp__wt_fru__1,-1.4732618719000001,-0.529160378
crp__wt_glyc__1,-1.7120393733000001,-0.595461472
crp__wt_glyc__2,-1.946681215,-0.42122331100000004
crp__delar1_glyc__1,-5.5196543406,-0.33148552400000003
crp__delar1_glyc__2,-4.3771229369,-0.446339812
crp__delar1ar2_glyc__1,-2.0899677899,-0.12998294900000001
crp__delar1ar2_glyc__2,-2.0954305545,-0.320766384
crp__delar1ar2_glyc__3,-1.7808157947,-0.167624758
crp__delar2_glyc__1,-4.7757922131,-0.92009289
crp__delar2_glyc__2,-6.3046900559,-0.9435453580000001
crp__delar2_glyc__3,-5.2621739091,-0.7779742310000001
crp__delcrp_fru__1,-0.1979027432,-0.115901899
crp__delcrp_fru__2,-1.4678548765000001,-0.400399331
crp__delcrp_fru__3,-0.11619840590000001,-0.289394152
crp__delcrp_glc__1,-0.9106647560000001,-0.353724596
crp__delcrp_glc__2,-0.5584028966,-0.298535857
crp__delcrp_glc__3,-0.080961162,-0.493919249
crp__delcrp_glyc__1,-0.8808896474000001,-0.322646359
crp__delcrp_glyc__2,-0.17581498610000001,-0.09539850300000001
crp__delcrp_glyc__3,0.24491293320000002,-0.193453978
glu__glu_ale3__1,-4.4961174341,-1.527777565
glu__glu_ale4__1,-3.2237637954,-1.4332478499999999
glu__glu_ale5__1,-2.4354331018,-0.9976004070000001
glu__glu_ale6__1,-1.5115267468,-1.8365128240000002
glu__glu_ale8__1,-4.6139953557,-1.078304702
glu__glu_ale9__1,-4.8004668623,-1.175676996
glu__glu_ale10__1,-5.4571018331,-1.038626274
42c__wt_42c__1,1.0527531198,-0.859210224
42c__42c_ale1__1,-6.7879260103,-0.652693268
42c__42c_ale2__1,-1.8128069377,-0.16801358700000002
42c__42c_ale3__1,-3.3379800825,0.08655739100000001
42c__42c_ale4__1,-5.4105601686,0.22908155900000002
42c__42c_ale5__1,-2.4159233056,-0.043057046
42c__42c_ale6__1,-7.3146908195,-0.576898763
42c__42c_ale8__1,-4.9466592557,0.034128036
42c__42c_ale9__1,0.1118474389,-1.471197946
42c__42c_ale10__1,-6.8738129471,0.119672659
ssw__wt_ac__1,3.3007502288,-0.002810331
ssw__wt_glc__1,-0.23011365690000002,-0.038822348
ssw__wt_glyc__1,-4.2552060885,-0.521434402
ssw__wt_xyl__1,-4.8337172669,0.552963356
ssw__glc_ale1__1,-0.32554714500000004,-0.607006994
ssw__glc_ale2__1,-2.817380398,-0.593233903
ssw__glc_ale3__1,-4.4836060402,-1.095673327
ssw__glyc_ale1__1,-3.3868132129,-0.531916018
ssw__glyc_ale2__1,-5.0077006265,-0.892305121
ssw__xyl_ale1__1,-3.0771417658,-0.244421613
ssw__xyl_ale2__1,-3.4701859201,-0.077996904
ssw__xyl_ale3__1,-4.4706610775,-0.6886858020000001
ssw__glc_ac_ac2__1,-5.1776640384,-0.558142475
ssw__glc_ac_glc1__1,-3.7185374489000003,0.36310562
ssw__glc_glyc_glc__1,-2.7585945771000002,-0.9247689720000001
ssw__glc_glyc_glyc__1,-3.6008703579,-0.654316925
ssw__glc_xyl_glc__1,-6.730697178,-0.865335767
ssw__glc_xyl_xyl__1,-2.5305573999,-0.456527516
ica__wt_glc__1,-1.4269797004,-0.636174342
ica__wt_glc__2,-1.9967627276000002,-0.716304825
ica__wt_glc__3,-3.492489579,-0.127072248
ica__wt_glc__4,-0.0497825332,0.122516805
ica__arg_sbt__1,-2.4310372045,-0.22294474
ica__arg_sbt__2,-2.8533690303,-0.092574057
ica__cytd_rib__1,2.6358009842,-0.020888887000000002
ica__cytd_rib__2,2.8640157083,-0.163546139
ica__gth__1,8.9581852857,0.30462215400000003
ica__gth__2,6.8877430097,0.37013013
ica__leu_glcr__1,-2.2479892499,0.207198602
ica__leu_glcr__2,-2.3723855845,0.163569832
ica__met_glc__1,-1.9360067891,-0.8850129999999999
ica__met_glc__2,-1.7256098898999999,-0.848404755
ica__no3_anaero__1,-4.5964831540999995,-0.059233459
ica__no3_anaero__2,-4.8208781955,0.06255543300000001
ica__phe_acgam__1,-1.7627396836,-0.341103044
ica__phe_acgam__2,-2.419930137,-0.460005331
ica__thm_gal__1,1.7025909133,-0.442669126
ica__thm_gal__2,0.6816400939,-0.442783319
ica__tyr_glcn__1,-2.1385745618,-0.440721623
ica__tyr_glcn__2,-2.0139675893,-0.383787514
ica__ura_pyr__1,-0.5406377211,0.14314452800000002
ica__ura_pyr__2,-0.3793540649,0.197468407
ica__wt_glc__5,-1.4885829865,-0.43886368400000003
ica__wt_glc__6,-0.8697662220000001,-0.50713306
ica__bw_delpurR_cytd__1,-1.2410572536,-0.619468829
ica__bw_delpurR_cytd__2,-0.18151439630000002,0.010976463
ica__ade_glc__1,-0.3121700217,-0.09470806400000001
ica__ade_glc__2,-0.9872500757,-0.674364755
ytf__wt_glc__1,1.1479160809,-0.025580466000000003
ytf__wt_glc__2,2.3099895908,-0.095457363
ytf__delyafC__1,-1.3334349531,-0.180298962
ytf__delyafC__2,-1.2266308678,-0.064670529
ytf__delyeiE__1,0.2644851127,0.18493899100000002
ytf__delyeiE__2,1.3668512168,0.002153964
ytf__delyiaJ__1,-0.7133928608,0.12379853600000001
ytf__delyiaJ__2,-0.9516789228,0.533656393
ytf__delyieP__1,-1.012375674,-0.040861748
ytf__delyieP__2,-0.16237393700000002,0.053823055
ytf__wt_ph5__1,3.598895537,0.087145597
ytf__wt_ph5__2,3.7165783075,0.142706095
ytf__wt_ph8__1,3.3274762549,-0.14844510300000002
ytf__wt_ph8__2,2.7282229891,-0.02271545
ytf__delybaO__1,-2.4775332321,-0.31967172200000005
ytf__delybaO__2,-0.8473238419,-0.188281153
ytf__delybaQ__1,1.8389036510999999,-0.030322557000000003
ytf__delybaQ__2,2.3207668293,-0.14267927700000002
ytf__delybiH__1,0.1193913726,-0.0011845030000000002
ytf__delybiH__2,0.1783716407,0.29478793400000003
ytf__delydcI_ph5__1,1.5893270396,0.059105765000000005
ytf__delydcI_ph5__2,1.9008640324,-0.009666805
ytf__delydcI_ph8__1,2.7911332669,-0.022368386
ytf__delydcI_ph8__2,2.7719698455,-0.259105126
ytf__delyddM__1,2.4295433465,0.165576322
ytf__delyddM__2,2.6726809183,0.19062288400000002
ytf__delyheO__1,-1.5259425634000001,-0.450952458
ytf__delyheO__2,-1.76129492,-0.47231894700000004
fps__bw_glc__1,0.3922408282,-0.046038265
fps__bw_glc__2,1.1737102572,-0.22084757900000002
fps__fps_thrA_ale1__1,2.4657089419,0.096852566
fps__fps_thrA_ale1__2,2.3535176832999998,-0.12282859200000001
fps__fps_thrA_ale2__1,2.4083740313,0.24879748100000001
fps__fps_thrA_ale2__2,2.1294081424,0.146825128
fps__fps_serB_ale1__1,1.0463999723,-0.06726604500000001
fps__fps_serB_ale1__2,0.1612322081,-0.041127712000000004
fps__fps_serB_ale4__1,2.4792072117,0.610456188
fps__fps_serB_ale4__2,3.03056384,0.811608671
fps__fps_ptsI_ale1__1,4.1161401632,-0.023547469
fps__fps_ptsI_ale1__2,3.6768400041,-0.09593111400000001
fps__fps_ptsI_ale3__1,2.8699611283,-0.16559618
fps__fps_ptsI_ale3__2,3.0628070855,-0.18244231700000002
pal__lyx_ale2_f6__1,2.0206531558,0.092271718
pal__lyx_ale2__1,-0.7051072493,-0.536874213
pal__lyx_ale2__2,-0.7551814558000001,-0.566064361
pal__lyx_ale4__1,-2.3800858383,-0.7461583860000001
pal__lyx_ale4__2,-2.4158244499,-0.827474609
pal__5drib_ale10_f18__1,0.0449121721,-0.67407249
pal__5drib_ale10_f18__2,-0.4974829968,-0.589528426
pal__5drib_ale10__1,-1.7781128929,-0.19997947200000002
pal__arab_ale14_f9__1,1.334693559,-0.166858386
pal__arab_ale14_f9__2,-0.1851232162,-0.19634141900000002
pal__arab_ale14__1,-0.6392687219000001,-0.43819936600000003
pal__arab_ale14__2,-1.4354205429,-0.54166938
pal__arab_ale16__1,-2.1583222791,-0.18384588400000001
pal__arab_ale16__2,-1.2555135605,-0.325220145
pal__tartr_ale26_f10__1,-0.26503626750000003,-0.24103643300000002
pal__tartr_ale26_f10__2,-0.4349432105,-0.193428612
pal__tartr_ale26__1,-3.1730444139,-0.538649417
pal__tartr_ale26__2,-2.886731937,-0.506789367
pal__tartr_ale28_f10__1,5.0845734765,-0.32121424400000004
pal__tartr_ale28_f10__2,4.2338211368,-0.06099349800000001
pal__tartr_ale28__1,-0.13562361650000002,-0.292492038
pal__tartr_ale28__2,-1.9927223454,0.054428699999999997
efeU__delmenFentC_citr__1,0.20344663670000002,-0.763337123
efeU__delmenFentC_citr__2,-0.0916055514,-0.808219444
efeU__delmenFentC__1,4.2938652732,0.527887693
efeU__delmenFentC__2,3.4787473029,0.49793466900000005
efeU__menFentC_ale39__1,-2.7846732376,-1.232843543
efeU__menFentC_ale39__2,-3.1394521277,-1.194793742
efeU__menFentC_ale29__1,-4.5162357226,-1.3409067700000001
efeU__menFentC_ale29__2,-5.4025437171,-1.055771843
efeU__menFentC_ale30__1,-1.0645476438,-0.9895347670000001
efeU__menFentC_ale30__2,-1.3461957915,-1.151977022
efeU__menFentCubiC_ale36__1,-0.6526399925,-0.12009741900000001
efeU__menFentCubiC_ale36__2,-0.40226599080000003,-0.254581
efeU__menFentCubiC_ale37__1,-0.022630661,-0.009437744000000001
efeU__menFentCubiC_ale37__2,0.13898752920000002,0.10428477500000001
efeU__menFentCubiC_ale38__1,1.2145131531,-0.143219272
efeU__menFentCubiC_ale38__2,1.3611020171,-0.20614269000000002
misc2__salc_glc__1,10.4281961699,0.834998525
misc2__salc_glc__2,7.9715454736,0.9987532790000001
misc2__dbcn_glc__1,-5.6540512566,-0.42671656
misc2__dbcn_glc__2,-3.0791351348,-0.14690128100000002
misc2__tyr_glc__1,-0.8508951773000001,0.128613279
misc2__tyr_glc__2,-0.3073019392,0.20059996
misc2__arg_cytd__1,-1.846816231,-0.8909016270000001
misc2__arg_cytd__2,-2.1937233831,-0.7883269430000001
misc2__delyheO_pyr__1,1.2512222907,-0.344443119
misc2__delyheO_pyr__2,1.1595192065,-0.19419228500000002
nquinone__delubiC__1,-2.1637741574,-0.283951371
nquinone__delubiC__2,-1.1343868598,0.019273794
nquinone__ubiC_ale1__1,-0.47903666990000004,-0.30915601
nquinone__ubiC_ale1__2,0.29864617930000004,-0.059761199
nquinone__ubiC_ale2__1,1.3323967398,-0.252498529
nquinone__ubiC_ale2__2,0.5876731713000001,-0.349100856
nquinone__ubiC_ale3__1,-1.0379989641,-0.492164588
nquinone__ubiC_ale3__2,-1.7351368899000001,-0.401756127
nquinone__ubiC_ale4__1,0.47336182060000004,-0.257046852
nquinone__ubiC_ale4__2,1.1603923001,-0.027831971
nquinone__delpdhR__1,-0.4898527116,-0.635968603
nquinone__delpdhR__2,0.0302777802,-0.578748174
quinone__glu_ale4__1,0.8438345804,-1.707927596
quinone__glu_ale4__2,-2.6395678554,-2.022824514
quinone__delmenF__1,2.025202194,-0.40897997900000005
quinone__delmenF__2,1.8497754685,-0.20191709900000002
quinone__menF_ale5__1,-3.0952197384,-0.52964687
quinone__menF_ale5__2,-4.1846113573,-0.571225925
quinone__menF_ale6__1,-3.5870824853,-0.408727913
quinone__menF_ale6__2,-3.6338190678,-0.42098542600000005
quinone__menF_ale7__1,-4.6791891644,-0.741161297
quinone__menF_ale7__2,-3.5906382693000003,-0.591511525
quinone__menF_ale8__1,-3.1223577732,-0.725230573
quinone__menF_ale8__2,-2.4284965676,-0.285548533
quinone__delmenFubiC__1,-1.2186429223,-0.11742641200000001
quinone__delmenFubiC__2,0.0450857505,0.06934718000000001
quinone__menFubiC_ale1__1,-4.6856136635,-0.6785799880000001
quinone__menFubiC_ale1__2,-5.1950677277,-0.700382241
quinone__menFubiC_ale2__1,-5.2086864481,-0.6876413090000001
quinone__menFubiC_ale2__2,-5.1972234338,-0.7323525580000001
quinone__menFubiC_ale3__1,0.1272717429,-0.7671221930000001
quinone__menFubiC_ale3__2,0.1142477809,-0.679493346
quinone__menFubiC_ale4__1,-2.7602234047,-0.9269068920000001
quinone__menFubiC_ale4__2,-2.6606775650000003,-0.7451989440000001
oxyR__wt_glc__1,-2.0134296546,-0.828387979
oxyR__wt_glc__2,-1.1828130524,-0.867093796
oxyR__wt_h2o2__1,-0.15734980610000002,-0.8945812870000001
oxyR__wt_h2o2__2,1.3322032108,-0.731876633
oxyR__glu_ale4__1,2.4246419378,-2.121848589
oxyR__glu_ale4__2,0.6150225227,-2.339916732
oxyR__glu_ale4_h2o2__1,-0.7209087780000001,-1.928746233
oxyR__glu_ale4_h2o2__2,0.0544141472,-1.765342664
oxyR__oxyR_ale17__1,-2.6310665444,-0.9200293660000001
oxyR__oxyR_ale17__2,-3.1023771012,-0.888978912
oxyR__oxyR_ale17_h2o2__1,-2.3137724475,-1.028058558
oxyR__oxyR_ale17_h2o2__2,0.3601226133,-0.649348837
oxyR__oxyR_ale18__1,-4.2430758067,-1.265917999
oxyR__oxyR_ale18__2,-2.1538850066,-0.995983575
oxyR__oxyR_ale18_h2o2__1,-4.7527022042,-0.525910749
oxyR__oxyR_ale18_h2o2__2,-4.8981883524,-0.6052058100000001
oxyR__oxyR_ale19__1,-4.3811768728,-1.226731847
oxyR__oxyR_ale19__2,-3.312764019,-1.01519119
oxyR__oxyR_ale19_h2o2__1,-3.6224290939,-1.158468943
oxyR__oxyR_ale19_h2o2__2,-3.9951453787,-0.937595429
oxyR__oxyR_ale20__1,-4.6812574869,-0.775542492
oxyR__oxyR_ale20__2,-3.9653163512000003,-0.80259865
oxyR__oxyR_ale20_h2o2__1,-3.3539120563,-0.690144596
oxyR__oxyR_ale20_h2o2__2,-3.8985826546,-0.7088161070000001
svns_pgi__BmePgi24_15__1,1.3709057297,-0.632511463
svns_pgi__BmePgi24_15__2,1.3721312675,-0.612362884
svns_pgi__BmePgi24_26__1,0.6655423703000001,-0.9157465370000001
svns_pgi__BmePgi24_26__2,0.45928699040000004,-0.800710643
svns_pgi__BmePgi24_41__1,6.0008348232,-1.075675977
svns_pgi__BmePgi24_41__2,1.626851499,-0.854567209
svns_pgi__BmePgi24_52__1,0.6855894828,-0.885271337
svns_pgi__BmePgi24_52__2,0.0132802145,-0.8219175040000001
svns_pgi__PaePgi2_34__1,1.0782133296,-0.46302064800000003
svns_pgi__PaePgi2_34__2,1.3654222362000001,-0.411059928
svns_pgi__PaePgi2_63__1,2.3920177064,-0.530442213
svns_pgi__PaePgi2_63__2,2.8169598370999998,-0.58777419
svns_pgi__PaePgi24_54__1,-0.4771916672,-0.42564305
svns_pgi__PaePgi24_54__2,-0.20099507830000002,-0.219633972
svns_pgi__PaePgi24_90__1,1.2897627273,-0.6358718240000001
svns_pgi__PaePgi24_90__2,1.4076622288,-0.37517516500000003
abx_media__m9_ctrl__1,11.5389741673,1.2943653099999999
abx_media__m9_ctrl__2,10.2087468347,1.573492312
abx_media__rpmi_ctrl__1,0.6042360378,-1.146896631
abx_media__rpmi_ctrl__2,-1.5112548579,-0.5402920880000001
abx_media__camhb_ctrl__1,4.5919578455,-0.29998099100000003
abx_media__camhb_ctrl__2,3.400974534,-0.866766825
abx_media__m9_mero__1,7.7991468485,0.982307146
abx_media__m9_mero__2,8.7642028167,0.8954534
abx_media__rpmi_mero__1,-0.44701106150000003,-0.5645179210000001
abx_media__rpmi_mero__2,-1.4142865348,-0.8730025180000001
abx_media__camhb_mero__1,3.4765718246,-0.377905604
abx_media__camhb_mero__2,2.1399463999,-0.283537454
abx_media__m9_trisulf__1,3.6182311957,1.661937213
abx_media__m9_trisulf__2,1.6946665552,1.653460917
abx_media__rpmi_trisulf__1,8.436917074,1.063763151
abx_media__rpmi_trisulf__2,8.7812706213,1.04950006
abx_media__camhb_trisulf__1,8.6476446209,1.583133738
abx_media__camhb_trisulf__2,8.6427989362,1.5183797650000002
abx_media__m9_cef__1,3.5248595263,1.082600429
abx_media__m9_cef__2,3.6707835535,0.9358683090000001
abx_media__rpmi_cef__1,1.5314529908,1.217382691
abx_media__rpmi_cef__2,2.131082966,1.4114407820000001
abx_media__camhb_cef__1,1.038797116,0.45043525500000003
abx_media__camhb_cef__2,2.1732553085,0.564957559
abx_media__m9_cipro__1,2.2805598368,0.710930492
abx_media__m9_cipro__2,4.0348271779,0.9637501150000001
abx_media__rpmi_cipro__1,7.0677697998,0.777767435
abx_media__rpmi_cipro__2,8.0587283261,0.78600642
abx_media__camhb_cipro__1,2.5069861132,0.007400605
abx_media__camhb_cipro__2,3.0710624045,0.19565141600000002
hot_tale__42c_ale3_30c__1,-2.5542285252,-0.290594839
hot_tale__42c_ale3_30c__2,-3.9882189112,-0.32162311800000004
hot_tale__42c_ale3_37c__1,-3.4223322748,-0.280311629
hot_tale__42c_ale3_37c__2,-4.6814238374,-0.363299242
hot_tale__42c_ale3_44c__1,8.5352694086,-0.154198669
hot_tale__42c_ale3_44c__2,9.4693643833,-0.051312052000000004
hot_tale__hot_ale3_mid_30c__1,-0.8722806085,0.09976012000000001
hot_tale__hot_ale3_mid_30c__2,-0.512307422,0.254285032
hot_tale__hot_ale3_mid_37c__1,-4.1789904567,-0.6017755720000001
hot_tale__hot_ale3_mid_37c__2,-3.4828129604,-0.566520533
hot_tale__hot_ale3_mid_44c__1,4.3187810571,-0.5932691910000001
hot_tale__hot_ale3_mid_44c__2,4.1457794901,-0.7945612470000001
hot_tale__hot_ale3_30c__1,-1.4641709306,-0.013266199000000001
hot_tale__hot_ale3_30c__2,-1.5964945126,-0.16961192600000002
hot_tale__hot_ale3_37c__1,-3.186740644,-0.658190099
hot_tale__hot_ale3_37c__2,-2.340332098,-0.6232127550000001
hot_tale__hot_ale3_44c__1,4.2268609135,-0.7632689140000001
hot_tale__hot_ale3_44c__2,6.1311516603,-0.9947294170000001
hot_tale__hot_ale4_30c__1,-5.2372719787,-0.46090035900000004
hot_tale__hot_ale4_30c__2,-5.2246539779,-0.603166132
hot_tale__hot_ale4_37c__1,-4.2378159159,-0.47608058400000003
hot_tale__hot_ale4_37c__2,-4.2500360362,-0.769484975
hot_tale__hot_ale4_44c__1,5.0383133757,-0.43066339000000003
hot_tale__hot_ale4_44c__2,4.0865402107,-0.423553734
hot_tale__hot_ale8_30c__1,-4.1752136962,-0.228322502
hot_tale__hot_ale8_30c__2,-4.2130580641,-0.03242279
hot_tale__hot_ale8_37c__1,-5.4841474205,-0.555120512
hot_tale__hot_ale8_37c__2,-4.9188687377,-0.5554321600000001
hot_tale__hot_ale8_44c__1,0.5247482506,-0.312866892
hot_tale__hot_ale8_44c__2,-0.0301203163,-0.35887055900000003
hot_tale__hot_ale9_mid_30c__1,-2.0250349529,0.007018578
hot_tale__hot_ale9_mid_30c__2,-1.8481344176999999,-0.131382264
hot_tale__hot_ale9_30c__1,-1.8891162196,-0.286061766
hot_tale__hot_ale9_30c__2,-2.0718631553,-0.21699642700000002
hot_tale__hot_ale9_mid_37c__1,-2.672841496,-0.510096176
hot_tale__hot_ale9_mid_37c__2,-1.9924002602000002,-0.319297551
hot_tale__hot_ale9_37c__1,-2.3257619214,-0.361068883
hot_tale__hot_ale9_37c__2,-1.5425750665,-0.387639661
hot_tale__hot_ale9_mid_44c__1,6.3842378224,0.30243320300000004
hot_tale__hot_ale9_mid_44c__2,7.8328002199,-0.12127201300000001
hot_tale__hot_ale9_44c__1,5.4238342388,-0.350939675
hot_tale__hot_ale9_44c__2,5.1040256147,-0.415394186
hot_tale__hot_ale10_30c__1,-1.9780940611000002,0.04081696
hot_tale__hot_ale10_30c__2,-1.4059393527,-0.057561766
