,A,ihfB,Fnr,Fis,ArcA,NarL
phage_resist__yrfF_ko__3,0.9758447066,0.2351319325,0.0408617343,-0.5305273591,0.0246632748,0.7213649933
pollution__wt_ctrl__1,0.7580140294000001,-0.2052052727,-0.0814799261,0.0090743764,0.0448693536,-0.22207445720000002
pollution__wt_ctrl__2,-0.0087736124,-0.15748279610000002,-0.2479318523,-0.1474606062,0.0930905695,0.11951122400000001
pollution__wt_ctrl__3,-0.749240417,0.3626880689,0.3294117784,0.1383862298,-0.1379599231,0.1025632332
pollution__wt_urban__1,-1.0767975049,0.0205539034,0.47526292600000003,0.0958843592,-0.5457864885,-0.2897964329
pollution__wt_urban__2,-2.0473630788,-0.0847331674,0.399529935,-0.1943269192,-0.4753633935,-0.38930924710000003
pollution__wt_urban__3,-3.3772994117,0.10179796170000001,0.4636494588,-0.5633154372,-0.19267576560000002,-0.4750198538
pollution__wt_diesel__1,-4.1745911643,0.3283769753,0.4731850638,0.34932742110000004,0.2041435115,-0.060869944100000004
pollution__wt_diesel__2,-0.9498386065000001,0.42943714510000003,0.10933264640000001,0.052595198100000004,0.27431298800000004,0.219839851
pollution__wt_diesel__3,-2.1763825533,0.40175518200000004,-0.3342927867,0.13483453310000001,0.22746084330000002,0.1249547648
pollution__evo_diesel__1,-5.7717938109,0.1621942794,0.12056433700000001,0.3732131782,-0.4405345269,-0.5165319329
pollution__evo_diesel__2,-3.8774434373,-0.0929989714,0.29229301500000004,-0.2646294097,-0.2830870253,-0.2281622478
pollution__evo_diesel__3,-6.405142238,-0.0052199476,0.23799157110000002,0.1507713049,-0.3873081933,-0.7624830522
ppGpp__wt_relAtrunc_00m__1,-0.9826391449,0.1509588755,-0.0411554648,0.1291562064,0.1620239536,-0.1924147068
ppGpp__wt_relAtrunc_00m__2,-0.09453350640000001,-0.1528181404,-0.2025695905,0.043625080100000005,0.12471851810000001,0.0671026978
ppGpp__mut_delrelA_10m__1,1.1570241715,0.43248006790000004,0.5362358304,-0.5922833958,1.3063350111,0.9901104417000001
ppGpp__mut_delrelA_05m__1,0.421669316,0.34433113330000004,0.4017882678,0.09290664450000001,1.0700722438,0.5738845173
ppGpp__mut_delrelA_10m__2,0.6892683176000001,0.5380630456000001,0.3807298423,-0.5635506412,1.3110525301,0.9514955949
ppGpp__mut_delrelA_10m__3,0.2572527317,0.5843706258,0.5917958579,-0.435273085,1.4065528255,1.1686499769
ppGpp__mut_delrelA_00m__1,0.5274965328,0.1253951864,0.5170737542,0.3457459599,0.7048026657,0.6307025854
ppGpp__mut_delrelA_00m__2,1.1043339327,0.0565486674,0.3270566549,0.1662819322,0.4601408712,0.4239319917
ppGpp__mut_delrelA_05m__2,0.8450686969000001,0.289905114,0.29859400950000003,0.0749518054,0.9813567482000001,0.5241369097
ppGpp__mut_delrelA_05m__3,1.7322106494,0.2330789077,0.4231736048,0.0533637204,1.0470302386,0.7045524360000001
ppGpp__mut_delrelA_00m__3,1.4053303689,0.07099494790000001,0.46268946920000004,0.2156995827,0.563147705,0.5315418983
ppGpp__wt_delrelA_10m__1,0.0333810689,1.6693473817000002,0.1092882143,-3.4951634047,2.2553511942,1.6931631819000001
ppGpp__wt_delrelA_05m__1,-1.3866224902,0.8851842496000001,-0.1709551273,-0.9033991029,1.453166348,0.8817612938
ppGpp__wt_delrelA_05m__2,-1.0233138081,0.9921615799000001,-0.1236654839,-0.8275438988,1.5121257571,0.8665839936
ppGpp__wt_delrelA_10m__2,0.41071376390000003,1.5982408098,0.2443210787,-3.5074096086,2.2442103555,1.6733409549
ppGpp__wt_delrelA_10m__3,0.48578952670000003,1.7096626457,0.2046474319,-3.617631853,2.289547288,1.7355360369000001
ppGpp__wt_delrelA_00m__1,0.1218043998,0.1352618145,0.0131317333,0.0360899349,0.07823853530000001,-0.0605163211
ppGpp__wt_delrelA_00m__2,-0.0432952512,-0.1884152095,0.0016198894000000001,-0.029779829400000003,-0.0595165218,0.0505840361
ppGpp__wt_delrelA_05m__3,-0.8089186522,0.9359447872000001,-0.068830864,-0.9816522696000001,1.4546496266,0.8196507850000001
ppGpp__wt_delrelA_00m__3,-0.07850914860000001,0.053153395000000006,-0.014751622800000001,-0.0063101055000000005,-0.018722013500000002,0.009932285
ppGpp__mut_relAtrunc_10m__1,0.8409451928,0.0460408297,0.2993968877,0.22240025600000002,0.9007452943,0.3551519179
ppGpp__mut_relAtrunc_05m__1,0.5314452133,0.14534769620000001,0.2372887783,0.39208360540000003,0.7772417636000001,0.2717580786
ppGpp__mut_relAtrunc_05m__2,0.3451296084,-0.0030341261000000003,0.2941459511,0.351290906,0.8209610593000001,0.4722876371
ppGpp__wt_relAtrunc_10m__1,-0.2961341294,-0.061938696,-0.2101261882,-0.0958234418,0.6236913775,-0.2883396092
ppGpp__wt_relAtrunc_10m__2,-0.6894606596,-0.1364298561,-0.1270523133,-0.030740934100000002,0.6223916111000001,-0.2178965834
ppGpp__wt_relAtrunc_10m__3,-0.7059618166,-0.0056751697000000005,-0.0790129266,-0.13959982170000002,0.5376040695000001,-0.27739284940000003
ppGpp__mut_relAtrunc_00m__1,0.1994068538,0.2627756382,0.5584079094000001,0.5101882075,0.6762737721000001,0.5559413535000001
ppGpp__wt_relAtrunc_00m__3,-0.7452172293,-0.0011724178,0.0044322814,0.1370520284,0.201879105,0.1662981304
ppGpp__wt_relAtrunc_05m__1,-0.38058494670000004,-0.0574220695,-0.1535203644,-0.0668591941,0.45632683420000003,-0.207634334
ppGpp__wt_relAtrunc_05m__2,-0.08225487220000001,-0.0927367623,-0.1989277479,-0.0222878479,0.44274077380000004,-0.35920091730000003
ppGpp__wt_relAtrunc_05m__3,-0.4074035044,-0.1534841357,-0.11060810300000001,-0.023639298700000002,0.5074049783,-0.2164583904
ppGpp__mut_relAtrunc_00m__2,0.7496622584,0.118872763,0.1314688236,0.1996762671,0.2066540851,0.341689538
ppGpp__mut_relAtrunc_00m__3,0.5236042664,0.10202931650000001,0.1838631336,0.3180145914,0.321622073,0.41433005580000004
ppGpp__mut_relAtrunc_10m__2,0.284838776,0.09872908180000001,0.1477637272,0.2575609265,0.7557021915000001,0.1643844771
ppGpp__mut_relAtrunc_05m__3,0.9442175735,0.0882035146,0.3884039694,0.2960840973,0.9368418241,0.3985071779
ppGpp__mut_relAtrunc_10m__3,0.4250967611,-0.032574997,0.3191821125,0.23211505100000002,0.8506512747,0.35461388920000003
pressure__high_pressure__1,-1.8639331060000002,-0.0463168558,0.7734956825,1.2948194296,-0.8681587916,-0.9388010775000001
pressure__high_pressure__2,-2.2878951665000002,-0.1397976692,0.7219430089000001,0.9923866048000001,-0.7394498977,-0.6745487105
pressure__low_pressure__1,-0.036829569,0.1255194803,0.1790881402,0.0554789903,0.036210261300000005,-0.020260472800000002
pressure__low_pressure__2,0.036829569,-0.1255194803,-0.1790881402,-0.0554789903,-0.036210261300000005,0.020260472800000002
quantum_dots__ctrl__1,-0.5336421863,0.014975651000000001,0.12426001610000001,0.19299417030000002,-0.0387355869,-0.10862044400000001
quantum_dots__ctrl__2,0.5336421863,-0.014975651000000001,-0.12426001610000001,-0.19299417030000002,0.0387355869,0.10862044400000001
quantum_dots__cdte_light__1,-1.3280399542999999,0.1079358901,0.6018622403,-0.1566585705,0.5055877661,-0.20038221420000002
quantum_dots__cdte_light__2,-0.7851562458,0.1775328618,0.6799802673,-0.5234540044,0.5518146645,0.1431525804
quantum_dots__cdte_dark__1,-0.9106463179000001,-0.0035074409,0.3707996442,0.23512352620000002,0.1582199441,-0.24373348350000001
quantum_dots__cdte_dark__2,-0.5672253445000001,0.3295633576,0.46834393950000003,0.31142464810000003,0.0067155102,-0.16452277310000002
quantum_dots__cdse_light__1,-0.9806355206,-0.2629699505,0.1720929292,0.0452058008,-0.20791819690000002,-0.2856081164
quantum_dots__cdse_light__2,-0.7314120594,-0.0911446687,0.11808093680000001,-0.4719622457,-0.19365682850000002,-0.0238121763
quantum_dots__cdse_dark__1,-1.365382805,0.15730825040000002,0.3892559581,-0.0963130764,-0.082813973,0.0673951557
quantum_dots__cdse_dark__2,-1.9862978123000001,0.4345820031,0.2630490143,0.1438637236,-0.12364642190000001,0.2663090582
raman__wt__1,1.0835445451,-0.0932291424,0.1685579585,0.32390488240000004,0.0917961189,0.056704150800000006
raman__del_cyaA__1,-0.8908575181,1.3919837032,0.6340361556,-0.5137846317,0.43684676520000004,1.479586695
raman__del_cyaA_01mM__1,-0.3180036579,1.022943121,0.5859364184,-0.3017799452,0.522254579,1.639253818
raman__del_cyaA_05mM__1,1.6282297857999999,0.2335715588,0.1388133504,0.0746564698,0.5563993884,1.3770820739
raman__del_cyaA_1mM__1,0.8536224935000001,-0.2969916814,0.1720571806,0.6909678567,-0.1029413869,0.7792600630000001
raman__wt__2,-0.2993921525,-0.0234537654,0.17014523580000002,0.05264703900000001,-0.1427980245,-0.0445686966
raman__del_cyaA__2,-0.7170139154,0.498289709,0.4002211491,-0.5430984053,0.3677988023,1.4481519999999999
raman__del_cyaA_01mM__2,-1.3594953413,0.6882567693,0.6187439533,-0.18264780930000002,0.2865146461,1.4373939677
raman__del_cyaA_05mM__2,0.18454011580000002,0.8733193997,-0.0231897728,0.0924027817,0.8909108266,2.4694155805999998
raman__del_cyaA_1mM__2,2.5957401994,-0.4289033246,0.1774231919,0.9621512969,-0.1946073646,0.5968325534000001
raman__wt__3,-0.7841523926,0.11668290790000001,-0.3387031943,-0.3765519214,0.0510019056,-0.0121354542
raman__del_cyaA__3,-1.2766795189,0.7175371547,0.6168372836,-0.5471846868,0.3482362634,1.5365692734
raman__del_cyaA_01mM__3,-0.34071657920000004,0.21154773270000002,0.47221863690000004,0.48515093200000003,0.08828627160000001,1.1944590751
raman__del_cyaA_05mM__3,1.2856616161,0.2329742796,0.1866437766,0.1266839205,0.467396951,0.8287414566
raman__del_cyaA_1mM__3,2.2371082053,-0.1106573044,0.5095188969000001,1.0602432242,-0.11413830750000001,0.5234341099
rand_barrel__mut_nanE__1,0.8053476414,0.49663871260000003,0.1745111691,-0.3118793136,-0.1525709423,0.0122861384
rand_barrel__mut_nanE__2,0.2499956263,0.4909406082,0.1781953679,-0.2205822906,-0.2339680777,-0.0858173234
rand_barrel__mut_nanE__3,-1.7309534537,0.27310776130000003,0.6569750524,-0.8193608079,-1.9321320885,-0.29398723920000003
rand_barrel__mut_pdxJ_1__1,1.4536938197,-0.1468615685,0.1787996128,-0.5997014154,0.1425099832,-0.11454335530000001
rand_barrel__mut_pdxJ_1__2,0.7497031814,0.24300281110000002,0.11778360900000001,-0.0729656482,0.0276660196,0.2151462495
rand_barrel__mut_pdxJ_1__3,-0.8954639754,-0.25940531910000003,0.654130041,-0.5369566521,-1.7251881255,-0.0620120392
rand_barrel__mut_pdxJ_2__1,0.2760582741,0.2552602858,0.13318347290000002,-0.0382048267,-0.2232967539,-0.0270007778
rand_barrel__mut_pdxJ_2__2,-0.2662417342,0.2871462172,0.0482401603,-0.0745687413,-0.3382124423,0.0481567592
rand_barrel__mut_pdxJ_3__1,1.8770762856,0.26152956580000003,0.1520617836,-0.2022446518,-0.1024671756,0.082140617
rand_barrel__mut_pdxJ_3__2,0.8029740959,0.26997426,0.022923051700000002,-0.3069023796,-0.2333492755,0.20203678830000002
rand_barrel__del_serB__1,-0.3250159839,-0.0421165336,-0.012503975300000001,-0.042170493600000004,-0.0869106188,-0.025006627
rand_barrel__del_serB__2,0.3250159839,0.0421165336,0.012503975300000001,0.042170493600000004,0.0869106188,0.025006627
rockhopper__CV104_pHDB3__1,3.9378426646999998,-0.2434317712,-0.5360698087,2.3015311473,-0.9591483862,-2.1238755546
rockhopper__CV104_pHDB3__2,4.1661423107,-0.6880546294000001,-0.1752285714,1.9737251058,-0.9069556407,-1.9248298331
rockhopper__CV104_pHDB3__3,4.0551972351,-0.47614016270000004,0.0422851349,1.9660711981999999,-0.9805255295,-1.6931748922
rockhopper__CV104_pLCV1__1,4.0273621356,-0.5452630615,-0.1848959024,2.016554287,-0.9351694974,-2.0237864724
rockhopper__CV104_pLCV1__2,4.362436319,-0.6133102,-0.11445331630000001,2.0244462644,-0.9049785276000001,-1.9135664945
rockhopper__CV104_pLCV1__3,4.6021174888,-0.3823272017,0.109365481,1.9419073304,-0.9910953517000001,-1.8198528319
rockhopper__wt_lb__1,1.0815078451,-0.5017878330000001,0.07952887700000001,1.8679287144,-0.847915772,-1.2003054988
rockhopper__wt_lb__2,2.1078712135,-1.3002220611,-0.1709218388,1.2921998969000001,-1.0447402794,-0.8426649982000001
rockhopper__wt_lb__3,0.8885812186000001,-0.38011492290000004,0.1546433043,1.8917936764,-0.8083185378000001,-1.1818286916
rockhopper__wt_lb_aMG__1,4.9394147022,-0.4312594853,0.24525902700000002,0.5395643603,-0.251267234,-0.2348409917
rockhopper__wt_lb_aMG__2,7.3264528325,-0.6546793405,-0.0468967645,0.9906916870000001,-0.5238376862,-0.6748495210000001
rockhopper__wt_lb_aMG__3,4.6052148271,-0.6564689762,0.2451304448,1.3703669651000001,-0.6034573715,-0.78678222
rockhopper__del_sgrR_lb_aMG__1,7.1870885117,-0.6385376221,0.3046829473,0.5734681935,-0.3508205254,-0.1825263235
rockhopper__del_sgrR_lb_aMG__2,5.253866617,-0.6645585173,0.5800346571,0.2499518641,-0.25833767490000004,-0.0445204394
rockhopper__del_sgrR_lb_aMG__3,6.135085957,-0.6027240562,0.41055047240000003,0.5164904485,-0.2510583381,-0.3660800893
rockhopper__del_sgrS_glyc_aMG__1,5.1650970105,-0.5497863012,0.3495013483,-0.582680288,0.6010919005,-0.7796313167000001
rockhopper__del_sgrS_glyc_aMG__2,0.4014271156,-0.8844349788,0.2135503367,-0.992035898,0.3757489328,-0.6203881761000001
rockhopper__del_sgrS_glyc_aMG__3,-0.3435979621,-0.7323984494,0.27022110390000004,-0.82092612,0.46132468460000003,-1.1406679103
rockhopper__del_sgrS_glyc__1,9.9046382212,-1.0765882832,-0.5960188213000001,1.1855093645,-1.0414098383,-2.095595951
rockhopper__del_sgrS_glyc__2,3.189347875,-1.2737457653,-0.5153006611000001,1.6497003332,-0.9159551937,-1.7255578059
rockhopper__del_sgrS_glyc__3,5.0059012295,-1.0661014702,-0.7494009207,1.5533210611000001,-0.9083989386,-2.0588338165
rockhopper__wt_lb_aMG__4,5.5780603492,-0.0022261433,0.9373966127000001,1.0327964961,-0.1170991074,-0.2600976211
rockhopper__wt_lb_aMG__5,4.5980912556,-0.6233404330000001,0.524749906,0.6311239495000001,-0.39377184200000004,-0.3351713465
rockhopper__wt_lb_aMG__6,5.1039774105,-0.5674820865,0.5390292830000001,0.8201260326,-0.2477501017,-0.3279873786
rockhopper__wt_glyc_aMG__1,3.8790363348,-0.3722030261,0.1927103994,0.23113696620000002,0.32667003380000004,-0.9964165641
rockhopper__wt_glyc_aMG__2,1.1535571321,-0.7656051362,-0.2721809743,0.092688142,0.12583580960000001,-1.5132070228
rockhopper__wt_glyc_aMG__3,2.0713109883,-0.8154694804,0.0942445324,0.1864078501,0.1471643461,-1.2810773083
rockhopper__wt_glyc__1,5.7186220693,-1.1263483433,-0.5028454892,1.3913280626,-1.0362206284,-1.716588631
rockhopper__wt_glyc__2,3.2552259932,-1.0507258242,-0.7619765309000001,1.8801914265000002,-0.6122604305,-2.217729829
rockhopper__wt_glyc__3,4.1759641456,-1.4642462689,-0.7772664028,1.8233975957,-0.8550408235,-2.1868854681
rockhopper__CV108_glyc_aMG__1,1.8062950213,1.3629742903,-0.1627574406,-0.2035763635,0.6630495898000001,0.438458194
rockhopper__CV108_glyc_aMG__2,1.2224231445,1.6888523696000002,0.1195934634,-0.997274482,1.0630222116999999,0.7679634367
rockhopper__CV108_glyc_aMG__3,0.6192114331,1.447236262,0.585866443,-0.7825957539,0.9014951861,1.2636967111000001
rockhopper__wt_glyc__4,1.7138348976,0.3468954117,-0.2748920794,-0.1164091949,0.0964044275,-0.1698607039
rockhopper__wt_glyc__5,5.7357859625,0.2900535789,-0.023622468400000003,-0.4347953531,0.17957707620000002,-0.3732044211
rockhopper__wt_glyc__6,-2.448431787,-0.22690032810000002,-0.0868330756,-0.6036823822,-0.1063888255,0.5221025507
rockhopper__wt_glyc_aMG__4,-3.1788557459,0.9829650128,0.8093858327,-0.5832233137,0.6193695864000001,1.4006188512
rockhopper__wt_glyc_aMG__5,-0.38239942990000003,0.8410876139,0.6000033542000001,-0.5893179781,0.6065092066000001,1.1904970975
rockhopper__wt_glyc_aMG__6,-0.1656071818,1.2263269173,0.9300053628,-1.3449960646,0.9798709129000001,1.3947751706
rockhopper__wt_glyc__7,-3.6694293890000003,1.0358727271000001,0.3147084383,-1.2967251452,0.8557101366000001,1.4861170212
rockhopper__wt_glyc__8,-2.5858800916,1.3521651373,0.8163029064,-1.5836493801,1.1863850382,1.6957112561
rockhopper__wt_glyc__9,-3.6375620457,0.4469906174,0.4865455977,-1.1114614148,0.5824803033,1.6054620824999999
rockhopper__wt_glyc__10,-3.6273908566,-0.145904202,-0.19694005890000002,-0.2708470256,-0.3142659602,0.5192033906
rockhopper__wt_glyc__11,-2.1775309529,0.3585189499,0.5357216237,0.1532474732,0.0337538764,0.3483575336
rockhopper__wt_glyc__12,-2.4532079454,0.1836285442,0.471097539,0.16940533800000002,-0.0101341902,0.4873152184
rpoD__wt__1,0.0301621063,0.37080809610000004,-0.2306984564,-0.31751411490000003,-0.288400054,-0.0267978704
rpoD__wt__2,-0.6284020252,-0.1472996254,0.27096734170000003,0.3577599574,0.2116526986,0.2364860393
rpoD__rpoD_mut__1,-0.4296297028,-0.1075567976,0.11141910790000001,3.1030835766,0.4593202712,-0.0133665929
rpoD__rpoD_mut__2,0.43112134080000003,-0.0643227189,0.8818179069000001,3.4643144453,0.1422261995,-0.2734320665
rpoD__rpoD_mut__3,-0.1798404385,0.0005808492,0.17360545200000002,2.7622962092,0.5915402557,-0.4882434739
rpoD__wt__3,0.5982399188,-0.22350847070000002,-0.0402688853,-0.040245842500000004,0.07674735540000001,-0.2096881689
rpoN_peptide__ctrl__1,0.31360490760000004,0.0637044503,0.07876370120000001,0.0007950103000000001,0.0615930873,0.0023518207
rpoN_peptide__ctrl__2,0.0278621018,0.0156690406,0.0458313293,-0.1171505754,0.0329385384,0.0699067466
rpoN_peptide__ctrl__3,-0.3414670094,-0.0793734909,-0.1245950304,0.11635556500000001,-0.0945316257,-0.0722585673
rpoN_peptide__nminus__1,-0.1399651469,0.1785238774,0.07101942430000001,0.18262371400000002,0.2010524682,0.0024208119
rpoN_peptide__nminus__2,0.0720725039,0.1678548191,0.029034705900000003,0.0458881224,0.1186669462,0.083799629
rpoN_peptide__nminus__3,-0.9636657866,0.081303292,-0.07063298700000001,0.0772102477,-0.0141325402,-0.0762617828
rpoN_peptide__nplus__1,5.9280454158,-0.9979672179,-0.4390160696,4.3547183379,-1.4564848430000001,-0.8993829435
rpoN_peptide__nplus__2,5.9268186156,-1.0859981772,-0.5132100212,4.3316896513,-1.6013969880999999,-0.8739742540000001
rpoN_peptide__nplus__3,6.0156774984,-1.0891656204,-0.5274770167,4.361795663,-1.553788613,-0.9014032147000001
rpoN_peptide__s54_wt__1,1.7345425313,-0.0030845069,-0.0473843372,0.0420888457,-0.040139883200000004,0.3173716744
rpoN_peptide__s54_wt__2,1.404736462,-0.0856139897,-0.0589448946,-0.007688093500000001,-0.034554307400000005,0.16772660120000002
rpoN_peptide__s54_wt__3,2.1078331703,-0.0370968837,-0.1527826934,-0.030441688,-0.0101406957,0.4003626234
rsd__wt_ee__1,0.19360401400000002,-0.1086920816,-0.1087062049,0.0420412059,0.06144421,-0.4025870657
rsd__wt_ee__2,-0.19360401400000002,0.1086920816,0.1087062049,-0.0420412059,-0.06144421,0.4025870657
rsd__del_rsd_ee__1,0.5022498651,0.058327546800000005,-0.0279470508,0.2428904616,0.19347264390000002,0.0925693751
rsd__del_rsd_ee__2,-0.4375327154,-0.12030315,-0.0884184305,0.1927189082,0.0563999518,0.19458633690000002
rsd__del_ssrS_ee__1,0.0670195707,-0.1953865066,0.523433386,0.6160748597,0.6973582141,-0.1438711512
rsd__del_ssrS_ee__2,0.2690158462,-0.0863479287,0.3201135047,0.7504129416,0.8590970490000001,0.7490306755
rsd__del_rsd_ssrS_ee__1,0.44390161850000004,-0.2620975874,0.2712930537,0.0351904113,-0.5461354771,0.074671387
rsd__del_rsd_ssrS_ee__2,0.6147774715000001,-0.3197862573,0.6900611251000001,0.5113810497,-0.7401518561,0.0628747348
rsd__del_rpoS_ee__1,-0.017721151100000002,0.0348336231,0.7065502985000001,0.9710061056,1.2522616008,0.7513948821
rsd__del_rpoS_ee__2,0.0601551534,-0.035264928800000005,0.6768054222000001,0.7562566058,1.1799221578,0.3131183033
rsd__wt_me__1,0.6722301275,1.3497924922,-0.1630534231,-1.0178528916,-0.2583467527,0.3595359897
rsd__wt_me__2,0.6310211699,1.2046506089,-0.11977652670000001,-1.2149942231,-0.2709250874,0.3169229059
rsd__del_rpoS_me__1,3.368899632,0.8780282038,0.1754536481,-0.7453303096,-0.44889419210000003,0.4681281316
rsd__del_rpoS_me__2,2.8682068191,0.8131151801000001,0.2047409573,-0.8163028323,-0.2810780755,0.6968841331000001
rsd__wt_ts__1,-7.8153370028,-0.8061226303,0.6816640879,-0.39287607560000004,-3.019829697,-1.4545875465
rsd__wt_ts__2,-7.13868899,-0.6292702513,0.8185960482,-0.1573471991,-2.6323871114,-1.5284104128
rsd__del_rsd_ssrS_ts__1,-5.4189730163,-1.5989042147,0.7219122925,-1.6918255788,-1.7908955562000002,0.0659154057
rsd__del_rsd_ssrS_ts__2,-4.4038866302,-1.7107259248000002,0.7857176267,-1.7496336341,-1.6025699759,0.0430623392
rsd__del_rpoS_ts__1,-5.376988573,0.24316815490000002,1.6269512069,-0.3915621648,-1.9418032751,-0.2841817847
rsd__del_rpoS_ts__2,-5.1974648383,0.35089803350000004,1.7264439833,-0.4358961085,-1.9856962374,-0.33706655680000003
rsd__wt_s__1,-8.8469728566,-1.7479177371999999,1.3975523745,-1.0084983008,-2.3669895668,-1.6854997535
rsd__wt_s__2,-9.2833645764,-1.6314874427000001,1.3710309417,-1.0952564979,-2.3710449179,-1.7868715421
rsd__del_rsd_s__1,-8.5310095872,-1.7916764761000001,1.4797326518,-1.1220085845,-2.6855156997,-1.491642471
rsd__del_rsd_s__2,-8.0642540936,-1.7863753928000001,1.3890769,-1.1233942442,-2.6965056526,-1.3636360714
rsd__del_rsd_ssrS_s__1,-9.4876241286,-1.6735628130000002,1.9067585004,-3.4308934802,-0.0961931421,-1.1860137782
rsd__del_rsd_ssrS_s__2,-9.3244504921,-1.7667546818000002,1.8625522063000002,-3.4044622139,-0.07376151930000001,-0.9215139918
rsd__del_rsd_ls__1,-5.3392706808,-2.6987899867,1.2300910035000001,-2.6559617668,-1.0278026086,-1.4481110331
rsd__del_rsd_ls__2,-6.0070937315,-2.715531577,1.064799884,-2.7265815400999998,-0.6743482373,-1.0289320185
rsd__del_ssrS_ls__1,-10.0854169122,-3.0085625719,1.4783430668,-3.9387590991,-1.7238647785999999,-1.6622604147
rsd__del_ssrS_ls__2,-9.7259903071,-3.4102889405,1.1249858676,-4.0862936444,-1.8713873546,-2.0043529381
rsd__del_rsd_ssrS_ls__1,-6.8866457246,-3.3791962805,1.7596019351,-3.1474849834,-1.5251290974,-0.2504223511
rsd__del_rsd_ssrS_ls__2,-6.8519392512,-3.3891356153,1.6288132779,-3.0020123048,-1.4189196877,-0.8332494568000001
rsd__del_rpoS_ls__1,-2.8569870264,-2.8197675082,0.9203576051000001,-0.8551097326,-2.0082628339,-1.3542276922
rsd__del_rpoS_ls__2,-2.5986103957,-2.5076543975,1.2506586523,-0.76342186,-1.7747494978,-0.5478662345
sdsR_ryeA__wt_3h__1,0.1227661589,0.6360514056000001,0.0336110383,-0.3766938378,0.5521880466,-0.1026337939
sdsR_ryeA__wt_8h__1,-7.2561588769,1.5319703017,0.9670152922,0.6916878775,0.5492686969,-0.8739951331
sdsR_ryeA__wt_3h__2,-0.1227661589,-0.6360514056000001,-0.0336110383,0.3766938378,-0.5521880466,0.1026337939
sdsR_ryeA__wt_8h__2,-8.1055453621,1.2631041084999999,0.9802278685,0.7367470478,0.690038118,-0.8475719968000001
starve_series__t00_growth1__1,-0.041049105100000004,0.1545464236,-0.0940147947,-0.1250606319,0.0215765713,0.0693966778
starve_series__t00_growth1__2,0.6169238398,-0.057338121900000004,-0.0729560592,-0.24694602340000002,0.0549445758,0.0880318004
starve_series__t00_growth1__3,-0.2929453898,0.1379334156,-0.0934380196,-0.0616308209,0.0584711486,0.10330399870000001
starve_series__t00_growth1__4,-0.2829293449,-0.2351417173,0.2604088735,0.43363747620000004,-0.13499229570000001,-0.2607324769
starve_series__t01_starve__1,1.5383055372999999,1.1168219991,0.0908191643,-1.8971756014,1.7274012238,-0.019136991500000002
starve_series__t01_starve__2,2.7903529724,0.8586059082,-0.122104848,-2.2310340493,1.4102260688000001,-0.0043045206
starve_series__t02_starve__1,2.1040428096,1.6548339635,-0.3236320149,-4.8936592304,2.5557166427,0.0793427185
starve_series__t02_starve__2,1.7706776429,1.6119677219000002,-0.4089767167,-4.3908695667,2.5107172164,0.0416665065
starve_series__t03_starve__1,-0.2167113769,1.7759466766,-0.0539025833,-4.4710467849,3.2090310107,-0.0723243017
starve_series__t03_starve__2,0.0812680847,1.6899649202,-0.0313921183,-4.2515434111,3.3160605602,0.20564480240000002
starve_series__t04_starve__1,0.3992860945,1.7521498667,-0.0674881938,-4.3388797927,3.2952809134,-0.0801889761
starve_series__t04_starve__2,0.9884951341,1.5779735513,-0.085607108,-4.7868245453,3.2293741439,-0.0701353734
starve_series__t05_starve__1,1.6701652375,1.3415007752,0.0586922297,-4.8085744934,3.3666785997,-0.5657531824
starve_series__t05_starve__2,2.6943536639,1.3390447981,0.0521020172,-4.5254584575,3.7109145168,-0.4041308791
starve_series__t06_starve__1,2.5264270232,1.1060269537,0.2418407138,-4.6820294035,3.4161205438,-0.6865694608
starve_series__t06_starve__2,2.1221313874,1.1071110746,0.40923488700000005,-4.7909121998,3.3943370553,-0.8513258193000001
starve_series__t07_starve__1,1.8430656403999999,0.8021708442000001,0.3762321885,-4.1444791473,3.3162868577,-1.1299654424
starve_series__t07_starve__2,2.3506374038,0.7059267472,0.3555008103,-4.6667391844,3.4466551443,-0.933115918
starve_series__t08_starve__1,1.7693264303,0.4724394383,0.5810940072,-4.2484284998,3.2743984179,-1.1135289598
starve_series__t08_starve__2,2.1583645061,0.5407174696,0.4565764128,-4.5562915277,3.4705021146,-1.2365579244
starve_series__t09_starve__1,2.2176040825,0.1360289267,0.589817838,-4.6947691506,3.206084659,-1.444793609
starve_series__t09_starve__2,1.3809869132,0.2379951285,0.42368360180000003,-4.4200881791,3.181396917,-1.390350706
starve_series__t10_starve__1,0.7623649497,-0.0043728316,0.5569795390000001,-4.6880403355,3.2529133971,-1.2959562043
starve_series__t10_starve__2,1.0850570542,-0.0656868852,0.5860481001,-4.2643542687,3.5122064255,-1.0968500784
starve_series__t11_starve__1,0.0952317619,-0.28347565420000004,0.5071308149,-4.4367349703,3.4949934231,-1.3179181148999999
starve_series__t11_starve__2,0.419269861,-0.2521186823,0.5016930772,-4.5233386763,3.462883138,-1.4098723728
starve_series__t12_starve__1,-2.0020582601,-0.5048144990000001,0.3262912441,-3.8151484080999998,3.1402061795,-1.7727425041
starve_series__t12_starve__2,-0.6339145268,-0.5482082886,0.31208012690000003,-4.3522032683,3.1607870235,-1.6511647124
starve_series__t14_starve__1,-1.7896113519,-0.8398626247000001,0.3098140365,-4.0438003143,3.1625844513,-1.8502298159000001
starve_series__t14_starve__2,-1.1559498781,-0.806533002,0.23363915670000002,-3.976978646,3.3466020633999998,-1.5555662549
