,A,AraC,Crp
opex__rif__2,2.5765662164,0.3697563923,-0.7051006932
opex__rif__3,1.6798132902,0.2723905494,-0.929753295
opex__naocl_amp__1,-0.391561618,0.5303453229,-0.0408171479
opex__naocl_amp__2,0.2808820829,0.4015117795,-0.17322884830000002
opex__naocl_amp__3,0.5624950142,-0.2352323321,-0.17670345610000002
opex__naocl_kan__1,-0.2647561475,0.3280255268,-0.1133158625
opex__naocl_kan__2,-0.1462030831,0.0140105877,-0.0346631081
opex__naocl_kan__3,-0.1771990249,-0.2281407396,-0.1636875546
opex__naocl_nor__1,0.07677597280000001,0.1212141935,0.0453136418
opex__naocl_nor__2,-0.4721554116,0.09555460090000001,0.1758445305
opex__naocl_nor__3,-0.4409231592,-0.099799018,0.16750353580000002
opex__naocl_rif__1,1.361005778,0.1723083877,-0.8846690774
opex__naocl_rif__2,2.3719481507999998,0.2507860972,-1.0415023493
opex__naocl_rif__3,2.3899284432,-0.1519466677,-0.7368803165000001
phage_lysogen__wt_ctrl__1,-0.0049001578,-0.3028724421,-0.1131082358
phage_lysogen__wt_ctrl__2,0.1175282668,-0.5230293902,-0.15099738340000002
phage_lysogen__wt_ctrl__3,-0.112628109,0.8259018323,0.26410561920000003
phage_lysogen__O104_H4__1,0.44019263010000004,-0.7821813355,-0.3440473148
phage_lysogen__O104_H4__2,0.280659898,0.5575998361,0.10436316620000001
phage_lysogen__O104_H4__3,0.5807668825,1.1882012147,0.4952732845
phage_lysogen__O157_H7_PA8__1,0.0391776348,-0.9472026435,-0.32192762610000003
phage_lysogen__O157_H7_PA8__2,0.4390628231,1.0653383602,0.32229741440000004
phage_lysogen__O157_H7_PA8__3,1.1417945712,1.223632917,0.6368160699000001
phage_resist__ygbE_oe__1,2.4299601523,-1.340463855,-0.0362194251
phage_resist__wt__1,2.7400326714,-2.6807307673,-1.5616224187
phage_resist__wt__2,-0.8748788183,0.8288751023,0.4342447082
phage_resist__wt__3,-1.0165755815,0.9634117093000001,0.5878589544
phage_resist__wt__4,-0.8485782716,0.8884439558,0.5395187561
phage_resist__ygbE_oe__2,-0.4770680016,0.0929915181,-0.14160878940000002
phage_resist__ygbE_oe__3,-0.4299552471,0.5726614231,0.148584254
phage_resist__ygbE_oe__4,-0.5106353949,0.3468299861,0.18241322270000002
phage_resist__yahA_oe__1,-1.3514312373,0.6677420258,0.9307925237
phage_resist__yahA_oe__2,-1.3762425176,0.5500045725,0.9367801035000001
phage_resist__yahA_oe__3,-1.1987676005,0.6138450307000001,0.9764142145
phage_resist__yrfF_ko__1,-1.0413953989,1.5648882696,0.7325937801
phage_resist__yrfF_ko__2,-1.1020826365,1.9264924171,0.8605437876
phage_resist__yrfF_ko__3,-0.9642568043,1.2929721255,0.6737314587000001
pollution__wt_ctrl__1,-0.1652890082,-0.4349400364,-0.0504309921
pollution__wt_ctrl__2,0.0523316642,0.1270151966,0.15996817200000002
pollution__wt_ctrl__3,0.1129573439,0.3079248398,-0.1095371799
pollution__wt_urban__1,0.3644093418,-0.6621543513,-0.8779140316
pollution__wt_urban__2,0.5679603440000001,-0.1053237449,-0.5371211839
pollution__wt_urban__3,0.6073841601000001,-0.3586522862,-0.5047912804
pollution__wt_diesel__1,-0.1469042453,0.15980166170000001,-0.49115894060000004
pollution__wt_diesel__2,-0.30222304710000003,-0.0608758202,-0.1463925879
pollution__wt_diesel__3,0.6494288301000001,0.0849497632,-0.2696574214
pollution__evo_diesel__1,0.5658727719000001,0.2916583635,-0.422017325
pollution__evo_diesel__2,-0.40655188540000003,0.5169284473,0.0331465663
pollution__evo_diesel__3,-0.27996833390000003,0.7673579818,-0.27523787650000003
ppGpp__wt_relAtrunc_00m__1,-0.2714614896,-0.1608078343,-0.011476057900000001
ppGpp__wt_relAtrunc_00m__2,-0.140084168,-0.0784053051,-0.1060102587
ppGpp__mut_delrelA_10m__1,-0.5557457,0.1538355231,0.1512831843
ppGpp__mut_delrelA_05m__1,-0.6516641977000001,0.18051208230000002,-0.1375585523
ppGpp__mut_delrelA_10m__2,-1.0774212562,0.0629245293,0.2109785549
ppGpp__mut_delrelA_10m__3,-0.721519519,0.4152418821,0.2609776572
ppGpp__mut_delrelA_00m__1,-0.4732035646,0.2008526636,-0.1923561796
ppGpp__mut_delrelA_00m__2,-0.3548718596,0.2340833866,-0.34262451
ppGpp__mut_delrelA_05m__2,-0.6342506085,0.2058044597,-0.1664668386
ppGpp__mut_delrelA_05m__3,-0.2257250758,0.1574590259,-0.16714632440000002
ppGpp__mut_delrelA_00m__3,0.0192194208,0.0547242667,-0.37078453650000004
ppGpp__wt_delrelA_10m__1,0.0833424626,1.3198241153999999,1.475368666
ppGpp__wt_delrelA_05m__1,-0.2530929426,0.9943399562,1.1376902668
ppGpp__wt_delrelA_05m__2,0.3886465712,0.9641284966,1.1347282112000001
ppGpp__wt_delrelA_10m__2,0.5264655633,1.2900209657000001,1.4212904351
ppGpp__wt_delrelA_10m__3,0.5597106396,1.2794137791,1.467315173
ppGpp__wt_delrelA_00m__1,0.0655175275,0.0075991290000000005,-0.0192756679
ppGpp__wt_delrelA_00m__2,0.035737917200000004,-0.056188344300000005,0.0212278545
ppGpp__wt_delrelA_05m__3,0.17583725120000002,0.9753028077,1.1315243246
ppGpp__wt_delrelA_00m__3,-0.1012554447,0.0485892153,-0.0019521866
ppGpp__mut_relAtrunc_10m__1,-0.1985536447,-0.0002523791,-0.4916651179
ppGpp__mut_relAtrunc_05m__1,-1.0479288372,-0.2033817634,-0.34854891390000003
ppGpp__mut_relAtrunc_05m__2,-0.4007461665,-0.0629729609,-0.43585225920000004
ppGpp__wt_relAtrunc_10m__1,-0.1699303443,-0.0626166989,-0.1372784369
ppGpp__wt_relAtrunc_10m__2,0.0328597438,-0.2978323684,-0.1642322029
ppGpp__wt_relAtrunc_10m__3,-0.25694668530000003,0.0049587966,-0.1681617912
ppGpp__mut_relAtrunc_00m__1,-0.346843506,0.2191988805,-0.0774965284
ppGpp__wt_relAtrunc_00m__3,0.1047542429,-0.18865350290000002,0.0630814665
ppGpp__wt_relAtrunc_05m__1,-0.1616418312,-0.31708407710000003,-0.2810515373
ppGpp__wt_relAtrunc_05m__2,-0.3852512104,-0.2121334994,-0.28533503050000003
ppGpp__wt_relAtrunc_05m__3,-0.6480242047,-0.082807514,-0.1949960566
ppGpp__mut_relAtrunc_00m__2,-0.4317598354,-0.1539484058,-0.4457334711
ppGpp__mut_relAtrunc_00m__3,-0.7163159614,0.0192724523,-0.3135830297
ppGpp__mut_relAtrunc_10m__2,-0.8636051873,-0.0856532289,-0.4912625674
ppGpp__mut_relAtrunc_05m__3,-0.0571277108,-0.10974146060000001,-0.402798119
ppGpp__mut_relAtrunc_10m__3,-0.4497700168,-0.046721072700000005,-0.49061737310000003
pressure__high_pressure__1,-2.7996158481,-0.9921315337000001,-0.49159209540000004
pressure__high_pressure__2,-2.1769661546,-1.1582968634,-0.2902563631
pressure__low_pressure__1,-0.0852380331,-0.1290357631,0.0011446948
pressure__low_pressure__2,0.0852380331,0.1290357631,-0.0011446948
quantum_dots__ctrl__1,-0.2850090984,0.0789830646,-0.1947450853
quantum_dots__ctrl__2,0.2850090984,-0.0789830646,0.1947450853
quantum_dots__cdte_light__1,0.7192357495,0.49746466710000004,0.25533424920000003
quantum_dots__cdte_light__2,1.0479253952,1.1065620705,0.3336771074
quantum_dots__cdte_dark__1,0.7927445388000001,0.039319990400000004,-0.19234211680000002
quantum_dots__cdte_dark__2,1.0756104184,0.2425482685,-0.21453890080000002
quantum_dots__cdse_light__1,0.1634405549,-0.2200769705,-0.1725798192
quantum_dots__cdse_light__2,0.5947583483000001,0.0800970913,0.0807140303
quantum_dots__cdse_dark__1,0.9455383476,0.3432714174,-0.0703709117
quantum_dots__cdse_dark__2,0.3557585923,0.4468711675,-0.0216465485
raman__wt__1,-0.4098562805,-0.2948573457,0.0794100169
raman__del_cyaA__1,0.3042870098,-0.2194189776,-0.6136421402000001
raman__del_cyaA_01mM__1,0.9748562364000001,-0.6756603912,-0.5901419459
raman__del_cyaA_05mM__1,1.067143295,-0.4644491838,-0.20304986730000002
raman__del_cyaA_1mM__1,-1.2219929796,-0.1379488009,0.09984774490000001
raman__wt__2,-0.1294646787,0.037427818200000004,-0.0386433461
raman__del_cyaA__2,1.5113953641,-0.4544911224,-0.7873801161
raman__del_cyaA_01mM__2,1.4042356811,-0.3175028912,-0.5712728994
raman__del_cyaA_05mM__2,0.3520408058,-0.0020310191000000003,-0.0286686132
raman__del_cyaA_1mM__2,-1.2289336369,-0.38323098040000003,-0.23342197620000002
raman__wt__3,0.5393209592,0.25742952750000003,-0.0407666707
raman__del_cyaA__3,2.1974266901,-0.3722371064,-0.7308913606
raman__del_cyaA_01mM__3,1.365921796,-1.0742006515,-0.7037627470000001
raman__del_cyaA_05mM__3,0.061014045600000004,-0.4218511486,-0.2362122698
raman__del_cyaA_1mM__3,-2.0830597561,-0.42230715280000003,-0.0164546772
rand_barrel__mut_nanE__1,0.7880092436,0.2768834101,0.0328965424
rand_barrel__mut_nanE__2,-0.8973823435,0.5174118197,0.1360103685
rand_barrel__mut_nanE__3,0.0571304791,1.5605063555,0.5049328406
rand_barrel__mut_pdxJ_1__1,-0.6022949824,0.0082147948,0.1529755428
rand_barrel__mut_pdxJ_1__2,-0.4616884699,0.1292511099,-0.015406163700000001
rand_barrel__mut_pdxJ_1__3,0.7334624993000001,0.8088853738,0.37994444860000004
rand_barrel__mut_pdxJ_2__1,0.2285380743,0.3358530275,0.22590315390000001
rand_barrel__mut_pdxJ_2__2,0.6932844189,0.298691586,0.23212511460000002
rand_barrel__mut_pdxJ_3__1,-0.5887656041,0.6651522331,0.2831675712
rand_barrel__mut_pdxJ_3__2,-1.2654308989,0.1866616684,0.20362184190000002
rand_barrel__del_serB__1,0.2161623112,-0.0845828804,-0.011167604900000001
rand_barrel__del_serB__2,-0.2161623112,0.0845828804,0.011167604900000001
rockhopper__CV104_pHDB3__1,-5.5832555579,-2.5347886821,-0.8924017296000001
rockhopper__CV104_pHDB3__2,-5.6846762637,-2.1967461541,-0.8649010421000001
rockhopper__CV104_pHDB3__3,-5.8099942918,-2.3615841834999998,-0.7001267639000001
rockhopper__CV104_pLCV1__1,-5.5859286348,-2.0699699896,-0.9119051060000001
rockhopper__CV104_pLCV1__2,-5.4210489857,-2.2112733072,-0.8563503673
rockhopper__CV104_pLCV1__3,-5.7283852887,-2.3963534238,-0.6222702813000001
rockhopper__wt_lb__1,-5.0925805804,-2.166347413,-1.0877370598
rockhopper__wt_lb__2,-5.8589511615,-2.0064646391,-1.7369671045000001
rockhopper__wt_lb__3,-4.7541853941,-1.8576814924,-1.3358746678
rockhopper__wt_lb_aMG__1,-5.2963935433,-1.9427212298,-0.48690911950000004
rockhopper__wt_lb_aMG__2,-5.4795329356,-2.0404211792,-0.9667081537000001
rockhopper__wt_lb_aMG__3,-4.8946398223,-2.2635261956,-1.2851862633
rockhopper__del_sgrR_lb_aMG__1,-5.8762239054,-2.0123138715,-0.385574128
rockhopper__del_sgrR_lb_aMG__2,-5.3343397777,-1.7407550508,-0.24326731070000002
rockhopper__del_sgrR_lb_aMG__3,-5.8058438101,-2.0580862154,-0.2979551923
rockhopper__del_sgrS_glyc_aMG__1,-5.6024218911,-1.7756543723,0.6722892721
rockhopper__del_sgrS_glyc_aMG__2,-4.2458015673,-1.8171014278,1.1260265914
rockhopper__del_sgrS_glyc_aMG__3,-6.6259889353,-2.1570666327,1.0397299023
rockhopper__del_sgrS_glyc__1,-5.1844059215,-2.0083941416,-0.3628059501
rockhopper__del_sgrS_glyc__2,-5.7849230932,-2.0844129045,-0.4528756111
rockhopper__del_sgrS_glyc__3,-4.484301068,-1.5929719673,-0.3254764307
rockhopper__wt_lb_aMG__4,-5.737326769,-1.8648089226,-0.18830449770000002
rockhopper__wt_lb_aMG__5,-5.4629331356,-1.5735234559,-0.7544182141
rockhopper__wt_lb_aMG__6,-5.9377859566,-1.4524907693,-0.5831081023
rockhopper__wt_glyc_aMG__1,-5.3733118186,-1.0495782527,0.0047093158
rockhopper__wt_glyc_aMG__2,-2.6297818273,-1.6090631892,0.5669202778
rockhopper__wt_glyc_aMG__3,-6.628069926,-0.8112161796,0.5677400205
rockhopper__wt_glyc__1,-5.1674279745,-1.5974332296,-0.4403543445
rockhopper__wt_glyc__2,-5.3331323144,-1.4942406871,-0.24124783460000002
rockhopper__wt_glyc__3,-5.5177363101,-2.0616279795,-0.4115574947
rockhopper__CV108_glyc_aMG__1,-6.5580369638,-1.2622119341,-0.3562857689
rockhopper__CV108_glyc_aMG__2,-1.7825369982,-1.1602589372,0.5579321807000001
rockhopper__CV108_glyc_aMG__3,-4.8165574459,-1.233523581,0.5313165346000001
rockhopper__wt_glyc__4,0.1326276441,0.48680921720000003,-0.2638966479
rockhopper__wt_glyc__5,-1.7347089986,0.41026093610000003,-0.19432084730000002
rockhopper__wt_glyc__6,3.2478508784,0.8008762621000001,0.10333546310000001
rockhopper__wt_glyc_aMG__4,-0.1803121768,-0.23148826520000002,0.21447380530000001
rockhopper__wt_glyc_aMG__5,-2.0517140601,-1.3687099263,0.2213336307
rockhopper__wt_glyc_aMG__6,-3.2404355507,-1.3644837451,0.3721320869
rockhopper__wt_glyc__7,2.6361572268,0.1762582071,0.3267917408
rockhopper__wt_glyc__8,1.2400815184,-0.2478073212,0.5609825497
rockhopper__wt_glyc__9,2.7846282894,0.5483815527,0.28759943400000004
rockhopper__wt_glyc__10,3.4313763281,1.0382999142,-0.2368919985
rockhopper__wt_glyc__11,2.1455632518,0.9903086863,0.14532827
rockhopper__wt_glyc__12,2.1347204607,0.9499144418000001,0.3642317098
rpoD__wt__1,0.1523708964,0.0166931967,-0.2650089901
rpoD__wt__2,-0.1469398213,0.0322104598,0.1635474037
rpoD__rpoD_mut__1,0.586604404,1.1274196755,0.1684464855
rpoD__rpoD_mut__2,0.5402093999,-0.43869524330000004,0.2976957928
rpoD__rpoD_mut__3,0.5770361697,-0.0365769008,0.1507827136
rpoD__wt__3,-0.0054310751,-0.0489036564,0.1014615864
rpoN_peptide__ctrl__1,-0.12116888490000001,0.0899944087,0.0327470021
rpoN_peptide__ctrl__2,0.0182672579,0.0190740502,0.0481021751
rpoN_peptide__ctrl__3,0.10290162700000001,-0.1090684589,-0.0808491772
rpoN_peptide__nminus__1,0.0636590435,0.1231109766,0.13673644840000002
rpoN_peptide__nminus__2,0.26879186920000003,0.0589727819,0.07923360680000001
rpoN_peptide__nminus__3,0.009266011000000001,-0.0510132846,0.0144034674
rpoN_peptide__nplus__1,0.4387079233,-2.2349180832,-1.632512297
rpoN_peptide__nplus__2,0.5055762721,-2.3164174386,-1.6693356927
rpoN_peptide__nplus__3,0.1396911887,-2.3449510455,-1.6531858744
rpoN_peptide__s54_wt__1,0.2001402374,-0.1016569095,-0.2182690823
rpoN_peptide__s54_wt__2,0.2973036559,-0.08403355550000001,-0.19587325690000001
rpoN_peptide__s54_wt__3,0.2950536596,-0.1875295693,-0.2994099301
rsd__wt_ee__1,-0.054257174400000004,0.0661164093,-0.0842798241
rsd__wt_ee__2,0.054257174400000004,-0.0661164093,0.0842798241
rsd__del_rsd_ee__1,0.2166489812,0.7676233087000001,0.0678688308
rsd__del_rsd_ee__2,-0.23878497270000001,0.1985239141,0.030330043600000002
rsd__del_ssrS_ee__1,-0.10251241400000001,0.8323797147,0.5365988028
rsd__del_ssrS_ee__2,-0.6164199522,0.8127343613,0.5911904992
rsd__del_rsd_ssrS_ee__1,-0.25876705040000003,1.1235741614,-0.32946598320000003
rsd__del_rsd_ssrS_ee__2,-0.3287048314,1.2466810237,-0.6170200674
rsd__del_rpoS_ee__1,-0.9655664281,0.9972277612,1.0357575523
rsd__del_rpoS_ee__2,-1.0823435480999999,0.7286658755000001,0.9608772845
rsd__wt_me__1,0.5955486248,-0.0954557337,-0.1932318201
rsd__wt_me__2,1.0950004074,0.2503991544,-0.24201875890000002
rsd__del_rpoS_me__1,0.868657792,1.0766539872,-0.2242368632
rsd__del_rpoS_me__2,2.1217935624,1.7171765385,-0.2415859193
rsd__wt_ts__1,2.2098490116,0.026834953800000002,-1.6596404198
rsd__wt_ts__2,1.9369432527,-0.5679178411,-1.5412069563
rsd__del_rsd_ssrS_ts__1,2.1441120767,0.9526566618000001,-1.6338730553
rsd__del_rsd_ssrS_ts__2,1.4517836094,0.8048098539,-1.6921309905
rsd__del_rpoS_ts__1,0.0949467091,0.23029174770000002,0.024751287900000002
rsd__del_rpoS_ts__2,0.23957684440000002,-0.11028706960000001,0.0278344303
rsd__wt_s__1,1.6780736144000001,-0.4469972855,-1.4241152532
rsd__wt_s__2,1.765224546,-0.6155718737,-1.6590049948
rsd__del_rsd_s__1,2.7199338496000003,0.1494938396,-1.8726274564
rsd__del_rsd_s__2,2.0630095741,0.11737314280000001,-1.8730596957
rsd__del_rsd_ssrS_s__1,1.9431975098,0.575488387,-1.10328679
rsd__del_rsd_ssrS_s__2,2.5744021353,0.9512694615,-1.1546180975
rsd__del_rsd_ls__1,3.0781583932,0.21097052600000002,-2.9067680232
rsd__del_rsd_ls__2,3.7220184333,0.5835791731000001,-3.0181921286
rsd__del_ssrS_ls__1,2.7040145529,0.2218956119,-1.5439177016999999
rsd__del_ssrS_ls__2,2.9148250285,-0.215242744,-2.1842734612
rsd__del_rsd_ssrS_ls__1,3.6458393662,2.1786181298,-1.616189157
rsd__del_rsd_ssrS_ls__2,2.5829680633,1.7829850718,-1.5982655594000001
rsd__del_rpoS_ls__1,2.5355749715,0.716937888,-1.5932065020000001
rsd__del_rpoS_ls__2,2.0033347877,1.0981954221,-1.2939667953
sdsR_ryeA__wt_3h__1,1.0142702192,0.11140067990000001,0.0834236646
sdsR_ryeA__wt_8h__1,1.2570589149,-0.9799469004,-1.0800252217
sdsR_ryeA__wt_3h__2,-1.0142702192,-0.11140067990000001,-0.0834236646
sdsR_ryeA__wt_8h__2,1.6527859748,-0.9391750332000001,-1.0200857079
starve_series__t00_growth1__1,-0.20416568540000002,0.0843223047,0.023435122500000002
starve_series__t00_growth1__2,-0.07355392370000001,0.1024165924,0.1248516005
starve_series__t00_growth1__3,-0.2591291576,0.2725954586,0.0692848872
starve_series__t00_growth1__4,0.5368487667,-0.45933435570000003,-0.21757161020000002
starve_series__t01_starve__1,1.8570093121,4.1578561689,0.1391748524
starve_series__t01_starve__2,1.7479456388,4.3044294236,0.0317638306
starve_series__t02_starve__1,3.248913625,4.7043652993,-0.5801942053
starve_series__t02_starve__2,3.5163311107,4.762110206,-0.6708481182
starve_series__t03_starve__1,4.267307922,4.2824313549,-0.2977467191
starve_series__t03_starve__2,4.4691974694,4.4088355343,-0.22816473310000002
starve_series__t04_starve__1,4.5740824268,4.1245817531,-0.4658876377
starve_series__t04_starve__2,4.3685062875,4.290333879,-0.4601301404
starve_series__t05_starve__1,5.8539048993,4.1045477068,-0.9132657347
starve_series__t05_starve__2,5.4943212024,4.1855649199,-0.9598387660000001
starve_series__t06_starve__1,5.8577001631000005,3.9392084551,-1.1240828075
starve_series__t06_starve__2,5.8590812927,3.9817327368,-1.1933479101
starve_series__t07_starve__1,6.4137156522,3.5463509964,-1.4654213975000001
starve_series__t07_starve__2,6.1414505521,3.7333364748,-1.2839636258
starve_series__t08_starve__1,6.3950826752,3.6123649293,-1.5241984337
starve_series__t08_starve__2,6.2253579969,3.6301377367,-1.4587504675
starve_series__t09_starve__1,6.1940840017,3.5801432316,-1.6489719420000002
starve_series__t09_starve__2,6.0909935251,3.4806312234,-1.7515646770000002
starve_series__t10_starve__1,6.3124127832,3.2690008883,-1.770421453
starve_series__t10_starve__2,6.4513396097,3.3688278638,-1.7906801929
starve_series__t11_starve__1,5.7146630927,3.3842377692,-1.6497521704
starve_series__t11_starve__2,6.0306136652,3.3824930281,-1.6595707367
starve_series__t12_starve__1,5.8226721693,3.1212861391,-1.5958078438999999
starve_series__t12_starve__2,6.0752305879,3.2730029115,-1.5052361202
starve_series__t14_starve__1,6.0200217732,3.1977471211,-1.2832103901
starve_series__t14_starve__2,5.8852840109,3.260535994,-1.4664207613
starve_series__t16_starve__1,5.4779560481,2.9653403832,-1.1202172584
starve_series__t16_starve__2,5.9152291226,2.8694893038,-1.1002127465
starve_series__t17_starve__1,6.0406026291,2.3613589881,-1.1087708567
starve_series__t17_starve__2,5.9705070134,2.559767575,-1.0562763317
starve_series__t18_starve__1,6.1593536885,2.3353779903,-1.0770613484
starve_series__t18_starve__2,6.0739872756,2.36945387,-1.3037934838
starve_series__t20_starve__1,2.3289936617,-1.5795711948,-0.6188562966000001
starve_series__t20_starve__2,2.0833120972,-1.0923200595,-0.685956077
starve_series__t21_growth2__1,1.9155350645,-1.8016625069,-0.9771786215
starve_series__t21_growth2__2,1.7340797629,-1.3778617018000001,-0.7984177568
starve_series__t22_growth2__1,0.5079431229,-0.9163206610000001,0.1972167981
starve_series__t22_growth2__2,0.9305306741,-1.2173223068,-0.25833408480000003
starve_series__t23_growth2__1,0.9519458791000001,-1.0547911921,-0.07625097460000001
starve_series__t23_growth2__2,0.8583221203,-1.3349353639000001,-0.12687704800000002
starve_series__t25_growth2__1,0.5394251296,-0.1022041043,0.4079259133
starve_series__t25_growth2__2,0.9386335329000001,0.0807835752,0.30098022150000003
starve_series__t26_growth2__1,-0.07606411340000001,0.6541211743,0.5016748605
starve_series__t26_growth2__2,0.5152623242000001,0.4767562802,0.24660512910000001
starve_series__t27_growth2__1,0.6657338101,0.8892255452000001,0.6661311877
starve_series__t27_growth2__2,0.3608641561,0.6623106571,0.6329567987
starve_series__t28_growth2__1,0.6137968027,0.45624533800000006,0.4183987155
starve_series__t28_growth2__2,0.2746483555,0.375545332,0.48370192910000004
time_course__lb_4hr__1,0.0413498497,-0.0012594624,-0.0066037492
time_course__lb_4hr__2,-0.0113891015,-0.0574284737,0.0077228519
time_course__lb_4hr__3,-0.0299607482,0.058687936100000004,-0.0011191027
time_course__lb_8hr__1,2.3356420602,0.24548635640000002,-1.3647463804
time_course__lb_8hr__2,2.5963558131999998,0.2379579085,-1.380566146
time_course__lb_8hr__3,2.612939743,0.2718222832,-1.5210848611999999
time_course__lb_24hr__1,1.5672722625,1.9032823711,-1.1906271379
time_course__lb_24hr__2,1.2393346969,1.7329966788000002,-1.1528320159
time_course__lb_24hr__3,0.9368580344,1.8291831661,-1.2579894262
time_course__lb_72hr__1,-0.21985461120000002,1.3326951143,0.9529671083000001
time_course__lb_72hr__2,-0.9782374515000001,1.4408503612999999,0.9658081033
time_course__lb_72hr__3,-1.1401780443,1.4517891106,1.1082667562
time_course__lb_144hr__1,-3.9011512532,0.4836529329,0.4603158248
time_course__lb_144hr__2,-3.6156073436,0.5939957308,0.3963233387
time_course__lb_144hr__3,-3.3192600548,0.6096012722,0.1587720879
time_course__lb_192hr__1,-2.6431398717,1.0966729158,0.4995220433
time_course__lb_192hr__2,-3.7056645833,0.9823590017,0.7128912778000001
time_course__lb_192hr__3,-2.1890166449,0.6417887393,0.18456944620000001
triclosan__wt__1,-0.2601411239,-0.16198662460000002,-0.23651794610000001
triclosan__wt__2,-0.6707908028,-0.1118159059,-0.0638936618
triclosan__wt__3,0.9309319267,0.27380253050000003,0.3004116079
triclosan__evo_amx_tcs__1,2.149589755,-0.2499640564,-0.36936284280000004
triclosan__evo_amx_tcs__2,1.7350234951,0.48588228320000004,0.0483945025
triclosan__evo_amx_tcs__3,-0.1302089875,-0.28404365330000003,0.1697071903
triclosan__evo_chl_tcs__1,-0.6391683265,-0.1519159847,0.0819766386
triclosan__evo_chl_tcs__2,-0.9582622734,-0.24281304650000002,0.0312762479
triclosan__evo_chl_tcs__3,-0.9362936906,-0.3606123272,-0.0104577294
triclosan__evo_tet_tcs__1,-0.7628549918,0.6791851170000001,0.26916821550000003
triclosan__evo_tet_tcs__2,-0.2506008732,0.2271648508,0.0222155
truHMM__48C_15m__1,0.8255006807,0.9848809916000001,-0.2181308123
truHMM__48C_15m__2,1.1355819351,0.8798404646,-0.20736263130000002
truHMM__48C_15m__3,0.5004112422,0.9894711089,-0.3580729292
truHMM__48C_30m__1,3.1778235096,2.7242455565,-1.1019684904
truHMM__48C_30m__2,3.5189723377,2.8275480664,-1.1014998148
truHMM__48C_60m__1,3.9648579054,2.6752440794,-1.7909618398
truHMM__48C_60m__2,4.0613125599,2.6259640227,-1.7921226591
truHMM__phos_0h__1,-0.0227026322,-0.040798787,-0.0064831920000000005
truHMM__phos_0h__2,0.0227026322,0.040798787,0.0064831920000000005
truHMM__phos_2h__1,4.3079456122,2.072950244,-0.5172351907
truHMM__phos_2h__2,4.1225848847,2.1715274419,-0.4930876744
truHMM__phos_4h__1,4.2162499394,2.4754730143,-1.5109077319000002
truHMM__phos_4h__2,4.3486826669,2.4745712845,-1.546671549
truHMM__phos_4h__3,3.9798805472,1.1410043346,-1.7910974918
control__wt_glc__1,0.0309575423,-0.0809860865,0.012478646000000001
control__wt_glc__2,-0.0309575423,0.0809860865,-0.012478646000000001
fur__wt_dpd__1,2.0110047855,0.3471359755,0.077574131
fur__wt_dpd__2,1.8492985656,0.2563596995,-0.090682171
fur__wt_fe__1,-0.08796018580000001,-0.2939784485,-0.030513673
fur__wt_fe__2,-0.1630183972,-0.24993956550000002,0.05819072
fur__delfur_dpd__1,1.4925218817,0.4790131825,-0.105981984
fur__delfur_dpd__2,1.1024319134,0.27684502850000003,-0.22346684100000003
fur__delfur_fe2__1,0.3859318324,0.2549674695,0.436429913
fur__delfur_fe2__2,0.3346454581,0.3837654735,0.367563393
acid__wt_ph5__1,0.6309454807,0.20026382350000002,0.345522573
acid__wt_ph5__2,0.3496520711,-0.0318502835,0.343136463
acid__delgadx_ph5__1,-0.5575461150000001,0.12058112750000001,0.33938771300000004
acid__delgadw_ph5__1,0.3528549882,0.23029688850000002,0.383863793
acid__delgadw_ph5__2,0.49940583320000004,0.2844644665,0.33986178300000003
acid__delgade_ph5__1,0.4141737263,0.4493160305,0.43240872300000005
acid__delgade_ph5__2,0.5675714384,0.3284192125,0.482436193
oxidative__wt_pq__1,0.3754190858,0.0938609905,0.17662370300000002
oxidative__wt_pq__2,0.7029495553,0.19969533650000001,0.24038529300000003
oxidative__deloxyr_pq__1,0.3731371163,0.2052859665,0.513155013
oxidative__deloxyr_pq__2,0.5811906875,0.21155714450000002,0.536337303
oxidative__delsoxr_pq__1,-0.26253890280000003,-0.3108886205,0.334672533
oxidative__delsoxr_pq__2,-0.6374216954,-0.1997278865,0.387059873
oxidative__delsoxs_pq__1,0.2001753402,0.1313793795,0.513462963
oxidative__delsoxs_pq__2,0.6679593863000001,-0.0350424565,0.5104807530000001
nac_ntrc__wt_csn__1,1.368371069,0.6142849175,-0.07279683
nac_ntrc__wt_csn__2,1.0349879763,0.5558765685,-0.093243951
nac_ntrc__wt_cytd__1,0.4431752802,0.1498966915,-0.043119613
nac_ntrc__wt_cytd__2,0.1882164658,0.0083999845,-0.07348926
nac_ntrc__wt_gln__1,0.8303411036,0.2495477335,0.16383650300000002
nac_ntrc__wt_gln__2,0.4720757977,0.1958351295,0.11651884600000001
nac_ntrc__bw_delnac_csn__1,-1.3230006793,1.7593075135,0.16921202300000002
nac_ntrc__bw_delnac_csn__2,-1.7001895332,1.3742093155,0.03216219
nac_ntrc__bw_delnac_cytd__1,-2.4475425228,0.9510196185,0.29367586300000004
nac_ntrc__bw_delnac_cytd__2,-2.2375976849,1.0763617575,0.22863865300000003
nac_ntrc__bw_delnac_gln__1,-2.4491706373,1.1241494185,0.505105143
nac_ntrc__bw_delnac_gln__2,-2.4399789163,1.1283147505,0.563775123
nac_ntrc__bw_delnac_nh4__1,-1.9818070685,0.9067494815,0.339165103
