,A,FhlA,RpoN
misc__bw_delcbl__2,1.1259775434,-0.122556016,0.3284104245
misc__bw_delfabr__1,1.2147332363,-0.837718434,0.12483548650000001
misc__bw_delfabr__2,0.8934473178000001,-0.687147735,0.1031144385
misc__bw_delfadr__1,0.1741587214,-0.25790947000000003,0.2262561375
misc__bw_delfadr__2,0.5356879593,-0.14253474800000002,0.2539545305
misc__nitr_031__1,1.9001514835000002,1.059070408,0.3646965855
omics__wt_glu__1,0.1980918874,0.493143639,0.2962516995
omics__wt_glu__2,-0.32518456030000004,0.585601422,0.4666522205
omics__wt_gly__1,0.9744447603,0.18593820900000002,0.08866842550000001
omics__wt_gly__2,1.6306106342,0.19224328400000001,0.0568323675
omics__wt_thr__1,5.8429845853,0.9121993190000001,0.7135937785
omics__wt_thr__2,4.6094660036,1.011126579,0.7710917565000001
omics__bw_ac__1,-0.2054459435,0.19786508500000002,0.2626952735
omics__bw_ac__2,-1.145679992,0.26435983300000004,0.2125339715
omics__bw_fum__1,1.1470091722,-0.550192436,-0.0719943285
omics__bw_fum__2,0.3080940728,-0.5638958150000001,-0.1321674075
omics__bw_glc__1,0.633011093,-0.006920968,0.08772091650000001
omics__bw_glc__2,0.3821363823,-0.1286253,0.0866318205
omics__bw_pyr__1,-1.133981033,-0.715541164,0.13049388650000002
omics__bw_pyr__2,0.33977686830000003,-0.640191806,0.0750394705
ompr__wt_nacl__1,1.0274425564,1.35883457,0.8458476445
ompr__wt_nacl__2,1.1411626065,1.44294594,0.7361582905
ompr__bw_delompr_nacl__1,-0.2721018865,1.495733009,0.3376980425
ompr__bw_delompr_nacl__2,0.1479441295,1.500430694,0.3812324995
minspan__wt_ade__1,-0.5681574617,-0.025212483,-0.23121805050000002
minspan__wt_glc__1,-0.1701552419,0.0025195950000000003,-0.2809332425
minspan__wt_glc__2,-0.4206607479,-0.09018322100000001,-0.2902247825
minspan__wt_glc__3,0.06348240670000001,0.18960958500000002,-0.2054288275
minspan__wt_glc_anaero__1,12.4325736415,0.659311029,0.0389202145
minspan__wt_glc_anaero__2,12.7689132197,0.41206551300000005,0.0609900175
minspan__wt_trp__1,0.7661216755,1.235197323,0.1072953325
minspan__bw_delcra_glc__1,2.8367509515,0.399276677,0.0527145325
minspan__bw_delcra_trp__1,5.4587070559,1.27094115,0.1089791855
minspan__bw_delmntr__1,1.9030222373,0.28810039800000004,0.2383428175
minspan__bw_delnac_ade__1,-0.6799548242,-0.08995399800000001,0.0018527365
minspan__bw_delnac_glc__1,0.3349197186,-0.24032467200000002,-0.3356794605
cra_crp__wt_ac__1,0.8029776611,0.5523830780000001,0.1917987605
cra_crp__wt_ac__2,0.7332713867,0.572035771,0.1532170935
cra_crp__wt_fru__1,0.524420034,0.47564564000000004,0.2657675905
cra_crp__wt_fru__2,-0.008443257400000001,0.389759727,0.3237425105
cra_crp__delcra_ac__1,0.3177681891,-0.085945713,-0.023381640500000002
cra_crp__delcra_ac__2,1.0374916219,-0.11112896200000001,-0.1429831305
cra_crp__delcra_fru__1,0.2357591752,0.24849087200000003,0.10736111150000001
cra_crp__delcra_fru__2,-0.376583744,0.17611198,0.12499276150000001
cra_crp__delcra_glc__1,0.5010167619,-0.015097675000000001,-0.0261596815
cra_crp__delcra_glc__2,0.4769075146,-0.056208194,-0.1007299425
rpoB__wt_031__1,0.17181543330000001,0.068473289,-0.056968540500000005
rpoB__wt_044__1,0.4659521902,0.43370221800000003,0.22376482050000002
rpoB__wt_lb__1,1.1126029535,0.6285199450000001,-0.028158271500000002
rpoB__wt_lb__2,-0.14563505100000002,0.648468628,0.0103283685
rpoB__rpoBE546V_031__1,2.0921824032,0.241043888,-0.1267133255
rpoB__rpoBE546V_044__1,1.5884467228,0.18908670700000002,0.023719754500000002
rpoB__rpoBE546V_lb__1,1.5716462739,0.565476223,-0.013294588500000001
rpoB__rpoBE546V_lb__2,1.1365329383,0.171347263,-0.0162517615
rpoB__rpoBE546V_glc__1,0.9601698055000001,-0.20248484900000002,-0.5141145255
rpoB__rpoBE672K_glc__1,0.8519047200000001,-0.94889113,-0.2027603775
rpoB__rpoBE672K_glc__2,0.5029558345,-0.5909782100000001,-0.22850633750000002
rpoB__rpoBE672K_lb__1,1.8091983746,-1.190094315,-0.6724268015
rpoB__rpoBE672K_lb__2,2.1016360799,-0.935080219,-0.5883223085
crp__wt_fru__1,-0.0203310246,-0.470216962,-0.2614936275
crp__wt_glyc__1,1.2852506325,-0.7891948080000001,-0.4111413085
crp__wt_glyc__2,-0.0329971311,-0.6803612440000001,-0.31615505250000003
crp__delar1_glyc__1,-0.20416033790000002,0.25136748200000003,0.6530569715
crp__delar1_glyc__2,0.8178839118000001,0.583352364,0.6094381865
crp__delar1ar2_glyc__1,0.10228773940000001,0.46465750400000005,0.41063416150000004
crp__delar1ar2_glyc__2,0.5594290084,0.538134404,0.39263840650000004
crp__delar1ar2_glyc__3,0.1083132774,0.46845624500000005,0.3384137365
crp__delar2_glyc__1,1.0648409893,0.8025394090000001,0.23901305750000001
crp__delar2_glyc__2,0.6637177851,0.777127086,0.3881425055
crp__delar2_glyc__3,0.7873677371000001,0.826555664,0.5417163865
crp__delcrp_fru__1,0.6440088205000001,1.022206714,0.48734105450000004
crp__delcrp_fru__2,0.0561624623,0.95017381,0.6076043145000001
crp__delcrp_fru__3,0.2103664842,1.134820874,0.4631423375
crp__delcrp_glc__1,0.5309145122,0.9303788540000001,0.6373608285
crp__delcrp_glc__2,0.8071083164,1.022508267,0.6669930295000001
crp__delcrp_glc__3,-0.10636108130000001,1.064405056,0.5979555295
crp__delcrp_glyc__1,-0.1005010102,0.789891243,0.4546922765
crp__delcrp_glyc__2,-0.7655189042,0.911109555,0.47694144850000003
crp__delcrp_glyc__3,0.07110100750000001,1.006448989,0.4892179915
glu__glu_ale3__1,2.5850106152,-1.280001952,-0.1601779305
glu__glu_ale4__1,2.2598272922,-0.8870904580000001,-0.2800279565
glu__glu_ale5__1,1.4525458656,-0.872256825,-0.6870798615
glu__glu_ale6__1,1.5273524623,-1.227482067,-0.5723060855000001
glu__glu_ale8__1,2.4813219062,-0.392373548,0.1635734905
glu__glu_ale9__1,1.8624341160000002,-1.171839104,0.0031536635000000003
glu__glu_ale10__1,1.9820534761,-1.50467283,-0.2871971685
42c__wt_42c__1,2.4376904306,-0.20012206300000002,0.0244120205
42c__42c_ale1__1,3.3008227442,1.763185944,0.3491200385
42c__42c_ale2__1,1.7568311311,-0.738032554,-0.3153191495
42c__42c_ale3__1,1.2081582215,-0.537694295,0.09912298550000001
42c__42c_ale4__1,2.0589926561,-0.409932336,-0.1073433455
42c__42c_ale5__1,2.1252105092,-0.21194374800000002,-0.2023175995
42c__42c_ale6__1,2.6399032502,1.679854766,0.8135905605
42c__42c_ale8__1,1.2263811908,-0.356358326,0.32016739250000004
42c__42c_ale9__1,2.1240250957,-0.35759776600000004,-0.0553719955
42c__42c_ale10__1,1.5084479599,-0.348871192,0.21542995750000002
ssw__wt_ac__1,0.6592963258,0.735682091,-0.2178078165
ssw__wt_glc__1,-0.057205261300000004,0.295767114,-0.2212727485
ssw__wt_glyc__1,0.2601454802,0.800631037,-0.2125297985
ssw__wt_xyl__1,14.245321444,0.160926685,0.4108722805
ssw__glc_ale1__1,1.2644800937,-0.8995438920000001,-0.7788251875000001
ssw__glc_ale2__1,3.9517943868,0.16637532100000002,-0.0637925315
ssw__glc_ale3__1,3.8165540692,1.616751005,0.2370279345
ssw__glyc_ale1__1,-0.0566750896,-0.573966859,-0.3120889155
ssw__glyc_ale2__1,7.3638492951,1.779844253,0.2020547685
ssw__xyl_ale1__1,4.5353908513,-0.113540466,-0.1082888095
ssw__xyl_ale2__1,2.1430221555,-0.5184438530000001,-0.1497820355
ssw__xyl_ale3__1,2.9752013178,-0.16262901500000002,-0.3262490615
ssw__glc_ac_ac2__1,0.6863119073,1.276277127,-0.0901773505
ssw__glc_ac_glc1__1,1.6906882366,-0.9710761830000001,-0.28990390050000003
ssw__glc_glyc_glc__1,0.538001038,-0.5120822070000001,-0.2741644015
ssw__glc_glyc_glyc__1,0.8449230591,-0.729956942,-0.45250245850000004
ssw__glc_xyl_glc__1,1.159216504,-0.475672042,-1.0410889935
ssw__glc_xyl_xyl__1,0.9190874536,-0.777561566,-0.8552477355
ica__wt_glc__1,1.3384587425,-1.341090036,-0.5082379055
ica__wt_glc__2,0.6558275296,-1.3999152750000001,-0.4994340875
ica__wt_glc__3,0.7450358276,-0.9403971240000001,-0.1040741495
ica__wt_glc__4,0.3997004628,-0.9978530750000001,-0.2792215905
ica__arg_sbt__1,3.0166518349,-0.9182272340000001,-0.2671002145
ica__arg_sbt__2,0.846122934,-1.299519221,-0.3823479205
ica__cytd_rib__1,0.5247674271,0.6654330430000001,0.1386887865
ica__cytd_rib__2,2.0777771909,0.681775715,0.12476168450000001
ica__gth__1,2.0660172992,1.103116445,0.3953586515
ica__gth__2,2.7519088151,0.864259851,0.5102487215
ica__leu_glcr__1,1.7220298923000001,-1.195246813,-0.2586659055
ica__leu_glcr__2,1.1198464224,-0.8894565750000001,-0.3374765535
ica__met_glc__1,1.0587521286,-1.754679491,-0.8079442385000001
ica__met_glc__2,1.6063755166,-1.628636996,-0.8131288585
ica__no3_anaero__1,10.2639783041,0.059496933,0.023476880500000002
ica__no3_anaero__2,10.2928087495,-0.074550791,0.012221922500000001
ica__phe_acgam__1,1.328763407,-1.328540946,-0.5329956575
ica__phe_acgam__2,0.7990541311,-1.771822116,-0.5109843565000001
ica__thm_gal__1,0.6851971088000001,-0.20898893300000002,-0.1857659965
ica__thm_gal__2,1.8986467312,-0.24214433100000002,-0.0851485565
ica__tyr_glcn__1,0.8656917230000001,-1.279333758,-0.3903549005
ica__tyr_glcn__2,1.1169974164,-0.9518618240000001,-0.3410315705
ica__ura_pyr__1,0.4800062506,-1.281428632,-0.3768134025
ica__ura_pyr__2,0.16557519710000002,-1.0501585900000001,-0.4399327825
ica__wt_glc__5,0.35356694400000005,-0.871979892,-0.5177360115
ica__wt_glc__6,0.4996567207,-0.67486357,-0.49115702850000004
ica__bw_delpurR_cytd__1,1.4299716605000001,-1.388184865,-0.7443637615
ica__bw_delpurR_cytd__2,1.4869331914,-1.507844267,-0.7433956735
ica__ade_glc__1,0.5855387794,-1.590145727,-0.7138325825
ica__ade_glc__2,1.1174202383,-1.286463292,-0.8051262665000001
ytf__wt_glc__1,-0.4718237941,-0.785919361,-0.2177005135
ytf__wt_glc__2,-0.6449667107,-0.412653472,-0.1777278635
ytf__delyafC__1,0.108215351,0.927524816,0.1175472515
ytf__delyafC__2,-0.308604301,0.767563846,0.1546335705
ytf__delyeiE__1,-1.0718908128,0.318529565,0.0250697845
ytf__delyeiE__2,-0.0714054912,-0.19523446900000002,-0.1486100975
ytf__delyiaJ__1,0.44012024390000004,0.9632136440000001,0.08753290150000001
ytf__delyiaJ__2,0.0274070935,0.762388273,0.23139318550000001
ytf__delyieP__1,-0.2678055985,0.592195062,0.21411362450000002
ytf__delyieP__2,-0.2224319082,0.347888258,0.2065327435
ytf__wt_ph5__1,-0.4370478665,0.08018346900000001,-0.1566763185
ytf__wt_ph5__2,-0.2115735014,0.257940604,-0.1216764105
ytf__wt_ph8__1,0.9576222215,-0.564211541,-0.2880566235
ytf__wt_ph8__2,0.40297751060000003,-0.5407400720000001,-0.3517970845
ytf__delybaO__1,0.5416356683,0.8983751120000001,0.08682374550000001
ytf__delybaO__2,0.30606915030000004,1.091627829,0.11715476650000001
ytf__delybaQ__1,0.1836631054,-0.256884671,-0.36648127750000004
ytf__delybaQ__2,0.124408128,-0.021744899,-0.4210866755
ytf__delybiH__1,-0.4936376917,-0.7968718260000001,-0.08041245350000001
ytf__delybiH__2,-0.16363603340000002,-0.22344603000000002,0.1485691505
ytf__delydcI_ph5__1,0.0515517814,-0.074428642,-0.2860461955
ytf__delydcI_ph5__2,0.2574967144,0.002038168,-0.2915660545
ytf__delydcI_ph8__1,0.0121957486,-0.69675875,-0.19775634250000002
ytf__delydcI_ph8__2,0.058122620300000004,-1.047940951,-0.4303054455
ytf__delyddM__1,0.1051649712,0.054573763000000004,0.0436795175
ytf__delyddM__2,-0.5997412670000001,-0.151100395,0.0510243685
ytf__delyheO__1,0.07201853870000001,0.8229417680000001,0.0094733505
ytf__delyheO__2,0.10602078620000001,0.8010121480000001,0.024496082500000002
fps__bw_glc__1,-0.3625163226,-0.6319432420000001,-0.5196136545
fps__bw_glc__2,0.3125417794,-0.9333703590000001,-0.6788874785
fps__fps_thrA_ale1__1,-0.1248860734,-0.514937132,-0.3205594465
fps__fps_thrA_ale1__2,0.2428410892,-0.675418116,-0.42812930250000003
fps__fps_thrA_ale2__1,-0.0274011262,-0.759328333,-0.4658414105
fps__fps_thrA_ale2__2,0.2615239484,-0.455893417,-0.4076242355
fps__fps_serB_ale1__1,-0.3779713507,-0.28490058,-0.3878105415
fps__fps_serB_ale1__2,-0.5774454885,-0.240893666,-0.3348743525
fps__fps_serB_ale4__1,-0.3664282659,0.19968707400000002,-0.1907283005
fps__fps_serB_ale4__2,-0.1313080795,0.37585697700000004,0.10126346950000001
fps__fps_ptsI_ale1__1,0.1819015933,-0.636885385,-0.8559759545000001
fps__fps_ptsI_ale1__2,0.16347303400000002,-0.28916820400000004,-0.7988730515
fps__fps_ptsI_ale3__1,-0.09518994110000001,-0.889748764,-0.8056928055
fps__fps_ptsI_ale3__2,0.4468625082,-0.841234916,-0.8484199965
pal__lyx_ale2_f6__1,0.1064335774,0.6356548710000001,-0.3722573105
pal__lyx_ale2__1,1.0088526155,0.175810764,-0.5214724065
pal__lyx_ale2__2,0.7009432326,0.340229416,-0.4881702405
pal__lyx_ale4__1,-0.1867588345,-1.120419893,-1.0848582725
pal__lyx_ale4__2,-0.5248625147,-0.74836547,-1.0038269125
pal__5drib_ale10_f18__1,1.4970162493,0.357053585,0.6129173255
pal__5drib_ale10_f18__2,1.5727863503,0.36501144300000005,0.6364002815
pal__5drib_ale10__1,1.98932893,0.6403125,0.013956801500000001
pal__arab_ale14_f9__1,0.7407883033,0.371028053,-0.3592717405
pal__arab_ale14_f9__2,0.6400122375,0.349112505,-0.2363246525
pal__arab_ale14__1,0.3458986793,-0.7693325710000001,-0.6221584905
pal__arab_ale14__2,-0.10931913480000001,-1.155766484,-0.6037325335
pal__arab_ale16__1,2.3087970761,0.39508559800000004,-0.3419427795
pal__arab_ale16__2,2.0839493658,0.669990545,-0.20152948750000002
pal__tartr_ale26_f10__1,0.3980404172,0.607691887,-0.3747926055
pal__tartr_ale26_f10__2,0.4580379458,0.932364158,-0.35274892150000003
pal__tartr_ale26__1,-0.1349185089,0.218205541,-0.45010071150000003
pal__tartr_ale26__2,-0.5198815311,0.0075551820000000006,-0.3057581085
pal__tartr_ale28_f10__1,-0.1728045379,1.149987571,-0.4779141955
pal__tartr_ale28_f10__2,-0.4418313729,1.2922559580000001,-0.48248354050000003
pal__tartr_ale28__1,-0.2009138843,-0.504346998,-0.5465418105000001
pal__tartr_ale28__2,0.4356986459,-0.381312529,-0.6007871505
efeU__delmenFentC_citr__1,0.7958843626000001,-0.230221941,-0.3912163105
efeU__delmenFentC_citr__2,0.3195009965,-0.693663319,-0.5284220465
efeU__delmenFentC__1,-0.7678497853,0.30782696800000003,0.08356590650000001
efeU__delmenFentC__2,-0.861997546,0.20179038500000002,0.053814073500000004
efeU__menFentC_ale39__1,2.0455318198,-0.44149795300000005,-0.3340089295
efeU__menFentC_ale39__2,1.8818045293,-0.09014701400000001,-0.2956222475
efeU__menFentC_ale29__1,1.7256983624000002,-1.54927912,-0.0378373955
efeU__menFentC_ale29__2,2.8196621351,-1.276296095,-0.0412327315
efeU__menFentC_ale30__1,3.1216928145,-1.161925149,-0.7487878285
efeU__menFentC_ale30__2,2.5834941578,-1.645163405,-0.7009630315000001
efeU__menFentCubiC_ale36__1,-0.32513990940000004,-0.272315888,-0.18203062050000002
efeU__menFentCubiC_ale36__2,-0.1325290067,-0.253532468,-0.2151145645
efeU__menFentCubiC_ale37__1,-0.3969675976,-0.7297917580000001,-0.0737356045
efeU__menFentCubiC_ale37__2,-0.4499601727,-0.530349037,-0.0430306665
efeU__menFentCubiC_ale38__1,0.8159589202,-1.107868684,-0.0768021715
efeU__menFentCubiC_ale38__2,1.2356411468,-0.9876585170000001,-0.2355697055
misc2__salc_glc__1,-0.4288101755,1.266036921,0.1359028115
misc2__salc_glc__2,-0.11354226490000001,1.336211462,0.44392921550000003
misc2__dbcn_glc__1,-0.0584835963,-1.8183526890000001,-0.6235655355
misc2__dbcn_glc__2,-0.6234333297,-1.3703557690000001,-0.4320346105
misc2__tyr_glc__1,0.8715670177,-0.8243443300000001,-0.2007496575
misc2__tyr_glc__2,0.9825973527,-0.719050152,-0.1041754705
misc2__arg_cytd__1,0.8421646526000001,-0.963270018,-0.6218984005
misc2__arg_cytd__2,1.2895587379,-1.047004892,-0.5839646795
misc2__delyheO_pyr__1,0.5412849316,-0.417895736,-0.45300003250000004
misc2__delyheO_pyr__2,0.697410999,-0.7490836590000001,-0.5385766335000001
nquinone__delubiC__1,0.345112501,-0.9630661060000001,-0.3668799975
nquinone__delubiC__2,0.2277379752,-1.012400104,-0.3155679335
nquinone__ubiC_ale1__1,0.4090300696,-0.018553636000000002,-0.1009341795
nquinone__ubiC_ale1__2,-0.2315468679,0.002268562,-0.2546691535
nquinone__ubiC_ale2__1,0.726647386,0.189305215,-0.40340550750000004
nquinone__ubiC_ale2__2,0.4927339922,0.041761104,-0.3678198875
nquinone__ubiC_ale3__1,0.4894998528,-1.575441671,-0.8875475355
nquinone__ubiC_ale3__2,0.2916656549,-1.599807572,-0.7537812915000001
nquinone__ubiC_ale4__1,-0.3620445674,-0.23451527300000002,-0.32932624050000003
nquinone__ubiC_ale4__2,0.4039204819,0.086249873,-0.1580608585
nquinone__delpdhR__1,0.9395682238,-1.25277588,-0.6353274335
nquinone__delpdhR__2,0.8468259442,-1.2770564,-0.7252746255
quinone__glu_ale4__1,3.2094946273,-0.918616426,-0.5979053565
quinone__glu_ale4__2,3.3412050332,-0.052657017,-0.36403217250000003
quinone__delmenF__1,-0.008987746500000001,-0.167502394,-0.1925102585
quinone__delmenF__2,0.3255584072,-0.37452273,-0.4212613405
quinone__menF_ale5__1,0.3862250175,-0.48979552400000004,0.0905275655
quinone__menF_ale5__2,1.299123457,-0.548745141,-0.028343522500000003
quinone__menF_ale6__1,2.544375216,-0.091206071,-0.0886333495
quinone__menF_ale6__2,1.5048575335,-0.12106273000000001,0.0306147075
quinone__menF_ale7__1,3.5380191238,0.801440086,-0.0059721975
quinone__menF_ale7__2,3.2791270484,0.590475768,0.0742940055
quinone__menF_ale8__1,2.0299418968,1.100885267,-0.1555023795
quinone__menF_ale8__2,1.3804869969,0.175203844,0.0782791145
quinone__delmenFubiC__1,-0.0342024741,-0.298608908,-0.2155050915
quinone__delmenFubiC__2,0.0838533956,-0.264474408,-0.2042967585
quinone__menFubiC_ale1__1,3.2232311463,1.315010247,-0.1498709755
quinone__menFubiC_ale1__2,2.6508838975,1.422065717,-0.1392940585
quinone__menFubiC_ale2__1,1.8610707125000001,1.483318629,0.0115364335
quinone__menFubiC_ale2__2,2.7750188411,1.480933861,0.0398572935
quinone__menFubiC_ale3__1,1.0512114112,-0.56039624,-0.5764822375
quinone__menFubiC_ale3__2,1.5176505118999999,-0.711761733,-0.4922614065
quinone__menFubiC_ale4__1,1.0274703392,-0.916301193,-0.32117187350000004
quinone__menFubiC_ale4__2,1.9482138293000002,-0.8236762620000001,-0.2823155285
oxyR__wt_glc__1,0.1837233235,-1.265823099,-0.6475323565000001
oxyR__wt_glc__2,-0.0600639798,-1.102007987,-0.5660511595000001
oxyR__wt_h2o2__1,0.38773797530000004,-1.155675309,-0.6317375725000001
oxyR__wt_h2o2__2,0.3426213819,-0.486116093,-0.2562616105
oxyR__glu_ale4__1,1.8601001404000002,0.342125434,-0.2800959135
oxyR__glu_ale4__2,2.2530761234,0.07497923100000001,-0.20979638350000002
oxyR__glu_ale4_h2o2__1,4.0017109431,0.403477839,-0.1113272695
oxyR__glu_ale4_h2o2__2,10.7979323166,0.271788225,-0.1168814145
oxyR__oxyR_ale17__1,0.6249052899,-1.531526608,-0.3211070615
oxyR__oxyR_ale17__2,1.1915317182,-1.60443505,-0.4334807255
oxyR__oxyR_ale17_h2o2__1,0.8184362183,-1.3888708730000001,-0.32854685850000004
oxyR__oxyR_ale17_h2o2__2,0.4737855315,-1.6544119400000001,-0.4067040685
oxyR__oxyR_ale18__1,1.1870251268,-1.851666714,-0.7690475815000001
oxyR__oxyR_ale18__2,0.1872640531,-1.931891905,-0.7896709075
oxyR__oxyR_ale18_h2o2__1,1.5796598669000002,-1.5063742740000001,-0.5079082875
oxyR__oxyR_ale18_h2o2__2,1.2649493319,-1.652422149,-0.5136062095
oxyR__oxyR_ale19__1,0.48145230800000005,-2.66501451,-1.0488298425
oxyR__oxyR_ale19__2,0.08147458860000001,-1.695559035,-0.7677674225000001
oxyR__oxyR_ale19_h2o2__1,0.49095166020000003,-2.306046504,-1.0040422965
oxyR__oxyR_ale19_h2o2__2,0.1972807315,-2.2453620020000002,-0.9743311685
oxyR__oxyR_ale20__1,0.8405674878,-1.9108471599999999,-0.7348181785
oxyR__oxyR_ale20__2,0.5889606279,-2.280330343,-0.7374540895
oxyR__oxyR_ale20_h2o2__1,0.5634796818,-2.263840129,-0.5476945355
oxyR__oxyR_ale20_h2o2__2,0.6559002687000001,-2.130770412,-0.5966921155
svns_pgi__BmePgi24_15__1,-0.0526843395,-0.64537186,-0.5030088485
svns_pgi__BmePgi24_15__2,-0.0219572708,-0.413797945,-0.47050639050000004
svns_pgi__BmePgi24_26__1,0.3816650742,-1.255439817,-0.6809120685000001
svns_pgi__BmePgi24_26__2,0.3360461604,-1.10767002,-0.7789388945
svns_pgi__BmePgi24_41__1,0.5575358115,-0.29808376400000003,-0.5732511435000001
svns_pgi__BmePgi24_41__2,1.1782737329,-0.8363728210000001,-0.7276872855000001
svns_pgi__BmePgi24_52__1,0.1628533136,-0.700189653,-0.5727720955
svns_pgi__BmePgi24_52__2,0.6410186411000001,-1.003691498,-0.6420311575000001
svns_pgi__PaePgi2_34__1,-0.0838097856,-0.376576719,-0.2539979485
svns_pgi__PaePgi2_34__2,-0.2885098806,-0.46087496800000005,-0.2463934045
svns_pgi__PaePgi2_63__1,0.7103150544,-0.541170449,-0.2773780415
svns_pgi__PaePgi2_63__2,0.5443140011000001,-0.384920288,-0.2895602155
svns_pgi__PaePgi24_54__1,0.4411594153,-0.959598276,-0.15440206550000002
svns_pgi__PaePgi24_54__2,-0.2414165376,-0.9613800840000001,-0.1285630515
svns_pgi__PaePgi24_90__1,-0.09659271500000001,-0.5536832540000001,-0.3563040015
svns_pgi__PaePgi24_90__2,0.3333881561,-0.520794654,-0.2940268075
abx_media__m9_ctrl__1,1.6194563422,0.14120211700000002,-0.19254825350000002
abx_media__m9_ctrl__2,0.10103027810000001,0.06624787900000001,-0.0069729905
abx_media__rpmi_ctrl__1,0.6137165385000001,-2.152301894,-1.4277807655
abx_media__rpmi_ctrl__2,0.9050699734000001,-1.162488013,-0.7138445255
abx_media__camhb_ctrl__1,1.5411022308,-2.036333354,-1.6206768645
abx_media__camhb_ctrl__2,2.2583989836000002,-1.7749610690000002,-1.5540019985
abx_media__m9_mero__1,1.4616693357,-1.4777068610000001,-0.6042016265
abx_media__m9_mero__2,0.5627929945,-0.214420826,-0.32353194750000003
abx_media__rpmi_mero__1,1.3440606482,-1.92398869,-1.1787768155
abx_media__rpmi_mero__2,1.1884523547999999,-1.688170311,-1.2187590125
abx_media__camhb_mero__1,2.1879355485,-2.447664594,-1.8631709255
abx_media__camhb_mero__2,2.149137064,-2.246189013,-1.6599600125
abx_media__m9_trisulf__1,-0.5021340227000001,-0.423363751,0.2735606665
abx_media__m9_trisulf__2,1.3577014889,-0.366045404,0.2572504015
abx_media__rpmi_trisulf__1,1.6460939754,-1.8269273830000001,-0.5835285005
abx_media__rpmi_trisulf__2,1.4421449376,-1.544583196,-0.5953394565
abx_media__camhb_trisulf__1,0.9741539234000001,-1.444099714,-0.5203182055
abx_media__camhb_trisulf__2,1.0634964959,-1.4922162860000001,-0.5073662345000001
abx_media__m9_cef__1,2.088558222,0.164599257,0.0852633545
abx_media__m9_cef__2,3.0555013835000002,-0.016030903000000003,0.1457137845
abx_media__rpmi_cef__1,0.6437067458,-1.682822676,-0.2890664925
abx_media__rpmi_cef__2,0.6886784357,-1.6889856760000002,-0.18241129250000002
abx_media__camhb_cef__1,1.3401732656,-1.44926524,-0.5600824835
abx_media__camhb_cef__2,1.0988403468,-1.590031954,-0.6767745725000001
abx_media__m9_cipro__1,0.6912255118,0.33009509800000003,0.43428186150000003
abx_media__m9_cipro__2,0.7715389854,0.22228599400000001,0.4325959225
abx_media__rpmi_cipro__1,0.5304188876,-1.42946815,-0.5331122905
abx_media__rpmi_cipro__2,0.3775876455,-1.917939282,-0.6723085365
abx_media__camhb_cipro__1,1.3492828786,-1.450181839,-0.8066460445
abx_media__camhb_cipro__2,1.1779138231,-1.561173899,-0.7385115715
hot_tale__42c_ale3_30c__1,0.5091826128,-1.704501371,-0.4863226565
hot_tale__42c_ale3_30c__2,0.3212587199,-1.500921468,-0.5547234925
hot_tale__42c_ale3_37c__1,0.9717236366,-1.404433412,-0.4694425855
hot_tale__42c_ale3_37c__2,0.3409358447,-1.697526619,-0.44796744450000003
hot_tale__42c_ale3_44c__1,1.5233558888,-0.052324607,-0.0295299795
hot_tale__42c_ale3_44c__2,1.3226543911,-0.04821636,0.0063114185
hot_tale__hot_ale3_mid_30c__1,0.6127553761,-0.998990048,-0.0866435655
hot_tale__hot_ale3_mid_30c__2,-0.0546180982,-1.610210933,-0.10088509450000001
hot_tale__hot_ale3_mid_37c__1,0.4294090453,-1.413258609,-0.5291750435
hot_tale__hot_ale3_mid_37c__2,0.0712108025,-1.482081921,-0.8200618455
hot_tale__hot_ale3_mid_44c__1,0.6380687429,-0.027454198000000003,-0.5761194285
hot_tale__hot_ale3_mid_44c__2,2.1152568956,-0.265357047,-0.4985162905
hot_tale__hot_ale3_30c__1,0.5809511185,-1.5932346480000001,-0.3221970535
hot_tale__hot_ale3_30c__2,0.2519720601,-1.89592954,-0.2184577975
hot_tale__hot_ale3_37c__1,0.0823553425,-1.742682875,-0.7110767065
hot_tale__hot_ale3_37c__2,0.6141950735,-1.538538747,-0.6720003175
hot_tale__hot_ale3_44c__1,1.7439835866000002,-0.37595211,-0.6911875015000001
hot_tale__hot_ale3_44c__2,1.9059242765,-0.72586645,-0.5796304535
hot_tale__hot_ale4_30c__1,-0.0600138658,-1.800225723,-0.6668791315
hot_tale__hot_ale4_30c__2,-0.037575278600000005,-1.6367595430000001,-0.5694105275
hot_tale__hot_ale4_37c__1,0.38774520560000003,-1.674136452,-0.7970919045
hot_tale__hot_ale4_37c__2,0.753175025,-1.754605899,-0.8461084205
hot_tale__hot_ale4_44c__1,0.7356974607,-0.20019571400000002,-0.19908843750000002
hot_tale__hot_ale4_44c__2,1.0405466397,-0.53144536,-0.4070465515
hot_tale__hot_ale8_30c__1,1.1685673324,-1.337460128,-0.5594960895000001
hot_tale__hot_ale8_30c__2,0.7752083186000001,-1.499968874,-0.5038592885000001
hot_tale__hot_ale8_37c__1,0.7620261759,-1.1459217,-0.6562123495000001
hot_tale__hot_ale8_37c__2,1.1172605809,-1.119412306,-0.6598558995
hot_tale__hot_ale8_44c__1,2.1003421461,0.21114522700000002,-0.0738277085
hot_tale__hot_ale8_44c__2,2.4225192158,0.169578808,-0.12185689350000001
hot_tale__hot_ale9_mid_30c__1,0.2463934918,-1.687416667,-0.4791588485
