,A,ihfB,ArcA,Crp,IclR,Cra
pcoli__RFCctrl__1,-0.34517608250000004,1.244599755,0.8765261360000001,0.452268993,0.5466221985,-1.0692868685
pcoli__RFCctrl__2,0.2428979303,1.195212395,0.8084935360000001,0.516558493,0.5991234015,-1.3051590585000001
pcoli__RFCnopause__1,-0.4074827237,1.277978395,0.9157442760000001,0.670868723,0.4860066475,-1.1486698065
pcoli__RFCnopause__2,-0.8216116636,1.2688223650000001,1.011176016,0.6748039730000001,0.20144037550000002,-1.3585629915
pcoli__RFCpluspause__1,-1.3976785316,0.7064890450000001,0.902283076,0.764061093,0.0725015785,-0.9141675615
pcoli__RFCpluspause__2,-1.3936418201,0.7123646450000001,0.9472996260000001,0.521421413,-0.049932500500000004,-0.7883406125
pcoli__rnCOMT_sol__1,-0.36149536460000004,1.321847665,0.823034806,0.8270174130000001,0.4187257875,-1.0786107555
pcoli__rnCOMT_sol__2,-0.6637333678,1.358654825,0.8417998760000001,0.6395325230000001,0.4568973955,-1.1564564395
pcoli__rnPNMT__1,-1.7026304359000002,-0.138566415,-0.087156416,0.16358693300000002,0.6446921205,0.0021429315
pcoli__rnPNMT__2,-2.0005345911,-0.260910865,-0.047135399,0.07451194300000001,0.8146004305000001,0.07630186950000001
pcoli__rnTDC__1,-3.3362684591000002,0.15724927500000002,0.12196417600000001,0.087983618,0.48052234650000003,-0.1678007745
pcoli__rnTDC__2,-3.1775678206,0.24430457500000002,0.059651514,0.171146073,0.5829190155,-0.17603646050000002
pcoli__rnTDC_trunc__1,-0.9522123497,0.35363555500000005,0.10154764100000001,0.30755714300000003,0.7659078945000001,0.0290134925
pcoli__rnTDC_trunc__2,-0.7833031785,0.359096935,0.171203867,0.43504015300000004,0.6226841685,0.037046314500000004
pcoli__saCOMT_T2A__1,-3.1847390871,0.20285039500000002,-0.0422892,0.333583893,0.3723383155,0.046489893500000004
pcoli__saCOMT_T2A__2,-3.2681597256,0.17900243500000002,-0.0050907420000000005,0.403870763,0.3992853615,0.0535411385
pcoli__sfCOMT__1,-4.537107194,0.018296925000000002,-0.104639965,0.157244413,0.3259666775,-0.42329244850000003
pcoli__sfCOMT__2,-4.8553501329,-0.126603595,-0.08689561,0.06503750800000001,0.2319926605,-0.35858088250000003
pcoli__sgAANAT_D63G__1,-3.9656285353,0.21465630500000002,0.063928575,0.18900217300000002,0.2163813875,-0.1751983355
pcoli__sgAANAT_D63G__2,-3.3245363703,0.056648645000000004,-0.046721704,0.430522603,0.3710397405,-0.08475152650000001
pcoli__ssDDC__1,-2.7537037952,0.579620345,0.380732609,0.20759201300000002,0.5286569215,-0.0924200195
pcoli__ssDDC__2,-3.0144937041,0.548219425,0.5413918120000001,0.325140303,0.4376193705,-0.1918927075
pcoli__TP53B__1,-1.4789977393,0.479602405,0.217165399,0.423739103,0.4580030805,-0.2322266925
pcoli__TP53B__2,-1.7723574935,0.5183036950000001,0.26082317,0.44374538300000005,0.5828354205,-0.29222066350000003
pcoli__WT__1,-3.0819027242,1.518822565,1.1453485460000001,0.547181673,-0.0414483535,-0.6626199635000001
pcoli__WT__2,-3.1419233956,1.598293755,1.070647936,0.433431683,-0.0860065735,-0.5518119805
cck__glu_ale4__1,-3.4268351885,0.842483995,0.14242569800000002,0.10431546100000001,0.0625506565,-0.2689649585
cck__glu_ale4__2,-3.5381926539,0.388702445,0.23916410400000002,0.212229043,-0.4925019815,-0.5186773875
cck__cck_ale1__1,-3.3941688806,0.128377715,-0.036123555,0.14875797300000002,-0.5773122705,-0.5003678425
cck__cck_ale1__2,-3.5293994646,0.157465675,0.042168756,0.21173196300000002,-0.5056062095,-0.5049330885000001
cck__cck_ale2__1,-3.433421433,0.013104265,0.11719557800000001,0.24320085300000002,-0.4501981095,-0.6694244875
cck__cck_ale2__2,-3.1124377933,-0.029159615000000003,0.14509675,0.21966280300000002,-0.4208350255,-0.6482969055000001
cck_pgi__gmos_delpgi__1,2.7165606452,0.27706467500000004,0.548075038,0.6099491930000001,-0.1665957605,-0.5053467015
cck_pgi__gmos_delpgi__2,2.6167859471,0.050797045000000006,0.49255982000000004,0.5151660730000001,0.1441804545,-0.1422311275
cck_pgi__pgi_ale1__1,0.5173143092,0.190522785,0.155626605,0.087196909,-0.4356612245,-0.1942388005
cck_pgi__pgi_ale1__2,1.2081993354,0.026093085000000002,0.458879289,0.47036157300000003,-0.6581378745,-0.3963984005
cck_pgi__pgi_ale2__2,2.2676185131,0.44689495500000004,0.9356459460000001,0.645027843,-0.3220769075,-0.34675106650000004
cck_pgi__pgi_ale3__1,0.8882898977,0.310244735,0.080522988,0.257702043,-0.013184778500000001,-0.3342527415
cck_pgi__pgi_ale3__2,1.0837164519,-0.08744309500000001,0.319070503,0.527121343,-0.3862935535,-0.4355092025
cck_pgi__pgi_ale4__1,3.4461719616,0.5186149950000001,-0.060545762,0.02567041,-0.22667354250000002,-0.5013595555
cck_pgi__pgi_ale4__2,3.4269954086,0.035103995,-0.023064144,0.149264913,-0.5605028355,-0.8678637295
cck_pgi__pgi_ale4__3,3.1296460366,0.074921925,-0.026233267,0.23104943300000003,-0.6353391695,-0.7653597695000001
cck_pgi__pgi_ale5__1,1.0530159085,0.387921505,0.6346640520000001,0.264446703,-0.2421415385,-0.0822006035
cck_pgi__pgi_ale5__2,0.8525491878,0.089578665,0.6909501880000001,0.491011093,-0.5072559375,-0.22570723650000002
cck_pgi__pgi_ale6__1,0.25497721770000004,0.6129683850000001,0.28762259500000004,0.40659345300000005,0.1546525025,-0.3492184615
cck_pgi__pgi_ale6__2,0.7729438868,0.15115166500000002,0.536174008,0.629358233,-0.1786910995,-0.45643096050000004
cck_pgi__pgi_ale7__1,-0.4847092355,0.7453702050000001,0.17530578100000002,0.41980537300000004,0.1025069685,-0.2254529905
cck_pgi__pgi_ale7__2,-0.0108688469,0.295785625,0.46740904,0.725253033,-0.44656763650000003,-0.2703454225
cck_pgi__pgi_ale8__1,2.5494114397,0.703560815,0.174656744,0.29002768300000004,0.0857412925,-0.44332820850000004
cck_pgi__pgi_ale8__2,2.593680569,0.249876495,0.394370202,0.6440838830000001,-0.2017150125,-0.6714113715000001
cck_sdh__gmos_delsdhCB__1,-3.6383700143,1.046529055,1.322502666,0.8479485130000001,-0.6879214615,-0.0499181495
cck_sdh__gmos_delsdhCB__2,-2.2884248621,0.9514397750000001,0.5798925810000001,0.829896053,-0.4186164765,-0.1646915955
cck_sdh__sdh_ale1__1,-1.9497702054000001,0.8348676650000001,0.998987676,0.544071473,-0.1777918295,-0.2973217535
cck_sdh__sdh_ale1__2,-2.3036886482,0.837305095,0.9379760260000001,0.5592394930000001,-0.3032291585,-0.2008397965
cck_sdh__sdh_ale2__1,-2.9694336108,0.667542205,0.736952856,0.47991167300000004,-0.2802653895,-0.19418119350000002
cck_sdh__sdh_ale3__2,-2.6460595599,0.733626585,0.803381376,0.556417913,-0.2413138465,-0.13329255950000002
cck_sdh__sdh_ale3__1,-2.5093287052,0.568807075,0.695367646,0.493899293,-0.2909807685,-0.33135345850000003
cck_sdh__sdh_ale3__3,-3.2450637628,0.5951379450000001,0.681227083,0.485328093,-0.38113027850000003,-0.2994175625
cck_pts__gmos_delptsHIcrr__2,2.2886205192,-0.327138825,-0.47601407300000004,0.464496883,-0.5917500325,-0.0689478555
cck_pts__gmos_delptsHIcrr__1,2.7440458301,-0.247118355,-0.33705242,0.649161093,-0.5346484475000001,-0.1771836545
cck_pts__pts_ale1__2,-4.5490514892,0.44672369500000003,0.9351348060000001,0.32947587300000003,-0.4083683755,-0.0952594625
cck_pts__pts_ale1__1,-5.0123947034,0.47335884500000003,0.876612566,0.296778353,-0.33145528550000003,-0.1430249505
cck_pts__pts_ale2__2,-1.6338594717000001,0.051775695000000004,0.115148097,0.201890953,-0.38497001550000004,-0.3353655205
cck_pts__pts_ale2__1,-1.9901925314,0.0058354850000000005,0.09984643500000001,0.275129713,-0.47845646150000004,-0.4638504845
cck_pts__pts_ale3__2,-5.6310406537,-0.651264758,0.41419806800000003,-0.445342181,-1.5310094665,-0.0728756265
cck_pts__pts_ale3__1,-4.1938338837,-0.32246742500000003,0.5783373190000001,-0.14552193800000002,-1.1915150915,0.0661296145
cck_pts__pts_ale4__2,-3.1106307383,0.08030092500000001,0.046307297000000004,0.420678743,-0.4540517645,-0.5897447965
cck_pts__pts_ale4__1,-2.9990475026,0.09726459500000001,0.036329173,0.387503033,-0.41798177950000004,-0.7425464545
cck_gnd__gmos_delgnd__1,0.0577028429,1.048444065,0.319589504,0.515541103,-0.6081476445,-0.0072481435
cck_gnd__gmos_delgnd__2,-0.4182424549,1.207673445,0.503198241,0.419079603,-0.7154124725000001,0.08587059450000001
cck_gnd__gnd_ale1__1,-3.2537799565,0.16689092500000002,0.20693571300000002,0.113228532,-0.5345493435,-0.4764336645
cck_gnd__gnd_ale1__2,-3.0337424704,0.200658835,0.188642002,0.145492598,-0.44118878650000004,-0.34005364650000003
cck_gnd__gnd_ale2__1,-3.6939002858,0.186564275,0.101779039,0.057324061,-0.5055673945,-0.5165471375
cck_gnd__gnd_ale2__2,-4.1327883158,0.14256685500000002,0.172979991,0.051602317,-0.5143384095,-0.4222115155
cck_gnd__gnd_ale3__1,-3.0610566557,0.259075495,0.155982392,0.047017895000000004,-0.2333548135,-0.4781938365
cck_gnd__gnd_ale3__2,-2.789123964,0.22985128500000002,0.23824755400000003,0.07806117700000001,-0.4824557545,-0.4184485215
cck_tpiA__gmos_deltpiA__1,2.1034303532,-0.14978443500000002,0.7806081060000001,0.554945433,-0.8921935085,-0.43855791650000003
cck_tpiA__gmos_deltpiA__2,0.4131924354,-0.244867415,0.813794416,0.648474443,-0.8287122915,-0.5393699855
cck_tpiA__tpiA_ale1__1,-1.35245946,0.506975205,0.5988579620000001,0.5753141230000001,-0.0403349335,-0.5422065135
cck_tpiA__tpiA_ale1__2,-1.0187204601,0.504270635,0.589313505,0.5862271530000001,-0.0625742435,-0.5308042155
cck_tpiA__tpiA_ale2__1,0.7903760749000001,0.5628485750000001,0.630282656,0.693161793,-0.0495431915,-0.3575995035
cck_tpiA__tpiA_ale2__2,0.3146949604,0.446366925,0.582770958,0.48257620300000004,-0.49743830050000004,-0.3596872345
cck_tpiA__tpiA_ale3__1,-0.8595246103,0.521839385,0.694016618,0.44486670300000003,-0.3073718345,-0.41798636050000004
cck_tpiA__tpiA_ale3__2,-1.3926682722,0.621347145,0.6840427720000001,0.424267453,-0.1912258315,-0.4836626155
cck_tpiA__tpiA_ale4__1,-1.0060167874,0.371361985,0.744539256,0.227203863,-0.32696623950000003,-0.3358756155
cck_tpiA__tpiA_ale4__2,-1.0248120067,0.416004335,0.7080815420000001,0.196128253,-0.29343268850000004,-0.4389650775
acid_tale__acid_ale1_pH7__1,-3.5357684984,-0.118275265,0.057748651000000005,0.152688973,-0.6457311615,-0.7334999485
acid_tale__acid_ale1_pH7__2,-3.4701388354000002,-0.09381905500000001,0.000836439,0.12606668000000001,-0.7755543255,-0.7484703015
acid_tale__acid_ale1_pH5__1,1.1697621868,-0.043575325000000005,0.393058448,0.7941495230000001,-0.4062210915,-0.4678920375
acid_tale__acid_ale1_pH5__2,0.7218044642,-0.050591175,0.51636355,0.815270033,-0.5063788785000001,-0.3930017975
acid_tale__acid_ale2_pH7__1,-3.3774227413,-0.13953246500000002,-0.058615956000000004,0.338840073,-0.48475479850000003,-0.4118136355
acid_tale__acid_ale2_pH7__2,-3.3344577698,-0.084533575,-0.003295563,0.323054463,-0.5205861155,-0.47630258550000004
acid_tale__acid_ale2_pH5__1,-0.8237519571,-0.14809028500000002,0.054635539000000004,0.432644723,-0.5878758765000001,-0.1895000095
acid_tale__acid_ale2_pH5__2,-0.6547794779,-0.20983636500000002,0.312142354,0.485480993,-0.9633395025,-0.4798766975
acid_tale__low_Mg_ale_pH7__1,-4.1274767371,-0.22948815500000003,-0.7608421670000001,0.300746703,-0.8054520045,-0.2781370405
acid_tale__low_Mg_ale_pH7__2,-3.7838824711,-0.305050535,-0.879332121,0.34624546300000003,-0.8934589245000001,-0.2569315545
acid_tale__low_Mg_ale_pH5__1,-2.5425763835,0.33864483500000003,-0.028056045,0.608588733,-0.6246888485000001,0.1020968525
acid_tale__low_Mg_ale_pH5__2,-1.4531276050000002,0.352936165,-0.12884752500000002,0.557231563,-0.7229735715000001,-0.014786704500000001
acid_tale__MES_ale_pH7__1,-3.7194617454000003,-0.179845215,0.041432463,0.430531873,-0.8554441105,-0.36790245050000003
acid_tale__MES_ale_pH7__2,-4.4827325512,-0.133927275,0.037419389000000004,0.47473322300000004,-0.7812181285,-0.3178411205
acid_tale__MES_ale_pH5__1,-1.4059491056,0.17805272500000002,0.6634502010000001,0.475017483,-0.8072643605,-0.0216199515
acid_tale__MES_ale_pH5__2,-3.1840280443,0.5808612550000001,1.148891356,0.709374983,-0.3893387265,0.2312870575
acid_tale__gmos_pH7__1,-3.3612987276,-0.12245240500000001,-0.020226017000000002,0.42960406300000004,-0.6813595335,-0.4110757265
acid_tale__gmos_pH7__2,-3.8366265675,-0.11016321500000001,-0.031017067000000002,0.444629313,-0.6369842085,-0.3790623645
acid_tale__gmos_pH5__1,-2.3094427497,0.258050795,0.5256937780000001,0.650228023,-0.5558703075,-0.0375262465
acid_tale__gmos_pH5__2,-2.9506223151,0.214724405,0.521895651,0.7174304530000001,-0.5670052975000001,-0.050952172500000004
adnB__wt_adn__1,-2.6036933891,0.525156825,0.527252585,-0.41595584700000005,0.2601010915,-0.6501832575000001
adnB__wt_adn__2,-0.7951622706,-0.230701535,0.717952429,0.229595813,-0.1377878625,-0.0186172025
adnB__delydhB_adn__1,-2.9063956412,0.7912719850000001,0.501672778,-0.53031891,-0.31286181150000003,-0.9902791435
adnB__delydhB_adn__2,-2.5559568126,0.263191565,0.5728210220000001,-0.264506101,-0.14878921850000001,-0.4512461615
ytf2__wt_glc__1,0.7214013269,0.049464605,0.444428965,0.207994233,-0.3908901655,-0.1737854135
ytf2__wt_glc__2,0.5909263655,0.228083955,0.29555535,0.253845453,-0.4167537495,-0.28562678350000004
ytf2__ybcM_glc__1,1.0850254603,0.6497454850000001,0.185566797,0.49687887300000005,-1.0529450975,-0.8907573165
ytf2__ybcM_glc__2,1.7645699689,0.597850285,0.129607239,0.5496294230000001,-0.7608927455000001,-0.7758062415
ytf2__ydhB_glc__1,1.0939535975,0.7921500050000001,0.38896984100000004,0.326151603,-0.6459088085,-0.3476782995
ytf2__ydhB_glc__2,0.42534472970000003,0.687099105,0.33696669,0.395503043,-0.4920060255,-0.3220592405
ytf2__yfeC_glc__1,0.7581658276000001,0.459227755,0.26844590900000004,0.20829614300000002,-0.5425244155,-0.2695613745
ytf2__yfeC_glc__2,0.34795541150000003,0.594893945,0.34219276400000004,0.37606821300000004,-0.6029227765,-0.2679638035
ytf2__yciT_glc__1,0.3302033364,-0.048493855,0.43932199800000005,0.459934233,-0.5137203235,-0.2872460545
ytf2__yciT_glc__2,0.48601745690000003,-0.077813195,0.42732075500000005,0.517486403,-0.6324371545,-0.37300834850000003
ytf2__ydiZ_glc__1,-0.1950360751,-0.258789885,0.110599163,0.28184425300000004,-0.5445622155000001,-0.3173679715
ytf2__ydiZ_glc__2,-0.2506584807,-0.312792925,0.039726156000000006,0.281401713,-0.38520563150000003,-0.2076009245
ytf2__ynfL_glc__1,0.5077002879,0.42990684500000004,0.49324980500000004,0.510756223,-0.41029895050000004,-0.1688068245
ytf2__ynfL_glc__2,0.2297822118,0.347088265,0.46775206900000005,0.523190413,-0.4036600815,-0.1585725195
misc2__dellon_glc__1,-0.1055003402,0.251723305,-0.3140845,0.48724811300000004,-0.5751098595,-0.9598467375
misc2__dellon_glc__2,-0.645950663,0.612739765,-0.8715660150000001,0.21544195300000002,-0.5783128615,-1.4587705855
ytf3__wt_glc2__1,0.0845518504,-0.215305075,0.43664024300000004,0.456262873,-0.7731446815,-0.15415739850000001
ytf3__wt_glc2__2,0.1961362002,-0.21921100500000001,0.53975684,0.5116651830000001,-0.7503795905,-0.0095756325
ytf3__wt_pH7_lactate__1,-0.2006561527,-0.35766615500000004,0.394528943,0.560872303,-0.9556356005000001,-0.17338632950000002
ytf3__wt_pH7_lactate__2,-0.2144612987,-0.386588745,0.379399407,0.553273863,-1.0334627135,-0.1549683935
ytf3__wt_pH55_lactate__1,0.44264538870000003,0.24783653500000002,0.9337171660000001,0.778064203,-0.8920619255000001,0.0703285175
ytf3__wt_pH55_lactate__2,0.20131920050000002,0.23684876500000002,0.795086936,0.7423117130000001,-0.8243846185,0.022572651500000002
ytf3__wt_pH55_HCl__1,0.8354902286,0.055893475000000005,1.031077886,0.615049543,-0.7033441805,0.1200614225
ytf3__wt_pH55_HCl__2,0.707681157,0.10318142500000001,0.9522224260000001,0.6014201330000001,-0.7233298785000001,0.1057586445
ytf3__dyieP_pH7__1,0.1105691475,-0.056106615000000006,0.412248104,0.47916943300000003,-0.7299256665,-0.18636152050000002
ytf3__dyieP_pH7__2,0.37987786160000003,-0.07265621500000001,0.30771917800000004,0.424966693,-0.7016967555,0.014338835500000001
ytf3__dyieP_pH55__1,0.5067479268,-0.24658312500000001,0.356117652,0.439007113,-1.2152633745,-0.1386819535
ytf3__dyieP_pH55__2,0.3442632115,-0.565017465,0.40373836900000004,0.623551333,-0.9402580915000001,-0.0539012405
