,A,AraC,MhpR
opex__rif__2,2.0302384575,0.3697563923,0.46966328500000004
opex__rif__3,1.9650695411,0.2723905494,0.7408602976
opex__naocl_amp__1,1.0598933558,0.5303453229,-0.9415688076000001
opex__naocl_amp__2,-0.0034449732,0.4015117795,-0.4621567204
opex__naocl_amp__3,-0.5927629999999999,-0.2352323321,-1.3483652664
opex__naocl_kan__1,-0.0001556649,0.3280255268,-0.6072142086
opex__naocl_kan__2,0.5382735966000001,0.0140105877,-0.8448674626
opex__naocl_kan__3,-0.9419863388,-0.2281407396,-1.3311193505
opex__naocl_nor__1,0.8497069495,0.1212141935,-0.8565037643000001
opex__naocl_nor__2,0.6633086945000001,0.09555460090000001,-0.7415293698000001
opex__naocl_nor__3,-0.039290786,-0.099799018,-0.6439801738
opex__naocl_rif__1,2.7795530425,0.1723083877,0.8376178754
opex__naocl_rif__2,3.2055239327,0.2507860972,0.7164307979
opex__naocl_rif__3,3.4701527856,-0.1519466677,0.6197784507
phage_lysogen__wt_ctrl__1,-0.34393783640000003,-0.3028724421,0.1004834794
phage_lysogen__wt_ctrl__2,-0.0969202883,-0.5230293902,0.08606042550000001
phage_lysogen__wt_ctrl__3,0.4408581247,0.8259018323,-0.1865439049
phage_lysogen__O104_H4__1,-0.235792211,-0.7821813355,-0.7460005751000001
phage_lysogen__O104_H4__2,-0.0650762449,0.5575998361,-0.3879786732
phage_lysogen__O104_H4__3,0.6390408235,1.1882012147,-0.5003388703
phage_lysogen__O157_H7_PA8__1,-0.2203207952,-0.9472026435,-0.7690052924
phage_lysogen__O157_H7_PA8__2,0.5912636085,1.0653383602,-0.45509701900000005
phage_lysogen__O157_H7_PA8__3,0.3840388947,1.223632917,-0.464138392
phage_resist__ygbE_oe__1,-0.8601121098000001,-1.340463855,-0.227570499
phage_resist__wt__1,-0.9600463366,-2.6807307673,-1.9678175226999999
phage_resist__wt__2,0.030878521000000003,0.8288751023,1.3809489702
phage_resist__wt__3,0.3833508685,0.9634117093000001,0.3389419268
phage_resist__wt__4,0.5458169471000001,0.8884439558,0.24792662570000001
phage_resist__ygbE_oe__2,-0.9896938421,0.0929915181,0.5009510659
phage_resist__ygbE_oe__3,-0.7239907978,0.5726614231,0.5371562255
phage_resist__ygbE_oe__4,-0.37868914730000003,0.3468299861,0.3361504877
phage_resist__yahA_oe__1,-0.9683142157,0.6677420258,3.5209389675000002
phage_resist__yahA_oe__2,-1.1760922822,0.5500045725,3.4461728293
phage_resist__yahA_oe__3,-1.0371855575,0.6138450307000001,3.3692056058
phage_resist__yrfF_ko__1,-0.1429876389,1.5648882696,0.8516037171
phage_resist__yrfF_ko__2,0.3870657156,1.9264924171,2.5871585146
phage_resist__yrfF_ko__3,0.204230836,1.2929721255,0.4350490066
pollution__wt_ctrl__1,-0.1636687813,-0.4349400364,0.6627877752
pollution__wt_ctrl__2,0.2628418447,0.1270151966,-0.3451336158
pollution__wt_ctrl__3,-0.0991730633,0.3079248398,-0.3176541594
pollution__wt_urban__1,-0.0284907012,-0.6621543513,-0.6242736238000001
pollution__wt_urban__2,-0.0076206436,-0.1053237449,-0.8238283334000001
pollution__wt_urban__3,-0.35504121120000004,-0.3586522862,-0.4328883859
pollution__wt_diesel__1,-2.032726336,0.15980166170000001,1.902824789
pollution__wt_diesel__2,-0.5925022984,-0.0608758202,0.11133830160000001
pollution__wt_diesel__3,-0.5492538129,0.0849497632,-1.1585996904
pollution__evo_diesel__1,0.0189301535,0.2916583635,0.8134271403000001
pollution__evo_diesel__2,0.46204919250000004,0.5169284473,5.4161626079000005
pollution__evo_diesel__3,0.5015399591,0.7673579818,5.3217608023
ppGpp__wt_relAtrunc_00m__1,-0.3512696638,-0.1608078343,-0.0943695163
ppGpp__wt_relAtrunc_00m__2,-0.2027059893,-0.0784053051,0.0602872912
ppGpp__mut_delrelA_10m__1,-0.26626129860000003,0.1538355231,0.3287683315
ppGpp__mut_delrelA_05m__1,-1.0919979032,0.18051208230000002,-0.0972117972
ppGpp__mut_delrelA_10m__2,-0.3446774394,0.0629245293,-0.36791382710000003
ppGpp__mut_delrelA_10m__3,-0.22660302540000002,0.4152418821,-0.10535091710000001
ppGpp__mut_delrelA_00m__1,-1.0503762189,0.2008526636,-0.5135107645
ppGpp__mut_delrelA_00m__2,-1.5607778847,0.2340833866,-0.24497344680000002
ppGpp__mut_delrelA_05m__2,-0.4810830165,0.2058044597,-0.0628931809
ppGpp__mut_delrelA_05m__3,-0.7420144618000001,0.1574590259,0.1668122519
ppGpp__mut_delrelA_00m__3,-1.3253653673999999,0.0547242667,-0.17902462700000002
ppGpp__wt_delrelA_10m__1,3.0629725418,1.3198241153999999,1.8381928063
ppGpp__wt_delrelA_05m__1,1.8874350557000001,0.9943399562,1.2125542315
ppGpp__wt_delrelA_05m__2,2.0609332975,0.9641284966,1.3343665011999999
ppGpp__wt_delrelA_10m__2,3.0132535428,1.2900209657000001,2.0963864882
ppGpp__wt_delrelA_10m__3,2.8783034626,1.2794137791,2.0138209164
ppGpp__wt_delrelA_00m__1,0.0041543202000000005,0.0075991290000000005,0.0994675429
ppGpp__wt_delrelA_00m__2,-0.1771160491,-0.056188344300000005,-0.1124923647
ppGpp__wt_delrelA_05m__3,1.484639477,0.9753028077,1.378123784
ppGpp__wt_delrelA_00m__3,0.1729617289,0.0485892153,0.013024821800000001
ppGpp__mut_relAtrunc_10m__1,-1.2316583305,-0.0002523791,-0.2337832443
ppGpp__mut_relAtrunc_05m__1,-1.0301034913,-0.2033817634,-0.3337008734
ppGpp__mut_relAtrunc_05m__2,-1.3435787529,-0.0629729609,-0.0823099702
ppGpp__wt_relAtrunc_10m__1,-0.09601386940000001,-0.0626166989,-0.0157094342
ppGpp__wt_relAtrunc_10m__2,-0.14800785290000001,-0.2978323684,0.1989296261
ppGpp__wt_relAtrunc_10m__3,0.013459036800000001,0.0049587966,0.0755235062
ppGpp__mut_relAtrunc_00m__1,-0.8895378223,0.2191988805,-0.1404150787
ppGpp__wt_relAtrunc_00m__3,-0.07549955700000001,-0.18865350290000002,-0.31427737370000003
ppGpp__wt_relAtrunc_05m__1,0.0518762838,-0.31708407710000003,0.0537125403
ppGpp__wt_relAtrunc_05m__2,-0.1725293997,-0.2121334994,-0.2213253154
ppGpp__wt_relAtrunc_05m__3,-0.1982595754,-0.082807514,0.125224116
ppGpp__mut_relAtrunc_00m__2,-1.1575401263,-0.1539484058,-0.26671128990000004
ppGpp__mut_relAtrunc_00m__3,-1.0249899192,0.0192724523,-0.3485682811
ppGpp__mut_relAtrunc_10m__2,-0.8108200218,-0.0856532289,-0.3674250288
ppGpp__mut_relAtrunc_05m__3,-0.9209819467,-0.10974146060000001,-0.1533750473
ppGpp__mut_relAtrunc_10m__3,-0.7398329840000001,-0.046721072700000005,-0.08276559060000001
pressure__high_pressure__1,-0.050335226100000005,-0.9921315337000001,0.425174121
pressure__high_pressure__2,-0.5107677456,-1.1582968634,-0.566007617
pressure__low_pressure__1,-0.136784592,-0.1290357631,-0.3339025047
pressure__low_pressure__2,0.136784592,0.1290357631,0.3339025047
quantum_dots__ctrl__1,-0.3070438214,0.0789830646,0.1949422845
quantum_dots__ctrl__2,0.3070438214,-0.0789830646,-0.1949422845
quantum_dots__cdte_light__1,-0.1309409129,0.49746466710000004,0.8543233381
quantum_dots__cdte_light__2,-0.30523071150000003,1.1065620705,0.8967739334
quantum_dots__cdte_dark__1,-0.3908549331,0.039319990400000004,0.4143947915
quantum_dots__cdte_dark__2,-0.2936075952,0.2425482685,0.39711742240000003
quantum_dots__cdse_light__1,-0.0306727855,-0.2200769705,-0.41210518150000003
quantum_dots__cdse_light__2,-0.3831500769,0.0800970913,-0.38700358220000003
quantum_dots__cdse_dark__1,-0.2812087769,0.3432714174,-0.47700141300000004
quantum_dots__cdse_dark__2,-0.2081073765,0.4468711675,-0.33246149540000003
raman__wt__1,0.026010004200000002,-0.2948573457,0.6072089313
raman__del_cyaA__1,1.6491799811,-0.2194189776,0.7188956408
raman__del_cyaA_01mM__1,0.9218720846,-0.6756603912,0.6924929874
raman__del_cyaA_05mM__1,-0.1827134877,-0.4644491838,0.1663785223
raman__del_cyaA_1mM__1,-1.139194754,-0.1379488009,-1.8543066048
raman__wt__2,-0.2117901866,0.037427818200000004,-0.0787710271
raman__del_cyaA__2,1.0212615954,-0.4544911224,0.8103315056
raman__del_cyaA_01mM__2,0.6868636918000001,-0.3175028912,0.6788994788
raman__del_cyaA_05mM__2,-0.7027425832,-0.0020310191000000003,0.0310534166
raman__del_cyaA_1mM__2,-1.0212919771,-0.38323098040000003,-1.5059400385
raman__wt__3,0.1857801824,0.25742952750000003,-0.5284379042
raman__del_cyaA__3,1.1357109745,-0.3722371064,0.5260930015
raman__del_cyaA_01mM__3,0.3992406806,-1.0742006515,0.2781224056
raman__del_cyaA_05mM__3,-0.0192362846,-0.4218511486,0.3999056251
raman__del_cyaA_1mM__3,-0.7686174249000001,-0.42230715280000003,-1.0197765009
rand_barrel__mut_nanE__1,0.5627015283,0.2768834101,0.149300913
rand_barrel__mut_nanE__2,0.22076165490000002,0.5174118197,-0.0581242182
rand_barrel__mut_nanE__3,1.8640230327,1.5605063555,-5.4024241448
rand_barrel__mut_pdxJ_1__1,-0.5127312150000001,0.0082147948,-0.019703259100000002
rand_barrel__mut_pdxJ_1__2,0.7824689864000001,0.1292511099,0.3008165773
rand_barrel__mut_pdxJ_1__3,1.7853058119,0.8088853738,-5.4024241448
rand_barrel__mut_pdxJ_2__1,0.17531334880000002,0.3358530275,0.336303424
rand_barrel__mut_pdxJ_2__2,1.0677116578,0.298691586,0.0186794916
rand_barrel__mut_pdxJ_3__1,0.2593826548,0.6651522331,-0.0794207479
rand_barrel__mut_pdxJ_3__2,1.1082313971,0.1866616684,0.3526220976
rand_barrel__del_serB__1,0.1470571854,-0.0845828804,-0.36268829480000003
rand_barrel__del_serB__2,-0.1470571854,0.0845828804,0.36268829480000003
rockhopper__CV104_pHDB3__1,-3.997891351,-2.5347886821,-6.1158690738
rockhopper__CV104_pHDB3__2,-4.0650818409,-2.1967461541,-6.1158690738
rockhopper__CV104_pHDB3__3,-4.0848547549,-2.3615841834999998,-6.1158690738
rockhopper__CV104_pLCV1__1,-4.0258531703,-2.0699699896,-6.1158690738
rockhopper__CV104_pLCV1__2,-3.9318354957,-2.2112733072,-6.1158690738
rockhopper__CV104_pLCV1__3,-4.3204073095,-2.3963534238,-6.1158690738
rockhopper__wt_lb__1,-3.0938448733,-2.166347413,-3.6715868277
rockhopper__wt_lb__2,-2.933224773,-2.0064646391,-3.1196824317
rockhopper__wt_lb__3,-2.6679541719,-1.8576814924,-3.1697848771
rockhopper__wt_lb_aMG__1,-3.4836079262,-1.9427212298,-2.0853334549
rockhopper__wt_lb_aMG__2,-3.1184262703,-2.0404211792,-2.4730155484000003
rockhopper__wt_lb_aMG__3,-3.1272211647,-2.2635261956,-2.469458039
rockhopper__del_sgrR_lb_aMG__1,-2.9846349163,-2.0123138715,-1.8509610688
rockhopper__del_sgrR_lb_aMG__2,-3.3928758271,-1.7407550508,-1.4104401397
rockhopper__del_sgrR_lb_aMG__3,-3.0282366415,-2.0580862154,-1.4302188898
rockhopper__del_sgrS_glyc_aMG__1,-2.9304780347,-1.7756543723,-2.4753818135
rockhopper__del_sgrS_glyc_aMG__2,-3.6755929627,-1.8171014278,-2.8059683767
rockhopper__del_sgrS_glyc_aMG__3,-1.9095043161,-2.1570666327,-2.6507847773
rockhopper__del_sgrS_glyc__1,-2.1227852645,-2.0083941416,-3.0664873429
rockhopper__del_sgrS_glyc__2,-3.3405534369,-2.0844129045,-2.928794893
rockhopper__del_sgrS_glyc__3,-2.2482302455,-1.5929719673,-3.3959829693
rockhopper__wt_lb_aMG__4,-3.9301918601,-1.8648089226,-1.8407928892
rockhopper__wt_lb_aMG__5,-3.5976499925,-1.5735234559,-2.2729812967
rockhopper__wt_lb_aMG__6,-3.4626134741,-1.4524907693,-1.7205491532
rockhopper__wt_glyc_aMG__1,-3.3281537738,-1.0495782527,-1.6522386831
rockhopper__wt_glyc_aMG__2,-2.9821501706999998,-1.6090631892,-3.3603470439
rockhopper__wt_glyc_aMG__3,-3.8338908662,-0.8112161796,-1.4091832733
rockhopper__wt_glyc__1,-2.8202834747,-1.5974332296,-2.607773905
rockhopper__wt_glyc__2,-2.8001712281,-1.4942406871,-2.7958997835
rockhopper__wt_glyc__3,-3.4493834268,-2.0616279795,-2.9808562603
rockhopper__CV108_glyc_aMG__1,-0.3184165469,-1.2622119341,0.124399929
rockhopper__CV108_glyc_aMG__2,-0.56170802,-1.1602589372,-0.42931461390000003
rockhopper__CV108_glyc_aMG__3,-0.9104288453,-1.233523581,0.0403155642
rockhopper__wt_glyc__4,-0.092364054,0.48680921720000003,0.6581745778
rockhopper__wt_glyc__5,-1.1401564264,0.41026093610000003,0.3999848707
rockhopper__wt_glyc__6,1.3372941159,0.8008762621000001,1.0097596646
rockhopper__wt_glyc_aMG__4,0.0345966776,-0.23148826520000002,0.46356037240000003
rockhopper__wt_glyc_aMG__5,-0.9240813866,-1.3687099263,0.1008150703
rockhopper__wt_glyc_aMG__6,-0.7742501768000001,-1.3644837451,0.3668350526
rockhopper__wt_glyc__7,1.3412770899,0.1762582071,1.0408687444
rockhopper__wt_glyc__8,1.3314536314,-0.2478073212,1.0276094636
rockhopper__wt_glyc__9,1.3576516481,0.5483815527,1.1774281183
rockhopper__wt_glyc__10,1.7945936988,1.0382999142,1.1420990002
rockhopper__wt_glyc__11,1.8385583561,0.9903086863,0.9600445818000001
rockhopper__wt_glyc__12,1.3015300697,0.9499144418000001,0.9685609274
rpoD__wt__1,0.5488562175,0.0166931967,0.19667681820000002
rpoD__wt__2,-0.0374160584,0.0322104598,-0.3165584916
rpoD__rpoD_mut__1,0.557612305,1.1274196755,0.7669747177
rpoD__rpoD_mut__2,0.27565300870000004,-0.43869524330000004,1.8828590410000001
rpoD__rpoD_mut__3,1.4297232535,-0.0365769008,1.1097226814
rpoD__wt__3,-0.5114401591000001,-0.0489036564,0.1198816734
rpoN_peptide__ctrl__1,-0.0047072764,0.0899944087,0.029336770600000003
rpoN_peptide__ctrl__2,0.09738633170000001,0.0190740502,-0.0191704821
rpoN_peptide__ctrl__3,-0.09267905530000001,-0.1090684589,-0.0101662885
rpoN_peptide__nminus__1,0.1631178824,0.1231109766,0.1005494188
rpoN_peptide__nminus__2,-0.0039491859,0.0589727819,0.0625435579
rpoN_peptide__nminus__3,-0.0255357103,-0.0510132846,0.0537141935
rpoN_peptide__nplus__1,-1.2561088749,-2.2349180832,-2.6410979399
rpoN_peptide__nplus__2,-1.3418990955,-2.3164174386,-2.5475345763
rpoN_peptide__nplus__3,-1.3263338966,-2.3449510455,-2.5932620638
rpoN_peptide__s54_wt__1,0.1120722953,-0.1016569095,-0.0737536248
rpoN_peptide__s54_wt__2,0.2978811817,-0.08403355550000001,-0.08956584570000001
rpoN_peptide__s54_wt__3,0.242450047,-0.1875295693,-0.0720658104
rsd__wt_ee__1,-0.06621433780000001,0.0661164093,-0.142802342
rsd__wt_ee__2,0.06621433780000001,-0.0661164093,0.142802342
rsd__del_rsd_ee__1,0.23589506870000002,0.7676233087000001,0.1780571209
rsd__del_rsd_ee__2,0.21810877720000002,0.1985239141,-0.054392727700000004
rsd__del_ssrS_ee__1,0.0601475193,0.8323797147,0.22474648600000002
rsd__del_ssrS_ee__2,0.0126527242,0.8127343613,0.2973601118
rsd__del_rsd_ssrS_ee__1,-0.5862513985000001,1.1235741614,0.7514808023
rsd__del_rsd_ssrS_ee__2,-0.9131868558,1.2466810237,1.8630045045
rsd__del_rpoS_ee__1,0.0917145825,0.9972277612,2.4082928755
rsd__del_rpoS_ee__2,-0.1742230868,0.7286658755000001,1.9217520088
rsd__wt_me__1,1.2562836822999999,-0.0954557337,-0.2322081649
rsd__wt_me__2,1.492417491,0.2503991544,0.2227105318
rsd__del_rpoS_me__1,0.9027778739000001,1.0766539872,0.6464096924
rsd__del_rpoS_me__2,1.778966617,1.7171765385,1.478343174
rsd__wt_ts__1,2.5982230938,0.026834953800000002,-0.1864458759
rsd__wt_ts__2,2.0849830731,-0.5679178411,-0.6542472409
rsd__del_rsd_ssrS_ts__1,1.6710423276,0.9526566618000001,0.7027368615
rsd__del_rsd_ssrS_ts__2,1.6547022294,0.8048098539,0.5980866292
rsd__del_rpoS_ts__1,1.015186645,0.23029174770000002,-0.15939050500000002
rsd__del_rpoS_ts__2,0.7756316515,-0.11028706960000001,-0.26126072170000003
rsd__wt_s__1,2.5920190962,-0.4469972855,-0.4399413438
rsd__wt_s__2,2.1177038887,-0.6155718737,-0.5123036592
rsd__del_rsd_s__1,2.2778368636,0.1494938396,-0.0240676077
rsd__del_rsd_s__2,1.9899949999,0.11737314280000001,0.1256994058
rsd__del_rsd_ssrS_s__1,1.9836757655000001,0.575488387,2.0622161505
rsd__del_rsd_ssrS_s__2,2.0664838302,0.9512694615,2.3621211776
rsd__del_rsd_ls__1,2.1365593115,0.21097052600000002,1.4071454351
rsd__del_rsd_ls__2,1.8132717959,0.5835791731000001,1.6149088032
rsd__del_ssrS_ls__1,2.3133264815,0.2218956119,1.9077518411
rsd__del_ssrS_ls__2,2.4367338904,-0.215242744,1.7276882870999999
rsd__del_rsd_ssrS_ls__1,2.0439345558,2.1786181298,3.0540647537
rsd__del_rsd_ssrS_ls__2,1.5561842114000002,1.7829850718,2.9803256624000003
rsd__del_rpoS_ls__1,3.0671582398,0.716937888,3.0985718342
rsd__del_rpoS_ls__2,1.7923450627,1.0981954221,3.0925586881
sdsR_ryeA__wt_3h__1,0.9568424582,0.11140067990000001,1.587167631
sdsR_ryeA__wt_8h__1,0.44318820540000003,-0.9799469004,-0.5520795826
sdsR_ryeA__wt_3h__2,-0.9568424582,-0.11140067990000001,-1.587167631
sdsR_ryeA__wt_8h__2,0.0465048577,-0.9391750332000001,-0.5741890148000001
starve_series__t00_growth1__1,-0.054429318600000005,0.0843223047,0.005078782400000001
starve_series__t00_growth1__2,0.18167390090000002,0.1024165924,0.2484469004
starve_series__t00_growth1__3,-0.15567137520000002,0.2725954586,-0.254224181
starve_series__t00_growth1__4,0.028426793000000002,-0.45933435570000003,0.0006984981
starve_series__t01_starve__1,-1.5198841264,4.1578561689,3.2926948531
starve_series__t01_starve__2,-1.2113376411,4.3044294236,2.6344984577
starve_series__t02_starve__1,-0.4432934378,4.7043652993,4.2047002423
starve_series__t02_starve__2,-0.5927026938000001,4.762110206,4.0433580997
starve_series__t03_starve__1,-0.1664708697,4.2824313549,3.8621042183
starve_series__t03_starve__2,0.18946621360000002,4.4088355343,3.9895657963
starve_series__t04_starve__1,-0.1011273384,4.1245817531,3.7089751751
starve_series__t04_starve__2,0.4747297587,4.290333879,3.6841084376
starve_series__t05_starve__1,0.0238004815,4.1045477068,3.3187973621999998
starve_series__t05_starve__2,-0.22925440060000002,4.1855649199,3.5137307894000003
starve_series__t06_starve__1,0.3536820567,3.9392084551,3.2837380197
starve_series__t06_starve__2,0.4483258015,3.9817327368,3.2933509493
starve_series__t07_starve__1,0.474035089,3.5463509964,3.1138009725
starve_series__t07_starve__2,0.698780415,3.7333364748,3.2759265843
starve_series__t08_starve__1,0.4135503312,3.6123649293,3.2456622256
starve_series__t08_starve__2,0.7135482358,3.6301377367,3.2206224703
starve_series__t09_starve__1,1.2113178578000001,3.5801432316,3.2466896833
starve_series__t09_starve__2,0.7852709778,3.4806312234,3.1460710524
starve_series__t10_starve__1,0.8937958318,3.2690008883,3.2565625948
starve_series__t10_starve__2,1.1058840892,3.3688278638,3.3210361741
starve_series__t11_starve__1,1.7112088858,3.3842377692,3.5192870782
starve_series__t11_starve__2,1.3169386322,3.3824930281,3.4479623537
starve_series__t12_starve__1,1.3458545133,3.1212861391,3.3092690141
starve_series__t12_starve__2,1.3234782519000001,3.2730029115,3.4167235782
starve_series__t14_starve__1,1.5640530971,3.1977471211,3.4424723863
starve_series__t14_starve__2,2.4060390048,3.260535994,3.4952569509
starve_series__t16_starve__1,1.5588136175,2.9653403832,3.3951355146
starve_series__t16_starve__2,1.5533142615000002,2.8694893038,3.2870373402
starve_series__t17_starve__1,1.4628812998,2.3613589881,3.1061458806
starve_series__t17_starve__2,1.9436170359,2.559767575,3.2361701547
starve_series__t18_starve__1,1.4486028041,2.3353779903,3.1709355022
starve_series__t18_starve__2,1.5351335618,2.36945387,3.0321640973
starve_series__t20_starve__1,1.6335569617,-1.5795711948,-2.142962762
starve_series__t20_starve__2,2.1971543583,-1.0923200595,-2.6086043523
starve_series__t21_growth2__1,1.9867500299,-1.8016625069,-2.6875116571
starve_series__t21_growth2__2,2.2246767486,-1.3778617018000001,-2.4167985144
starve_series__t22_growth2__1,1.9197679964,-0.9163206610000001,-0.7422417239
starve_series__t22_growth2__2,1.693707926,-1.2173223068,-1.0125506908
starve_series__t23_growth2__1,1.4462819411,-1.0547911921,-1.3639502652
starve_series__t23_growth2__2,1.2394975605,-1.3349353639000001,-1.6211035162
starve_series__t25_growth2__1,0.25940386530000004,-0.1022041043,-1.1387249976
starve_series__t25_growth2__2,0.2921721306,0.0807835752,-0.8323471697
starve_series__t26_growth2__1,-1.207166622,0.6541211743,-1.3951705821
starve_series__t26_growth2__2,-0.5739920927000001,0.4767562802,-1.3855894371
starve_series__t27_growth2__1,-1.140784545,0.8892255452000001,-1.0465999011
starve_series__t27_growth2__2,-0.9525553913,0.6623106571,-0.8341642375
starve_series__t28_growth2__1,-0.6974336641000001,0.45624533800000006,-0.3304575078
starve_series__t28_growth2__2,-0.9180472065,0.375545332,-0.34215376880000004
time_course__lb_4hr__1,-0.0230590578,-0.0012594624,-0.18040441140000002
time_course__lb_4hr__2,-0.0588219991,-0.0574284737,0.0336597081
time_course__lb_4hr__3,0.0818810569,0.058687936100000004,0.1467447033
time_course__lb_8hr__1,1.1851458342,0.24548635640000002,-0.64273723
time_course__lb_8hr__2,1.2161082719,0.2379579085,-0.4162122474
time_course__lb_8hr__3,1.6964999747,0.2718222832,-0.5615366068000001
time_course__lb_24hr__1,3.7568754995,1.9032823711,1.1311292506
time_course__lb_24hr__2,3.5588571475,1.7329966788000002,1.1251904592
time_course__lb_24hr__3,4.3369196377,1.8291831661,1.0819283071
time_course__lb_72hr__1,0.4641008655,1.3326951143,-0.2192261948
time_course__lb_72hr__2,0.2980544121,1.4408503612999999,-0.09086255110000001
time_course__lb_72hr__3,-0.0753854779,1.4517891106,-0.0038023389
time_course__lb_144hr__1,1.137006392,0.4836529329,0.8309443285
time_course__lb_144hr__2,0.8664959012000001,0.5939957308,0.587086497
time_course__lb_144hr__3,0.8734742323,0.6096012722,0.2166769314
time_course__lb_192hr__1,0.6560590968000001,1.0966729158,0.2383412913
time_course__lb_192hr__2,0.5027842981,0.9823590017,0.4325569816
time_course__lb_192hr__3,0.8441655910000001,0.6417887393,-0.1827165199
triclosan__wt__1,-0.4286812477,-0.16198662460000002,0.0217644516
triclosan__wt__2,-0.8561031295,-0.1118159059,0.16343241420000001
triclosan__wt__3,1.2847843772,0.27380253050000003,-0.1851968659
triclosan__evo_amx_tcs__1,-0.2379215503,-0.2499640564,-1.6915949961
triclosan__evo_amx_tcs__2,1.6861229533,0.48588228320000004,-1.6072650121
triclosan__evo_amx_tcs__3,0.034614106000000006,-0.28404365330000003,-1.3193646198
triclosan__evo_chl_tcs__1,-0.0139882709,-0.1519159847,-0.2004872308
triclosan__evo_chl_tcs__2,0.28968978370000004,-0.24281304650000002,-1.4581332871
triclosan__evo_chl_tcs__3,-0.17393176670000002,-0.3606123272,-1.6608268048000001
triclosan__evo_tet_tcs__1,1.1088950222,0.6791851170000001,-0.6284914882
triclosan__evo_tet_tcs__2,0.24083174070000002,0.2271648508,-0.9767444506
truHMM__48C_15m__1,2.2895245131,0.9848809916000001,2.6061551213
truHMM__48C_15m__2,2.2634199555,0.8798404646,2.2370761695
truHMM__48C_15m__3,1.960817707,0.9894711089,2.8030713827
truHMM__48C_30m__1,1.9800753420000001,2.7242455565,1.0984359682
truHMM__48C_30m__2,1.9494543558,2.8275480664,1.1391363659
truHMM__48C_60m__1,2.1386561018,2.6752440794,1.825568144
truHMM__48C_60m__2,2.1754214756,2.6259640227,1.8224702953
truHMM__phos_0h__1,-0.1632063226,-0.040798787,0.0497877096
truHMM__phos_0h__2,0.1632063226,0.040798787,-0.0497877096
truHMM__phos_2h__1,2.048335989,2.072950244,-0.5374612409
truHMM__phos_2h__2,2.3000674852,2.1715274419,0.07474146100000001
truHMM__phos_4h__1,3.3461126925,2.4754730143,0.1405090711
truHMM__phos_4h__2,3.2171574864,2.4745712845,0.3755045815
truHMM__phos_4h__3,3.5618318821,1.1410043346,0.5107395954
control__wt_glc__1,0.07105280800000001,-0.0809860865,0.0008189645
control__wt_glc__2,-0.07105280800000001,0.0809860865,-0.0008189645
fur__wt_dpd__1,2.0366188083,0.3471359755,1.0980127025
fur__wt_dpd__2,1.9704559554,0.2563596995,1.1029732835
fur__wt_fe__1,0.2152251016,-0.2939784485,-0.2086929295
fur__wt_fe__2,-0.094830118,-0.24993956550000002,-0.1465488205
fur__delfur_dpd__1,2.1932098052,0.4790131825,1.0865997565
fur__delfur_dpd__2,2.1005291512,0.27684502850000003,0.8142324715
fur__delfur_fe2__1,0.4212395735,0.2549674695,-0.032227781500000004
fur__delfur_fe2__2,0.2448206661,0.3837654735,-0.0973332595
acid__wt_ph5__1,0.4630436606,0.20026382350000002,0.3206461625
acid__wt_ph5__2,0.3510447417,-0.0318502835,0.2727435455
acid__delgadx_ph5__1,0.33004322340000003,0.12058112750000001,0.0204808465
acid__delgadw_ph5__1,0.5157035559,0.23029688850000002,0.2355291405
acid__delgadw_ph5__2,0.2922252893,0.2844644665,0.2762286325
acid__delgade_ph5__1,0.47431042300000004,0.4493160305,0.4370402755
acid__delgade_ph5__2,0.8078821793000001,0.3284192125,0.4599048255
oxidative__wt_pq__1,0.9940243711000001,0.0938609905,1.7921688845000001
oxidative__wt_pq__2,0.944834974,0.19969533650000001,1.9653856415000002
oxidative__deloxyr_pq__1,0.903306449,0.2052859665,1.9003669754999999
oxidative__deloxyr_pq__2,0.6002652685000001,0.21155714450000002,1.7108038985
oxidative__delsoxr_pq__1,0.9214801423000001,-0.3108886205,1.5478009035
oxidative__delsoxr_pq__2,1.0354432681,-0.1997278865,1.5694178025
oxidative__delsoxs_pq__1,0.8602895781000001,0.1313793795,2.1559247125
oxidative__delsoxs_pq__2,0.7528188327,-0.0350424565,2.1735843265
nac_ntrc__wt_csn__1,0.7174159919,0.6142849175,-0.0961153835
nac_ntrc__wt_csn__2,0.047581327900000005,0.5558765685,0.1131634385
nac_ntrc__wt_cytd__1,0.5931676752,0.1498966915,0.2485272365
nac_ntrc__wt_cytd__2,-0.0951915547,0.0083999845,0.2170579235
nac_ntrc__wt_gln__1,-0.2572438025,0.2495477335,0.1205052055
nac_ntrc__wt_gln__2,0.0576455384,0.1958351295,0.0042088845
nac_ntrc__bw_delnac_csn__1,9.6875870954,1.7593075135,0.4351823365
nac_ntrc__bw_delnac_csn__2,9.8168527212,1.3742093155,0.5873342615
nac_ntrc__bw_delnac_cytd__1,9.7590642957,0.9510196185,-0.0945831275
nac_ntrc__bw_delnac_cytd__2,10.1467675947,1.0763617575,-0.1315420935
nac_ntrc__bw_delnac_gln__1,9.4204800173,1.1241494185,0.3081766185
nac_ntrc__bw_delnac_gln__2,9.4822054693,1.1283147505,0.11628582150000001
nac_ntrc__bw_delnac_nh4__1,9.4657112268,0.9067494815,-0.6547029455000001
nac_ntrc__bw_delnac_nh4__2,9.5863722403,0.6297194025,-0.8328693385
misc__wt_no_te__1,1.7432118929,0.4619735525,0.3365270695
