,A,Cra,Crp
opex__pvpi_nor__1,-0.1406433024,-0.2105805453,0.0043966387
opex__pvpi_nor__2,-0.1576699813,-0.3080714573,0.1668676485
opex__pvpi_nor__3,0.0495338922,-0.11237660390000001,0.1832898366
opex__pvpi_rif__1,-1.1881847226,-0.4967893231,-0.8509373182000001
opex__pvpi_rif__2,-0.8831213358000001,-0.5093192857000001,-1.0133410348
opex__pvpi_rif__3,-1.079551177,-0.3969276883,-0.8552114418000001
opex__rif__1,-1.0706961909,-0.1194489167,-1.0991152194
opex__rif__2,-0.5469327711,-0.4480780991,-0.7051006932
opex__rif__3,-1.0871512271000001,-0.3204030815,-0.929753295
opex__naocl_amp__1,0.5605973008,0.2280423662,-0.0408171479
opex__naocl_amp__2,0.14116350730000002,-0.3420724435,-0.17322884830000002
opex__naocl_amp__3,0.0215810499,-0.1789137036,-0.17670345610000002
opex__naocl_kan__1,-0.4239283345,0.1027047519,-0.1133158625
opex__naocl_kan__2,-0.7857435738,0.1911880287,-0.0346631081
opex__naocl_kan__3,-0.5825045313,-0.1491217709,-0.1636875546
opex__naocl_nor__1,-0.1599355577,0.09587075610000001,0.0453136418
opex__naocl_nor__2,-0.1812339447,-0.1428046738,0.1758445305
opex__naocl_nor__3,-0.2610831348,0.0473687988,0.16750353580000002
opex__naocl_rif__1,-0.8602552807,-0.1261292315,-0.8846690774
opex__naocl_rif__2,-0.9509657335,-0.0805893801,-1.0415023493
opex__naocl_rif__3,-0.8201656396,-0.21293216110000002,-0.7368803165000001
phage_lysogen__wt_ctrl__1,0.1763902146,-0.0032759179,-0.1131082358
phage_lysogen__wt_ctrl__2,-0.1541475857,0.0168790308,-0.15099738340000002
phage_lysogen__wt_ctrl__3,-0.022242628900000002,-0.0136031129,0.26410561920000003
phage_lysogen__O104_H4__1,0.7412760572,-0.7187333214,-0.3440473148
phage_lysogen__O104_H4__2,0.8279375991,-0.2746912703,0.10436316620000001
phage_lysogen__O104_H4__3,1.4675211408,0.14624574710000002,0.4952732845
phage_lysogen__O157_H7_PA8__1,1.0029375051,-0.62695382,-0.32192762610000003
phage_lysogen__O157_H7_PA8__2,1.3277575723,0.10047882550000001,0.32229741440000004
phage_lysogen__O157_H7_PA8__3,1.9201567029,0.4689838643,0.6368160699000001
phage_resist__ygbE_oe__1,2.5793432274,-0.4958998041,-0.0362194251
phage_resist__wt__1,1.5211446978,-1.5791436110000001,-1.5616224187
phage_resist__wt__2,-0.39319289080000003,0.5956534375,0.4342447082
phage_resist__wt__3,-0.6027776,0.4921958259,0.5878589544
phage_resist__wt__4,-0.5251742070000001,0.4912943476,0.5395187561
phage_resist__ygbE_oe__2,0.35310774040000004,0.2953870599,-0.14160878940000002
phage_resist__ygbE_oe__3,0.250799628,0.5452071722,0.148584254
phage_resist__ygbE_oe__4,0.3085446203,0.31160570930000003,0.18241322270000002
phage_resist__yahA_oe__1,-0.7594461211,0.1301580218,0.9307925237
phage_resist__yahA_oe__2,-0.8288560405000001,0.0528553927,0.9367801035000001
phage_resist__yahA_oe__3,-0.9493835331,0.0871446503,0.9764142145
phage_resist__yrfF_ko__1,-0.7766931762,0.9807337260000001,0.7325937801
phage_resist__yrfF_ko__2,-1.1298549452,1.3282708135,0.8605437876
phage_resist__yrfF_ko__3,-0.5688396517000001,0.688691999,0.6737314587000001
pollution__wt_ctrl__1,-0.2320942789,0.1796494563,-0.0504309921
pollution__wt_ctrl__2,0.0411215439,0.037576712000000005,0.15996817200000002
pollution__wt_ctrl__3,0.190972735,-0.2172261683,-0.1095371799
pollution__wt_urban__1,0.1794634397,-0.8388263528000001,-0.8779140316
pollution__wt_urban__2,-0.035766804,-0.6128652595,-0.5371211839
pollution__wt_urban__3,-0.3867966135,-0.7317795944000001,-0.5047912804
pollution__wt_diesel__1,-2.0357842057,-0.8485566041,-0.49115894060000004
pollution__wt_diesel__2,-0.0338303497,-0.3351232154,-0.1463925879
pollution__wt_diesel__3,-0.3325668685,-0.3418438125,-0.2696574214
pollution__evo_diesel__1,-1.7355192034,-1.0908188988,-0.422017325
pollution__evo_diesel__2,-1.966683356,0.3207930571,0.0331465663
pollution__evo_diesel__3,-3.4420848023,-0.1398424733,-0.27523787650000003
ppGpp__wt_relAtrunc_00m__1,0.3162635203,-0.2592567159,-0.011476057900000001
ppGpp__wt_relAtrunc_00m__2,-0.1932152427,0.11566217940000001,-0.1060102587
ppGpp__mut_delrelA_10m__1,-0.24256723360000002,-0.5626612781,0.1512831843
ppGpp__mut_delrelA_05m__1,0.2886505889,-0.8290559164,-0.1375585523
ppGpp__mut_delrelA_10m__2,0.8946986244,-1.04370329,0.2109785549
ppGpp__mut_delrelA_10m__3,0.5833391469,-0.6798733629,0.2609776572
ppGpp__mut_delrelA_00m__1,0.3049660984,-0.6281157941000001,-0.1923561796
ppGpp__mut_delrelA_00m__2,0.5396087694,-0.8460730274,-0.34262451
ppGpp__mut_delrelA_05m__2,0.2946680007,-0.6824705723000001,-0.1664668386
ppGpp__mut_delrelA_05m__3,0.1373371697,-0.6906080928,-0.16714632440000002
ppGpp__mut_delrelA_00m__3,0.2326418257,-0.49089214010000004,-0.37078453650000004
ppGpp__wt_delrelA_10m__1,0.2892095091,0.3307851563,1.475368666
ppGpp__wt_delrelA_05m__1,-0.28071987860000003,0.5169309910000001,1.1376902668
ppGpp__wt_delrelA_05m__2,-0.6930791981000001,0.5740156375000001,1.1347282112000001
ppGpp__wt_delrelA_10m__2,-0.0732046613,0.5002906692,1.4212904351
ppGpp__wt_delrelA_10m__3,0.09095990600000001,0.5231524178,1.467315173
ppGpp__wt_delrelA_00m__1,-0.0470497124,0.0746621029,-0.0192756679
ppGpp__wt_delrelA_00m__2,-0.1809278724,0.027528908100000003,0.0212278545
ppGpp__wt_delrelA_05m__3,-0.9386057980000001,0.6399352797,1.1315243246
ppGpp__wt_delrelA_00m__3,0.22797758480000002,-0.10219101100000001,-0.0019521866
ppGpp__mut_relAtrunc_10m__1,0.3553343718,-0.6730849749000001,-0.4916651179
ppGpp__mut_relAtrunc_05m__1,0.7876369443,-0.9503321387,-0.34854891390000003
ppGpp__mut_relAtrunc_05m__2,0.1407709825,-0.5423239007,-0.43585225920000004
ppGpp__wt_relAtrunc_10m__1,0.0239154579,-0.1677205514,-0.1372784369
ppGpp__wt_relAtrunc_10m__2,-0.241298862,-0.0781768803,-0.1642322029
ppGpp__wt_relAtrunc_10m__3,-0.0858147404,-0.17960757430000002,-0.1681617912
ppGpp__mut_relAtrunc_00m__1,0.2294231452,-0.5238685244,-0.0774965284
ppGpp__wt_relAtrunc_00m__3,0.0915670039,-0.1186264588,0.0630814665
ppGpp__wt_relAtrunc_05m__1,-0.1649061578,-0.1812743909,-0.2810515373
ppGpp__wt_relAtrunc_05m__2,0.28000507550000003,-0.28958270680000003,-0.28533503050000003
ppGpp__wt_relAtrunc_05m__3,-0.0745611207,-0.2866106493,-0.1949960566
ppGpp__mut_relAtrunc_00m__2,0.8661809019000001,-0.7907420812,-0.4457334711
ppGpp__mut_relAtrunc_00m__3,0.35479586350000003,-0.9532888001000001,-0.3135830297
ppGpp__mut_relAtrunc_10m__2,0.9162808163,-0.9336476402,-0.4912625674
ppGpp__mut_relAtrunc_05m__3,-0.1223764122,-0.6053601299,-0.402798119
ppGpp__mut_relAtrunc_10m__3,0.0469057696,-0.6795355113,-0.49061737310000003
pressure__high_pressure__1,-0.8673519113,-0.9341963907,-0.49159209540000004
pressure__high_pressure__2,-1.0927695414,-0.6946366380000001,-0.2902563631
pressure__low_pressure__1,0.0168661958,0.0494950635,0.0011446948
pressure__low_pressure__2,-0.0168661958,-0.0494950635,-0.0011446948
quantum_dots__ctrl__1,-0.3367233023,0.0087537226,-0.1947450853
quantum_dots__ctrl__2,0.3367233023,-0.0087537226,0.1947450853
quantum_dots__cdte_light__1,-0.46803966560000004,0.1293266786,0.25533424920000003
quantum_dots__cdte_light__2,0.4587732598,0.32173221420000003,0.3336771074
quantum_dots__cdte_dark__1,-0.36750331950000004,0.0700890705,-0.19234211680000002
quantum_dots__cdte_dark__2,-0.1818965477,-0.0141261187,-0.21453890080000002
quantum_dots__cdse_light__1,-0.0147289707,0.1163143549,-0.1725798192
quantum_dots__cdse_light__2,0.18592696120000002,0.22271107610000002,0.0807140303
quantum_dots__cdse_dark__1,0.3275821651,0.3375797343,-0.0703709117
quantum_dots__cdse_dark__2,0.3729715356,0.3637408091,-0.0216465485
raman__wt__1,0.4108772473,-0.5266876943000001,0.0794100169
raman__del_cyaA__1,1.8931430185,-1.5315670996000001,-0.6136421402000001
raman__del_cyaA_01mM__1,1.6304089011,-1.5619938064999999,-0.5901419459
raman__del_cyaA_05mM__1,1.0948084875,-1.2940209444,-0.20304986730000002
raman__del_cyaA_1mM__1,0.8291386446000001,-1.2979340718999999,0.09984774490000001
raman__wt__2,-0.3569318221,-0.0359285861,-0.0386433461
raman__del_cyaA__2,1.2757476919,-1.6050447804,-0.7873801161
raman__del_cyaA_01mM__2,1.0458560499,-1.6620741616,-0.5712728994
raman__del_cyaA_05mM__2,0.9519866534,-1.4719150837,-0.0286686132
raman__del_cyaA_1mM__2,0.8664020883,-1.5834409815,-0.23342197620000002
raman__wt__3,-0.0539454251,0.5626162805,-0.0407666707
raman__del_cyaA__3,1.2165025809,-1.6845916618999999,-0.7308913606
raman__del_cyaA_01mM__3,0.8354859911,-1.4925735912,-0.7037627470000001
raman__del_cyaA_05mM__3,1.0079878296,-1.4198829016,-0.2362122698
raman__del_cyaA_1mM__3,0.0627842081,-1.7140940942,-0.0164546772
rand_barrel__mut_nanE__1,-0.011662109,0.31956510320000003,0.0328965424
rand_barrel__mut_nanE__2,-0.3820372694,0.2129158669,0.1360103685
rand_barrel__mut_nanE__3,0.6447666008,0.4732526932,0.5049328406
rand_barrel__mut_pdxJ_1__1,-0.0951887595,0.4999213127,0.1529755428
rand_barrel__mut_pdxJ_1__2,0.0920596765,0.15938206030000002,-0.015406163700000001
rand_barrel__mut_pdxJ_1__3,-0.0010882001000000001,-0.08388415910000001,0.37994444860000004
rand_barrel__mut_pdxJ_2__1,-0.16368083360000002,0.11266717200000001,0.22590315390000001
rand_barrel__mut_pdxJ_2__2,0.5520572326000001,0.2530273783,0.23212511460000002
rand_barrel__mut_pdxJ_3__1,0.8405297472000001,0.3123582814,0.2831675712
rand_barrel__mut_pdxJ_3__2,-0.0323911551,0.42942117620000003,0.20362184190000002
rand_barrel__del_serB__1,0.1521473099,-0.0378642888,-0.011167604900000001
rand_barrel__del_serB__2,-0.1521473099,0.0378642888,0.011167604900000001
rockhopper__CV104_pHDB3__1,0.8117953280000001,-0.1418916872,-0.8924017296000001
rockhopper__CV104_pHDB3__2,0.7543441789,-0.5814895618,-0.8649010421000001
rockhopper__CV104_pHDB3__3,0.6226444245,-0.6866577875000001,-0.7001267639000001
rockhopper__CV104_pLCV1__1,0.7537816113,-0.46814463780000004,-0.9119051060000001
rockhopper__CV104_pLCV1__2,0.8788574047000001,-0.5774250165,-0.8563503673
rockhopper__CV104_pLCV1__3,0.6211738464000001,-0.5303597989000001,-0.6222702813000001
rockhopper__wt_lb__1,2.6163719205,-0.7153592160000001,-1.0877370598
rockhopper__wt_lb__2,2.3751735463,-0.45460847060000004,-1.7369671045000001
rockhopper__wt_lb__3,1.8677509513000001,-0.982527122,-1.3358746678
rockhopper__wt_lb_aMG__1,1.3819044221,-0.5032491356000001,-0.48690911950000004
rockhopper__wt_lb_aMG__2,0.9486054425,-0.5584765924,-0.9667081537000001
rockhopper__wt_lb_aMG__3,1.2862603190000002,-0.7783691722,-1.2851862633
rockhopper__del_sgrR_lb_aMG__1,1.5448363834999999,-0.0680925574,-0.385574128
rockhopper__del_sgrR_lb_aMG__2,1.8418752051,0.2675147683,-0.24326731070000002
rockhopper__del_sgrR_lb_aMG__3,1.8112950090000002,-0.1486261372,-0.2979551923
rockhopper__del_sgrS_glyc_aMG__1,1.3119624142,0.0783431845,0.6722892721
rockhopper__del_sgrS_glyc_aMG__2,2.1520837997,0.1764661836,1.1260265914
rockhopper__del_sgrS_glyc_aMG__3,1.8366219545,0.0283385667,1.0397299023
rockhopper__del_sgrS_glyc__1,0.6288018398,-0.9848549179,-0.3628059501
rockhopper__del_sgrS_glyc__2,0.27789774170000003,-0.5984024623,-0.4528756111
rockhopper__del_sgrS_glyc__3,0.3215669974,-0.6806320482,-0.3254764307
rockhopper__wt_lb_aMG__4,1.9043149697000001,-0.5092999273000001,-0.18830449770000002
rockhopper__wt_lb_aMG__5,2.4025134921999998,-0.129425061,-0.7544182141
rockhopper__wt_lb_aMG__6,2.1396317441,-0.0501794115,-0.5831081023
rockhopper__wt_glyc_aMG__1,1.2664727636,0.2466454597,0.0047093158
rockhopper__wt_glyc_aMG__2,1.1077970127,-0.26459021990000003,0.5669202778
rockhopper__wt_glyc_aMG__3,1.2954168213,-0.0296163748,0.5677400205
rockhopper__wt_glyc__1,0.48304263880000003,-0.5971293792,-0.4403543445
rockhopper__wt_glyc__2,0.8711010632,-0.4693509986,-0.24124783460000002
rockhopper__wt_glyc__3,-0.1348413162,-0.7394687473,-0.4115574947
rockhopper__CV108_glyc_aMG__1,3.2435765245,-0.2091198861,-0.3562857689
rockhopper__CV108_glyc_aMG__2,4.890412874,-0.556306462,0.5579321807000001
rockhopper__CV108_glyc_aMG__3,2.8351241925,-0.8200389833,0.5313165346000001
rockhopper__wt_glyc__4,0.33546385030000003,0.5132084414,-0.2638966479
rockhopper__wt_glyc__5,1.3791551484,0.2570852656,-0.19432084730000002
rockhopper__wt_glyc__6,-1.4143442799,0.1522032717,0.10333546310000001
rockhopper__wt_glyc_aMG__4,2.1081615669,-0.4804073118,0.21447380530000001
rockhopper__wt_glyc_aMG__5,3.0234891208,-0.884283182,0.2213336307
rockhopper__wt_glyc_aMG__6,3.4333723876,-0.9460349975000001,0.3721320869
rockhopper__wt_glyc__7,0.206914431,0.07122410500000001,0.3267917408
rockhopper__wt_glyc__8,2.1161875157,-0.26821144140000003,0.5609825497
rockhopper__wt_glyc__9,-0.41061666560000004,0.1283292093,0.28759943400000004
rockhopper__wt_glyc__10,-2.6727202435,0.4225992602,-0.2368919985
rockhopper__wt_glyc__11,-0.5557584926,0.3643153569,0.14532827
rockhopper__wt_glyc__12,-0.20358364950000002,0.1651956564,0.3642317098
rpoD__wt__1,-0.0858185835,0.0962650932,-0.2650089901
rpoD__wt__2,0.0523833534,-0.133171208,0.1635474037
rpoD__rpoD_mut__1,0.0094530364,0.2844015412,0.1684464855
rpoD__rpoD_mut__2,-0.2150175097,-0.013994220100000001,0.2976957928
rpoD__rpoD_mut__3,-0.3656379202,0.5872313009,0.1507827136
rpoD__wt__3,0.0334352302,0.0369061147,0.1014615864
rpoN_peptide__ctrl__1,0.1383378096,0.081793006,0.0327470021
rpoN_peptide__ctrl__2,0.031962861,0.0731144789,0.0481021751
rpoN_peptide__ctrl__3,-0.1703006706,-0.1549074849,-0.0808491772
rpoN_peptide__nminus__1,0.0828310242,0.2330824596,0.13673644840000002
rpoN_peptide__nminus__2,0.0001649876,0.17125156960000001,0.07923360680000001
rpoN_peptide__nminus__3,-0.3160080118,0.0406612893,0.0144034674
rpoN_peptide__nplus__1,0.31647496680000003,-0.3432469896,-1.632512297
rpoN_peptide__nplus__2,0.3627311911,-0.41162579800000004,-1.6693356927
rpoN_peptide__nplus__3,0.1651590026,-0.4489450474,-1.6531858744
rpoN_peptide__s54_wt__1,0.0207551675,-0.0389546049,-0.2182690823
rpoN_peptide__s54_wt__2,0.0429363911,-0.0845676364,-0.19587325690000001
rpoN_peptide__s54_wt__3,-0.0054734259,-0.2060351387,-0.2994099301
rsd__wt_ee__1,-0.11673700370000001,0.0136601475,-0.0842798241
rsd__wt_ee__2,0.11673700370000001,-0.0136601475,0.0842798241
rsd__del_rsd_ee__1,0.3940848611,0.1710564618,0.0678688308
rsd__del_rsd_ee__2,0.2763116101,-0.1841873724,0.030330043600000002
rsd__del_ssrS_ee__1,1.2087454462,0.7871858773,0.5365988028
rsd__del_ssrS_ee__2,1.3462593005,0.5932970849,0.5911904992
rsd__del_rsd_ssrS_ee__1,-1.1068669952,-0.055179341400000005,-0.32946598320000003
rsd__del_rsd_ssrS_ee__2,-1.0300608953000001,0.09957548890000001,-0.6170200674
rsd__del_rpoS_ee__1,1.4260978614,1.3216401428,1.0357575523
rsd__del_rpoS_ee__2,1.6860064436000002,1.3551915408,0.9608772845
rsd__wt_me__1,0.5878400956000001,-0.1550803744,-0.1932318201
rsd__wt_me__2,0.5915544610000001,-0.0294914348,-0.24201875890000002
rsd__del_rpoS_me__1,0.370609097,0.8478887649,-0.2242368632
rsd__del_rpoS_me__2,0.3203727094,0.8191480537,-0.2415859193
rsd__wt_ts__1,-1.3382451478,-1.5031315194000001,-1.6596404198
rsd__wt_ts__2,-0.9370313547,-1.3047782504,-1.5412069563
rsd__del_rsd_ssrS_ts__1,-1.4631303782,-1.2413169777,-1.6338730553
rsd__del_rsd_ssrS_ts__2,-0.6350163487,-1.0199209162,-1.6921309905
rsd__del_rpoS_ts__1,-3.2920564305,0.4326047361,0.024751287900000002
rsd__del_rpoS_ts__2,-3.2227555822,0.5846469247,0.0278344303
rsd__wt_s__1,-0.4898964925,-1.5927260651,-1.4241152532
rsd__wt_s__2,-0.3152369238,-1.667277531,-1.6590049948
rsd__del_rsd_s__1,-0.1813284199,-1.4035772323,-1.8726274564
rsd__del_rsd_s__2,-0.6612238125000001,-1.5656725811,-1.8730596957
rsd__del_rsd_ssrS_s__1,-0.596987076,-1.3549492106,-1.10328679
rsd__del_rsd_ssrS_s__2,-1.0682102418,-1.2389553694,-1.1546180975
rsd__del_rsd_ls__1,-1.7362584875,-1.4033932364,-2.9067680232
rsd__del_rsd_ls__2,-1.9603800718,-1.3639724004,-3.0181921286
rsd__del_ssrS_ls__1,-2.0248805187,-1.4858692358,-1.5439177016999999
rsd__del_ssrS_ls__2,-1.9572491164999999,-1.6022365266,-2.1842734612
rsd__del_rsd_ssrS_ls__1,-2.695111395,-0.3130426926,-1.616189157
rsd__del_rsd_ssrS_ls__2,-2.3568749860000002,-0.5298207917000001,-1.5982655594000001
rsd__del_rpoS_ls__1,-3.8694207754,-0.9626347057,-1.5932065020000001
rsd__del_rpoS_ls__2,-2.5605892894,-0.22958089920000002,-1.2939667953
sdsR_ryeA__wt_3h__1,-0.5942761897000001,0.1389909558,0.0834236646
sdsR_ryeA__wt_8h__1,2.6060298224,-1.6107415458,-1.0800252217
sdsR_ryeA__wt_3h__2,0.5942761897000001,-0.1389909558,-0.0834236646
sdsR_ryeA__wt_8h__2,3.1748349318,-1.3859051656,-1.0200857079
starve_series__t00_growth1__1,-0.1217691972,0.0053140441,0.023435122500000002
starve_series__t00_growth1__2,0.0634817979,-0.021272194300000002,0.1248516005
starve_series__t00_growth1__3,0.1816845954,-0.14540432650000001,0.0692848872
starve_series__t00_growth1__4,-0.12339719610000001,0.1613624766,-0.21757161020000002
starve_series__t01_starve__1,0.4186828682,0.5377784834,0.1391748524
starve_series__t01_starve__2,0.6880916661,0.3042919649,0.0317638306
starve_series__t02_starve__1,1.3256884134,-0.1257946895,-0.5801942053
starve_series__t02_starve__2,1.3274526841,-0.0956099026,-0.6708481182
starve_series__t03_starve__1,2.8403943616,-0.2681533773,-0.2977467191
starve_series__t03_starve__2,3.2801629445,-0.1597791228,-0.22816473310000002
starve_series__t04_starve__1,3.9069261876,-0.2019998866,-0.4658876377
starve_series__t04_starve__2,3.5650910092,-0.25875426300000004,-0.4601301404
starve_series__t05_starve__1,3.7518265402,-0.5001395759,-0.9132657347
starve_series__t05_starve__2,4.1187866055,-0.3432286646,-0.9598387660000001
starve_series__t06_starve__1,4.1398764912,-0.5079018843,-1.1240828075
starve_series__t06_starve__2,4.5193383361,-0.4525603557,-1.1933479101
starve_series__t07_starve__1,4.6170691579,-0.6745151883,-1.4654213975000001
starve_series__t07_starve__2,4.3589069157,-0.5422371227,-1.2839636258
starve_series__t08_starve__1,4.3800935664,-0.5555622958,-1.5241984337
starve_series__t08_starve__2,4.4228800771,-0.5512617418,-1.4587504675
starve_series__t09_starve__1,4.8040675313,-0.4489321256,-1.6489719420000002
starve_series__t09_starve__2,5.0059359843,-0.48774671740000003,-1.7515646770000002
starve_series__t10_starve__1,4.9177136851,-0.3159833689,-1.770421453
starve_series__t10_starve__2,5.3546823449,-0.1729142677,-1.7906801929
starve_series__t11_starve__1,5.6024397649,0.038427626900000005,-1.6497521704
starve_series__t11_starve__2,4.9983593141,0.12991674920000001,-1.6595707367
starve_series__t12_starve__1,5.197031668,0.0504120248,-1.5958078438999999
starve_series__t12_starve__2,4.9935721049,0.1228596658,-1.5052361202
starve_series__t14_starve__1,5.3424750366,0.5688226550000001,-1.2832103901
starve_series__t14_starve__2,5.2512025711,0.6981858145000001,-1.4664207613
starve_series__t16_starve__1,4.9767875405,0.8938780596,-1.1202172584
starve_series__t16_starve__2,5.0791752981,0.8290640425,-1.1002127465
starve_series__t17_starve__1,4.2102363068,0.8615534697,-1.1087708567
starve_series__t17_starve__2,4.3428060645,0.9731155373,-1.0562763317
starve_series__t18_starve__1,3.9825699394000003,0.7744595669000001,-1.0770613484
starve_series__t18_starve__2,4.4838320208999995,0.8246601485,-1.3037934838
starve_series__t20_starve__1,-0.0981263456,-0.0179416216,-0.6188562966000001
starve_series__t20_starve__2,-0.3086962494,-0.1233227467,-0.685956077
starve_series__t21_growth2__1,0.0656223608,-0.5795064484,-0.9771786215
starve_series__t21_growth2__2,-0.7988323457000001,-0.6027666676,-0.7984177568
starve_series__t22_growth2__1,-1.7490848431,-0.09127845500000001,0.1972167981
starve_series__t22_growth2__2,-1.0754796674,-0.006914879400000001,-0.25833408480000003
starve_series__t23_growth2__1,-0.6702144999999999,-0.0896996466,-0.07625097460000001
starve_series__t23_growth2__2,-0.36458486030000004,-0.1186586277,-0.12687704800000002
starve_series__t25_growth2__1,1.2613972456,-0.9181163534000001,0.4079259133
starve_series__t25_growth2__2,0.9835896193,-0.617249436,0.30098022150000003
starve_series__t26_growth2__1,1.1010544554,-0.8759822171,0.5016748605
starve_series__t26_growth2__2,1.4780221655,-0.8147220245,0.24660512910000001
starve_series__t27_growth2__1,0.8667556673,-0.8574406901,0.6661311877
starve_series__t27_growth2__2,0.7576796804,-0.8059147378,0.6329567987
starve_series__t28_growth2__1,0.41121183910000003,-0.3608431467,0.4183987155
starve_series__t28_growth2__2,0.1044013265,-0.3838213791,0.48370192910000004
time_course__lb_4hr__1,-0.20567913670000001,-0.06931474630000001,-0.0066037492
time_course__lb_4hr__2,0.1736368683,0.0031867907,0.0077228519
time_course__lb_4hr__3,0.0320422683,0.0661279556,-0.0011191027
time_course__lb_8hr__1,1.7095137496000001,-1.2758284877000001,-1.3647463804
time_course__lb_8hr__2,1.5737615195,-1.3682880876999999,-1.380566146
time_course__lb_8hr__3,1.5364157164,-1.3557724212,-1.5210848611999999
time_course__lb_24hr__1,3.1660928108,-2.4810688253,-1.1906271379
time_course__lb_24hr__2,2.7114362636,-2.6356795451,-1.1528320159
time_course__lb_24hr__3,2.732573301,-2.3858560166,-1.2579894262
time_course__lb_72hr__1,-0.9727938673000001,-1.103580322,0.9529671083000001
time_course__lb_72hr__2,0.22940634740000002,-1.0208261929,0.9658081033
time_course__lb_72hr__3,0.6499090661,-0.9674205973000001,1.1082667562
time_course__lb_144hr__1,-0.6114296046000001,-0.24705033070000001,0.4603158248
time_course__lb_144hr__2,0.301773206,-0.743810093,0.3963233387
time_course__lb_144hr__3,0.5688609912,-1.2394929772,0.1587720879
time_course__lb_192hr__1,1.0395617813,-1.0429638152,0.4995220433
time_course__lb_192hr__2,-0.409354612,-0.3650798441,0.7128912778000001
time_course__lb_192hr__3,1.648129823,-1.5229761396,0.18456944620000001
triclosan__wt__1,-0.2312105954,-0.0170776128,-0.23651794610000001
triclosan__wt__2,0.019118264700000002,0.1881790455,-0.0638936618
triclosan__wt__3,0.2120923308,-0.17110143260000002,0.3004116079
triclosan__evo_amx_tcs__1,-0.2476965485,0.1170708837,-0.36936284280000004
triclosan__evo_amx_tcs__2,-0.0035903006,0.3245663478,0.0483945025
triclosan__evo_amx_tcs__3,0.587618524,0.2702200551,0.1697071903
triclosan__evo_chl_tcs__1,0.6287256181,-0.0577284714,0.0819766386
triclosan__evo_chl_tcs__2,0.6311221104,-0.3383980446,0.0312762479
triclosan__evo_chl_tcs__3,0.54942299,-0.3183880495,-0.0104577294
triclosan__evo_tet_tcs__1,0.8886833243000001,0.3279141251,0.26916821550000003
triclosan__evo_tet_tcs__2,0.36457959,-0.49996411490000003,0.0222155
truHMM__48C_15m__1,-0.0554694115,-1.0932029384,-0.2181308123
truHMM__48C_15m__2,0.0172619094,-1.0195338026,-0.20736263130000002
truHMM__48C_15m__3,1.4906228476,-1.4380848642,-0.3580729292
truHMM__48C_30m__1,-0.1463239534,-2.2853459122,-1.1019684904
truHMM__48C_30m__2,-0.16270551630000002,-2.3963819859,-1.1014998148
truHMM__48C_60m__1,-0.7145840524,-2.4776980176,-1.7909618398
truHMM__48C_60m__2,-0.6431773972,-2.4723938632999998,-1.7921226591
truHMM__phos_0h__1,0.09696553690000001,0.0054163760000000005,-0.0064831920000000005
truHMM__phos_0h__2,-0.09696553690000001,-0.0054163760000000005,0.0064831920000000005
truHMM__phos_2h__1,0.5108080959,-1.0970709773,-0.5172351907
truHMM__phos_2h__2,0.3956023068,-1.0934947247,-0.4930876744
truHMM__phos_4h__1,1.4747323774,-0.5548919983,-1.5109077319000002
truHMM__phos_4h__2,1.6331088503,-0.49491839260000003,-1.546671549
truHMM__phos_4h__3,0.9195100771,-1.9976701432000001,-1.7910974918
control__wt_glc__1,0.15098042790000002,0.0308891915,0.012478646000000001
control__wt_glc__2,-0.15098042790000002,-0.0308891915,-0.012478646000000001
fur__wt_dpd__1,1.2039248744,-1.1877552405,0.077574131
fur__wt_dpd__2,1.1659739002,-1.1737682105,-0.090682171
fur__wt_fe__1,-0.18709227180000002,-0.3327269625,-0.030513673
fur__wt_fe__2,-0.0700156395,-0.2594009255,0.05819072
fur__delfur_dpd__1,1.2291669461999999,-1.0912162295,-0.105981984
fur__delfur_dpd__2,0.7745640414,-1.0673563795,-0.22346684100000003
fur__delfur_fe2__1,-0.1307142397,-0.5522316355,0.436429913
fur__delfur_fe2__2,-0.029947810000000002,-0.5848465775,0.367563393
acid__wt_ph5__1,-0.2894743386,-0.23737093050000002,0.345522573
acid__wt_ph5__2,-0.3462477422,-0.24076136350000002,0.343136463
acid__delgadx_ph5__1,-0.451858017,-0.2069328745,0.33938771300000004
acid__delgadw_ph5__1,-0.3117655225,-0.28221490650000003,0.383863793
acid__delgadw_ph5__2,-0.5667797880000001,-0.2312081875,0.33986178300000003
acid__delgade_ph5__1,-0.5041392336,-0.1426848045,0.43240872300000005
acid__delgade_ph5__2,-0.4677042966,-0.2107098605,0.482436193
oxidative__wt_pq__1,1.2102588735,-0.9948958295,0.17662370300000002
oxidative__wt_pq__2,1.3180063576,-1.0895483045,0.24038529300000003
oxidative__deloxyr_pq__1,0.4226080753,-0.22714133450000001,0.513155013
oxidative__deloxyr_pq__2,0.4890124886,-0.1089024705,0.536337303
oxidative__delsoxr_pq__1,1.9668162754,-0.8179514835,0.334672533
oxidative__delsoxr_pq__2,1.9032879118000001,-0.8006893435,0.387059873
oxidative__delsoxs_pq__1,2.1138204972,-1.1173508365,0.513462963
oxidative__delsoxs_pq__2,2.1472256514,-0.9308994235,0.5104807530000001
nac_ntrc__wt_csn__1,0.26841232530000003,-0.2068408135,-0.07279683
nac_ntrc__wt_csn__2,0.3114080208,-0.2683508555,-0.093243951
