,A,hns
hot_tale__hot_ale10_37c__1,0.4169963145,0.16366318
hot_tale__hot_ale10_37c__2,0.4161615444,0.21915571
hot_tale__hot_ale10_44c__1,-1.8987741210000002,0.19720695
hot_tale__hot_ale10_44c__2,-0.5080009703,0.40407201
hot_tale__hot_ale16_30c__1,-0.15118141440000002,0.38412738
hot_tale__hot_ale16_30c__2,0.1225893445,0.49640389999999995
hot_tale__hot_ale16_37c__1,0.1203162487,0.04751099
hot_tale__hot_ale16_37c__2,0.6526551374,0.12086527
hot_tale__hot_ale16_44c__1,-0.9935823333,0.0476462
hot_tale__hot_ale16_44c__2,-1.2524806823,0.14272023
pdhr_ale__pdhR-13_51__1,-1.1291399226,0.4327723
pdhr_ale__pdhR-13_51__2,-1.3442908766000001,0.37033955
pdhr_ale__pdhR-14_46__1,-1.6620853749000002,0.57773418
pdhr_ale__pdhR-14_46__2,-2.041525896,0.43049254000000003
pdhr_ale__pdhR-15_51__1,-1.7901152154000002,0.32687236000000003
pdhr_ale__pdhR-15_51__2,-2.2084085292,0.42016391000000003
pdhr_ale__pdhR-16_49__1,-2.6917870549,0.47867913
pdhr_ale__pdhR-16_49__2,-2.1160238017,0.73401428
tcs__del_atoC_LiAcet__1,1.1809939599,-0.31269492
tcs__del_atoC_LiAcet__2,1.0911419503,-0.20203355
tcs__del_atoC_LiCl__1,0.8570602601,0.01771645
tcs__del_atoC_LiCl__2,0.2670369038,0.30654788
tcs__del_atoC_m9__1,-0.0845036435,-0.01429938
tcs__del_atoC_m9__2,-0.19723362730000002,0.01077946
tcs__del_baeR_etoh__1,1.5982230868,0.00355952
tcs__del_baeR_etoh__2,0.8114235378,-0.11221258
tcs__del_baeR_lb__1,1.5007667352,0.64643297
tcs__del_baeR_lb__2,1.7090882365,0.63278163
tcs__del_btsR_01xlb__1,-5.1782124304,0.50218688
tcs__del_btsR_01xlb__2,-5.9169196575,0.49923997000000003
tcs__del_btsR_lb__1,-2.4884887642,0.21320014
tcs__del_btsR_lb__2,-2.0954058994,0.1969339
tcs__del_btsR_pyruvate__1,-5.9008663652,0.56855093
tcs__del_btsR_pyruvate__2,-5.260384346,0.45746274000000003
tcs__del_cpxR_etoh__1,-5.3030964357,-0.28121229999999997
tcs__del_cpxR_etoh__2,-5.0261116687,-0.31035452
tcs__del_cpxR_lb__1,0.8914736777000001,0.55578499
tcs__del_cpxR_lb__2,0.11447614360000001,0.62389534
tcs__del_cusR_CuSO4__1,-4.1541689606,1.23181458
tcs__del_cusR_CuSO4__2,-4.1567462088,1.01833016
tcs__del_cusR_lb__1,-3.1945365785,0.16065807000000001
tcs__del_cusR_lb__2,-2.7474377295,0.28002335
tcs__del_kdpE_01-kcl__1,-3.1721468723,0.20112823
tcs__del_kdpE_01-kcl__2,-2.9312081912,0.28447756
tcs__del_kdpE_115-kcl__1,-1.7061899725,-0.0973469
tcs__del_kdpE_115-kcl__2,-1.465131017,-0.14090949
tcs__del_phoB_m9__1,-0.7191761992,0.22264682
tcs__del_phoB_m9__2,-0.3564727053,0.21059784
tcs__del_phoB_m9p__1,4.2277280121,1.70998187
tcs__del_phoB_m9p__2,4.3247058003,1.69814819
tcs__del_rcsB_etoh__1,3.8512162162,-0.02099361
tcs__del_rcsB_etoh__2,3.9293396254,0.051601640000000004
tcs__del_rcsB_lb__1,7.0385452372,0.34237327
tcs__del_rcsB_lb__2,7.126309554,0.37001703
tcs__del_zraR_lb__1,-2.409154989,0.52794562
tcs__del_zraR_lb__2,-2.5010152295,0.51811106
tcs__del_zraR_zncl2__1,-1.9904533067,0.6172066700000001
tcs__del_zraR_zncl2__2,-2.0074279106,0.6346432200000001
tcs__wt_01-kcl__1,-4.1919207706,0.48516773
tcs__wt_01-kcl__2,-3.9236962445,0.49623364000000003
tcs__wt_01xlb__1,-5.8099645992,0.47949135
tcs__wt_01xlb__2,-5.150282772,0.435488
tcs__wt_115-kcl__1,-1.6269681018000002,-0.14088623
tcs__wt_115-kcl__2,-1.9860981319,-0.16340733000000002
tcs__wt_CuSO4__1,-5.3530484847,0.40600823
tcs__wt_CuSO4__2,-5.1466339886,0.46997409
tcs__wt_etoh__1,-4.3302007592,-0.58603246
tcs__wt_etoh__2,-4.6154506028,-0.70255185
tcs__wt_lb__1,5.7733748961,1.2011202
tcs__wt_lb__2,5.6397361444000005,1.26498694
tcs__wt_LiAcet__1,-0.2576689878,0.40492605
tcs__wt_LiAcet__2,0.9311949264,-0.053889610000000004
tcs__wt_LiCl__1,0.482712505,0.01586921
tcs__wt_LiCl__2,0.5595040821,0.0448398
tcs__wt_m9p__1,4.6535538098,1.35846915
tcs__wt_m9p__2,4.2416630762,1.3203357900000001
tcs__wt_pyr__1,-6.773065776,0.34927395
tcs__wt_pyr__2,-6.3379662525,0.39115786
tcs__wt_zncl2__1,-0.3031062129,0.36855357
tcs__wt_zncl2__2,-0.9197887369000001,0.40012365
ros_tale__1_112_0pq__1,-0.5160954676,0.6429495
ros_tale__1_112_0pq__2,-0.5767889559,0.44969231
ros_tale__1_112_250pq__1,-2.5702567123,1.01343777
ros_tale__1_112_250pq__2,-1.315996644,0.99222908
ros_tale__1_112_750pq__1,-1.5789101061,1.32581989
ros_tale__1_112_750pq__2,-1.7927493012,1.5261695
ros_tale__1_112_750pq__3,-0.46503950800000005,1.32236513
ros_tale__3_76_0pq__1,-2.9165830088,0.75530452
ros_tale__3_76_0pq__2,-2.6677765125,0.84317699
ros_tale__3_76_0pq__3,-2.4624654409,0.79641973
ros_tale__3_76_0pq__4,-2.2588547554,0.80001228
ros_tale__3_76_250pq__1,-1.0534717347,0.31350032
ros_tale__3_76_250pq__2,2.0745578901,-0.02782439
ros_tale__3_76_750pq__1,0.7838297484000001,0.08685863
ros_tale__3_76_750pq__2,1.3811631628,-0.49775873000000004
ros_tale__7_103_0pq__1,2.1503247997,1.42443941
ros_tale__7_103_0pq__2,1.5353779998000001,1.49155281
ros_tale__7_103_0pq__3,2.2793714261,1.44866504
ros_tale__7_103_0pq__4,1.9956155009,1.62702083
ros_tale__7_103_250pq__1,1.9583431826000002,0.54081377
ros_tale__7_103_250pq__2,1.1717565124,0.48600325
ros_tale__7_103_750pq__1,1.6428067685,0.52912561
ros_tale__7_103_750pq__2,1.2763379976,0.7043804
ros_tale__9_77_0pq__1,-0.8949685828,0.05035374
ros_tale__9_77_0pq__2,-0.7851864336000001,0.06585657
ros_tale__9_77_250pq__1,1.6506597397,0.08244431
ros_tale__9_77_250pq__2,0.32159131550000003,0.06150486
ros_tale__9_77_750pq__1,-2.0823815981,0.22406956
ros_tale__9_77_750pq__2,-0.2190143795,0.01661359
ros_tale__11_83_0pq__1,1.40760839,1.31938493
ros_tale__11_83_0pq__2,2.0006105826,1.24802713
ros_tale__11_83_250pq__1,0.7646012613000001,1.00736174
ros_tale__11_83_250pq__2,-0.0258210653,1.09908479
ros_tale__11_83_750pq__1,-2.3117815182,1.09254649
ros_tale__11_83_750pq__2,-0.8966318997,1.38806858
ros_tale__13_87_0pq__1,-0.678516223,0.73973953
ros_tale__13_87_0pq__2,2.917471257,1.05477262
ros_tale__13_87_250pq__1,-0.7582613156,0.98252839
ros_tale__13_87_250pq__2,-1.1984031959,1.22590753
ros_tale__13_87_750pq__1,-1.5954261393,1.35560079
ros_tale__13_87_750pq__2,-0.5148997875,1.59672657
ros_tale__14_27_0pq__1,1.6826554035,0.44638784000000004
ros_tale__14_27_0pq__2,1.4588671103,0.33690615
ros_tale__14_27_250pq__1,-2.1937967886,0.18500819999999998
ros_tale__14_27_250pq__2,-1.2813136375,0.17453282
ros_tale__14_27_750pq__1,-6.3442466333,1.23630888
ros_tale__14_27_750pq__2,-7.3217315767,1.51723098
ros_tale__16_28_250pq__1,-2.5385574744,1.11599795
ros_tale__16_28_250pq__2,-3.0085073818,1.00761418
ros_tale__16_32_0pq__1,-1.9327105072,1.8599309499999999
ros_tale__16_32_0pq__2,-0.6995892459,1.96775104
ros_tale__16_32_0pq__3,-1.4436706904,1.34722826
ros_tale__16_32_0pq__4,-0.9790939142,1.33282406
ros_tale__16_32_250pq__1,-1.3205210147,1.06043573
ros_tale__16_32_250pq__2,-1.392874381,1.0595746
ros_tale__16_32_750pq__1,-0.6800274891,1.54486479
ros_tale__16_32_750pq__2,-1.4753832785,1.70512787
ros_tale__17_104_0pq__1,-2.8954370986,1.48876575
ros_tale__17_104_0pq__2,-3.6689909396,1.49046411
ros_tale__17_104_250pq__1,-1.474545068,0.42324306
ros_tale__17_104_250pq__2,-2.7751236751,0.92268259
ros_tale__17_104_250pq__3,-2.5895736861,1.07680213
ros_tale__17_104_250pq__4,-2.3134935524999998,0.67513225
ros_tale__17_104_750pq__1,-1.0261061632,1.0768153
ros_tale__17_104_750pq__2,-1.2585203686,0.95867048
ros_tale__18_24_250pq__1,-3.4574343267,1.4037885700000001
ros_tale__18_24_250pq__2,-3.164123977,1.28308702
ros_tale__18_36_0pq__1,-2.0911207921,2.33533651
ros_tale__18_36_0pq__2,-1.9449125472,2.38016355
ros_tale__18_36_0pq__3,-0.7231894949000001,1.09876666
ros_tale__18_36_0pq__4,-0.7614176871,0.47334449
ros_tale__18_36_250pq__1,-1.1434618896,0.65640274
ros_tale__18_36_250pq__2,-0.7918230529,0.71332876
ros_tale__18_36_750pq__1,-2.6003524302,1.8309453100000002
ros_tale__18_36_750pq__2,-3.202094593,1.9450377699999999
ros_tale__19_91_0pq__1,-4.0608380976,1.9550789
ros_tale__19_91_0pq__2,-3.592196273,1.2597828500000001
ros_tale__19_91_250pq__1,-2.8996159732,1.25077024
ros_tale__19_91_250pq__2,-4.0297707787,1.2731067600000001
ros_tale__19_91_750pq__1,-2.6734811684,1.08535662
ros_tale__19_91_750pq__2,-1.5440125043,0.94057974
ros_tale__19_91_750pq__3,-3.0259806664,0.71112224
ros_tale__19_91_750pq__4,0.0692125307,0.28246794000000003
ros_tale__21_97_0pq__1,-0.1451633431,0.457156
ros_tale__21_97_0pq__2,-0.2601634279,0.14308002
ros_tale__21_97_250pq__1,0.7806921760000001,0.3752066
ros_tale__21_97_250pq__2,-0.4806631818,0.33776968
ros_tale__21_97_750pq__1,0.0782940443,0.6383114400000001
ros_tale__21_97_750pq__2,-0.2444776197,0.41755462
ros_tale__25_111_0pq__1,1.1912394466,0.8766619999999999
ros_tale__25_111_0pq__2,-0.2429554841,1.16672583
ros_tale__25_111_250pq__1,1.2175238205,0.7972745
ros_tale__25_111_250pq__2,0.8133274008,0.95291099
ros_tale__25_111_750pq__1,-0.4543541934,0.9564236500000001
ros_tale__25_111_750pq__2,-1.0119555673,1.23767677
ros_tale__29_119_0pq__1,-1.734900882,0.34154037
ros_tale__29_119_0pq__2,-2.8575355303,0.6891459
ros_tale__29_119_250pq__1,-2.2880590519,0.41579742000000003
ros_tale__29_119_250pq__2,-1.1005563526,-0.33381252
ros_tale__29_119_750pq__1,-3.0228660037,0.61834977
ros_tale__29_119_750pq__2,-3.0276319499,0.60806423
ros_tale__ALE4_0pq__1,-1.9725964797,0.996396
ros_tale__ALE4_0pq__2,-1.5543851807,0.93869986
ros_tale__ALE4_250pq__1,-3.5947617439,1.79554241
ros_tale__ALE4_250pq__2,-3.542190688,1.76221537
pcoli__atASMT_325G__1,-0.8904188948,0.04189433
pcoli__atASMT_325G__2,-0.7542291424,0.031098650000000002
pcoli__bpTDC__1,-1.3914572916,0.01636934
pcoli__bpTDC__2,-1.5317846368999999,-0.03863184
pcoli__BRCA__1,0.4485583421,-0.15486913
pcoli__BRCA__2,0.29385161320000003,-0.18797906
pcoli__BRCActrl__1,-1.0997607406,-0.37082708000000003
pcoli__BRCActrl__2,-2.7357123389,-0.41566806
pcoli__BRCAswap__1,-1.5434652244,0.34131034
pcoli__BRCAswap__2,-1.9884489845000002,0.43697588
pcoli__btAANAT__1,-1.6998918883,0.12777388
pcoli__btAANAT__2,-2.4871667078,0.24692619999999998
pcoli__btASMT__1,-1.507212557,0.15977965
pcoli__btASMT__2,-1.7561848098000001,0.15604984
pcoli__CC1__1,-2.7089775781,0.28163042
pcoli__CC1__2,-2.3749817532,0.4350714
pcoli__ccCOMT__1,-1.1093584415,0.10507285
pcoli__ccCOMT__2,-1.221122351,0.12359447
pcoli__ckDDC__1,-3.0698757397,0.20161313
pcoli__ckDDC__2,-3.8149811824,0.031313640000000004
pcoli__CNTF_belt__1,-2.1701951489,0.37522121
pcoli__CNTF_belt__2,-2.3337238935,0.46287082
pcoli__cobPNMT__1,-1.8468976997,0.10402256
pcoli__cobPNMT__2,-1.4107150387,0.11131192000000001
pcoli__cvPhhB__1,0.1504497934,0.0949116
pcoli__cvPhhB__2,-0.12700429600000002,0.18808276000000002
pcoli__ggAANAT__1,-1.0348811771,0.02941484
pcoli__ggAANAT__2,-1.2313238001,-0.06818959000000001
pcoli__ggTPH__1,-1.1145521018,0.11046797
pcoli__ggTPH__2,-0.7192389867,-0.11812801
pcoli__hsAANAT__1,-6.5968991984,-0.19725606
pcoli__hsAANAT__2,-6.2510844985,-0.08252239
pcoli__hsASMT__1,-1.0419365404,-0.05976733
pcoli__hsASMT__2,-1.1825882275,-0.09576574
pcoli__hsPNMT_mb__1,-1.0592782347,-0.008111150000000001
pcoli__hsPNMT_mb__2,-1.2126985703,-0.00095964
pcoli__hsTPH__1,0.8353539014,0.05740071
pcoli__hsTPH__2,0.4868286208,0.02857757
pcoli__hsTPH_E2K__1,-1.5649818837,0.46607023000000003
pcoli__hsTPH_E2K__2,-2.5566954232,0.5321971600000001
pcoli__hsTPH_E2K_N91I_P99C__1,0.6106074027,0.02676608
pcoli__hsTPH_E2K_N91I_P99C__2,0.1835973809,-0.14944072
pcoli__hsTPH_N158trunc__1,-2.9082489251,0.08426084
pcoli__hsTPH_N158trunc__2,-2.7934286,0.18949544000000001
pcoli__hsTPH_N174trunc__1,-0.8108476479000001,0.35768782
pcoli__hsTPH_N174trunc__2,-1.7335624343,0.27970441
pcoli__hsTPH_Ntermtrunc__1,-4.2701410055,-0.02709501
pcoli__hsTPH_Ntermtrunc__2,-2.8602333886,0.5914325300000001
pcoli__hsTPH1__1,-3.1421666476,0.42080976000000003
pcoli__hsTPH1__2,-3.3207515867,0.42748417
pcoli__MBP__1,-0.056077633800000005,0.018879860000000002
pcoli__MBP__2,-1.5197438132999999,0.39366731
pcoli__msCOMT__1,-1.048363895,-0.19776785
pcoli__msCOMT__2,-1.0368944512,-0.27181677
pcoli__ocAANAT__1,-1.0642297687,0.03006476
pcoli__ocAANAT__2,-0.9884004278,-0.00306605
pcoli__osTDC_K374H__1,-3.4091529635,0.64039163
pcoli__osTDC_K374H__2,-3.5124258668,0.7851935
pcoli__osTDC_K374L__1,-0.6571882608,-0.42465149
pcoli__osTDC_K374L__2,-1.150844452,-0.35511538
pcoli__osTDC_K374Q__1,-2.3950668068,0.18077612
pcoli__osTDC_K374Q__2,-2.2824753768,0.24076854
pcoli__osTDC_L360V__1,-1.6866369613,0.02602755
pcoli__osTDC_L360V__2,-2.227802203,-0.07627837
pcoli__pmTPH__1,-0.2305141487,-0.50040237
pcoli__pmTPH__2,-1.3006279371,-0.52183585
pcoli__RFC__1,-0.242418018,-0.16637142
pcoli__RFC__2,0.2006810842,-0.11145325
pcoli__RFCctrl__1,-5.7109154209,-0.020325
pcoli__RFCctrl__2,-5.8427714058,-0.18291644
pcoli__RFCnopause__1,-5.8081009735,-0.07552866
pcoli__RFCnopause__2,-6.6333339837,-0.04524775
pcoli__RFCpluspause__1,-6.7504254146000005,-0.35391653
pcoli__RFCpluspause__2,-7.6236607304,-0.45206175
pcoli__rnCOMT_sol__1,-5.6900257382,0.0807589
pcoli__rnCOMT_sol__2,-5.5928155415,0.08679232
pcoli__rnPNMT__1,-1.8245169366,-0.34096387
pcoli__rnPNMT__2,-1.5036585543,-0.46547649
pcoli__rnTDC__1,-0.6017678999,-0.20696612
pcoli__rnTDC__2,-0.4220354973,-0.17118503000000002
pcoli__rnTDC_trunc__1,-1.9304792263000001,-0.25815406
pcoli__rnTDC_trunc__2,-1.6809595662999999,-0.3138141
pcoli__saCOMT_T2A__1,-0.3547917065,0.052621999999999995
pcoli__saCOMT_T2A__2,-0.13449244670000002,0.02301405
pcoli__sfCOMT__1,-0.3715075302,0.29473335
pcoli__sfCOMT__2,-0.6564750449,0.23900908
pcoli__sgAANAT_D63G__1,-0.5671421248,-0.04198711
pcoli__sgAANAT_D63G__2,-0.2897082129,0.01127055
pcoli__ssDDC__1,-0.9429485634,-0.02985856
pcoli__ssDDC__2,-1.5270683942,-0.09669539
pcoli__TP53B__1,-1.3028479448999999,-0.04023976
pcoli__TP53B__2,-1.6846662389,-0.02112288
pcoli__WT__1,-3.8940917774,0.35755899
pcoli__WT__2,-4.0992949618,0.43869551
cck__glu_ale4__1,-3.9180051127,0.85817168
cck__glu_ale4__2,-1.9542335755,0.81925843
cck__cck_ale1__1,-1.9557185488000002,0.84517804
cck__cck_ale1__2,-1.0903015613,0.8136276
cck__cck_ale2__1,-2.4551466339,0.9004827999999999
cck__cck_ale2__2,-3.3512538443,0.86554895
cck_pgi__gmos_delpgi__1,-4.0031311277,0.35673339
cck_pgi__gmos_delpgi__2,-3.8770778562,0.36628705
cck_pgi__pgi_ale1__1,-2.8418640495,0.50726276
cck_pgi__pgi_ale1__2,-2.8641877844,0.63888313
cck_pgi__pgi_ale2__1,-3.3381513062,1.01210104
cck_pgi__pgi_ale3__1,-3.9180120995000003,0.57438828
cck_pgi__pgi_ale3__2,-2.3797830886,0.71347931
cck_pgi__pgi_ale4__1,-4.642176897,0.8612274400000001
cck_pgi__pgi_ale4__2,-3.9552199144999998,0.72514034
cck_pgi__pgi_ale4__3,-4.7234704208,0.77374784
cck_pgi__pgi_ale5__1,-3.6082679571,0.61098352
cck_pgi__pgi_ale5__2,-2.7580658342,0.81746511
cck_pgi__pgi_ale6__1,-4.1875790973,0.66846408
cck_pgi__pgi_ale6__2,-3.2778792043,0.94931314
cck_pgi__pgi_ale7__1,-4.4464583554,0.75142612
cck_pgi__pgi_ale7__2,-3.3109412556,0.98917528
cck_pgi__pgi_ale8__1,-3.6615416444999997,0.71449311
cck_pgi__pgi_ale8__2,-2.3777516686,0.8154456800000001
cck_sdh__gmos_delsdhCB__1,-4.7339107478999995,0.94216331
cck_sdh__gmos_delsdhCB__2,-3.1879783558,0.99963535
cck_sdh__sdh_ale1__1,-3.5041948163,1.14796381
cck_sdh__sdh_ale1__2,-4.2235213536,1.10579719
cck_sdh__sdh_ale2__1,-3.7695029174,1.12360426
cck_sdh__sdh_ale3__1,-3.7338279439,1.11506832
cck_sdh__sdh_ale3__2,-3.5479530728,1.03663164
cck_sdh__sdh_ale3__3,-4.0628341251,1.04451478
cck_pts__gmos_delptsHIcrr__1,-3.8605110244,0.93460829
cck_pts__gmos_delptsHIcrr__2,-4.8550946716,0.97646792
cck_pts__pts_ale1__1,-4.4714332495,1.3679801
cck_pts__pts_ale1__2,-5.5436401952,1.41636048
cck_pts__pts_ale2__1,-2.8607191177,0.93937463
cck_pts__pts_ale2__2,-2.74136368,0.8526118500000001
cck_pts__pts_ale3__1,-3.9756412437,1.35626368
cck_pts__pts_ale3__2,-4.1788370546,1.5022903699999999
cck_pts__pts_ale4__1,-2.9435157204999998,0.93642599
cck_pts__pts_ale4__2,-1.9667176080000002,0.82566838
cck_gnd__gmos_delgnd__1,-4.745475424,0.98675364
cck_gnd__gmos_delgnd__2,-6.0582116449,0.9974324
cck_gnd__gnd_ale1__1,-2.2475960345,0.71089009
cck_gnd__gnd_ale1__2,-2.7109793662,0.74678522
cck_gnd__gnd_ale2__1,-2.3621071343,0.79007032
cck_gnd__gnd_ale2__2,-2.4266662159,0.77681403
cck_gnd__gnd_ale3__1,-2.5388551137,0.76811425
cck_gnd__gnd_ale3__2,-2.2457737042,0.70677667
cck_tpiA__gmos_deltpiA__1,-4.6575920817,0.36250292
cck_tpiA__gmos_deltpiA__2,-1.8014819789,0.27298706
cck_tpiA__tpiA_ale1__1,-3.8395519979,1.07691188
cck_tpiA__tpiA_ale1__2,-4.0163072166,1.09762849
cck_tpiA__tpiA_ale2__1,-4.4493032533,1.15305403
cck_tpiA__tpiA_ale2__2,-4.0950532166,1.16405975
cck_tpiA__tpiA_ale3__1,-4.303963116,1.00447873
cck_tpiA__tpiA_ale3__2,-4.8007398749,0.79369866
cck_tpiA__tpiA_ale4__1,-3.1345977259,0.90717042
cck_tpiA__tpiA_ale4__2,-3.3145187389,0.88405635
acid_tale__acid_ale1_pH7__1,-1.0350585231,1.05188743
acid_tale__acid_ale1_pH7__2,-1.4313949353,1.02051918
acid_tale__acid_ale1_pH5__1,-3.3415203689,0.99347971
acid_tale__acid_ale1_pH5__2,-3.4033856763,1.01798932
acid_tale__acid_ale2_pH7__1,-0.9569675748,0.8886569
acid_tale__acid_ale2_pH7__2,-0.5235639862,0.88456952
acid_tale__acid_ale2_pH5__1,-1.9379325189,0.8293305400000001
acid_tale__acid_ale2_pH5__2,-3.4123844213,0.84121628
acid_tale__low_Mg_ale_pH7__1,-1.9035654906000001,0.99081589
acid_tale__low_Mg_ale_pH7__2,-1.6637350535,1.01168588
acid_tale__low_Mg_ale_pH5__1,-2.2197588642,1.21707593
acid_tale__low_Mg_ale_pH5__2,-3.1689037091,1.07575822
acid_tale__MES_ale_pH7__1,-1.0509115254,0.91463476
acid_tale__MES_ale_pH7__2,-1.1040016017,1.00042581
acid_tale__MES_ale_pH5__1,-2.9468578997,1.00879049
acid_tale__MES_ale_pH5__2,-3.4542045759,1.23577497
acid_tale__gmos_pH7__1,-1.3620253669,0.9568040800000001
acid_tale__gmos_pH7__2,-1.0750395567,0.9996362400000001
acid_tale__gmos_pH5__1,-3.6005656348,1.04196178
acid_tale__gmos_pH5__2,-2.4629593794,1.16573042
adnB__wt_adn__1,1.4657727617,-0.42896459000000003
adnB__wt_adn__2,3.9121628443,-1.20448178
adnB__delydhB_adn__1,1.5789123012,-0.79331534
adnB__delydhB_adn__2,1.0546993684000001,-0.28793522
ytf2__wt_glc__1,-0.7958542515,0.5985636
ytf2__wt_glc__2,-0.4070167891,0.42878428
ytf2__ybcM_glc__1,-2.1174759542,0.30258216
ytf2__ybcM_glc__2,-2.1977900755,0.21211501
ytf2__ydhB_glc__1,-0.8856864191,0.23462278
ytf2__ydhB_glc__2,-0.7773565086,0.1622258
ytf2__yfeC_glc__1,-0.3878800154,0.19064418
ytf2__yfeC_glc__2,-0.5851819036,0.27641195
ytf2__yciT_glc__1,-0.47368280300000004,0.4443648
ytf2__yciT_glc__2,-0.3044609595,0.45277793
ytf2__ydiZ_glc__1,0.3764148256,0.31752798
ytf2__ydiZ_glc__2,0.328120626,0.31185344
ytf2__ynfL_glc__1,-0.3949445284,0.56595169
ytf2__ynfL_glc__2,-0.4651243251,0.62035997
misc2__dellon_glc__1,-3.5015903308,-0.03238877
misc2__dellon_glc__2,-2.1990995632,-0.52102532
ytf3__wt_glc2__1,-0.38323456910000003,-0.03905408
ytf3__wt_glc2__2,-0.0024195359,0.26957564
ytf3__wt_pH7_lactate__1,-0.36555686800000003,-0.18431775
ytf3__wt_pH7_lactate__2,0.0018276337,-0.26928468
ytf3__wt_pH55_lactate__1,-2.1678681439,-0.18958329999999998
ytf3__wt_pH55_lactate__2,-2.4336785635,0.030880130000000002
ytf3__wt_pH55_HCl__1,-2.6427059431,0.20517000000000002
ytf3__wt_pH55_HCl__2,-2.8266266926,0.17560639
ytf3__dyieP_pH7__1,0.065065679,0.15449054
ytf3__dyieP_pH7__2,0.1227794885,0.05821307
ytf3__dyieP_pH55__1,0.5666348778,-0.28052735
ytf3__dyieP_pH55__2,0.0148008155,-0.011047340000000001
