,A,NrdR,hns
SRX8557650,-0.3737250131,0.02762817,-0.013692248300000001
SRX8557651,0.1345405414,-0.0634983618,0.0289615702
SRX8557652,0.2391844717,0.0358701918,-0.0152693219
SRX8557653,-2.4887479333,-0.1982160744,-1.7558910277000002
SRX8557654,-2.4392467097,-0.24684048090000002,-1.8101068135
SRX8557655,-2.3483160363,-0.37213094820000003,-1.8818279361
SRX8557656,-4.6417317869,-0.0495236692,-2.6749391487
SRX8557657,-5.0482379151,-0.0334639901,-2.4702574041
SRX8557658,-4.9713342482,-0.0193487226,-2.6249560472
SRX8557659,-2.506551634,0.41282056570000003,-3.5680641045
SRX8557660,-2.2375737891,0.3353030996,-3.3701157128
SRX8557661,-2.0914745968,0.3539272818,-3.3721921298
SRX8557662,-4.4878770346,0.2122974252,-1.6240039516
SRX8557663,-3.3703124808,0.1838557822,-2.2079998489
SRX8557664,-3.0491311528,0.08609406260000001,-2.587217396
SRX8557665,-4.2534071649,0.28113538050000003,-2.5318668578
SRX8557666,-4.8380499486,0.35980072750000003,-1.8929038369
SRX8557667,-2.1050712605,0.43577223400000004,-2.819785152
SRX3405147,-0.42869239010000004,-0.1224302458,-0.2796981002
SRX3405148,0.0787416201,-0.0761920502,0.0073243268
SRX3405149,0.34995077,0.198622296,0.2723737734
SRX3405150,1.6757968556,-0.12824321660000002,0.3660981941
SRX3405151,0.9560828736,0.11730765530000001,1.0892423496
SRX3405152,1.5328459345,-0.2630985227,0.6053930924
SRX3405153,0.3964139493,-0.1410460445,0.05497837
SRX3405154,0.7631656370000001,-0.1816301425,0.4357913479
SRX3405155,0.7688549971,-0.2086492007,0.4831561394
SRX3405156,-1.0419776229,-0.36560098150000003,0.686681803
SRX3405157,1.9618358277999999,-0.24635382700000003,0.6711238184
SRX312063,3.8174065395000003,-0.4989668225,0.1246706251
SRX312064,3.7125113182,-0.5420416535,0.1167259551
SRX312065,2.6787516358,-1.3552400184,0.2611991924
SRX312066,7.1496719973,-0.7558427778,0.766550442
SRX312067,7.1257509213,-0.8734951448,0.7863018401
SRX312068,7.7588555337,-0.4626857299,1.2202947823
SRX312069,7.7790593288,-0.47124310680000003,1.2162892601
SRX312070,0.025405069500000002,-0.0130851779,-0.016181757800000002
SRX312071,-0.025405069500000002,0.0130851779,0.016181757800000002
SRX312072,5.8398247632,-0.2081788015,0.6608799898000001
SRX312073,5.7953515523,-0.3558210832,0.6534631985
SRX312074,6.0982288446,-0.3626716142,-1.1036662618
SRX312075,5.9303012372,-0.2696974341,-1.002241111
SRX312076,5.2239120279,-1.5156517453,-2.6019324655
ecoli_00001,-0.1647690904,0.008663777000000001,0.11716061
ecoli_00002,0.1647690904,-0.008663777000000001,-0.11716061
ecoli_00003,2.8455795879,0.44312632100000005,-0.21220296
ecoli_00004,3.3205017937,0.355665546,-0.15081341
ecoli_00005,-0.7574034991,0.0015992790000000001,-0.56740864
ecoli_00006,-0.9558269981,0.13105808500000002,-0.57501992
ecoli_00007,2.7918198109,0.27482072700000004,0.028218820000000002
ecoli_00008,2.231112937,0.365028679,0.13773749
ecoli_00009,0.0648406554,0.23882957000000002,-0.38894031
ecoli_00010,0.1257582967,0.27248836400000004,-0.41893693
ecoli_00011,-0.8918173408000001,0.267638192,-0.14121664
ecoli_00012,-0.8664990046000001,0.281702445,-0.11730537
ecoli_00014,-0.8420786385,0.34975295500000003,0.03221592
ecoli_00015,-0.631351968,0.46167298900000003,-0.05329888
ecoli_00016,-0.7849673115,0.24270370900000002,-0.07889036
ecoli_00017,-1.0235621598,0.340908162,-0.15523974000000001
ecoli_00018,-0.9908582846,0.344923233,-0.13083348
ecoli_00019,0.3452753221,0.6898398570000001,0.48668311000000003
ecoli_00020,0.4282329593,0.45620668700000006,0.38230353
ecoli_00021,1.1476059493,0.9135846660000001,0.55926339
ecoli_00022,0.7321814563,0.855699791,0.64062106
ecoli_00023,-1.3817738864,0.5692543320000001,0.30159602
ecoli_00024,-0.9505983789,0.47657958100000003,0.24839989999999998
ecoli_00025,-0.09019543020000001,0.853854273,0.32007261
ecoli_00026,0.0171688478,0.868367105,0.31466579
ecoli_00027,1.436304749,0.11591862900000001,-0.14105018
ecoli_00028,1.6114248015000001,0.09800384200000001,-0.20188572
ecoli_00029,0.8614625774,-0.136502982,0.01979154
ecoli_00030,0.7680034795,-0.077471626,0.16168658
ecoli_00031,0.2210860298,-0.244731036,0.37983694
ecoli_00032,0.6426882531,-0.062803704,0.41889962000000003
ecoli_00033,0.6816264862,0.556008229,-0.72500221
ecoli_00034,0.8455058363,0.16602112300000002,-1.06691429
ecoli_00035,-0.0719400399,-0.057151494000000004,-0.14804482
ecoli_00036,-0.3746937361,0.10549182600000001,-0.26308135
ecoli_00037,-1.4242230853,0.17648664800000002,0.03699667
ecoli_00038,-1.1833314502,-0.114299677,0.12667077000000002
ecoli_00039,-1.4031099217,-0.08694905800000001,-0.24249227
ecoli_00040,-1.2945955946,-0.005938897,-0.26696523
ecoli_00041,-0.1321535831,0.356018781,0.18538134
ecoli_00042,-0.41148376280000004,0.077565463,0.04769501
ecoli_00043,-2.4274184709,0.31326806900000004,-0.25008186
ecoli_00044,-2.457311384,0.265814579,-0.22467193
ecoli_00045,-2.9427202337000002,0.242188543,-0.42875787
ecoli_00046,-2.9650224292000003,0.10963391300000001,-0.44294003
ecoli_00047,-2.1473597778,0.340099926,-0.24506315
ecoli_00048,-1.8165503038000002,0.308554657,-0.18162453
ecoli_00049,-0.2980893913,0.35969946900000005,0.0755795
ecoli_00050,-0.7661017694000001,-0.795868647,-0.34721862000000003
ecoli_00051,-0.6160478162,-0.6391860530000001,-0.19832874
ecoli_00052,-0.4820269742,-0.652301345,-0.8712711200000001
ecoli_00053,-0.1403282603,-0.678105446,-0.85417863
ecoli_00054,-0.2139680968,-0.54717184,-0.44451516
ecoli_00055,-0.2750925406,-0.41615346000000003,-0.50677285
ecoli_00056,-1.8898583415,0.09369787700000001,0.07924673
ecoli_00057,-2.2335158952,0.128876724,0.14440285
ecoli_00058,-1.6194680404000001,0.26833918100000004,0.52905826
ecoli_00059,-2.2396215845,0.320790987,0.50611535
ecoli_00060,-1.0248440095,0.33557642600000004,0.34010188
ecoli_00061,-0.7426556623,0.315318686,0.30898115
ecoli_00062,-0.9613786595,0.54086217,0.40122765
ecoli_00063,-0.4541291501,0.38044085,0.42220741
ecoli_00064,1.7570054515,-0.12801407,0.24013622
ecoli_00065,2.2960706002,-0.156916041,0.09760655
ecoli_00066,1.3238810471,-0.676455405,-0.16485909
ecoli_00067,1.505855281,-0.612549872,-0.15346479
ecoli_00068,0.6344212175,-0.07264403800000001,0.31169691
ecoli_00070,0.045029845900000004,-0.224224943,-0.4047781
ecoli_00071,0.4398182192,-0.17479930400000002,-0.42564953
ecoli_00072,-0.2560517569,-0.26332757300000004,-0.47148023
ecoli_00073,0.5863538465,-0.35406328,-0.011164199999999999
ecoli_00074,-0.2881455845,0.16628869000000002,-0.36310159000000003
ecoli_00075,0.7494211573,-0.142024585,-0.71765075
ecoli_00077,2.0432864286,-0.11733744400000001,-0.34685613
ecoli_00078,2.0549464629,-0.02366157,-0.35391567
ecoli_00079,0.1609840267,0.308193005,-0.9349272999999999
ecoli_00080,1.3970623012,-0.10144864,-0.64709315
ecoli_00081,-0.14304546710000002,-0.016150215000000002,0.01202467
ecoli_00082,-1.6068600328,-0.643481505,0.04067145
ecoli_00083,-1.8821864723,-0.632383349,-0.07536717
ecoli_00084,-1.4533288045,-0.7060629030000001,0.03859801
ecoli_00085,-1.2025723044,-0.651088187,0.16989901000000002
ecoli_00086,-0.4866967264,0.6094637110000001,-0.5463671
ecoli_00087,-0.40177417670000004,0.778883198,-0.60164381
ecoli_00088,-0.510403833,0.29961628100000004,0.08214941
ecoli_00089,-0.6393111810000001,0.2898205,0.0512861
ecoli_00090,-0.9024911702,0.12030607900000001,-0.21585034
ecoli_00091,-0.5486531039,0.15064334000000001,-0.17183222
ecoli_00092,-1.1176472318,-0.20090369700000002,-0.03265871
ecoli_00093,-0.5518424554,-0.030494775000000002,-0.28323202000000003
ecoli_00094,-2.8590867023,0.015355886000000001,0.31083477
ecoli_00095,-2.5206971817,0.21996652900000002,0.30948265
ecoli_00096,-1.2135589797,-0.273084394,0.18085242
ecoli_00097,-0.2627848405,-0.5711501999999999,0.08944964
ecoli_00098,-1.5879696212,0.449694238,0.18659112
ecoli_00099,-1.0115394182,0.349981663,0.17551241
ecoli_00100,-0.4290492229,0.159422438,-0.37339942
ecoli_00101,-0.8016835014,0.09777016200000001,-0.30097453
ecoli_00102,0.5660671310000001,0.15799162800000002,-0.31629168
ecoli_00103,4.210884385,0.28395858700000004,-0.45813851
ecoli_00104,3.7955018984,0.294595151,-0.42975629
ecoli_00105,-1.5298476456999999,0.259648973,-0.03152985
ecoli_00106,-2.1635599396,0.14863335700000002,-0.040884830000000004
ecoli_00107,-1.7849773127000002,0.155228797,-0.03488165
ecoli_00108,-0.8008759855,0.659830177,0.34118742
ecoli_00109,-0.7183845282,0.667550709,0.31353834
ecoli_00110,-1.6358092567,0.22823631400000002,0.31966295
ecoli_00111,-1.5681948799,0.061879438,0.27001649
ecoli_00112,-1.236498045,0.373726645,0.29785214
ecoli_00113,0.18013863030000002,0.454149462,0.69388617
ecoli_00114,0.1452427647,0.39602996300000004,0.6681157600000001
ecoli_00115,0.3772394169,0.37650159600000005,0.75800825
ecoli_00116,0.35784028640000004,0.492771589,-0.15127237
ecoli_00117,-0.42485551590000004,0.47211273000000004,-0.32019692
ecoli_00118,0.2611413626,0.39509731000000003,-0.17097684
ecoli_00119,0.067554734,0.587357907,-0.32083217
ecoli_00120,-0.2187625078,0.38872379700000004,-0.3134747
ecoli_00121,-0.0113122729,0.428577054,-0.21876864000000001
ecoli_00122,1.2441129424,0.491264016,0.02966842
ecoli_00123,1.5849347717,0.17799478900000001,0.02537553
ecoli_00124,1.4264623801,0.600151992,0.04325833
ecoli_00125,1.8666932656,0.929059414,1.3683247600000001
ecoli_00126,-0.08207926210000001,0.20043727700000002,0.77320914
ecoli_00127,-0.2752854981,-0.133341913,-0.10871099999999999
ecoli_00128,-0.0757251624,-0.396980109,0.65606547
ecoli_00129,1.5687672308,0.6721752080000001,1.92126842
ecoli_00130,0.9199788762000001,0.27873927400000004,1.12685818
ecoli_00131,1.2517890094,0.5248069790000001,0.12353771000000001
ecoli_00132,0.9253143133,0.07803799800000001,-0.67670802
ecoli_00133,1.1676305455,0.492193814,-0.68423688
ecoli_00134,-0.7537029803,0.30553282600000004,-0.10393026
ecoli_00135,-0.6782526318000001,0.357250186,-0.38124682
ecoli_00136,-0.776119812,0.468086009,0.01100023
ecoli_00137,0.1382475162,-0.14317796500000002,-0.12419577
ecoli_00138,2.7611455699,0.5663037590000001,-1.13007257
ecoli_00139,-0.3885464583,0.775431767,0.012841430000000001
ecoli_00140,-0.35275463970000004,0.104029117,1.16128745
ecoli_00141,-0.3857176443,0.46477421300000005,0.21495588000000002
ecoli_00142,0.9763922229,-0.087886476,-0.40042136
ecoli_00143,-0.6791334873,-0.614923532,0.25344146
ecoli_00144,2.8432043983,-0.06542819500000001,-0.60755293
ecoli_00145,-0.30524983380000004,0.42939286,0.28186954000000003
ecoli_00146,0.3335135316,0.0038449810000000004,0.22923629
ecoli_00147,1.0917335242,0.603183129,0.33127166
ecoli_00148,2.1909054075,0.42524545500000005,0.4004929
ecoli_00149,0.7405543783,0.135138417,0.13415038
ecoli_00150,2.0578662273,0.41654127300000005,0.2516189
ecoli_00151,1.1424197112,0.027497988,-0.18116071
ecoli_00152,0.5488439477,0.396747458,0.09598591000000001
ecoli_00153,-0.2548415281,-0.18514833900000002,0.12971208
ecoli_00154,0.9011543953000001,0.064829489,0.01525645
ecoli_00155,-2.4557052623,0.012583409,0.06730452
ecoli_00157,0.7404062345,0.218838689,0.13046633
ecoli_00158,-1.9395022538000002,0.15436834200000002,0.17749527
ecoli_00159,0.5828673565,0.20350985400000002,-0.47130745
ecoli_00160,-0.9417916730000001,-0.114930558,-0.31135607
ecoli_00169,-1.6244379082,-0.26209244800000003,-0.08233707
ecoli_00170,-1.0604503347,-0.302231852,-0.07183076000000001
ecoli_00171,-1.1006509188,0.031089864000000002,-0.019951299999999998
ecoli_00172,-1.050847702,-0.026152383,0.21698171
ecoli_00173,-0.6488428079,-0.133206023,0.11541416
ecoli_00174,-1.5135060352,-0.34559341400000004,0.21647351
ecoli_00175,-2.0709179359,-0.5429717970000001,0.81053766
ecoli_00176,-1.9913216438,-0.5436499960000001,0.9543906999999999
ecoli_00177,5.4337203892,0.312259002,-1.22130921
ecoli_00178,5.5065021719,0.059698779,-1.31632128
ecoli_00179,-1.2713706699,-0.212844415,0.57166761
ecoli_00180,-1.166789052,-0.27075011200000004,0.53828122
ecoli_00181,-1.2654202373,-0.468598322,-0.045095090000000004
ecoli_00182,-1.0805348156,-0.396218781,-0.11313505
ecoli_00183,-0.7016231354,0.273988163,0.05643903
ecoli_00184,-0.1387771213,0.333941727,0.09295959000000001
ecoli_00185,-1.450762887,-0.27692940600000004,-0.29743363
ecoli_00186,-1.3060061159,-0.307200134,-0.30489725
ecoli_00187,-1.6973913342,0.013240237,-0.17966607
ecoli_00188,-1.4967917901,0.021588486,-0.27952053
ecoli_00189,-1.1614242474,-0.336674682,-0.0527758
ecoli_00190,-0.8418522643,-0.23260069500000002,-0.01692324
ecoli_00191,-1.2320481837,0.13188037600000002,0.34118301
ecoli_00192,-0.8190164683000001,0.29805817,0.21316321
ecoli_00193,-0.0019259610000000001,-0.21301541400000001,0.10117201
ecoli_00194,-0.43834297980000003,-0.016522569,0.10903987
ecoli_00195,0.7225623436,-0.214451312,-0.24890779000000002
ecoli_00196,-1.5670800704999999,-0.114006772,0.27960287
ecoli_00197,-1.1673814642,-0.28402135700000003,0.22180329999999998
ecoli_00198,0.481850845,-0.41869097400000005,-0.23934728
ecoli_00199,-0.4283627551,0.40983804300000004,0.01989655
ecoli_00200,-0.30691338020000003,0.6099064310000001,0.09547226
ecoli_00201,0.5642940887,0.45573965800000005,0.16531805
ecoli_00202,1.0707265944,0.4295941,0.22712904
ecoli_00203,-0.17165151080000002,0.55043491,0.28680958
ecoli_00204,-1.167663976,0.232861332,0.2889651
ecoli_00205,1.0127618596,0.537490435,0.1994165
ecoli_00206,1.1617060888,0.521132163,0.42849138000000003
ecoli_00207,-0.6306798672,0.588672863,0.19385859
ecoli_00208,0.1994061292,0.397629958,0.30122833
ecoli_00209,-1.3454637683000001,0.11482931700000001,-0.04215271
ecoli_00210,-1.2469051077,0.20598224,0.02936957
ecoli_00211,-0.7433844175000001,0.006477478,0.02575863
ecoli_00212,-0.8876976560000001,0.011245715,0.03968198
ecoli_00213,-0.1450662141,0.39549208100000005,0.09406905
ecoli_00214,0.35146514560000003,0.612502648,0.07805088
ecoli_00215,-0.5456256894,0.08417010500000001,0.00406018
ecoli_00216,-0.33027134150000004,0.046692542000000004,0.05017509
ecoli_00217,-0.4345332335,0.684092001,0.37663584
ecoli_00218,0.5858429504,0.83571678,0.39817674000000003
ecoli_00219,-0.9630975024,0.143857386,-0.09853427000000001
ecoli_00220,-1.1012410697,0.120955585,-0.02743988
ecoli_00221,-0.8414168199000001,0.151655684,0.15940042000000001
ecoli_00222,-0.7586186338,0.015456707000000002,0.03568397
ecoli_00223,-0.24582149320000002,0.34707672900000003,0.36379797
ecoli_00224,-0.0312798906,0.30941307,0.30074286
ecoli_00225,0.3078569973,0.253565038,0.10183973
ecoli_00226,0.8007086371000001,0.336205533,0.09501646
ecoli_00227,-1.3981033738,0.084458792,0.11158181
ecoli_00228,-1.6398968412000001,0.073312216,-0.00186133
ecoli_00229,-1.2108606887,0.085853065,0.32387251
ecoli_00230,-1.1034264663,0.105504279,0.19151242000000002
ecoli_00231,-1.3977202652,0.07636716,0.08330283000000001
ecoli_00232,-1.691450912,0.097438989,0.028688480000000002
ecoli_00233,-1.7379757614,0.12897871900000002,-0.34505653000000003
ecoli_00234,-1.86804309,0.17772583900000002,-0.16205876
ecoli_00235,0.0556065741,-0.016686207,-0.65360257
ecoli_00236,0.024788044500000002,0.24849801300000002,-0.58392917
ecoli_00237,-1.8578178806,-0.09884728,0.27096116
ecoli_00238,-1.8827394965000002,-0.048619406000000004,0.30555157
ecoli_00239,-2.0011276204,-0.017794287000000002,0.30606739
ecoli_00240,-2.2779660171,-0.078232038,0.2925336
ecoli_00241,-0.8703158857000001,0.144732559,0.19869952
ecoli_00242,-1.7442407459,0.085865603,0.51625692
ecoli_00243,-1.9188571764,0.061988875000000006,0.5810062
ecoli_00244,-2.4179522372,-0.289488792,0.61983432
ecoli_00245,-2.192792132,-0.334391949,0.49785502000000004
ecoli_00246,-2.3639585259,-0.47847536700000004,0.048606750000000004
ecoli_00247,-2.3039768155,-0.34008711900000005,0.050707470000000004
ecoli_00248,-0.7263701845,-0.299279118,0.52019294
ecoli_00249,-0.6900116564000001,0.087478414,0.17950374
ecoli_00250,-0.3384078098,0.192756893,0.30547714
ecoli_00251,-0.7558707089000001,-0.38128927100000004,0.08149295000000001
ecoli_00252,-0.4335195442,0.064403425,0.07819712
ecoli_00253,-0.2303281274,0.258214073,0.12701641
ecoli_00254,0.5395636441,0.325849047,0.18988008
ecoli_00255,-2.73337737,-0.126805789,-0.43513029000000003
ecoli_00256,-2.2692980725,-0.080720133,-0.40269031
ecoli_00257,-2.2895579811,-0.253086065,-0.48947408000000003
ecoli_00258,-2.8078697966,-0.265970733,-0.484848
ecoli_00259,-0.3246367415,-0.254445358,0.07345819
ecoli_00260,-0.9746968168000001,-0.0035661330000000004,-0.21992352
ecoli_00261,-2.4685372544,-0.170390689,-0.02049633
ecoli_00262,-2.0679512361,-0.089010586,0.25204557
ecoli_00263,-0.21996778520000002,0.12208072900000001,-0.22828669000000001
ecoli_00264,-0.4936313916,-0.00069375,-0.24107552000000002
ecoli_00265,0.9670919493000001,0.32285102400000004,0.43064452000000003
ecoli_00266,1.3777072427000001,0.310144495,0.43061774
ecoli_00267,0.8896221382,0.47741912700000005,-0.1228372
ecoli_00268,1.1545958391,0.42048181,-0.14411113
ecoli_00269,-1.7323945985,0.267512743,-0.33168704
ecoli_00270,-1.7441879051,0.279061645,-0.32224971
ecoli_00271,-0.165518289,0.031738880000000004,-0.14761467
ecoli_00272,-0.2677818419,-0.17562037400000002,-0.25834116
ecoli_00273,-0.5681844275,0.254385222,-0.24344014
ecoli_00274,-0.6313455299,0.333394901,-0.30493191000000003
ecoli_00275,-1.4896670125,0.236085116,0.09664759
ecoli_00276,-1.3088872619,0.212509682,0.11471069
ecoli_00277,-1.099319221,0.17559722500000002,0.38368973
ecoli_00278,-0.7752681433,0.09374107500000001,0.19188632
ecoli_00279,0.7295814463,0.254927408,-0.2405829
ecoli_00280,0.9928752751000001,0.34109337300000003,-0.24703219
ecoli_00281,-0.2448392826,0.7048813570000001,-0.28858347
ecoli_00282,-0.9202343559,0.871348561,-0.13067377
ecoli_00283,-1.1619333352,-0.044039782,0.37821133
ecoli_00284,-0.7344881228,0.150967605,0.46753616000000003
ecoli_00285,1.3849407274,-0.038926044,-0.17973696
ecoli_00286,0.5407553958,-0.05840319,-0.1649194
ecoli_00287,0.1787100284,0.157071388,0.26459004
ecoli_00288,-1.1252275421,0.269790021,0.21013319
ecoli_00289,-2.1216672637,0.131584832,-0.13487912
ecoli_00290,-1.7817782437,0.21841610900000002,0.26804332000000003
ecoli_00291,-1.4953903546,0.097662676,-0.016185830000000002
ecoli_00292,-1.3455725438,0.14818596,0.20783508
ecoli_00293,-0.6790024154000001,-0.005531556,0.03883352
ecoli_00294,-0.7108327657,0.02041103,-0.11833546
ecoli_00295,-1.5166345464000002,-0.48556212400000004,-0.10067609
ecoli_00296,-1.3453875528,-0.38047557600000004,-0.15854421
ecoli_00297,-0.8461029105000001,-0.009577594,0.08615909000000001
ecoli_00298,-0.9115003494,0.159199103,0.17780839
ecoli_00299,-1.1672896692,-0.229897124,-0.03505131
ecoli_00300,-1.4704153327,-0.438376264,0.106212
ecoli_00301,0.0411775459,0.035798693,1.01159999
ecoli_00302,2.6930505741,0.485511662,1.16864388
ecoli_00303,-0.591307478,0.074533846,0.29644117000000003
ecoli_00304,-0.6047901638000001,0.021950138,-0.12114934000000001
ecoli_00305,-0.8652823781000001,0.278706977,-0.01798995
ecoli_00306,-0.4306279331,0.08956456800000001,-0.08386119
ecoli_00307,-0.1033134768,0.17082190500000002,-0.07937957
ecoli_00308,-0.3816173799,0.182910032,-0.04388363
ecoli_00309,0.6828184133,-0.11240607200000001,-0.27269954
ecoli_00310,0.7884861790000001,0.156655143,-0.26839107
ecoli_00311,3.5093288348,0.5897831130000001,0.2790379
ecoli_00312,3.6577651201,0.6685427780000001,0.6530912600000001
ecoli_00313,-1.0018005779,0.175305667,-0.03241439
ecoli_00314,-0.7574782428,0.10097391700000001,-0.01570513
ecoli_00315,1.2369733944,0.061525588000000006,-0.48680802
ecoli_00316,0.9989475800000001,0.118730231,-0.47175727
ecoli_00317,1.3831025101,0.039793992,-0.77056655
ecoli_00318,1.0901174768,0.170506339,-0.69144047
ecoli_00319,-1.0498019146,0.039026024,-0.34360699
ecoli_00320,-0.7051740686,0.049712524,-0.27949188
ecoli_00321,0.5449175735,0.585290964,0.1852025
ecoli_00322,0.5451395995,0.6418095920000001,0.27872811000000003
ecoli_00323,0.1901946125,-0.022438307,0.1055782
ecoli_00324,-0.23266457070000002,-0.116995996,0.15047999
ecoli_00325,0.4493145483,0.07785370500000001,0.17891101
ecoli_00326,-0.15987782520000002,0.12796456,0.4724368
ecoli_00327,1.3146058418,0.39234555600000004,1.72657098
ecoli_00328,2.286239224,0.316902051,1.6569929700000001
ecoli_00329,2.0731858902,0.481022298,1.63065817
ecoli_00330,0.7264715427,0.493965203,1.5797009100000001
ecoli_00331,-0.49382056820000003,0.334719771,0.47199175
ecoli_00332,-0.5104649677,0.242461754,0.33791435000000003
ecoli_00333,0.1574911515,0.300834449,0.6051613
ecoli_00334,-0.7722278864000001,0.053375934,0.62997982
ecoli_00335,1.1349339485,-0.17110550500000002,-0.24876196
ecoli_00336,-0.0628075927,-0.082787831,-0.04567213
ecoli_00337,0.056745210600000005,-0.046786131,0.31002717
ecoli_00338,0.026161440100000002,-0.029196193000000002,0.37485865
ecoli_00339,0.5042229154,-0.27594565200000004,-0.14847092
ecoli_00340,0.7740211719000001,-0.088345216,0.11526704
ecoli_00341,-0.4205033979,-0.274597507,-0.11060014
ecoli_00342,-0.3100347471,-0.269853664,-0.06236804
ecoli_00343,-0.7733676219000001,-0.008909638000000001,-0.08895912
ecoli_00344,-0.7154897768,-0.005847031000000001,-0.17289961
ecoli_00345,-0.2750933714,0.053492639,0.12530344000000002
ecoli_00346,-0.5949137372000001,-0.013664301,0.13244052
ecoli_00347,-0.9976865863000001,-0.014936739000000001,-0.28339365
ecoli_00348,-1.0222549821,0.054235151,-0.04200595
ecoli_00349,-0.7967789262,0.209400682,-0.10517051000000001
ecoli_00350,-0.9768704412,0.149451791,-0.02988282
ecoli_00351,2.0844290272,0.42040439700000004,0.38759555
ecoli_00352,-0.629360067,0.020281334,-0.08150225
ecoli_00353,-0.3435590866,0.045775331,-0.17518016
ecoli_00354,-1.0542871692,0.10124356300000001,-0.09743219
ecoli_00355,-1.550095223,0.44369067,0.5349981500000001
ecoli_00356,-1.4015034968,0.35459084300000004,0.5423251
ecoli_00357,-1.8104144277,0.21661061,0.44407603
ecoli_00358,-1.6663286533,0.28327208,0.42163576
ecoli_00359,0.615790163,0.344830711,0.22959915
ecoli_00360,0.5690344521,0.308543926,0.36025737
ecoli_00361,1.1326564089,0.209975775,0.39006347
ecoli_00362,1.4511190122,0.35806798500000003,0.55723992
ecoli_00363,1.6697511271,-0.725493999,-0.0120513
ecoli_00364,1.8881341514,-0.598484715,0.14660583
ecoli_00365,4.8933191357,-0.9374099810000001,0.17684793000000001
ecoli_00366,5.6887751376,-0.31381822200000004,-0.06617892
ecoli_00367,5.3988263982,-1.3108906120000001,-0.0631098
ecoli_00368,6.1638222522,-1.134200741,-0.32598286
ecoli_00369,1.0643390129,-1.069978925,-0.04369507
ecoli_00370,1.4620221238,-0.830697942,-0.28571884000000003
ecoli_00371,5.8129212666,-0.9880824610000001,-0.19421414
ecoli_00372,5.495154221,-0.8069637900000001,-0.0353843
ecoli_00373,5.3680868734,-1.83575522,-0.13490824
ecoli_00374,5.3676682387,-1.392334715,-0.34945339000000003
ecoli_00375,1.7375631511,-0.620845819,-0.81376161
ecoli_00376,1.1295582185,-0.402509402,-0.79063607
ecoli_00377,5.8306901423,-0.678996667,-1.50652995
ecoli_00378,6.4846021318,-0.530878837,-1.61614049
ecoli_00379,6.601350531,-0.7215228840000001,-1.28142286
ecoli_00380,6.4361360407,-0.800111035,-1.2689553
ecoli_00381,2.9583926414,-0.6264830610000001,-0.72629409
ecoli_00382,2.6899723083,-0.668770696,-0.62723562
ecoli_00383,5.4318197184,-0.614587898,-1.3036713899999999
ecoli_00384,5.542523833,-0.401536171,-1.2589567
ecoli_00385,3.7717492758,-0.557863736,-0.51222599
ecoli_00386,4.2346014461,-0.6345773290000001,-0.52900271
ecoli_00387,4.6557283133,-0.416345852,-1.37249192
ecoli_00388,4.3594200201,-0.46272906,-1.3623085
ecoli_00389,8.2521059636,-0.9449034380000001,-1.799592907
ecoli_00390,7.391670699,-1.142675143,-1.44991356
ecoli_00391,7.5854916371000005,-0.39397697800000003,-1.928008924
ecoli_00392,7.1738166132,-0.50231512,-1.997976621
ecoli_00393,-1.314030835,-0.070623644,0.51599809
ecoli_00394,-1.7433686606,-0.23594968700000002,0.5427965
ecoli_00395,-1.4162351836,0.131513517,0.40571399
ecoli_00396,-1.0816888868,-0.009564913000000001,0.33394832
ecoli_00397,-0.8044027747,0.474306954,-0.14259705
ecoli_00398,-0.8666635113000001,0.46221011700000003,-0.39243138
ecoli_00399,-0.8014733672000001,0.034875993,0.93068393
ecoli_00400,-1.8534774303,0.052042135,0.78858715
ecoli_00401,-1.8297097676,0.015164891000000002,0.69304108
ecoli_00402,-1.5240584707,-0.038493424000000005,0.18212902
ecoli_00403,2.5784398346,0.424872336,-0.07231908000000001
ecoli_00404,2.0634231442,0.308810597,0.14985745
ecoli_00405,-1.2446754879,-0.11989023700000001,0.56026191
ecoli_00406,-0.8496611301,-0.18765397,0.63790006
ecoli_00407,-0.6324286468,-0.17147456900000002,-0.09473338
ecoli_00408,-1.156791608,-0.132246196,-0.046697550000000004
ecoli_00409,4.1456771635,0.008143924,0.030417
ecoli_00410,1.5420160623,0.164104201,-0.12571678
ecoli_00411,-1.0069423738,-0.246139358,0.47458269000000003
ecoli_00412,-1.2364633372,-0.350328293,0.47728225
ecoli_00413,-2.0415988952,-0.07573381700000001,-0.03650874
ecoli_00414,-1.9795373893,-0.032802178,0.0066776
ecoli_00415,-0.9261134759,0.5507323080000001,-0.23480724
ecoli_00416,-0.8438013383,0.36949953700000004,-0.02788202
ecoli_00417,-0.3599451719,-0.18756402100000003,0.50038513
ecoli_00418,-0.3162316443,-0.016492577,0.47754781
ecoli_00419,-0.8853667582,-0.026347156,0.04207809
ecoli_00420,-0.7085941738,-0.09731803900000001,0.053441010000000004
ecoli_00421,-0.5819106206,0.331445873,0.04597573
ecoli_00422,-0.19484287490000002,0.359384209,0.01640223
ecoli_00423,-1.3670447314,-0.343336168,0.7667340500000001
ecoli_00424,-1.4526683918,-0.29567962600000003,0.68958929
ecoli_00425,-1.0937337075,-0.227350128,0.30609926
ecoli_00426,-1.1065779721,-0.21829563200000002,0.39011684
ecoli_00427,-1.2612638045,-0.109716852,0.16214705000000001
ecoli_00428,-1.2027562866000001,-0.152465008,0.30251183
