,A,ZntR,Zur
opex__naocl_kan__1,-0.7366557663000001,0.8356863080000001,-0.0797245731
opex__naocl_kan__2,-1.4885286013,0.6469818139,-0.0730796154
opex__naocl_kan__3,-1.4386237871,0.8722433064,-0.22378818420000002
opex__naocl_nor__1,0.4664834128,0.1252176875,-0.0669390861
opex__naocl_nor__2,0.233216521,0.1837989043,-0.2777862859
opex__naocl_nor__3,-0.2531724564,0.1981990882,0.0743173343
opex__naocl_rif__1,-0.9890508097,1.3490412743,-0.0133883492
opex__naocl_rif__2,-1.1446653194,1.1832821104,-0.5382981188
opex__naocl_rif__3,-0.261110348,1.0588299131,-0.610839086
phage_lysogen__wt_ctrl__1,0.0650126735,-0.1642898056,-0.2774615314
phage_lysogen__wt_ctrl__2,-0.381785558,-0.2067162383,-0.38511041890000003
phage_lysogen__wt_ctrl__3,0.3167728845,0.3710060439,0.6625719503
phage_lysogen__O104_H4__1,-0.32002991810000003,-0.343620519,-0.2115740557
phage_lysogen__O104_H4__2,0.1330963997,0.156134713,0.4951764729
phage_lysogen__O104_H4__3,0.4115210911,0.5343712688,0.954435329
phage_lysogen__O157_H7_PA8__1,-0.126797622,-0.1704389588,-0.23795337330000002
phage_lysogen__O157_H7_PA8__2,0.2919081066,0.5199583515,0.7985404119
phage_lysogen__O157_H7_PA8__3,0.0229856076,0.4548411419,1.0631112547
phage_resist__ygbE_oe__1,1.5857062496,1.8714037357,-0.7030027497
phage_resist__wt__1,2.2580201095,-0.8744390998,-1.3234014581
phage_resist__wt__2,-0.9247285736,0.17753456650000002,0.1687906627
phage_resist__wt__3,-0.7040093257000001,0.3695718153,0.5882377599
phage_resist__wt__4,-0.6292822102,0.327332718,0.5663730354000001
phage_resist__ygbE_oe__2,-0.9387229069,0.7059224465,-0.4681823874
phage_resist__ygbE_oe__3,-0.7776228551000001,0.7753412895,-0.5108193964000001
phage_resist__ygbE_oe__4,-0.9995535226000001,0.9780369545,-0.2200169768
phage_resist__yahA_oe__1,-0.5176633514,0.8257503981000001,-0.929722405
phage_resist__yahA_oe__2,-0.2969483578,1.0656018696,-0.8728584006000001
phage_resist__yahA_oe__3,-0.3611969625,1.0853026547,-0.8073307847000001
phage_resist__yrfF_ko__1,-0.7841669127,0.32865369720000004,0.6970456163000001
phage_resist__yrfF_ko__2,-0.47355613900000004,0.7421720559,0.7217593799
phage_resist__yrfF_ko__3,-0.9323818056000001,0.4867455122,0.775540819
pollution__wt_ctrl__1,0.28897911530000003,-0.4025488445,-0.0082389242
pollution__wt_ctrl__2,0.6455651172,0.5626176128,0.08798686480000001
pollution__wt_ctrl__3,-0.9345442325000001,-0.1600687683,-0.0797479407
pollution__wt_urban__1,-0.3628000588,-0.3613456292,0.19242257740000002
pollution__wt_urban__2,-1.3759322293,-0.2241988594,0.3621126718
pollution__wt_urban__3,-0.3294474798,0.1372042383,0.3949275045
pollution__wt_diesel__1,-0.021204950900000002,-0.3234904619,0.2870522786
pollution__wt_diesel__2,0.3502464397,-0.3629062531,0.3051579061
pollution__wt_diesel__3,0.8125835296,-0.5014494689,-0.0315482886
pollution__evo_diesel__1,-0.4961262282,0.0460943735,0.1015459451
pollution__evo_diesel__2,1.392410894,-0.41328063660000003,0.0916658925
pollution__evo_diesel__3,0.7531662972000001,0.0376310349,-0.1378927607
ppGpp__wt_relAtrunc_00m__1,0.0480168578,-0.16403270150000002,0.0328530078
ppGpp__wt_relAtrunc_00m__2,-0.18296440960000002,-0.1053921781,-0.138726707
ppGpp__mut_delrelA_10m__1,-0.24968307350000002,1.2115233267,0.9673590192
ppGpp__mut_delrelA_05m__1,0.0210366297,0.5734825907000001,0.6526115709
ppGpp__mut_delrelA_10m__2,-0.6245386254,1.1265708089,0.7873592987
ppGpp__mut_delrelA_10m__3,-0.2814146585,1.021289894,0.8257159105
ppGpp__mut_delrelA_00m__1,0.1290605586,0.43297314000000003,0.3333158332
ppGpp__mut_delrelA_00m__2,-1.0261344293,0.399878846,0.44444491020000004
ppGpp__mut_delrelA_05m__2,-0.7255102052,0.5474193382,0.39871182180000003
ppGpp__mut_delrelA_05m__3,-0.42497920370000003,0.5761049559,0.6955056418000001
ppGpp__mut_delrelA_00m__3,-1.2236646241,0.5004583228,0.4474861882
ppGpp__wt_delrelA_10m__1,1.4403868640000002,2.2363865885,1.162277015
ppGpp__wt_delrelA_05m__1,0.9363095502000001,1.3664614644,0.5809915988000001
ppGpp__wt_delrelA_05m__2,0.9749933105,1.1493282701,0.6729242704
ppGpp__wt_delrelA_10m__2,1.9108527087,2.2040124207,1.0887543978
ppGpp__wt_delrelA_10m__3,1.7601539314,2.1585392386,1.092559622
ppGpp__wt_delrelA_00m__1,0.0084107417,-0.0743306398,0.24915137780000002
ppGpp__wt_delrelA_00m__2,0.3833725504,0.0800823921,-0.052977637300000005
ppGpp__wt_delrelA_05m__3,1.3166637375999999,1.3311782678,0.7318514407000001
ppGpp__wt_delrelA_00m__3,-0.3917832921,-0.0057517523,-0.1961737405
ppGpp__mut_relAtrunc_10m__1,-0.6602595981,0.8146027418,0.4127528273
ppGpp__mut_relAtrunc_05m__1,-0.5974368815000001,0.5563051393,0.1450371852
ppGpp__mut_relAtrunc_05m__2,-0.1447711823,0.7186798422,0.3707482099
ppGpp__wt_relAtrunc_10m__1,-0.1183093414,-0.1381090963,0.1007442546
ppGpp__wt_relAtrunc_10m__2,0.0021889958000000003,-0.1452321435,0.024007590500000002
ppGpp__wt_relAtrunc_10m__3,-0.1397643637,-0.1849895876,0.0335924547
ppGpp__mut_relAtrunc_00m__1,-0.09261001420000001,0.4593965474,0.7720639136
ppGpp__wt_relAtrunc_00m__3,0.2304237335,-0.1346361502,0.0546552745
ppGpp__wt_relAtrunc_05m__1,-0.0855685198,-0.0260667113,-0.0364292917
ppGpp__wt_relAtrunc_05m__2,0.0894414462,0.004710535,-0.129814906
ppGpp__wt_relAtrunc_05m__3,-0.12734319560000001,0.13089166800000002,0.0641819969
ppGpp__mut_relAtrunc_00m__2,-0.79212187,0.3378053996,0.2685765175
ppGpp__mut_relAtrunc_00m__3,-0.24534098040000002,0.4740795324,0.1352072472
ppGpp__mut_relAtrunc_10m__2,-0.8731930041,0.6588980264000001,0.1963355906
ppGpp__mut_relAtrunc_05m__3,-0.129106982,0.6597252353,0.3698575703
ppGpp__mut_relAtrunc_10m__3,-0.0073032599,0.7252244685,0.6651774687
pressure__high_pressure__1,-0.0907413952,-0.26197129410000003,-0.4259190598
pressure__high_pressure__2,-0.9078222044,-0.16896515850000002,-0.3528971553
pressure__low_pressure__1,0.8195352733,-0.1443147307,0.12269386300000001
pressure__low_pressure__2,-0.8195352733,0.1443147307,-0.12269386300000001
quantum_dots__ctrl__1,-0.0483782444,0.059582201,0.039474276100000004
quantum_dots__ctrl__2,0.0483782444,-0.059582201,-0.039474276100000004
quantum_dots__cdte_light__1,1.1946039031,0.14281588010000001,0.1972962165
quantum_dots__cdte_light__2,1.2287966174,-0.0164718308,0.1525832474
quantum_dots__cdte_dark__1,0.9789732155,0.0485658818,-0.0065872485
quantum_dots__cdte_dark__2,1.1851817922,0.2134160273,-0.054865788500000005
quantum_dots__cdse_light__1,0.6867578011000001,0.0052081122,-0.19082189830000001
quantum_dots__cdse_light__2,1.4360795483,-0.0260288067,0.015589674000000001
quantum_dots__cdse_dark__1,0.5168919861,0.1040457776,0.0264338522
quantum_dots__cdse_dark__2,0.7967707349,0.1396067148,0.0621712044
raman__wt__1,0.02672474,0.1952579535,-0.5706601273
raman__del_cyaA__1,0.8347778451000001,1.6916566271,-0.7687118854
raman__del_cyaA_01mM__1,0.21171980640000002,1.8063034560000002,-0.7090829788
raman__del_cyaA_05mM__1,-0.07896336920000001,0.771972379,-0.34292901270000004
raman__del_cyaA_1mM__1,-0.15026481090000002,0.3512070511,0.21046710970000002
raman__wt__2,-0.3045009617,-0.1575232481,0.1555026256
raman__del_cyaA__2,0.2597964387,1.7803510680999999,-0.7183404437
raman__del_cyaA_01mM__2,-0.0757169522,1.6178659559000002,-0.48924971310000004
raman__del_cyaA_05mM__2,0.8401530059000001,0.7152779943,-0.4561304102
raman__del_cyaA_1mM__2,-0.11783337960000001,-0.1241987502,-0.4032949058
raman__wt__3,0.2777762217,-0.0377347054,0.41515750170000004
raman__del_cyaA__3,-0.0857934754,1.7159143949,-0.5491652895
raman__del_cyaA_01mM__3,-0.1408618595,1.5521584514,-0.5624740354000001
raman__del_cyaA_05mM__3,0.3618039906,0.7317190213,-0.48552887380000004
raman__del_cyaA_1mM__3,-1.139657229,-0.0929295722,-0.9996761384
rand_barrel__mut_nanE__1,-0.8617363144,-0.0677639303,0.7160349116
rand_barrel__mut_nanE__2,-0.31149000930000004,-0.11059294580000001,0.5061988943
rand_barrel__mut_nanE__3,-0.1387128102,2.0883807779,2.5226344842
rand_barrel__mut_pdxJ_1__1,0.09247615320000001,-0.33864192,-0.0551803555
rand_barrel__mut_pdxJ_1__2,0.4671380822,-0.3542716105,0.09852249
rand_barrel__mut_pdxJ_1__3,-1.943623217,0.9779286044000001,2.1687336919
rand_barrel__mut_pdxJ_2__1,-0.801998419,-0.29294373690000003,0.4231293404
rand_barrel__mut_pdxJ_2__2,-0.0538685008,0.049491233100000004,0.3638451784
rand_barrel__mut_pdxJ_3__1,0.157500454,0.34759950440000004,0.0166424504
rand_barrel__mut_pdxJ_3__2,0.3669535937,-0.1256606974,-0.2245454151
rand_barrel__del_serB__1,0.40997771600000005,-0.371805431,-0.0148042307
rand_barrel__del_serB__2,-0.40997771600000005,0.371805431,0.0148042307
rockhopper__CV104_pHDB3__1,-0.978299573,-1.5875587001,-1.0622563356
rockhopper__CV104_pHDB3__2,-1.2914562598,-1.5483428987,-0.9670921235000001
rockhopper__CV104_pHDB3__3,-1.1405897117000001,-1.5739382565,-0.8971854287000001
rockhopper__CV104_pLCV1__1,-1.2003719848,-1.5496072623,-0.9637366849000001
rockhopper__CV104_pLCV1__2,-1.2911753274,-1.4665448816,-1.023331666
rockhopper__CV104_pLCV1__3,-1.0911799753,-1.5665849861,-0.9231085130000001
rockhopper__wt_lb__1,-1.1485854518,-2.2748450258,-1.002842471
rockhopper__wt_lb__2,-3.1728538877,-1.941797415,-1.2431573653
rockhopper__wt_lb__3,-1.3817360666,-1.8129379548000002,-0.9824144524
rockhopper__wt_lb_aMG__1,-1.8124880177,-1.7784653578,-0.3379938336
rockhopper__wt_lb_aMG__2,-1.5343168997,-1.7225370026,-0.4648658205
rockhopper__wt_lb_aMG__3,-2.3063434957,-1.9754347585,-1.0086962742
rockhopper__del_sgrR_lb_aMG__1,-2.7751873694,-1.1809925816,-0.8131613873
rockhopper__del_sgrR_lb_aMG__2,-1.1386775804,-1.0279279164,-0.8171138213
rockhopper__del_sgrR_lb_aMG__3,-1.5362432894,-1.4557543705,-0.7921812857
rockhopper__del_sgrS_glyc_aMG__1,0.3841789487,-0.3272789215,0.14167157390000001
rockhopper__del_sgrS_glyc_aMG__2,-1.3095756041,-1.1608869306,0.840776877
rockhopper__del_sgrS_glyc_aMG__3,1.9758940790000001,-0.46245921160000003,0.6647508304
rockhopper__del_sgrS_glyc__1,-0.9619985734000001,-1.6984719946,-1.326920092
rockhopper__del_sgrS_glyc__2,-1.5797717628,-1.7799034255000001,-1.2662139281
rockhopper__del_sgrS_glyc__3,-2.9361210947,-1.0859071638,-0.8581975549
rockhopper__wt_lb_aMG__4,-0.15093091390000002,-2.3473143058,-0.6401283181
rockhopper__wt_lb_aMG__5,-2.0387184628,-1.1962560797,-0.6629748851
rockhopper__wt_lb_aMG__6,-1.9059228017,-2.0606400263,-0.5916500293
rockhopper__wt_glyc_aMG__1,-0.07849689160000001,-0.7739523572,-0.2895726114
rockhopper__wt_glyc_aMG__2,0.5579886705,-0.41498260670000003,0.11949612770000001
rockhopper__wt_glyc_aMG__3,-0.2377711824,-0.9866454489,-0.2563904113
rockhopper__wt_glyc__1,-1.3739179327,-1.3084234868,-1.1149350076
rockhopper__wt_glyc__2,-1.0916799943,-1.7585615404000001,-0.9611383112
rockhopper__wt_glyc__3,-0.24973279250000002,-1.6340587320000002,-0.8776419998
rockhopper__CV108_glyc_aMG__1,0.4174740469,-0.272720656,-0.7811170161000001
rockhopper__CV108_glyc_aMG__2,0.241104756,-0.2061958706,-0.8704750506000001
rockhopper__CV108_glyc_aMG__3,1.1327536733,-0.4010233134,-0.6955950274
rockhopper__wt_glyc__4,-0.290867292,0.12771926050000001,0.1618189771
rockhopper__wt_glyc__5,-1.4068837468,-0.4766856955,-1.2002532353
rockhopper__wt_glyc__6,1.1804872875,0.5733259498000001,1.2217211235
rockhopper__wt_glyc_aMG__4,0.2399433656,0.3792000364,-0.46577715610000003
rockhopper__wt_glyc_aMG__5,-0.35169287800000004,0.4723529327,-0.8926695302000001
rockhopper__wt_glyc_aMG__6,0.6712131366,0.0914871469,-1.2752104659
rockhopper__wt_glyc__7,1.3416408183000001,0.7720639734,0.7729698976
rockhopper__wt_glyc__8,-0.5844312265,0.4967366516,-0.1217678543
rockhopper__wt_glyc__9,1.6680266626,0.7691486184,0.9921101046
rockhopper__wt_glyc__10,1.3935340898000002,1.1266761323,1.207295958
rockhopper__wt_glyc__11,-0.22707407240000002,0.7809254863,-0.019353226600000002
rockhopper__wt_glyc__12,-0.359101801,0.5311333825,-0.060826426100000004
rpoD__wt__1,0.4650903759,-0.109170418,-0.2486371625
rpoD__wt__2,0.3523222682,-0.0387365485,0.1592809195
rpoD__rpoD_mut__1,0.9214729234000001,0.3649079817,-0.1731961631
rpoD__rpoD_mut__2,0.3216510959,0.36064540570000003,-0.1810636319
rpoD__rpoD_mut__3,1.4584814895,0.5636261658,-0.35012264460000003
rpoD__wt__3,-0.8174126441,0.14790696650000001,0.089356243
rpoN_peptide__ctrl__1,0.8173644553,0.024617489500000003,0.0774301848
rpoN_peptide__ctrl__2,0.5922037169000001,-0.0045895437,0.010199259300000001
rpoN_peptide__ctrl__3,-1.4095681722,-0.020027945800000002,-0.08762944410000001
rpoN_peptide__nminus__1,0.9800395748,0.0434131836,-0.1052182832
rpoN_peptide__nminus__2,0.8282669078,-0.0533876459,0.0261289481
rpoN_peptide__nminus__3,-0.5604788458000001,0.1181229919,-0.12382073460000001
rpoN_peptide__nplus__1,-1.1518244866,-2.3177250461,-1.5871233654
rpoN_peptide__nplus__2,-1.3407180182,-2.206459998,-1.6555774794
rpoN_peptide__nplus__3,-1.7288638775,-2.2560073225,-1.7463573539000001
rpoN_peptide__s54_wt__1,0.490665667,-0.1771684802,-0.035110280300000005
rpoN_peptide__s54_wt__2,0.4387161503,-0.1507101912,0.0298704532
rpoN_peptide__s54_wt__3,0.4054786882,-0.21075402540000002,0.016826686
rsd__wt_ee__1,0.011197631100000001,-0.024029914000000003,-0.0597772408
rsd__wt_ee__2,-0.011197631100000001,0.024029914000000003,0.0597772408
rsd__del_rsd_ee__1,0.6110635766,0.0332118054,-0.070086568
rsd__del_rsd_ee__2,0.3117062183,0.1028045265,-0.1798612394
rsd__del_ssrS_ee__1,-0.8309310863,0.3722297215,0.8681848984
rsd__del_ssrS_ee__2,0.3807372556,0.3294978771,0.365924048
rsd__del_rsd_ssrS_ee__1,1.4465894824,0.09810494880000001,0.26489695480000003
rsd__del_rsd_ssrS_ee__2,1.4654544333000001,-0.0387821065,-0.0162079988
rsd__del_rpoS_ee__1,1.2736216077,0.4589794012,0.3482794656
rsd__del_rpoS_ee__2,0.0922906542,0.3247734836,0.43779377420000004
rsd__wt_me__1,1.2509281318,0.5913770362,0.23015430350000002
rsd__wt_me__2,1.6611063339,0.5230396373,0.23477677230000002
rsd__del_rpoS_me__1,1.0693763304,0.2538183614,-0.5571619976000001
rsd__del_rpoS_me__2,1.8523234115,0.3950352952,-0.3166228619
rsd__wt_ts__1,1.8914819923000001,2.8189949669,-0.153966932
rsd__wt_ts__2,1.7110186733,2.9096479751,0.3431267578
rsd__del_rsd_ssrS_ts__1,3.1630203892,1.9640954180999999,-0.1759951836
rsd__del_rsd_ssrS_ts__2,2.9489403057,1.747333238,-0.25381797970000003
rsd__del_rpoS_ts__1,0.3305687187,1.9507951466,-0.2870291727
rsd__del_rpoS_ts__2,0.424019289,1.8174000702000002,-0.3159124031
rsd__wt_s__1,2.3816409977,2.2319282938000002,0.16149820280000002
rsd__wt_s__2,2.8806753349000003,2.5754241444,0.419280238
rsd__del_rsd_s__1,2.6988357215,2.0547913839,0.4798960043
rsd__del_rsd_s__2,3.837797859,2.3374396885,-0.0175625709
rsd__del_rsd_ssrS_s__1,3.1555394392,2.238610657,-0.5483076502
rsd__del_rsd_ssrS_s__2,3.1060818771,2.1674734118,-0.5946381167
rsd__del_rsd_ls__1,3.0346460478,1.5108672860999999,-1.6107523519
rsd__del_rsd_ls__2,2.3976750432,1.381350907,-1.1306387078
rsd__del_ssrS_ls__1,2.8081443433,2.269292454,-1.3660128998
rsd__del_ssrS_ls__2,2.1672277430999998,2.0643914539,-1.768371021
rsd__del_rsd_ssrS_ls__1,3.3012972707,1.6996744446,-0.9950875385000001
rsd__del_rsd_ssrS_ls__2,4.3998802257000005,1.9163487107,-1.1551053492
rsd__del_rpoS_ls__1,2.2145087729,0.0550460459,-1.8225901103000002
rsd__del_rpoS_ls__2,2.5500219311,0.37345214390000003,-1.1911887557
sdsR_ryeA__wt_3h__1,0.15332499630000002,0.3274034485,0.0262825037
sdsR_ryeA__wt_8h__1,0.8612113284,0.4798867422,-0.7992775215
sdsR_ryeA__wt_3h__2,-0.15332499630000002,-0.3274034485,-0.0262825037
sdsR_ryeA__wt_8h__2,0.6744857366,0.3335220956,-0.978796933
starve_series__t00_growth1__1,-0.0095642363,0.0690928817,-0.07733984470000001
starve_series__t00_growth1__2,0.1614492637,-0.12834821200000002,-0.2198672837
starve_series__t00_growth1__3,-0.0640727818,0.0633663889,0.0966444043
starve_series__t00_growth1__4,-0.0878122456,-0.004111058700000001,0.20056272400000003
starve_series__t01_starve__1,1.5802638193,0.5032171507000001,-0.2772035406
starve_series__t01_starve__2,1.0645427785,0.4644763092,-0.6846007866
starve_series__t02_starve__1,2.2054374938,0.5857298918,-0.9694814446000001
starve_series__t02_starve__2,-0.2926772519,0.6065560659,-0.5312599873
starve_series__t03_starve__1,0.5408600091,0.0563618384,-1.7354448728
starve_series__t03_starve__2,-0.6073161221000001,-0.1945051019,-1.8299103969
starve_series__t04_starve__1,-0.9133283647,-0.3060759501,-1.6417746692000001
starve_series__t04_starve__2,-0.7658502603,-0.1850898337,-1.5428741133
starve_series__t05_starve__1,0.1592537084,-0.2438972668,-2.194025423
starve_series__t05_starve__2,0.6671031635,-0.1183620133,-2.3065672665
starve_series__t06_starve__1,-0.3408379058,-0.5746544045,-3.0493482658
starve_series__t06_starve__2,-1.7741605129,-0.5067818733,-2.1089507299
starve_series__t07_starve__1,-1.6169305278000001,-0.7304970445000001,-3.2724660074
starve_series__t07_starve__2,0.5905429274,-0.3379439427,-2.9922136764
starve_series__t08_starve__1,-0.1971870755,-0.5550838313,-2.7770166979
starve_series__t08_starve__2,-0.1976199388,-0.3782863376,-2.9697382477
starve_series__t09_starve__1,-0.8255864220000001,-0.15989085190000002,-3.325514444
starve_series__t09_starve__2,-0.1861264537,-0.3187571436,-2.5602085493
starve_series__t10_starve__1,-1.6094184139,-0.43555116400000005,-2.157586572
starve_series__t10_starve__2,-0.3349018221,-0.4077714106,-2.6306403787
starve_series__t11_starve__1,1.1535961213,-0.20511469170000002,-2.4755430872
starve_series__t11_starve__2,-0.3500104895,-0.24208860170000002,-2.4445688699
starve_series__t12_starve__1,-1.6239590717999999,-0.37112324480000003,-2.7926306182
starve_series__t12_starve__2,-1.2783161569,-0.2321046839,-2.4501781687
starve_series__t14_starve__1,-1.3873947467,-0.12368808090000001,-2.2608531788
starve_series__t14_starve__2,-1.2422838492000001,-0.09006673850000001,-2.1433278884
starve_series__t16_starve__1,-1.9971885569,-0.553079563,-2.5922916946
starve_series__t16_starve__2,-2.2871455685,-0.7447352913,-2.1121525245
starve_series__t17_starve__1,-2.0889342814,-0.1794162173,-2.7377155399
starve_series__t17_starve__2,-1.5257001107,-0.1257637321,-2.5556338497
starve_series__t18_starve__1,-1.5784907809000002,-0.3568197655,-2.3537502363
starve_series__t18_starve__2,-1.0638256224,-0.5544011994,-2.4740025762
starve_series__t20_starve__1,-0.7103030127000001,0.6278508249,-0.3525660983
starve_series__t20_starve__2,-1.4622350640000001,0.6314503202,-0.6069753394
starve_series__t21_growth2__1,-0.1069537841,0.3835694148,-1.041348128
starve_series__t21_growth2__2,-0.3250898525,0.2924539398,-0.8469406177000001
starve_series__t22_growth2__1,-1.2782972257,0.8803054243,-0.7013760382
starve_series__t22_growth2__2,1.2199424654,0.79707302,-0.9860860235000001
starve_series__t23_growth2__1,-2.3237092532,0.2969262462,-0.0244142563
starve_series__t23_growth2__2,-1.4480572153,0.3743002038,-0.2956038896
starve_series__t25_growth2__1,-0.2106198522,0.7415801083,-0.1858163251
starve_series__t25_growth2__2,-1.5842387116,0.42017321700000004,-0.09491619650000001
starve_series__t26_growth2__1,-0.5419528638000001,0.28910453,0.2502725025
starve_series__t26_growth2__2,1.9575117085,0.463684337,0.06053076
starve_series__t27_growth2__1,1.0770765230000001,0.4094212266,0.4059598803
starve_series__t27_growth2__2,0.0611794684,0.2427666738,0.1333168635
starve_series__t28_growth2__1,1.331171093,0.1815756724,0.3879292871
starve_series__t28_growth2__2,1.1027351064,0.2307859901,0.40873799660000004
time_course__lb_4hr__1,0.32336095,-0.019414909100000002,-0.20420141590000002
time_course__lb_4hr__2,-0.09142369510000001,0.021642885900000002,0.09113576520000001
time_course__lb_4hr__3,-0.2319372549,-0.0022279768000000003,0.1130656507
time_course__lb_8hr__1,1.1818575076,0.5890524955,-1.7395236874000002
time_course__lb_8hr__2,0.9478798044000001,0.652945964,-2.155324827
time_course__lb_8hr__3,1.5370502609,0.7046793049000001,-2.0069390665
time_course__lb_24hr__1,2.6921525128,1.3788190301,-0.9757913365
time_course__lb_24hr__2,3.9494492386,0.9206325156,-0.7256199148
time_course__lb_24hr__3,3.3303489905,1.3121082602,-0.8183196116
time_course__lb_72hr__1,0.1145548227,1.052787983,1.0207140268
time_course__lb_72hr__2,0.8159313142,0.8216231698,-0.3371609768
time_course__lb_72hr__3,1.8475287467000001,1.017760733,-0.418203802
time_course__lb_144hr__1,2.417563456,0.4226993503,-0.1280134734
time_course__lb_144hr__2,3.1859225614,0.8921853422,-0.263315226
time_course__lb_144hr__3,2.7977914090000002,0.8198883097,-0.30230726480000003
time_course__lb_192hr__1,2.1376753396,0.8373031504,-0.23937489820000002
time_course__lb_192hr__2,2.0753970595,0.9343823786000001,-0.20082312530000002
time_course__lb_192hr__3,2.1505849663,0.9185011487,-0.37905997620000004
triclosan__wt__1,0.2024555607,0.047640147800000004,-0.1740576288
triclosan__wt__2,-0.3556503949,-0.009012775,0.0697612712
triclosan__wt__3,0.15319483420000002,-0.038627372800000004,0.1042963576
triclosan__evo_amx_tcs__1,2.3442109217000002,-0.6050671096,-0.5304946119
triclosan__evo_amx_tcs__2,3.7842159124,-1.4649394366,-0.35279123230000003
triclosan__evo_amx_tcs__3,0.7970860666,-1.310890786,-0.3822129315
triclosan__evo_chl_tcs__1,1.3864373767,-0.7334117979,0.17230098500000002
triclosan__evo_chl_tcs__2,0.3852834589,-0.32071692430000004,-0.2175594999
triclosan__evo_chl_tcs__3,0.40022579,-0.18478835070000002,-0.1317618416
triclosan__evo_tet_tcs__1,1.8189372556999999,-1.6193369067,-0.2674605056
triclosan__evo_tet_tcs__2,2.0401266587,-1.0946835655,-0.7929866765
truHMM__48C_15m__1,-1.7043963228,-0.3438071633,-1.4473595517
truHMM__48C_15m__2,-1.390891236,-0.5311011803,-1.5123524997
truHMM__48C_15m__3,-0.6021379167,-0.24043337010000002,-1.5212960868
truHMM__48C_30m__1,0.3067608477,0.5002544295,-3.2295802691
truHMM__48C_30m__2,0.9812247273,0.39579022010000003,-3.0499851437
truHMM__48C_60m__1,-0.0721754136,0.348999539,-3.1773930381
truHMM__48C_60m__2,-0.010073442,0.2900543412,-3.2556266891
truHMM__phos_0h__1,-0.027981373900000002,-0.0133229976,-0.011959393700000001
truHMM__phos_0h__2,0.027981373900000002,0.0133229976,0.011959393700000001
truHMM__phos_2h__1,-0.9961746209000001,-1.0025439268,-2.3895457858
truHMM__phos_2h__2,-1.0750872137,-1.1213606907,-2.3131879652
truHMM__phos_4h__1,-2.189119175,0.0746503199,-0.7202939409
truHMM__phos_4h__2,-2.983488129,-0.0099852498,-0.8068504732
truHMM__phos_4h__3,2.0054402548,-0.1501946257,-0.48719418080000004
control__wt_glc__1,-0.0126580813,-0.20454824200000002,-0.0759388865
control__wt_glc__2,0.0126580813,0.20454824200000002,0.0759388865
fur__wt_dpd__1,0.2673709977,0.939470898,-0.8500006155000001
fur__wt_dpd__2,-0.0465469874,0.8788845200000001,-0.3819216515
fur__wt_fe__1,1.1424978253,-0.136308583,-0.5776457515
fur__wt_fe__2,1.0515262204,-0.45202886800000003,-0.5452247195000001
fur__delfur_dpd__1,-0.5510913471000001,0.715350978,-0.5836634175000001
fur__delfur_dpd__2,-1.6151577749000001,0.6015108720000001,-0.3671582265
fur__delfur_fe2__1,-0.4596231792,0.31646561300000003,-0.34875393650000003
fur__delfur_fe2__2,-0.08852911370000001,0.42106009600000005,-0.47505144650000003
acid__wt_ph5__1,-0.5482348076,0.305190344,-0.34850001950000004
acid__wt_ph5__2,-0.4092431487,0.237187945,-0.4473045195
acid__delgadx_ph5__1,-1.5875552327,0.20480751100000003,-0.4051564845
acid__delgadw_ph5__1,-1.1405263774,0.09555861800000001,-0.45514716850000003
acid__delgadw_ph5__2,-0.9526861301,0.466421195,-0.5225926795
acid__delgade_ph5__1,-0.5435388068,0.285391526,-0.2461773945
acid__delgade_ph5__2,-0.49857348700000004,0.22318443100000002,-0.3601503535
oxidative__wt_pq__1,1.7578767595,1.038457321,-0.33032075250000004
oxidative__wt_pq__2,2.2557222571,1.093435235,-0.3312014575
oxidative__deloxyr_pq__1,0.8079034577,1.227831226,0.0099328305
oxidative__deloxyr_pq__2,0.7553945218,1.033486723,0.0189848715
oxidative__delsoxr_pq__1,2.3119153917,1.116908456,-0.5133273905
oxidative__delsoxr_pq__2,2.3140614438,1.146181816,-0.4360475285
oxidative__delsoxs_pq__1,-1.2173127704,1.484218751,-0.18318464750000002
oxidative__delsoxs_pq__2,-1.088482423,1.5596221749999999,-0.1130696385
nac_ntrc__wt_csn__1,-0.5411425402,0.7929221120000001,-0.0554580215
nac_ntrc__wt_csn__2,-0.8836145852,0.8699105810000001,-0.2166431145
nac_ntrc__wt_cytd__1,-1.5024109751,-0.07264118500000001,-0.48706164550000003
nac_ntrc__wt_cytd__2,-1.2855491674000001,0.045852389,-0.3533196475
nac_ntrc__wt_gln__1,-0.824080738,0.552389408,-0.5521471745000001
nac_ntrc__wt_gln__2,-1.32780725,0.837887456,-0.36234153950000003
nac_ntrc__bw_delnac_csn__1,1.2054442635,1.054292468,-0.1912924375
nac_ntrc__bw_delnac_csn__2,-0.4444558074,1.331016287,-0.049008749500000004
nac_ntrc__bw_delnac_cytd__1,-1.4573036871,0.39153912300000004,-0.4122430165
nac_ntrc__bw_delnac_cytd__2,-0.9568776814000001,0.342588756,-0.6266613365
nac_ntrc__bw_delnac_gln__1,-0.5576024674,0.8053815940000001,-0.9360323755000001
nac_ntrc__bw_delnac_gln__2,-0.1024164058,0.6982640680000001,-0.8513231665000001
nac_ntrc__bw_delnac_nh4__1,-0.5801959132,0.237490943,-0.5687745905
nac_ntrc__bw_delnac_nh4__2,-1.1757799347,0.45460423200000005,-0.8484441335
