,A,MalT
time_course__lb_24hr__3,-8.1868393289,-2.496834859
time_course__lb_72hr__1,-8.664447207,0.9842049503
time_course__lb_72hr__2,-10.224310511,0.9441719584
time_course__lb_72hr__3,-10.8889598437,0.9685723025
time_course__lb_144hr__1,-7.7808840601,0.5852587456
time_course__lb_144hr__2,-9.531493685200001,0.2370883256
time_course__lb_144hr__3,-9.91188291,-0.36740508650000003
time_course__lb_192hr__1,-9.4947151715,0.5728780414
time_course__lb_192hr__2,-6.0959947158,0.9383949812000001
time_course__lb_192hr__3,-9.2988461149,-0.5703972976
triclosan__wt__1,-0.7954644388000001,0.1503016962
triclosan__wt__2,-1.174659573,0.14580705200000002
triclosan__wt__3,1.9701240118,-0.2961087482
triclosan__evo_amx_tcs__1,5.9705755778,-0.38244212800000005
triclosan__evo_amx_tcs__2,7.6727106031,-0.0740191959
triclosan__evo_amx_tcs__3,10.823277381,0.2443659578
triclosan__evo_chl_tcs__1,3.23707245,0.1261449737
triclosan__evo_chl_tcs__2,5.9422550308,-0.4625780507
triclosan__evo_chl_tcs__3,5.9037047403,-0.4868919142
triclosan__evo_tet_tcs__1,13.6141614704,0.7949044877
triclosan__evo_tet_tcs__2,9.3672593568,-0.3568887167
truHMM__48C_15m__1,-3.9281691022,-0.9571971073000001
truHMM__48C_15m__2,-3.994133023,-0.9336600143
truHMM__48C_15m__3,-5.8196449916,-1.3279141297
truHMM__48C_30m__1,-4.0995782903,-1.0262318139
truHMM__48C_30m__2,-4.0060006363,-1.0178605303
truHMM__48C_60m__1,-4.4977522483,-1.3260523616
truHMM__48C_60m__2,-4.492053807,-1.3351453850000001
truHMM__phos_0h__1,0.0360098486,0.0024586729
truHMM__phos_0h__2,-0.0360098486,-0.0024586729
truHMM__phos_2h__1,-3.0062348013,2.7984068175
truHMM__phos_2h__2,-3.0169341222,2.7857646872
truHMM__phos_4h__1,-3.3052998156,1.994428477
truHMM__phos_4h__2,-2.8216582371000003,2.0438229826
truHMM__phos_4h__3,-5.2461349841,1.2696725509
control__wt_glc__1,-0.0080521818,-0.057839468500000005
control__wt_glc__2,0.0080521818,0.057839468500000005
fur__wt_dpd__1,-7.6545593788,-2.1033749985
fur__wt_dpd__2,-7.5478331808,-2.2653718755
fur__wt_fe__1,-1.9722108281000001,-0.38941977450000004
fur__wt_fe__2,-1.0018241872,-0.2387886395
fur__delfur_dpd__1,-8.2417345765,-1.8354996045
fur__delfur_dpd__2,-8.2926960935,-1.6170108724999999
fur__delfur_fe2__1,-0.5964655218,-0.0224247025
fur__delfur_fe2__2,-0.7711612130000001,-0.0962732265
acid__wt_ph5__1,-3.9261301790000003,-0.6365078695
acid__wt_ph5__2,-3.9154613179,-0.6296238425
acid__delgadx_ph5__1,-3.4402586318,-0.4574500335
acid__delgadw_ph5__1,-2.7729231690000002,-0.4512488005
acid__delgadw_ph5__2,-2.9075100721,-0.5335636485
acid__delgade_ph5__1,-3.8428772047,-0.5354207895
acid__delgade_ph5__2,-3.6048648563,-0.4987644625
oxidative__wt_pq__1,-4.839345271,-2.2224274545
oxidative__wt_pq__2,-4.4686267656,-2.0391392255
oxidative__deloxyr_pq__1,-4.4719287056,-1.6900098375
oxidative__deloxyr_pq__2,-4.3932837018,-1.6655791965
oxidative__delsoxr_pq__1,-6.5182842079,-1.9702154145000002
oxidative__delsoxr_pq__2,-6.4865808986,-2.0743159535
oxidative__delsoxs_pq__1,-5.2060434911,-2.0923540985
oxidative__delsoxs_pq__2,-4.8700752649,-2.0854833575
nac_ntrc__wt_csn__1,-7.1353989618,-1.2268169545
nac_ntrc__wt_csn__2,-7.1110142813,-1.1808176525
nac_ntrc__wt_cytd__1,-5.2880660433,-0.7989961515
nac_ntrc__wt_cytd__2,-5.5998156809,-0.8092676255
nac_ntrc__wt_gln__1,-7.3860661036,-0.9797361035000001
nac_ntrc__wt_gln__2,-7.6756205653,-1.0094040995
nac_ntrc__bw_delnac_csn__1,-7.9599996722,-1.9012197535
nac_ntrc__bw_delnac_csn__2,-8.036811185,-1.9351370435000002
nac_ntrc__bw_delnac_cytd__1,-7.9604014065,-0.8314854425
nac_ntrc__bw_delnac_cytd__2,-7.5472106518,-0.9426619945
nac_ntrc__bw_delnac_gln__1,-9.049430814800001,-1.4921702515000002
nac_ntrc__bw_delnac_gln__2,-8.6088492671,-1.3642186965
nac_ntrc__bw_delnac_nh4__1,-2.3279201188,-0.09932724450000001
nac_ntrc__bw_delnac_nh4__2,-2.1075611455,-0.1901251095
misc__wt_no_te__1,-3.9769268974000003,-0.7209696235
misc__wt_no_te__2,-3.0089989188,-0.47076836450000004
misc__bw_delcbl__1,-2.5627261112,-0.3003788045
misc__bw_delcbl__2,-2.7729203877,-0.2322678505
misc__bw_delfabr__1,-1.3489358638,-0.15738947650000001
misc__bw_delfabr__2,-1.7570915218,-0.1737550995
misc__bw_delfadr__1,-2.0786584542,-0.39174165050000004
misc__bw_delfadr__2,-2.0777995544,-0.4445133855
misc__nitr_031__1,-7.5827061892,-1.0800115755
omics__wt_glu__1,-1.0882004735,-0.16001460450000002
omics__wt_glu__2,-1.1775751071,-0.0974747135
omics__wt_gly__1,-0.8851150288,-0.16362466950000001
omics__wt_gly__2,-0.8849573332,-0.24368660550000001
omics__wt_thr__1,-0.5103926324,1.4815525255
omics__wt_thr__2,-0.3242779474,1.5300067535
omics__bw_ac__1,2.871585932,0.9634542195
omics__bw_ac__2,2.5740577277,0.8659813155
omics__bw_fum__1,1.2435266987,0.4155944085
omics__bw_fum__2,1.2623330984,0.4101496465
omics__bw_glc__1,-4.1929843301,-0.10645726650000001
omics__bw_glc__2,-4.1407069538,-0.1280522795
omics__bw_pyr__1,0.5898871618,0.5462693545
omics__bw_pyr__2,0.5491250899,0.5097179365
ompr__wt_nacl__1,-6.5304248923,-1.7206193084999999
ompr__wt_nacl__2,-6.8053067437,-1.5407831525
ompr__bw_delompr_nacl__1,-5.2308542,-1.1915115075
ompr__bw_delompr_nacl__2,-5.0608943716,-1.1120940385
minspan__wt_ade__1,-8.2083067821,-1.6641064545000002
minspan__wt_glc__1,-4.2725777827,-0.6343088345
minspan__wt_glc__2,-4.257970725,-0.5772962385
minspan__wt_glc__3,-4.2782058335,-0.5621808335
minspan__wt_glc_anaero__1,-7.9563544271,-1.1365516435
minspan__wt_glc_anaero__2,-8.3350409461,-1.0304330135
minspan__wt_trp__1,3.4931464726,1.4308200115
minspan__bw_delcra_glc__1,-5.0587217144,0.5485757945
minspan__bw_delcra_trp__1,2.9531558455,0.8176194445
minspan__bw_delmntr__1,-1.8818878426,1.2883625435
minspan__bw_delnac_ade__1,-4.9455422192,-1.0494745955
minspan__bw_delnac_glc__1,-5.4654931237,-1.1053016105
cra_crp__wt_ac__1,4.8905275413,0.6081430505000001
cra_crp__wt_ac__2,5.1694145882,0.6542381695
cra_crp__wt_fru__1,3.4247948569,0.1308577705
cra_crp__wt_fru__2,3.0554942133,0.10099084850000001
cra_crp__delcra_ac__1,-0.2560879284,0.40996221850000003
cra_crp__delcra_ac__2,-0.1847152512,0.3963142455
cra_crp__delcra_fru__1,-8.9409497546,-2.2126165755000002
cra_crp__delcra_fru__2,-8.870358218,-2.2771378895
cra_crp__delcra_glc__1,-4.9929393111,-0.9038507285
cra_crp__delcra_glc__2,-5.183653101,-0.8523273425000001
rpoB__wt_031__1,7.9402055522,1.5745623485
rpoB__wt_044__1,-1.3205176635,-0.19043692550000002
rpoB__wt_lb__1,8.2295607069,1.3328861765
rpoB__wt_lb__2,8.0791540832,1.3121049255
rpoB__rpoBE546V_031__1,4.6944258485,1.1826837375
rpoB__rpoBE546V_044__1,3.9975124085,0.8464468465
rpoB__rpoBE546V_lb__1,7.9723580705,0.9385143025
rpoB__rpoBE546V_lb__2,7.739905417,0.9792006685
rpoB__rpoBE546V_glc__1,-0.34246591330000004,0.1458553275
rpoB__rpoBE672K_glc__1,1.3089255873,-0.3992221025
rpoB__rpoBE672K_glc__2,0.9021207121,-0.32016925350000003
rpoB__rpoBE672K_lb__1,3.6434262851,-0.3220937205
rpoB__rpoBE672K_lb__2,3.7643681797,-0.28880249750000003
crp__wt_fru__1,3.5467721539,0.0355755925
crp__wt_glyc__1,3.0817652791,0.1616585475
crp__wt_glyc__2,3.4113303338,0.2503416915
crp__delar1_glyc__1,-8.5347147466,-2.2178389755
crp__delar1_glyc__2,-8.565616436300001,-1.8985110025
crp__delar1ar2_glyc__1,-8.9283665749,-2.6115802535
crp__delar1ar2_glyc__2,-8.7565750626,-2.6327023785
crp__delar1ar2_glyc__3,-8.9843181497,-2.5432198645
crp__delar2_glyc__1,7.1462892224,0.9873230785
crp__delar2_glyc__2,7.2390698158,0.8576600195
crp__delar2_glyc__3,7.304658484,0.8910294505
crp__delcrp_fru__1,-9.2652011448,-2.9821486645
crp__delcrp_fru__2,-9.1213642435,-2.8679291085000003
crp__delcrp_fru__3,-8.972574585,-2.9354850455
crp__delcrp_glc__1,-9.361332976,-2.5175835265
crp__delcrp_glc__2,-9.3584857345,-2.6042771155
crp__delcrp_glc__3,-9.8848389629,-2.5778037495
crp__delcrp_glyc__1,-8.9712094248,-2.8275724405
crp__delcrp_glyc__2,-9.1673938531,-2.9222988485
crp__delcrp_glyc__3,-8.9378050503,-3.0232486775
glu__glu_ale3__1,-5.0944986652,-1.6094304115
glu__glu_ale4__1,-4.5712952704,-0.5919995045
glu__glu_ale5__1,6.0774589825,0.5213859215000001
glu__glu_ale6__1,-3.0393165543,-0.8508805125000001
glu__glu_ale8__1,-3.8383006911,-0.21980910950000002
glu__glu_ale9__1,-7.3042128067,-1.1785239725
glu__glu_ale10__1,-4.9245833459,-1.7214993655000002
42c__wt_42c__1,-5.9246216895,0.2481673935
42c__42c_ale1__1,1.0956232729,1.7142966825000001
42c__42c_ale2__1,-8.596533122,-0.8681247905
42c__42c_ale3__1,-6.6484914751,-0.4217902375
42c__42c_ale4__1,-8.5484566691,-1.5584621855
42c__42c_ale5__1,-9.369817533,-1.7815596515
42c__42c_ale6__1,-2.9792304455,0.5091297465
42c__42c_ale8__1,-7.1443545432,-0.6773228785000001
42c__42c_ale9__1,-7.1814049806,-0.4190396005
42c__42c_ale10__1,-7.5001819494,-0.4364960405
ssw__wt_ac__1,-4.8427675102,-0.3234705885
ssw__wt_glc__1,-5.0867314722,-0.5520969385
ssw__wt_glyc__1,6.1093457868,0.49582194350000003
ssw__wt_xyl__1,0.9549328505,0.1297542135
ssw__glc_ale1__1,-3.1314840946,-0.1838139425
ssw__glc_ale2__1,-5.1476354138,0.013891120500000001
ssw__glc_ale3__1,-1.3068448324,0.3203410655
ssw__glyc_ale1__1,-7.3714786021,-0.0304445985
ssw__glyc_ale2__1,-0.2265121604,0.32647948450000003
ssw__xyl_ale1__1,-4.5022673545,-0.5952355075
ssw__xyl_ale2__1,-1.2079915461,-0.2492930015
ssw__xyl_ale3__1,-6.0706110828,-2.1297303805
ssw__glc_ac_ac2__1,1.0012639167,0.5521350465
ssw__glc_ac_glc1__1,-8.4033415932,-1.5406427355
ssw__glc_glyc_glc__1,-2.302094892,0.1837303905
ssw__glc_glyc_glyc__1,-1.7230918174,0.1332899875
ssw__glc_xyl_glc__1,-2.5547646453,-0.22142901750000002
ssw__glc_xyl_xyl__1,-5.468515144,-0.9995975815
ica__wt_glc__1,4.5292136464,-0.0097483555
ica__wt_glc__2,4.3346415189,-0.0330403655
ica__wt_glc__3,-0.4442714124,-0.30702194850000003
ica__wt_glc__4,-2.2324218564000002,-0.5673165255
ica__arg_sbt__1,4.5044871874,0.6513355865
ica__arg_sbt__2,4.7698029241,0.5624481745000001
ica__cytd_rib__1,13.0860776163,1.7293322785
ica__cytd_rib__2,14.1197795593,1.6934540645
ica__gth__1,-7.9370587721,-3.3393860175
ica__gth__2,-7.4803100135000005,-3.2909232194999998
ica__leu_glcr__1,-5.1316895473,-1.2466151915
ica__leu_glcr__2,-5.140076199,-1.2618552925
ica__met_glc__1,4.4345180292,-0.1859968885
ica__met_glc__2,4.358082057,-0.1400875085
ica__no3_anaero__1,-7.9164993173,-1.9587225495
ica__no3_anaero__2,-8.4237482321,-1.9980394045
ica__phe_acgam__1,0.23373928,-0.2716217405
ica__phe_acgam__2,0.5339536653,-0.2285665835
ica__thm_gal__1,1.2752312466,0.1802272905
ica__thm_gal__2,1.4374151506000001,0.2837677595
ica__tyr_glcn__1,-6.6083253118,-1.4629454394999999
ica__tyr_glcn__2,-6.9019122268,-1.3688632835
ica__ura_pyr__1,1.2381409322,-0.4875690935
ica__ura_pyr__2,2.0909862176,-0.2928919255
ica__wt_glc__5,-0.1809013917,-0.6012398995
ica__wt_glc__6,-0.8053872216,-0.7548827665000001
ica__bw_delpurR_cytd__1,-3.5789723159999998,-0.6778290855
ica__bw_delpurR_cytd__2,-4.7805197861,-0.7607183935
ica__ade_glc__1,-4.8379016497,-0.7287464395000001
ica__ade_glc__2,-3.3281434045,-0.7050543075
ytf__wt_glc__1,-1.1114916615000001,-0.3772666315
ytf__wt_glc__2,-2.4823801839,-0.13881630150000002
ytf__delyafC__1,3.4423579514,0.6979741345
ytf__delyafC__2,0.9913024075,0.4817293735
ytf__delyeiE__1,-1.1471561553,-0.49899377050000004
ytf__delyeiE__2,0.974294768,-1.3185529105
ytf__delyiaJ__1,-2.3120497704,0.0924759485
ytf__delyiaJ__2,-4.1472335785,-0.1617377835
ytf__delyieP__1,-4.4380468814,0.3830715515
ytf__delyieP__2,-3.2668369079,-0.0758797655
ytf__wt_ph5__1,-4.8845168095,-0.9804319665000001
ytf__wt_ph5__2,-4.7590527623,-0.9567262505
ytf__wt_ph8__1,-2.3169007253,-0.4680099855
ytf__wt_ph8__2,-1.8336908413000002,-0.3083084695
ytf__delybaO__1,4.211173575,1.1883149415
ytf__delybaO__2,0.023929230500000002,1.1540771035
ytf__delybaQ__1,-2.2671374482,-0.3864489665
ytf__delybaQ__2,-2.2575657992,-0.4664978705
ytf__delybiH__1,-1.9309967924,-0.2588218545
ytf__delybiH__2,-3.7778478516,0.0389033685
ytf__delydcI_ph5__1,-3.7297317496,-0.9369372555000001
ytf__delydcI_ph5__2,-3.9760080191,-1.0166114225
ytf__delydcI_ph8__1,-3.5323529259,-0.6705341365
ytf__delydcI_ph8__2,-1.4329511638,-0.4761083515
ytf__delyddM__1,-3.144500075,-1.1373153115
ytf__delyddM__2,-3.1398316034000002,-1.0429901895
ytf__delyheO__1,4.8701721847,1.0977953335
ytf__delyheO__2,-0.2264940583,1.2598760665
fps__bw_glc__1,-0.7973287477000001,-0.0637806475
fps__bw_glc__2,-1.2122617855,-0.18915118150000002
fps__fps_thrA_ale1__1,-6.9419038225000005,-0.6010832675000001
fps__fps_thrA_ale1__2,-6.187608883,-0.6694068475
fps__fps_thrA_ale2__1,-8.1733675413,-0.8851317195
fps__fps_thrA_ale2__2,-8.2389199755,-0.7938229365
fps__fps_serB_ale1__1,-8.8787731779,-0.8907854205
fps__fps_serB_ale1__2,-8.8777584877,-0.9012633335
fps__fps_serB_ale4__1,-8.7664879913,-2.0273333905
fps__fps_serB_ale4__2,-9.1075960746,-1.9580164625
fps__fps_ptsI_ale1__1,10.0422332027,1.5613561415000001
fps__fps_ptsI_ale1__2,10.4979262792,1.6825590645
fps__fps_ptsI_ale3__1,8.7022740796,1.1124682185
fps__fps_ptsI_ale3__2,8.5686591847,1.1506316845
pal__lyx_ale2_f6__1,4.2378057792,1.3033807175
pal__lyx_ale2__1,5.5845095463,0.7758766265
pal__lyx_ale2__2,5.9829034021,0.7502647055
pal__lyx_ale4__1,4.1961236716,0.0413201365
pal__lyx_ale4__2,4.6345013955,0.0243772175
pal__5drib_ale10_f18__1,0.9686434119,0.9677770415
pal__5drib_ale10_f18__2,1.0120275816,1.0242300525
pal__5drib_ale10__1,5.0133874465,1.2745984825
pal__arab_ale14_f9__1,-1.5670824969,-0.4094260515
pal__arab_ale14_f9__2,-1.4281388303,-0.4821329375
pal__arab_ale14__1,-0.8056767930000001,-0.9031337905
pal__arab_ale14__2,-0.5894807374000001,-0.8990676815
pal__arab_ale16__1,-0.8353372043,-0.1500070725
pal__arab_ale16__2,-1.5797877833,0.10040007150000001
pal__tartr_ale26_f10__1,3.5496332242,0.9340162785
pal__tartr_ale26_f10__2,3.5360207315,1.0728394575
pal__tartr_ale26__1,1.855049417,0.7299743665
pal__tartr_ale26__2,1.5198846179,0.7901474525000001
pal__tartr_ale28_f10__1,3.3452989102,0.8275452985
pal__tartr_ale28_f10__2,2.1866582005,0.7633208945000001
pal__tartr_ale28__1,1.2798697772,-0.0858967955
pal__tartr_ale28__2,1.3337895594,0.09148423850000001
efeU__delmenFentC_citr__1,-0.8223320298,-0.3915617235
efeU__delmenFentC_citr__2,-0.7070679327,-0.2808325795
efeU__delmenFentC__1,-7.8943353138,-1.8298005055000002
efeU__delmenFentC__2,-8.1265711716,-1.8491451855
efeU__menFentC_ale39__1,-4.7343179058,0.1918446915
efeU__menFentC_ale39__2,-4.683842192,0.3933252055
efeU__menFentC_ale29__1,-1.7490870392,-0.6468562175
efeU__menFentC_ale29__2,-2.0851212366,-0.7086027495
efeU__menFentC_ale30__1,-1.5443465288,-0.7263780865
efeU__menFentC_ale30__2,-1.5203359068,-0.4893092865
efeU__menFentCubiC_ale36__1,-6.4573054177,-1.1561716855
efeU__menFentCubiC_ale36__2,-6.1825071124,-1.0539853105
efeU__menFentCubiC_ale37__1,-7.7202489441,-1.3570985735
efeU__menFentCubiC_ale37__2,-7.6563747022,-1.3681543585
efeU__menFentCubiC_ale38__1,-8.6466776796,-2.0215729445
efeU__menFentCubiC_ale38__2,-8.667892523799999,-2.2785206255
misc2__salc_glc__1,-9.9031749833,-1.5883759385
misc2__salc_glc__2,-9.952209098400001,-1.3913973865
misc2__dbcn_glc__1,0.8377071631,-0.5853536945
misc2__dbcn_glc__2,-1.2666658118,-0.9378990465
misc2__tyr_glc__1,-5.3540022375,-1.0172200265
misc2__tyr_glc__2,-5.4733630624,-0.9923463155000001
misc2__arg_cytd__1,-4.3351923273,-0.6739855725
misc2__arg_cytd__2,-4.7541929493,-0.7392676715000001
misc2__delyheO_pyr__1,0.6399312501000001,-0.3326439285
misc2__delyheO_pyr__2,0.2085666673,-0.46282715750000003
nquinone__delubiC__1,-6.0358916677,-0.9627641935000001
nquinone__delubiC__2,-8.1091188147,-1.4562420055
nquinone__ubiC_ale1__1,-5.0168998994,-0.9481922715000001
nquinone__ubiC_ale1__2,-5.1399070199,-1.0381837725
nquinone__ubiC_ale2__1,-7.4660997283,-1.3313112515
nquinone__ubiC_ale2__2,-7.6365844021000004,-1.2160390565
nquinone__ubiC_ale3__1,-5.9618694144,-1.2184165355
nquinone__ubiC_ale3__2,-6.1915121387,-1.1630185325
nquinone__ubiC_ale4__1,-7.738416928,-1.3131704635
nquinone__ubiC_ale4__2,-7.3675909037,-1.2891394045
nquinone__delpdhR__1,-1.3749858668,-0.9132307205
nquinone__delpdhR__2,-1.0346147755,-0.9081683185
quinone__glu_ale4__1,-6.3627372731000005,-1.9058401385
quinone__glu_ale4__2,-4.4917192486,-1.2589986195
quinone__delmenF__1,-2.1906796611,-0.6462818905000001
quinone__delmenF__2,-2.4893443609,-0.6134647505
quinone__menF_ale5__1,-2.4379222848,0.2616535615
quinone__menF_ale5__2,-2.2626992682,0.2420640115
quinone__menF_ale6__1,-1.3411612964000001,0.5561739595
quinone__menF_ale6__2,-1.0065130782,0.6596727115000001
quinone__menF_ale7__1,1.0665135368,1.3733246735
quinone__menF_ale7__2,0.8678165845,1.3515754905000001
quinone__menF_ale8__1,-2.6909510773000003,0.34111064750000003
quinone__menF_ale8__2,-5.2049214781,-0.1222172685
quinone__delmenFubiC__1,-7.4936498192,-1.3128511805
quinone__delmenFubiC__2,-7.4692606137,-1.3192544845
quinone__menFubiC_ale1__1,-3.8149668621,0.11976732050000001
quinone__menFubiC_ale1__2,-3.5365917665,0.10069452150000001
quinone__menFubiC_ale2__1,-5.0118727611,-0.2006836425
quinone__menFubiC_ale2__2,-4.8850464629,-0.26165243050000003
quinone__menFubiC_ale3__1,-3.9287391057,-0.8340457315
quinone__menFubiC_ale3__2,-4.3821702538,-0.8709057635
quinone__menFubiC_ale4__1,-1.4822709795,0.1028545995
quinone__menFubiC_ale4__2,-2.3025414062,0.1234371145
oxyR__wt_glc__1,0.5203660797,-0.3471510665
oxyR__wt_glc__2,0.23338281800000002,-0.5174429785
oxyR__wt_h2o2__1,-0.1844138107,-0.4679972825
oxyR__wt_h2o2__2,-0.7440748413,-0.8030898915
oxyR__glu_ale4__1,-6.4131756511999995,-1.8051066315000002
oxyR__glu_ale4__2,-7.0176626482,-1.8655710315
oxyR__glu_ale4_h2o2__1,-5.8551756868,-1.3782936725
oxyR__glu_ale4_h2o2__2,-7.5367709816,-1.6576271005
oxyR__oxyR_ale17__1,-7.8841271768,-0.9314518495
oxyR__oxyR_ale17__2,-8.551845717199999,-1.0436011565
oxyR__oxyR_ale17_h2o2__1,-4.4961393454,-0.4721658815
oxyR__oxyR_ale17_h2o2__2,-5.2882906664,-1.1027513465
oxyR__oxyR_ale18__1,0.9148578111000001,-0.26856807250000003
oxyR__oxyR_ale18__2,0.8525088185,-0.6073448975
oxyR__oxyR_ale18_h2o2__1,-7.6158396693,-1.2925764015
oxyR__oxyR_ale18_h2o2__2,-6.0432391781,-1.1144189175
oxyR__oxyR_ale19__1,-0.9145588020000001,-0.4725127005
oxyR__oxyR_ale19__2,0.8950699591,-0.3271527945
oxyR__oxyR_ale19_h2o2__1,-0.3993979944,-0.4685815285
oxyR__oxyR_ale19_h2o2__2,-0.5964951296000001,-0.5359935705000001
oxyR__oxyR_ale20__1,-9.4483009953,-1.3901877335
oxyR__oxyR_ale20__2,-9.9145641148,-1.3672231985
oxyR__oxyR_ale20_h2o2__1,-9.0455013858,-1.1278379965
oxyR__oxyR_ale20_h2o2__2,-8.6131579461,-1.0769694065
svns_pgi__BmePgi24_15__1,-0.2178992632,-0.1846219195
svns_pgi__BmePgi24_15__2,-0.34430290300000005,-0.2287751795
svns_pgi__BmePgi24_26__1,1.3382270568,-0.0501682205
svns_pgi__BmePgi24_26__2,0.9583223084,0.0359806445
svns_pgi__BmePgi24_41__1,-3.6428377127,-0.8385963305
svns_pgi__BmePgi24_41__2,-1.1001005241,-0.2923247585
svns_pgi__BmePgi24_52__1,2.2032619186,0.0401497405
svns_pgi__BmePgi24_52__2,2.085756323,0.1363173395
svns_pgi__PaePgi2_34__1,-0.7840869065,-0.7248267785
svns_pgi__PaePgi2_34__2,-0.6083562837000001,-0.6768408475000001
svns_pgi__PaePgi2_63__1,-1.1044376166,-0.6146068565
svns_pgi__PaePgi2_63__2,-1.0642884562,-0.6214462055000001
svns_pgi__PaePgi24_54__1,-5.0418238924,-1.4933852045
svns_pgi__PaePgi24_54__2,-5.0903089319,-1.4618807065000001
svns_pgi__PaePgi24_90__1,-8.0996056961,-1.7263555535
svns_pgi__PaePgi24_90__2,-8.5899245401,-1.6401267535000001
abx_media__m9_ctrl__1,-5.4450716774,-0.9690219255
abx_media__m9_ctrl__2,-5.7590277201,-0.7053830055
abx_media__rpmi_ctrl__1,-5.3594198486,0.1191840655
abx_media__rpmi_ctrl__2,-2.5410844409,0.2539301545
abx_media__camhb_ctrl__1,-8.9368473667,-1.6696659715000002
abx_media__camhb_ctrl__2,-8.1611510265,-1.4351866385
abx_media__m9_mero__1,-6.6005464439,-1.0991024045
abx_media__m9_mero__2,-4.7736348079,-0.8740931495
abx_media__rpmi_mero__1,-7.2704397154,-0.1222535455
abx_media__rpmi_mero__2,-6.4728960461,0.1841983265
abx_media__camhb_mero__1,-9.9642793129,-4.3000343715
abx_media__camhb_mero__2,-9.3777652218,-3.7453841325
abx_media__m9_trisulf__1,-5.7057601662,-1.7944089875
abx_media__m9_trisulf__2,-5.3924677997,-1.8964319015000002
abx_media__rpmi_trisulf__1,-10.393280901,-3.7492607534999998
abx_media__rpmi_trisulf__2,-10.2866008704,-3.6170611675
abx_media__camhb_trisulf__1,-9.7786858459,-3.4627604675
abx_media__camhb_trisulf__2,-9.3032930841,-3.3723347555
abx_media__m9_cef__1,-8.2020945273,-1.5549499734999999
abx_media__m9_cef__2,-7.7893801638,-1.4827662635
abx_media__rpmi_cef__1,-9.8174341858,-2.1002496255
abx_media__rpmi_cef__2,-10.3488863087,-2.1669202495
abx_media__camhb_cef__1,-9.3320151671,-3.5400188055
abx_media__camhb_cef__2,-9.5112721433,-3.8150657805
abx_media__m9_cipro__1,-2.1605882876,-0.7775396755
abx_media__m9_cipro__2,-2.9491448529,-1.2017843345
abx_media__rpmi_cipro__1,-7.8101348416,-1.8753212375000001
abx_media__rpmi_cipro__2,-9.5474291779,-2.1149957075
abx_media__camhb_cipro__1,-9.2954532864,-4.1995003825
abx_media__camhb_cipro__2,-9.3111888871,-4.2738685615
hot_tale__42c_ale3_30c__1,0.22330888370000002,-0.3658242055
hot_tale__42c_ale3_30c__2,-0.0167374013,-0.3307395915
hot_tale__42c_ale3_37c__1,-1.6818335781,-0.28334330150000003
hot_tale__42c_ale3_37c__2,-1.4533111432,-0.3795571815
hot_tale__42c_ale3_44c__1,-9.3102568059,-1.3275123105
hot_tale__42c_ale3_44c__2,-9.6173671337,-1.4898482985000001
hot_tale__hot_ale3_mid_30c__1,-8.3836669589,-1.7173022805
hot_tale__hot_ale3_mid_30c__2,-2.6686262438,-0.6655412065
hot_tale__hot_ale3_mid_37c__1,-5.998016371,-0.6479922665
hot_tale__hot_ale3_mid_37c__2,-6.2169300829,-0.6495659185
hot_tale__hot_ale3_mid_44c__1,-7.5229744052,-1.3565945365
hot_tale__hot_ale3_mid_44c__2,-9.5743333329,-1.2187264585
hot_tale__hot_ale3_30c__1,-2.3252532032,-0.8255273555
hot_tale__hot_ale3_30c__2,-1.8613123986,-0.6575460935
hot_tale__hot_ale3_37c__1,-2.6774635615999998,-0.6492540015
hot_tale__hot_ale3_37c__2,-2.8219392283999998,-0.5175861605000001
hot_tale__hot_ale3_44c__1,-9.3787912182,-1.3045846035
hot_tale__hot_ale3_44c__2,-9.589521669,-1.9188125005
hot_tale__hot_ale4_30c__1,-2.8464965265,-1.0950465365
hot_tale__hot_ale4_30c__2,-2.9722223444,-1.0898842495
hot_tale__hot_ale4_37c__1,-6.7914747676000005,-0.8468642795
hot_tale__hot_ale4_37c__2,-6.7635350521,-0.8530882915
hot_tale__hot_ale4_44c__1,-10.3324092098,-1.3084884405000001
hot_tale__hot_ale4_44c__2,-10.4221132688,-1.5393135715000001
hot_tale__hot_ale8_30c__1,-0.0744268894,-0.4705343635
hot_tale__hot_ale8_30c__2,0.2659681433,-0.4617203185
hot_tale__hot_ale8_37c__1,-2.3330039588,-0.6279131085
hot_tale__hot_ale8_37c__2,-3.035660604,-0.6415522635
hot_tale__hot_ale8_44c__1,-9.4706569565,-0.9966985845
hot_tale__hot_ale8_44c__2,-9.2613906533,-1.0112710015
hot_tale__hot_ale9_mid_30c__1,-3.4141252964,-1.1369458245
hot_tale__hot_ale9_mid_30c__2,-2.9427420578000003,-1.0361356365
hot_tale__hot_ale9_30c__1,1.8556230789,-0.6758684765
hot_tale__hot_ale9_30c__2,1.9454722193,-0.5714206795
hot_tale__hot_ale9_mid_37c__1,-5.1901074322,-1.0376375975
hot_tale__hot_ale9_mid_37c__2,-5.5457466422,-1.0129896355
hot_tale__hot_ale9_37c__1,-3.9201268174,-0.9191657965000001
hot_tale__hot_ale9_37c__2,-4.3266283593,-0.9635559705000001
hot_tale__hot_ale9_mid_44c__1,-9.8892243479,-1.2894619675
hot_tale__hot_ale9_mid_44c__2,-9.8972290534,-1.6314126155
hot_tale__hot_ale9_44c__1,-10.0537605384,-1.3199627745
