,A,Fnr,Fur,NagC
mazF_ribo__mazF_mrna_5m__2,-0.17736272960000002,0.7943170451,0.33762542170000004,0.5220536202
mazF_ribo__emptyvec_total_5m__1,5.2262801544,0.0022417352,-0.5572092047,-0.28835563740000003
mazF_ribo__emptyvec_total_5m__2,5.1684241529,-0.1816462398,-0.39257460380000003,-0.30859583
mazF_ribo__mazF_total_60m__1,5.1727102275,0.3641228837,-0.8989849205,0.47550454750000004
mazF_ribo__mazF_total_60m__2,4.3894202983,0.46529772480000003,-0.7636697935000001,0.35914804710000003
mercury__ctrl_t00__1,0.9394179933000001,0.0143233844,0.0927023869,-0.07780722300000001
mercury__ctrl_t10__1,1.8618471192000001,-0.5673512663,-0.0826617157,-0.0679480266
mercury__ctrl_t30__1,2.5377681555000002,-0.9106348201000001,-0.2859155053,0.3012816942
mercury__ctrl_t60__1,3.2252567768000002,-0.7654763169000001,0.1679158889,0.6471607349
mercury__hg_t10__1,0.169637731,0.10413819610000001,3.3996653497000002,0.4830495536
mercury__hg_t30__1,-0.9027012569,0.1963005887,3.1858707942,0.9615755846
mercury__hg_t60__1,-0.595916027,0.5268947778,1.9707808097,0.9884820055
mercury__pma_t10__1,-0.606559756,-0.0169749804,0.5033514651000001,-1.7535600693000002
mercury__pma_t30__1,0.8663228494,0.1514677783,0.5629757696000001,-1.3108494062
mercury__pma_t60__1,0.8537320178000001,0.0907918983,-0.010079548300000001,-0.0104752093
mercury__ctrl_t00__2,-0.5394000108,-0.0046689013,-0.059457293300000005,0.026860301700000002
mercury__ctrl_t10__2,2.1538124277,-0.426649692,-0.1178442641,-0.1049925444
mercury__ctrl_t30__2,3.1918515212,-1.0217004236,-0.11161356210000001,0.4953268162
mercury__ctrl_t60__2,2.4253539208,-0.7745977194,0.1853913565,0.8346245204
mercury__hg_t10__2,0.1438163811,0.1257959895,3.383076418,0.6075146243
mercury__hg_t30__2,-0.8916309078,0.1732554926,2.8801164250999998,0.8869648945
mercury__hg_t60__2,-0.060108156600000004,0.4697261488,0.455120672,0.2024330979
mercury__pma_t10__2,-0.25341549550000003,-0.11645100400000001,0.4480935964,-1.5999229885
mercury__pma_t30__2,1.4989668282,0.1571979088,0.6572227163000001,-0.8331875274
mercury__pma_t60__2,1.2115661566,-0.6415963887,-0.2141227373,0.0332687209
mercury__ctrl_t00__3,-0.40001798250000004,-0.0096544831,-0.033245093600000004,0.0509469213
mercury__ctrl_t10__3,1.5082550999,-0.3169365246,-0.1814435534,-0.0438646424
mercury__ctrl_t30__3,2.5174495813,-0.748058828,-0.0480254837,0.574569082
mercury__ctrl_t60__3,1.9397852371000002,-0.642971501,0.1298877087,0.6475582016
mercury__hg_t10__3,1.5058107413,0.1558185043,3.7262191745,0.703588513
mercury__hg_t30__3,0.7823143673,0.1043121531,3.2436103651,0.6867421515000001
mercury__hg_t60__3,-0.6956190854000001,0.6420763381,0.9091676639,0.5890126539
mercury__pma_t10__3,-0.4261943667,-0.1316689648,0.5891980126,-1.5670979024
mercury__pma_t30__3,0.8556054228000001,0.09705247630000001,0.7505394546,-1.0426356868
mercury__pma_t60__3,0.7529025330000001,-0.6977402275,-0.2263350633,0.25334640880000003
ml_abx__az_lolcde__1,0.9475826625,-0.7516619417,0.2288743473,0.3221756344
ml_abx__az_lolcde__2,-1.7251720507,-1.1496425843,0.15383448430000002,0.0502507278
ml_abx__az_lolcde__3,-1.8510536029,-0.9921913121,0.6321167959,-0.27614491680000003
ml_abx__b01__1,-0.47031120940000004,0.006689497000000001,0.1336804095,-0.1291538956
ml_abx__b01__2,-0.4331793041,0.078838191,0.1757333109,-0.0302591538
ml_abx__b01__3,-1.0514192447,0.0518871206,0.2463860129,-0.08594941140000001
ml_abx__cro__1,0.9174769536,-0.1923720784,0.1492344216,0.4897173219
ml_abx__cro__2,-1.8754461383,-0.0085819389,0.0506676665,0.032554089
ml_abx__cro__3,-1.8082783669,-0.0053562109,0.022315715200000003,-0.22094729740000002
ml_abx__chl__1,0.38240266770000003,-0.6587832035,-0.23071257420000002,-2.3692359081
ml_abx__chl__2,0.3466823304,-0.9242868331,-0.20598152500000003,-2.5313509940000003
ml_abx__chl__3,-0.1058085302,-0.7405011435000001,-0.28143135880000003,-2.7165949758
ml_abx__cip__1,-1.3199656230999999,-0.1190072798,0.2868830637,0.0330675075
ml_abx__cip__2,-2.9097527564,-0.0044759721,0.020056645300000002,-0.0898064054
ml_abx__cip__3,-3.618366533,-0.06839568160000001,-0.0992733982,-0.5013427962
ml_abx__clr__1,-1.6808931966,-0.49915717730000003,1.2179932876,-0.6533977718
ml_abx__clr__2,-1.5465112448,-0.9562176016,1.1433120981,-0.7076251519
ml_abx__clr__3,-1.5912734373,-0.8397931040000001,0.8443918378,-0.8294944737000001
ml_abx__cst__1,0.4718355227,-0.6163406841,0.2641742029,0.1619420037
ml_abx__cst__2,-1.4347476682,-0.6206016748000001,-0.0326949946,-0.08504903200000001
ml_abx__cst__3,-1.1363403953,-0.5586389879,0.1888307462,0.004563013
ml_abx__ctrl__1,2.5721122444,-0.1166496013,0.0899215933,0.3540740518
ml_abx__ctrl__2,2.7986046350000002,-0.051026380600000004,0.1494902706,0.2892338136
ml_abx__ctrl__3,-1.3209064961,-0.1833504845,-0.015321880400000001,0.002591529
ml_abx__ctrl__4,-1.5895129177,0.0806954445,0.0883796151,0.0298467218
ml_abx__ctrl__5,-1.2089560138,0.0191679243,-0.12380384950000001,-0.3158829271
ml_abx__ctrl__6,-1.2513414518000001,0.2511630976,-0.1886657492,-0.35986318910000004
ml_abx__dox__1,-1.0093774173,-0.7860369249,0.2426361995,-0.8483788859
ml_abx__dox__2,-1.6855035193,-1.2163194972,-0.0701787857,-0.8710493652
ml_abx__dox__3,-1.285043392,-0.8969322540000001,0.0334386968,-0.9514102948000001
ml_abx__glob__1,0.3908913075,-1.3651194326,0.1177516485,0.2010284524
ml_abx__glob__2,-2.182516958,-1.2914137657,0.09499743590000001,0.06295168150000001
ml_abx__glob__3,-1.5461432266,-1.0983352413,-0.14368491120000002,-0.153712451
ml_abx__lvx__1,-0.5833261593,-0.0289735559,0.2179172883,0.1794791296
ml_abx__lvx__2,-3.9228320278,0.18845651800000002,0.2636972152,-0.14936038070000002
ml_abx__lvx__3,-4.1704262645,0.053335694100000004,0.3180531789,-0.2443261042
ml_abx__mec__1,0.8469251202,-0.2293278892,0.20713758740000002,0.36094300630000004
ml_abx__mec__2,-1.5915731072,-0.0863974743,0.125630707,0.0387955334
ml_abx__mec__3,-1.6036968412000001,-0.10364660020000001,-0.0563615484,-0.12642588100000002
ml_abx__mem__1,2.6664447863,-0.1980404688,0.21462762400000002,0.6253498625
ml_abx__mem__2,-0.9353737265000001,0.19654594220000002,0.19092457200000001,0.1441103179
ml_abx__mem__3,-0.7972301386,0.39531110950000004,0.0449607036,-0.29303739100000004
ml_abx__nit__1,-2.0732978112,1.1258775551,0.9829072847,-0.47230728850000003
ml_abx__nit__2,-1.5544118024,1.354755592,0.9413016612,-0.1250989824
ml_abx__nit__3,-1.2176024864000001,1.3452369068,1.1316220863,-0.4926230126
ml_abx__ntx__1,-2.7379346097,-0.5519501863,0.48914257990000004,0.020188908000000002
ml_abx__ntx__2,-1.9199312593000002,-0.7382328027,0.4532929355,0.2846672766
ml_abx__nor__1,-1.797131849,0.3269633085,0.4487668037,0.0325131501
ml_abx__nor__2,-3.8655797485,0.189146892,0.31102127960000003,-0.0524203949
ml_abx__nor__3,-4.8123942733,0.257646025,0.2608522524,-0.31456200160000003
ml_abx__pb__1,0.6647912574,-0.7179253264000001,0.18203590800000002,-0.0133402124
ml_abx__pb__2,-1.8346143582,-0.5924204416000001,0.1732645273,-0.0058732307
ml_abx__pb__3,-0.8520735643,-0.8001687414,0.11551215440000001,-0.026969835
ml_abx__tmp__1,-0.9550847652000001,-0.2532161449,0.0171171344,-0.2093999145
ml_abx__tmp__2,-3.1997596979,-0.6214561914,-0.17043889850000002,-0.8173381175000001
ml_abx__tmp__3,-4.3477827071,-0.6251811719,-0.6714681673,-1.150657501
mut_abx__del_mutS_000nor__1,-0.7205874254,0.0970123236,-0.1518108497,-0.0788636986
mut_abx__del_mutS_000nor__2,-0.023103055600000002,-0.2186048391,0.0738207052,-0.0926818496
mut_abx__del_mutS_000nor__3,0.743690481,0.1215925154,0.0779901445,0.1715455482
mut_abx__del_mutS_125nor__1,0.1794336846,-0.0278850961,-0.1562770158,0.0791386298
mut_abx__del_mutS_125nor__2,-0.7761832948,0.0976449876,-0.2450925002,0.0096346046
mut_abx__del_mutS_125nor__3,-0.6799922519,0.24585199270000002,-0.1646491461,-0.0597081396
mut_abx__del_mutS_250nor__1,0.1835536304,-0.012723672200000001,-0.39275734630000003,0.0889883823
mut_abx__del_mutS_250nor__2,0.5265448795000001,-0.1427372924,-0.26538459999999997,0.0746310049
mut_abx__del_mutS_250nor__3,0.09073898400000001,0.1642186103,-0.24169628840000001,-0.3817194682
mut_abx__del_mutS_375nor__1,2.0117306852,0.304930242,-0.0687470069,0.03654992
mut_abx__del_mutS_375nor__2,2.716988956,0.47015486110000004,-0.061359125300000004,0.0981160321
mut_abx__del_mutS_375nor__3,1.9925033288,0.3298855515,-0.0346907376,0.1334099212
mut_abx__del_mutS_500nor__1,2.5604471847,0.3784304416,0.1117702507,0.12681339800000002
mut_abx__del_mutS_500nor__2,2.6670477268,0.4791398864,0.0287064543,0.2409600593
mut_abx__del_mutS_500nor__3,3.0006222503,0.023032378500000002,-0.1613332347,0.1753054021
mut_abx__del_mutS_625nor__1,2.5564987165,-0.6495468024000001,-0.124783744,0.5744425980000001
mut_abx__del_mutS_625nor__2,2.7888831716,0.1293026924,0.2568776394,0.4044277039
mut_abx__del_mutS_625nor__3,3.3952916118,0.43389779580000004,0.32064338870000003,0.340274065
mut_abx__del_mutS_750nor__1,2.7479485472,0.4700040541,0.259030313,0.2422209514
mut_abx__del_mutS_750nor__2,3.3437098012,0.5893872825,0.1942796936,0.6407972846000001
mut_abx__del_mutS_750nor__3,2.8702645143,0.3831052922,0.44873329500000003,0.3841535075
mut_abx__del_mutS_875nor__1,2.5690191709,0.3295755399,0.3390437364,0.32273006860000003
mut_abx__del_mutS_875nor__2,3.3620644245999998,0.6226805845,0.3462927967,0.44744755680000003
mut_abx__del_mutS_875nor__3,3.4979350242000002,0.2557763552,0.1486651911,0.4221168698
nit_yeaG__wt_Nminus__1,-2.4761460171,0.4613139096,-0.48409435100000003,0.0949170596
nit_yeaG__wt_Nminus__2,2.4761460171,-0.4613139096,0.48409435100000003,-0.0949170596
nit_yeaG__wt_Nplus__1,-4.635903011,-2.2304418322,-0.5938776323,1.5853890093
nit_yeaG__wt_Nplus__2,-3.9027267619,-1.6713529146,0.5599378001,1.265052596
nit_yeaG__del_yeaG_Nminus_24h__1,-0.6924089119,-2.237945271,-0.9299920135,0.9010431702
nit_yeaG__del_yeaG_Nminus_24h__2,0.9105224783,-1.4605007973,0.6615366652,1.3180772801
nit_yeaG__del_yeaG_Nminus_24h__3,1.452838351,0.2189535879,0.1362880034,1.2966202502
nit_yeaG__del_yeaG_Nminus__1,-0.702537744,-0.0005819889000000001,-0.2899407812,0.30020735330000003
nit_yeaG__del_yeaG_Nminus__2,1.769873642,-0.5928889711,0.2762144968,-0.1472444671
nit_yeaG__del_yeaG_Nplus__1,-4.1021582764,-2.2505650014,-0.7623408607000001,1.8767604615
nit_yeaG__del_yeaG_Nplus__2,-3.3366382064,-1.8635784236,0.2250681098,0.9560465314000001
opex__amp__1,-1.0848175091,-0.1487251704,0.1359363488,0.3733140721
opex__amp__2,0.1501295017,-0.0909383045,-0.0707151431,0.08898850850000001
opex__amp__3,-2.371807659,-0.2760567605,0.052548127900000005,0.16101016340000002
opex__bak_amp__1,-2.481765817,-0.1280048182,0.3184006643,0.2036102807
opex__bak_amp__2,-3.6225214257,-0.1696651311,0.2559502074,0.0464659173
opex__bak_amp__3,-3.0558697808,-0.0297308013,0.0986937291,0.054183858
opex__bak_kan__1,-3.4523118404,-0.053151654300000004,0.13942799790000002,0.0344393442
opex__bak_kan__2,-2.7724316916,-0.0899749167,0.2976022754,0.018040718100000002
opex__bak_kan__3,-3.5456112758,-0.0735199011,0.2416688798,0.036267186800000004
opex__bak_nor__1,-3.9041755658,-0.2236606787,0.17019762360000001,-0.006234298300000001
opex__bak_nor__2,-2.2937391745,-0.1867183711,0.2515779446,-0.0616207837
opex__bak_nor__3,-3.740502588,-0.14437137800000002,0.1568938826,-0.0327269508
opex__bak_rif__1,-2.5034903848,-0.6167399560000001,0.3830084036,-0.2155421518
opex__bak_rif__2,-2.9236300980000003,-1.1151788445,0.39730533030000004,-0.2249083143
opex__bak_rif__3,-1.8555832427,-0.9311711183,0.4690726014,-0.1595602864
opex__chx_amp__1,-0.6453214628,-0.0517356156,0.0813256557,0.10442684
opex__chx_amp__2,-0.2135264157,-0.0990943314,-0.0335533492,0.1037122025
opex__chx_amp__3,-0.1456797607,-0.1046609936,0.0429091344,0.0002911518
opex__chx_kan__1,-2.0648023797,-0.09648473540000001,0.08905094870000001,0.0800920616
opex__chx_kan__2,-0.5292735601,0.0077388532000000005,0.20281612070000002,0.0700443313
opex__chx_kan__3,-0.1022443328,0.1446998301,0.1487795312,-0.013968339500000001
opex__chx_nor__1,-1.344623238,-0.0676566085,0.1379407292,-0.0179739997
opex__chx_nor__2,-1.017314633,-0.0947589315,0.168059121,-0.09625947600000001
opex__chx_nor__3,-2.6917905347,-0.17706263290000002,0.1775323335,0.0763024643
opex__chx_rif__1,-1.123526367,-0.0700382621,0.1776090405,0.1277448964
opex__chx_rif__2,-0.8968596118000001,-0.0337101482,0.0219491014,0.1282206606
opex__chx_rif__3,0.31502831670000003,-0.022135684500000002,0.1319624597,-0.0079551407
opex__ctrl__1,-0.2941221249,-0.025180377900000002,-0.0521755302,-0.039434212
opex__ctrl__2,-0.043180782200000004,0.0196182562,0.0304062543,0.0047349475
opex__ctrl__3,0.3373029071,0.0055621217,0.0217692759,0.0346992645
opex__etoh_amp__1,1.5055343559,0.2377297239,0.29723407160000004,0.12134712980000001
opex__etoh_amp__2,1.4007058599,0.1053728839,0.26838891470000004,0.1299608428
opex__etoh_amp__3,0.9242449804,0.13610910980000002,0.3386183709,0.1692410023
opex__etoh_kan__1,1.1751413706,0.025329637500000002,-0.0586878417,-0.0188506889
opex__etoh_kan__2,1.1968037524,0.0844512438,0.0972877197,0.0066668359
opex__etoh_kan__3,0.6468470877,0.2984237408,0.2542786855,-0.0003937524
opex__etoh_nor__1,1.1469544434,0.2674526115,0.2589247859,0.058163521
opex__etoh_nor__2,0.8313708008,0.1119558293,0.2023871321,0.0427233536
opex__etoh_nor__3,-0.1317036438,0.188759698,0.3581908904,0.010043644400000001
opex__etoh_rif__1,1.1875613373,-0.2067728977,0.3308437092,-0.4017999897
opex__etoh_rif__2,1.4981553018,-0.3449538552,0.1338689625,-0.3088540407
opex__etoh_rif__3,0.9996216968,-0.3120295367,0.3712180808,-0.3808667187
opex__glual_amp__1,-2.23094855,-0.027405716700000003,0.08590159950000001,0.3800373188
opex__glual_amp__2,-2.1069097917,-0.0465774128,0.1618007347,0.46714323620000003
opex__glual_amp__3,-1.3592617119,-0.011465278800000001,0.2301436571,0.4589550853
opex__glual_kan__1,-2.7679830416,0.1627377317,0.27031811170000003,0.1576507747
opex__glual_kan__2,-2.1105989251,0.1185396816,0.315713524,0.2923478035
opex__glual_kan__3,-1.930790461,0.0651542921,0.054044879600000005,0.1420163159
opex__glual_nor__1,-2.576492736,-0.0607674478,0.2037969311,0.1663074985
opex__glual_nor__2,-2.2937480183,0.057061250800000005,0.2486948028,0.22605041720000002
opex__glual_nor__3,-2.1685075412,-0.0643940694,0.35357007020000003,0.026149930300000002
opex__glual_rif__1,-3.0732570024,-1.1116646146,0.44694106400000005,-0.4758139756
opex__glual_rif__2,-2.6754670332,-1.0265227505,0.40882101740000004,-0.6469436568
opex__glual_rif__3,-2.8818877492,-1.3311193672,0.610208128,-0.45343113490000003
opex__h2o2_amp__1,-2.112479948,-0.4733856206,-0.0954137198,0.2528110856
opex__h2o2_amp__2,-2.0390150996,-0.24088744950000002,0.0080439766,0.2756244131
opex__h2o2_amp__3,-2.1616914185000002,-0.28051081510000003,-0.08211116,0.2762146397
opex__h2o2_kan__1,-2.0766544616,-0.1835021285,-0.0206487591,0.0032002632
opex__h2o2_kan__2,-2.039395427,-0.28643549630000004,0.07304010300000001,0.028931836000000002
opex__h2o2_kan__3,-2.8022631285,-0.4216527009,0.0439025753,-0.0232380686
opex__h2o2_nor__1,-2.300940855,-0.35515227,0.0322981352,-0.1212561444
opex__h2o2_nor__2,-2.8354266073,-0.32033416400000003,0.0567085372,0.0232677643
opex__h2o2_nor__3,-2.6942699314,-0.415150338,-0.0704860513,-0.043192301700000005
opex__h2o2_rif__1,-2.200220923,-1.4756556003,-0.0052673428,-1.2028394709
opex__h2o2_rif__2,-2.177468958,-1.6500959378000002,-0.0042838209000000006,-1.0622536252
opex__h2o2_rif__3,-1.6046058083,-1.8451218536,0.1256668229,-0.6645300471000001
opex__ippoh_amp__1,0.2580195144,0.3719460074,0.4198018726,0.1579732002
opex__ippoh_amp__2,0.1365797236,0.3110652578,0.3500464694,0.155960584
opex__ippoh_amp__3,0.1092073204,0.3040292092,0.26966922600000004,0.20026037870000002
opex__ippoh_kan__1,-0.0182030551,0.2289533107,0.1783925317,-0.1261710857
opex__ippoh_kan__2,-0.0012494527,0.2478528718,0.1889606047,0.0483260368
opex__ippoh_kan__3,-0.1364568186,0.0858824131,0.2973344089,0.0466622078
opex__ippoh_nor__1,0.5903555614,0.27347030380000004,0.2836283717,0.1486396575
opex__ippoh_nor__2,1.0282130376,0.0774392036,0.0982060688,-0.0726853829
opex__ippoh_nor__3,-0.5305828235,0.2005616522,0.3438718201,0.0600683044
opex__ippoh_rif__1,-0.0096810895,-0.4158334091,0.4344358743,-0.3280113463
opex__ippoh_rif__2,-0.0346687384,-0.3722936725,0.3454512654,-0.5325907878
opex__ippoh_rif__3,-0.2531817193,-0.42089403400000003,0.3264335088,-0.4253608144
opex__kan__1,-0.6139543215000001,-0.11989154410000001,-0.2643324635,-0.0048245619000000005
opex__kan__2,0.3667118025,-0.0848320095,-0.2845350404,0.0477222698
opex__kan__3,-0.1044953087,-0.11955097120000001,-0.0378674357,0.0212874105
opex__nor__1,0.2727830891,-0.1336187399,-0.2023536359,-0.07886346150000001
opex__nor__2,-0.3899031047,-0.0926609917,-0.2394940166,0.012249769
opex__nor__3,0.0911347073,-0.10936016300000001,-0.2135837721,0.0013973842
opex__paa_amp__1,0.6158612037,-0.065183774,0.1029257128,0.1667205738
opex__paa_amp__2,-0.8567590367,-0.0738108947,0.0849866742,0.1679454988
opex__paa_amp__3,0.3762285462,-0.0797459933,0.0009645803,0.0531480126
opex__paa_kan__1,-1.9536010618000001,-1.2684068936,0.4734859575,-0.5089106795
opex__paa_kan__2,-2.6578146808,-1.3466269961,0.6593743858000001,-0.4785625334
opex__paa_kan__3,-0.7127867254,-1.242596619,0.37009724660000004,-0.580343928
opex__paa_nor__1,-1.2135691936,-0.049027261600000004,0.05733968800000001,0.3823144986
opex__paa_nor__2,-0.5603365091,-0.0179690197,0.0614671909,0.0392043314
opex__paa_nor__3,-1.5297257144,-0.0730684388,0.2214242788,0.3110995442
opex__paa_rif__1,-1.1670305415,-1.3256091077,0.4251691741,-0.6811308656
opex__paa_rif__2,-1.3276117656,-1.3711527518,0.4764180186,-0.5451434336000001
opex__paa_rif__3,-0.9118456648000001,-1.3257145526,0.3517246245,-0.7441104423
opex__phenol_amp__1,-1.3015228537999999,-0.3358632838,0.38550383060000004,-0.1177010894
opex__phenol_amp__2,-1.5730171113,-0.3109811413,0.44088182340000004,0.1889488739
opex__phenol_amp__3,-2.2270218166,-0.21339284930000002,0.4867509269,0.0278831319
opex__phenol_kan__1,-2.0343375862,-0.2874889167,0.5069298493000001,-0.147389396
opex__phenol_kan__2,-1.4126534168,-0.24577849610000002,0.564190604,0.0525495724
opex__phenol_kan__3,-1.6930001288,-0.212727258,0.513416873,-0.0356683863
opex__phenol_nor__1,-2.6519200396000002,-0.0939896741,0.2867760791,0.09704822980000001
opex__phenol_nor__2,-1.3089091217,-0.1553777519,0.5657372067,0.0717597787
opex__phenol_nor__3,-2.8386562727999998,-0.1881061211,0.3275476928,0.0848461831
opex__phenol_rif__1,-1.1069362112,-1.4714452630000001,0.5044380074,-0.5922904487
opex__phenol_rif__2,-1.66575024,-1.9043696117,0.7557347315,-0.5096023477
opex__phenol_rif__3,-1.2129412531,-1.5142838902,0.6522747358000001,-0.709705437
opex__pvpi_amp__1,0.5540794689,-0.0855962302,0.071788535,0.2049979372
opex__pvpi_amp__2,-0.09278195610000001,-0.20473712260000002,0.015324268200000001,0.1486238628
opex__pvpi_amp__3,-0.0008421253,-0.232126876,0.0870406413,0.1970118667
opex__pvpi_kan__1,0.0829348114,-0.1491594181,0.067835879,0.0060247202
opex__pvpi_kan__2,0.528413495,-0.057445991,0.0458843643,-0.1081844461
opex__pvpi_kan__3,0.2786568655,-0.007572258,-0.1132717149,-0.0848714736
opex__pvpi_nor__1,-0.6743273032,-0.23662909640000002,0.0142079396,-0.1368457328
opex__pvpi_nor__2,0.1632966119,-0.2137065217,0.0082685993,-0.0128192631
opex__pvpi_nor__3,0.2157024831,-0.1878706873,-0.11296414290000001,0.0452450631
opex__pvpi_rif__1,-1.7317610664,-1.7263115554000001,0.6241482954,-0.8089723654000001
opex__pvpi_rif__2,-1.7180311541000002,-1.5438332809,0.5088782389000001,-0.8160889560000001
opex__pvpi_rif__3,-0.8393902344,-1.6333029250000002,0.45404254050000004,-0.7067791399000001
opex__rif__1,-2.1454445869,-1.6022434119,0.39571540400000005,-0.6792912838
opex__rif__2,-0.9381061889000001,-1.5719065706,0.370476766,-0.7204715462
opex__rif__3,-1.2843011165,-1.5849862387,0.3613588748,-0.7542479990000001
opex__naocl_amp__1,1.4798516471,-0.20329683540000001,0.1717531987,0.4254379721
opex__naocl_amp__2,1.4338302614,-0.1970135493,0.1655967354,0.3795817615
opex__naocl_amp__3,1.8852494703,-0.21893380140000002,-0.049765199600000004,0.2575446645
opex__naocl_kan__1,1.3472691215,-0.16718556510000002,-0.026875966,-0.1336976604
opex__naocl_kan__2,1.2426856015,-0.0667269998,-0.0307080308,0.0822265487
opex__naocl_kan__3,1.2979066298,-0.4111659637,0.0786305954,-0.06621469120000001
opex__naocl_nor__1,1.1708069945,-0.31117580580000004,-0.13334692280000002,-0.0018713111
opex__naocl_nor__2,1.4598134758,-0.3408750725,-0.2174023552,-0.24320584280000002
opex__naocl_nor__3,0.9795867537,-0.2263890443,0.0035673533,-0.1600941586
opex__naocl_rif__1,-0.3519171226,-1.9176765598,0.5935408345000001,-0.3822111506
opex__naocl_rif__2,-0.9601328862,-2.0005578852,0.6520761015000001,-0.4234782749
opex__naocl_rif__3,-1.1162951419,-1.6690285604000001,0.5484919512,-0.4400624648
phage_lysogen__wt_ctrl__1,-0.2368251875,0.3179345689,0.0247877809,-0.3182022048
