,A,ArcA,PdhR,Fur,Fis,Fnr
SRX7656140,1.9476169520000002,-0.38204602730000004,0.2604917598,0.0786305954,0.2889994125,-0.4111659637
SRX7656141,1.8182889527000001,-0.3324084704,0.12693378830000002,-0.13334692280000002,0.3265769888,-0.31117580580000004
SRX7656142,2.1980540566,-0.38286241060000004,0.3295489646,-0.2174023552,0.207254134,-0.3408750725
SRX7656143,1.2239984465,-0.26085353170000003,0.3602680023,0.0035673533,0.7210841665000001,-0.2263890443
SRX7656144,-0.1650654625,-0.2339598869,-0.4766555048,0.5935408345000001,1.769784875,-1.9176765598
SRX7656145,-0.814999416,-0.2886403155,-0.6363888374000001,0.6520761015000001,1.7030705576,-2.0005578852
SRX7656146,-0.2931614323,-0.1376267776,-0.33123118300000004,0.5484919512,1.7906398595000002,-1.6690285604000001
SRX5388319,-0.7212006656000001,-0.21440200510000001,-0.1146587357,0.0247877809,0.3462066548,0.3179345689
SRX5388320,-0.8163305672000001,-0.1576300118,-0.0219352956,0.10129222930000001,0.1500091676,0.18223048190000002
SRX5388321,1.5375312328000001,0.37203201690000004,0.1365940313,-0.12608001030000002,-0.4962158223,-0.5001650508000001
SRX5388322,0.7539204187,-0.1497389388,1.6234206507,0.0261300852,0.6240327585000001,0.5251016409
SRX5388323,2.3262346906999998,-0.0369705902,1.63435679,-0.2357417406,0.15761307630000002,0.1786556813
SRX5388324,4.0137647109,0.7431410647000001,0.9961598067,-0.11172997400000001,-1.0796243875,-0.6112737865
SRX5388325,0.4148469732,-0.2876900969,1.2948825118,0.12206482340000001,0.5387312161,0.5262288232
SRX5388326,3.9784327483,0.2433380028,1.649567114,-0.1865386931,-0.4798199603,-0.2727957778
SRX5388327,3.7568952902,0.8701147989,0.6897126693,-0.0857558274,-1.3796729212,-0.6946207608
SRX8708326,-0.2373349082,0.21438425600000002,0.9398959388,0.384378192,-0.5986132886000001,-0.119554107
SRX8708328,-1.2834256079,-0.30035051360000004,1.3701338695,0.0258303045,0.9678712744,-0.3170220687
SRX8708335,-0.6569788782,-0.140268331,-1.0911545,0.014597324200000001,-0.0467544987,0.4426468001
SRX8708336,0.88280528,0.2020150476,-0.3565766842,-0.008780534900000001,-0.4961688642,-0.005799319900000001
SRX8708337,1.0575992061,0.238603797,0.0775973147,-0.031647093700000004,-0.4249479114,-0.1198254115
SRX8708338,-0.1246652755,-0.6188908344,0.5915734272000001,0.0224076759,0.2235366648,0.4505488275
SRX8708339,0.0296227895,-0.5476349758,-0.569726411,-0.0667144574,-0.17320149510000002,0.2816095837
SRX8708340,0.8791445683,-0.5547466482,0.21270756940000002,-0.1718003543,-0.3976694403,0.2166968225
SRX8708365,-0.8055278497,0.39890568,0.3444138994,0.8038488672,-0.271260151,1.4108055474
SRX8708366,-0.7404411323000001,0.4232890375,0.2947014692,0.8279754536,-0.3856698168,1.4817713212
SRX8708368,-0.6679453795,0.4018782829,0.3334626639,0.8274993502,-0.3748424758,1.4869945274
SRX8708369,0.34165207950000004,0.039621208500000005,-1.5148233138,0.0507931082,-0.3368956211,0.3310877378
SRX8708370,-1.3555159497,0.2716691263,-1.8215704564,0.0712863879,-0.6195434666,0.3901382749
SRX8708371,1.5393226993,0.0246632748,-0.783612406,0.0650255462,-0.5305273591,0.0408617343
SRX4166001,0.0686951707,0.0448693536,-0.057494503700000005,0.0172266079,0.0090743764,-0.0814799261
SRX4166002,-0.1259649583,0.0930905695,0.0058796789,-0.2152381874,-0.1474606062,-0.2479318523
SRX4166003,0.057269787600000004,-0.1379599231,0.0516148248,0.1980115795,0.1383862298,0.3294117784
SRX4166004,0.5554376885,-0.5457864885,0.6930755289,0.2886490177,0.0958843592,0.47526292600000003
SRX4166005,0.4914647002,-0.4753633935,0.5440063453,0.20995506790000001,-0.1943269192,0.399529935
SRX4166006,-0.5334216131,-0.19267576560000002,0.6381492693,0.4733560174,-0.5633154372,0.4636494588
SRX4166007,-0.0045441111000000005,0.2041435115,0.8302530648,0.5465696250000001,0.34932742110000004,0.4731850638
SRX4166008,-0.5621649506,0.27431298800000004,0.2955423031,0.2183101805,0.052595198100000004,0.10933264640000001
SRX4166009,0.0450603723,0.22746084330000002,-0.1060344284,-0.08858192620000001,0.13483453310000001,-0.3342927867
SRX4166010,-0.7799194963,-0.4405345269,0.0467260502,0.0971746414,0.3732131782,0.12056433700000001
SRX4166011,-0.1338725841,-0.2830870253,0.2865856167,0.2234349686,-0.2646294097,0.29229301500000004
SRX4166012,-1.3677600116,-0.3873081933,-0.006106221,0.4094950985,0.1507713049,0.23799157110000002
SRX5000481,1.0416360251,0.1620239536,0.2631377412,0.3319492005,0.1291562064,-0.0411554648
SRX5000482,1.2796171511,0.12471851810000001,0.1758591189,-0.1781107562,0.043625080100000005,-0.2025695905
SRX5000483,0.7729808476000001,1.3063350111,0.1701358282,0.5151213903,-0.5922833958,0.5362358304
SRX5000484,0.6068526080000001,1.0700722438,0.037765377100000004,0.2475446265,0.09290664450000001,0.4017882678
SRX5000485,1.3996715133,1.3110525301,-0.10110998580000001,0.48017774950000003,-0.5635506412,0.3807298423
SRX5000486,0.1000466264,1.4065528255,0.2196426662,0.5958911951,-0.435273085,0.5917958579
SRX5000487,-0.534614341,0.7048026657,-0.0087289935,0.40119977370000004,0.3457459599,0.5170737542
SRX5000488,1.0340643796,0.4601408712,-0.1149056011,0.1438335201,0.1662819322,0.3270566549
SRX5000489,0.8077436764,0.9813567482000001,0.057488204200000004,0.2497627678,0.0749518054,0.29859400950000003
SRX5000490,0.33864002400000004,1.0470302386,0.1308913924,0.2744733115,0.0533637204,0.4231736048
SRX5000491,0.5206054711,0.563147705,0.0331308791,0.13502734600000002,0.2156995827,0.46268946920000004
SRX5000492,1.2074509767000001,2.2553511942,-0.4565626156,0.42452142810000004,-3.4951634047,0.1092882143
SRX5000493,0.6446730302,1.453166348,-0.5205615095,0.3354448118,-0.9033991029,-0.1709551273
SRX5000494,0.23604167310000002,1.5121257571,-0.39819679950000003,0.3107677493,-0.8275438988,-0.1236654839
SRX5000495,1.1306679102000001,2.2442103555,-0.36211716860000004,0.356790296,-3.5074096086,0.2443210787
SRX5000496,0.7875275466,2.289547288,-0.2625087863,0.4054240998,-3.617631853,0.2046474319
SRX5000497,0.0323962141,0.07823853530000001,0.030206690600000002,0.0205316558,0.0360899349,0.0131317333
SRX5000498,-0.1625963469,-0.0595165218,-0.09314143130000001,-0.0190096937,-0.029779829400000003,0.0016198894000000001
SRX5000499,0.2563075066,1.4546496266,-0.33341664200000004,0.2981022161,-0.9816522696000001,-0.068830864
SRX5000500,0.1302001328,-0.018722013500000002,0.0629347407,-0.0015219621,-0.0063101055000000005,-0.014751622800000001
SRX5000501,0.2993415626,0.9007452943,-0.11362699570000001,0.08628390770000001,0.22240025600000002,0.2993968877
SRX5000502,0.11475329620000001,0.7772417636000001,-0.5034198376,0.2470247543,0.39208360540000003,0.2372887783
SRX5000503,-0.0142386853,0.8209610593000001,-0.1138625249,0.1595518025,0.351290906,0.2941459511
SRX5000504,0.8685962094,0.6236913775,0.0033938065000000003,-0.2264398864,-0.0958234418,-0.2101261882
SRX5000505,0.0226370249,0.6223916111000001,0.1191176037,-0.09949563310000001,-0.030740934100000002,-0.1270523133
SRX5000506,0.6274008262,0.5376040695000001,0.0512770657,-0.1196104189,-0.13959982170000002,-0.0790129266
SRX5000507,-0.8375838458,0.6762737721000001,0.0823205966,0.4373801833,0.5101882075,0.5584079094000001
SRX5000508,0.2715141031,0.201879105,0.08971894700000001,0.1262072072,0.1370520284,0.0044322814
SRX5000509,0.7356386333,0.45632683420000003,0.14116363410000002,-0.1486737443,-0.0668591941,-0.1535203644
SRX5000510,1.2490645201000001,0.44274077380000004,-0.05206677,-0.1779304032,-0.0222878479,-0.1989277479
SRX5000511,0.47099521190000004,0.5074049783,0.0034061392,-0.0382639589,-0.023639298700000002,-0.11060810300000001
SRX5000512,1.435175106,0.2066540851,-0.0631666563,-0.0411937017,0.1996762671,0.1314688236
SRX5000513,0.5489671325000001,0.321622073,-0.1406551091,0.2739500106,0.3180145914,0.1838631336
SRX5000514,0.6453063151,0.7557021915000001,-0.4373665116,0.0371068333,0.2575609265,0.1477637272
SRX5000515,0.49045160320000003,0.9368418241,-0.014424259,0.1333583925,0.2960840973,0.3884039694
SRX5000516,-0.0645177026,0.8506512747,-0.1435300655,0.1515123496,0.23211505100000002,0.3191821125
SRX4124772,0.2467765234,-0.8681587916,1.0501459605,0.4512532797,1.2948194296,0.7734956825
SRX4124773,0.0501884253,-0.7394498977,1.2791680349,0.5236134108,0.9923866048000001,0.7219430089000001
SRX4124774,0.10635472480000001,0.036210261300000005,0.1646330167,0.14282394210000002,0.0554789903,0.1790881402
SRX4124775,-0.10635472480000001,-0.036210261300000005,-0.1646330167,-0.14282394210000002,-0.0554789903,-0.1790881402
SRX5323946,-0.4339017793,-0.0387355869,0.0362648199,-0.015308413500000001,0.19299417030000002,0.12426001610000001
SRX5323947,0.4339017793,0.0387355869,-0.0362648199,0.015308413500000001,-0.19299417030000002,-0.12426001610000001
SRX5323948,-1.698626337,0.5055877661,0.47026510520000003,0.1560686645,-0.1566585705,0.6018622403
SRX5323949,-1.084665376,0.5518146645,0.7129142121,0.3285481067,-0.5234540044,0.6799802673
SRX5323950,-1.6951841668,0.1582199441,0.2936729611,0.11325362330000001,0.23512352620000002,0.3707996442
SRX5323951,-1.8487625107999999,0.0067155102,0.318514106,0.0334013566,0.31142464810000003,0.46834393950000003
SRX5323952,-0.4851463901,-0.20791819690000002,0.38198520700000005,-0.013677882700000001,0.0452058008,0.1720929292
SRX5323953,-0.6404242586000001,-0.19365682850000002,0.3867366775,0.021654259000000002,-0.4719622457,0.11808093680000001
SRX5323954,-1.7887292079,-0.082813973,0.6361076109,0.1105004462,-0.0963130764,0.3892559581
SRX5323955,-1.9903225048,-0.12364642190000001,0.528271797,0.2221131745,0.1438637236,0.2630490143
DRX093856,1.0709648831,0.0917961189,0.3694495956,-0.0135722037,0.32390488240000004,0.1685579585
DRX093857,-5.2387031363,0.43684676520000004,-2.3649231524,0.3639088357,-0.5137846317,0.6340361556
DRX093858,-5.1489881433,0.522254579,-2.8912821468,0.46095916610000004,-0.3017799452,0.5859364184
DRX093859,-3.1633685899,0.5563993884,-1.7185529373000001,0.054780729,0.0746564698,0.1388133504
DRX093860,-3.6592435586,-0.1029413869,-2.2066584834,-0.2305601965,0.6909678567,0.1720571806
DRX093861,-0.6864584582000001,-0.1427980245,0.2781989281,0.0766710869,0.05264703900000001,0.17014523580000002
DRX093862,-5.4936171461,0.3677988023,-2.8866792998,0.2410520917,-0.5430984053,0.4002211491
DRX093863,-5.5262811889,0.2865146461,-2.6859693133,0.5265766668,-0.18264780930000002,0.6187439533
DRX093864,-4.6252821858,0.8909108266,-1.5113441604,-0.0591346956,0.0924027817,-0.0231897728
DRX093865,-2.1677498609,-0.1946073646,-2.0909049824,-0.2366685024,0.9621512969,0.1774231919
DRX093866,-0.38450642490000003,0.0510019056,-0.6476485237,-0.0630988832,-0.3765519214,-0.3387031943
DRX093867,-5.6776575535,0.3482362634,-2.839578468,0.4567556532,-0.5471846868,0.6168372836
DRX093868,-4.2755840701,0.08828627160000001,-2.99300213,0.5495199907,0.48515093200000003,0.47221863690000004
DRX093869,-3.7284201535,0.467396951,-1.4986165035,0.0965942865,0.1266839205,0.1866437766
DRX093870,-2.2626711438,-0.11413830750000001,-1.9981626419,0.0011928343000000001,1.0602432242,0.5095188969000001
SRX6366242,-0.14692530950000002,-0.1525709423,0.0544026816,0.2385644646,-0.3118793136,0.1745111691
SRX6366243,0.178250224,-0.2339680777,0.154309774,0.2651047781,-0.2205822906,0.1781953679
SRX6366244,-0.0285523061,-1.9321320885,-1.2114928518,0.4663872294,-0.8193608079,0.6569750524
SRX6366245,0.1598996682,0.1425099832,0.2992570006,-0.09159513100000001,-0.5997014154,0.1787996128
SRX6366246,-0.1310898641,0.0276660196,0.1638216025,-0.1562409994,-0.0729656482,0.11778360900000001
SRX6366247,-1.2100405943,-1.7251881255,-0.9687919265,-0.1744467687,-0.5369566521,0.654130041
SRX6366248,0.19724624540000002,-0.2232967539,0.2904798623,0.1354312622,-0.0382048267,0.13318347290000002
SRX6366249,-0.3526848721,-0.3382124423,0.18743549410000002,0.1330388388,-0.0745687413,0.0482401603
SRX6366250,0.4832934391,-0.1024671756,-0.07302125670000001,-0.1456354572,-0.2022446518,0.1520617836
SRX6366251,0.9592194359,-0.2333492755,0.023447932600000002,-0.0876254857,-0.3069023796,0.022923051700000002
SRX6366252,0.0602384653,-0.0869106188,0.0519578133,0.0828667693,-0.042170493600000004,-0.012503975300000001
SRX6366253,-0.0602384653,0.0869106188,-0.0519578133,-0.0828667693,0.042170493600000004,0.012503975300000001
SRX254739,10.9133110986,-0.9591483862,1.4289022806,-0.168089178,2.3015311473,-0.5360698087
SRX254740,10.7958383411,-0.9069556407,1.7799826791000002,-0.13419593,1.9737251058,-0.1752285714
SRX254741,11.0223267009,-0.9805255295,1.5855547044,-0.317443947,1.9660711981999999,0.0422851349
SRX254742,10.8075396548,-0.9351694974,1.7552495536000001,-0.1434411907,2.016554287,-0.1848959024
SRX254743,10.933906135,-0.9049785276000001,1.6956511089,-0.3374009811,2.0244462644,-0.11445331630000001
SRX254744,11.0341323997,-0.9910953517000001,1.6760648071,-0.2019290032,1.9419073304,0.109365481
SRX254745,8.9965223681,-0.847915772,1.8657720802000002,-0.22028077880000002,1.8679287144,0.07952887700000001
SRX254746,9.4834549223,-1.0447402794,2.2629003848,-0.2093711345,1.2921998969000001,-0.1709218388
SRX254747,8.9915130528,-0.8083185378000001,1.8280298437,-0.25547021410000004,1.8917936764,0.1546433043
SRX254748,8.7546135569,-0.251267234,1.1972703604000001,0.3402097819,0.5395643603,0.24525902700000002
SRX254749,8.7378320922,-0.5238376862,1.0579016751,0.1365369576,0.9906916870000001,-0.0468967645
SRX254750,8.4250109602,-0.6034573715,1.2844676111,0.046635592600000005,1.3703669651000001,0.2451304448
SRX254751,9.1904831334,-0.3508205254,1.3154933822000001,0.5854160676,0.5734681935,0.3046829473
SRX254752,7.8834465715,-0.25833767490000004,1.5461188036,0.6623126723,0.2499518641,0.5800346571
SRX254753,8.1008839476,-0.2510583381,1.6010124884999999,0.6806358867,0.5164904485,0.41055047240000003
SRX254754,13.6204401198,0.6010919005,1.7309734632,0.07704349390000001,-0.582680288,0.3495013483
SRX254755,12.850101374,0.3757489328,1.906061974,-0.27857764160000004,-0.992035898,0.2135503367
SRX254756,11.586864409,0.46132468460000003,1.8249512691,-0.21983004590000002,-0.82092612,0.27022110390000004
SRX254757,12.6431690353,-1.0414098383,0.9985100808,-1.4102765824,1.1855093645,-0.5960188213000001
SRX254758,11.1996122463,-0.9159551937,1.7225481131,-0.8504578969000001,1.6497003332,-0.5153006611000001
SRX254759,10.3531470511,-0.9083989386,1.6422986370000001,-0.6682701253000001,1.5533210611000001,-0.7494009207
SRX254760,5.6735813779,-0.1170991074,1.4665898395,0.5350704592000001,1.0327964961,0.9373966127000001
SRX254761,7.5264998813,-0.39377184200000004,1.7112839384,0.597097529,0.6311239495000001,0.524749906
SRX254762,6.3929325922,-0.2477501017,1.4877842494,0.5921159826,0.8201260326,0.5390292830000001
SRX254763,11.4534436889,0.32667003380000004,1.5054717805,0.0749657382,0.23113696620000002,0.1927103994
SRX254764,10.7185871602,0.12583580960000001,1.7285077933,-0.2885777863,0.092688142,-0.2721809743
SRX254765,11.0275233012,0.1471643461,1.7672458628,-0.6326823181,0.1864078501,0.0942445324
SRX254766,10.9317203393,-1.0362206284,1.5981438753,-0.7862419488,1.3913280626,-0.5028454892
SRX254767,9.9670019536,-0.6122604305,1.4721483061,-1.0014739549,1.8801914265000002,-0.7619765309000001
SRX254768,9.919912678,-0.8550408235,1.4463156372000001,-0.9813072676000001,1.8233975957,-0.7772664028
SRX254772,5.2780891159,0.6630495898000001,-1.2005131549,0.1200522682,-0.2035763635,-0.1627574406
SRX254773,-0.3574617437,1.0630222116999999,-1.7277607393,0.41727216170000003,-0.997274482,0.1195934634
SRX254774,3.2738985682,0.9014951861,-1.2877311492999999,0.9563800054,-0.7825957539,0.585866443
SRX254775,1.9635995392,0.0964044275,-0.5199598885,0.1449418117,-0.1164091949,-0.2748920794
SRX254776,6.6500280363,0.17957707620000002,-0.9124400921,-0.1073948958,-0.4347953531,-0.023622468400000003
SRX254777,-5.399942478,-0.1063888255,-0.4614269375,0.1671469347,-0.6036823822,-0.0868330756
SRX254778,-3.7798724168,0.6193695864000001,-0.8574830407,0.7572765661,-0.5832233137,0.8093858327
SRX254779,0.1874389727,0.6065092066000001,-0.8556259795000001,0.6825968103000001,-0.5893179781,0.6000033542000001
SRX254780,0.9639099427000001,0.9798709129000001,-1.1978528895,0.9075159064,-1.3449960646,0.9300053628
SRX254781,-5.9667638592,0.8557101366000001,-0.6508426546,0.3460237611,-1.2967251452,0.3147084383
SRX254782,-5.0886359205,1.1863850382,-0.6814146871,0.8197420794,-1.5836493801,0.8163029064
SRX254783,-6.0383311195,0.5824803033,-0.5383696356000001,0.2031034452,-1.1114614148,0.4865455977
SRX254784,-6.4264580259,-0.3142659602,-0.13867432970000002,0.0281896127,-0.2708470256,-0.19694005890000002
SRX254785,-4.9319522633,0.0337538764,-0.3041984364,0.42966999380000004,0.1532474732,0.5357216237
SRX254786,-5.5801788801,-0.0101341902,-0.30928115700000003,0.7376004284000001,0.16940533800000002,0.471097539
SRX7136401,0.5225198694000001,-0.288400054,-0.1475036435,0.0144533035,-0.31751411490000003,-0.2306984564
SRX7136403,0.2417045518,0.2116526986,-0.0695824102,-0.0203179288,0.3577599574,0.27096734170000003
SRX7136405,1.5054807821,0.4593202712,0.27584878490000003,-0.0562609125,3.1030835766,0.11141910790000001
SRX7136407,3.1821944177,0.1422261995,1.5308391668999999,-0.2420967022,3.4643144453,0.8818179069000001
SRX7136409,2.4381204764,0.5915402557,0.5869150536000001,-0.2230582741,2.7622962092,0.17360545200000002
SRX7136411,-0.7642244211,0.07674735540000001,0.2170860536,0.005864625300000001,-0.040245842500000004,-0.0402688853
SRX3754949,0.2093148716,0.0615930873,0.0085059444,0.0303553617,0.0007950103000000001,0.07876370120000001
SRX3754950,0.1834909005,0.0329385384,0.1058959411,0.0043498732,-0.1171505754,0.0458313293
SRX3754951,-0.3928057721,-0.0945316257,-0.11440188550000001,-0.0347052349,0.11635556500000001,-0.1245950304
SRX3754952,0.0634009057,0.2010524682,0.1805783746,0.1029054732,0.18262371400000002,0.07101942430000001
SRX3754953,0.2040643781,0.1186669462,0.29005934910000003,0.0302733442,0.0458881224,0.029034705900000003
SRX3754954,-1.0303454174,-0.0141325402,0.0289002377,0.084354342,0.0772102477,-0.07063298700000001
SRX3754955,4.8737442717,-1.4564848430000001,1.9548876349,-0.45405325430000004,4.3547183379,-0.4390160696
SRX3754956,4.7464616435,-1.6013969880999999,1.8931865924,-0.473393924,4.3316896513,-0.5132100212
SRX3754957,4.9133154222,-1.553788613,1.8807764605,-0.4473285695,4.361795663,-0.5274770167
SRX3754966,0.8645256588,-0.040139883200000004,-0.1337121919,-0.2185202124,0.0420888457,-0.0473843372
SRX3754967,0.5373749774000001,-0.034554307400000005,-0.1387686477,-0.15985139480000002,-0.007688093500000001,-0.0589448946
SRX3754969,0.8741875273,-0.0101406957,-0.23455127320000002,-0.1955964737,-0.030441688,-0.1527826934
SRX1424798,0.0251649639,0.06144421,-0.0857615802,0.045259059500000004,0.0420412059,-0.1087062049
SRX1424799,-0.0251649639,-0.06144421,0.0857615802,-0.045259059500000004,-0.0420412059,0.1087062049
SRX1424800,-0.4594512599,0.19347264390000002,-0.21155648300000002,-0.039221110000000003,0.2428904616,-0.0279470508
SRX1424801,-0.0690358451,0.0563999518,-0.1372214998,0.0543527721,0.1927189082,-0.0884184305
SRX1424802,0.051770802000000005,0.6973582141,0.5044323274,0.18207195880000002,0.6160748597,0.523433386
SRX1424803,0.31482089300000005,0.8590970490000001,0.0182968316,0.2110335287,0.7504129416,0.3201135047
SRX1424804,2.7561953394,-0.5461354771,1.6183143429,0.908008094,0.0351904113,0.2712930537
SRX1424805,3.033890174,-0.7401518561,2.7513181723,1.1503067939,0.5113810497,0.6900611251000001
SRX1424806,0.08192665040000001,1.2522616008,-0.3998346327,0.12331528280000001,0.9710061056,0.7065502985000001
SRX1424807,-0.0686464817,1.1799221578,-0.6371292574,-0.0560855236,0.7562566058,0.6768054222000001
SRX1424808,0.2140920798,-0.2583467527,-1.7002083198,-0.3193452027,-1.0178528916,-0.1630534231
SRX1424809,-0.0406607004,-0.2709250874,-1.4876413704,-0.4702037545,-1.2149942231,-0.11977652670000001
SRX1424816,2.7655572278,-0.44889419210000003,-0.8616400951000001,-0.36843640920000004,-0.7453303096,0.1754536481
SRX1424817,1.0789325810000001,-0.2810780755,-0.5448372198,-0.3237943943,-0.8163028323,0.2047409573
SRX1424818,-0.5440818036,-3.019829697,-1.5092919591,-0.0751807053,-0.39287607560000004,0.6816640879
SRX1424819,0.23235790920000002,-2.6323871114,-1.4050268243000001,-0.2536857035,-0.1573471991,0.8185960482
SRX1424824,1.9421981383,-1.7908955562000002,-0.695595038,-0.18121867730000002,-1.6918255788,0.7219122925
SRX1424825,3.567706163,-1.6025699759,-0.15773424590000001,-0.08311549330000001,-1.7496336341,0.7857176267
SRX1424826,0.704785721,-1.9418032751,0.4781907414,0.5675478318,-0.3915621648,1.6269512069
SRX1424827,0.9839056039,-1.9856962374,0.6294939885,0.47887483480000004,-0.4358961085,1.7264439833
SRX1424828,-1.4132230307,-2.3669895668,-1.1073018153,0.3873556168,-1.0084983008,1.3975523745
SRX1424829,-1.5956193867000001,-2.3710449179,-1.0662352392,0.1015169236,-1.0952564979,1.3710309417
SRX1424830,-2.2818018328,-2.6855156997,-1.2750449877,-0.0930943733,-1.1220085845,1.4797326518
SRX1424831,-1.578531476,-2.6965056526,-1.2165574485,0.0016089801000000001,-1.1233942442,1.3890769
SRX1424834,-1.2855935093,-0.0961931421,0.7647308514000001,0.8420065403,-3.4308934802,1.9067585004
SRX1424835,-2.0703753575,-0.07376151930000001,1.0220817627,0.7912816374,-3.4044622139,1.8625522063000002
SRX1424840,-1.1929844536,-1.0278026086,0.39480369330000004,-0.0529769921,-2.6559617668,1.2300910035000001
SRX1424841,-2.0778076615,-0.6743482373,0.7395214621,0.0801929176,-2.7265815400999998,1.064799884
SRX1424842,-0.9323413754000001,-1.7238647785999999,0.6921693355,0.2502055307,-3.9387590991,1.4783430668
SRX1424843,-0.3739496741,-1.8713873546,0.6067330645,-0.0210526542,-4.0862936444,1.1249858676
SRX1424844,-1.1838749277,-1.5251290974,1.0549520847,0.2766633385,-3.1474849834,1.7596019351
SRX1424845,-0.1219350173,-1.4189196877,0.8380761074,0.3719032882,-3.0020123048,1.6288132779
SRX1424846,-2.5411371882,-2.0082628339,-1.6014379241999999,0.7382005863000001,-0.8551097326,0.9203576051000001
SRX1424847,0.1465323096,-1.7747494978,0.1627162818,0.7660724378,-0.76342186,1.2506586523
SRX5060277,-2.6208643558,0.5521880466,0.3843028505,0.6185407673000001,-0.3766938378,0.0336110383
SRX5060279,-8.1556736998,0.5492686969,-2.0103075195,0.8196884574000001,0.6916878775,0.9670152922
SRX5060281,2.6208643558,-0.5521880466,-0.3843028505,-0.6185407673000001,0.3766938378,-0.0336110383
SRX5060283,-7.5986315598,0.690038118,-1.9894200006,0.8166315467,0.7367470478,0.9802278685
SRX5936089,-0.2818385044,0.0215765713,0.14918595510000002,0.0915819788,-0.1250606319,-0.0940147947
SRX5936090,0.9894686884,0.0549445758,-0.1612986797,0.0137155069,-0.24694602340000002,-0.0729560592
SRX5936091,-0.2574722613,0.0584711486,0.20647206540000002,0.0433381278,-0.0616308209,-0.0934380196
SRX5936092,-0.4501579227,-0.13499229570000001,-0.1943593408,-0.1486356134,0.43363747620000004,0.2604088735
SRX5936093,0.9936593132,1.7274012238,-3.0434303114,0.5720056066,-1.8971756014,0.0908191643
SRX5936094,3.500900686,1.4102260688000001,-3.2521771187,-0.0910412768,-2.2310340493,-0.122104848
SRX5936095,-2.4691503352,2.5557166427,-3.1468429296,-0.1602841141,-4.8936592304,-0.3236320149
SRX5936096,-3.4030940881,2.5107172164,-2.8769724296,-0.31506688110000003,-4.3908695667,-0.4089767167
SRX5936097,-6.2073208607,3.2090310107,-4.1285321313,0.16269304710000002,-4.4710467849,-0.0539025833
SRX5936098,-5.4555800076,3.3160605602,-4.0203614433,0.1469882023,-4.2515434111,-0.0313921183
SRX5936099,-6.5333957727000005,3.2952809134,-4.2407004379,0.2112467926,-4.3388797927,-0.0674881938
SRX5936100,-6.338732463,3.2293741439,-4.5249325977,-0.0735608931,-4.7868245453,-0.085607108
SRX5936101,-6.7348036519,3.3666785997,-5.1976528203,0.3097878922,-4.8085744934,0.0586922297
SRX5936102,-5.2961463988,3.7109145168,-4.993206603,0.3054295647,-4.5254584575,0.0521020172
SRX5936103,-6.7454670581,3.4161205438,-4.6925336467,0.4307860831,-4.6820294035,0.2418407138
SRX5936104,-8.0698373422,3.3943370553,-4.682329973,0.3365779531,-4.7909121998,0.40923488700000005
SRX5936105,-8.1977679537,3.3162868577,-4.3578692205,0.3934366841,-4.1444791473,0.3762321885
SRX5936106,-7.2641583088,3.4466551443,-4.3585676919,0.3026477732,-4.6667391844,0.3555008103
SRX5936107,-7.0683354562,3.2743984179,-4.1993741143,0.3233830253,-4.2484284998,0.5810940072
SRX5936108,-6.987114708,3.4705021146,-4.5052248221,0.36286502860000003,-4.5562915277,0.4565764128
SRX5936109,-7.4214218225,3.206084659,-3.9208274715,0.33398642510000004,-4.6947691506,0.589817838
SRX5936110,-8.2708640917,3.181396917,-3.8823091161,0.1960036972,-4.4200881791,0.42368360180000003
SRX5936111,-7.9468162234,3.2529133971,-3.9311894999,0.41727890570000004,-4.6880403355,0.5569795390000001
SRX5936112,-6.8796450832,3.5122064255,-3.6820095826,0.2947088078,-4.2643542687,0.5860481001
SRX5936113,-5.9100727913,3.4949934231,-3.3251655812,0.3163317263,-4.4367349703,0.5071308149
SRX5936114,-6.11180246,3.462883138,-3.2599966653,0.3585480817,-4.5233386763,0.5016930772
SRX5936115,-7.3641252125,3.1402061795,-3.1196633208,0.33133068390000003,-3.8151484080999998,0.3262912441
SRX5936116,-7.3931700363,3.1607870235,-3.2531975505,0.3170686856,-4.3522032683,0.31208012690000003
SRX5936118,-6.6315039761,3.1625844513,-2.6945254511,0.43658124730000003,-4.0438003143,0.3098140365
SRX5936119,-5.4986833742,3.3466020633999998,-2.5881027468999998,0.2068699007,-3.976978646,0.23363915670000002
SRX5936121,-5.9511480682,3.0745868094,-2.4740405066,0.4443380772,-3.8607596271,0.3060914771
SRX5936122,-6.6905110464,3.0672020863,-2.4585231629,0.3578936787,-3.7580844289,0.31465924160000003
SRX5936123,-5.8758136858,2.9981207395,-2.3147342388,0.6649228061,-3.8770648217,0.1192327809
SRX5936124,-5.8083811009,3.0662015866,-2.1885492996,0.5866407349,-3.5620480847,0.2439947486
SRX5936125,-6.0643661189,3.096136478,-2.5406555584,0.7579347754,-3.5123582817,0.2904534649
SRX5936126,-7.3771873668,2.9554343404,-2.6258407913,0.5178770405,-3.9109430594,0.1328829768
SRX5936128,-4.2727479412000005,-1.4542525062,-0.8941429926000001,-0.4135395544,1.202523995,0.1476855704
SRX5936129,-3.6797678217,-1.4923556801,-0.9615366823,-0.4172974786,0.9036875273,0.2423709028
SRX5936130,-1.2379505982,-1.3369239388,-0.8172990419,-0.5102723068,0.8992197849,-0.1110286986
SRX5936131,-1.9163786034,-1.5765010623,-0.7710310241,-0.3431291691,0.6307664039,-0.015926561500000002
