,A,Fnr,DcuR,NarL
efeU__menFentCubiC_ale37__2,-0.6297975854,-0.379678224,-0.252864755,-0.2131863105
efeU__menFentCubiC_ale38__1,2.2564473053,-0.403674517,-0.035174473000000005,-0.19279054950000002
efeU__menFentCubiC_ale38__2,1.4363546663,-0.37325750100000005,-0.13544193000000002,-0.1314762605
misc2__salc_glc__1,1.3551495758,-0.22932395800000002,-0.9287016060000001,0.0488414235
misc2__salc_glc__2,2.1633147269,-0.033457264,-0.89070035,-0.0588193295
misc2__dbcn_glc__1,0.5586143857,-0.7301900130000001,-1.197611206,-1.3161856565
misc2__dbcn_glc__2,0.2699473806,-0.809273511,-0.665744302,-0.9762902215
misc2__tyr_glc__1,-1.2458978806,-0.557564307,-0.21564011900000002,-0.2913766035
misc2__tyr_glc__2,-1.0947576856,-0.55390057,-0.38219357,-0.2493271775
misc2__arg_cytd__1,5.4839490435,-1.103463808,-0.49304781700000005,-0.7299638995000001
misc2__arg_cytd__2,2.3338163399000003,-0.7432087820000001,-0.440413355,-0.7226907685
misc2__delyheO_pyr__1,5.2873880065,-0.7526202150000001,0.20814816200000003,-0.1649925865
misc2__delyheO_pyr__2,2.5980537527000003,-0.41916110700000003,0.095896941,-0.3955289275
nquinone__delubiC__1,0.5978997850000001,-0.609506733,-0.250847076,-0.4614789295
nquinone__delubiC__2,-0.1247897523,-0.60441007,-0.097172857,-0.2564717945
nquinone__ubiC_ale1__1,1.5587472528,-0.43235832,-0.391123557,-0.0561660795
nquinone__ubiC_ale1__2,1.0673967799,-0.606702598,-0.255091744,-0.0977709825
nquinone__ubiC_ale2__1,1.4892048994,-0.5499352390000001,-0.36988738600000004,0.0432040395
nquinone__ubiC_ale2__2,1.8757685168,-0.502872402,-0.49049438900000003,-0.0254979635
nquinone__ubiC_ale3__1,-1.6225002761,-0.582336814,-1.111838987,-0.8959829055
nquinone__ubiC_ale3__2,-1.4862974053,-0.559977896,-1.203485391,-0.9659653555000001
nquinone__ubiC_ale4__1,1.4030280121,-0.600151792,-0.371810535,0.006563358500000001
nquinone__ubiC_ale4__2,1.4544143878,-0.536388949,-0.373035441,0.20412599850000002
nquinone__delpdhR__1,0.619978883,-0.8817682130000001,-1.088589261,-1.1638198045
nquinone__delpdhR__2,0.19269491430000002,-0.867665945,-0.8260375320000001,-1.2477763025
quinone__glu_ale4__1,0.9909502181000001,-0.7937296570000001,-0.80354414,-0.6137973695
quinone__glu_ale4__2,10.2093945312,-1.334528925,-1.069177071,0.0829422195
quinone__delmenF__1,0.9844646212,-0.626396132,-0.186192455,-0.0494158055
quinone__delmenF__2,1.0831689168,-0.590486033,-0.19791418300000002,-0.0662774065
quinone__menF_ale5__1,10.651964949,-1.5730570959999999,-0.187565525,0.0309599235
quinone__menF_ale5__2,10.7203909216,-1.5773257790000001,-0.2741211,-0.0016961125
quinone__menF_ale6__1,13.4461956901,-2.032580734,0.10640786,-0.043633226500000004
quinone__menF_ale6__2,14.6902076548,-2.029661312,0.073827613,0.0596387385
quinone__menF_ale7__1,17.8453493185,-2.266448492,0.203841193,0.2125941685
quinone__menF_ale7__2,18.2018245425,-2.358642473,0.275372546,0.2025237555
quinone__menF_ale8__1,19.9789303188,-2.30937575,-0.319354685,0.3216119255
quinone__menF_ale8__2,15.0616692977,-0.821020288,-0.36497289800000005,0.3095147625
quinone__delmenFubiC__1,1.0445477267,-0.544667939,0.020369686,0.0021142935
quinone__delmenFubiC__2,1.1938004934,-0.530756546,-0.072470606,0.1372844705
quinone__menFubiC_ale1__1,20.8170436071,-2.548110757,-0.21700090600000002,0.7491145085
quinone__menFubiC_ale1__2,21.4096187146,-2.574525767,-0.258089216,0.6345051145
quinone__menFubiC_ale2__1,20.8888711172,-2.5041279210000003,-0.092027781,0.9392737995
quinone__menFubiC_ale2__2,21.0581760556,-2.445112978,-0.41376950900000004,1.0102653855
quinone__menFubiC_ale3__1,1.5377568194,-0.505443239,-0.4358994,-0.1866845735
quinone__menFubiC_ale3__2,1.5508993757,-0.5051048730000001,-0.6248287730000001,-0.20458765950000002
quinone__menFubiC_ale4__1,11.4973677439,-1.639778015,-0.5259011880000001,0.22164052750000002
quinone__menFubiC_ale4__2,12.7439833778,-1.525707863,-0.24587918700000003,0.12060501250000001
oxyR__wt_glc__1,2.3444158283,-0.8089780310000001,-0.613169947,-1.1792619845
oxyR__wt_glc__2,1.0205959519,-0.6878140150000001,-0.42864009700000005,-1.2122088055
oxyR__wt_h2o2__1,2.5355049301,-0.770999387,-0.702170112,-1.2092205445
oxyR__wt_h2o2__2,2.8232870564,-0.5165665970000001,-0.40603894500000004,-0.7819696075
oxyR__glu_ale4__1,8.0891530889,-0.49981868,-0.746192112,-0.41918834250000003
oxyR__glu_ale4__2,8.4521166416,-1.053543247,-0.515476483,-0.4418706255
oxyR__glu_ale4_h2o2__1,11.0276282928,-0.876172555,-0.446423336,-0.3740276255
oxyR__glu_ale4_h2o2__2,11.0453751843,-1.004410894,-0.5869274800000001,-0.3782253115
oxyR__oxyR_ale17__1,12.1565252749,-0.9421467330000001,-0.49309868,-0.7739573245
oxyR__oxyR_ale17__2,12.9103069379,-1.093086918,-0.639969627,-0.8888965105000001
oxyR__oxyR_ale17_h2o2__1,11.1814149308,-0.979628476,-0.575460101,-0.9141537815
oxyR__oxyR_ale17_h2o2__2,6.3792404665,-0.589808277,-0.759027863,-1.1604518145
oxyR__oxyR_ale18__1,5.9385602092,-1.166562635,-0.855136572,-1.5072900635000002
oxyR__oxyR_ale18__2,4.0816293171,-0.672576971,-0.729627244,-1.4919827405000001
oxyR__oxyR_ale18_h2o2__1,12.5494748228,-1.09189336,-0.682486559,-0.9541385955
oxyR__oxyR_ale18_h2o2__2,13.2022813229,-1.139352826,-0.643135668,-1.0521794555
oxyR__oxyR_ale19__1,3.3645151652,-1.045196496,-0.968917192,-1.6118221615000001
oxyR__oxyR_ale19__2,9.131003324,-0.7250733540000001,-0.6890837820000001,-1.4187666805
oxyR__oxyR_ale19_h2o2__1,1.8885677998000001,-0.735836771,-0.9627919420000001,-1.5853093894999999
oxyR__oxyR_ale19_h2o2__2,0.7183689160000001,-0.803938064,-1.005062784,-1.4801573155
oxyR__oxyR_ale20__1,15.4121348721,-1.402755684,-0.8314463160000001,-1.0670861065
oxyR__oxyR_ale20__2,15.8249680855,-1.428067927,-0.5568481860000001,-0.9915333705
oxyR__oxyR_ale20_h2o2__1,12.6748833647,-1.098697508,-0.55283458,-0.9357440225
oxyR__oxyR_ale20_h2o2__2,13.0615355845,-1.1274932340000001,-0.745763092,-0.8875884925
svns_pgi__BmePgi24_15__1,1.067805506,-0.5360552860000001,-0.197047403,-0.3760668075
svns_pgi__BmePgi24_15__2,-0.0367739303,-0.536045576,-0.334440646,-0.38049006350000003
svns_pgi__BmePgi24_26__1,0.7960684107,-0.524884001,-0.499500361,-0.9001993245000001
svns_pgi__BmePgi24_26__2,-1.2458277859,-0.48640995000000004,-0.48168902700000005,-0.7239035175
svns_pgi__BmePgi24_41__1,2.1303729914,-0.446965349,-0.9008590320000001,0.0858218905
svns_pgi__BmePgi24_41__2,-0.49631512200000005,-0.467055863,-0.6455779110000001,-0.7092105915
svns_pgi__BmePgi24_52__1,2.5049517635000003,-0.494457847,-0.540766859,-0.6891163765
svns_pgi__BmePgi24_52__2,-0.7637506857,-0.541468839,-0.39625949,-0.7073035485
svns_pgi__PaePgi2_34__1,-0.8705115246,-0.355877681,0.18783450200000001,0.14320868650000002
svns_pgi__PaePgi2_34__2,-1.1308645128,-0.371652078,0.16309932,0.056953975500000004
svns_pgi__PaePgi2_63__1,-1.3607529113,-0.330622578,-0.304892276,-0.1039783605
svns_pgi__PaePgi2_63__2,-1.1370737221,-0.390185284,-0.11844520200000001,-0.22807424850000002
svns_pgi__PaePgi24_54__1,4.2874029219,-0.8311115560000001,0.030783627,-0.10879174350000001
svns_pgi__PaePgi24_54__2,4.6260629651,-0.8662979580000001,0.109995013,-0.1511696985
svns_pgi__PaePgi24_90__1,5.5071989545,-0.770292729,-0.530875871,-0.3593032335
svns_pgi__PaePgi24_90__2,4.6117907155,-0.7893792930000001,-0.38554499200000003,-0.42999641250000004
abx_media__m9_ctrl__1,0.3565930507,-0.893828944,-1.195158701,-1.2446789615
abx_media__m9_ctrl__2,0.6101831012000001,-0.8991160770000001,-1.244309067,-1.3104621935
abx_media__rpmi_ctrl__1,11.1884405089,-1.5575180670000002,-0.8636708540000001,-0.6316149025000001
abx_media__rpmi_ctrl__2,12.7359935639,-1.58392193,-0.583652422,-0.3341771625
abx_media__camhb_ctrl__1,2.0302013451,-1.179529736,-1.368539841,-2.6131021825
abx_media__camhb_ctrl__2,4.2452624287,-1.261389653,-1.69341385,-2.5333668405000003
abx_media__m9_mero__1,-0.2956315541,-0.9119070650000001,-1.7166366110000002,-2.3783633935
abx_media__m9_mero__2,0.49511691430000004,-1.133278434,-1.394377476,-1.9206515735
abx_media__rpmi_mero__1,10.7559906667,-1.653565839,-1.100836615,-1.4034768095
abx_media__rpmi_mero__2,11.9616838166,-1.832894068,-0.562615949,-1.0727006215000001
abx_media__camhb_mero__1,-0.9116518370000001,-1.464487794,-2.361763349,-2.9774129215
abx_media__camhb_mero__2,-0.2480264184,-1.4166246660000001,-1.898347309,-3.0560450505
abx_media__m9_trisulf__1,-0.1626813154,-0.46760251500000005,-1.565841204,-1.8272529995
abx_media__m9_trisulf__2,0.6824072495,-0.569228457,-1.233577779,-1.6281453685
abx_media__rpmi_trisulf__1,0.2699205242,-0.7884398340000001,-1.5232974920000002,-1.6446397755
abx_media__rpmi_trisulf__2,0.2941565635,-0.754359556,-1.560553218,-1.6024175795
abx_media__camhb_trisulf__1,0.3521967863,-0.686895557,-1.101144546,-2.2186303355
abx_media__camhb_trisulf__2,0.9026253182,-0.741423825,-1.166038254,-2.2708530125
abx_media__m9_cef__1,2.0383783053,-0.60199696,-1.2318669930000001,-1.5982843585
abx_media__m9_cef__2,3.3254691432,-0.801525192,-1.419551343,-1.5207189815
abx_media__rpmi_cef__1,7.6412122003,-0.830792595,-0.700554585,-2.0186258885
abx_media__rpmi_cef__2,7.3724208327,-0.741680714,-0.823156832,-1.8782758075000001
abx_media__camhb_cef__1,2.3369964025,-1.081759613,-1.3970173780000001,-2.2702762055
abx_media__camhb_cef__2,1.9976979521,-1.061934583,-1.237336916,-2.4516748775
abx_media__m9_cipro__1,1.2761030068,-0.775849203,-1.440390843,-1.3917499185
abx_media__m9_cipro__2,1.3532956726,-0.853964598,-1.448237622,-1.6073914875000002
abx_media__rpmi_cipro__1,8.0234549701,-1.010053522,-0.9808112999999999,-1.6759964105
abx_media__rpmi_cipro__2,5.7621644266,-0.9865308030000001,-0.9861595820000001,-1.9203096015
abx_media__camhb_cipro__1,-0.0840567752,-0.659868235,-1.410827871,-2.2605209705
abx_media__camhb_cipro__2,0.039644709,-0.729364565,-1.314702515,-2.1954210295
hot_tale__42c_ale3_30c__1,-1.2337156114,-0.31695025400000004,-0.31072091700000004,-0.6455651495
hot_tale__42c_ale3_30c__2,-1.5626083776000002,-0.340003802,-0.489665463,-0.6768525995
hot_tale__42c_ale3_37c__1,0.8488932018,-0.375398277,-0.159051085,-0.5762783755
hot_tale__42c_ale3_37c__2,0.3233252822,-0.34373242200000004,-0.115590835,-0.6036873375
hot_tale__42c_ale3_44c__1,0.5741167744,-0.629555328,0.6142214690000001,0.39378304550000004
hot_tale__42c_ale3_44c__2,0.010964674,-0.7233255390000001,0.6300085240000001,0.4017930665
hot_tale__hot_ale3_mid_30c__1,-2.5682095346000002,-0.41708877800000005,-0.47176078200000005,-0.5350687825
hot_tale__hot_ale3_mid_30c__2,-1.5520920515,-0.416571966,-0.5444062740000001,-0.4399935325
hot_tale__hot_ale3_mid_37c__1,-0.9976417247,-0.35677252800000003,-0.5713258480000001,-0.7768702585
hot_tale__hot_ale3_mid_37c__2,-0.7062327004000001,-0.5292693580000001,-0.478190064,-0.7295481665
hot_tale__hot_ale3_mid_44c__1,10.491263562,-1.1714352350000001,0.014370344,-1.3677582405
hot_tale__hot_ale3_mid_44c__2,7.2218302134,-1.201384863,0.053016787,-0.6799400215
hot_tale__hot_ale3_30c__1,-1.8156664853,-0.6191741980000001,-0.5549077880000001,-0.7456317545000001
hot_tale__hot_ale3_30c__2,-1.1356370199,-0.571577828,-0.720160097,-0.6637240275
hot_tale__hot_ale3_37c__1,-0.4910449444,-0.722721968,-0.802210257,-0.8143446075
hot_tale__hot_ale3_37c__2,-0.2479791133,-0.68571509,-0.66690436,-0.7327369645
hot_tale__hot_ale3_44c__1,6.4946504463,-1.597203914,0.05716725600000001,-0.8433266235
hot_tale__hot_ale3_44c__2,0.9055194710000001,-1.099440647,0.15082752,-0.7923595355
hot_tale__hot_ale4_30c__1,-1.8083253844,-0.510796904,-0.972689668,-0.7568600765
hot_tale__hot_ale4_30c__2,-1.6199395146,-0.444346291,-0.55182144,-0.6745658195
hot_tale__hot_ale4_37c__1,-0.0705741527,-0.445443578,-0.590099735,-0.4799404205
hot_tale__hot_ale4_37c__2,0.09306700970000001,-0.33888177,-0.46321246400000005,-0.4385081025
hot_tale__hot_ale4_44c__1,0.18863348670000002,-0.36460928,0.15301341200000002,-0.08856976650000001
hot_tale__hot_ale4_44c__2,0.6945407064,-0.5246024060000001,0.428712276,-0.12219313550000001
hot_tale__hot_ale8_30c__1,-1.0799882489,-0.6861498490000001,-0.783293078,-0.47335504850000004
hot_tale__hot_ale8_30c__2,-0.4704560749,-0.6402435630000001,-0.838271046,-0.41035295650000003
hot_tale__hot_ale8_37c__1,0.1619024016,-0.5045901850000001,-0.729471006,-0.3083690125
hot_tale__hot_ale8_37c__2,-0.14169148780000002,-0.512467405,-0.7123370800000001,-0.31723146550000003
hot_tale__hot_ale8_44c__1,1.3285867725,-0.325212596,0.185593473,0.4310402935
hot_tale__hot_ale8_44c__2,1.7427366469,-0.332838362,0.09151890300000001,0.2820975975
hot_tale__hot_ale9_mid_30c__1,-1.699547036,-0.6325393610000001,-0.6616532390000001,-0.3300921685
hot_tale__hot_ale9_mid_30c__2,-1.0464826725,-0.553225578,-0.850133526,-0.24252976950000002
hot_tale__hot_ale9_30c__1,-1.8284696113,-0.497033549,-0.8385780450000001,-0.8644760725
hot_tale__hot_ale9_30c__2,-2.1025665238,-0.42973484100000003,-0.5142160570000001,-0.7912126085000001
hot_tale__hot_ale9_mid_37c__1,0.14189693520000002,-0.5066094210000001,-0.425667352,-0.4892257485
hot_tale__hot_ale9_mid_37c__2,0.1781535145,-0.476166085,-0.24366364000000001,-0.4169995815
hot_tale__hot_ale9_37c__1,-1.0085796313,-0.54083384,-0.6685425220000001,-0.6802163475
hot_tale__hot_ale9_37c__2,-1.1625119202,-0.542365552,-0.49632263200000004,-0.6042122615000001
hot_tale__hot_ale9_mid_44c__1,-0.043824626000000005,-0.446139218,0.173651083,-0.2540971175
hot_tale__hot_ale9_mid_44c__2,0.0648552507,-0.6800252410000001,0.7554642810000001,0.1077505785
hot_tale__hot_ale9_44c__1,-0.32071000000000005,-0.6060665230000001,0.20028774300000002,-0.20135758250000002
hot_tale__hot_ale9_44c__2,-0.1885171247,-0.6258130630000001,0.27869517600000004,-0.2117078195
hot_tale__hot_ale10_30c__1,-1.7724594345,-0.5646101130000001,-1.155499463,-0.8579470845
hot_tale__hot_ale10_30c__2,-2.0237092036,-0.5686878670000001,-1.086261622,-0.8320020885
hot_tale__hot_ale10_37c__1,-0.3056876416,-0.651898806,-0.677055347,-0.9100796795
hot_tale__hot_ale10_37c__2,-0.29700606620000003,-0.6178540090000001,-0.43304207100000003,-0.8913156855000001
hot_tale__hot_ale10_44c__1,4.6940343526,-1.029492911,0.22656634,-0.5701095055000001
hot_tale__hot_ale10_44c__2,1.2012287556,-0.68996751,0.33607763900000004,-0.5118017245
hot_tale__hot_ale16_30c__1,-4.932781803,-0.683328931,-0.90458072,-0.6838693685
hot_tale__hot_ale16_30c__2,-5.3628280645,-0.47066650200000004,-0.9846919650000001,-0.5485812645
hot_tale__hot_ale16_37c__1,-3.2016411239,-0.720102758,-0.6292526860000001,-1.0055411605
hot_tale__hot_ale16_37c__2,-3.4206479099,-0.757716979,-0.6372201270000001,-0.9989605035
hot_tale__hot_ale16_44c__1,-2.6504556322,-0.613270037,0.16105186,-0.7385856815
hot_tale__hot_ale16_44c__2,-2.9008751697,-0.634533915,0.11641272100000001,-0.4397113315
pdhr_ale__pdhR-13_51__1,6.9468372160000005,-1.473940054,-0.472442366,-0.8010420485
pdhr_ale__pdhR-13_51__2,8.9444998283,-1.567203776,-0.5857043310000001,-0.7811465095
pdhr_ale__pdhR-14_46__1,6.2672573785,-1.124824807,-0.46568514200000005,-0.3802087295
pdhr_ale__pdhR-14_46__2,7.0808212158,-1.181267665,-0.4480284,-0.3273251775
pdhr_ale__pdhR-15_51__1,10.5486112368,-1.3757046910000001,-0.510865772,-0.9761005145
pdhr_ale__pdhR-15_51__2,10.9327827966,-1.376913207,-0.43949919200000004,-0.7803540805
pdhr_ale__pdhR-16_49__1,10.136232532,-1.441781878,-0.345772438,-0.5638357965
pdhr_ale__pdhR-16_49__2,8.7841344081,-1.43565696,-0.682355727,-0.5128694395
tcs__del_atoC_LiAcet__1,16.6959259095,-1.529352188,-0.196135099,-0.5654890545
tcs__del_atoC_LiAcet__2,17.5904229975,-1.4608699120000002,-0.21899685900000002,-0.4132689665
tcs__del_atoC_LiCl__1,16.5762555371,-1.573940725,-0.0013578020000000002,-0.3804213775
tcs__del_atoC_LiCl__2,16.6308008498,-1.587397541,-0.133785596,-0.1910178925
tcs__del_atoC_m9__1,15.7297424358,-1.610960337,0.017180774,-0.4846049565
tcs__del_atoC_m9__2,16.1876355024,-1.537168137,-0.09135527,-0.4006434665
tcs__del_baeR_etoh__1,21.7572644186,-0.7947728310000001,0.46671773800000005,-1.4537137615
tcs__del_baeR_etoh__2,22.217924191,-0.711595816,0.685774854,-1.1451116345
tcs__del_baeR_lb__1,19.9289949915,-1.959879614,0.385904138,-0.3820145015
tcs__del_baeR_lb__2,19.5642783053,-1.992148699,0.293924479,-0.3027732245
tcs__del_btsR_01xlb__1,3.7199327874,-0.9138769640000001,-1.940380599,-1.5646758445
tcs__del_btsR_01xlb__2,2.7051246772,-0.8770422170000001,-2.13790223,-1.6569003935
tcs__del_btsR_lb__1,20.806038354400002,-1.8100021380000002,1.022873989,0.2682209975
tcs__del_btsR_lb__2,20.5262536116,-1.911786533,1.023802597,0.5264552055
tcs__del_btsR_pyruvate__1,2.8334255903,-0.7551962090000001,-2.268593124,-1.4637153035
tcs__del_btsR_pyruvate__2,2.7721478285,-0.8057040050000001,-2.342751371,-1.4390991645
tcs__del_cpxR_etoh__1,22.705993835,-1.272700713,0.775114877,-1.1978485065
tcs__del_cpxR_etoh__2,22.6941848023,-1.285143709,0.74422773,-1.0672774624999999
tcs__del_cpxR_lb__1,19.3769446842,-1.767592873,0.333884391,-0.5703100065
tcs__del_cpxR_lb__2,19.9799440866,-1.663140319,0.5508797080000001,-0.2487453895
tcs__del_cusR_CuSO4__1,17.7939541966,-1.092642111,0.468000046,-0.3636793205
tcs__del_cusR_CuSO4__2,17.5243647175,-1.03221939,0.448518521,-0.1807132055
tcs__del_cusR_lb__1,20.9606114028,-1.824259277,0.8739479450000001,-0.4904922565
tcs__del_cusR_lb__2,20.6221458395,-1.824737212,0.622122258,-0.5804042375
tcs__del_kdpE_01-kcl__1,2.1799936237,-0.49775268800000005,-0.486186102,-0.46113588050000004
tcs__del_kdpE_01-kcl__2,1.9182606458,-0.48845080900000004,-0.306122589,-0.4103342555
tcs__del_kdpE_115-kcl__1,0.2137664202,-0.629519641,-0.560392697,-0.6257547715
tcs__del_kdpE_115-kcl__2,0.2638063276,-0.510347726,-0.413090275,-0.4813081515
tcs__del_phoB_m9__1,8.312619679,-1.330013863,-0.407620727,-0.5446831015
tcs__del_phoB_m9__2,9.0816647839,-1.340629176,-0.343775176,-0.5484098885
tcs__del_phoB_m9p__1,8.8715328913,-2.154292839,-2.196162061,-2.4385274455
tcs__del_phoB_m9p__2,8.95687564,-2.186921256,-2.221889784,-2.4518684995
tcs__del_rcsB_etoh__1,19.2641006353,-0.363607589,0.9470601770000001,-1.5638156054999999
tcs__del_rcsB_etoh__2,19.052434386,-0.26936122900000004,0.868251007,-1.6198489715000002
tcs__del_rcsB_lb__1,20.2546785385,-1.5861596310000001,0.720806134,-0.4140866385
tcs__del_rcsB_lb__2,20.2478601864,-1.554112041,0.797523388,-0.3156676095
tcs__del_zraR_lb__1,7.6419239152,-0.982470728,0.25472580100000003,-1.1970788515
tcs__del_zraR_lb__2,7.7834742665,-0.9951957260000001,0.454702274,-1.2487042325
tcs__del_zraR_zncl2__1,8.376517082,-1.358499992,0.319881901,-0.4872285585
tcs__del_zraR_zncl2__2,8.6871574775,-1.388633639,0.398635862,-0.43775212750000003
tcs__wt_01-kcl__1,3.8416818736,-0.989835321,-0.6331231340000001,-0.1159621485
tcs__wt_01-kcl__2,5.1100046111,-1.046526627,-0.52131856,-0.3606601305
tcs__wt_01xlb__1,3.2901771348,-0.627626621,-1.8705689030000001,-1.2507584405
tcs__wt_01xlb__2,2.9928303366,-0.594704153,-1.87601226,-1.3054678685
tcs__wt_115-kcl__1,-0.5307910307,-0.6038745640000001,-0.39122268200000004,-0.6241446925
tcs__wt_115-kcl__2,-0.6381666739,-0.619591071,-0.45640436500000003,-0.7729185295000001
tcs__wt_CuSO4__1,12.622886209,-0.9148683420000001,0.048801292,-1.0277409525
tcs__wt_CuSO4__2,12.8146001472,-0.9852227830000001,0.274468594,-0.8030274405000001
tcs__wt_etoh__1,15.6983384519,-0.49219957300000006,0.8973465570000001,-0.7731925865
tcs__wt_etoh__2,15.6410165097,-0.5109897880000001,0.8533453,-0.6362122115000001
tcs__wt_lb__1,18.766844895,-1.3424401160000001,0.513596613,-0.5131804205
tcs__wt_lb__2,18.3237318938,-1.381257632,0.5295696,-0.4637121335
tcs__wt_LiAcet__1,14.7473554501,-1.647171522,0.031507233,-0.3308512255
tcs__wt_LiAcet__2,14.4407387747,-1.672436319,-0.059358429000000004,-0.5648129185
tcs__wt_LiCl__1,14.2107221486,-1.592588379,-0.032342331,-0.4023529275
tcs__wt_LiCl__2,14.3608305182,-1.618416323,-0.14234495700000002,-0.6673889215000001
tcs__wt_m9p__1,12.5813680235,-1.822635071,-2.187209829,-1.9433092615
tcs__wt_m9p__2,12.4059027577,-1.744095974,-2.036691232,-1.9217833885000002
tcs__wt_pyr__1,3.8394207459,-0.5684677490000001,-2.132963667,-1.2674985455
tcs__wt_pyr__2,4.1182023452,-0.546228793,-2.032005312,-1.2846637914999999
tcs__wt_zncl2__1,7.5552540801,-1.034137505,0.012977318000000002,-0.8197582785
tcs__wt_zncl2__2,7.8347744147,-1.030251514,0.048806091,-0.9198018515
ros_tale__1_112_0pq__1,-0.506235263,-0.004000038,-1.188379434,-2.2131058125
ros_tale__1_112_0pq__2,4.070134805,-0.298286875,-1.113744229,-2.1104281645
ros_tale__1_112_250pq__1,14.323053066,-0.390843082,-1.561760042,-1.5516010224999999
ros_tale__1_112_250pq__2,11.094520029,-0.357732802,-1.329305427,-1.6620210775
ros_tale__1_112_750pq__1,11.984465679,-0.113309328,-1.989511018,-1.6107359365
ros_tale__1_112_750pq__2,11.492559161900001,-0.344769418,-1.638668349,-1.8849882574999999
ros_tale__1_112_750pq__3,11.7528828288,-0.24647739000000002,-1.553658392,-2.1288456345
ros_tale__3_76_0pq__1,4.9079488077,0.529609298,0.5091224750000001,-0.8554140595
ros_tale__3_76_0pq__2,5.1670915273,0.48756842800000005,0.636764191,-1.0307259295
ros_tale__3_76_0pq__3,4.6863182966,0.392257358,0.524470153,-1.0543742515
ros_tale__3_76_0pq__4,5.0476960691,0.350241148,0.501816578,-0.9881753885000001
ros_tale__3_76_250pq__1,6.8815355656,0.9029290280000001,-0.607725366,-2.0783476535
ros_tale__3_76_250pq__2,11.0070525205,0.609610548,-0.790779133,-2.0746081035
ros_tale__3_76_750pq__1,13.045668208,0.641891428,-0.472871768,-2.1275063915
ros_tale__3_76_750pq__2,9.8486034101,0.6362542680000001,-1.098510183,-2.3579970185
ros_tale__7_103_0pq__1,14.5743381187,-0.069928169,-0.766409608,-1.8370052495
ros_tale__7_103_0pq__2,15.3914830545,-0.356938888,-0.161559799,-1.7173618165
ros_tale__7_103_0pq__3,15.0639446221,-0.20300362200000002,-0.994546307,-1.7870395075
ros_tale__7_103_0pq__4,15.4441168947,-0.56719329,-0.24433716400000002,-1.6567116115
ros_tale__7_103_250pq__1,5.546296935,0.176819585,-0.8505656850000001,-2.4111822805
ros_tale__7_103_250pq__2,6.1688259796,-0.014051734000000001,-0.843060684,-2.2699596575
ros_tale__7_103_750pq__1,6.8700858353,0.16454690600000002,-1.142705266,-2.3179693285000003
ros_tale__7_103_750pq__2,7.7591642606,0.04942089,-0.9849547740000001,-2.0950462525
ros_tale__9_77_0pq__1,7.9702880480000005,1.140941988,-0.582486399,-2.3321637485
ros_tale__9_77_0pq__2,7.694546035,1.045733608,-0.87786238,-2.4009682345
ros_tale__9_77_250pq__1,2.6183680373,1.687118618,-0.731132175,-2.9070275735
ros_tale__9_77_250pq__2,1.7180449594,1.924601218,-0.8904915360000001,-2.7011237665000003
ros_tale__9_77_750pq__1,8.496626386300001,1.2535135880000001,-0.9938640420000001,-2.5270212165
ros_tale__9_77_750pq__2,5.7283627401,1.4200948580000001,-1.057401177,-2.6169661445
ros_tale__11_83_0pq__1,8.7923105902,-0.029437925,-1.290441327,-1.7465379135
ros_tale__11_83_0pq__2,9.3515139204,0.023303834000000002,-1.258653381,-1.6270249325
ros_tale__11_83_250pq__1,8.9936820368,-0.12311351100000001,-1.675157675,-1.8696774365
ros_tale__11_83_250pq__2,9.3045542251,-0.25887170600000003,-1.599924603,-1.8244539364999999
ros_tale__11_83_750pq__1,10.1788266994,-0.12083388,-1.466943304,-1.8934433285
ros_tale__11_83_750pq__2,9.3507370803,-0.140030082,-1.572539329,-1.7726852085
ros_tale__13_87_0pq__1,12.6597280721,-0.746910359,-1.171848322,-2.2244668655
ros_tale__13_87_0pq__2,11.5608428774,-0.46070500500000006,-1.27291672,-2.3924394715
ros_tale__13_87_250pq__1,14.9440305431,-0.561469801,-0.7395988870000001,-2.1940850795
ros_tale__13_87_250pq__2,14.8098381373,-0.629128047,-0.9522049180000001,-1.8264850235
ros_tale__13_87_750pq__1,13.7656691545,-0.506875812,-0.9359225120000001,-1.7433209995
ros_tale__13_87_750pq__2,13.5962942995,-0.46959708200000005,-1.153079078,-2.1714816835
ros_tale__14_27_0pq__1,14.7865351193,-0.021811511000000002,-0.245694769,-2.0453695115
ros_tale__14_27_0pq__2,15.9467208704,0.12091694500000001,-0.488049251,-2.2734699154999998
ros_tale__14_27_250pq__1,20.408605517,0.583430698,-0.445278757,-1.5536719335
ros_tale__14_27_250pq__2,17.8450808349,0.684444928,-0.11623146300000001,-1.5475424205000001
ros_tale__14_27_750pq__1,5.7185523992,2.044364118,-0.122754652,-0.7174491485000001
ros_tale__14_27_750pq__2,5.1070152161,2.007240748,-0.502712476,-0.9698444615
ros_tale__16_28_250pq__1,0.7713166254,-0.44488061100000004,-0.8496074290000001,-0.7243672665
ros_tale__16_28_250pq__2,1.0038307839,-0.566406158,-0.745072983,-0.6857966615000001
ros_tale__16_32_0pq__1,10.524638295,-0.623195319,-1.3432308750000002,-1.4324124755
ros_tale__16_32_0pq__2,11.8791871067,-0.482923786,-1.021539035,-1.6830125695
ros_tale__16_32_0pq__3,-0.9925698215000001,-0.717700459,-0.5638106460000001,-0.8161099875000001
ros_tale__16_32_0pq__4,-1.3714422943,-0.64186743,-0.572230686,-0.8836127895
