,A,Fnr,NarP,NarL,RpoS
abx_mega__naoh-6__5,-2.9565773075,0.4263555999,0.25672949910000004,0.0122959707,0.223645429
abx_mega__teix_dmso__11,-0.9575607043000001,0.0158778074,0.06226066,0.0259563891,-0.5212448198
abx_mega__van_h2o__3,-5.204103747,-0.353805546,-0.112832369,-0.3540785295,1.0658264478
abx_mega__teix_dmso__12,-1.0392063006,-0.0949833372,0.11683842480000001,0.8158985592,0.2623274617
abx_mega__dox_dmso__6,-2.3646968443,-0.0402154183,0.2647912297,1.3660196396,-0.8602627439
abx_mega__teix_dmso__13,-10.3887059304,-1.0545825032,-0.8065799365,1.5077788525,0.6492284850000001
abx_mega__h2o-7__3,2.0457564556,0.0329465014,-0.1598786858,0.2878216163,-0.0872275571
abx_mega__str_h2o__4,-8.1321676617,0.49062571110000003,0.27387657400000004,1.742029518,-1.6278754941
abx_mega__tec_h2o__3,-16.4562389783,-2.5030278976,-0.5923781759,0.2939771813,0.5569903872
abx_mega__phos_h2o__7,-1.0228209623,0.22288803100000001,0.10925864490000001,0.1611020242,-0.5821665425
abx_mega__chl_h2o__5,-10.801741098699999,0.35465275100000004,0.4079449102,-1.0212711095,-0.5569867189000001
abx_mega__polmyx_h2o__6,-3.3540127948,0.49303985780000004,0.1601532836,1.581232123,-0.8658739125
abx_mega__teix_dmso__14,-0.6533018359,0.0909615292,-0.0702656879,-0.10018570930000001,-0.5061400461000001
abx_mega__rif_dmso__7,-3.3421630666,-0.6050113022,0.43724288840000003,0.6620764086,-0.007558000600000001
abx_mega__ramo_h2o__3,-10.5193878403,-0.9469901951,0.18087320710000002,0.0350527978,1.1837010027
abx_mega__fidax_dmso__4,1.1115487082,0.0893514383,0.153880662,0.45207968070000004,0.3684639705
abx_mega__teix_dmso__15,1.9361381401000002,0.533781862,0.1483440338,0.3259638522,0.7162084194
abx_mega__thio_dmso__4,-5.4736079792,-0.5504288499000001,-0.26012634700000004,-0.5091000744,-0.7495037573000001
abx_mega__rif_dmso__8,-5.3522292764,-1.5708370051,0.6793463926000001,1.1736352166,-0.2520943269
abx_mega__reta_dmso__4,-7.6026977462000005,0.025528003,0.3090511324,0.1218603947,-0.1303226102
abx_mega__inh_h2o__4,-15.0274532573,1.1960883277,0.9769890414,-0.1781436395,1.2895415137000001
abx_mega__novo_dmso__2,-12.9188782161,0.7337960436000001,-1.9046520286000002,-0.6037946919,-1.0265109875
abx_mega__dcs_h2o__3,-2.5667541910000002,0.16543111060000001,-0.18290946500000002,0.12449228870000001,-0.0724954515
abx_mega__h2o-8b__3,3.027636715,-0.3013275018,0.22666953310000001,-0.1297530696,0.0047803766000000004
abx_mega__valin_dmso__3,-10.8751894457,0.0524331097,-0.49146316840000004,0.1017590336,-0.26600968140000003
abx_mega__h2o-2__1,-1.1847754031,-0.1296792457,-1.3965243966,2.3131630958000002,-0.7475409037
abx_mega__cro_h2o__4,-2.8328003004999998,-0.1166385846,0.26568074540000003,-0.07385166500000001,-0.21861527020000002
abx_mega__dcs_h2o__4,1.5097407455,0.5228202102,-0.0682673135,0.406341769,0.5629342945
abx_mega__str_h2o__5,-2.5691954102,0.0620767183,0.0421289971,0.4473448175,0.21570166240000002
abx_mega__h2o-8a__3,-11.2771747092,-0.1670867104,-0.1774179105,-0.4009290956,0.062023590600000005
abx_mega__dox_dmso__7,-0.9047021327,-0.023023933200000003,0.1927662141,-0.1585778277,-0.42882891900000003
abx_mega__doxo_dmso__2,-1.498706138,-0.1780022674,-0.8248220413,0.5881761555,-0.7689727486
abx_mega__teix_dmso__16,-12.8588031377,-1.288192235,-1.0313735085,1.0121133392,0.7309834126
abx_mega__rfp_h2o__3,-8.8480750036,-1.1735091948,0.503390396,0.9215387213,-0.1501726563
abx_mega__ethanol-10__3,-2.5100991647,0.4256665049,0.3417763368,0.7019706149,0.5169160205000001
abx_mega__naoh-2__2,-3.1564939117,-0.14596955720000002,-0.0009933502000000001,1.9011813671,-0.6836513344
abx_mega__van_h2o__4,-10.3316033616,-0.6767342955,-0.1684387678,-0.6610720347,0.6793260160000001
abx_mega__sacet_h2o__2,-19.6934447614,1.5844404703000001,-0.6991910506,1.8919933899,0.7371031941
abx_mega__monac_dmso__4,-13.9630128084,1.4941188956,0.2050628969,-0.6246931994,1.9744757876999999
abx_mega__h2o-2__2,-2.8389398597,-0.0048985968,-0.1462267412,1.9307420204999999,-0.7213432398
abx_mega__zeocin_h2o__5,-2.1660844653,0.23466406990000002,-0.0541559459,0.22299274160000002,0.6477702467
abx_mega__nor_naoh__5,0.3040648173,0.10958004780000001,-0.026848741000000002,-0.45803047500000005,0.020042852400000002
abx_mega__naoh-9__2,0.7047392517000001,0.2428538366,0.206247063,0.014430849,0.48593594510000004
abx_mega__dmso-7__3,-5.3053737563,0.0122195926,-0.9819644596,2.0435775268,-0.39806902200000005
abx_mega__van_h2o__5,-11.6099801475,-0.7705289413,-0.7452941984,-0.5492119811,0.4775086602
abx_mega__flavo_dmso__4,-4.5844505983,0.14097936390000002,-0.3387321062,1.1567118324,-0.2237540542
abx_mega__novo_dmso__3,-12.6006347835,0.7008066596,-1.6509185606,-0.6898733783000001,-1.2433446982
abx_mega__polmyx_h2o__7,-3.5823531623,-0.2315847967,-0.1576474143,0.23274265870000002,-0.09469580500000001
abx_mega__teix_dmso__17,2.25577537,0.0029379619,0.059552023,0.2885319054,0.3882651955
abx_mega__doxo_dmso__3,-2.2512517454,0.2023907492,-0.8643650533,0.0772130471,-1.0093608602
abx_mega__mem_dmso__6,-0.0703495619,0.1023474546,0.3242714459,0.12139420790000001,0.4493025752
abx_mega__h2o-1a__3,-0.0640146157,0.09042078,-0.2268713608,-0.0677671509,0.091783931
abx_mega__bacit_dmso__3,-11.0618808763,-0.36047292010000004,-0.2962010525,0.1441411998,0.062013330500000005
abx_mega__dox_dmso__8,-1.3990334767000001,-0.15851963700000002,0.2071732821,1.3714150958,-0.9358932155
abx_mega__teix_dmso__18,-0.7292233337,-0.47527159550000003,-0.3015241603,0.4043009054,-0.4164593802
abx_mega__h2o-6__3,-1.7948383985,0.1865548514,0.3037119042,-0.08292724280000001,-0.0044865156
abx_mega__pen_h2o__5,-2.1011813894,-0.3567155809,-0.3135642429,-0.0809687306,-0.0383475161
abx_mega__lzd_dmso__4,-3.0470556434,0.4367343567,0.5959817847000001,-0.4950784796,-0.7369655924
abx_mega__daro__1,-15.6053896523,0.6625246456,-0.23194630870000002,-1.0283701913,0.41317827430000004
abx_mega__solv__1,-15.2132893481,0.7880810208,-0.2371212543,-0.5697536807,0.604767283
abx_mega__daro__2,-15.744410416400001,0.6348490171,0.0106963621,-0.7225106505000001,0.7448858374
abx_mega__daro__3,-15.2765705331,0.5130885568,0.0830954354,-0.31202477440000004,1.4155093927
abx_mega__solv__2,-15.2576531497,0.7836153299,-0.2441234401,-0.4795038941,-0.2457375582
abx_mega__solv__3,-15.0727868684,0.5666938681,-0.22632970360000002,-0.4581893891,1.3219007904
abx_mega__dmso-4__1,-9.5548243938,-0.2069186369,-0.6024327941000001,1.2625602048,-0.6830534858
abx_mega__kirr_dmso__1,-9.9939888734,0.30096120800000004,0.5418930394,-1.1858902369,-0.6785606825
abx_mega__kirr_dmso__2,-10.148259478,0.2233268874,0.6407564341,-1.1221621716,-0.4696651093
abx_mega__kirr_dmso__3,-12.0475621066,0.36914748480000004,0.4069274452,-1.0326504242,-0.46349901590000003
abx_mega__dmso-4__2,-6.6677815037,-0.38116480880000003,-0.0714317922,1.0089341865,-0.3385525806
abx_mega__dmso-4__3,-7.3111138609,-0.179866355,-0.5702610384,1.0781130934,-0.6918979069
ackA_pta__dnaA46_del_ackA__1,0.0655431088,0.3573392885,-0.7024367534,1.0167221444,1.3115418012
ackA_pta__dnaA46_del_ackA__2,-0.16135447490000002,0.5215083736,-0.1503317533,1.3164719965,2.719049273
ackA_pta__dnaA46_del_ackA__3,0.1405439318,0.4033689451,-0.44072233110000003,0.8478612282,1.9266550545
ackA_pta__dnaA46_del_pta__1,-0.0517174985,0.10380176390000001,-0.4245874437,0.804393346,2.7159852568
ackA_pta__dnaA46_del_pta__2,1.0715706051,0.4097892231,-0.1740365885,1.0277296902,0.8854595021
ackA_pta__dnaA46_del_pta__3,0.4901782537,0.5224825499,-0.5457365444,1.0777531702,1.3716701738000001
ackA_pta__dnaA46__1,-0.0473979883,0.1528474884,-3.1295652609,0.0548469958,-0.0180868505
ackA_pta__dnaA46__2,0.6309508012,0.3481605142,-3.3969707264,0.2870616629,0.8312034412
ackA_pta__dnaA46__3,-0.3675696765,-0.0266460084,-3.4636144832999998,-0.1731099634,-0.0430751967
ackA_pta__del_ackA__1,0.4920309088,0.1774931888,0.3413148989,0.7399815112,1.8905631967
ackA_pta__del_ackA__2,-0.0151793941,-0.1232001154,0.0124556153,1.1375307345,3.0586390134
ackA_pta__del_ackA__3,-0.26809249220000003,0.190084841,-0.9643144702,0.6873740307,1.1510770369
ackA_pta__del_pta__1,0.4104000177,0.2671184528,-0.4846690736,0.3644661887,0.09465619600000001
ackA_pta__del_pta__2,-0.42349270600000005,0.2566617834,-0.6014900065000001,0.5864508435,1.3046074190999999
ackA_pta__del_pta__3,-0.6216937098,0.1341478918,-0.5504604923,0.3688823399,0.7440262712
ackA_pta__wt__1,0.1339114441,-0.0535312287,0.3285955572,-0.11512740900000001,0.5336637103
ackA_pta__wt__2,-0.0193525576,0.0033558917,-0.21084617360000002,0.0518979327,-0.3890912637
ackA_pta__wt__3,-0.1145588866,0.050175337,-0.11774938360000001,0.0632294763,-0.14457244660000002
anticancer__5fu__1,0.3685512212,0.0681602907,0.8358100699000001,1.1172485117,-1.4457715828
anticancer__5fu__2,0.9114496448,-0.1688407481,0.5594370431,1.2128520424,-1.5601079896
anticancer__cap__1,0.7942126556,0.44868520630000003,0.14118771160000002,0.5096176653,0.810740581
anticancer__cap__2,0.6912238558,0.41306374030000004,0.0892212245,0.7069854029,0.8647603072000001
anticancer__cap__3,0.24644105400000002,0.3264594677,0.1393251476,0.7353223998,0.9669022083000001
anticancer__wt__1,0.20853069,0.28664804520000003,0.1358831036,-0.2878428208,-0.4381731909
anticancer__wt__2,0.028941224,-0.0931429685,-0.0342140056,0.230734723,0.130608776
anticancer__wt__3,-0.23747191410000001,-0.1935050767,-0.101669098,0.0571080978,0.3075644149
anticancer__5fu__3,0.2513614681,-0.101350492,0.7062496681,1.1304838131000001,-1.4681930284
bio_pln__aero_pln__1,0.2843078879,-0.0045074173,0.021157175900000002,0.23075321110000002,-0.1546157778
bio_pln__aero_pln__2,-0.2843078879,0.0045074173,-0.021157175900000002,-0.23075321110000002,0.1546157778
bio_pln__anaero_pln__1,1.2806731956,0.0400032595,-0.2916608418,0.2161365164,-0.6446691254
bio_pln__anaero_pln__2,-0.49154200010000004,0.3296413226,-0.1887236121,-0.08062165610000001,-0.4501057755
biocide__bzcl_12h__1,-0.6501782423,0.2247859218,0.33436771860000003,-0.3339215262,0.1059205538
biocide__bzcl_12h__2,0.23384568900000002,0.1810715899,-0.5289277092,0.6725941715,1.3829855504
biocide__bzcl_12h__3,-0.2084413411,0.1722943406,0.5600233975000001,-0.08904044450000001,0.4041661848
biocide__etoh_12h__1,0.7877771520000001,0.4185490194,-0.4318274247,-0.0381846164,0.30663911790000004
biocide__etoh_12h__2,0.3514656235,0.4755510751,-0.1454871996,-0.0223999192,0.31144163620000004
biocide__etoh_12h__3,0.0349369095,0.5168922582000001,0.1138579997,0.1557693521,0.3127912652
biocide__gluald_12h__1,-0.3919535072,0.422114445,0.5794387777000001,0.3457727179,0.1760007295
biocide__gluald_12h__2,0.2485568367,0.285798337,0.0328288011,0.4119611535,0.454210979
biocide__gluald_12h__3,0.3639183647,0.2501234208,0.9273191697000001,0.26245599999999997,0.6235460537
biocide__h2o2_12h__1,0.1908727182,0.316269336,0.1260382679,0.1302115755,0.1208037019
biocide__h2o2_12h__2,-0.1661353113,0.2082039373,0.3845823132,0.2021200729,0.4877615953
biocide__h2o2_12h__3,0.9695439369000001,0.1760932673,0.9342590540000001,0.3044311927,0.5163905927
biocide__2ppoh_12h__1,-0.1210727125,0.5466445614000001,0.42936545660000003,0.1822358449,0.6884772919000001
biocide__2ppoh_12h__2,0.015113588800000001,0.5152025342000001,0.6545606765,0.0535449426,0.7122389416
biocide__2ppoh_12h__3,-0.5094978972,0.400732146,0.6719612660000001,0.2558837536,0.6396841639
biocide__paa_12h__1,1.8783695012,0.1717214819,0.8091754688,0.18541963890000002,-0.1261035513
biocide__paa_12h__2,2.1225616571,0.0191047924,0.8206606008,0.1349630105,0.38388275310000003
biocide__paa_12h__3,1.1072485689,0.3088587501,0.019987030200000002,0.49897937740000003,0.2827863503
biocide__phe_12h__1,1.5299651268,0.2009671556,0.9295520649000001,0.3168235304,0.7819781372
biocide__phe_12h__2,2.1548847049,0.0443876464,0.9558342724000001,0.1677739245,0.6750482209
biocide__phe_12h__3,1.030491531,0.2179832945,0.7793979137,0.3481023629,0.8001322815
biocide__pvp-i_12h__1,1.8497706071,0.332161076,0.033129503500000004,0.444073221,0.787458333
biocide__pvp-i_12h__2,3.0383226206,-0.0487828519,1.1391082131,0.10183590470000001,0.2597792446
biocide__pvp-i_12h__3,1.110009416,0.22229229550000001,0.29466889220000003,0.47273016640000004,0.8436964682
biocide__bleach_12h__1,2.1538555717,-0.13260173050000001,1.022940889,0.2039648051,0.5144514775
biocide__bleach_12h__2,1.0083644908,0.0773141388,0.8056315141,0.3068144353,0.6103281862000001
biocide__bleach_12h__3,2.0848704669,-0.0241015952,0.842498504,0.273390248,0.5001794788
biocide__chx_12h__1,1.4445832133,0.5893290409,0.2519765805,0.6227708765000001,1.2035249776999999
biocide__chx_12h__2,0.8483461458,0.3070388345,0.0465045737,0.4498681463,1.2661395327
biocide__chx_12h__3,-0.27589482930000003,0.2197501316,-0.21738578,0.5932307085,1.16465461
biocide__bzcl_30m__1,-1.4908766442,0.287546719,-0.6176081459,-0.0905297466,0.3070321777
biocide__bzcl_30m__2,-1.362812694,0.40118421330000004,-0.3295589939,-0.1073991004,0.3451877582
biocide__bzcl_30m__3,-0.8513506869,0.388749069,-0.3680514706,0.08224232740000001,0.3989484895
biocide__phe_30m__1,-1.8050765794,0.20197490540000002,0.49169913870000004,-0.4226474783,-0.3712610376
biocide__phe_30m__2,-1.6969830512000001,0.17172482890000001,0.2373642055,-0.4264807337,0.0945027819
biocide__phe_30m__3,-2.1061295885,0.2927978321,0.2781593884,-0.5035591189,-0.3559708344
biocide__pvp-i_30m__1,-0.8453155948000001,0.2198247872,-0.3829061393,0.11594816520000001,0.1728373939
biocide__pvp-i_30m__2,-0.9624395829000001,0.0283784921,0.0127701424,0.2125716054,0.3912909238
biocide__pvp-i_30m__3,-0.6259784377000001,0.1787224295,-0.4315795611,-0.070068188,0.2723628656
biocide__ctrl_12h__1,-0.0658134309,0.35757155150000003,-0.2859716899,0.0523293393,0.0722377781
biocide__ctrl_12h__2,0.2743156679,0.32179454960000003,0.1869323357,-0.1738765959,0.1366100778
biocide__ctrl_12h__3,0.3454846978,0.2417419562,0.1450409419,-0.057941677100000005,0.46169277950000004
biocide__ctrl_30m__1,-0.2711862638,0.014165511200000001,0.0248957188,0.1486953376,0.17100117450000002
biocide__ctrl_30m__2,-0.8315300067,0.052952773200000004,0.0567716932,-0.2620426246,-0.3040600283
biocide__ctrl_30m__3,1.1027162705,-0.0671182844,-0.08166741200000001,0.1133472871,0.13305885380000002
clpP__wt__1,-0.39179236440000004,-0.0865634136,-0.3756078466,0.2789825371,-0.1036135371
clpP__wt_DPTA__1,3.5134983871000003,1.4925420012,-0.3839067176,1.4755404416,1.8095372007
clpP__wt__2,0.4338447119,0.0187624909,0.24603971260000002,-0.36825642550000004,-0.3329100937
clpP__wt_DPTA__2,5.2502421433,1.3185055078,-0.3013974942,1.325373016,1.576321233
clpP__wt__3,-0.0420523474,0.0678009227,0.129568134,0.0892738884,0.4365236308
clpP__wt_DPTA__3,3.6196158276,1.2534834047,0.4150412074,1.1104033187,1.7365836246000002
clpP__delclpP__1,0.7081318295,0.0170366385,-1.1143680159,-0.5326562676000001,-0.7739175568000001
clpP__delclpP_DPTA__1,3.3885744652,1.3079558571,-0.3714109242,0.44409615280000003,0.5272466452
clpP__delclpP__2,0.034501883000000004,-0.0336556815,-0.2600396156,-0.49370340430000004,-0.7396419659
clpP__delclpP_DPTA__2,2.9759461248,1.0205551288,-0.7911026999,0.5576681859,0.5665940065
clpP__delclpP__3,1.0258374657,0.0949490676,-0.46113254130000003,-0.16748494730000002,-0.27680535
clpP__delclpP_DPTA__3,4.8674666096,1.441513244,-0.1302239247,0.6420409116,0.6392348118
colombos2__delydcR__1,-0.47379529400000003,-0.1323695671,-0.9026439672000001,0.23243146320000002,0.1685960022
colombos2__delydcR__2,1.1488274293,-0.2324718932,0.016095135400000002,0.5674476937,-0.1299500352
colombos2__delydcR__3,-1.011559824,-0.10928785190000001,0.4630761004,0.8659897947,-0.1740936811
colombos2__delyjiR__1,0.5132062469,-0.32368347410000003,-0.7058855892,-0.2877400536,0.016899559
colombos2__delyjiR__2,0.1202766458,-0.11529488510000001,-0.0853616494,0.5829394090000001,-0.023671544500000002
colombos2__delyjiR__3,0.2873113697,-0.22967213860000002,-0.1475710362,0.32177951050000003,0.050678763
colombos2__wt__1,0.5442580257,0.2338020884,0.18486754400000002,-0.0768455401,-0.1300246802
colombos2__wt__2,0.6676027893,-0.3037351931,-0.3803981381,-0.4263542628,0.1115131822
colombos2__wt__3,-1.211860815,0.0699331047,0.195530594,0.5031998029,0.018511498
crp_k100__ar1_ar2__1,-6.8570050229,1.1604539591,-1.0729383722999999,-0.308143314,-0.7990890634000001
crp_k100__ar1_ar2__2,-6.1369546578,0.4299474667,-1.4080240556999999,0.0373377806,-0.5456499056
crp_k100__ar1_ar2__3,-3.5920739593,0.3209733046,0.0070444013,0.18208399120000002,0.1931737134
crp_k100__wt__1,1.9737798031,0.3724001926,0.021096601000000003,-0.44144615190000003,-0.062391286000000004
crp_k100__wt__2,-1.0702724645,-0.1817715842,0.1043801184,0.2104517336,0.09866804700000001
crp_k100__wt__3,-0.9035073386,-0.1906286084,-0.1254767194,0.2309944184,-0.036276761000000005
crp_k100__K100Q__1,2.9026303157,-0.37520259570000003,-0.8706764091,0.515368787,-1.1324579805
crp_k100__K100Q__2,0.4943270617,0.0849805542,-0.1906854625,0.6484192367,-0.5716598474
crp_k100__K100R__1,1.9876512204,0.2663450693,0.0064072929,0.1659008684,-0.5384028595
crp_k100__K100R__2,-0.1442416542,-0.4927120686,-0.14044528150000002,-0.5087278795,-0.0165785062
crp_k100__K100R__3,-0.3101088802,-0.0509766252,0.0562528372,0.1533787933,-0.0691198381
csrA__wt_t00__1,-0.3190116362,-0.0513239485,-0.47996887260000004,-0.0318319626,0.3844655105
csrA__wt_t02_30__1,-0.058519269400000004,-2.3506769454,-1.1874781312,0.7612013160000001,-0.8757333977
csrA__wt_t05__1,0.9038081277000001,-5.1327364186,-1.3208583308000001,1.3319620447,-0.5311502529000001
csrA__wt_t10__1,3.2058787498,-5.1188929344,-2.120281868,1.8808941942000001,-0.5721218595
csrA__wt_t15__1,2.3407527534,-4.3981483095,-2.2792737697,1.6230001279000001,-1.2941337247
csrA__delcsrA_t00__1,-0.45905659990000003,-0.1353633723,-0.9796500248000001,0.2882104387,-0.06365320990000001
csrA__delcsrA_t02_30__1,-0.0024402687,-3.5406721412,-1.2958063159,0.8355320716,0.1795351437
csrA__delcsrA_t05__1,1.2082021018,-5.2387007732,-0.0216047997,1.1536723843,1.0981206411
csrA__delcsrA_t10__1,3.4386170641,-4.5451895689,-1.2420793787,1.2612470446000001,0.3371587079
csrA__delcsrA_t15__1,5.4131246947000005,-4.1218901623,-0.18113844110000002,0.7085316708,0.1848873779
csrA__wt_t00__2,0.3190116362,0.0513239485,0.47996887260000004,0.0318319626,-0.3844655105
csrA__wt_t02_30__2,-0.32922434110000004,-2.7297899689,0.255724434,0.7714504123,0.3142790124
csrA__wt_t05__2,0.18301805170000002,-5.6583522764000005,-0.1357927945,1.3286149502,0.44154563750000003
csrA__wt_t10__2,3.4129934851,-5.0748165103,-1.5091545563,1.8153573551000002,0.2787898697
csrA__wt_t15__2,2.3684228778,-3.9025083213,-2.1877990434,1.6194477199000001,-0.8792811828
csrA__delcsrA_t00__2,-0.4456811915,-0.0606556909,-1.5454908547000001,0.3875227331,-0.24691737160000002
csrA__delcsrA_t02_30__2,0.509559212,-3.6474522219,0.1531886828,0.4367369922,0.7670260286
csrA__delcsrA_t05__2,1.1542301938,-5.2328087462,-1.2691694046,1.1435023707,0.2563131363
csrA__delcsrA_t10__2,3.7982572625,-4.6032559245,-0.048941559100000004,1.2988495549,0.59706098
csrA__delcsrA_t15__2,4.5367431219,-3.272672501,0.2816015066,0.8683165677,0.3531091729
cstr_pfr__str_0005m__1,0.6101261512,0.2888071605,0.14294476890000002,0.161336844,0.213414118
cstr_pfr__str_0010m__1,0.5336267368000001,0.1720216361,-0.024338689700000003,-0.1497549017,-0.22549421890000002
cstr_pfr__str_0025m__1,0.6531232955,0.2293302324,0.2556899246,0.020618348,-0.058439903700000004
cstr_pfr__str_0045m__1,0.862854168,0.21523521,0.1848501288,0.1021815826,-0.16247405180000002
cstr_pfr__str_0075m__1,1.152847579,0.11560876120000001,0.14164942090000002,0.1230124979,-0.1317305358
cstr_pfr__str_0120m__1,0.5858235398,0.1209232236,-0.012484274200000001,-0.0216603483,-0.028977580200000002
cstr_pfr__str_0210m__1,0.4516624842,0.19522726210000002,0.0457252936,0.18370033160000002,-0.0269183526
cstr_pfr__str_0330m__1,1.9525746743,0.1179972345,0.1071294295,0.19931002150000002,0.0030864833
cstr_pfr__str_1500m__1,1.9590223443,0.1502372341,0.09387081950000001,0.0975494581,-0.1260736549
cstr_pfr__str_1560m__1,0.716468741,0.14022645620000002,0.1328987768,0.0362442179,-0.0071009044
cstr_pfr__str_1680m__1,0.3541769919,0.11782350750000001,0.0117466175,0.0182376896,-0.07065822220000001
cstr_pfr__str_ref1__1,-0.11707755610000001,-0.014069373100000001,0.0273922406,-0.00043602200000000005,-0.0439860596
cstr_pfr__str_ref2__1,0.8441808417000001,-0.0315630531,-0.0790167297,0.0665312611,0.0331372216
cstr_pfr__str_ref3__1,0.2071456947,-0.0141549879,0.1094917004,-0.057538842300000004,-0.0420898373
cstr_pfr__pfr_P5_0005m__1,1.0300277175,-0.1106713146,-0.2520769547,0.164669164,0.6090305182
