,A,Fis,Crp,RpoS,ihfB
starve_series__t14_starve__1,8.8710335834,-4.0438003143,-1.2832103901,0.3715201365,-0.8398626247000001
starve_series__t14_starve__2,8.4456414227,-3.976978646,-1.4664207613,0.8854455315,-0.806533002
starve_series__t16_starve__1,8.275654831,-3.8607596271,-1.1202172584,1.0418731134,-1.1114962008
starve_series__t16_starve__2,8.2036169695,-3.7580844289,-1.1002127465,0.9789681670000001,-1.1928037789000001
starve_series__t17_starve__1,7.7243719113000004,-3.8770648217,-1.1087708567,1.1670302936,-0.9404436693
starve_series__t17_starve__2,7.0996704536,-3.5620480847,-1.0562763317,1.4096692552,-1.1406371918
starve_series__t18_starve__1,7.2157133818,-3.5123582817,-1.0770613484,1.1502919242,-1.2416602831
starve_series__t18_starve__2,6.6994184713,-3.9109430594,-1.3037934838,0.8564049618,-1.3752685554
starve_series__t20_starve__1,-0.7481402406000001,1.202523995,-0.6188562966000001,0.13144351340000002,-0.09002599500000001
starve_series__t20_starve__2,-0.4940048817,0.9036875273,-0.685956077,0.30361481970000004,-0.0876150495
starve_series__t21_growth2__1,-1.8799336486,0.8992197849,-0.9771786215,0.2744457372,-0.3036415322
starve_series__t21_growth2__2,-1.8923287428000002,0.6307664039,-0.7984177568,0.5152601946,-0.4691272476
starve_series__t22_growth2__1,-2.1310439032,0.1501696646,0.1972167981,1.448017448,0.40555176260000003
starve_series__t22_growth2__2,-2.8314809643,0.3712782008,-0.25833408480000003,1.7789350446,-0.1856444874
starve_series__t23_growth2__1,-1.9010813105,0.7186027029000001,-0.07625097460000001,0.752750196,0.3528849477
starve_series__t23_growth2__2,-1.9788895955,0.7232167819,-0.12687704800000002,0.8383092132000001,0.2213565406
starve_series__t25_growth2__1,-2.3943897577,-0.2763127998,0.4079259133,1.2310382207,-0.25968304470000003
starve_series__t25_growth2__2,-1.885485281,-0.3675783141,0.30098022150000003,1.3411167455,-0.4307552444
starve_series__t26_growth2__1,-0.7089912952,0.41389343580000004,0.5016748605,0.9260980699,-0.5932692498000001
starve_series__t26_growth2__2,-1.3229077418,-0.001781229,0.24660512910000001,1.2464128133,-0.7578976196
starve_series__t27_growth2__1,-0.18547700350000002,-0.054973703500000005,0.6661311877,0.6961181696000001,-0.49964904660000004
starve_series__t27_growth2__2,-0.07371330300000001,-0.0209567406,0.6329567987,0.7406392183,-0.48060595100000003
starve_series__t28_growth2__1,-0.414765129,-0.3378219984,0.4183987155,0.6015873578,0.1939511429
starve_series__t28_growth2__2,-0.1823850524,-0.5303093578,0.48370192910000004,0.7457973137,0.1128322512
time_course__lb_4hr__1,-0.6544126694,0.2028844175,-0.0066037492,-0.0398104293,-0.03970343
time_course__lb_4hr__2,0.2656162238,-0.2292086525,0.0077228519,-0.020420220700000002,0.043349020200000005
time_course__lb_4hr__3,0.38879644560000004,0.0263242351,-0.0011191027,0.060230650100000005,-0.0036455901000000002
time_course__lb_8hr__1,2.0004357931,1.5119238688,-1.3647463804,1.6937650467,0.06310504060000001
time_course__lb_8hr__2,2.5140820288,1.2334858995,-1.380566146,1.7596999202,0.12909565280000002
time_course__lb_8hr__3,2.1329013326,1.6135644031,-1.5210848611999999,1.7635603349000002,0.0302400721
time_course__lb_24hr__1,8.6463014286,-0.6158690141000001,-1.1906271379,0.8397813479,0.5271158420000001
time_course__lb_24hr__2,8.0455794759,0.0369717301,-1.1528320159,0.9857593877,0.535437752
time_course__lb_24hr__3,7.4642112313,-0.3898544102,-1.2579894262,0.8998909789,0.5036555267
time_course__lb_72hr__1,4.8465580429,1.0852560696,0.9529671083000001,1.129107084,-0.4057485054
time_course__lb_72hr__2,5.0733067225,1.2446964905,0.9658081033,1.2479993710000001,-0.2807035846
time_course__lb_72hr__3,4.9537032734,0.9247260404000001,1.1082667562,1.1740592282,-0.1246595662
time_course__lb_144hr__1,6.6798947594,1.9458004792999999,0.4603158248,1.9708670199,0.7790002719
time_course__lb_144hr__2,5.6819177058,1.7403857583,0.3963233387,2.0312513763,0.6999349634
time_course__lb_144hr__3,5.5128929692,1.6365386569,0.1587720879,2.0099909478,0.4786701351
time_course__lb_192hr__1,5.1119088328,1.145900491,0.4995220433,1.732054207,0.1068368375
time_course__lb_192hr__2,5.1813896693,1.9468003977000001,0.7128912778000001,2.0926971505,0.2029498756
time_course__lb_192hr__3,4.0758498508,1.555606327,0.18456944620000001,1.1477630258,0.1621843673
triclosan__wt__1,0.176641232,-0.2823618354,-0.23651794610000001,-0.0066568021,-0.0567956082
triclosan__wt__2,0.45673696140000003,-0.10257742160000001,-0.0638936618,-0.0094798624,-0.0842381046
triclosan__wt__3,-0.6333781933,0.38493925700000003,0.3004116079,0.0161366646,0.1410337127
triclosan__evo_amx_tcs__1,-1.1515096029,0.4001969342,-0.36936284280000004,-1.1042657157,0.1567187139
triclosan__evo_amx_tcs__2,-0.190398967,0.4549660633,0.0483945025,-2.2618533364,0.2017226211
triclosan__evo_amx_tcs__3,-1.027228355,0.7992214428000001,0.1697071903,-1.7348352055,0.2743984749
triclosan__evo_chl_tcs__1,0.9191104137,-0.2517563218,0.0819766386,-0.9940964981,0.1592300377
triclosan__evo_chl_tcs__2,0.5686280872,0.6807164105,0.0312762479,-1.2027550962,0.1874160565
triclosan__evo_chl_tcs__3,-0.1270946325,0.6887569038,-0.0104577294,-1.1673185763,0.2615651699
triclosan__evo_tet_tcs__1,-0.202153311,-1.2693708772,0.26916821550000003,-2.497326525,0.6899777115
triclosan__evo_tet_tcs__2,0.24689682970000001,1.7196830995,0.0222155,-1.689505862,0.5527966582
truHMM__48C_15m__1,2.0008791374,1.1563762676,-0.2181308123,0.9765796421,0.10008737000000001
truHMM__48C_15m__2,2.1948706041,1.1530204188,-0.20736263130000002,1.0117880238999999,0.0794890836
truHMM__48C_15m__3,1.2570647634,0.9645108179,-0.3580729292,1.0681569503,-0.4072553097
truHMM__48C_30m__1,1.2492284908,1.2414560069,-1.1019684904,0.2214826281,-0.5189923574
truHMM__48C_30m__2,1.7511701911,1.276216946,-1.1014998148,0.2100340125,-0.5126357698
truHMM__48C_60m__1,2.0237786288,1.9584391974000002,-1.7909618398,0.0684716985,-0.6679710335
truHMM__48C_60m__2,2.0430007179,1.9540271384,-1.7921226591,0.0715059245,-0.6757522469
truHMM__phos_0h__1,0.3692533798,0.047159232700000005,-0.0064831920000000005,-0.00920911,-0.0012272866
truHMM__phos_0h__2,-0.3692533798,-0.047159232700000005,0.0064831920000000005,0.00920911,0.0012272866
truHMM__phos_2h__1,2.7184122048,-1.1037943767,-0.5172351907,0.9121735129,0.6646104637
truHMM__phos_2h__2,2.8193187369,-1.2134840973,-0.4930876744,0.8854798024,0.6620923325
truHMM__phos_4h__1,1.3864120724,-1.9801569472,-1.5109077319000002,1.5371796020000001,-0.1116231548
truHMM__phos_4h__2,1.2199972925,-2.2040713249,-1.546671549,1.5392718386,-0.1177134277
truHMM__phos_4h__3,0.37104470700000003,-3.5897043436000002,-1.7910974918,0.8901228577,-0.8733124369
control__wt_glc__1,0.2928088012,0.051501471,0.012478646000000001,-0.049727751,0.08337238500000001
control__wt_glc__2,-0.2928088012,-0.051501471,-0.012478646000000001,0.049727751,-0.08337238500000001
fur__wt_dpd__1,-2.5879157836,-1.9217788310000001,0.077574131,1.650326502,0.7158603250000001
fur__wt_dpd__2,-2.2384383996,-2.08636994,-0.090682171,1.6437026920000002,0.8566654450000001
fur__wt_fe__1,-0.5225236186000001,0.47597915300000004,-0.030513673,-0.22947255900000002,-0.076995065
fur__wt_fe__2,-0.1725710956,0.48514704900000005,0.05819072,-0.271725376,-0.086717445
fur__delfur_dpd__1,-2.1485823082,-1.670623916,-0.105981984,1.527195722,0.689803445
fur__delfur_dpd__2,-2.1100868559,-1.329252853,-0.22346684100000003,1.238544582,0.621869415
fur__delfur_fe2__1,-0.8445394635,0.15395407900000002,0.436429913,0.6013075320000001,0.365818715
fur__delfur_fe2__2,-0.8269877371000001,0.014939037,0.367563393,0.622610922,0.335810425
acid__wt_ph5__1,-2.58744984,-0.036577616,0.345522573,0.177302749,0.284257435
acid__wt_ph5__2,-2.6057375096,0.033789608,0.343136463,0.18070148100000002,0.301657345
acid__delgadx_ph5__1,-2.8550694111,0.358529409,0.33938771300000004,0.041918445000000006,0.036205125000000005
acid__delgadw_ph5__1,-2.0726723889,0.136491454,0.383863793,0.132946996,0.19517709500000002
acid__delgadw_ph5__2,-1.9293775999,0.10350239900000001,0.33986178300000003,0.028727889000000003,0.183183425
acid__delgade_ph5__1,-2.1109923154,0.015072958000000001,0.43240872300000005,0.245873005,0.33218594500000004
acid__delgade_ph5__2,-2.1029492032,-0.063794854,0.482436193,0.353677022,0.239560985
oxidative__wt_pq__1,-1.8755243622000002,-2.672005784,0.17662370300000002,2.449326732,0.946614625
oxidative__wt_pq__2,-1.7212436786,-2.689072338,0.24038529300000003,2.150239472,0.9488081850000001
oxidative__deloxyr_pq__1,-1.7019874783,-2.288941591,0.513155013,1.918683632,0.874908725
oxidative__deloxyr_pq__2,-1.5797844214999999,-2.109051776,0.536337303,1.875718832,0.9672342150000001
oxidative__delsoxr_pq__1,-2.2394301933,-2.138160113,0.334672533,2.174649812,1.071325345
oxidative__delsoxr_pq__2,-2.0225803833,-2.140912192,0.387059873,2.132365622,1.168231695
oxidative__delsoxs_pq__1,-1.7625540169,-2.714209596,0.513462963,2.427061572,1.135143795
oxidative__delsoxs_pq__2,-2.0457346352,-2.746579377,0.5104807530000001,2.475274892,1.020138575
nac_ntrc__wt_csn__1,-1.4515819323999999,-1.589501572,-0.07279683,1.849426562,0.172544145
nac_ntrc__wt_csn__2,-1.9353886301,-1.430071445,-0.093243951,1.826245562,0.213025175
nac_ntrc__wt_cytd__1,-0.9795549016,-0.978855405,-0.043119613,0.9658633820000001,0.457530655
nac_ntrc__wt_cytd__2,-0.9603072845,-0.896925717,-0.07348926,0.8995555820000001,0.597994515
nac_ntrc__wt_gln__1,-2.5484848055000002,-1.464364197,0.16383650300000002,1.143877012,1.040972635
nac_ntrc__wt_gln__2,-2.024288141,-1.461060371,0.11651884600000001,1.201356272,1.115534085
nac_ntrc__bw_delnac_csn__1,-2.8719131897,-2.32135558,0.16921202300000002,2.170823912,0.215499185
nac_ntrc__bw_delnac_csn__2,-3.712531746,-2.6199003430000003,0.03216219,2.363496512,-0.16648385500000001
nac_ntrc__bw_delnac_cytd__1,-2.8044250974000002,-0.95240619,0.29367586300000004,1.560056102,0.46454559500000003
nac_ntrc__bw_delnac_cytd__2,-2.5799993036,-0.837027744,0.22863865300000003,1.572826172,0.423041565
nac_ntrc__bw_delnac_gln__1,-4.2497189769,-1.731037042,0.505105143,1.461736342,0.8464916450000001
nac_ntrc__bw_delnac_gln__2,-3.583582739,-1.762952634,0.563775123,1.4067977520000001,0.8042016750000001
nac_ntrc__bw_delnac_nh4__1,-1.0241857898,-0.32552058,0.339165103,0.360177262,-0.302034215
nac_ntrc__bw_delnac_nh4__2,-0.862871198,-0.167323945,0.360235063,0.369957452,-0.19284083500000002
misc__wt_no_te__1,-1.9418416264,-1.028454369,0.32216916300000004,0.9244569520000001,0.868944275
misc__wt_no_te__2,-1.7163836701,-0.46681716500000003,0.315987593,0.42003344200000003,0.509379655
misc__bw_delcbl__1,-1.301059477,0.29430214,0.30577407300000004,0.24477252300000002,-0.339403675
misc__bw_delcbl__2,-1.0894166638,0.408423709,0.322569413,0.071577395,-0.297203465
misc__bw_delfabr__1,-0.7751414953,0.263807395,0.194465293,-0.25510862900000003,-0.6204796650000001
misc__bw_delfabr__2,-0.5511185613,0.25555642300000003,0.13385438500000002,-0.162772564,-0.5922961330000001
misc__bw_delfadr__1,-1.5023504747,0.159367496,0.325118883,0.10687962200000001,-0.26224984500000004
misc__bw_delfadr__2,-1.7889028528000002,0.043884891,0.343466333,0.197510713,-0.136506935
misc__nitr_031__1,-2.82960095,-0.303065275,0.215598863,1.136068692,0.036167395000000005
omics__wt_glu__1,0.913975486,-0.20018022600000002,0.348125933,-0.23051727,-0.13827825500000002
omics__wt_glu__2,0.6887260707,-0.18407189999999998,0.319898823,0.043958795,-0.251474605
omics__wt_gly__1,1.2027145627,-0.319302024,0.31218181300000003,-0.016657597,-0.8723242170000001
omics__wt_gly__2,1.3189233761999999,-0.24256913600000002,0.348980073,-0.015329333,-0.871424807
omics__wt_thr__1,0.7357628946,-1.8024398060000002,0.883560683,-0.276530589,-0.185728995
omics__wt_thr__2,0.37223663700000004,-1.692083989,1.1275514229999999,-0.338241102,-0.34076356500000005
omics__bw_ac__1,8.2637586286,-0.13950114900000002,0.46435899300000005,1.014675532,0.647908585
omics__bw_ac__2,8.3443358783,-0.151680917,0.46188222300000004,0.977911822,0.605473425
omics__bw_fum__1,5.8087527093,0.426370289,0.44664785300000004,0.727420032,0.018456405000000002
omics__bw_fum__2,5.7758918611,0.46919881500000005,0.49525865300000005,0.7373106620000001,-0.006356255000000001
omics__bw_glc__1,-1.9413939638,0.565041403,0.319951353,0.38823240200000003,0.164126605
omics__bw_glc__2,-1.8314439786,0.5145823930000001,0.360933593,0.395184152,0.15512309500000002
omics__bw_pyr__1,6.9211136495000005,-0.167323879,0.8061810030000001,1.039849572,0.644921705
omics__bw_pyr__2,6.6380110218,-0.09265063800000001,0.764467493,1.148814332,0.659472645
ompr__wt_nacl__1,-1.8548655951000002,-2.078280266,-0.686581477,1.6465871120000002,0.277552005
ompr__wt_nacl__2,-1.5344069324,-2.249286269,-0.620927,1.759748342,0.08413458500000001
ompr__bw_delompr_nacl__1,-1.4480354715,-1.736547349,-1.046248202,0.7287601720000001,0.009492215
ompr__bw_delompr_nacl__2,-0.9412317077000001,-1.741352965,-1.071490687,0.573927292,-0.13246892500000002
minspan__wt_ade__1,-1.2560392625999999,0.539240123,-0.09169608400000001,-0.41096649500000004,0.323090545
minspan__wt_glc__1,-1.1368203546,0.897100663,-0.171476714,0.115747578,-0.0050519250000000005
minspan__wt_glc__2,-1.5329852636,0.8460113130000001,-0.216511799,0.027857161000000002,0.045105535
minspan__wt_glc__3,-1.3589672261,0.709424673,-0.237794143,0.048182902,-0.07972467500000001
minspan__wt_glc_anaero__1,-3.5766443413999998,0.599950453,0.097308024,-0.27702965700000004,-0.17243101500000002
minspan__wt_glc_anaero__2,-3.4134472127,0.380987297,0.0007891440000000001,-0.08955874200000001,-0.170063665
minspan__wt_trp__1,-2.6887913667000003,-0.544868582,0.37930993300000004,0.016084043000000003,0.631325145
minspan__bw_delcra_glc__1,-1.6453585523,-0.8515766050000001,0.207746483,0.268831166,0.5065485750000001
minspan__bw_delcra_trp__1,-2.6559884974,-0.23866376800000003,0.245706203,0.030301163000000002,0.906130685
minspan__bw_delmntr__1,-3.3688792978,-0.927764236,0.395080543,0.12121000100000001,0.004072415
minspan__bw_delnac_ade__1,-0.7866543730000001,-0.022203478000000002,0.005806082000000001,0.083390378,0.073518865
minspan__bw_delnac_glc__1,-0.7273299858000001,0.617538193,0.19238992300000002,0.41288737200000003,0.12347822500000001
cra_crp__wt_ac__1,11.1455067911,-0.7998011500000001,0.7848307330000001,0.343919792,-0.30622956500000004
cra_crp__wt_ac__2,11.1283978954,-0.7521902180000001,0.774460393,0.222851611,-0.352816565
cra_crp__wt_fru__1,7.9993142037,-0.92877467,0.31349375300000004,0.32115443200000005,-0.26311180500000003
cra_crp__wt_fru__2,7.236285811,-0.818350274,0.373244063,0.286542844,-0.088390225
cra_crp__delcra_ac__1,7.5783464953,-1.691132054,0.205353913,0.5809128020000001,0.08919740500000001
cra_crp__delcra_ac__2,7.9817934999,-1.497339562,0.159225273,0.6237719420000001,0.021087685000000002
cra_crp__delcra_fru__1,-3.5723119913,-0.37172291900000004,0.12650519300000002,0.44571107200000004,0.279636635
cra_crp__delcra_fru__2,-3.818498228,-0.327417781,0.163147493,0.527806022,0.32569436500000004
cra_crp__delcra_glc__1,-2.1779739362,0.128846909,0.046791002000000005,-0.06741426,-0.027273645000000003
cra_crp__delcra_glc__2,-2.2002964386,0.11251124,-0.014761104,-0.009461412,-0.13678458500000001
rpoB__wt_031__1,8.767455399,-0.50414656,0.271760703,0.41899008200000004,-0.018986005
rpoB__wt_044__1,1.4395411738,-0.16569129400000002,0.20485867300000002,-0.002706628,-0.16863898500000002
rpoB__wt_lb__1,8.5020551523,-1.594538862,0.24727295300000002,0.5912388620000001,0.377391115
rpoB__wt_lb__2,8.8042381893,-1.514968574,0.204154523,0.555214862,0.29310171500000004
rpoB__rpoBE546V_031__1,6.9625711881,-0.43556924700000005,0.45717146300000006,1.075322802,0.34542376500000005
rpoB__rpoBE546V_044__1,6.1750322517,-0.518113141,0.376256283,1.046519562,0.433644805
rpoB__rpoBE546V_lb__1,6.1219160864,-1.174225663,0.11748048200000001,0.663852262,0.154811065
rpoB__rpoBE546V_lb__2,6.4588400552,-1.334861689,0.125422963,0.6135239920000001,0.184431905
rpoB__rpoBE546V_glc__1,1.2316949655,-0.01844582,-0.004082425000000001,0.129992928,-0.25137586500000003
rpoB__rpoBE672K_glc__1,0.1971994232,0.25008935600000004,-0.66628918,-0.926944088,-0.868628418
rpoB__rpoBE672K_glc__2,0.21994983910000002,0.336845671,-0.570898456,-0.9221537670000001,-0.841749195
rpoB__rpoBE672K_lb__1,3.7897436522,0.39324066300000005,-0.228845183,-0.9664375940000001,-0.730282673
rpoB__rpoBE672K_lb__2,3.4028414767,0.43129212400000005,-0.18410035800000002,-0.89091248,-0.70811133
crp__wt_fru__1,5.9428197566000005,-0.147291514,-0.134837475,-0.08924797200000001,-0.120886425
crp__wt_glyc__1,8.2682499825,-0.074631614,-0.06971342200000001,0.38219653200000003,-0.235195225
crp__wt_glyc__2,8.1867946993,-0.12495495400000001,0.000271048,0.29671736200000004,-0.226979175
crp__delar1_glyc__1,0.7330524011,-2.31144513,0.768482663,0.45762537200000003,0.817711665
crp__delar1_glyc__2,-0.6211155015000001,-2.062646813,0.980974663,0.33209055200000004,0.8890342950000001
crp__delar1ar2_glyc__1,-0.4898854891,-0.789887812,0.29165508300000004,0.193629716,0.427391075
crp__delar1ar2_glyc__2,0.1217986107,-0.799723807,0.25672264300000003,0.33613993200000003,0.49290713500000005
crp__delar1ar2_glyc__3,0.1617912213,-0.7153701450000001,0.37124749300000004,0.21436483,0.45579148500000005
crp__delar2_glyc__1,4.2725098353,-1.3984592660000001,1.429825303,1.187215512,1.075854265
crp__delar2_glyc__2,3.7506226933,-1.066915761,1.300445483,1.041209602,0.8624663450000001
crp__delar2_glyc__3,3.7376817351,-0.9079678790000001,1.236903523,1.000426512,0.782298315
crp__delcrp_fru__1,-3.1650649707,-1.393536991,-9.852476477,1.403545152,0.7741806250000001
crp__delcrp_fru__2,-3.5452320544,-1.28916081,-9.107951936,1.312142502,0.780515025
crp__delcrp_fru__3,-4.0480457814,-1.302430357,-9.852476477,1.332774822,0.668204965
crp__delcrp_glc__1,-2.38981674,-1.361932554,-9.025871704,1.220202512,0.9036337950000001
crp__delcrp_glc__2,-2.0522199614,-1.300373491,-9.566616581,1.232196922,0.880205215
crp__delcrp_glc__3,-2.1885976472,-1.112451113,-9.852476477,1.2185585620000001,0.9120195050000001
crp__delcrp_glyc__1,-4.6535937573,-1.157339285,-9.852476477,1.473030322,0.895131325
crp__delcrp_glyc__2,-4.3334330569,-1.159848383,-9.852476477,1.491695502,0.8307353350000001
crp__delcrp_glyc__3,-3.8660034584,-1.143302123,-9.852476477,1.425635312,0.894754805
glu__glu_ale3__1,-0.258898893,-2.495519007,1.438555163,0.7930836120000001,0.6064907850000001
glu__glu_ale4__1,-0.496949725,-0.46433936600000003,0.12370463300000001,-0.261345063,-0.26191363500000003
glu__glu_ale5__1,2.5261022441,-0.297228361,0.23737495300000003,-0.923966688,-0.846024697
glu__glu_ale6__1,0.1248010528,0.580785533,-0.266972174,-1.072388459,-0.775242359
glu__glu_ale8__1,-0.7548697533000001,-2.464365391,1.5517659030000002,0.8990942620000001,0.6607472950000001
glu__glu_ale9__1,0.0217523552,-1.9674450510000001,0.736260553,-0.267016099,-0.066971575
glu__glu_ale10__1,-0.5035943655,-2.206022964,1.248499963,-0.06099581900000001,0.21387256500000001
42c__wt_42c__1,0.0831814281,-0.296248195,-0.022893763,-0.281531602,-0.314610025
42c__42c_ale1__1,-1.6238977861000001,-1.839628673,0.578078713,-0.48538561300000005,0.116353545
42c__42c_ale2__1,-1.4889765401,-0.5883783730000001,-0.001157444,-0.28717722,-0.254239745
42c__42c_ale3__1,-4.1183357246,-0.5663624230000001,-0.163650862,-0.530759834,-0.295363645
42c__42c_ale4__1,-1.7972178785000001,-3.12448035,0.18829674300000002,-0.06679679300000001,-0.598037926
42c__42c_ale5__1,-3.4284947108,0.667819393,-0.255090408,-0.4238999,-0.42064137500000004
42c__42c_ale6__1,-4.9951901541,-1.461458128,0.584709813,-1.679026192,-0.051506065000000004
42c__42c_ale8__1,-3.1018661037,-2.520950439,0.898060053,-0.6158962060000001,0.068028155
42c__42c_ale9__1,-0.8994238719000001,0.43294142700000005,0.234450913,-0.5299862820000001,-0.241751655
42c__42c_ale10__1,-2.8475865652000003,-2.646074774,0.5824345430000001,-0.523400039,-0.179127275
ssw__wt_ac__1,6.4362965344,-0.683713083,0.155824183,1.223033602,-0.346710805
ssw__wt_glc__1,-0.5382712541,0.165617545,0.08995910700000001,-0.634528351,-0.342105245
ssw__wt_glyc__1,-0.5151007322,-0.052110411,0.264629563,-0.137538191,-0.589388949
ssw__wt_xyl__1,-2.9764603725,-0.97750472,0.615108903,0.24299832000000002,-0.050211675000000004
ssw__glc_ale1__1,1.5680640689,0.109417784,0.311997713,0.743275232,0.112337685
