,A,MetJ,HypT
opex__rif__2,-2.0260997279,-0.9990962732,-0.11726333920000001
opex__rif__3,-1.1844943907,-1.0223724462,-0.6648094426000001
opex__naocl_amp__1,-0.8162402225000001,-0.0401154309,-0.3363517875
opex__naocl_amp__2,-0.21296859410000002,-0.25355684370000003,-0.4568148732
opex__naocl_amp__3,-0.7112701626,-0.20986621530000002,0.08653872230000001
opex__naocl_kan__1,-0.8104909215,-0.0846567681,0.1696281534
opex__naocl_kan__2,-0.1401289791,0.0460550755,0.0660622242
opex__naocl_kan__3,-0.22884878760000002,0.1524947405,-0.0329140022
opex__naocl_nor__1,0.1417139796,0.1478523065,-0.5621659252
opex__naocl_nor__2,-0.2174467968,0.0808097125,-0.0521017271
opex__naocl_nor__3,-0.26805417260000003,0.0888043407,-0.2817066753
opex__naocl_rif__1,-1.7405553845,-0.9752000002000001,-0.0655515574
opex__naocl_rif__2,-2.3585274346,-1.0719223066,-0.5587968354
opex__naocl_rif__3,-2.0523743108,-1.0128134456,-0.0118319696
phage_lysogen__wt_ctrl__1,0.0659409031,-0.056631899000000006,-0.1465265187
phage_lysogen__wt_ctrl__2,-0.1168618939,0.0744518427,-0.0586427564
phage_lysogen__wt_ctrl__3,0.0509209908,-0.0178199438,0.20516927510000002
phage_lysogen__O104_H4__1,1.1132123436,0.3535133304,-0.2213264429
phage_lysogen__O104_H4__2,1.2477075047,-0.0083745234,-0.15447259
phage_lysogen__O104_H4__3,-0.3555486534,-0.06805049340000001,-0.148742761
phage_lysogen__O157_H7_PA8__1,1.5199721485,0.32206508570000003,-0.3196882619
phage_lysogen__O157_H7_PA8__2,1.1684161442,0.0648528101,-0.0280067692
phage_lysogen__O157_H7_PA8__3,-0.2929862179,-0.1556118782,-0.0213390896
phage_resist__ygbE_oe__1,0.7687040161,-0.8874787386,-0.1800075902
phage_resist__wt__1,-0.3786000356,-0.9039629870000001,-0.1777886609
phage_resist__wt__2,0.3191531315,0.2964388188,0.0531090771
phage_resist__wt__3,0.0574230259,0.2896447038,0.0186417555
phage_resist__wt__4,0.0020238782000000003,0.31787946440000003,0.1060378283
phage_resist__ygbE_oe__2,0.6112326279,0.6802044272000001,-0.074761571
phage_resist__ygbE_oe__3,0.7935608321000001,0.33593655240000003,-0.152129585
phage_resist__ygbE_oe__4,0.5183918064,0.3361694613,-0.2769388188
phage_resist__yahA_oe__1,-0.2136182901,0.8480726531,-0.20695781770000002
phage_resist__yahA_oe__2,-0.40648823110000004,0.7659871698,-0.17811055950000002
phage_resist__yahA_oe__3,-0.4502929774,0.7188508555,-0.2342091997
phage_resist__yrfF_ko__1,0.6697387746,0.4519018214,-0.0095732571
phage_resist__yrfF_ko__2,0.1372614929,0.2473706178,0.1519473524
phage_resist__yrfF_ko__3,0.2607591113,0.407333384,-0.1465198868
pollution__wt_ctrl__1,0.5829192664,0.2815429036,0.0280485088
pollution__wt_ctrl__2,-0.9051748394,-0.3071097787,-0.12943362020000002
pollution__wt_ctrl__3,0.3222555731,0.025566875000000003,0.1013851114
pollution__wt_urban__1,-1.1385033423,-0.6059245814,-0.248645049
pollution__wt_urban__2,-2.0480542957,-0.3746946738,-0.2213549501
pollution__wt_urban__3,-2.6471491509,-0.2833270377,-0.06455246220000001
pollution__wt_diesel__1,5.1956251624,0.719753376,0.36414981
pollution__wt_diesel__2,-0.6987693020000001,-0.1238410525,0.5449144324
pollution__wt_diesel__3,1.6703569533,0.111621149,0.30781515940000004
pollution__evo_diesel__1,5.1745360173,0.7726731203,0.5284671052000001
pollution__evo_diesel__2,2.3549457444,0.2812744781,0.0495154105
pollution__evo_diesel__3,5.5094034694000005,1.043591999,0.14802965710000002
ppGpp__wt_relAtrunc_00m__1,-1.3400502556,0.0790478433,0.1451680961
ppGpp__wt_relAtrunc_00m__2,-0.8274174343,-0.11625163520000001,0.0634480001
ppGpp__mut_delrelA_10m__1,-5.1648120088,0.0358732493,0.5193227415
ppGpp__mut_delrelA_05m__1,-4.2097101306,-0.009224996000000001,0.6185820176
ppGpp__mut_delrelA_10m__2,-5.2164756771,0.0259004679,0.6518012194
ppGpp__mut_delrelA_10m__3,-4.839835959,0.16813507400000002,0.6937339701
ppGpp__mut_delrelA_00m__1,-3.3472778639,0.2806385034,0.019421374
ppGpp__mut_delrelA_00m__2,-3.6118296794,0.09773579290000001,0.1643362741
ppGpp__mut_delrelA_05m__2,-4.0484634266,0.0590015107,0.36326301650000004
ppGpp__mut_delrelA_05m__3,-4.0380545002,0.0052390633,0.404227704
ppGpp__mut_delrelA_00m__3,-3.2620836449,-0.0185145684,0.0379383684
ppGpp__wt_delrelA_10m__1,-4.6339696919,-0.8472589727000001,0.8600984432000001
ppGpp__wt_delrelA_05m__1,-2.7572917117999998,-0.5700788021000001,0.9680748607
ppGpp__wt_delrelA_05m__2,-2.761927865,-0.30247721850000003,0.7876127556
ppGpp__wt_delrelA_10m__2,-4.4635661731,-0.7777965463000001,0.7965127668
ppGpp__wt_delrelA_10m__3,-4.8167099294,-0.8839392553000001,0.8249619596000001
ppGpp__wt_delrelA_00m__1,0.0884150133,0.0461612843,-0.0059961296
ppGpp__wt_delrelA_00m__2,0.023290059300000002,-0.0184871502,-0.0273798007
ppGpp__wt_delrelA_05m__3,-2.875549339,-0.45078725480000004,0.8551802747
ppGpp__wt_delrelA_00m__3,-0.11170507260000001,-0.0276741341,0.0333759304
ppGpp__mut_relAtrunc_10m__1,-3.3433324294,0.0765188802,0.0731959539
ppGpp__mut_relAtrunc_05m__1,-3.142555439,0.1790077686,-0.07531895770000001
ppGpp__mut_relAtrunc_05m__2,-3.2971966806,0.2403515605,0.1282354664
ppGpp__wt_relAtrunc_10m__1,-2.2425339136,-0.1113789706,0.07998977630000001
ppGpp__wt_relAtrunc_10m__2,-2.2542211794,-0.1205172414,0.3163693097
ppGpp__wt_relAtrunc_10m__3,-2.311060033,-0.0035188937,0.3257571007
ppGpp__mut_relAtrunc_00m__1,-2.7443091909,0.5353422413,0.266123896
ppGpp__wt_relAtrunc_00m__3,-1.0296976418,0.1450775772,0.13366971560000002
ppGpp__wt_relAtrunc_05m__1,-1.4447587903,0.034393081400000004,0.3293914444
ppGpp__wt_relAtrunc_05m__2,-1.6857361500999999,-0.2335355799,0.12967868970000002
ppGpp__wt_relAtrunc_05m__3,-1.5736271372,-0.0577225398,0.2507549228
ppGpp__mut_relAtrunc_00m__2,-3.1287738016,0.0156448558,-0.0756296645
ppGpp__mut_relAtrunc_00m__3,-3.1230846897,0.12076372140000001,-0.22498323280000002
ppGpp__mut_relAtrunc_10m__2,-3.7339944289,-0.0477178247,0.15704579400000002
ppGpp__mut_relAtrunc_05m__3,-2.7787807456999998,0.2234566041,0.2318912018
ppGpp__mut_relAtrunc_10m__3,-3.3776270969,0.18755625550000002,0.0214065404
pressure__high_pressure__1,2.2727431363,0.3293318737,-0.011529934
pressure__high_pressure__2,1.3791086242000001,0.3858455945,0.0618267817
pressure__low_pressure__1,0.1762288024,0.0827542097,0.1592098453
pressure__low_pressure__2,-0.1762288024,-0.0827542097,-0.1592098453
quantum_dots__ctrl__1,-1.0028252532,-0.0045500975,0.0723253274
quantum_dots__ctrl__2,1.0028252532,0.0045500975,-0.0723253274
quantum_dots__cdte_light__1,5.1704070277,1.2494710152,0.1917825867
quantum_dots__cdte_light__2,6.7511818543,1.7696485283,0.24152951860000002
quantum_dots__cdte_dark__1,4.5849888569,0.7889440352,0.4427854724
quantum_dots__cdte_dark__2,5.5945500593,0.8890211643,0.40890596090000003
quantum_dots__cdse_light__1,0.5093550606,-0.1496160605,0.1997850468
quantum_dots__cdse_light__2,2.5831833362000003,0.2151448333,0.3422690802
quantum_dots__cdse_dark__1,6.6764364124,1.0916716475000001,0.6402057882000001
quantum_dots__cdse_dark__2,4.0968111429,0.7093681584,0.9141525813
raman__wt__1,1.0565180305,0.15282369780000002,0.0954454723
raman__del_cyaA__1,-0.9878919681,-0.5625718963,0.1655291142
raman__del_cyaA_01mM__1,-0.4088282367,-0.47155912200000005,0.1350400519
raman__del_cyaA_05mM__1,3.710777922,-0.3314215787,0.1515971193
raman__del_cyaA_1mM__1,1.9570217888,-0.0615904128,0.1129041602
raman__wt__2,-0.3753998234,-0.0286988669,-0.0759904741
raman__del_cyaA__2,-1.2028734517,-0.6334662564,0.21762664580000002
raman__del_cyaA_01mM__2,-1.1310298159,-0.4329809362,0.3849900321
raman__del_cyaA_05mM__2,4.7710440444,0.3079950092,-0.0059980943
raman__del_cyaA_1mM__2,2.9789817459,-0.1962126159,-0.2304523313
raman__wt__3,-0.6811182071,-0.12412483090000001,-0.0194549983
raman__del_cyaA__3,-0.9591452918000001,-0.5276255966,0.2011033495
raman__del_cyaA_01mM__3,-0.9732096678000001,-0.7446863063,0.0917241679
raman__del_cyaA_05mM__3,2.8003704123,-0.1519057839,0.1727925944
raman__del_cyaA_1mM__3,2.0821336742,-0.3470519211,-0.6211929890000001
rand_barrel__mut_nanE__1,0.4537274047,-0.118616806,0.3704771537
rand_barrel__mut_nanE__2,0.4576592507,0.12971025390000002,-0.1985437219
rand_barrel__mut_nanE__3,-5.1951428647,-0.8659631721000001,0.3245486998
rand_barrel__mut_pdxJ_1__1,1.3485024999,0.3969452352,0.0436195574
rand_barrel__mut_pdxJ_1__2,1.0762176299,0.27858872160000003,0.5691326819
rand_barrel__mut_pdxJ_1__3,-3.0278714253,-0.44039616000000004,0.1589785065
rand_barrel__mut_pdxJ_2__1,0.8717883411,0.2748797356,0.2753079919
rand_barrel__mut_pdxJ_2__2,0.7739314964,0.3272329332,0.046383842200000004
rand_barrel__mut_pdxJ_3__1,1.4260889300000001,0.41078202880000003,0.039516928300000004
rand_barrel__mut_pdxJ_3__2,0.6773691872000001,0.1965915798,0.3109113882
rand_barrel__del_serB__1,0.07220384810000001,-0.07586193320000001,0.0875737738
rand_barrel__del_serB__2,-0.07220384810000001,0.07586193320000001,-0.0875737738
rockhopper__CV104_pHDB3__1,-1.2209223694,0.3470621291,-1.0610849293
rockhopper__CV104_pHDB3__2,-0.8801887723,0.25563448180000004,-0.8908547199
rockhopper__CV104_pHDB3__3,-1.0164945258,0.4573931383,-1.2852496802
rockhopper__CV104_pLCV1__1,-0.8152351043,0.3493753627,-0.9718488141
rockhopper__CV104_pLCV1__2,-1.1666946092,0.2033746333,-0.9552988532000001
rockhopper__CV104_pLCV1__3,-1.1752972049000001,0.450070526,-1.1291506896
rockhopper__wt_lb__1,-2.5190556819000003,-0.17112860500000002,-1.0676016593
rockhopper__wt_lb__2,-2.0782819583,0.1769826841,-0.7031353194000001
rockhopper__wt_lb__3,-1.8030178683,0.1125709701,-0.9619312206
rockhopper__wt_lb_aMG__1,-4.3894512852,-0.2626132947,-0.5735136081000001
rockhopper__wt_lb_aMG__2,-4.4203817317,0.1480279605,-0.5437803158
rockhopper__wt_lb_aMG__3,-4.2548596071,0.4322207623,-0.7980255605000001
rockhopper__del_sgrR_lb_aMG__1,-4.8252747929,0.4133457048,-0.2191022617
rockhopper__del_sgrR_lb_aMG__2,-4.5388686725,0.3963676231,0.030786983400000002
rockhopper__del_sgrR_lb_aMG__3,-4.7430519787000005,0.5305432639000001,-0.0889575002
rockhopper__del_sgrS_glyc_aMG__1,-3.1459116035,0.9800228045,-0.0291652788
rockhopper__del_sgrS_glyc_aMG__2,-3.1254623996,0.52294944,-0.1018690453
rockhopper__del_sgrS_glyc_aMG__3,-3.6569700891,0.8235504589,-0.1906839582
rockhopper__del_sgrS_glyc__1,-1.1293473356,-0.5624501997,-1.9588493758
rockhopper__del_sgrS_glyc__2,0.1144068592,-0.391222681,-1.8685531675
rockhopper__del_sgrS_glyc__3,-0.6834021624000001,-0.32580879490000003,-1.3392491245
rockhopper__wt_lb_aMG__4,-3.9560019908,0.2526745139,-0.4114364058
rockhopper__wt_lb_aMG__5,-4.6906419686,0.5617716392000001,-0.34965992830000003
rockhopper__wt_lb_aMG__6,-4.8516316469,0.5649219945,-0.3547282437
rockhopper__wt_glyc_aMG__1,-1.9571669427,1.0040007617,-0.5740014656
rockhopper__wt_glyc_aMG__2,-1.5678767481,0.45818988660000004,-0.9079252723000001
rockhopper__wt_glyc_aMG__3,-2.5501288499,0.5221878247,-0.5142013062
rockhopper__wt_glyc__1,-0.7742629626,-0.2647427488,-1.1786897417
rockhopper__wt_glyc__2,-0.12296281090000001,-0.0824107044,-1.2960095877
rockhopper__wt_glyc__3,-0.0145313883,-0.27542108930000003,-1.3988990082
rockhopper__CV108_glyc_aMG__1,1.9500187786,0.270242921,-1.062880352
rockhopper__CV108_glyc_aMG__2,3.0467956935,0.3498221287,-0.4307084491
rockhopper__CV108_glyc_aMG__3,3.5026662378999998,0.0847381343,-0.6319915376
rockhopper__wt_glyc__4,1.7078437846,-0.2650262031,0.06915421100000001
rockhopper__wt_glyc__5,3.1361556318,-0.36651921930000003,-1.0366579418
rockhopper__wt_glyc__6,-1.1760198102000001,0.32532572600000004,0.9938915508
rockhopper__wt_glyc_aMG__4,3.6304167543,0.6946614732,0.5415293922000001
rockhopper__wt_glyc_aMG__5,4.3248113958,0.42995145230000004,0.0835901316
rockhopper__wt_glyc_aMG__6,4.5399395817,0.0917560838,0.11609885600000001
rockhopper__wt_glyc__7,-1.6237233307999999,0.3032964029,0.5910558544
rockhopper__wt_glyc__8,0.2915966837,0.019367107300000002,0.26572199950000003
rockhopper__wt_glyc__9,-2.2706277601,-0.0291685276,0.8118539059000001
rockhopper__wt_glyc__10,-1.4326266996,0.5559248998,1.0029343525
rockhopper__wt_glyc__11,0.8127106247,-0.0601935228,0.5809034465
rockhopper__wt_glyc__12,1.4664480377,0.1395678794,0.5947409588
rpoD__wt__1,-0.1167730572,-0.1165807102,0.0110466459
rpoD__wt__2,0.0519585537,-0.0027329419,-0.1601022058
rpoD__rpoD_mut__1,3.0448268851,0.6329176362000001,0.9395253370000001
rpoD__rpoD_mut__2,4.1751800974,0.7354517464,1.46384694
rpoD__rpoD_mut__3,3.8360722651,0.5811671827,0.9578892754
rpoD__wt__3,0.06481450350000001,0.11931365220000001,0.1490555599
rpoN_peptide__ctrl__1,-0.275689052,0.0180865704,-0.010413417900000001
rpoN_peptide__ctrl__2,-0.1228470833,0.0371951768,-0.063976036
rpoN_peptide__ctrl__3,0.39853613530000004,-0.0552817472,0.0743894539
rpoN_peptide__nminus__1,-0.2825369948,0.2157470289,0.06930440260000001
rpoN_peptide__nminus__2,-0.0885997909,0.2053635879,0.09610909999999999
rpoN_peptide__nminus__3,0.4381303814,0.0932209049,0.2044861103
rpoN_peptide__nplus__1,15.2285930864,1.7761546101999999,-0.0087274645
rpoN_peptide__nplus__2,15.1389593043,1.800323458,-0.06629624540000001
rpoN_peptide__nplus__3,15.0944786259,1.7812640731,-0.15598310370000001
rpoN_peptide__s54_wt__1,-0.4070177696,-0.1331901712,-0.1465449013
rpoN_peptide__s54_wt__2,-0.4526383324,-0.030091734800000002,-0.018704601
rpoN_peptide__s54_wt__3,-0.6213333888,-0.1978112267,-0.1049998399
rsd__wt_ee__1,-0.3763167102,0.0435628797,0.0382159406
rsd__wt_ee__2,0.3763167102,-0.0435628797,-0.0382159406
rsd__del_rsd_ee__1,-0.199349134,0.1227372439,0.11703177640000001
rsd__del_rsd_ee__2,0.3981475879,0.1849786277,0.076402198
rsd__del_ssrS_ee__1,-1.2789539561,0.3834760742,0.8551669012
rsd__del_ssrS_ee__2,-0.6405278234,0.6947477200000001,0.5444144459
rsd__del_rsd_ssrS_ee__1,-0.1461898584,0.5161734551,0.4832886784
rsd__del_rsd_ssrS_ee__2,0.24278019480000002,0.7664337899,0.2608460344
rsd__del_rpoS_ee__1,0.9004988057000001,0.5271044140000001,0.1704484939
rsd__del_rpoS_ee__2,0.8165326233,0.2601043992,0.5306415121
rsd__wt_me__1,-0.9608134048,-0.1150421787,0.447682882
rsd__wt_me__2,-1.0102550758,-0.2771967405,0.4005244281
rsd__del_rpoS_me__1,-1.8898367770000002,-0.41535213260000003,1.2825503564
rsd__del_rpoS_me__2,-1.5396750575,-0.6157689984,1.4930768442
rsd__wt_ts__1,8.1307802137,0.7523323299,0.1647984542
rsd__wt_ts__2,12.8213969712,1.7465014049,0.3297155814
rsd__del_rsd_ssrS_ts__1,0.5910443245,-0.3200769084,0.1689613251
rsd__del_rsd_ssrS_ts__2,0.5466912065,-0.23065403,0.194482973
rsd__del_rpoS_ts__1,-2.7614331088,-1.117303682,1.1910363908
rsd__del_rpoS_ts__2,-2.5298137779000003,-1.1544031941,1.3224479298
rsd__wt_s__1,1.9451991727000002,0.10548741560000001,-0.4144846102
rsd__wt_s__2,2.3295898196,0.2506254844,-0.3577804042
rsd__del_rsd_s__1,2.0063411224,-0.3789666561,0.012829024500000001
rsd__del_rsd_s__2,1.9835645134000002,0.011616794000000001,-0.40039756670000004
rsd__del_rsd_ssrS_s__1,0.9052026573,0.6322188562000001,-0.1653327359
rsd__del_rsd_ssrS_s__2,0.9194920404,0.5482752053000001,0.1151525592
rsd__del_rsd_ls__1,-2.6319589371000003,-2.9023961926,2.2383815737
rsd__del_rsd_ls__2,-2.2860536194,-2.7412247715999998,2.976060668
rsd__del_ssrS_ls__1,-2.2982771809,-2.391742765,1.3669674003
rsd__del_ssrS_ls__2,-2.3589584844,-2.7073166041,0.9042336672
rsd__del_rsd_ssrS_ls__1,-0.8426033532,-1.7893295774,2.8795186271
rsd__del_rsd_ssrS_ls__2,-0.2957449729,-1.3056282171,2.8396484271
rsd__del_rpoS_ls__1,-3.465502467,-3.4425529648,1.9560364517000002
rsd__del_rpoS_ls__2,-2.0682589867,-2.1958938360999998,0.8531957687
sdsR_ryeA__wt_3h__1,-1.7376044033,0.1147183648,0.3063712102
sdsR_ryeA__wt_8h__1,-4.8283837332,-0.5621829064,0.5770991360000001
sdsR_ryeA__wt_3h__2,1.7376044033,-0.1147183648,-0.3063712102
sdsR_ryeA__wt_8h__2,-4.412841235,-0.5727921952,0.47853263960000003
starve_series__t00_growth1__1,1.250202557,0.17347813680000002,-0.0069851667
starve_series__t00_growth1__2,0.5339467666000001,-0.0185064782,-0.0985603131
starve_series__t00_growth1__3,1.0887012307,0.1934023252,0.1419947014
starve_series__t00_growth1__4,-2.8728505544000003,-0.3483739838,-0.0364492216
starve_series__t01_starve__1,-0.6181956750000001,-0.36697689110000004,-1.0862519641
starve_series__t01_starve__2,1.8548584525,-0.3328900684,-1.655312251
starve_series__t02_starve__1,4.5426700570000005,1.5334213567,-1.5186360164
starve_series__t02_starve__2,4.6119462981,1.5632867111,-1.2938844086999999
starve_series__t03_starve__1,-3.8358999044,0.6353595686,-1.1326994356
starve_series__t03_starve__2,-3.4729394264,0.6128246732,-1.4333474606
starve_series__t04_starve__1,-10.8672645051,-0.6188403202,-1.5290844299000002
starve_series__t04_starve__2,-11.0820801908,-0.6812685853,-1.397489421
starve_series__t05_starve__1,-4.1486750243,1.0081992124,-1.3279516495
starve_series__t05_starve__2,-3.8308815126,1.2331945354,-1.0844348126
starve_series__t06_starve__1,0.35929525700000003,2.1806076856,-1.0318781159000001
starve_series__t06_starve__2,0.3140851427,2.3179471241,-1.1076131104
starve_series__t07_starve__1,-1.2633848377999999,2.1535415521,-0.9372743311
starve_series__t07_starve__2,-1.0824538717,2.0959128218,-0.8442941956000001
starve_series__t08_starve__1,-3.7149066355,1.6547459091,-0.7333327705
starve_series__t08_starve__2,-3.7656415512,1.5485154345,-0.9418975173
starve_series__t09_starve__1,-6.073711445,0.9387473656,-0.8259937433000001
starve_series__t09_starve__2,-6.265846508,0.9377887376,-0.8579833472
starve_series__t10_starve__1,-10.5691735414,-0.12666476740000002,-0.8675665939
starve_series__t10_starve__2,-10.6320990704,-0.059368738500000004,-0.3677820693
starve_series__t11_starve__1,-13.76097981,-0.7970734547,-0.0781555314
starve_series__t11_starve__2,-14.0847089307,-0.8685761372,-0.4291358464
starve_series__t12_starve__1,-13.4071873991,-0.9952926003,-0.3310666538
starve_series__t12_starve__2,-13.5269749088,-1.2737692021,-0.7075222844
starve_series__t14_starve__1,-13.7738721114,-1.3384179272,-0.5944821652
starve_series__t14_starve__2,-14.5186373844,-1.2465656986,0.0108164918
starve_series__t16_starve__1,-14.1916687331,-1.3721157763,-1.1463125163
starve_series__t16_starve__2,-13.8114000518,-1.4061045650000001,-0.6337150918000001
starve_series__t17_starve__1,-13.9028246982,-1.2993472968,-0.7348201148
starve_series__t17_starve__2,-14.089219683,-1.3842192688,-0.9493317576
starve_series__t18_starve__1,-14.0978653473,-1.2210300073,-0.7453566431
starve_series__t18_starve__2,-13.9523839503,-1.2315400492,-1.0577835091
starve_series__t20_starve__1,3.5464296018,0.7116099439,-1.1001805719
starve_series__t20_starve__2,4.4554941213,0.6361753864,-0.9622428742
starve_series__t21_growth2__1,-3.8363579587,-0.7758197184000001,-1.3096805093000001
starve_series__t21_growth2__2,-3.800357897,-0.9036942183000001,-1.2374707407
starve_series__t22_growth2__1,16.5582845432,1.9870121998,-0.6796079371
starve_series__t22_growth2__2,16.7165925027,1.5035257674,-1.0749027128
starve_series__t23_growth2__1,11.3223956606,2.057976244,-0.46864517200000005
starve_series__t23_growth2__2,11.6215107642,2.0024304844,-0.27055732800000004
starve_series__t25_growth2__1,3.9995892129,0.18324328010000002,-0.188988903
starve_series__t25_growth2__2,4.56160502,0.1854710211,-0.5291620472
starve_series__t26_growth2__1,2.6425153768,0.18529680980000002,-0.37567252830000003
starve_series__t26_growth2__2,2.3305367644,-0.21089308950000002,-0.1434172758
starve_series__t27_growth2__1,2.0275088889,0.17505174210000002,-0.1629219425
starve_series__t27_growth2__2,2.3769131794,0.1806209216,-0.5239195842000001
starve_series__t28_growth2__1,1.4927211148000001,0.519953428,-0.1720659089
starve_series__t28_growth2__2,1.1711921809999999,0.26869327200000004,0.0354312596
time_course__lb_4hr__1,0.025118301000000003,-0.0255942909,-0.0298733136
time_course__lb_4hr__2,-0.09905437830000001,-0.0408267957,0.058518926500000006
time_course__lb_4hr__3,0.0739360773,0.0664210866,-0.028645612900000002
time_course__lb_8hr__1,0.0224327317,-0.1631225371,-0.8611744347
time_course__lb_8hr__2,1.0149054376,-0.19601132910000002,-1.1635897868
time_course__lb_8hr__3,0.528909808,-0.2894671053,-1.0119992486
time_course__lb_24hr__1,-1.1751332296,-1.0594205921,-2.9214854472000003
time_course__lb_24hr__2,-0.7287425791000001,-0.7521349383,-2.7617020794
time_course__lb_24hr__3,-1.2509918053,-0.9243271632000001,-3.2054311813
time_course__lb_72hr__1,2.1504662884,-0.850804379,-1.0970850182
time_course__lb_72hr__2,-0.4267613918,-0.7712622742,-1.3411175478000001
time_course__lb_72hr__3,-0.2234785581,-0.5655569475000001,-1.3054291352
time_course__lb_144hr__1,0.1569776649,-0.3115355342,-1.9142445558
time_course__lb_144hr__2,0.1244423808,-0.36206554560000004,-2.3236740064
time_course__lb_144hr__3,-0.3015594265,-0.4249557561,-2.2448962864
time_course__lb_192hr__1,-1.1375857722,-0.49649181900000006,-2.2113442473
time_course__lb_192hr__2,-0.6848744216,-0.5011462360000001,-1.9710457227
time_course__lb_192hr__3,-0.8885303429,-0.37567148100000003,-2.2113569651000002
triclosan__wt__1,0.9764276643,0.3594219399,-0.0542109075
triclosan__wt__2,0.9500563329,0.1236478351,-0.0697734728
triclosan__wt__3,-1.9264839972,-0.48306977500000003,0.12398438040000001
triclosan__evo_amx_tcs__1,-0.0788906088,0.3082858181,-0.372098859
triclosan__evo_amx_tcs__2,-3.0749819308,-0.5374967302,-2.4527237455
triclosan__evo_amx_tcs__3,-2.5573284603,-1.0524359872,-0.1046870095
triclosan__evo_chl_tcs__1,-3.0046627545,-0.5021226983,-0.5913938959
triclosan__evo_chl_tcs__2,-1.8012763803,-0.6503620546000001,-0.7915055058
triclosan__evo_chl_tcs__3,-1.6101289882,-0.6891571779,-0.5414652793
triclosan__evo_tet_tcs__1,-2.5369930895,-1.2077585496,-3.2868247862
triclosan__evo_tet_tcs__2,0.40871344400000004,-0.7529414073,-1.4631506399
truHMM__48C_15m__1,22.958815027,3.9973464582,0.47352688060000003
truHMM__48C_15m__2,22.8738178133,4.0680765902000005,0.3711647178
truHMM__48C_15m__3,23.0946661645,4.9585306888,-0.5167355610000001
truHMM__48C_30m__1,19.10958452,2.0068804735,-0.9394392838000001
truHMM__48C_30m__2,18.994540271600002,1.9831114999000001,-0.7536677184
truHMM__48C_60m__1,18.465329107,2.5416518983,-1.0557020469
truHMM__48C_60m__2,18.4634891441,2.5205189876,-1.0587382054
truHMM__phos_0h__1,0.1371725856,-0.0113897867,0.0897137705
truHMM__phos_0h__2,-0.1371725856,0.0113897867,-0.0897137705
truHMM__phos_2h__1,5.7691667688,-0.0198057901,1.3502271857
truHMM__phos_2h__2,5.5908726281,-0.1533905532,1.4506417887
truHMM__phos_4h__1,-2.5184340712,-0.8820399454000001,2.8117344571
truHMM__phos_4h__2,-2.2458677713,-0.8698263220000001,2.761671985
truHMM__phos_4h__3,-2.1725646564,0.3299070443,1.0031962669
control__wt_glc__1,0.0926643741,-0.079342653,-0.046360254000000004
control__wt_glc__2,-0.0926643741,0.079342653,0.046360254000000004
fur__wt_dpd__1,8.549671844,1.6048190610000002,-1.154529342
fur__wt_dpd__2,6.2782026658,1.03889058,-1.398484405
fur__wt_fe__1,0.4791010578,-0.005803676000000001,-0.677891107
fur__wt_fe__2,0.5490012574,0.037792165,-0.5761767870000001
fur__delfur_dpd__1,11.2474265631,2.227476661,-1.179335525
fur__delfur_dpd__2,11.2639655392,2.2578750210000003,-1.095414058
fur__delfur_fe2__1,1.6523783345,0.058909729,-0.433067731
fur__delfur_fe2__2,1.7258289465,-0.024020786000000002,-0.6619204080000001
acid__wt_ph5__1,0.8608086287000001,0.663087022,-0.8880807540000001
acid__wt_ph5__2,0.7842528264,0.6760802340000001,-1.045654266
acid__delgadx_ph5__1,0.6027179235,0.53533729,-0.753542618
acid__delgadw_ph5__1,1.0797835159,0.6916216780000001,-0.864948464
acid__delgadw_ph5__2,0.9869173120000001,0.700325292,-0.7619691310000001
acid__delgade_ph5__1,0.8296205886,0.671548824,-0.783625753
acid__delgade_ph5__2,0.8734937663000001,0.7756436590000001,-0.776747945
oxidative__wt_pq__1,-2.1763693826,-0.213041274,-1.100758231
oxidative__wt_pq__2,-2.1121788669,-0.265355392,-1.006957437
oxidative__deloxyr_pq__1,-7.1395368791,-0.546955132,-0.723957476
oxidative__deloxyr_pq__2,-7.0345766817,-0.478410871,-0.854244267
oxidative__delsoxr_pq__1,1.7392133143000001,0.085099959,-1.199642409
oxidative__delsoxr_pq__2,1.5203459965000001,0.114434383,-1.162339431
oxidative__delsoxs_pq__1,1.1734827643,0.39513668300000004,-0.9642149630000001
oxidative__delsoxs_pq__2,1.159303379,0.373972503,-1.238829855
nac_ntrc__wt_csn__1,1.1030163607,0.108939538,-0.309939034
nac_ntrc__wt_csn__2,1.1536908019,0.22389188200000001,-0.306882666
nac_ntrc__wt_cytd__1,-3.3752683752,-0.608197595,-0.257784962
nac_ntrc__wt_cytd__2,-3.44434446,-0.734103842,-0.285177583
nac_ntrc__wt_gln__1,-3.9183377663,-0.420540144,-0.123625363
nac_ntrc__wt_gln__2,-3.812165953,-0.448891321,-0.142338153
nac_ntrc__bw_delnac_csn__1,-2.0361485534,0.152317074,-0.513995195
nac_ntrc__bw_delnac_csn__2,-1.4878010613,-0.18071025400000001,-0.6474618590000001
nac_ntrc__bw_delnac_cytd__1,-2.4050808687,0.037164481,-0.8767138600000001
nac_ntrc__bw_delnac_cytd__2,-2.3965096791000002,-0.072468435,-0.9652249700000001
nac_ntrc__bw_delnac_gln__1,-4.4050173273,-0.055179333000000004,-0.8840331870000001
