,A,PspF
ecoli_00445,1.5943329296000002,0.636239497
ecoli_00446,1.7166511648,0.56729056
ecoli_00447,2.669997915,0.045247044
ecoli_00448,2.1329107093,0.044236926
ecoli_00449,2.2972609881,-0.043695758
ecoli_00450,2.283900909,-0.22119094800000003
ecoli_00451,3.0346358871,0.081699957
ecoli_00452,2.8872469597,0.028678421000000003
ecoli_00453,2.9769494796,0.018214055
ecoli_00454,3.0493058474,-0.20594457900000002
ecoli_00455,0.3707327575,-0.39937904900000004
ecoli_00456,0.42695022,-0.44375239800000005
ecoli_00457,0.5405202894,-0.23368565
ecoli_00458,0.5743415408,-0.497773687
ecoli_00459,0.8191991682,-0.310463194
ecoli_00460,0.7076132966,-0.158836806
ecoli_00461,5.209879652,0.6197391950000001
ecoli_00462,6.3000426595,0.768652717
ecoli_00463,3.5204687715,0.141026661
ecoli_00464,3.7555031982,0.352318157
ecoli_00465,1.4274716493000001,-1.303687374
ecoli_00466,1.5435180805000002,-0.941790203
ecoli_00467,0.8251577588000001,0.38066671300000005
ecoli_00468,0.9017009251,0.43702950100000004
ecoli_00469,1.8860493623,-1.018185427
ecoli_00470,1.8792350539,-0.9936068650000001
ecoli_00471,5.222330595,0.725411153
ecoli_00472,5.4900036775,0.5067937290000001
ecoli_00473,3.8831225285,0.272397732
ecoli_00474,3.4539104845,0.33947276400000004
ecoli_00475,3.9241290168000003,0.6753505630000001
ecoli_00476,3.887484664,0.8050006200000001
ecoli_00477,1.6664239888,0.579505511
ecoli_00478,1.8383800634,0.293195001
ecoli_00479,1.9643376068,-0.32136601400000003
ecoli_00480,1.7072862114,-0.28017155400000004
ecoli_00481,1.6799429543,3.0325000000000002e-05
ecoli_00482,1.3033367635,-0.06256114
ecoli_00483,0.49319098050000004,-0.07348083100000001
ecoli_00484,0.7467503645,-0.03156659
ecoli_00485,17.9946482807,-0.7783313810000001
ecoli_00486,18.0037076828,-0.830276942
ecoli_00487,7.056255599,0.89237548
ecoli_00488,7.3478966359,1.039540786
ecoli_00489,3.0433965871,0.320296055
ecoli_00490,2.6564934107,0.43470203500000004
ecoli_00491,0.21366091710000001,-0.112018166
ecoli_00492,0.5246053379,0.231520101
ecoli_00493,2.4788864598,0.402527369
ecoli_00494,2.2274306194,0.5034574860000001
ecoli_00495,0.7323698559,-0.07358835300000001
ecoli_00496,0.6846758116,-0.099840973
ecoli_00497,1.81936529,-0.9497240830000001
ecoli_00498,1.8710641332,-0.99576279
ecoli_00499,1.7742713599000002,-0.022391142000000003
ecoli_00500,1.4302219481,-0.049944448
ecoli_00501,3.4554494194,0.598226236
ecoli_00502,3.1114899114,0.662485729
ecoli_00503,5.3580063021,0.39587283300000004
ecoli_00504,5.0806115206,0.34587312400000003
ecoli_00505,3.8640415813,0.09639195
ecoli_00506,4.2098260233,0.29065428400000004
ecoli_00507,0.7420149264,-0.44010932500000005
ecoli_00508,0.49641843160000004,-0.20682192400000002
ecoli_00509,0.8655754322,-0.108265357
ecoli_00510,0.7797095318,-0.278774134
ecoli_00511,17.7903175726,-0.630473764
ecoli_00512,17.5493791616,-0.355899776
ecoli_00513,2.3132753557,-0.824636653
ecoli_00514,2.2626804083,-0.9991286180000001
ecoli_00515,2.6961976230999998,0.185863084
ecoli_00516,2.8127621385,0.06835010300000001
ecoli_00517,0.2048508318,-0.130411426
ecoli_00518,0.7109906605,-0.144349483
ecoli_00519,1.216066223,0.35443340500000003
ecoli_00520,1.3718171608,-0.111238262
ecoli_00521,1.0812271318,0.139875525
ecoli_00522,1.8843740232,0.154437568
ecoli_00523,0.920004531,-0.115808747
ecoli_00524,4.4416973628,-0.07846159200000001
ecoli_00525,4.9387388845,-0.307181177
ecoli_00526,5.0153943822,-0.220732892
ecoli_00527,4.7917400836,-0.5071432140000001
ecoli_00528,3.0833967198,-1.086025639
ecoli_00529,2.414823792,-1.238212929
ecoli_00530,2.2287762136,-0.655383259
ecoli_00531,2.6108977163000002,-1.407887261
ecoli_00532,2.2659659067,0.5398601510000001
ecoli_00533,2.4885734212,0.7067713910000001
ecoli_00534,2.4755586056,0.501649321
ecoli_00535,2.6768864936,0.6496963290000001
ecoli_00536,2.5868360538,-0.6158846090000001
ecoli_00537,2.225956552,-0.6337692020000001
ecoli_00538,2.9691541512,-0.809468155
ecoli_00539,2.6827055092,-0.6246951430000001
ecoli_00540,3.5698064288999998,-1.149416901
ecoli_00541,3.5088862146,-1.3370872820000002
ecoli_00542,2.9451888834,-1.073317332
ecoli_00543,3.2969157034,-1.011666446
ecoli_00544,3.2094384177,-1.125487323
ecoli_00545,2.9328997183,-1.156275886
ecoli_00546,1.0370837811,-0.588924656
ecoli_00547,1.447785541,-0.416183281
ecoli_00548,1.9496573056000002,-0.458342517
ecoli_00549,1.7834391384,-0.606831786
ecoli_00550,1.8268601857000002,-0.313553862
ecoli_00551,2.9643127466,-0.40521659400000004
ecoli_00552,1.7806306158,-0.445241535
ecoli_00553,1.6404562256,-0.769399131
ecoli_00554,1.8650610046,-0.504261567
ecoli_00555,1.8550141968,-0.389481204
ecoli_00556,2.0527993812,-0.362472236
ecoli_00557,2.1712537976,-0.346232287
ecoli_00558,1.6279802217000001,-0.050036947000000005
ecoli_00559,1.236773159,0.056343503
ecoli_00560,1.282067097,-0.13435433100000002
ecoli_00561,1.8651279803,0.088079644
ecoli_00562,2.7532023851,0.27494443
ecoli_00563,3.6328780445,0.654627532
ecoli_00564,1.5692255106,-0.12813474700000002
ecoli_00565,1.8896915599000002,-0.219751776
ecoli_00566,2.9037439783,-0.023043532000000002
ecoli_00567,4.0080404048,0.045650832
ecoli_00568,1.4506864873,-0.12729573800000002
ecoli_00569,1.8176048342,-0.039913161
ecoli_00570,1.9024451303,0.151530102
ecoli_00571,1.8400223509,0.06416313400000001
ecoli_00572,2.7224676966,-0.538542383
ecoli_00573,3.4848429881,0.037682743000000005
ecoli_00574,4.5340948910000005,-0.22414412700000003
ecoli_00575,4.7082720445,-0.41875995
ecoli_00576,2.6656152488,-0.582543154
ecoli_00577,2.1153018643,-0.22666137200000003
ecoli_00578,2.3622225198,-0.006696554
ecoli_00579,2.8425256199,-0.44936160100000005
ecoli_00580,3.6369344037999998,-0.05854836
ecoli_00581,2.2826608525,-0.497043791
ecoli_00582,1.7557043873,0.491978793
ecoli_00583,2.2853575003,-0.09008181900000001
ecoli_00584,3.1168815027,0.205124088
ecoli_00585,3.1768759674,0.58140655
ecoli_00586,2.1094300356,-0.086659345
ecoli_00587,1.4904449392,0.007445148
ecoli_00588,1.2731561684,-0.20463661800000002
ecoli_00589,1.4935759377,0.07279951300000001
ecoli_00590,1.3947140085,-0.14447036500000002
ecoli_00591,2.1036266733,-0.306940916
ecoli_00592,2.8679512311,0.25554883300000003
ecoli_00593,2.2506991008,0.088618423
ecoli_00594,2.0866367303,0.11494767400000001
ecoli_00595,2.4347491035,0.143597001
ecoli_00596,2.5760728805,0.08688636400000001
ecoli_00597,3.2831683397,0.07459407800000001
ecoli_00598,1.6909020801999999,0.197289347
ecoli_00599,2.2647984465,0.19432359200000002
ecoli_00600,2.4901108427,-0.663117315
ecoli_00601,1.1127006272,-0.586789899
ecoli_00602,0.6337933498,-0.842308122
ecoli_00603,1.1758771751000001,-0.9883387710000001
ecoli_00604,0.9563883510000001,-0.211172082
ecoli_00605,0.3825884054,-0.898118591
ecoli_00606,1.2724640026,-0.6405399820000001
ecoli_00607,1.6181099707,-0.159525375
ecoli_00608,0.6175189127,-1.172781565
ecoli_00609,0.6612593338,-0.522159637
ecoli_00610,0.8909518546,-0.43928738500000003
ecoli_00611,-0.45396224960000003,-0.9016425250000001
ecoli_00612,1.9376628782,0.034607499
ecoli_00613,3.8017874197,0.16047813300000002
ecoli_00614,5.3786997885,0.12144374100000001
ecoli_00615,2.7250107062,-0.162925191
ecoli_00616,3.6246284561,0.054954339000000005
ecoli_00617,4.2210165425,0.039218949
ecoli_00618,1.6173278294,0.054300092
ecoli_00619,1.9007645091,0.174682481
ecoli_00620,1.7974490790000002,0.8856438740000001
ecoli_00621,1.5284669275,1.071139319
ecoli_00622,1.7023711367,0.358260536
ecoli_00623,1.5739258952,0.402777912
ecoli_00624,1.5268515405,0.5326595
ecoli_00625,1.5817387994,0.41955238300000003
ecoli_00626,0.9946996918000001,0.5056109910000001
ecoli_00627,1.5716165181,0.22269822600000003
ecoli_00628,0.9922696935,0.7886205810000001
ecoli_00629,0.5202272877,0.885203786
ecoli_00630,1.4395978602000001,0.15608391700000002
ecoli_00631,1.5667347309,0.30006999900000003
ecoli_00632,0.7813097290000001,0.164668117
ecoli_00633,1.1713971922,0.27749696900000004
ecoli_00634,0.7224275093,0.16341217800000002
ecoli_00635,0.6435823013,0.195641581
ecoli_00636,1.4364486847,0.070605893
ecoli_00637,1.1007762017,0.11504589700000001
ecoli_00638,1.3123364504000001,0.282615961
ecoli_00639,0.9799498958,0.300349393
ecoli_00640,1.3086166592000001,0.293662299
ecoli_00641,1.3223452392000001,0.35424879800000003
ecoli_00642,1.1644715227,0.441174165
ecoli_00643,0.7622879729,0.48945456400000004
ecoli_00644,1.3730013902,0.20636289800000002
ecoli_00645,1.2165451768,0.051844473
ecoli_00646,1.3546880736,0.558602762
ecoli_00647,1.4473342675,0.392044231
ecoli_00648,1.0090423482,0.357268951
ecoli_00649,1.0835228333,0.238996539
ecoli_00650,0.9312894005000001,0.163383797
ecoli_00651,0.8143642948,0.16088807100000002
ecoli_00652,0.9372148028,0.148181116
ecoli_00653,1.2950180314,0.14891863
ecoli_00654,0.9737347818000001,0.047737565
ecoli_00655,0.8842216235,0.161440094
ecoli_00656,1.5712176683,0.202219692
ecoli_00657,1.7768922262,0.222607344
ecoli_00658,1.1500797223,0.190830193
ecoli_00659,0.9940716982000001,0.19812848900000002
ecoli_00660,1.1900789544,0.67411608
ecoli_00661,1.4206025096000001,0.755246509
ecoli_00662,1.5861042062,0.20843930200000002
ecoli_00663,1.3246803769,0.06724603700000001
ecoli_00664,1.617243126,0.9858278810000001
ecoli_00665,1.7385493174,0.949216052
ecoli_00666,1.4564372338,0.36787363300000003
ecoli_00667,1.5609224510000002,0.6142499370000001
ecoli_00668,2.2297028426,0.924923467
ecoli_00669,2.3926455329,0.5449126830000001
ecoli_00670,1.2419313484,0.23949008100000002
ecoli_00671,1.2538630972,0.172097296
ecoli_00672,2.4370905343,0.761023377
ecoli_00673,2.7185446495,1.207229259
ecoli_00674,1.5506707254,0.41372995500000004
ecoli_00675,1.6722663516,0.39112200700000005
ecoli_00676,0.8251232763,0.194023575
ecoli_00677,0.7322879376,0.169761923
ecoli_00678,1.7938457693,0.635292364
ecoli_00679,2.1179081995,0.5132093990000001
ecoli_00680,1.2273679715,0.68848982
ecoli_00681,1.6147457708,0.753682187
ecoli_00682,1.4710979793,0.27929523100000003
ecoli_00683,1.4176297712,0.19565927600000002
ecoli_00684,0.9124317403000001,0.43708152800000005
ecoli_00685,0.8690402029000001,0.583820825
ecoli_00686,1.1374938698000001,0.370713454
ecoli_00687,1.2871037817,0.36094573700000004
ecoli_00688,2.025942937,0.18613758300000002
ecoli_00689,1.0754526349,0.214307566
ecoli_00690,1.1988470147,0.013688729
ecoli_00691,1.098493092,-0.36208676100000003
ecoli_00692,1.4906094854,0.069740327
ecoli_00693,0.9995040871,0.26797181000000003
ecoli_00694,1.825733655,0.430688344
ecoli_00695,2.0441718156,0.581349004
ecoli_00696,1.5656346674,0.24454689000000002
ecoli_00697,1.674056165,-0.082902442
ecoli_00698,1.0671543072,0.289989276
ecoli_00699,1.4758486336,0.49913558
ecoli_00700,1.4389246021,0.186854242
ecoli_00701,1.0355804928,0.294262032
ecoli_00702,1.9093685194,0.6182447
ecoli_00703,1.8616792121999999,0.7751475040000001
ecoli_00704,1.7368697270000002,0.5011495890000001
ecoli_00705,1.7659196599,0.595263655
ecoli_00706,1.1586670907,0.172741799
ecoli_00707,1.0497611382,0.17315961400000002
ecoli_00708,1.0040883798,0.12276822
ecoli_00709,0.5093420154,0.19143035700000002
ecoli_00710,1.2620579164999999,0.19717530500000002
ecoli_00711,1.0093555666,0.431640383
ecoli_00712,1.3057693048,0.289928204
ecoli_00713,1.1975307889,0.223040442
ecoli_00714,1.5752798843,0.803812686
ecoli_00715,2.0917232157,0.796312864
ecoli_00716,1.0869329612,0.378102684
ecoli_00717,1.6186755651,-0.001302916
ecoli_00718,1.3115168437,-0.12586998100000002
ecoli_00719,1.0430383264,-0.31594113
ecoli_00720,1.1597213917,0.06222169
ecoli_00721,1.2876628477,0.045807174000000006
ecoli_00722,2.2955117297,0.168887544
ecoli_00723,1.8419843918,0.193196892
ecoli_00724,0.744536492,0.38823228
ecoli_00725,1.8422231941,0.185106664
ecoli_00727,1.7437113613,0.340155829
ecoli_00728,1.6276627958,0.303328295
ecoli_00729,1.935003831,0.028426958000000002
ecoli_00730,1.3194608517,-0.018190647
ecoli_00731,1.5139932900000002,-0.49664593100000004
ecoli_00732,1.7577124565000002,-0.460362037
ecoli_00733,1.4002215278,0.464255322
ecoli_00734,1.7926214451,0.11206795500000001
ecoli_00735,1.1479189822,0.273153837
ecoli_00736,1.3369808036,0.195138264
ecoli_00737,1.2797348009,0.325656376
ecoli_00738,2.0772729071,-0.041807255
ecoli_00739,1.6301964360999999,0.26580733300000003
ecoli_00740,1.4231451901,-0.026406944
ecoli_00741,0.6136129814,0.360964253
ecoli_00742,1.1821726942,0.741026657
ecoli_00743,0.8932405806,0.41008272300000004
ecoli_00744,1.2220102414,0.292679134
ecoli_00745,1.1129661791,0.18967661700000002
ecoli_00746,1.8163928276,0.09949366200000001
ecoli_00747,1.1330084575,0.053241964
ecoli_00748,1.1972322507,0.18893557400000002
ecoli_00749,1.3386315091,-0.027670079
ecoli_00750,1.7840140399000002,0.17057272
ecoli_00751,2.3321077568,-0.012212499
ecoli_00752,2.8384067251,0.043958641
ecoli_00753,2.2284429739,-0.39186090100000004
ecoli_00754,1.7402526547,-0.21520238300000002
ecoli_00755,2.3939299128,-0.6337230970000001
ecoli_00756,2.4837816502,-0.51069466
ecoli_00757,1.8076737426,-0.009158847000000001
ecoli_00758,1.3762192401,-0.045424563
ecoli_00759,2.2007144697,0.31672272700000004
ecoli_00760,1.4671620221000001,0.331692979
ecoli_00761,0.8587063076,-0.35080842
ecoli_00762,1.0475166617,-0.259309133
ecoli_00763,1.5635168339,-0.278295771
ecoli_00764,1.2111678209,-0.080737292
ecoli_00765,1.1961079328,-0.068611208
ecoli_00766,0.9266510493000001,-0.148627808
ecoli_00767,3.7721536436000003,0.521843489
ecoli_00768,2.4055813494000002,0.594749814
ecoli_00769,1.4459532583999999,0.45179167200000003
ecoli_00770,1.8430338435,0.524030597
ecoli_00771,2.3520062859,0.413662493
ecoli_00772,2.3409526992,0.11560376300000001
ecoli_00773,1.7140842068,0.30151008900000004
ecoli_00774,1.976509252,0.21656486300000002
ecoli_00775,1.1981384332,0.454135502
ecoli_00776,1.3036981618999999,0.36152394600000004
ecoli_00777,2.4149513176,-0.029333639
ecoli_00778,2.1331334114000002,-0.107678862
ecoli_00779,0.6789678852000001,0.7156780460000001
ecoli_00780,0.8236224068,0.66410669
ecoli_00781,2.0854187306,0.225865212
ecoli_00782,1.897268213,0.180430112
ecoli_00783,3.4965239798,0.346957269
ecoli_00784,3.5869901061,0.47447150400000004
ecoli_00785,1.768252902,0.13920242900000002
ecoli_00786,1.8405903636,0.227797724
ecoli_00787,3.2769417817,0.518284967
ecoli_00788,3.8299303957,0.378118465
ecoli_00789,2.3245475591,-0.071781325
ecoli_00790,2.1482100688,-0.075219003
ecoli_00791,2.0523362268,0.41353715900000004
ecoli_00792,2.0435988924,0.632917591
ecoli_00793,2.3383080636,0.120781172
ecoli_00794,2.2613865401,0.00281033
ecoli_00795,2.287123739,0.42384873
ecoli_00796,2.3034841446,0.41988885200000003
ecoli_00797,7.0447365637,-0.8365651970000001
ecoli_00798,5.850310848,-0.5547013310000001
ecoli_00799,7.9176745595,-0.227370077
ecoli_00800,6.5127004809999995,-0.5854839270000001
ecoli_00818,2.5921924028000003,-0.072137489
ecoli_00819,2.5118033197000003,-0.24774426900000002
ecoli_00820,3.1836799161,0.031617164
ecoli_00821,3.2943422769,0.142842981
ecoli_00822,2.3263247484000003,-0.140426653
ecoli_00823,2.2651795383,0.027434243
ecoli_00824,2.2960549865,-0.30425055100000004
ecoli_00825,2.7692784413,-0.07816118400000001
ecoli_00826,2.4497043555,-0.041355458000000005
ecoli_00827,2.4920824186,-0.185518821
ecoli_00828,3.0528439846,-0.126169145
ecoli_00829,2.9086986221,-0.034870661000000004
ecoli_00830,2.5819330337,-0.071079448
ecoli_00831,2.4311364178,0.196836054
ecoli_00832,1.7875971302,0.228948484
ecoli_00833,1.2827637196000001,0.051885448
ecoli_00834,2.2146688295,-0.08470770300000001
ecoli_00835,2.3315134059,-0.035264250000000004
ecoli_00836,2.4062479657,0.020766917000000003
ecoli_00837,2.3650482689,-0.002097943
ecoli_00838,1.9549533467,-0.11918237100000001
ecoli_00839,2.2155829852,-0.082577177
ecoli_00840,1.9603852261,0.096007169
ecoli_00841,2.2687231693,0.019323151
ecoli_00842,2.5307680914,0.007498544
ecoli_00843,2.2101514684,-0.124685922
ecoli_00844,2.5396673667,-0.19834981100000001
ecoli_00845,2.4818321489,0.010904915000000001
