,A,SgrR,DksA
opex__naocl_amp__1,0.0215615589,0.5395137192,-0.196659898
opex__naocl_amp__2,-0.7024277448,0.2950967807,-0.010472400500000001
opex__naocl_amp__3,-0.6679187155,0.0557409124,-0.0866732534
opex__naocl_kan__1,-0.3943896255,0.4858053399,-0.026345896400000002
opex__naocl_kan__2,0.38008944450000004,0.22925379840000001,-0.0819707727
opex__naocl_kan__3,-0.4429122536,0.16810320550000002,0.010010991
opex__naocl_nor__1,-0.3801598162,-0.33625601990000004,-0.1060768636
opex__naocl_nor__2,-0.534551757,0.2989858046,-0.1152391346
opex__naocl_nor__3,-0.8291156628,-0.34435227830000004,-0.1169104319
opex__naocl_rif__1,-1.1085547107,0.7005492849,0.7719613014000001
opex__naocl_rif__2,-0.1164122405,0.7205691988,0.8562345557000001
opex__naocl_rif__3,-0.9468531972,0.7611539896,0.8721490889
phage_lysogen__wt_ctrl__1,0.5418436637,-0.1353878168,-0.0016421352000000001
phage_lysogen__wt_ctrl__2,0.1662162664,-0.1714852923,0.1399910184
phage_lysogen__wt_ctrl__3,-0.7080599301,0.3068731091,-0.1383488832
phage_lysogen__O104_H4__1,-0.2914677207,-0.3352496034,-0.1522590307
phage_lysogen__O104_H4__2,-0.5090857992,-0.0220744155,-0.278526506
phage_lysogen__O104_H4__3,-2.1916237234000002,0.4332231701,-0.4232090813
phage_lysogen__O157_H7_PA8__1,-0.2714285373,-0.25144007420000003,-0.2677136217
phage_lysogen__O157_H7_PA8__2,-1.4734568417,0.1054092828,-0.2847008546
phage_lysogen__O157_H7_PA8__3,-2.4442760889,0.4727985139,-0.5630846855
phage_resist__ygbE_oe__1,1.1924545023,-0.5450242479,-1.6439289093
phage_resist__wt__1,0.161658925,-1.0032492873,-1.6716471991000001
phage_resist__wt__2,0.3725004349,0.0568305604,0.7178371793
phage_resist__wt__3,-0.2703181546,0.3858103898,0.49978694300000004
phage_resist__wt__4,-0.2638412053,0.560608337,0.45402307680000004
phage_resist__ygbE_oe__2,-0.3222230326,0.043940496600000004,0.5728242201
phage_resist__ygbE_oe__3,0.10290209880000001,0.0873372042,0.6438068351
phage_resist__ygbE_oe__4,0.2964814454,0.0903540835,0.5197144707
phage_resist__yahA_oe__1,-0.18961437790000002,-0.0871352836,0.7461606609
phage_resist__yahA_oe__2,-0.2991826185,-0.11521883740000001,0.7447503562000001
phage_resist__yahA_oe__3,-0.2229974191,-0.1773676434,0.7538583063000001
phage_resist__yrfF_ko__1,0.4629020634,0.358015833,0.8021260968
phage_resist__yrfF_ko__2,0.0400461556,0.41000158950000004,1.0683489747000001
phage_resist__yrfF_ko__3,-0.075188296,0.4365971939,0.4553511779
pollution__wt_ctrl__1,-0.0114437605,-0.1747360272,-0.0198066464
pollution__wt_ctrl__2,0.305085899,-0.0225065648,-0.0239401549
pollution__wt_ctrl__3,-0.29364213850000004,0.19724259200000002,0.0437468013
pollution__wt_urban__1,-0.7261521753,-0.248662143,0.1695072531
pollution__wt_urban__2,-0.9803821713,-0.2937006927,0.07741417760000001
pollution__wt_urban__3,-0.8423300645,-0.48140982860000003,0.15324529480000001
pollution__wt_diesel__1,0.5003667491,-0.2068399539,0.3252959542
pollution__wt_diesel__2,-0.6329966411,0.0021210274000000003,0.0786744942
pollution__wt_diesel__3,-1.0968283644,-0.1589686599,0.1527812052
pollution__evo_diesel__1,-1.3823211948,-0.18363904450000001,0.2160235485
pollution__evo_diesel__2,-1.2391739816,-0.2506599017,0.2401377583
pollution__evo_diesel__3,-1.4838204152,-0.3568285042,0.5144044337
ppGpp__wt_relAtrunc_00m__1,0.12791566740000002,0.2028350565,-0.039321335400000004
ppGpp__wt_relAtrunc_00m__2,-0.0329136643,0.3672208736,-0.1643994172
ppGpp__mut_delrelA_10m__1,-1.5297781879999999,0.6345806929000001,0.5824151738000001
ppGpp__mut_delrelA_05m__1,-1.8113121125,0.4296875882,0.1593857786
ppGpp__mut_delrelA_10m__2,-1.81262831,0.6719340717000001,0.565866663
ppGpp__mut_delrelA_10m__3,-0.9521037033,0.3575830454,0.6294748718000001
ppGpp__mut_delrelA_00m__1,-2.1200674954,0.0194766197,0.1331558686
ppGpp__mut_delrelA_00m__2,-1.5538181495,0.35633899080000003,-0.1054193596
ppGpp__mut_delrelA_05m__2,-1.8069705471000002,0.4797059999,0.0874179202
ppGpp__mut_delrelA_05m__3,-1.3101350285,0.4246916911,0.15485659200000002
ppGpp__mut_delrelA_00m__3,-1.3836453087,0.4274206115,-0.062705832
ppGpp__wt_delrelA_10m__1,-1.21503742,1.1391120095,0.4356032349
ppGpp__wt_delrelA_05m__1,0.2148512361,0.7576227409,0.15333046860000002
ppGpp__wt_delrelA_05m__2,0.0469290257,0.8792897169,0.13456691410000002
ppGpp__wt_delrelA_10m__2,-1.204312494,1.0502385098,0.45274855340000003
ppGpp__wt_delrelA_10m__3,-0.9435460953,1.1120971119,0.4020533812
ppGpp__wt_delrelA_00m__1,0.1541289563,0.0142111965,0.0182210603
ppGpp__wt_delrelA_00m__2,-0.233290146,-0.158256179,0.0322151091
ppGpp__wt_delrelA_05m__3,0.38206459330000003,1.0889357659,0.13766647810000002
ppGpp__wt_delrelA_00m__3,0.07916118970000001,0.1440449824,-0.0504361693
ppGpp__mut_relAtrunc_10m__1,-1.6273640405,0.25898030980000003,-0.21525514310000002
ppGpp__mut_relAtrunc_05m__1,-1.8837945485,0.1524018861,-0.1971382681
ppGpp__mut_relAtrunc_05m__2,-1.3163078756,-0.0818280723,-0.1656509526
ppGpp__wt_relAtrunc_10m__1,0.2587295401,0.0070591046,-0.21023823020000001
ppGpp__wt_relAtrunc_10m__2,0.49661193480000004,0.0760262293,-0.10591049999999999
ppGpp__wt_relAtrunc_10m__3,0.3554270591,0.1903925481,-0.10906982080000001
ppGpp__mut_relAtrunc_00m__1,-2.1806260772,0.1234209173,0.1644263532
ppGpp__wt_relAtrunc_00m__3,0.0587061995,-0.0937336116,-0.0722941055
ppGpp__wt_relAtrunc_05m__1,0.2541106614,0.3003994071,-0.17313639590000002
ppGpp__wt_relAtrunc_05m__2,-0.0681834583,0.1140358892,-0.3069232381
ppGpp__wt_relAtrunc_05m__3,0.4387634338,-0.1078698293,-0.22442062000000002
ppGpp__mut_relAtrunc_00m__2,-1.4993792251,0.1670794164,-0.3112213061
ppGpp__mut_relAtrunc_00m__3,-1.9870160744,-0.0319496477,-0.20503880630000001
ppGpp__mut_relAtrunc_10m__2,-1.7116677717000002,0.24368018560000002,-0.2361034364
ppGpp__mut_relAtrunc_05m__3,-1.4839410640000001,0.3070455629,-0.1455054069
ppGpp__mut_relAtrunc_10m__3,-1.2671615211,0.13371689150000002,-0.1344997614
pressure__high_pressure__1,1.0922407167000001,-0.1836346596,-0.35389449040000004
pressure__high_pressure__2,1.2065742411,-0.5824804342000001,-0.5609092492000001
pressure__low_pressure__1,-0.2166454083,0.007775343200000001,0.032248209300000004
pressure__low_pressure__2,0.2166454083,-0.007775343200000001,-0.032248209300000004
quantum_dots__ctrl__1,-0.0984960948,0.0142813569,-0.0233926456
quantum_dots__ctrl__2,0.0984960948,-0.0142813569,0.0233926456
quantum_dots__cdte_light__1,-0.5641114102,0.1879659529,0.1500524085
quantum_dots__cdte_light__2,-0.40625244850000003,0.2365719162,0.2562699527
quantum_dots__cdte_dark__1,-0.3710258537,-0.0222945761,0.1473129474
quantum_dots__cdte_dark__2,-0.054793423800000005,-0.0256558186,0.11505801480000001
quantum_dots__cdse_light__1,-0.3891318258,-0.1574724251,-0.1914651802
quantum_dots__cdse_light__2,-0.3715226733,-0.0382035247,-0.0367292509
quantum_dots__cdse_dark__1,-0.27895566720000003,0.0220261604,0.2873095859
quantum_dots__cdse_dark__2,-0.6646525902,0.0978125194,0.1839619748
raman__wt__1,0.554817329,0.024281729800000002,-0.1945610371
raman__del_cyaA__1,-1.7575172954,-0.16713455870000002,0.11205936990000001
raman__del_cyaA_01mM__1,-1.2331189672,-0.2395838287,0.134957384
raman__del_cyaA_05mM__1,-0.520430886,0.1022032186,0.033080757100000004
raman__del_cyaA_1mM__1,0.1468801625,-0.18745520810000002,0.0798393445
raman__wt__2,0.0880581306,0.006022251100000001,0.19909827400000002
raman__del_cyaA__2,-1.4159685786,-0.2395894854,-0.0824938769
raman__del_cyaA_01mM__2,-1.4553937517,-0.3572818437,0.1030533597
raman__del_cyaA_05mM__2,-0.7070409967,0.0396634118,0.5217711014
raman__del_cyaA_1mM__2,0.5298118461,-0.4228419016,-0.2544493721
raman__wt__3,-0.6428754596,-0.0303039808,-0.0045372368
raman__del_cyaA__3,-1.2939396202,-0.1601258059,-0.0247666515
raman__del_cyaA_01mM__3,-1.0762340803,-0.30159046240000004,-0.28044441070000004
raman__del_cyaA_05mM__3,-0.6099585762,-0.272421676,0.1846956046
raman__del_cyaA_1mM__3,-0.0637394731,-0.6738742052000001,-0.1320388604
rand_barrel__mut_nanE__1,-1.3194613591,-0.7223281232000001,-0.1992790176
rand_barrel__mut_nanE__2,-0.7694084031,-0.3299379865,-0.07980695630000001
rand_barrel__mut_nanE__3,-3.2450620911,0.3528111082,-0.6682684835
rand_barrel__mut_pdxJ_1__1,0.32065418360000003,-0.4242085062,-0.0452063392
rand_barrel__mut_pdxJ_1__2,0.47822237230000003,-0.4319003545,0.0369971396
rand_barrel__mut_pdxJ_1__3,-2.0051347714,0.0707765608,-0.6199294333
rand_barrel__mut_pdxJ_2__1,0.0623446204,-0.6862821425,0.0244111292
rand_barrel__mut_pdxJ_2__2,-0.3012358356,-0.5158731969,-0.2920612262
rand_barrel__mut_pdxJ_3__1,0.3488854149,-0.410254596,-0.1648634984
rand_barrel__mut_pdxJ_3__2,-1.129807783,-1.0250807366,-0.0359519018
rand_barrel__del_serB__1,-0.0226660879,0.1556340665,0.0756827645
rand_barrel__del_serB__2,0.0226660879,-0.1556340665,-0.0756827645
rockhopper__CV104_pHDB3__1,0.587419166,-1.2314684938,0.11608483580000001
rockhopper__CV104_pHDB3__2,1.0678310283,-1.1518792198,0.0647455774
rockhopper__CV104_pHDB3__3,1.3737879240000002,-1.1935793628,0.2155218572
rockhopper__CV104_pLCV1__1,0.6291690867,-1.3086632196,0.0539815981
rockhopper__CV104_pLCV1__2,1.0620824294,-1.1693291153,0.2140441394
rockhopper__CV104_pLCV1__3,1.197441234,-1.1299107508,0.2393747671
rockhopper__wt_lb__1,2.5769743506,-1.257859469,0.619899321
rockhopper__wt_lb__2,2.7439658451,-1.356836216,0.9566828958
rockhopper__wt_lb__3,2.5477545675,-1.0085636793,0.5417977224
rockhopper__wt_lb_aMG__1,2.4039916515,-1.175669268,0.4270831894
rockhopper__wt_lb_aMG__2,2.1112877854,-1.4494338357,0.486234125
rockhopper__wt_lb_aMG__3,2.0269211302,-1.6879113307,0.6658747881
rockhopper__del_sgrR_lb_aMG__1,3.6232057571,-3.3980296734,0.6283288121
rockhopper__del_sgrR_lb_aMG__2,3.1658992277999998,-3.0571732496,0.9189070274000001
rockhopper__del_sgrR_lb_aMG__3,3.1971316394000002,-2.5260988275000003,0.6980036780000001
rockhopper__del_sgrS_glyc_aMG__1,-1.0396329173,-1.3644299368000001,0.1489535922
rockhopper__del_sgrS_glyc_aMG__2,-2.5323954977,-1.7719437881000002,0.1208308614
rockhopper__del_sgrS_glyc_aMG__3,-0.6788997864,-1.3658553817999999,0.1794853152
rockhopper__del_sgrS_glyc__1,-0.7467442181,-2.0268681266,-0.1403627641
rockhopper__del_sgrS_glyc__2,-1.3013329288,-2.3550396162,0.050391429800000005
rockhopper__del_sgrS_glyc__3,-2.8090033678,-1.3865880249,0.17336711840000002
rockhopper__wt_lb_aMG__4,2.3038954522,-1.8034761445,0.7548921465
rockhopper__wt_lb_aMG__5,2.3811987232,-2.0596938068,0.9907787769
rockhopper__wt_lb_aMG__6,3.0123062936,-2.2895669076000003,0.8747812883
rockhopper__wt_glyc_aMG__1,-1.1666535542,-1.7465076063,0.4235560608
rockhopper__wt_glyc_aMG__2,-2.9415113728,-2.0542499982,0.0986318042
rockhopper__wt_glyc_aMG__3,-1.6603757138000002,-1.6283934852000002,0.1673027618
rockhopper__wt_glyc__1,-0.497277962,-1.8413272051,0.1403750963
rockhopper__wt_glyc__2,-0.5111423154,-1.9959658859,0.1948292309
rockhopper__wt_glyc__3,0.1492346852,-1.4560794732,0.1626644134
rockhopper__CV108_glyc_aMG__1,-0.3314750654,-0.8853126334,-0.0245212722
rockhopper__CV108_glyc_aMG__2,1.7499138564,-0.6769118773,0.1947349293
rockhopper__CV108_glyc_aMG__3,1.1833681833,-0.6290002929,0.2053669063
rockhopper__wt_glyc__4,0.8895116579000001,-0.1498278094,-0.1299017482
rockhopper__wt_glyc__5,1.5347415645,-1.4724119672,-0.0497504176
rockhopper__wt_glyc__6,-0.2555450962,1.4011828165,-0.2706956018
rockhopper__wt_glyc_aMG__4,0.7989648363,-0.1694425533,0.547524459
rockhopper__wt_glyc_aMG__5,1.1981927564000001,-1.3734132585,0.4706654477
rockhopper__wt_glyc_aMG__6,0.9368222604,-1.4078870006,0.7138991365
rockhopper__wt_glyc__7,-0.6322350198000001,1.2461453934,-0.07616523310000001
rockhopper__wt_glyc__8,-0.18231480690000001,0.26557661250000003,0.3393061026
rockhopper__wt_glyc__9,-0.7107824610000001,1.4765849273,-0.0815632694
rockhopper__wt_glyc__10,-0.7796654844,1.7025664139,-0.4120071718
rockhopper__wt_glyc__11,0.45808571410000004,0.4940805388,0.0691133985
rockhopper__wt_glyc__12,0.5373895240000001,0.32947563820000003,0.1137952002
rpoD__wt__1,-0.3008129326,0.2190961479,-0.11272379240000001
rpoD__wt__2,-0.22522557070000002,-0.32302045100000004,-0.12331764860000001
rpoD__rpoD_mut__1,1.5331903036,1.4670479125,1.4982258606
rpoD__rpoD_mut__2,2.5613488105,0.4930015271,1.2815448704999999
rpoD__rpoD_mut__3,2.6425505995,0.4016690812,1.2880616277999999
rpoD__wt__3,0.5260385033,0.1039243031,0.23604144100000002
rpoN_peptide__ctrl__1,-0.5423807868,0.0139772739,0.051715551000000005
rpoN_peptide__ctrl__2,-0.44957076030000004,-0.0104777447,-0.0160077703
rpoN_peptide__ctrl__3,0.9919515471,-0.0034995292,-0.035707780700000004
rpoN_peptide__nminus__1,-0.3602904937,-0.12629636630000002,0.0075212997
rpoN_peptide__nminus__2,-0.4615460316,0.0219863709,0.0184603939
rpoN_peptide__nminus__3,0.6017739671,-0.23250102220000002,-0.0219963986
rpoN_peptide__nplus__1,7.1732178851,-0.7151557582,0.3525351639
rpoN_peptide__nplus__2,6.9068024316,-0.7654496044,0.38840757060000003
rpoN_peptide__nplus__3,7.1241166854,-0.8016908752,0.309737794
rpoN_peptide__s54_wt__1,-0.339596689,0.08882857300000001,0.1059418396
rpoN_peptide__s54_wt__2,-0.226028941,-0.0516430128,0.0676098953
rpoN_peptide__s54_wt__3,-0.0739904359,0.10623271470000001,0.06702185150000001
rsd__wt_ee__1,0.0164942873,-0.096968153,-0.1560220431
rsd__wt_ee__2,-0.0164942873,0.096968153,0.1560220431
rsd__del_rsd_ee__1,0.49364517900000005,0.011430030400000001,0.29862522550000004
rsd__del_rsd_ee__2,0.3496753214,-0.0844969205,0.074073411
rsd__del_ssrS_ee__1,0.3093140098,0.2153923023,0.7808625775
rsd__del_ssrS_ee__2,-0.1386343934,0.20241415000000001,1.0786330354
rsd__del_rsd_ssrS_ee__1,1.6978993592,0.2510052588,0.5993460231000001
rsd__del_rsd_ssrS_ee__2,2.2596671018,0.3616769019,0.7602782933000001
rsd__del_rpoS_ee__1,0.6077470382,0.5148102318000001,1.2112497872
rsd__del_rpoS_ee__2,0.3152952181,0.4700083346,1.1611166935
rsd__wt_me__1,-1.0320796363,0.2574941894,-0.21239735610000002
rsd__wt_me__2,-0.3791859671,0.3882652129,-0.1193278121
rsd__del_rpoS_me__1,0.7620611211,0.48899708410000003,-1.2321703176
rsd__del_rpoS_me__2,1.9117795927999999,1.1477162741,-1.1987915686
rsd__wt_ts__1,0.8331208002,-0.4133245701,-1.0356865764
rsd__wt_ts__2,0.9934324206,-0.5300627675,-0.6744206952
rsd__del_rsd_ssrS_ts__1,1.6009842823,0.2333836911,-0.47023611070000004
rsd__del_rsd_ssrS_ts__2,1.3366072978,-0.1384135777,-0.36094174100000004
rsd__del_rpoS_ts__1,0.8360879421,-0.2045765038,-0.7925414740000001
rsd__del_rpoS_ts__2,0.7166495452,-0.16546552150000002,-0.7012452435000001
rsd__wt_s__1,1.1941405354,-0.6764695018,0.0821758204
rsd__wt_s__2,1.2813513136,-0.6437452433,0.1300891362
rsd__del_rsd_s__1,1.9304352571,-0.48909540290000003,-0.3199838135
rsd__del_rsd_s__2,1.6634645874,-0.41381473750000003,-0.150964498
rsd__del_rsd_ssrS_s__1,2.6226237619,-0.1037632517,0.1327141376
rsd__del_rsd_ssrS_s__2,2.9229864436,0.416656067,0.13117716170000002
rsd__del_rsd_ls__1,4.1086124458,-0.0629423223,-1.7157727611
rsd__del_rsd_ls__2,4.4103237507,0.33869327860000004,-1.7853895784
rsd__del_ssrS_ls__1,4.1393026985,-0.1931241031,-2.0901113983
rsd__del_ssrS_ls__2,4.3735958484,-0.4643382097,-2.4446604337
rsd__del_rsd_ssrS_ls__1,4.2020851357,1.0999161645,-1.4180128326
rsd__del_rsd_ssrS_ls__2,3.5500701273,0.9404187529,-0.9547777524000001
rsd__del_rpoS_ls__1,2.6318226755,-0.0146481826,-0.9190521877000001
rsd__del_rpoS_ls__2,2.2221621831,0.2105696041,-0.7805119244000001
sdsR_ryeA__wt_3h__1,-0.9618910514000001,0.0491159519,0.1353523374
sdsR_ryeA__wt_8h__1,-1.7134028458000001,-1.0814328291,-0.4556182837
sdsR_ryeA__wt_3h__2,0.9618910514000001,-0.0491159519,-0.1353523374
sdsR_ryeA__wt_8h__2,-1.4115614296,-0.9362255643,-0.7082653318000001
starve_series__t00_growth1__1,-0.11225395510000001,-0.0195537426,0.0726419064
starve_series__t00_growth1__2,0.5538923524,0.2406650187,0.037395942
starve_series__t00_growth1__3,-0.4321704921,0.0022709011,0.0409968852
starve_series__t00_growth1__4,-0.0094679052,-0.2233821772,-0.1510347337
starve_series__t01_starve__1,-2.5438027639,0.0541267464,1.894003582
starve_series__t01_starve__2,-2.0942723911,0.1027474325,1.9445047325
starve_series__t02_starve__1,-4.4747215833,-0.29172578920000003,1.9821366876000002
starve_series__t02_starve__2,-4.311084365,-0.2730549131,2.0686608612
starve_series__t03_starve__1,-3.1949994585,-0.6497482978,2.4046113901
starve_series__t03_starve__2,-3.2133386746,-0.6061734157,2.4237035441
starve_series__t04_starve__1,-3.2997374701,-0.7380194087,2.0481431556
starve_series__t04_starve__2,-3.2214857055,-1.0281839552,2.0180693585
starve_series__t05_starve__1,-2.9163026589000003,-0.9410260478,2.4694261652
starve_series__t05_starve__2,-1.9199108313000002,-1.0611906619,3.1213327657
starve_series__t06_starve__1,-1.8516798708,-0.9286241303,2.7189477672
starve_series__t06_starve__2,-1.4388968469,-1.1219439761,2.5591549545
starve_series__t07_starve__1,-0.6335279072000001,-1.033556957,2.76320861
starve_series__t07_starve__2,-0.2175193454,-1.0923603669,2.8132142957
starve_series__t08_starve__1,-0.5423081309000001,-1.2296313265,2.6866233394
starve_series__t08_starve__2,-0.1676815382,-1.2948494798999999,2.8909028958
starve_series__t09_starve__1,-0.1274238352,-1.0010497732,2.7220209282
starve_series__t09_starve__2,0.37092206,-1.346203473,2.7161722069
starve_series__t10_starve__1,0.1904547956,-1.2808053321,2.4692924416
starve_series__t10_starve__2,1.107991175,-1.1412416538,3.0675577211
starve_series__t11_starve__1,1.9357101031,-0.8541447938000001,2.8531528354
starve_series__t11_starve__2,1.8938830639000002,-1.0338845052,2.9409183886
starve_series__t12_starve__1,0.9925224849000001,-1.2977577059,1.9937473915
starve_series__t12_starve__2,1.1358427462,-1.2839931058,2.1034961871
starve_series__t14_starve__1,1.2517174854,-1.1262686601,1.9393677708000001
starve_series__t14_starve__2,1.5867481594,-1.090206988,2.7219690755
starve_series__t16_starve__1,1.3339193176,-1.2277873859,1.9041442321000002
starve_series__t16_starve__2,1.6121223223,-1.6027121339,1.8145827711
starve_series__t17_starve__1,1.4064108914,-0.9200577448,1.669638198
starve_series__t17_starve__2,1.7694217201,-1.023354303,1.7173678017
starve_series__t18_starve__1,1.4454895998000001,-1.3269154299,1.7826056754000001
starve_series__t18_starve__2,1.5624967593,-1.440435469,1.7307813951000002
starve_series__t20_starve__1,0.39716489600000005,-0.5567805802,-0.0721792957
starve_series__t20_starve__2,0.49586714800000004,-0.1883507134,-0.2442829477
starve_series__t21_growth2__1,1.121317222,-0.34110540840000003,0.33643261350000003
starve_series__t21_growth2__2,1.1557300469,-0.1318251544,-0.4752829389
starve_series__t22_growth2__1,0.1452375776,0.1443907312,0.48607103290000003
starve_series__t22_growth2__2,0.3288538187,0.061285154300000005,0.9327489829000001
starve_series__t23_growth2__1,0.2816396311,-0.44453531230000004,0.0195174282
starve_series__t23_growth2__2,0.06701401500000001,-0.2925793523,-0.014170158
starve_series__t25_growth2__1,-0.15706519030000002,-0.5499487851,0.10783763710000001
starve_series__t25_growth2__2,-0.21796579530000001,-0.26578267580000003,0.0481761505
starve_series__t26_growth2__1,-0.6497080105,-0.2165925336,0.0086978785
starve_series__t26_growth2__2,-0.1769911238,-0.27707147320000003,0.4729077787
starve_series__t27_growth2__1,-0.44515908860000003,-0.2897657803,0.15172856610000002
starve_series__t27_growth2__2,-0.1347326217,-0.2453360629,0.2182296282
starve_series__t28_growth2__1,-0.7480616799,-0.0083136437,0.36177387990000004
starve_series__t28_growth2__2,-0.6049726924000001,0.2571773359,0.2593277418
time_course__lb_4hr__1,-0.0135470417,0.045999754100000005,-0.0812944963
time_course__lb_4hr__2,0.0888562425,-0.0582970432,0.027361947100000002
time_course__lb_4hr__3,-0.07530920070000001,0.0122972891,0.0539325493
time_course__lb_8hr__1,-0.24011615090000002,-0.8877518601000001,-0.1896428876
time_course__lb_8hr__2,-0.08906462500000001,-0.8792624609,-0.2662905835
time_course__lb_8hr__3,0.0153569347,-1.1078911128,-0.2729832307
time_course__lb_24hr__1,-1.6947986429,-0.6532330768,0.6544790386
time_course__lb_24hr__2,0.6233071679000001,-0.3582971373,0.7062098977
time_course__lb_24hr__3,-0.9881371477,-0.624128785,0.6377193263000001
time_course__lb_72hr__1,3.7730157654000003,1.2330389253,-0.1510929935
time_course__lb_72hr__2,2.1254352231,1.3035961757,-0.104703158
time_course__lb_72hr__3,2.5330844469000002,1.4977611851,-0.0162464839
time_course__lb_144hr__1,0.11999465150000001,-1.2713770872,0.4652091614
time_course__lb_144hr__2,0.3803628148,-1.2042857556,0.666399048
time_course__lb_144hr__3,0.2373333057,-1.4286990888,0.6935675366
time_course__lb_192hr__1,1.1732290908,-0.7141515668,0.3237146224
time_course__lb_192hr__2,1.3545033623,-0.9116722460000001,0.115334956
time_course__lb_192hr__3,0.623536477,-0.7571600143,0.4165255967
triclosan__wt__1,0.2145378583,-0.1212714211,0.191251158
triclosan__wt__2,0.2737627733,-0.022199308,0.12878291020000002
triclosan__wt__3,-0.48830063160000003,0.1434707291,-0.3200340682
triclosan__evo_amx_tcs__1,-0.5653351059,0.2895456462,0.8428460668000001
triclosan__evo_amx_tcs__2,-0.8703594945,0.1495116874,1.0042836039
triclosan__evo_amx_tcs__3,0.9818996219,0.3633860231,0.4480636964
triclosan__evo_chl_tcs__1,0.2166516877,0.1804005995,0.1511409938
triclosan__evo_chl_tcs__2,0.6869235762,-0.0505730303,0.5127076554000001
triclosan__evo_chl_tcs__3,1.4328470724,0.1170385002,0.3095796691
triclosan__evo_tet_tcs__1,-1.3630336707000001,0.4904481362,1.1820410427999999
triclosan__evo_tet_tcs__2,2.0844708177,0.1183920032,0.9336856321
truHMM__48C_15m__1,4.0679203216,0.0365572657,1.8226114246
truHMM__48C_15m__2,4.2959780385,0.1146794414,1.871756977
truHMM__48C_15m__3,3.6228397717,-1.3766063370000001,2.2673036532
truHMM__48C_30m__1,4.5471417198,-0.19296042970000002,2.0434571132
truHMM__48C_30m__2,4.102259014,-0.18663220360000002,2.0680947226
truHMM__48C_60m__1,3.6233059588,0.32639072950000003,2.2113136714
truHMM__48C_60m__2,3.6155906192,0.3465856707,2.2077061134
truHMM__phos_0h__1,-0.0040046764000000006,-0.0103891677,0.009734214000000001
truHMM__phos_0h__2,0.0040046764000000006,0.0103891677,-0.009734214000000001
truHMM__phos_2h__1,-0.1567212742,-1.0185694863,0.8498630931000001
truHMM__phos_2h__2,0.0622295525,-1.0274532188,0.8120974195
truHMM__phos_4h__1,0.3246167646,-0.2629321241,-0.5787215136
truHMM__phos_4h__2,0.3847539944,-0.3024646976,-0.5634604798
truHMM__phos_4h__3,0.9736200218000001,-2.815867532,1.1239178256
control__wt_glc__1,-0.1646596814,-0.076382456,0.10762986000000001
control__wt_glc__2,0.1646596814,0.076382456,-0.10762986000000001
fur__wt_dpd__1,-0.12519478380000001,0.035355751000000005,0.00919441
fur__wt_dpd__2,-0.209104637,0.162773252,-0.419222839
fur__wt_fe__1,0.49697209600000003,-0.44007054700000003,-0.20205656800000002
fur__wt_fe__2,0.8073366848,-0.33259958700000003,-0.251379825
fur__delfur_dpd__1,0.42371929,-0.036693018,0.05568696
fur__delfur_dpd__2,0.9469155671,0.01340185,-0.6067309120000001
fur__delfur_fe2__1,0.8272731541,-0.04715077,-0.01548268
fur__delfur_fe2__2,0.48521162100000004,-0.08975933600000001,-0.01183242
acid__wt_ph5__1,0.5658193047,0.062519143,0.00763678
acid__wt_ph5__2,0.8626025516,0.06698799500000001,-0.03566343
acid__delgadx_ph5__1,0.752041248,-0.021010688,-0.36773875500000003
acid__delgadw_ph5__1,0.8041915889,0.161382559,-0.07422747
acid__delgadw_ph5__2,0.3295374551,0.017693537000000002,-0.09099579000000001
acid__delgade_ph5__1,1.0510286079,0.124636466,-0.01799291
acid__delgade_ph5__2,1.2160981315,0.118701551,0.00057981
oxidative__wt_pq__1,-1.8482902228,0.32541331900000003,0.79804133
oxidative__wt_pq__2,-1.9530475821,0.475771891,0.60256553
oxidative__deloxyr_pq__1,-0.8917967851,0.555995541,0.73179891
oxidative__deloxyr_pq__2,-1.4455120372,0.657003848,0.64958993
oxidative__delsoxr_pq__1,-1.4773720163,0.339621893,0.26172225
oxidative__delsoxr_pq__2,-1.2380468469,0.097455151,0.25957536000000003
oxidative__delsoxs_pq__1,-3.5790062703,0.6922588150000001,0.52451559
oxidative__delsoxs_pq__2,-3.593909108,0.610363969,0.5707898100000001
nac_ntrc__wt_csn__1,-0.7750534733000001,-0.044598831000000005,0.1605203
nac_ntrc__wt_csn__2,-0.39292133,0.129554904,0.27720816
nac_ntrc__wt_cytd__1,-0.0036231626000000003,0.171756348,0.22319687
nac_ntrc__wt_cytd__2,-0.1468815401,-0.028751315000000003,0.31959031
nac_ntrc__wt_gln__1,-1.307241442,0.306398537,0.18527241
nac_ntrc__wt_gln__2,-1.0704372679,0.230416595,0.334252
nac_ntrc__bw_delnac_csn__1,0.8368927071000001,0.061841244000000004,-0.26214897400000003
nac_ntrc__bw_delnac_csn__2,0.6503526728,0.15133753,-0.552406771
nac_ntrc__bw_delnac_cytd__1,0.6336947531,-0.031429517000000004,0.07475685
nac_ntrc__bw_delnac_cytd__2,0.8385926448000001,-0.044694769,0.0358533
nac_ntrc__bw_delnac_gln__1,-0.2379033998,-0.24059871,0.0380138
nac_ntrc__bw_delnac_gln__2,0.1459945357,-0.19272164300000003,-0.08735342
nac_ntrc__bw_delnac_nh4__1,1.2027912679,0.089289583,-0.04080128
nac_ntrc__bw_delnac_nh4__2,1.6364932843000002,0.002035855,-0.07593799999999999
