,A,RpoS,DhaR
opex__naocl_amp__1,0.37329999700000005,-0.6143551958,0.0951582186
opex__naocl_amp__2,0.4182869511,-0.196352034,0.48914957810000004
opex__naocl_amp__3,0.42365062200000003,-0.35017034550000004,0.2628250055
opex__naocl_kan__1,0.1174863439,-0.2366393158,0.1999041994
opex__naocl_kan__2,-0.26797085,-0.3224244797,0.1858149323
opex__naocl_kan__3,0.44471661690000003,-0.29817600710000003,0.3123415965
opex__naocl_nor__1,-0.1503135015,-0.3105693989,-0.5978950571
opex__naocl_nor__2,0.1738407391,-0.41620189999999996,-0.8659884873
opex__naocl_nor__3,-0.0211056399,-0.40181063980000004,-0.7217320473000001
opex__naocl_rif__1,-3.2195263514,-1.4074102874,0.4160229721
opex__naocl_rif__2,-4.0871032807,-1.3763166301,0.5515540843
opex__naocl_rif__3,-3.9065388472,-1.3579390386,0.4255475435
phage_lysogen__wt_ctrl__1,-0.11429466140000001,-0.0617869512,-0.17945762
phage_lysogen__wt_ctrl__2,-0.0510436109,-0.0404848348,-0.2836223442
phage_lysogen__wt_ctrl__3,0.1653382723,0.10227178590000001,0.4630799642
phage_lysogen__O104_H4__1,-3.681129419,-0.0386411651,-0.1873616543
phage_lysogen__O104_H4__2,-2.5457597326,-0.0147072825,0.0444170773
phage_lysogen__O104_H4__3,-1.6399879191,0.22056788130000002,0.7638818774
phage_lysogen__O157_H7_PA8__1,-3.6781899157,-0.1020039368,-0.4558936622
phage_lysogen__O157_H7_PA8__2,-4.6129780216,-0.0464676976,0.2286486456
phage_lysogen__O157_H7_PA8__3,-1.5543067567,0.1525079147,0.6635657795000001
phage_resist__ygbE_oe__1,2.9141509349,1.1489238172,-0.7237988151
phage_resist__wt__1,-1.9247880341,-0.9535574264000001,-0.9296782952
phage_resist__wt__2,0.3654423355,0.3214886424,0.0014755692
phage_resist__wt__3,0.752681194,0.37595319400000005,0.39551549100000005
phage_resist__wt__4,0.8066645047000001,0.25611559,0.5326872349
phage_resist__ygbE_oe__2,0.26335201680000003,1.0791934899,-0.18717315340000001
phage_resist__ygbE_oe__3,0.5145415382,1.0597051539,-0.1649234353
phage_resist__ygbE_oe__4,0.5183490975,1.1381206653,-0.109956567
phage_resist__yahA_oe__1,-4.9239200038,1.622170755,0.1282724639
phage_resist__yahA_oe__2,-5.341460774,1.630328173,0.0214800524
phage_resist__yahA_oe__3,-5.493125721,1.6636496689,0.139591818
phage_resist__yrfF_ko__1,0.8364802813000001,1.0504523488,0.2282982685
phage_resist__yrfF_ko__2,1.1482224831,1.6193279718,0.7856885439
phage_resist__yrfF_ko__3,0.9845734639,0.9067179905,0.3225046164
pollution__wt_ctrl__1,-0.21687141840000002,-0.0149436359,-0.211340736
pollution__wt_ctrl__2,0.567503469,0.11154571810000001,-0.10953142190000001
pollution__wt_ctrl__3,-0.3506320506,-0.09660208220000001,0.3208721579
pollution__wt_urban__1,-1.0952595479,-0.3209949751,0.0466053149
pollution__wt_urban__2,-1.4914282729,-0.02566001,0.3080382988
pollution__wt_urban__3,-1.5826391539,0.1234103822,0.18425207470000002
pollution__wt_diesel__1,-1.115952045,0.0821916754,0.1646105079
pollution__wt_diesel__2,-0.7352827823,-0.2718369396,0.211329223
pollution__wt_diesel__3,-0.6675403344,-0.465081438,0.0620448215
pollution__evo_diesel__1,1.4034849869000001,0.1704232693,0.2129097777
pollution__evo_diesel__2,-0.9898907232,0.4081537698,-0.0045492645000000005
pollution__evo_diesel__3,0.26539813090000003,0.6330009816000001,0.1539000818
ppGpp__wt_relAtrunc_00m__1,-0.22015031300000001,-0.2433138481,-0.1798907597
ppGpp__wt_relAtrunc_00m__2,-0.7159495497,-0.1459609459,-0.014229227
ppGpp__mut_delrelA_10m__1,1.6713971194,0.5062158229,0.7123763107000001
ppGpp__mut_delrelA_05m__1,1.1693484613,0.24062372440000002,0.26725599
ppGpp__mut_delrelA_10m__2,1.6327993222,0.5763279917,0.6315164416
ppGpp__mut_delrelA_10m__3,1.7728440863000001,0.4344159165,0.7273456852
ppGpp__mut_delrelA_00m__1,1.1161900537,-0.0340645841,0.1194636208
ppGpp__mut_delrelA_00m__2,0.9562251439,0.1373673007,-0.1608146709
ppGpp__mut_delrelA_05m__2,1.5536587566,0.1618500966,0.1399799263
ppGpp__mut_delrelA_05m__3,1.4546030561,0.23008524330000002,0.1109743972
ppGpp__mut_delrelA_00m__3,0.7077520089,0.11888536670000001,0.2380397311
ppGpp__wt_delrelA_10m__1,1.9334212024,2.2058783281,2.0177735562
ppGpp__wt_delrelA_05m__1,0.5988411364,1.5463929589,1.8406658786
ppGpp__wt_delrelA_05m__2,0.4984723297,1.5465523339,1.8408170627
ppGpp__wt_delrelA_10m__2,1.6226744789,2.1491733149,2.088152054
ppGpp__wt_delrelA_10m__3,2.2044964994,2.1329357684,2.0862017786
ppGpp__wt_delrelA_00m__1,-0.3502674765,0.0210148894,0.033736587000000005
ppGpp__wt_delrelA_00m__2,0.44265630440000003,-0.0068872937,0.0113412845
ppGpp__wt_delrelA_05m__3,0.6145479237,1.4982614116000001,1.8417835821000001
ppGpp__wt_delrelA_00m__3,-0.0923888279,-0.0141275957,-0.0450778715
ppGpp__mut_relAtrunc_10m__1,0.4633878852,-0.1514425049,-0.0488781967
ppGpp__mut_relAtrunc_05m__1,0.8102832073,-0.2520101652,-0.0456090391
ppGpp__mut_relAtrunc_05m__2,0.9909882777000001,-0.2119717838,-0.2639197441
ppGpp__wt_relAtrunc_10m__1,-0.5891704856000001,-0.2789532087,-0.1009213028
ppGpp__wt_relAtrunc_10m__2,-0.6733381888000001,-0.3180199752,0.0954678236
ppGpp__wt_relAtrunc_10m__3,-0.0973680292,-0.3447651923,-0.10404798300000001
ppGpp__mut_relAtrunc_00m__1,0.8489807595000001,-0.1675624218,0.1513496611
ppGpp__wt_relAtrunc_00m__3,-0.2417039205,-0.13752596250000002,-0.1659461374
ppGpp__wt_relAtrunc_05m__1,-0.5031058513000001,-0.39964953610000004,-0.390315709
ppGpp__wt_relAtrunc_05m__2,-0.5593192568,-0.33649330590000004,-0.2573255195
ppGpp__wt_relAtrunc_05m__3,-0.0545929334,-0.4368011885,-0.2735095131
ppGpp__mut_relAtrunc_00m__2,1.0141236144,-0.00044558360000000003,0.06738093440000001
ppGpp__mut_relAtrunc_00m__3,0.8204486511,-0.0794965262,-0.0102319227
ppGpp__mut_relAtrunc_10m__2,0.9104388480000001,-0.27334394170000004,-0.0086595794
ppGpp__mut_relAtrunc_05m__3,0.5539024888,-0.18113965310000002,0.007347594000000001
ppGpp__mut_relAtrunc_10m__3,0.5336154126,-0.31204513370000003,-0.0557017556
pressure__high_pressure__1,-1.8620736020000002,-0.49517866,-0.3130314609
pressure__high_pressure__2,-1.3904355017,-0.6850216894000001,-0.2906310059
pressure__low_pressure__1,-0.2285115832,-0.0589104713,-0.0902896411
pressure__low_pressure__2,0.2285115832,0.0589104713,0.0902896411
quantum_dots__ctrl__1,-0.31935869370000003,-0.0021173035000000002,-0.1074113795
quantum_dots__ctrl__2,0.31935869370000003,0.0021173035000000002,0.1074113795
quantum_dots__cdte_light__1,-0.5295161861000001,0.016984035,0.3633336352
quantum_dots__cdte_light__2,-0.8097620436,0.35789443460000003,0.2380023855
quantum_dots__cdte_dark__1,-1.0220013944,-0.1741824068,0.11220417390000001
quantum_dots__cdte_dark__2,-0.8700247375,-0.0020415394,0.1265102625
quantum_dots__cdse_light__1,-0.8226624987000001,-0.15829524220000002,-0.038325594500000004
quantum_dots__cdse_light__2,-0.6966611752,0.1624624264,0.23814965740000002
quantum_dots__cdse_dark__1,-0.7525559095000001,0.1004713727,0.34956745580000004
quantum_dots__cdse_dark__2,-0.5815628487,0.16673926790000002,0.6012702728
raman__wt__1,0.0003167112,0.4140839995,0.2053690028
raman__del_cyaA__1,0.9606690732000001,2.399324073,0.3195310764
raman__del_cyaA_01mM__1,1.3871739375,2.2966458556,0.563163748
raman__del_cyaA_05mM__1,2.5540059287,1.7371900122000001,0.3121894692
raman__del_cyaA_1mM__1,0.5108140491000001,0.6600899788,-0.2010243733
raman__wt__2,-0.23685345870000002,-0.1946585503,-0.045629527100000004
raman__del_cyaA__2,1.5284058595,2.4262228295,0.6666810156
raman__del_cyaA_01mM__2,1.0518707607,2.1541754593,0.5435737764
raman__del_cyaA_05mM__2,1.889072036,2.1176443595,0.34739427710000004
raman__del_cyaA_1mM__2,0.0100883438,0.4308034315,-0.2284070621
raman__wt__3,0.2365367475,-0.2194254492,-0.1597394758
raman__del_cyaA__3,1.1882401521000001,2.3681153355,0.4345235052
raman__del_cyaA_01mM__3,0.9298649374,1.8514521350000002,0.3901694665
raman__del_cyaA_05mM__3,2.9229300824,1.821659723,0.2054169216
raman__del_cyaA_1mM__3,-0.1347200842,0.5715693014000001,-0.5094586974
rand_barrel__mut_nanE__1,-2.1178680164,-0.1459378677,-0.3527768711
rand_barrel__mut_nanE__2,-2.6412772944,-0.13052813970000002,-0.6970526234000001
rand_barrel__mut_nanE__3,2.6277859136,-0.001747276,0.2010929407
rand_barrel__mut_pdxJ_1__1,-2.5060974175,-0.0193306954,0.4025291912
rand_barrel__mut_pdxJ_1__2,-1.3327467033,-0.2676889966,0.5516468518000001
rand_barrel__mut_pdxJ_1__3,3.2173960999,-0.27012411740000003,0.21321648410000002
rand_barrel__mut_pdxJ_2__1,-2.4694369002,-0.0430051467,-0.1035971948
rand_barrel__mut_pdxJ_2__2,-2.1229693924,-0.3205679647,0.1609510974
rand_barrel__mut_pdxJ_3__1,-2.8057902488,-0.2565512454,0.16963742110000002
rand_barrel__mut_pdxJ_3__2,-2.3145945893,-0.3164682401,-0.0603354051
rand_barrel__del_serB__1,0.060477111300000004,0.10509101900000001,0.159187551
rand_barrel__del_serB__2,-0.060477111300000004,-0.10509101900000001,-0.159187551
rockhopper__CV104_pHDB3__1,2.5060134798,-2.373244374,-1.5639442414
rockhopper__CV104_pHDB3__2,1.9881077507,-2.4959513933,-1.7530535263
rockhopper__CV104_pHDB3__3,1.9993229745,-2.4748125282,-1.7443693749
rockhopper__CV104_pLCV1__1,2.6315430191,-2.4691800849,-1.7048241766999999
rockhopper__CV104_pLCV1__2,2.3850092025,-2.4427920557,-1.7675595654
rockhopper__CV104_pLCV1__3,2.4718455808,-2.4424174764,-1.7863268746
rockhopper__wt_lb__1,1.6261197995,-2.7333867357,-1.6730780238
rockhopper__wt_lb__2,1.7425751976,-2.569872578,-1.6131361736
rockhopper__wt_lb__3,0.4049982971,-2.466104563,-1.6952241813
rockhopper__wt_lb_aMG__1,3.9019831837,-1.5646125638,-1.2132707713
rockhopper__wt_lb_aMG__2,3.659945047,-1.1485833326,-1.2832120687
rockhopper__wt_lb_aMG__3,2.8417085532,-1.7206434247,-2.0174890066
rockhopper__del_sgrR_lb_aMG__1,2.8204125723,-0.2783557541,-1.145526773
rockhopper__del_sgrR_lb_aMG__2,2.2804572067,-0.4467517999,-0.8628823062000001
rockhopper__del_sgrR_lb_aMG__3,3.0406794581,-0.19843931880000001,-1.3504495515000001
rockhopper__del_sgrS_glyc_aMG__1,1.9146267094,0.0860430848,-0.9967844020000001
rockhopper__del_sgrS_glyc_aMG__2,2.6800981542,-1.0350482357,-0.9363271967000001
rockhopper__del_sgrS_glyc_aMG__3,2.6168984989,-1.0095980318,-0.779135566
rockhopper__del_sgrS_glyc__1,0.2521762857,-0.9143233439,-2.2647859502
rockhopper__del_sgrS_glyc__2,3.0079159328,-3.0304844096,-2.1143092175
rockhopper__del_sgrS_glyc__3,2.78055095,-2.3502445857,-2.123951237
rockhopper__wt_lb_aMG__4,3.2734012078,-0.8860022938000001,-1.3264649289000001
rockhopper__wt_lb_aMG__5,4.0409737408,-1.1232635512,-1.3062023181
rockhopper__wt_lb_aMG__6,3.891878781,-0.9246950864000001,-1.2530989979
rockhopper__wt_glyc_aMG__1,3.7601430163,-0.36130519450000004,-1.1774201434
rockhopper__wt_glyc_aMG__2,3.8861050792,-1.4953407894000001,-1.096769292
rockhopper__wt_glyc_aMG__3,5.0145425563,-1.5915028724,-0.6444147759000001
rockhopper__wt_glyc__1,1.6642541462,-1.8000524281999999,-2.0817874777
rockhopper__wt_glyc__2,2.8576814441,-2.666803664,-1.9268499861000001
rockhopper__wt_glyc__3,2.6803310932,-2.7083049772,-1.4083738411
rockhopper__CV108_glyc_aMG__1,-1.8623257886,1.7195673503000002,-0.7939777964
rockhopper__CV108_glyc_aMG__2,-1.9745276411,2.4021301992,-1.0082208616
rockhopper__CV108_glyc_aMG__3,-1.5666821318,2.2073355249,-1.0359423754
rockhopper__wt_glyc__4,0.8902398788,0.7896476372,-0.36838422670000004
rockhopper__wt_glyc__5,1.3267396025,1.188102589,-1.3402277259
rockhopper__wt_glyc__6,-0.7951405231,0.8891834466,1.1003507591
rockhopper__wt_glyc_aMG__4,-2.2904618842,1.621948329,0.043969128
rockhopper__wt_glyc_aMG__5,-2.5908394536,1.9996245905,-0.7519737438
rockhopper__wt_glyc_aMG__6,-1.8331789783999999,1.9175695834000002,-0.8265741520000001
rockhopper__wt_glyc__7,-1.5253595491,0.817009371,1.1916061919
rockhopper__wt_glyc__8,-2.0119760022,1.1626846606,0.563820435
rockhopper__wt_glyc__9,-1.6483445189,0.6022353714,1.0940257009
rockhopper__wt_glyc__10,-1.0590951014,0.2890922358,1.4775957264000001
rockhopper__wt_glyc__11,-0.9485660260000001,0.9195535796000001,1.0438563429
rockhopper__wt_glyc__12,-1.4307644441,0.5176521782,0.6543681013
rpoD__wt__1,-0.668167006,0.0174765734,0.2520555389
rpoD__wt__2,-0.9884132262,-0.009966389800000001,-0.1780788356
rpoD__rpoD_mut__1,-6.6183839729,1.0669382807,0.7373491097
rpoD__rpoD_mut__2,-5.8808759178,0.9450229699,0.6183536911
rpoD__rpoD_mut__3,-6.5683550935,0.9527041690000001,0.2092916693
rpoD__wt__3,1.6565802322,-0.0075101835,-0.0739767033
rpoN_peptide__ctrl__1,0.1205569038,0.0565770898,0.0297956831
rpoN_peptide__ctrl__2,0.1488206514,0.0280506574,-0.0305388662
rpoN_peptide__ctrl__3,-0.2693775552,-0.0846277472,0.000743183
rpoN_peptide__nminus__1,0.15588738600000002,0.0888582535,0.0436514104
rpoN_peptide__nminus__2,0.0129255746,0.0564971266,0.100943213
rpoN_peptide__nminus__3,-0.37103952500000004,-0.0300399885,0.13153204940000002
rpoN_peptide__nplus__1,-2.0461315854,-2.745274184,-0.7499180181
rpoN_peptide__nplus__2,-2.127052329,-2.7439041613,-0.6969734526
rpoN_peptide__nplus__3,-2.1755751943,-2.7750574036,-0.7214432007
rpoN_peptide__s54_wt__1,0.1138088272,-0.1260632258,-0.1400018952
rpoN_peptide__s54_wt__2,0.1501836124,-0.09416479030000001,-0.1147230873
rpoN_peptide__s54_wt__3,0.0860687006,-0.3154801144,-0.0750442481
rsd__wt_ee__1,-0.0843610983,0.0691230146,-0.046130361
rsd__wt_ee__2,0.0843610983,-0.0691230146,0.046130361
rsd__del_rsd_ee__1,0.3145022568,0.1863535608,0.38588166890000003
rsd__del_rsd_ee__2,-0.0254824475,-0.2782638174,-0.0818507613
rsd__del_ssrS_ee__1,0.44621305320000004,0.5575771193,0.5533678387000001
rsd__del_ssrS_ee__2,0.40449784650000004,0.3338455225,0.2943049247
rsd__del_rsd_ssrS_ee__1,-1.3187568718,1.4601972966,0.8164873001
rsd__del_rsd_ssrS_ee__2,-1.9262537059,1.6889628481,0.8954086072
rsd__del_rpoS_ee__1,0.0457842466,-5.5813733639,0.2174168304
rsd__del_rpoS_ee__2,0.4291883305,-5.7257479064,0.2027341282
rsd__wt_me__1,-0.6974723908,0.9577946779000001,0.014158094900000001
rsd__wt_me__2,-0.8588035404000001,1.036078499,0.2711181668
rsd__del_rpoS_me__1,0.40908292830000004,-2.6363265456000002,0.4798556411
rsd__del_rpoS_me__2,-0.31090541110000003,-3.4468190392,1.0465308695
rsd__wt_ts__1,-4.5422298183,0.3304707254,-0.2029252275
rsd__wt_ts__2,-4.4901037164,0.43215976640000003,-0.38997964020000003
rsd__del_rsd_ssrS_ts__1,-4.0234193055,1.9877141265,0.5824165696
rsd__del_rsd_ssrS_ts__2,-3.461846689,2.06780527,0.41608129580000003
rsd__del_rpoS_ts__1,-5.2648875108,-5.6119542399,0.1168905829
rsd__del_rpoS_ts__2,-5.0838592862,-5.8423347759,0.2915827648
rsd__wt_s__1,-5.3023341914,0.5579692054000001,-0.5664891264
rsd__wt_s__2,-4.9552874479,0.4616365456,-0.5488574161
rsd__del_rsd_s__1,-4.5310302002,0.5051351337000001,-0.1649262557
rsd__del_rsd_s__2,-4.6099057198,0.5051997424,-0.2176090521
rsd__del_rsd_ssrS_s__1,-5.3080313654,1.5527850871000002,-0.1395613903
rsd__del_rsd_ssrS_s__2,-5.5555259379,1.437596027,0.4119485506
rsd__del_rsd_ls__1,-6.5857908211,1.0307075964,-0.314154517
rsd__del_rsd_ls__2,-6.4523573123,0.693432622,0.2232657713
rsd__del_ssrS_ls__1,-6.2060142069,0.802391139,-0.30242042350000004
rsd__del_ssrS_ls__2,-6.1170243607,0.3138153546,-0.7017490181
rsd__del_rsd_ssrS_ls__1,-5.3397001021,2.8254353854,1.2215021965
rsd__del_rsd_ssrS_ls__2,-5.521609679,3.1626229327,0.8578061307
rsd__del_rpoS_ls__1,-7.3502745631,-4.1650761082,-0.373922266
rsd__del_rpoS_ls__2,-4.6869518966,-3.0448556455,0.3443510622
sdsR_ryeA__wt_3h__1,-0.1711335538,0.6057656301000001,0.3738183049
sdsR_ryeA__wt_8h__1,-0.49554905400000004,0.9964218241,-0.5590138484
sdsR_ryeA__wt_3h__2,0.1711335538,-0.6057656301000001,-0.3738183049
sdsR_ryeA__wt_8h__2,-0.3012291295,0.9005725640000001,-0.3880687056
starve_series__t00_growth1__1,-0.1296059396,-0.0494246002,0.0550828884
starve_series__t00_growth1__2,0.0506394812,0.3250839017,-0.0172693332
starve_series__t00_growth1__3,-0.1043989469,-0.044937484900000005,0.1790035184
starve_series__t00_growth1__4,0.18336540540000001,-0.2307218167,-0.21681707360000002
starve_series__t01_starve__1,1.021232777,1.4132503523,-0.4827910621
starve_series__t01_starve__2,2.6218508324,1.8310143856,-0.6979084565
starve_series__t02_starve__1,0.364880696,1.9834829578000002,-0.5939440637
starve_series__t02_starve__2,0.6381548318,1.8564867267,-0.5625605262
starve_series__t03_starve__1,-2.132762159,1.5082118495999999,-0.5414855406
starve_series__t03_starve__2,-1.8525179023,1.7303818525999999,-0.6901726254
starve_series__t04_starve__1,-2.2688445015,1.0139271353,-0.4726032987
starve_series__t04_starve__2,-2.0309814258,1.4665190075,-0.5719821646000001
starve_series__t05_starve__1,-2.2208527854,1.1059995785,-0.5416090718000001
starve_series__t05_starve__2,-1.4948565037,1.3754092768000001,-0.8878485817
starve_series__t06_starve__1,-2.5167741631,0.8201197469,-0.8912813154
starve_series__t06_starve__2,-3.3997222793,0.6407955769,-0.9198691535
starve_series__t07_starve__1,-3.2473723207,0.1793634335,-1.3966697854
starve_series__t07_starve__2,-3.1915350773,0.5665861573000001,-1.0622694321
starve_series__t08_starve__1,-3.3571817095,0.26519346850000003,-1.3770005728
starve_series__t08_starve__2,-2.5637700331,0.3958972737,-1.2982638789
starve_series__t09_starve__1,-3.4214259183,0.5883044162000001,-1.3596039412
starve_series__t09_starve__2,-3.1803167103,0.21102673260000002,-1.3918173499
starve_series__t10_starve__1,-3.1915458924,-0.09207658610000001,-1.1875134746
starve_series__t10_starve__2,-3.3947511186,0.24790343380000002,-1.3969627438
starve_series__t11_starve__1,-2.8859762371,0.32098143830000003,-1.6198981026000001
starve_series__t11_starve__2,-2.8626465966,0.40802398440000004,-1.340413276
starve_series__t12_starve__1,-3.8735799174,-0.4077978564,-1.5673246804
starve_series__t12_starve__2,-3.5502959401,0.0439626796,-1.2967412793
starve_series__t14_starve__1,-3.2902378292,0.3715201365,-1.353636393
starve_series__t14_starve__2,-2.7980141706,0.8854455315,-1.5175561602
starve_series__t16_starve__1,-3.0910924558,1.0418731134,-1.1932132638
starve_series__t16_starve__2,-2.9409313546,0.9789681670000001,-1.1311052409
starve_series__t17_starve__1,-2.5040472103,1.1670302936,-1.0566014716
starve_series__t17_starve__2,-2.5519912135,1.4096692552,-1.1423001154
starve_series__t18_starve__1,-2.1161406199,1.1502919242,-1.5566347218
starve_series__t18_starve__2,-2.7182363544,0.8564049618,-1.3318745073
starve_series__t20_starve__1,-3.9472115661,0.13144351340000002,-0.0192608414
starve_series__t20_starve__2,-3.4499226785,0.30361481970000004,0.0344797678
starve_series__t21_growth2__1,-2.8725362623,0.2744457372,-0.26941414810000003
starve_series__t21_growth2__2,-3.0253343639,0.5152601946,0.0160036475
starve_series__t22_growth2__1,-1.1771936831,1.448017448,0.3200351665
starve_series__t22_growth2__2,-0.5704869049,1.7789350446,-0.18962268910000002
starve_series__t23_growth2__1,-2.7313296909,0.752750196,-0.0745018023
starve_series__t23_growth2__2,-2.9105191217,0.8383092132000001,-0.20572056190000002
starve_series__t25_growth2__1,0.3326936877,1.2310382207,-0.4406300164
starve_series__t25_growth2__2,0.1286912742,1.3411167455,-0.355868821
starve_series__t26_growth2__1,1.0980621299,0.9260980699,-0.6328052614
starve_series__t26_growth2__2,1.6453146674,1.2464128133,-1.0694107507
starve_series__t27_growth2__1,1.2042603046,0.6961181696000001,-0.9232618817
starve_series__t27_growth2__2,1.0057739308,0.7406392183,-0.9046935198
starve_series__t28_growth2__1,0.4731767556,0.6015873578,-0.14186142570000002
starve_series__t28_growth2__2,0.6924012632000001,0.7457973137,-0.18812594600000002
time_course__lb_4hr__1,0.7244772453,-0.0398104293,-0.0492770159
time_course__lb_4hr__2,-0.3508507551,-0.020420220700000002,0.15557952490000002
time_course__lb_4hr__3,-0.3736264902,0.060230650100000005,-0.1063025091
time_course__lb_8hr__1,-1.7849912436,1.6937650467,-0.3284872692
time_course__lb_8hr__2,-1.5686854720999999,1.7596999202,-0.26465930390000003
time_course__lb_8hr__3,-1.3505806838,1.7635603349000002,-0.36999849430000004
time_course__lb_24hr__1,-4.1975622325,0.8397813479,-0.45086843060000004
time_course__lb_24hr__2,-3.8327563916000003,0.9857593877,-0.29933917320000003
time_course__lb_24hr__3,-3.2252667705,0.8998909789,-1.0089065305
time_course__lb_72hr__1,-4.0799710524,1.129107084,0.3508378348
time_course__lb_72hr__2,-4.2315307621,1.2479993710000001,0.056707753400000005
time_course__lb_72hr__3,-4.1867895392,1.1740592282,-0.24244068740000002
time_course__lb_144hr__1,-5.2618087019,1.9708670199,-0.7292449165
time_course__lb_144hr__2,-5.359478504,2.0312513763,-0.7344490534
time_course__lb_144hr__3,-4.8402670062,2.0099909478,-0.8391197741
time_course__lb_192hr__1,-4.6128703043,1.732054207,-0.6342286135
time_course__lb_192hr__2,-4.5954469574,2.0926971505,-0.6498321566
time_course__lb_192hr__3,-4.757514528,1.1477630258,-0.6131594060000001
triclosan__wt__1,-0.39647404950000004,-0.0066568021,-0.3472713646
triclosan__wt__2,-0.421656664,-0.0094798624,-0.3096496985
triclosan__wt__3,0.8181307135,0.0161366646,0.6569210631
triclosan__evo_amx_tcs__1,2.592235076,-1.1042657157,-0.0632985367
triclosan__evo_amx_tcs__2,2.0961429792,-2.2618533364,0.12104116320000001
triclosan__evo_amx_tcs__3,1.9092045999999998,-1.7348352055,0.39911562910000004
triclosan__evo_chl_tcs__1,3.003231645,-0.9940964981,0.11053215450000001
triclosan__evo_chl_tcs__2,4.0785444119,-1.2027550962,-0.134721902
triclosan__evo_chl_tcs__3,3.8826543689,-1.1673185763,-0.1993919684
triclosan__evo_tet_tcs__1,3.0481556554,-2.497326525,0.059258445900000005
triclosan__evo_tet_tcs__2,3.0096797015,-1.689505862,0.1560767978
truHMM__48C_15m__1,-0.6030986819,0.9765796421,1.3758293695
truHMM__48C_15m__2,-0.5746943836,1.0117880238999999,1.1650478193
truHMM__48C_15m__3,-1.112138163,1.0681569503,1.3564332648000001
truHMM__48C_30m__1,-1.8044503964,0.2214826281,1.2007309128
truHMM__48C_30m__2,-1.1236460419,0.2100340125,1.1794044187
truHMM__48C_60m__1,-4.1201882808,0.0684716985,0.8227872168
truHMM__48C_60m__2,-4.1749060349,0.0715059245,0.8124526576000001
truHMM__phos_0h__1,-0.0034099189,-0.00920911,-0.0086031905
truHMM__phos_0h__2,0.0034099189,0.00920911,0.0086031905
truHMM__phos_2h__1,5.3576382276,0.9121735129,0.5535749007
truHMM__phos_2h__2,5.2357194698,0.8854798024,0.4805359891
truHMM__phos_4h__1,3.6922764410999998,1.5371796020000001,0.10487392300000001
truHMM__phos_4h__2,3.6161432991,1.5392718386,-0.0878852818
truHMM__phos_4h__3,1.4349063276,0.8901228577,-0.4285840327
control__wt_glc__1,0.0321921565,-0.049727751,0.0401776115
control__wt_glc__2,-0.0321921565,0.049727751,-0.0401776115
fur__wt_dpd__1,0.0583799824,1.650326502,0.2209705385
fur__wt_dpd__2,0.08591413690000001,1.6437026920000002,0.1273648195
fur__wt_fe__1,0.2728534825,-0.22947255900000002,0.036319422500000004
fur__wt_fe__2,0.3308223527,-0.271725376,-0.0226724835
fur__delfur_dpd__1,0.6115536309,1.527195722,0.1229737375
fur__delfur_dpd__2,0.2201136437,1.238544582,0.2766082275
fur__delfur_fe2__1,-0.5384331862,0.6013075320000001,0.4214439475
fur__delfur_fe2__2,-0.5218292969,0.622610922,0.46571419350000004
acid__wt_ph5__1,-0.7032840351,0.177302749,0.45708325450000004
acid__wt_ph5__2,-0.7232344677,0.18070148100000002,0.4007674245
acid__delgadx_ph5__1,-0.1996518108,0.041918445000000006,0.2404018815
acid__delgadw_ph5__1,-0.6086905575,0.132946996,0.3276168155
acid__delgadw_ph5__2,-0.3828717592,0.028727889000000003,0.2863062175
acid__delgade_ph5__1,-0.5783204905,0.245873005,0.5413251975
acid__delgade_ph5__2,-0.2959178592,0.353677022,0.4193490325
oxidative__wt_pq__1,0.41235735490000003,2.449326732,0.3871519705
oxidative__wt_pq__2,0.5200129782,2.150239472,0.4434169375
oxidative__deloxyr_pq__1,0.1325102171,1.918683632,0.5302583635
oxidative__deloxyr_pq__2,0.0086546231,1.875718832,0.46791268750000004
oxidative__delsoxr_pq__1,1.0623299046,2.174649812,0.1050832065
oxidative__delsoxr_pq__2,1.1425039925,2.132365622,-0.0295051185
oxidative__delsoxs_pq__1,0.8249939232,2.427061572,0.4669380555
oxidative__delsoxs_pq__2,0.8843992582,2.475274892,0.2611188775
nac_ntrc__wt_csn__1,-0.7740570379,1.849426562,0.3554253665
nac_ntrc__wt_csn__2,-0.9589644102,1.826245562,0.2172035025
nac_ntrc__wt_cytd__1,-0.7975639162,0.9658633820000001,0.2535456985
nac_ntrc__wt_cytd__2,-0.7131173526,0.8995555820000001,0.1966484715
nac_ntrc__wt_gln__1,-1.1445445517,1.143877012,0.7947019415000001
nac_ntrc__wt_gln__2,-1.1516735517,1.201356272,0.5915219985
nac_ntrc__bw_delnac_csn__1,-1.3613575891,2.170823912,0.23369560250000002
nac_ntrc__bw_delnac_csn__2,-0.7776180651,2.363496512,0.2421213975
nac_ntrc__bw_delnac_cytd__1,-0.7182074918,1.560056102,0.2083903605
nac_ntrc__bw_delnac_cytd__2,-0.6230096192,1.572826172,0.2669445915
nac_ntrc__bw_delnac_gln__1,-1.2576511069,1.461736342,0.0049608855000000006
nac_ntrc__bw_delnac_gln__2,-1.4012708143000001,1.4067977520000001,0.1954433415
nac_ntrc__bw_delnac_nh4__1,-0.2870085056,0.360177262,0.0555804855
nac_ntrc__bw_delnac_nh4__2,-0.4656704767,0.369957452,0.1106060595
misc__wt_no_te__1,-0.7287462633,0.9244569520000001,0.6075688725
