,A,TyrR
hot_tale__hot_ale8_37c__1,0.3884150993,-0.2372451105
hot_tale__hot_ale8_37c__2,0.0351680773,-0.2488959075
hot_tale__hot_ale8_44c__1,0.3258829781,0.6890013535
hot_tale__hot_ale8_44c__2,0.3442940168,0.5105992175
hot_tale__hot_ale9_mid_30c__1,0.5062019086,-0.2508406205
hot_tale__hot_ale9_mid_30c__2,0.6936068870000001,-0.31365199450000003
hot_tale__hot_ale9_30c__1,2.7241068774,-0.47418367650000004
hot_tale__hot_ale9_30c__2,2.689023594,-0.5080223285000001
hot_tale__hot_ale9_mid_37c__1,1.0761409022,-0.2485643975
hot_tale__hot_ale9_mid_37c__2,1.022714099,-0.3082346855
hot_tale__hot_ale9_37c__1,1.706970141,-0.41230487050000003
hot_tale__hot_ale9_37c__2,1.7805539703000002,-0.38296332650000003
hot_tale__hot_ale9_mid_44c__1,0.8936457398000001,0.3486319185
hot_tale__hot_ale9_mid_44c__2,1.6559948463,0.46530473650000004
hot_tale__hot_ale9_44c__1,2.5802410968,0.1985409385
hot_tale__hot_ale9_44c__2,2.2784478755,0.16124646950000002
hot_tale__hot_ale10_30c__1,0.5221229293,-0.13006518150000002
hot_tale__hot_ale10_30c__2,0.6061000087,-0.2547496385
hot_tale__hot_ale10_37c__1,0.6817185154000001,-0.4034446715
hot_tale__hot_ale10_37c__2,0.6581331730000001,-0.4633705695
hot_tale__hot_ale10_44c__1,0.7042145729,0.2758828405
hot_tale__hot_ale10_44c__2,0.5715736335,0.2307635445
hot_tale__hot_ale16_30c__1,0.26403897390000003,-0.3366500845
hot_tale__hot_ale16_30c__2,0.1625555568,-0.2285800985
hot_tale__hot_ale16_37c__1,0.0735471164,-0.5441485665
hot_tale__hot_ale16_37c__2,-0.0792663287,-0.5946061675000001
hot_tale__hot_ale16_44c__1,0.14765911480000002,0.1911661695
hot_tale__hot_ale16_44c__2,-0.0950751562,0.2011261815
pdhr_ale__pdhR-13_51__1,-1.3021770638999999,-0.1832230605
pdhr_ale__pdhR-13_51__2,-1.3493373362,-0.1498962905
pdhr_ale__pdhR-14_46__1,-2.1082239491,0.1746852575
pdhr_ale__pdhR-14_46__2,-2.0417040544,0.3906057905
pdhr_ale__pdhR-15_51__1,-1.393627782,0.1101380135
pdhr_ale__pdhR-15_51__2,-1.5946910198,0.0857822325
pdhr_ale__pdhR-16_49__1,-3.0145622518,0.31038570050000003
pdhr_ale__pdhR-16_49__2,-3.0089018283,0.19123444650000002
tcs__del_atoC_LiAcet__1,-2.8725259041999998,0.3891515425
tcs__del_atoC_LiAcet__2,-2.9826503209,0.5097199635
tcs__del_atoC_LiCl__1,-3.9265502637000003,0.6021355315
tcs__del_atoC_LiCl__2,-4.2910239232,0.5831505945000001
tcs__del_atoC_m9__1,-3.4974386151,0.6474667495
tcs__del_atoC_m9__2,-3.5068513833,0.7039626025
tcs__del_baeR_etoh__1,-6.7347079836,0.5678975895
tcs__del_baeR_etoh__2,-6.4624253857,0.6364931475000001
tcs__del_baeR_lb__1,-5.0220433684,0.2957524015
tcs__del_baeR_lb__2,-4.9791563344,0.3143950655
tcs__del_btsR_01xlb__1,-4.536525241,0.19078338250000001
tcs__del_btsR_01xlb__2,-4.6708300512,0.1458138795
tcs__del_btsR_lb__1,-5.3575620834,0.8279705175000001
tcs__del_btsR_lb__2,-5.325350433,0.7948751645000001
tcs__del_btsR_pyruvate__1,-4.7633424727,0.2938680535
tcs__del_btsR_pyruvate__2,-4.4898715187,0.2717787825
tcs__del_cpxR_etoh__1,-6.5469459697,1.0228838925
tcs__del_cpxR_etoh__2,-6.7613301188,0.9261073625
tcs__del_cpxR_lb__1,-5.8033674909,0.2728442655
tcs__del_cpxR_lb__2,-5.6882206423,0.2739063835
tcs__del_cusR_CuSO4__1,-5.4235972583,0.1826444065
tcs__del_cusR_CuSO4__2,-5.3896905094,0.2061394265
tcs__del_cusR_lb__1,-5.7169834470000005,0.7838180335
tcs__del_cusR_lb__2,-5.4587805328,0.8135654275
tcs__del_kdpE_01-kcl__1,-5.4256632467,0.1843062125
tcs__del_kdpE_01-kcl__2,-5.3459889857,0.1531091335
tcs__del_kdpE_115-kcl__1,5.1173099915,0.3552534935
tcs__del_kdpE_115-kcl__2,5.17222364,0.3341423625
tcs__del_phoB_m9__1,-1.9765431743000001,0.4711027385
tcs__del_phoB_m9__2,-2.1815777692,0.4164746405
tcs__del_phoB_m9p__1,-3.2300150258,-1.2726248805
tcs__del_phoB_m9p__2,-3.2310481394,-1.2883983205
tcs__del_rcsB_etoh__1,-6.4273755284,0.16029835150000002
tcs__del_rcsB_etoh__2,-6.3777893263,0.3343303205
tcs__del_rcsB_lb__1,-5.8049104694,0.4369813185
tcs__del_rcsB_lb__2,-5.5735256666,0.3965974325
tcs__del_zraR_lb__1,-4.4346748838,0.1494563525
tcs__del_zraR_lb__2,-4.3098386153,0.0474123565
tcs__del_zraR_zncl2__1,-3.0795202505,0.3722812425
tcs__del_zraR_zncl2__2,-3.2056797872000002,0.4514641085
tcs__wt_01-kcl__1,-6.3715436855,0.4055757595
tcs__wt_01-kcl__2,-6.0739081911,0.4519114755
tcs__wt_01xlb__1,-4.789438209,0.3382187265
tcs__wt_01xlb__2,-4.6589261062,0.35865153450000004
tcs__wt_115-kcl__1,6.2070818226,0.2479375125
tcs__wt_115-kcl__2,6.3726813419,0.3258509985
tcs__wt_CuSO4__1,-5.5628859191,-0.028864478500000002
tcs__wt_CuSO4__2,-5.8315434553,0.041262900500000005
tcs__wt_etoh__1,-6.0050854492,0.0310187455
tcs__wt_etoh__2,-6.2061125726,0.0579584365
tcs__wt_lb__1,-5.7349349188000005,0.2513269855
tcs__wt_lb__2,-5.3862459239,0.19600348750000002
tcs__wt_LiAcet__1,-2.9026139563,0.4387788745
tcs__wt_LiAcet__2,-2.9709029167,0.42754266550000003
tcs__wt_LiCl__1,-3.6852861864,0.5068465675
tcs__wt_LiCl__2,-3.8999507416,0.5050926155000001
tcs__wt_m9p__1,-3.4290306304,-1.1474459025
tcs__wt_m9p__2,-3.4691851406,-1.0654435835
tcs__wt_pyr__1,-4.9445559297,0.38161461750000003
tcs__wt_pyr__2,-4.7640595754,0.3693055415
tcs__wt_zncl2__1,-2.1533277766,0.21945374150000002
tcs__wt_zncl2__2,-2.229589601,0.2011764475
ros_tale__1_112_0pq__1,0.6448773237000001,0.2528228735
ros_tale__1_112_0pq__2,-0.0123625181,0.45983600150000004
ros_tale__1_112_250pq__1,-3.866882301,0.9232969375000001
ros_tale__1_112_250pq__2,-2.8186460817,0.6108848805
ros_tale__1_112_750pq__1,-4.1989467355,0.4980868735
ros_tale__1_112_750pq__2,-4.0741578185,0.5113861285
ros_tale__1_112_750pq__3,-3.5576862849,0.6010929825
ros_tale__3_76_0pq__1,-2.8542360952,-0.0042348795
ros_tale__3_76_0pq__2,-2.7099397962,0.1525275485
ros_tale__3_76_0pq__3,-2.9441916088,0.0563044485
ros_tale__3_76_0pq__4,-2.8338668669000002,0.1435384955
ros_tale__3_76_250pq__1,-4.3581425094,0.0755382935
ros_tale__3_76_250pq__2,-3.683809168,-0.0356383025
ros_tale__3_76_750pq__1,-0.2713683792,0.2142126125
ros_tale__3_76_750pq__2,0.5028062373000001,-0.3781699915
ros_tale__7_103_0pq__1,-4.6941894915999995,0.7078838675
ros_tale__7_103_0pq__2,-5.8585926126,0.8280620435
ros_tale__7_103_0pq__3,-4.7895931538,0.8669354155000001
ros_tale__7_103_0pq__4,-5.6458586158,1.0005230545
ros_tale__7_103_250pq__1,-2.4513485171,-0.1978715205
ros_tale__7_103_250pq__2,-2.1902258822,0.1719257675
ros_tale__7_103_750pq__1,-2.2494771416,-0.1179307955
ros_tale__7_103_750pq__2,-2.5542625684,-0.0744131515
ros_tale__9_77_0pq__1,-4.2209251454,0.0010529305
ros_tale__9_77_0pq__2,-4.331414201,0.1411316755
ros_tale__9_77_250pq__1,-3.9534308405000003,0.0369605915
ros_tale__9_77_250pq__2,-3.6858098209,0.1321471995
ros_tale__9_77_750pq__1,-3.5681199969,0.036687594500000004
ros_tale__9_77_750pq__2,-3.5120378447,-0.1192613945
ros_tale__11_83_0pq__1,-1.5027432886,0.5503108735000001
ros_tale__11_83_0pq__2,-0.9023435542,0.5194396885
ros_tale__11_83_250pq__1,-1.6353840820999999,0.2560915375
ros_tale__11_83_250pq__2,-1.6566800005,0.3044177235
ros_tale__11_83_750pq__1,-3.0855890925,0.2624412575
ros_tale__11_83_750pq__2,-2.8222480308,0.2598867995
ros_tale__13_87_0pq__1,-1.8610794677,0.2231360315
ros_tale__13_87_0pq__2,-1.6521251248,0.1627133275
ros_tale__13_87_250pq__1,-2.6952682353,0.4333147305
ros_tale__13_87_250pq__2,-3.2271977141,0.4952033745
ros_tale__13_87_750pq__1,-4.3997181804,0.5411377165
ros_tale__13_87_750pq__2,-5.0677421644,0.5023806935
ros_tale__14_27_0pq__1,-0.5169933138,0.3927013615
ros_tale__14_27_0pq__2,-0.9145164249000001,0.4171635615
ros_tale__14_27_250pq__1,-0.5401640324,0.9479705815
ros_tale__14_27_250pq__2,-0.5999394926,0.7572289305000001
ros_tale__14_27_750pq__1,8.4483856475,0.9945231415
ros_tale__14_27_750pq__2,9.9287755619,1.2973892975
ros_tale__16_28_250pq__1,0.9485718121000001,0.1723321045
ros_tale__16_28_250pq__2,0.8629762086,0.1958893525
ros_tale__16_32_0pq__1,-4.3314975176,0.6723331135
ros_tale__16_32_0pq__2,-4.2342731233,0.7666342075
ros_tale__16_32_0pq__3,-0.2157120462,-0.3024377995
ros_tale__16_32_0pq__4,-0.0633369933,-0.3570680925
ros_tale__16_32_250pq__1,0.4819936483,-0.3570319885
ros_tale__16_32_250pq__2,0.46950763700000003,-0.43581783550000003
ros_tale__16_32_750pq__1,1.622909584,-0.1420888925
ros_tale__16_32_750pq__2,-0.3284543518,0.0941581645
ros_tale__17_104_0pq__1,-4.0621845639,0.6941930165
ros_tale__17_104_0pq__2,-4.7644322116,0.7608342955
ros_tale__17_104_250pq__1,-3.4976252176,0.6648540875000001
ros_tale__17_104_250pq__2,-5.1459230283,0.9163908705
ros_tale__17_104_250pq__3,-4.984004826,1.0180742795
ros_tale__17_104_250pq__4,-2.9547977373,1.1088731145
ros_tale__17_104_750pq__1,-4.2194112986,0.7506122745
ros_tale__17_104_750pq__2,-3.8217623132,0.6135733405
ros_tale__18_24_250pq__1,0.9865109432,0.5528827305
ros_tale__18_24_250pq__2,0.5363125066000001,0.3313719445
ros_tale__18_36_0pq__1,-3.6602934789,0.6760918295
ros_tale__18_36_0pq__2,-3.7590733542,0.7311475155
ros_tale__18_36_0pq__3,-0.45503178,-0.3832928795
ros_tale__18_36_0pq__4,0.086001613,-0.23970957850000002
ros_tale__18_36_250pq__1,0.1701027678,-0.4704907085
ros_tale__18_36_250pq__2,0.13746362750000002,-0.4292617255
ros_tale__18_36_750pq__1,5.772720348,0.44319876950000003
ros_tale__18_36_750pq__2,6.4487179932,0.5084379805
ros_tale__19_91_0pq__1,-0.2413909572,1.0960024295
ros_tale__19_91_0pq__2,-0.47284455000000003,1.0813047515
ros_tale__19_91_250pq__1,-2.5887732124,0.9106749325
ros_tale__19_91_250pq__2,-0.8984594398,1.1899631005
ros_tale__19_91_750pq__1,-1.6985091238,0.8039835935
ros_tale__19_91_750pq__2,-3.8341726190000003,0.7627201875
ros_tale__19_91_750pq__3,-1.272571259,1.3603575015
ros_tale__19_91_750pq__4,-2.6611074948,1.3014855635
ros_tale__21_97_0pq__1,-0.6559033776000001,0.3526404495
ros_tale__21_97_0pq__2,-0.5238087368000001,0.43666326050000004
ros_tale__21_97_250pq__1,-1.81246603,0.4596247585
ros_tale__21_97_250pq__2,-2.8177705008,0.4015548935
ros_tale__21_97_750pq__1,-2.0289784538,0.3525457655
ros_tale__21_97_750pq__2,-3.3058615164000003,0.2794360865
ros_tale__25_111_0pq__1,0.5619447160000001,0.1970030495
ros_tale__25_111_0pq__2,-0.7297309532,0.9820524505
ros_tale__25_111_250pq__1,-0.3770406517,0.1056777445
ros_tale__25_111_250pq__2,-0.8831511997,0.7201937685
ros_tale__25_111_750pq__1,-1.1375140026000001,0.7052045855
ros_tale__25_111_750pq__2,0.0885663178,0.7421199035
ros_tale__29_119_0pq__1,-0.8049636504000001,1.0081037225
ros_tale__29_119_0pq__2,-2.478969588,1.0179162735
ros_tale__29_119_250pq__1,-2.4016649053,0.7654281365000001
ros_tale__29_119_250pq__2,-2.4330631264,0.5587540535000001
ros_tale__29_119_750pq__1,-2.7394222506,0.8090393335
ros_tale__29_119_750pq__2,-3.2294164687,0.6556505295
ros_tale__ALE4_0pq__1,0.7784777738,-0.2477026495
ros_tale__ALE4_0pq__2,0.7489038720000001,-0.1186181015
ros_tale__ALE4_250pq__1,-0.4640851825,0.5825775435
ros_tale__ALE4_250pq__2,-0.3535280496,0.6346486315000001
pcoli__atASMT_325G__1,-0.0465578487,0.2873024145
pcoli__atASMT_325G__2,-0.0358712777,0.3370525245
pcoli__bpTDC__1,-0.4118667754,0.38927608750000003
pcoli__bpTDC__2,-0.3161825615,0.3863678495
pcoli__BRCA__1,-0.9645802639000001,0.35140515450000004
pcoli__BRCA__2,-0.9548321282000001,0.3913417555
pcoli__BRCActrl__1,0.3951285751,0.8118157365
pcoli__BRCActrl__2,-0.1572051449,0.9752056205
pcoli__BRCAswap__1,-1.6550143254,0.3887345185
pcoli__BRCAswap__2,-1.828224305,0.3568647815
pcoli__btAANAT__1,-1.8973529335000001,0.1977986095
pcoli__btAANAT__2,-1.4294292049,0.27817644350000004
pcoli__btASMT__1,-1.8576866044,0.2785205725
pcoli__btASMT__2,-1.5768849084,0.2698817405
pcoli__CC1__1,0.4043785683,0.3483533945
pcoli__CC1__2,-0.21261457220000002,0.4789580865
pcoli__ccCOMT__1,0.6089784159,0.2492927685
pcoli__ccCOMT__2,0.7562360601,0.2630622085
pcoli__ckDDC__1,0.3752571054,0.4071532295
pcoli__ckDDC__2,0.5590939704,0.5399266885
pcoli__CNTF_belt__1,1.5240840028,0.3106809645
pcoli__CNTF_belt__2,0.6831065432,0.4180722725
pcoli__cobPNMT__1,0.8398652553,0.2523218445
pcoli__cobPNMT__2,0.8423355448000001,0.21711057450000001
pcoli__cvPhhB__1,0.613951419,0.2618400275
pcoli__cvPhhB__2,0.6274963846,0.2492479545
pcoli__ggAANAT__1,-0.6972215535,0.0685233445
pcoli__ggAANAT__2,-0.5972646176,0.0665671335
pcoli__ggTPH__1,-2.1191029956,0.2311931065
pcoli__ggTPH__2,-1.601071369,0.2285124955
pcoli__hsAANAT__1,-0.5442554915,0.6463023085
pcoli__hsAANAT__2,-1.4957175575,0.5749544045
pcoli__hsASMT__1,-1.1153206133,0.32505760850000004
pcoli__hsASMT__2,-0.7783354467,0.2710822815
pcoli__hsPNMT_mb__1,0.3184595572,0.1648736975
pcoli__hsPNMT_mb__2,0.3770623872,0.1765275735
pcoli__hsTPH__1,-0.044731315800000004,0.0615875835
pcoli__hsTPH__2,-0.0015346896,0.0536526975
pcoli__hsTPH_E2K__1,-0.603256318,0.46911712850000004
pcoli__hsTPH_E2K__2,-0.3609045504,0.5039653025
pcoli__hsTPH_E2K_N91I_P99C__1,-0.5405270353,0.28763718050000003
pcoli__hsTPH_E2K_N91I_P99C__2,-0.39554054860000004,0.1351813985
pcoli__hsTPH_N158trunc__1,-0.6802155687,0.6398686165
pcoli__hsTPH_N158trunc__2,-0.9157382569,0.6789197615
pcoli__hsTPH_N174trunc__1,-0.8412350017,0.27098354950000003
pcoli__hsTPH_N174trunc__2,-0.4811686706,0.4228115195
pcoli__hsTPH_Ntermtrunc__1,-0.0281509827,0.8401105685
pcoli__hsTPH_Ntermtrunc__2,-0.7825284374,0.5687494335000001
pcoli__hsTPH1__1,-1.8291760753,0.34494042150000004
pcoli__hsTPH1__2,-1.7058144647,0.33110766350000004
pcoli__MBP__1,-1.2909075678,0.3098758575
pcoli__MBP__2,-1.271339598,0.5609344155
pcoli__msCOMT__1,-0.9526094773,0.2975147255
pcoli__msCOMT__2,-0.9433174894,0.3750729065
pcoli__ocAANAT__1,-0.5038750834,0.12197508450000001
pcoli__ocAANAT__2,-0.4342555414,0.1350034035
pcoli__osTDC_K374H__1,-1.6504264061,0.5184692605
pcoli__osTDC_K374H__2,-1.8373639688,0.5231464555
pcoli__osTDC_K374L__1,-0.1616623186,0.3735168445
pcoli__osTDC_K374L__2,-0.0427381904,0.41400533850000004
pcoli__osTDC_K374Q__1,-1.7114223545,0.2872073945
pcoli__osTDC_K374Q__2,-1.8530907446,0.2343675175
pcoli__osTDC_L360V__1,-0.0288887786,0.24771132850000002
pcoli__osTDC_L360V__2,0.3377244978,0.29616498350000003
pcoli__pmTPH__1,-0.5961713765000001,0.09205914550000001
pcoli__pmTPH__2,-0.6397283427,0.0367657125
pcoli__RFC__1,-1.9917932043,0.10212452450000001
pcoli__RFC__2,-1.6276441178,0.07043848450000001
pcoli__RFCctrl__1,-2.20313217,0.4528672555
pcoli__RFCctrl__2,-2.8842413625,0.4865835585
pcoli__RFCnopause__1,-0.3768841717,0.5724782025
pcoli__RFCnopause__2,0.4904502088,0.6541242585
pcoli__RFCpluspause__1,0.8777053575,0.8150835415000001
pcoli__RFCpluspause__2,0.1425691772,0.9956915955000001
pcoli__rnCOMT_sol__1,-1.7601937255,0.5864855065
pcoli__rnCOMT_sol__2,-2.3474138108,0.4893457095
pcoli__rnPNMT__1,-1.6904934833,0.1263193285
pcoli__rnPNMT__2,-0.8247666819,0.1665408045
pcoli__rnTDC__1,-0.15363710600000002,0.2665795185
pcoli__rnTDC__2,-0.3631902469,0.2779602975
pcoli__rnTDC_trunc__1,-1.3665737334,0.5209492895
pcoli__rnTDC_trunc__2,-1.1844767218,0.5315136185
pcoli__saCOMT_T2A__1,1.0977084614,0.3379932715
pcoli__saCOMT_T2A__2,0.9308748966,0.34932231550000004
pcoli__sfCOMT__1,-1.6736314313,0.0564164755
pcoli__sfCOMT__2,-1.421182353,-0.043164942500000004
pcoli__sgAANAT_D63G__1,0.0854235954,0.1466512005
pcoli__sgAANAT_D63G__2,-0.2912703775,0.1431349495
pcoli__ssDDC__1,-1.3045771092,0.46952474050000004
pcoli__ssDDC__2,-0.6681968645,0.40260847250000004
pcoli__TP53B__1,-1.3525988301,0.4160342765
pcoli__TP53B__2,-0.9697125217,0.3983020185
pcoli__WT__1,-0.6708576085,0.8911428935
pcoli__WT__2,-0.8491127454,0.8717198695
cck__glu_ale4__1,0.5334720367,0.1279507935
cck__glu_ale4__2,0.6534773889000001,-0.1438865085
cck__cck_ale1__1,0.6633598438,-0.3197712545
cck__cck_ale1__2,0.5834775767,-0.3173799625
cck__cck_ale2__1,0.4976937655,-0.2484951045
cck__cck_ale2__2,0.8001258193,-0.2800449305
cck_pgi__gmos_delpgi__1,7.0596247469,0.4475567465
cck_pgi__gmos_delpgi__2,6.353906459,0.7368348485
cck_pgi__pgi_ale1__1,-1.3114316963000001,0.1562873925
cck_pgi__pgi_ale1__2,-0.9652470255000001,-0.13747834750000001
cck_pgi__pgi_ale2__1,1.2067570665,0.20577997550000002
cck_pgi__pgi_ale3__1,0.348909134,-0.0046142085000000005
cck_pgi__pgi_ale3__2,0.1308006239,-0.2204859875
cck_pgi__pgi_ale4__1,0.098089458,0.2448966965
cck_pgi__pgi_ale4__2,0.2600075469,-0.1693145685
cck_pgi__pgi_ale4__3,-0.1940234355,-0.13471610450000002
cck_pgi__pgi_ale5__1,0.5886632016000001,0.3925164275
cck_pgi__pgi_ale5__2,0.5394494046,-0.1404489185
cck_pgi__pgi_ale6__1,-0.1341421465,0.2128148785
cck_pgi__pgi_ale6__2,-0.0995017514,-0.1039645555
cck_pgi__pgi_ale7__1,-0.027192676500000002,0.2295338455
cck_pgi__pgi_ale7__2,-0.1311806859,-0.0748543955
cck_pgi__pgi_ale8__1,-0.0968734607,0.15646092350000002
cck_pgi__pgi_ale8__2,0.0687242886,-0.0982892965
cck_sdh__gmos_delsdhCB__1,-3.8355632219,0.9963748925
cck_sdh__gmos_delsdhCB__2,-2.4419556830999998,0.9215194705
cck_sdh__sdh_ale1__1,-0.42511415080000003,0.2531221745
cck_sdh__sdh_ale1__2,-0.3246815469,0.1386963245
cck_sdh__sdh_ale2__1,-0.3824730716,0.0959575605
cck_sdh__sdh_ale3__1,-0.1315412518,0.17582790650000002
cck_sdh__sdh_ale3__2,-0.1549344567,0.0670894545
cck_sdh__sdh_ale3__3,-0.1762766081,0.018787519500000002
cck_pts__gmos_delptsHIcrr__1,-5.2639568088,0.3523883575
cck_pts__gmos_delptsHIcrr__2,-4.6610437503,0.3904138965
cck_pts__pts_ale1__1,-1.8367890556000002,0.33119953950000003
cck_pts__pts_ale1__2,-1.8613833221,0.3285893995
cck_pts__pts_ale2__1,-0.3006728833,-0.3825611445
cck_pts__pts_ale2__2,-0.423015067,-0.34884762550000004
cck_pts__pts_ale3__1,-6.2803418655,-0.7693257245
cck_pts__pts_ale3__2,-6.1314656235000005,-0.5101698265
cck_pts__pts_ale4__1,0.26576614590000003,-0.4475926505
cck_pts__pts_ale4__2,-0.2205642365,-0.5258155955
cck_gnd__gmos_delgnd__1,-3.4841644059,0.6295075225
cck_gnd__gmos_delgnd__2,-3.5582700793,0.8503402205
cck_gnd__gnd_ale1__1,-0.5043883091,-0.3054190435
cck_gnd__gnd_ale1__2,-0.8749292538000001,-0.2737685395
cck_gnd__gnd_ale2__1,-0.6182363801,-0.3448228255
cck_gnd__gnd_ale2__2,-0.4966891962,-0.3901255715
cck_gnd__gnd_ale3__1,-0.7022782822,-0.037960995500000004
cck_gnd__gnd_ale3__2,-0.7064196761,-0.25175429650000003
cck_tpiA__gmos_deltpiA__1,2.8072450974,0.5162925665
cck_tpiA__gmos_deltpiA__2,2.5474179450000003,0.3343870115
cck_tpiA__tpiA_ale1__1,-0.2627095573,0.1041844635
cck_tpiA__tpiA_ale1__2,0.0655958719,0.19088366750000002
cck_tpiA__tpiA_ale2__1,0.6668362153,0.0380661835
cck_tpiA__tpiA_ale2__2,0.5389213144,0.0532189725
cck_tpiA__tpiA_ale3__1,-0.5035686102,0.15246787150000002
cck_tpiA__tpiA_ale3__2,-1.0899846537,0.1678648965
cck_tpiA__tpiA_ale4__1,-1.0919425554,0.2119108845
cck_tpiA__tpiA_ale4__2,-1.2906429337,0.2539518295
acid_tale__acid_ale1_pH7__1,0.6346892853,-0.3431580415
acid_tale__acid_ale1_pH7__2,0.7799758201,-0.3093326535
acid_tale__acid_ale1_pH5__1,1.0183043565,0.6168405505
acid_tale__acid_ale1_pH5__2,1.9242584165,0.6949531915
acid_tale__acid_ale2_pH7__1,0.8381455764,-0.2000300995
acid_tale__acid_ale2_pH7__2,1.0399421906,-0.2517736185
acid_tale__acid_ale2_pH5__1,1.2666666388,-0.1915321825
acid_tale__acid_ale2_pH5__2,0.24872069930000001,-0.006315139500000001
acid_tale__low_Mg_ale_pH7__1,1.1905198121,-0.5259594925000001
acid_tale__low_Mg_ale_pH7__2,1.3227614957,-0.4217016785
acid_tale__low_Mg_ale_pH5__1,0.9758044013,-0.17785823550000002
acid_tale__low_Mg_ale_pH5__2,1.1857724227,-0.1323212625
acid_tale__MES_ale_pH7__1,1.1439351265,-0.2174346245
acid_tale__MES_ale_pH7__2,0.7722487647,-0.13586243450000002
acid_tale__MES_ale_pH5__1,0.3719634646,0.0172743915
acid_tale__MES_ale_pH5__2,0.040304364200000005,0.2663702305
acid_tale__gmos_pH7__1,0.8774733278,-0.1164701145
acid_tale__gmos_pH7__2,0.7778181652,-0.0842809955
acid_tale__gmos_pH5__1,0.3466318289,-0.0122414675
acid_tale__gmos_pH5__2,0.5506639964,0.0006858135
adnB__wt_adn__1,-2.2517871914,-0.3284449135
adnB__wt_adn__2,-2.0202169112,-0.0730278055
adnB__delydhB_adn__1,-3.1961700089,-0.6720470495
adnB__delydhB_adn__2,-2.6579722363,-0.2551046875
ytf2__wt_glc__1,0.301995483,0.3185380295
ytf2__wt_glc__2,0.10308065200000001,0.2093424285
ytf2__ybcM_glc__1,-0.7426910974,0.0717530125
ytf2__ybcM_glc__2,-1.3968191128,0.2615484005
ytf2__ydhB_glc__1,-1.1617797142,0.1398196445
ytf2__ydhB_glc__2,-0.8816592232,0.22602110450000001
ytf2__yfeC_glc__1,-0.337576403,0.1805068585
ytf2__yfeC_glc__2,-0.3334059016,0.0926372115
ytf2__yciT_glc__1,-0.2035518694,0.1373116895
ytf2__yciT_glc__2,-0.08570221580000001,0.0544397915
ytf2__ydiZ_glc__1,0.0192474433,-0.0358993475
ytf2__ydiZ_glc__2,-0.1744084689,-0.07988600750000001
ytf2__ynfL_glc__1,-0.23241818120000002,0.27124856750000004
ytf2__ynfL_glc__2,-0.3506257226,0.2452307035
misc2__dellon_glc__1,-0.6231044078,0.7161783335
misc2__dellon_glc__2,-1.1476738828,0.7836820135
ytf3__wt_glc2__1,-0.4359647258,0.14668296150000001
ytf3__wt_glc2__2,-0.5541650137,0.14846339050000001
ytf3__wt_pH7_lactate__1,0.5305464919,0.2009002615
ytf3__wt_pH7_lactate__2,0.4831328579,0.23387167250000002
ytf3__wt_pH55_lactate__1,0.3553296696,0.3088213835
ytf3__wt_pH55_lactate__2,0.3955683873,0.2946990545
ytf3__wt_pH55_HCl__1,-0.6605600708,0.4347923005
ytf3__wt_pH55_HCl__2,-0.8669174518,0.3707612105
ytf3__dyieP_pH7__1,-1.216066989,0.22405009450000002
ytf3__dyieP_pH7__2,-1.3339232739,0.2226200335
ytf3__dyieP_pH55__1,-0.7224317972000001,0.13409118050000002
ytf3__dyieP_pH55__2,-0.7181126263000001,0.2614824595
