,A,BetI,ArcA,Cra
efeU__menFentCubiC_ale38__1,-1.0800144872,-0.665711142,-0.074172423,-0.2789833975
efeU__menFentCubiC_ale38__2,-1.1371772093999999,-0.7448355630000001,-0.09908335700000001,-0.2123298265
misc2__salc_glc__1,-0.6284360649,0.589516449,0.5844178910000001,-0.36501655450000003
misc2__salc_glc__2,-0.1749986289,1.036822058,0.808158746,-0.053028755500000004
misc2__dbcn_glc__1,1.8457083751,-0.277202406,0.15480885800000002,-0.2567029305
misc2__dbcn_glc__2,1.6887352665000002,0.426714427,0.55781359,-0.2695548895
misc2__tyr_glc__1,-0.7554859104,-0.54421725,0.31652371500000004,-0.2503051805
misc2__tyr_glc__2,-0.7985959707,-0.310026962,0.34805157400000003,-0.2997001745
misc2__arg_cytd__1,-1.4903091237,-1.63542521,0.169371414,-0.1083011905
misc2__arg_cytd__2,-0.6379196838,-1.167236203,0.010136641,-0.1827847635
misc2__delyheO_pyr__1,-2.0087841466,-0.940000476,0.33839259600000005,0.4023999695
misc2__delyheO_pyr__2,-1.313069447,-0.571822001,0.271971768,0.27791473850000004
nquinone__delubiC__1,-0.9169729138,-0.952772375,-0.21489506600000002,-0.21470511750000001
nquinone__delubiC__2,-0.9904764387,-0.7787204950000001,-0.033263391,-0.3306261005
nquinone__ubiC_ale1__1,-0.9164746927,-0.5484969120000001,0.428926898,0.0790396755
nquinone__ubiC_ale1__2,-1.1601486145,-0.48793035900000004,0.450352065,-0.0734280155
nquinone__ubiC_ale2__1,-1.1007232655,-0.549510933,0.6083629190000001,0.0353346505
nquinone__ubiC_ale2__2,-1.2398645664,-0.643065373,0.553352198,-0.0018049525
nquinone__ubiC_ale3__1,0.5918970929,-0.719064251,-0.163675489,-0.6794247415
nquinone__ubiC_ale3__2,0.5658177377,-0.551491768,-0.11664080600000001,-0.6278564055
nquinone__ubiC_ale4__1,-1.7644976219,-0.6250829170000001,0.5165691680000001,-0.0891983695
nquinone__ubiC_ale4__2,-1.5759528845,-0.37349732500000005,0.559982902,-0.0803739825
nquinone__delpdhR__1,-1.4963643297,-1.034521265,0.13690308,-0.2769369845
nquinone__delpdhR__2,-1.5944660197,-1.211565581,0.13527434200000002,-0.2938275845
quinone__glu_ale4__1,2.8022933867,0.146100576,0.32555621300000004,-0.3001390625
quinone__glu_ale4__2,-3.5906376631,-2.700155155,0.554928426,-0.4458674305
quinone__delmenF__1,-1.1864260191,-0.538409078,0.6222112750000001,-0.3317039425
quinone__delmenF__2,-0.42184699610000004,-0.302729803,0.385758567,-0.2140393105
quinone__menF_ale5__1,-3.9596263666000002,-2.490337851,0.21714596200000003,-0.3731903915
quinone__menF_ale5__2,-3.8065878438,-2.556385686,0.31143739,-0.39414975150000003
quinone__menF_ale6__1,-5.1608890548,-2.975953975,0.522454143,-0.3932079115
quinone__menF_ale6__2,-5.058673585,-3.032102054,0.48432147600000003,-0.2942019615
quinone__menF_ale7__1,-7.0330758275,-3.500421474,0.7122535630000001,0.2206331685
quinone__menF_ale7__2,-6.5610162084,-3.271694909,0.651048905,0.1118040455
quinone__menF_ale8__1,-7.4846245313,-3.898545668,1.115899716,-0.048174719500000004
quinone__menF_ale8__2,-6.4803240096,-2.615959443,0.5338657950000001,-0.3402880525
quinone__delmenFubiC__1,-0.2982141007,-0.241328005,0.41800140300000005,-0.3092731875
quinone__delmenFubiC__2,-0.7688853015,-0.069947646,0.41796379,-0.17641565350000002
quinone__menFubiC_ale1__1,-5.5721634206,-3.6880155610000003,0.990161956,-0.06474065650000001
quinone__menFubiC_ale1__2,-6.1852172907,-3.298523405,0.9831297560000001,-0.1520650225
quinone__menFubiC_ale2__1,-6.8323854806,-3.297497432,0.8927740160000001,-0.2111487195
quinone__menFubiC_ale2__2,-6.5615500869,-3.105734976,0.9872195560000001,-0.058635081500000005
quinone__menFubiC_ale3__1,0.0260080411,-1.056557245,0.07436142200000001,-0.0896427895
quinone__menFubiC_ale3__2,-0.041068528,-0.798863748,0.095882301,-0.0698728435
quinone__menFubiC_ale4__1,-3.9248355503,-1.9353905130000002,0.8589243360000001,-0.6007593125
quinone__menFubiC_ale4__2,-4.2880696123,-2.576394439,0.844631216,-0.5026456095
oxyR__wt_glc__1,-0.3621711275,-0.9508894160000001,-0.146201738,-0.1736526655
oxyR__wt_glc__2,0.1723660098,-0.624970872,-0.07992882,-0.1066645425
oxyR__wt_h2o2__1,-0.2811214889,-0.850010561,-0.058308609000000004,-0.1139529145
oxyR__wt_h2o2__2,0.060585884400000005,-0.19007120900000002,0.511779267,0.0174592985
oxyR__glu_ale4__1,-0.17715219910000002,0.300791489,0.48734367500000003,0.4358023165
oxyR__glu_ale4__2,-0.0831389948,-1.106458602,0.55045278,0.1606344035
oxyR__glu_ale4_h2o2__1,-3.3983865952,-2.014215571,0.42652437200000004,0.3501225765
oxyR__glu_ale4_h2o2__2,-2.2948021362,-1.472599082,0.41923975900000005,0.3245514705
oxyR__oxyR_ale17__1,-3.8891204308000002,-2.589610849,-0.47258526700000003,0.6820349205
oxyR__oxyR_ale17__2,-3.6727427070000003,-2.226851496,-0.319391246,0.6488653885
oxyR__oxyR_ale17_h2o2__1,-4.425526996,-2.752775506,-0.407849047,0.6121383695
oxyR__oxyR_ale17_h2o2__2,0.8564430586,0.248939024,-0.36088363100000004,0.6900592575000001
oxyR__oxyR_ale18__1,-1.2443440446,-2.018191484,-0.423750187,-0.2568402815
oxyR__oxyR_ale18__2,-0.2710873898,-0.811811452,-0.580132675,-0.1528743355
oxyR__oxyR_ale18_h2o2__1,-4.6997855402,-2.8194358470000003,-0.432093592,0.3295441655
oxyR__oxyR_ale18_h2o2__2,-4.5648614572,-2.981258625,-0.32869141,0.39825510550000004
oxyR__oxyR_ale19__1,-0.46427792,-1.408969718,-0.75174328,-0.31673114350000003
oxyR__oxyR_ale19__2,-1.6803728046000002,-1.081295806,-0.8265227650000001,0.0385580375
oxyR__oxyR_ale19_h2o2__1,-0.029232974000000002,-1.02328651,-1.194452202,-0.34107716450000003
oxyR__oxyR_ale19_h2o2__2,-0.040245717,-1.2198126120000001,-0.979012392,-0.2926749605
oxyR__oxyR_ale20__1,-3.7442633039,-1.968558966,-0.669338697,0.3667620935
oxyR__oxyR_ale20__2,-3.6517381114000003,-2.212726091,-0.671754205,0.2693497675
oxyR__oxyR_ale20_h2o2__1,-3.0424023694,-2.189934388,-0.809541689,0.3920265375
oxyR__oxyR_ale20_h2o2__2,-3.5278441044999997,-2.114899355,-0.808753508,0.37092413350000003
svns_pgi__BmePgi24_15__1,-0.4776355069,-0.502662234,0.15738168700000002,-0.1015453585
svns_pgi__BmePgi24_15__2,-0.20100920930000002,-0.394587946,0.158383399,-0.3156219655
svns_pgi__BmePgi24_26__1,-0.6084096144000001,-0.595727585,0.019257945000000002,-0.0694856845
svns_pgi__BmePgi24_26__2,-0.37415119420000004,-0.489346881,0.151773498,-0.0329812155
svns_pgi__BmePgi24_41__1,-0.26773843610000003,0.072897917,1.017115486,0.0900326495
svns_pgi__BmePgi24_41__2,-0.0194288486,-0.416459403,0.043576312000000006,0.0908492365
svns_pgi__BmePgi24_52__1,-0.5838079144,-0.602866468,0.044739098000000005,0.2280290295
svns_pgi__BmePgi24_52__2,0.0640928637,-0.44772464500000003,0.057732437000000005,0.045015701500000005
svns_pgi__PaePgi2_34__1,-0.5314358152,-0.461645295,0.7317756190000001,0.06744731250000001
svns_pgi__PaePgi2_34__2,-0.7741633566,-0.7270069960000001,0.699000876,0.0447984965
svns_pgi__PaePgi2_63__1,-0.8831273194,-0.48514521800000004,0.7554666760000001,0.1602298815
svns_pgi__PaePgi2_63__2,-1.4384118153,-0.5619245660000001,0.7990900860000001,0.1413458675
svns_pgi__PaePgi24_54__1,-0.1868934098,-0.525490852,0.852278316,0.1241862345
svns_pgi__PaePgi24_54__2,-0.56562805,-0.609536525,0.908308306,0.1773132215
svns_pgi__PaePgi24_90__1,-0.8963255441,-0.41378573700000004,1.097423036,0.3188783845
svns_pgi__PaePgi24_90__2,-0.7409189962,-0.400224097,1.1680522660000001,0.3431820045
abx_media__m9_ctrl__1,-1.2930341892000001,-1.012155995,0.38832677600000004,-0.3554692465
abx_media__m9_ctrl__2,-1.0493442637000001,-0.9183006210000001,0.5281267030000001,-0.2348982135
abx_media__rpmi_ctrl__1,-1.1727070456,-3.132578306,1.148398166,-0.8119926805000001
abx_media__rpmi_ctrl__2,1.2689991821,-1.913345959,0.960487886,-0.8293008375
abx_media__camhb_ctrl__1,-2.3962903473,-3.46888374,-0.9133811220000001,-1.3383975505
abx_media__camhb_ctrl__2,-2.4722563639,-3.287255715,-0.9972484690000001,-1.2419825195
abx_media__m9_mero__1,-3.0392626422,-1.860550988,0.49373369300000003,-0.5594952585
abx_media__m9_mero__2,-1.6883073902999999,-1.559357592,0.239644822,-0.3955920685
abx_media__rpmi_mero__1,2.1706940566,-1.918845136,0.750131416,-1.0346190905
abx_media__rpmi_mero__2,1.3291395936,-2.02650465,1.117783896,-0.8550190215
abx_media__camhb_mero__1,-0.5880914134,-3.265454036,-1.343260479,-1.9034436515
abx_media__camhb_mero__2,-0.610409451,-2.856876401,-1.375806483,-1.8338377315
abx_media__m9_trisulf__1,-1.3902178365,-1.8177280210000002,0.42521249800000005,-0.4139257005
abx_media__m9_trisulf__2,-0.669713725,-1.6022133699999999,0.202579652,-0.3658489225
abx_media__rpmi_trisulf__1,2.0606366371,-0.18868146600000002,-0.996780494,-1.1970739355
abx_media__rpmi_trisulf__2,2.4930492467,0.07615342400000001,-0.869100763,-1.1370689815
abx_media__camhb_trisulf__1,-0.27009734280000003,-1.886620479,-0.76746688,-1.0500158225
abx_media__camhb_trisulf__2,0.22571733970000002,-1.6127322020000001,-0.6975454830000001,-1.1212806755
abx_media__m9_cef__1,-0.7019766911,-1.256314061,0.322745916,-0.1439478705
abx_media__m9_cef__2,-0.6779726070000001,-1.5676114760000002,0.32773048800000004,-0.36378928450000003
abx_media__rpmi_cef__1,6.5741300525,0.675362868,-0.031158746,-0.9479018825000001
abx_media__rpmi_cef__2,6.9948310315,0.7296857670000001,-0.000146966,-0.8289428295
abx_media__camhb_cef__1,1.2198986376,-1.377089489,-0.82586124,-0.9917317395
abx_media__camhb_cef__2,1.1746871323,-1.4865227010000002,-0.816201806,-1.0507998015
abx_media__m9_cipro__1,-1.313499134,-1.113659747,0.259412766,-0.5461974325
abx_media__m9_cipro__2,-1.5554954731000001,-1.3909679,0.25472500200000003,-0.6536082705
abx_media__rpmi_cipro__1,5.0302475586,0.130568126,-0.464657757,-1.2084995715
abx_media__rpmi_cipro__2,5.5174337978,0.272547955,-0.20812524200000002,-1.2680169395
abx_media__camhb_cipro__1,-1.6344958218999999,-2.627244386,-1.6314585560000001,-1.6057893564999999
abx_media__camhb_cipro__2,-1.6127628916,-2.844267349,-1.578264933,-1.5622716605
hot_tale__42c_ale3_30c__1,-1.550713507,-1.48611527,-0.085024997,-0.2280425985
hot_tale__42c_ale3_30c__2,-2.4908457847,-1.814080366,-0.11169243100000001,-0.4117478885
hot_tale__42c_ale3_37c__1,0.09741017610000001,-0.693436771,-0.12554602,-0.3369046925
hot_tale__42c_ale3_37c__2,0.15099903850000002,-0.86427803,-0.12163840100000001,-0.4763269895
hot_tale__42c_ale3_44c__1,1.3582740547,0.799649644,0.147011691,0.3283116975
hot_tale__42c_ale3_44c__2,1.3425620010000001,0.877716095,0.17322447,0.3002538615
hot_tale__hot_ale3_mid_30c__1,-2.9198772262,-1.026231718,0.59222252,0.1612692785
hot_tale__hot_ale3_mid_30c__2,-3.6569836282,-1.440143632,0.504056843,0.0925173505
hot_tale__hot_ale3_mid_37c__1,0.4390730975,-0.807724886,0.22968818400000002,-0.30707745950000004
hot_tale__hot_ale3_mid_37c__2,0.0782389438,-0.9774653160000001,0.056962728000000004,-0.0948710745
hot_tale__hot_ale3_mid_44c__1,-5.9483182001,-3.996330062,0.39358909999999997,0.1357722605
hot_tale__hot_ale3_mid_44c__2,-3.5847636137,-2.220779003,0.6512664920000001,0.2854650045
hot_tale__hot_ale3_30c__1,-3.6349911179000003,-1.5166398010000002,0.508200498,0.0888244745
hot_tale__hot_ale3_30c__2,-2.1854149842,-1.362912077,0.554538969,0.14737257750000002
hot_tale__hot_ale3_37c__1,0.1040281821,-0.978406706,0.131412035,-0.0341578565
hot_tale__hot_ale3_37c__2,0.0149136432,-0.9090949770000001,0.113307349,0.1189017955
hot_tale__hot_ale3_44c__1,-1.6636015838,-1.561232916,0.732414381,-0.12267522950000001
hot_tale__hot_ale3_44c__2,1.0251558409,-0.14472241600000002,0.397215451,-0.1418937485
hot_tale__hot_ale4_30c__1,-0.2084913375,-1.068011392,0.047990289000000005,-0.3591463355
hot_tale__hot_ale4_30c__2,-0.26775686190000003,-1.187671013,0.024226647,-0.2995226505
hot_tale__hot_ale4_37c__1,0.35687762570000003,-1.045944324,-0.16735893200000002,-0.4472478575
hot_tale__hot_ale4_37c__2,0.44064055220000004,-1.207684062,-0.046169952,-0.21439937050000002
hot_tale__hot_ale4_44c__1,1.064695667,-0.332313591,0.000397934,0.1914428035
hot_tale__hot_ale4_44c__2,-0.176004863,-0.698268615,0.061681656,0.1219007205
hot_tale__hot_ale8_30c__1,-1.7925640614,-1.552561373,0.023464927,-0.058053794500000006
hot_tale__hot_ale8_30c__2,-0.6733463346,-1.0601927820000001,0.08428102900000001,-0.1176217075
hot_tale__hot_ale8_37c__1,-0.1598875561,-1.042365793,-0.240669923,-0.0756692025
hot_tale__hot_ale8_37c__2,-0.170563928,-1.040084505,-0.24078269100000002,-0.0424388235
hot_tale__hot_ale8_44c__1,1.2624915353000001,0.211952047,0.11352845800000001,0.3606678225
hot_tale__hot_ale8_44c__2,0.7551433982,-0.11904768700000001,0.055647699999999994,0.3881329455
hot_tale__hot_ale9_mid_30c__1,-1.960277016,-1.500848151,0.423811033,-0.0171176545
hot_tale__hot_ale9_mid_30c__2,-1.9088924996,-1.499961748,0.36192860400000004,0.024780219500000002
hot_tale__hot_ale9_30c__1,-1.0745417447,-1.6529047239999999,0.23718312100000002,-0.2434496105
hot_tale__hot_ale9_30c__2,-1.1579418948,-1.621945212,0.35780927900000004,-0.2171794655
hot_tale__hot_ale9_mid_37c__1,-0.6638842353000001,-1.430089227,-0.065463742,-0.2633924185
hot_tale__hot_ale9_mid_37c__2,-0.7102744525,-1.307155332,0.0031101880000000003,-0.1993657325
hot_tale__hot_ale9_37c__1,0.2275276595,-0.90190074,0.024472946000000002,-0.2251863155
hot_tale__hot_ale9_37c__2,0.4059846798,-0.9051137480000001,0.055705313000000006,-0.3138012415
hot_tale__hot_ale9_mid_44c__1,1.5862640531999999,0.6153519080000001,0.153475046,0.3286793945
hot_tale__hot_ale9_mid_44c__2,1.5045884413000001,0.574766265,0.383165937,0.1371537125
hot_tale__hot_ale9_44c__1,3.3121404503000003,1.025955258,0.42902198,0.2043196165
hot_tale__hot_ale9_44c__2,2.9171378921,0.9542477560000001,0.47947808100000006,0.0383055815
hot_tale__hot_ale10_30c__1,-2.0846816402,-1.626328419,0.40552786700000004,0.1742360945
hot_tale__hot_ale10_30c__2,-2.2209289011,-1.546838116,0.36391003800000005,0.2046892845
hot_tale__hot_ale10_37c__1,-0.8955912823000001,-1.499003325,-0.17456958,-0.3254524895
hot_tale__hot_ale10_37c__2,-0.8336321348,-1.549293633,-0.112775311,-0.20625851950000001
hot_tale__hot_ale10_44c__1,-1.8431102422,-1.109938668,0.547628596,0.0072313685
hot_tale__hot_ale10_44c__2,-0.5755180127,-0.424368012,0.138707938,0.0135728445
hot_tale__hot_ale16_30c__1,-1.4952342579,-1.704879013,0.123741612,0.061462300500000004
hot_tale__hot_ale16_30c__2,-1.4564663034,-1.287468467,0.148947619,0.0795101485
hot_tale__hot_ale16_37c__1,-0.8833017356,-1.563412348,-0.194823721,-0.0533457045
hot_tale__hot_ale16_37c__2,-0.6625212987,-1.590057969,-0.207813609,-0.11059279550000001
hot_tale__hot_ale16_44c__1,-0.6027709360000001,-1.035764771,0.116287575,0.2498183645
hot_tale__hot_ale16_44c__2,-1.0697191708,-1.102115198,0.30610816900000004,0.4299435455
pdhr_ale__pdhR-13_51__1,-2.6404408315,-1.9169556440000002,0.182452148,-0.1282312575
pdhr_ale__pdhR-13_51__2,-4.4538468481,-2.737446061,0.05675017500000001,-0.0017489555000000001
pdhr_ale__pdhR-14_46__1,-0.8802184919,-0.239813364,0.9022052260000001,-0.1284979795
pdhr_ale__pdhR-14_46__2,-2.1681182141,-1.275684569,0.805511006,-0.10850641250000001
pdhr_ale__pdhR-15_51__1,-5.9729744977,-3.557133252,-0.13942209900000002,-0.1142150975
pdhr_ale__pdhR-15_51__2,-5.8920840547,-3.534615849,-0.07192016500000001,-0.0220606105
pdhr_ale__pdhR-16_49__1,-6.9148618826,-3.651081636,-0.052949313000000005,-0.0295689625
pdhr_ale__pdhR-16_49__2,-3.2509620323,-2.047220698,0.362159938,0.06996596050000001
tcs__del_atoC_LiAcet__1,-3.6604187501,-2.702577431,-0.189834376,0.11987262350000001
tcs__del_atoC_LiAcet__2,-3.1873987661,-2.782082493,0.008173476,0.31394053850000003
tcs__del_atoC_LiCl__1,-3.6606361595,-2.8514417940000003,0.169654342,0.1931644615
tcs__del_atoC_LiCl__2,-3.1424723783,-2.922918165,0.06729879400000001,0.2529109075
tcs__del_atoC_m9__1,-4.7042937208,-3.156661962,0.15616148500000002,0.13470229150000002
tcs__del_atoC_m9__2,-4.7988137052,-3.316473414,0.239198092,0.2756682365
tcs__del_baeR_etoh__1,-0.5071193167,-2.117507503,0.8641572160000001,1.8335522395
tcs__del_baeR_etoh__2,1.160811045,-1.7262983580000002,0.973083856,2.0021776035
tcs__del_baeR_lb__1,-1.7692164709,-1.371308454,1.333750346,0.5279175545
tcs__del_baeR_lb__2,-1.6817681654,-1.166291125,1.312309306,0.5804894445000001
tcs__del_btsR_01xlb__1,-4.4266184098,-1.346691552,1.8951162460000002,-1.5613833855
tcs__del_btsR_01xlb__2,-4.3262108065,-1.42904984,1.911921266,-1.3891346095000001
tcs__del_btsR_lb__1,-1.4724800833,-1.7178715979999999,1.350056986,1.2765130405
tcs__del_btsR_lb__2,-1.1581475417,-1.6753063,1.376970496,1.2704550625
tcs__del_btsR_pyruvate__1,-3.6940161109,-1.012561432,1.913679546,-1.7581450445
tcs__del_btsR_pyruvate__2,-4.195166013,-1.099198228,1.8060344860000002,-1.7828460925
tcs__del_cpxR_etoh__1,-0.8005757529,-1.98976547,1.558450116,1.7925485945
tcs__del_cpxR_etoh__2,-0.8093356569,-2.103415626,1.512987446,1.8005069615
tcs__del_cpxR_lb__1,-1.7871252313000001,-1.400487134,1.187646956,0.7477895285
tcs__del_cpxR_lb__2,-1.6712707876000001,-1.442651201,1.183673156,0.7776630565
tcs__del_cusR_CuSO4__1,0.06891040030000001,-1.101424497,1.134926456,0.0859257475
tcs__del_cusR_CuSO4__2,-0.0516296986,-0.933803606,1.171369256,0.14349823350000002
tcs__del_cusR_lb__1,4.1826230743,0.18120645500000002,1.277705766,0.9697545555
tcs__del_cusR_lb__2,3.6645764502000002,0.0034869170000000004,1.193604036,0.8775237925
tcs__del_kdpE_01-kcl__1,-3.1568432007,-1.044569959,1.209686186,-0.4134206025
tcs__del_kdpE_01-kcl__2,-2.8018138245,-0.96349156,1.219010516,-0.4331493275
tcs__del_kdpE_115-kcl__1,1.497186384,0.135566275,0.749578626,-0.6108375715000001
tcs__del_kdpE_115-kcl__2,1.2916335429,-0.092238124,0.8959164460000001,-0.6956772725
tcs__del_phoB_m9__1,-1.3222685118,-1.431429765,0.43540830300000005,-0.3885892615
tcs__del_phoB_m9__2,-1.5082794769999999,-1.507968572,0.336615744,-0.4216058885
tcs__del_phoB_m9p__1,-4.4678920338,-2.9624601950000002,0.9587748460000001,-1.5807294665
tcs__del_phoB_m9p__2,-4.4944913182,-3.004038205,0.888778866,-1.5887457205
tcs__del_rcsB_etoh__1,2.5765236554,0.828968711,1.239469466,1.1254918015
tcs__del_rcsB_etoh__2,3.0469222491,0.9482161720000001,1.286611286,1.1849148595
tcs__del_rcsB_lb__1,-2.198270923,-1.413641503,0.593363677,0.9924813635
tcs__del_rcsB_lb__2,-2.2227483152,-1.373189883,0.6304361510000001,1.0469467445
tcs__del_zraR_lb__1,6.5380340262,1.686884943,0.805178606,0.8747017505
tcs__del_zraR_lb__2,6.950627433,1.619275799,0.7645057460000001,0.8928557565
tcs__del_zraR_zncl2__1,3.5686351323,0.6062054450000001,1.309449926,0.3764783115
tcs__del_zraR_zncl2__2,3.4065817586,0.6112122670000001,1.256571656,0.3439924005
tcs__wt_01-kcl__1,-2.7677060725000002,-1.631609161,0.8213794360000001,-0.9376892865
tcs__wt_01-kcl__2,-3.2121391997,-1.776331944,0.7716407660000001,-0.7406080245000001
tcs__wt_01xlb__1,-4.9432269052,-1.139336795,1.765406416,-1.3288956045
tcs__wt_01xlb__2,-4.9308264465,-1.177450303,1.713364286,-1.3977506645
tcs__wt_115-kcl__1,0.6325289908,0.095454246,0.7587941960000001,-0.5887920295
tcs__wt_115-kcl__2,0.26510605330000003,-0.00401611,0.817858076,-0.6511352485
tcs__wt_CuSO4__1,3.7238130986,0.399259325,0.7807056960000001,0.4310718155
tcs__wt_CuSO4__2,3.682086976,0.413145923,0.796525916,0.4800872685
tcs__wt_etoh__1,1.8602572922,0.088857139,1.3944261660000001,1.0921585605
tcs__wt_etoh__2,1.3387683945,0.26198032800000004,1.321416506,0.9909839125000001
tcs__wt_lb__1,-3.2641730097,-2.093586951,1.515113286,0.0047461995
tcs__wt_lb__2,-3.2431405977,-2.327110579,1.607825306,0.1492379845
tcs__wt_LiAcet__1,-1.9805256724,-2.208540745,-0.088775881,-0.16590414350000002
tcs__wt_LiAcet__2,-3.3036259954,-2.511515428,-0.169818773,-0.0736678875
tcs__wt_LiCl__1,-2.8834758977,-2.498874541,0.22573171900000003,-0.0815533715
tcs__wt_LiCl__2,-3.0167145632,-2.360799093,0.15109339300000002,-0.1015387645
tcs__wt_m9p__1,-4.7015922393,-2.778659841,0.9089738660000001,-1.0628917865
tcs__wt_m9p__2,-4.7377507407,-2.857370308,0.9448164760000001,-0.9667578475
tcs__wt_pyr__1,-4.8645013695,-0.969311345,1.9375935260000001,-1.5807947135
tcs__wt_pyr__2,-5.013918135,-1.083722168,1.987175686,-1.6930221545
tcs__wt_zncl2__1,4.6343465028,0.915057654,0.7711966060000001,0.1924077455
tcs__wt_zncl2__2,4.8500835016,0.895419874,0.6683309540000001,0.21218892550000001
ros_tale__1_112_0pq__1,3.1890732172,0.062175847000000006,0.066647027,-0.3911114745
ros_tale__1_112_0pq__2,2.8101176471000002,-0.016817227,-0.139444285,-0.43659707550000004
ros_tale__1_112_250pq__1,0.4519208783,-0.764588496,0.7034926290000001,-0.9780583065
ros_tale__1_112_250pq__2,0.8124883884,-0.8029373510000001,0.510520804,-1.2340217545
ros_tale__1_112_750pq__1,-0.3856763507,-1.184871773,0.5737665230000001,-1.3495966115
ros_tale__1_112_750pq__2,-0.5640785215,-1.0932777,0.650774197,-1.4567954405
ros_tale__1_112_750pq__3,-0.8427546098,-1.087723704,0.334286132,-1.2052133145
ros_tale__3_76_0pq__1,-0.2642755492,-0.379220088,0.261113048,-0.4323602815
ros_tale__3_76_0pq__2,0.31912594720000004,-0.221352668,0.240423778,-0.3449293645
ros_tale__3_76_0pq__3,-0.2859456232,-0.16616855700000002,0.257043055,-0.39805806250000003
ros_tale__3_76_0pq__4,-0.26050838130000004,0.091444593,0.21156323800000001,-0.5212387595
ros_tale__3_76_250pq__1,-2.0024644585,-1.365776047,0.383409127,-1.9343372025
ros_tale__3_76_250pq__2,-4.2079840859,-2.435511587,-0.29952612700000003,-1.5541468725
ros_tale__3_76_750pq__1,-4.2500182386,-2.30735584,-0.94411497,-0.8570549475
ros_tale__3_76_750pq__2,-4.5569204468999995,-3.144311274,-1.248649327,-1.4953728025
ros_tale__7_103_0pq__1,-1.3987880462,-1.382087823,0.5494004290000001,-1.0952503085
ros_tale__7_103_0pq__2,-1.8249113285,-1.401066363,0.7754563160000001,-1.1767499755
ros_tale__7_103_0pq__3,-0.565107584,-0.818386154,0.695047587,-0.9968852115000001
ros_tale__7_103_0pq__4,-1.5128696385,-1.308014279,0.903529596,-1.1407109545
ros_tale__7_103_250pq__1,-0.7656108088,-1.466941502,-0.0036125550000000004,-1.2742185335
ros_tale__7_103_250pq__2,-0.0900100494,-1.178228472,0.16108550400000002,-1.0188741495
ros_tale__7_103_750pq__1,-1.8217602089,-2.208763159,0.20020821100000002,-1.2752378375
ros_tale__7_103_750pq__2,-1.1996693805,-1.811656443,0.221042754,-1.3016613505
ros_tale__9_77_0pq__1,-4.2205560841,-2.021224526,0.22423083500000002,-2.2001054905
ros_tale__9_77_0pq__2,-4.552320936,-2.302872898,0.43619118300000004,-1.8967164115
ros_tale__9_77_250pq__1,-2.783545547,-2.134978738,0.257730731,-1.7169205225000002
ros_tale__9_77_250pq__2,-1.9906320484000002,-1.6260630150000002,0.5135476840000001,-2.0475571795
ros_tale__9_77_750pq__1,-2.5383558709000003,-1.7809467840000002,0.12783092100000001,-1.8932122595
ros_tale__9_77_750pq__2,-2.5807271129,-1.869571794,-0.092230409,-2.0322037935
ros_tale__11_83_0pq__1,2.120902356,-0.675355523,-0.14357819900000002,-0.23276420750000001
ros_tale__11_83_0pq__2,2.1067688435,-0.691274661,-0.18103812400000002,-0.0790302575
ros_tale__11_83_250pq__1,1.560118243,-0.8421416530000001,-0.276094987,-0.2821213065
ros_tale__11_83_250pq__2,1.5764394461,-0.9608972880000001,-0.28364754400000003,-0.3493332925
ros_tale__11_83_750pq__1,1.1678119684000001,-0.8300306270000001,-0.385375122,-0.3047517495
ros_tale__11_83_750pq__2,1.2158479385,-1.042296997,-0.302820358,-0.2476662155
ros_tale__13_87_0pq__1,-4.0390723182,-3.136862324,-0.158081835,-0.6445179135
ros_tale__13_87_0pq__2,-3.5491323273,-2.942006537,-0.326010792,-0.6439962485
ros_tale__13_87_250pq__1,-5.1490811659,-3.386034593,0.12303699200000001,-0.4114107775
ros_tale__13_87_250pq__2,-4.6009250649,-3.049890847,0.172556438,-0.42328810250000004
ros_tale__13_87_750pq__1,-4.9951778073,-3.123923336,0.340269241,-0.45309646750000004
ros_tale__13_87_750pq__2,-4.4057336256,-3.096764577,0.281019843,-0.4707800525
ros_tale__14_27_0pq__1,-2.2212430801,-1.807781321,-0.537316428,-0.3357135055
ros_tale__14_27_0pq__2,-2.5076445483,-1.982860869,-0.43609835900000005,-0.2646260755
ros_tale__14_27_250pq__1,-4.1180048825,-2.563142103,-0.102851355,-0.4714697265
ros_tale__14_27_250pq__2,-3.5694322903,-2.330753607,-0.176020641,-0.4657785015
ros_tale__14_27_750pq__1,0.6882843668,0.08133248700000001,1.3674984860000001,-1.4504610815
ros_tale__14_27_750pq__2,0.18392157580000001,0.034957508000000005,0.936573286,-1.6301569775
ros_tale__16_28_250pq__1,0.9970049193,-0.444643646,0.391265266,-0.5235758025
ros_tale__16_28_250pq__2,0.7137301715000001,-0.347509483,0.38658636900000004,-0.5220146555
ros_tale__16_32_0pq__1,-2.4884191799,-2.555274304,-0.03401531,-0.6231376805000001
ros_tale__16_32_0pq__2,-3.1023669423,-2.7984553400000003,-0.068463514,-0.5908580925
ros_tale__16_32_0pq__3,0.3702292587,-0.315473773,0.18575091400000002,-0.1770220055
ros_tale__16_32_0pq__4,0.5142671846,-0.297233526,0.21141973400000003,-0.2878558855
ros_tale__16_32_250pq__1,-0.3283097299,-0.7439085440000001,0.15879195200000001,-0.24676026250000002
ros_tale__16_32_250pq__2,-0.1640097198,-0.40587951,0.156995183,-0.2626083105
