,A,RplD,ArcA,DksA,Fnr
efeU__menFentC_ale29__2,-4.7827301362,-0.940333305,0.757306236,-0.538618608,-2.395424304
efeU__menFentC_ale30__1,-0.4690927843,0.448952775,-0.291655781,-0.600696717,-0.5423336
efeU__menFentC_ale30__2,-0.8630696069,0.43327049500000003,-0.36664113200000004,-0.438101106,-0.41125174000000003
efeU__menFentCubiC_ale36__1,-1.1916764325,0.06545996500000001,0.5628257560000001,-0.48090030800000005,-0.459053835
efeU__menFentCubiC_ale36__2,-1.1932237301,0.010939605,0.5128759540000001,-0.45271494,-0.5276504510000001
efeU__menFentCubiC_ale37__1,-1.7767519932,-0.35391611500000003,0.816333446,-0.670840219,-0.42921199800000004
efeU__menFentCubiC_ale37__2,-1.4866045307,-0.343108395,0.838034626,-0.594873506,-0.379678224
efeU__menFentCubiC_ale38__1,-1.1535086783,-0.236879695,-0.074172423,-0.616235756,-0.403674517
efeU__menFentCubiC_ale38__2,-2.0334947523,-0.08646975500000001,-0.09908335700000001,-0.5785718990000001,-0.37325750100000005
misc2__salc_glc__1,-3.5292385805,-1.109788955,0.5844178910000001,-0.833017879,-0.22932395800000002
misc2__salc_glc__2,-3.7024075591,-1.079384115,0.808158746,-0.596445972,-0.033457264
misc2__dbcn_glc__1,0.0563193148,0.527402565,0.15480885800000002,-0.6600855800000001,-0.7301900130000001
misc2__dbcn_glc__2,0.5428622235,0.24288815500000002,0.55781359,-0.357978826,-0.809273511
misc2__tyr_glc__1,-1.7426549475000002,-0.515630095,0.31652371500000004,-0.298971465,-0.557564307
misc2__tyr_glc__2,-2.0752542344,-0.650134585,0.34805157400000003,-0.19549719000000002,-0.55390057
misc2__arg_cytd__1,-1.0092520689,0.12812078500000001,0.169371414,-0.11291058,-1.103463808
misc2__arg_cytd__2,-0.9364659684000001,0.030485715000000004,0.010136641,0.01091234,-0.7432087820000001
misc2__delyheO_pyr__1,-2.8037079486,-0.691237475,0.33839259600000005,-0.329367156,-0.7526202150000001
misc2__delyheO_pyr__2,-2.7913459796,-0.5951248650000001,0.271971768,-0.265798513,-0.41916110700000003
nquinone__delubiC__1,-1.1759710733,-0.034899045000000004,-0.21489506600000002,-0.512474302,-0.609506733
nquinone__delubiC__2,-1.2470415491,-0.17685935500000002,-0.033263391,-0.5854467950000001,-0.60441007
nquinone__ubiC_ale1__1,-0.8247095573000001,0.093668575,0.428926898,-0.316787639,-0.43235832
nquinone__ubiC_ale1__2,-0.9540512241,-0.11047564500000001,0.450352065,-0.7056606820000001,-0.606702598
nquinone__ubiC_ale2__1,-1.6833679049999999,-0.24410577500000002,0.6083629190000001,-0.49513021700000004,-0.5499352390000001
nquinone__ubiC_ale2__2,-2.1126506703,-0.130233815,0.553352198,-0.54066217,-0.502872402
nquinone__ubiC_ale3__1,-1.1818646345000001,-0.33491723500000004,-0.163675489,-0.718789314,-0.582336814
nquinone__ubiC_ale3__2,-1.2653638629000001,-0.380328775,-0.11664080600000001,-0.7206711370000001,-0.559977896
nquinone__ubiC_ale4__1,-2.0248150843,-0.20731237500000002,0.5165691680000001,-0.7132597260000001,-0.600151792
nquinone__ubiC_ale4__2,-0.9272907848,-0.31697678500000004,0.559982902,-0.832615891,-0.536388949
nquinone__delpdhR__1,-0.8833253405,-0.0030637850000000003,0.13690308,-0.61021454,-0.8817682130000001
nquinone__delpdhR__2,-0.5604031083000001,-0.022776255000000002,0.13527434200000002,-0.690636969,-0.867665945
quinone__glu_ale4__1,-0.7217539187,0.5731528650000001,0.32555621300000004,-0.5858226350000001,-0.7937296570000001
quinone__glu_ale4__2,-2.2439081461,0.418725345,0.554928426,-0.459633292,-1.334528925
quinone__delmenF__1,-1.9269892621,-0.028863155,0.6222112750000001,-0.543314407,-0.626396132
quinone__delmenF__2,-1.6940820395,0.004401205,0.385758567,-0.55697934,-0.590486033
quinone__menF_ale5__1,-3.560916357,-0.288311515,0.21714596200000003,-0.11873736,-1.5730570959999999
quinone__menF_ale5__2,-3.8775934413,-0.276563905,0.31143739,-0.271896629,-1.5773257790000001
quinone__menF_ale6__1,-3.570421876,-0.499410585,0.522454143,-0.251213265,-2.032580734
quinone__menF_ale6__2,-3.8574148069,-0.616627095,0.48432147600000003,-0.28022359,-2.029661312
quinone__menF_ale7__1,-4.9474574993000004,-1.392247885,0.7122535630000001,-0.239088283,-2.266448492
quinone__menF_ale7__2,-4.8150687222,-1.374781375,0.651048905,-0.24007878800000002,-2.358642473
quinone__menF_ale8__1,-6.9819806094,-1.7545289450000001,1.115899716,-0.293070416,-2.30937575
quinone__menF_ale8__2,-6.8593491447,-1.947140224,0.5338657950000001,-0.15643021000000001,-0.821020288
quinone__delmenFubiC__1,-1.7085548035,-0.056145645,0.41800140300000005,-0.591474595,-0.544667939
quinone__delmenFubiC__2,-1.9682015651,-0.049837225000000006,0.41796379,-0.530994328,-0.530756546
quinone__menFubiC_ale1__1,-6.0701582486,-1.727409165,0.990161956,-0.772017441,-2.548110757
quinone__menFubiC_ale1__2,-6.2877181474,-1.784608515,0.9831297560000001,-0.8959659860000001,-2.574525767
quinone__menFubiC_ale2__1,-6.0634274917,-1.597665295,0.8927740160000001,-0.74807274,-2.5041279210000003
quinone__menFubiC_ale2__2,-6.2124322397,-1.464701205,0.9872195560000001,-0.8256734120000001,-2.445112978
quinone__menFubiC_ale3__1,-1.3856033405,0.47928112500000003,0.07436142200000001,-0.595460538,-0.505443239
quinone__menFubiC_ale3__2,-1.3297933507,0.44210078500000005,0.095882301,-0.5125096,-0.5051048730000001
quinone__menFubiC_ale4__1,-4.1345681077,-0.316519455,0.8589243360000001,-0.05161478,-1.639778015
quinone__menFubiC_ale4__2,-3.9739661411,-0.451051415,0.844631216,-0.07263012,-1.525707863
oxyR__wt_glc__1,-0.5884573305,0.19837817500000002,-0.146201738,-0.33352794900000005,-0.8089780310000001
oxyR__wt_glc__2,-0.5352483837,0.17142200500000002,-0.07992882,-0.39227363200000004,-0.6878140150000001
oxyR__wt_h2o2__1,-0.7930611553,0.266522085,-0.058308609000000004,-0.361841295,-0.770999387
oxyR__wt_h2o2__2,-1.3764365788,-0.144176315,0.511779267,-0.182218122,-0.5165665970000001
oxyR__glu_ale4__1,-1.5538222663,0.0008065450000000001,0.48734367500000003,-0.198099154,-0.49981868
oxyR__glu_ale4__2,-1.8315063291,0.37450283500000003,0.55045278,-0.33317734800000004,-1.053543247
oxyR__glu_ale4_h2o2__1,-1.7455388089000001,0.004576805000000001,0.42652437200000004,-0.320259817,-0.876172555
oxyR__glu_ale4_h2o2__2,-1.883858722,0.17472004500000002,0.41923975900000005,-0.594564721,-1.004410894
oxyR__oxyR_ale17__1,-2.0796850236,-0.43898012500000005,-0.47258526700000003,-1.044904058,-0.9421467330000001
oxyR__oxyR_ale17__2,-2.9172745908,-0.258680315,-0.319391246,-1.306451327,-1.093086918
oxyR__oxyR_ale17_h2o2__1,-2.0125602541,-0.327652545,-0.407849047,-0.7764279900000001,-0.979628476
oxyR__oxyR_ale17_h2o2__2,-1.5748408849,-0.21040127500000003,-0.36088363100000004,-0.8313491260000001,-0.589808277
oxyR__oxyR_ale18__1,-0.6137972931,0.434680975,-0.423750187,-0.686656367,-1.166562635
oxyR__oxyR_ale18__2,-0.5569427771000001,0.046877445000000004,-0.580132675,-0.627897188,-0.672576971
oxyR__oxyR_ale18_h2o2__1,-1.6962317021,-0.39178589500000005,-0.432093592,-1.099327293,-1.09189336
oxyR__oxyR_ale18_h2o2__2,-1.5804916482,-0.424803085,-0.32869141,-1.061329247,-1.139352826
oxyR__oxyR_ale19__1,-1.106095871,0.090496065,-0.75174328,-0.5646842320000001,-1.045196496
oxyR__oxyR_ale19__2,-1.1930172996,-0.24726028500000002,-0.8265227650000001,-0.551117815,-0.7250733540000001
oxyR__oxyR_ale19_h2o2__1,-0.30586979810000003,0.175095775,-1.194452202,-0.672482958,-0.735836771
oxyR__oxyR_ale19_h2o2__2,-0.7550549168,0.131165635,-0.979012392,-0.6106520550000001,-0.803938064
oxyR__oxyR_ale20__1,-3.3962607921,-0.668345395,-0.669338697,-1.6387177099999999,-1.402755684
oxyR__oxyR_ale20__2,-3.3796961100000003,-0.8102665250000001,-0.671754205,-1.66419519,-1.428067927
oxyR__oxyR_ale20_h2o2__1,-2.2324407374,-0.5497367550000001,-0.809541689,-1.285907972,-1.098697508
oxyR__oxyR_ale20_h2o2__2,-2.188007014,-0.430272735,-0.808753508,-1.30374052,-1.1274932340000001
svns_pgi__BmePgi24_15__1,-1.5303123749,0.09053522500000001,0.15738168700000002,-0.5522230490000001,-0.5360552860000001
svns_pgi__BmePgi24_15__2,-1.5455310983000001,0.093489585,0.158383399,-0.465293249,-0.536045576
svns_pgi__BmePgi24_26__1,-1.2560522299999999,0.254596355,0.019257945000000002,-0.38273847,-0.524884001
svns_pgi__BmePgi24_26__2,-1.5285479208,0.09294653500000001,0.151773498,-0.22991904200000002,-0.48640995000000004
svns_pgi__BmePgi24_41__1,-1.8791864495000001,0.164073995,1.017115486,0.13985545,-0.446965349
svns_pgi__BmePgi24_41__2,-0.41787150910000004,0.34804529500000003,0.043576312000000006,-0.35321191500000004,-0.467055863
svns_pgi__BmePgi24_52__1,-0.5760092084,0.22785252500000003,0.044739098000000005,-0.65436418,-0.494457847
svns_pgi__BmePgi24_52__2,-0.528263536,0.309724025,0.057732437000000005,-0.512426213,-0.541468839
svns_pgi__PaePgi2_34__1,-3.3173615971,-0.160764325,0.7317756190000001,-0.203319792,-0.355877681
svns_pgi__PaePgi2_34__2,-3.2612764268,-0.19748100500000002,0.699000876,-0.188660249,-0.371652078
svns_pgi__PaePgi2_63__1,-2.1108174765,-0.08145126500000001,0.7554666760000001,-0.39849138300000003,-0.330622578
svns_pgi__PaePgi2_63__2,-2.4401996637,-0.005582845,0.7990900860000001,-0.371527153,-0.390185284
svns_pgi__PaePgi24_54__1,-2.3037082576,-0.20977793500000003,0.852278316,-0.544282715,-0.8311115560000001
svns_pgi__PaePgi24_54__2,-2.4852451643,-0.340746355,0.908308306,-0.442246464,-0.8662979580000001
svns_pgi__PaePgi24_90__1,-2.4604317096,-0.237765675,1.097423036,-0.497580556,-0.770292729
svns_pgi__PaePgi24_90__2,-3.5583559858,-0.49534620500000004,1.1680522660000001,-0.258708353,-0.7893792930000001
abx_media__m9_ctrl__1,-1.5696438757,-0.21131453500000003,0.38832677600000004,-0.37417387500000004,-0.893828944
abx_media__m9_ctrl__2,-1.1650856259,0.24256479500000003,0.5281267030000001,-0.12623517,-0.8991160770000001
abx_media__rpmi_ctrl__1,-1.3067786199,0.091200495,1.148398166,-0.35661470300000003,-1.5575180670000002
abx_media__rpmi_ctrl__2,-0.8207880027000001,0.7884706850000001,0.960487886,-0.671837758,-1.58392193
abx_media__camhb_ctrl__1,-0.3899849368,0.759978035,-0.9133811220000001,-1.26582222,-1.179529736
abx_media__camhb_ctrl__2,-0.6658357031000001,0.8077143450000001,-0.9972484690000001,-1.24608274,-1.261389653
abx_media__m9_mero__1,-1.2793638387000001,-0.688165255,0.49373369300000003,-0.42951079600000003,-0.9119070650000001
abx_media__m9_mero__2,-0.9149530831,0.087379935,0.239644822,-0.7076635280000001,-1.133278434
abx_media__rpmi_mero__1,-0.5773807223,0.659015015,0.750131416,-1.369813513,-1.653565839
abx_media__rpmi_mero__2,-1.0095370764,0.638737255,1.117783896,-1.003024202,-1.832894068
abx_media__camhb_mero__1,-0.4717962497,0.972699755,-1.343260479,-2.024460382,-1.464487794
abx_media__camhb_mero__2,-0.5391486968,1.066132675,-1.375806483,-2.102466215,-1.4166246660000001
abx_media__m9_trisulf__1,-2.9598745029,0.277755165,0.42521249800000005,-1.1510036590000001,-0.46760251500000005
abx_media__m9_trisulf__2,-2.8283476608,0.386026085,0.202579652,-1.14110746,-0.569228457
abx_media__rpmi_trisulf__1,-0.0747041216,1.429443215,-0.996780494,-1.548819377,-0.7884398340000001
abx_media__rpmi_trisulf__2,-0.1739133408,1.426053695,-0.869100763,-1.640190636,-0.754359556
abx_media__camhb_trisulf__1,-0.04874332,1.3108517050000001,-0.76746688,-1.601520266,-0.686895557
abx_media__camhb_trisulf__2,-0.24061260180000002,1.301162595,-0.6975454830000001,-1.6466810230000002,-0.741423825
abx_media__m9_cef__1,-1.9585267015,0.551942625,0.322745916,-0.700302598,-0.60199696
abx_media__m9_cef__2,-2.3835747011,0.719661785,0.32773048800000004,-0.7375415590000001,-0.801525192
abx_media__rpmi_cef__1,-1.5343561886,1.061728075,-0.031158746,-2.298123142,-0.830792595
abx_media__rpmi_cef__2,-1.3539770116,1.106247445,-0.000146966,-2.291802374,-0.741680714
abx_media__camhb_cef__1,0.1397143689,1.3243623850000001,-0.82586124,-1.6032851030000002,-1.081759613
abx_media__camhb_cef__2,-0.0706734899,1.314356055,-0.816201806,-1.668433162,-1.061934583
abx_media__m9_cipro__1,-1.556329893,0.7008957450000001,0.259412766,-0.548736022,-0.775849203
abx_media__m9_cipro__2,-2.3410759308999998,0.614292975,0.25472500200000003,-0.448751805,-0.853964598
abx_media__rpmi_cipro__1,-1.469253738,1.405305765,-0.464657757,-2.438067425,-1.010053522
abx_media__rpmi_cipro__2,-1.6287661864,1.257356095,-0.20812524200000002,-1.949130647,-0.9865308030000001
abx_media__camhb_cipro__1,0.0233135776,1.347215495,-1.6314585560000001,-1.759419408,-0.659868235
abx_media__camhb_cipro__2,0.46414227680000003,1.310337455,-1.578264933,-1.832295124,-0.729364565
hot_tale__42c_ale3_30c__1,-0.4204557513,0.37221586500000003,-0.085024997,-0.16828395100000001,-0.31695025400000004
hot_tale__42c_ale3_30c__2,0.1563966437,0.307954375,-0.11169243100000001,-0.15808277,-0.340003802
hot_tale__42c_ale3_37c__1,-1.3068229643,-0.268700755,-0.12554602,-0.174052737,-0.375398277
hot_tale__42c_ale3_37c__2,-0.9954323932,-0.176651215,-0.12163840100000001,-0.300134351,-0.34373242200000004
hot_tale__42c_ale3_44c__1,-3.6606352219,-1.358508765,0.147011691,-0.35372308700000005,-0.629555328
hot_tale__42c_ale3_44c__2,-4.0605484091,-1.532302335,0.17322447,-0.41834804600000003,-0.7233255390000001
hot_tale__hot_ale3_mid_30c__1,-0.0879241447,-0.002831395,0.59222252,-0.41948003300000003,-0.41708877800000005
hot_tale__hot_ale3_mid_30c__2,0.10335767200000001,-0.159293915,0.504056843,-0.341984428,-0.416571966
hot_tale__hot_ale3_mid_37c__1,-1.3451421171,-0.279659105,0.22968818400000002,-0.625350668,-0.35677252800000003
hot_tale__hot_ale3_mid_37c__2,-2.0361024164,0.008627925,0.056962728000000004,-0.39104282500000004,-0.5292693580000001
hot_tale__hot_ale3_mid_44c__1,-3.0937123614,-0.609855445,0.39358909999999997,-0.6706296860000001,-1.1714352350000001
hot_tale__hot_ale3_mid_44c__2,-4.1715014121,-0.7688173450000001,0.6512664920000001,-0.37252681,-1.201384863
hot_tale__hot_ale3_30c__1,0.35035034730000003,-0.021915035000000003,0.508200498,-0.6673598620000001,-0.6191741980000001
hot_tale__hot_ale3_30c__2,-1.0945728896,0.030281375000000003,0.554538969,-0.56107188,-0.571577828
hot_tale__hot_ale3_37c__1,-1.5752056253,0.13155296500000002,0.131412035,-0.5495812760000001,-0.722721968
hot_tale__hot_ale3_37c__2,-1.6912158424000001,0.147864285,0.113307349,-0.518447031,-0.68571509
hot_tale__hot_ale3_44c__1,-4.3892224787,-0.7645507650000001,0.732414381,-0.535002082,-1.597203914
hot_tale__hot_ale3_44c__2,-2.8246270116,-0.265139485,0.397215451,-0.652296745,-1.099440647
hot_tale__hot_ale4_30c__1,-0.8292950363,0.227782655,0.047990289000000005,-0.00211112,-0.510796904
hot_tale__hot_ale4_30c__2,-1.0860609825,0.208855165,0.024226647,-0.07023604,-0.444346291
hot_tale__hot_ale4_37c__1,-2.4163874521,0.048350025000000005,-0.16735893200000002,0.06492154,-0.445443578
hot_tale__hot_ale4_37c__2,-2.6503788669,0.210926145,-0.046169952,-0.02175881,-0.33888177
hot_tale__hot_ale4_44c__1,-2.8352582861,-0.37262453500000003,0.000397934,-0.38030602100000005,-0.36460928
hot_tale__hot_ale4_44c__2,-2.6979409375000003,-0.5840032350000001,0.061681656,-0.335214181,-0.5246024060000001
hot_tale__hot_ale8_30c__1,1.3508547211,0.364676975,0.023464927,-0.235860745,-0.6861498490000001
hot_tale__hot_ale8_30c__2,0.2269695717,0.31351559500000004,0.08428102900000001,-0.23975657900000003,-0.6402435630000001
hot_tale__hot_ale8_37c__1,-0.6912587275000001,0.228278105,-0.240669923,-0.212132966,-0.5045901850000001
hot_tale__hot_ale8_37c__2,-1.2039559567,0.121380125,-0.24078269100000002,-0.168522109,-0.512467405
hot_tale__hot_ale8_44c__1,-1.9121231671,-0.426760635,0.11352845800000001,-0.394216273,-0.325212596
hot_tale__hot_ale8_44c__2,-1.7066966424,-0.42251470500000005,0.055647699999999994,-0.394200268,-0.332838362
hot_tale__hot_ale9_mid_30c__1,-1.4621796399,-0.055489125,0.423811033,0.10642766000000001,-0.6325393610000001
hot_tale__hot_ale9_mid_30c__2,-1.1158547845,0.22343875500000002,0.36192860400000004,0.04359902,-0.553225578
hot_tale__hot_ale9_30c__1,-1.5000316926,0.220786795,0.23718312100000002,0.0901718,-0.497033549
hot_tale__hot_ale9_30c__2,-1.0603945263,0.260434335,0.35780927900000004,0.012192699999999999,-0.42973484100000003
hot_tale__hot_ale9_mid_37c__1,-2.0295118454,0.09388631500000001,-0.065463742,-0.06652305,-0.5066094210000001
hot_tale__hot_ale9_mid_37c__2,-1.7592176222,-0.051543305000000005,0.0031101880000000003,0.08088179,-0.476166085
hot_tale__hot_ale9_37c__1,-2.0541398617,0.11262248500000001,0.024472946000000002,-0.211555822,-0.54083384
hot_tale__hot_ale9_37c__2,-2.1133099566,0.10284225500000001,0.055705313000000006,-0.14378286,-0.542365552
hot_tale__hot_ale9_mid_44c__1,-3.2411094484,-0.952508655,0.153475046,-0.112221,-0.446139218
hot_tale__hot_ale9_mid_44c__2,-3.8886583313000003,-1.011317645,0.383165937,-0.07825985,-0.6800252410000001
hot_tale__hot_ale9_44c__1,-2.8491289799,-0.46837781500000003,0.42902198,-0.513469999,-0.6060665230000001
hot_tale__hot_ale9_44c__2,-3.1165636029,-0.540732905,0.47947808100000006,-0.300721891,-0.6258130630000001
hot_tale__hot_ale10_30c__1,-0.7659544981,0.168101635,0.40552786700000004,-0.262335822,-0.5646101130000001
hot_tale__hot_ale10_30c__2,-0.9958185299000001,0.19261920500000002,0.36391003800000005,-0.181188323,-0.5686878670000001
hot_tale__hot_ale10_37c__1,-1.7017248295,0.033727655,-0.17456958,-0.470599193,-0.651898806
hot_tale__hot_ale10_37c__2,-1.6250130241,0.043022105000000005,-0.112775311,-0.415462349,-0.6178540090000001
hot_tale__hot_ale10_44c__1,-4.2958237925,-0.632735535,0.547628596,-0.11720648,-1.029492911
hot_tale__hot_ale10_44c__2,-3.8831215661,-0.929705675,0.138707938,-0.12861044,-0.68996751
hot_tale__hot_ale16_30c__1,-0.9110922023,0.156203635,0.123741612,-0.16001784,-0.683328931
hot_tale__hot_ale16_30c__2,-0.3139629355,0.192132525,0.148947619,-0.177432413,-0.47066650200000004
hot_tale__hot_ale16_37c__1,-2.1728833892,-0.193350925,-0.194823721,0.00842335,-0.720102758
hot_tale__hot_ale16_37c__2,-1.9030640920000002,-0.178308385,-0.207813609,0.032337,-0.757716979
hot_tale__hot_ale16_44c__1,-4.1353386524,-0.800076695,0.116287575,0.20115012000000002,-0.613270037
hot_tale__hot_ale16_44c__2,-4.7081750505,-1.2285315350000001,0.30610816900000004,0.31535444,-0.634533915
pdhr_ale__pdhR-13_51__1,-1.9447325756,-0.643764725,0.182452148,-0.709479029,-1.473940054
pdhr_ale__pdhR-13_51__2,-2.136152898,-0.593110185,0.05675017500000001,-0.746252334,-1.567203776
pdhr_ale__pdhR-14_46__1,-2.7530795618,-0.9535387150000001,0.9022052260000001,-0.35736464900000003,-1.124824807
pdhr_ale__pdhR-14_46__2,-1.6079893458,0.018295275,0.805511006,-0.325139716,-1.181267665
pdhr_ale__pdhR-15_51__1,-2.2293637403,-0.40842810500000004,-0.13942209900000002,-0.8787877550000001,-1.3757046910000001
pdhr_ale__pdhR-15_51__2,-2.1219529197,-0.667008515,-0.07192016500000001,-0.776943791,-1.376913207
pdhr_ale__pdhR-16_49__1,-2.2791729808,-0.47779678500000006,-0.052949313000000005,-0.5672769590000001,-1.441781878
pdhr_ale__pdhR-16_49__2,-2.8133334463,-0.765896205,0.362159938,-0.253608451,-1.43565696
tcs__del_atoC_LiAcet__1,-4.3206581921,-0.293206375,-0.189834376,-1.085638746,-1.529352188
tcs__del_atoC_LiAcet__2,-4.934953785,-0.037380815000000005,0.008173476,-0.9434681690000001,-1.4608699120000002
tcs__del_atoC_LiCl__1,-4.6268570841,-0.21217796500000002,0.169654342,-0.609602667,-1.573940725
tcs__del_atoC_LiCl__2,-4.2346504568,-0.041802135000000004,0.06729879400000001,-0.529421017,-1.587397541
tcs__del_atoC_m9__1,-4.5000573616,-0.5302759850000001,0.15616148500000002,-0.6191831910000001,-1.610960337
tcs__del_atoC_m9__2,-4.3796504456,-0.493259255,0.239198092,-0.594161012,-1.537168137
tcs__del_baeR_etoh__1,-7.0939191787,-4.935721586,0.8641572160000001,-1.380503462,-0.7947728310000001
tcs__del_baeR_etoh__2,-6.9642462576,-4.729465517,0.973083856,-1.271108159,-0.711595816
tcs__del_baeR_lb__1,-4.815090155,-2.850556241,1.333750346,0.1935961,-1.959879614
tcs__del_baeR_lb__2,-4.6549484058,-2.830221892,1.312309306,0.22101684,-1.992148699
tcs__del_btsR_01xlb__1,-3.4677886326,-1.268415565,1.8951162460000002,0.31789951,-0.9138769640000001
tcs__del_btsR_01xlb__2,-3.6273298068,-1.293167865,1.911921266,0.28933159999999997,-0.8770422170000001
tcs__del_btsR_lb__1,-3.5886141405,-1.609494405,1.350056986,0.08273724,-1.8100021380000002
tcs__del_btsR_lb__2,-3.6632598597,-1.635395655,1.376970496,-0.02615744,-1.911786533
tcs__del_btsR_pyruvate__1,-3.8641838603,-1.037469315,1.913679546,0.47339103,-0.7551962090000001
tcs__del_btsR_pyruvate__2,-3.620799518,-1.059550895,1.8060344860000002,0.35575328,-0.8057040050000001
tcs__del_cpxR_etoh__1,-4.1927742126,-3.9963549720000002,1.558450116,-1.134445679,-1.272700713
tcs__del_cpxR_etoh__2,-4.5049358691,-4.090174532,1.512987446,-1.093208492,-1.285143709
tcs__del_cpxR_lb__1,-3.0184855735,-2.751589289,1.187646956,0.12186806,-1.767592873
tcs__del_cpxR_lb__2,-2.8386358024,-2.558367895,1.183673156,0.28233142,-1.663140319
tcs__del_cusR_CuSO4__1,-2.5984047216,-0.9023089950000001,1.134926456,0.44386309,-1.092642111
tcs__del_cusR_CuSO4__2,-2.0886079691,-1.053230785,1.171369256,0.45079604,-1.03221939
tcs__del_cusR_lb__1,-1.3317250337,-0.46070927500000003,1.277705766,0.17237744,-1.824259277
tcs__del_cusR_lb__2,-2.0612823154,-0.566791405,1.193604036,0.21500515,-1.824737212
tcs__del_kdpE_01-kcl__1,-2.3127951525,-1.175591855,1.209686186,-0.03005871,-0.49775268800000005
tcs__del_kdpE_01-kcl__2,-2.131575938,-1.028605175,1.219010516,0.05563396,-0.48845080900000004
tcs__del_kdpE_115-kcl__1,-3.3264049658,-0.9753632550000001,0.749578626,-0.716851232,-0.629519641
tcs__del_kdpE_115-kcl__2,-3.5485431812,-1.049938185,0.8959164460000001,-0.687600094,-0.510347726
tcs__del_phoB_m9__1,-3.0707960602,0.087407525,0.43540830300000005,-0.451714021,-1.330013863
tcs__del_phoB_m9__2,-3.0684650454,0.086719745,0.336615744,-0.42877673600000005,-1.340629176
tcs__del_phoB_m9p__1,-10.1908137058,-1.086106165,0.9587748460000001,0.23896446000000002,-2.154292839
tcs__del_phoB_m9p__2,-10.3547907085,-1.122978115,0.888778866,0.23599088000000001,-2.186921256
tcs__del_rcsB_etoh__1,-8.3607893548,-5.406897661,1.239469466,-1.552816589,-0.363607589
tcs__del_rcsB_etoh__2,-8.8817902007,-5.578235639,1.286611286,-1.596668256,-0.26936122900000004
tcs__del_rcsB_lb__1,-3.2507283369,-1.575201195,0.593363677,-0.332014757,-1.5861596310000001
tcs__del_rcsB_lb__2,-2.9287606168,-1.517394415,0.6304361510000001,-0.314201151,-1.554112041
tcs__del_zraR_lb__1,0.7930608846,0.000239425,0.805178606,0.69529098,-0.982470728
tcs__del_zraR_lb__2,0.9677975193,0.046082615,0.7645057460000001,0.72534813,-0.9951957260000001
tcs__del_zraR_zncl2__1,-2.4221256871,-0.305217605,1.309449926,0.2812091,-1.358499992
tcs__del_zraR_zncl2__2,-2.1112824722,-0.31990139500000003,1.256571656,0.34726337,-1.388633639
tcs__wt_01-kcl__1,-4.0792831431,-1.829786585,0.8213794360000001,-0.05473591,-0.989835321
tcs__wt_01-kcl__2,-4.3499079539,-1.909965776,0.7716407660000001,-0.14008358,-1.046526627
tcs__wt_01xlb__1,-4.4401087965,-1.576995085,1.765406416,0.35746396,-0.627626621
tcs__wt_01xlb__2,-4.0120025781,-1.450161975,1.713364286,0.35514249999999997,-0.594704153
tcs__wt_115-kcl__1,-2.5276473326,-0.7749406350000001,0.7587941960000001,-0.7471762230000001,-0.6038745640000001
tcs__wt_115-kcl__2,-2.5165363329,-0.801993555,0.817858076,-0.744706312,-0.619591071
tcs__wt_CuSO4__1,0.270446589,-0.18658432500000002,0.7807056960000001,0.66649344,-0.9148683420000001
tcs__wt_CuSO4__2,0.0379989071,-0.257569305,0.796525916,0.69846019,-0.9852227830000001
tcs__wt_etoh__1,-5.9847988777,-3.554349191,1.3944261660000001,-1.010065924,-0.49219957300000006
tcs__wt_etoh__2,-5.7572008269,-3.563745428,1.321416506,-1.055879769,-0.5109897880000001
tcs__wt_lb__1,-4.072966894,-2.104103367,1.515113286,-0.06022805,-1.3424401160000001
tcs__wt_lb__2,-4.347487114,-2.089815994,1.607825306,-0.08170624,-1.381257632
tcs__wt_LiAcet__1,-3.4084197381,0.033865235,-0.088775881,-0.8158870680000001,-1.647171522
tcs__wt_LiAcet__2,-3.8033629181,-0.165230555,-0.169818773,-0.8379963380000001,-1.672436319
tcs__wt_LiCl__1,-3.661466817,-0.292108125,0.22573171900000003,-0.5843190260000001,-1.592588379
tcs__wt_LiCl__2,-3.9546923662999998,-0.31113686500000004,0.15109339300000002,-0.638837149,-1.618416323
tcs__wt_m9p__1,-9.3449442545,-1.403792475,0.9089738660000001,0.02051269,-1.822635071
tcs__wt_m9p__2,-9.2449413102,-1.372465965,0.9448164760000001,-0.01737706,-1.744095974
tcs__wt_pyr__1,-4.4930588545,-1.6799267850000001,1.9375935260000001,0.5719796500000001,-0.5684677490000001
tcs__wt_pyr__2,-4.7699020591,-1.827255105,1.987175686,0.5709051900000001,-0.546228793
tcs__wt_zncl2__1,-1.7363593442,0.085147395,0.7711966060000001,0.40358206,-1.034137505
tcs__wt_zncl2__2,-1.6201379254,0.078175715,0.6683309540000001,0.43617118,-1.030251514
ros_tale__1_112_0pq__1,0.0022887278000000002,0.038623715,0.066647027,-0.9322632240000001,-0.004000038
ros_tale__1_112_0pq__2,-0.1958233292,0.233562275,-0.139444285,-0.9846712980000001,-0.298286875
ros_tale__1_112_250pq__1,-3.5439634754,-0.157044015,0.7034926290000001,-0.8770745430000001,-0.390843082
ros_tale__1_112_250pq__2,-2.0112925,-0.104562315,0.510520804,-1.044136749,-0.357732802
ros_tale__1_112_750pq__1,-2.6708042602,-0.409732185,0.5737665230000001,-0.843805648,-0.113309328
ros_tale__1_112_750pq__2,-2.4033389724,-0.5801555150000001,0.650774197,-1.1318830690000001,-0.344769418
