,A,NsrR
starve_series__t28_growth2__2,-0.30972400850000004,-0.0099108079
time_course__lb_4hr__1,-0.3329148557,-0.0216068495
time_course__lb_4hr__2,0.1582387928,-0.0944852768
time_course__lb_4hr__3,0.1746760629,0.1160921262
time_course__lb_8hr__1,-3.4302620463,-0.9506492483000001
time_course__lb_8hr__2,-3.3968836978,-0.9718277748
time_course__lb_8hr__3,-3.4801801135,-0.9911643794
time_course__lb_24hr__1,3.3953911741000002,-0.4387073159
time_course__lb_24hr__2,5.4689066796,-0.6735330963
time_course__lb_24hr__3,4.6622116138,-0.2686128573
time_course__lb_72hr__1,2.1505595685,-0.45159486470000004
time_course__lb_72hr__2,3.341086289,-0.6169601496
time_course__lb_72hr__3,3.5440628995,-0.6107690106
time_course__lb_144hr__1,-4.7688613814,-0.4510280794
time_course__lb_144hr__2,-4.4909109008,-0.5939828134
time_course__lb_144hr__3,-4.3873404504,-0.8216673093
time_course__lb_192hr__1,-2.9434521952,-0.8949142634
time_course__lb_192hr__2,-3.9463841264,-0.9306204728
time_course__lb_192hr__3,-2.7099880989000003,-0.7526519968000001
triclosan__wt__1,-0.46954675970000004,0.1870961851
triclosan__wt__2,-0.2529787077,-0.4477379695
triclosan__wt__3,0.7225254675,0.2606417844
triclosan__evo_amx_tcs__1,0.9676452031,-0.2094062988
triclosan__evo_amx_tcs__2,2.922941491,-1.6242045054
triclosan__evo_amx_tcs__3,-0.4519697803,-0.5199653649
triclosan__evo_chl_tcs__1,1.9422945691,0.24350039750000002
triclosan__evo_chl_tcs__2,1.7643759574,-0.5773366721000001
triclosan__evo_chl_tcs__3,1.6888906862000002,-1.1671866508
triclosan__evo_tet_tcs__1,3.3104181376,-0.7048976114000001
triclosan__evo_tet_tcs__2,2.3746050888,-0.8731000793
truHMM__48C_15m__1,-0.5537528512000001,-0.211757313
truHMM__48C_15m__2,-1.2996332205,-0.1444119247
truHMM__48C_15m__3,-0.7911489181,-0.3003702048
truHMM__48C_30m__1,2.3581497898,-0.7553775457
truHMM__48C_30m__2,2.364982447,-0.7552130827
truHMM__48C_60m__1,2.661220232,-0.6062774939000001
truHMM__48C_60m__2,2.7061683186,-0.5987273182
truHMM__phos_0h__1,0.30826012880000003,0.0016309412
truHMM__phos_0h__2,-0.30826012880000003,-0.0016309412
truHMM__phos_2h__1,2.739268372,0.19511288200000002
truHMM__phos_2h__2,2.4158087892,0.1695359927
truHMM__phos_4h__1,-1.2735078841,0.6045165116
truHMM__phos_4h__2,-1.0451444827,0.7271309245
truHMM__phos_4h__3,-2.2317467614,-0.46677134270000004
control__wt_glc__1,0.2324284365,0.020173297
control__wt_glc__2,-0.2324284365,-0.020173297
fur__wt_dpd__1,8.7959767301,0.021329234000000002
fur__wt_dpd__2,9.6038335001,-0.09268174200000001
fur__wt_fe__1,1.2468110175,-0.16230739300000002
fur__wt_fe__2,0.9274615673000001,0.133872327
fur__delfur_dpd__1,5.6089609597,0.13012690300000002
fur__delfur_dpd__2,4.8461233408,0.014325489
fur__delfur_fe2__1,1.5663753369,0.056326931000000004
fur__delfur_fe2__2,1.8215121754,0.104587068
acid__wt_ph5__1,1.104306582,0.067137895
acid__wt_ph5__2,0.8731940146,0.180477998
acid__delgadx_ph5__1,1.0364087106,-0.14339964400000002
acid__delgadw_ph5__1,1.7382724563,0.313253426
acid__delgadw_ph5__2,1.2358411369,0.062197392000000004
acid__delgade_ph5__1,1.1173274382,0.08034081
acid__delgade_ph5__2,1.2058244316,0.289266735
oxidative__wt_pq__1,3.7537232438,1.94248497
oxidative__wt_pq__2,3.4155611266,0.775742355
oxidative__deloxyr_pq__1,2.3523033739,1.352115944
oxidative__deloxyr_pq__2,2.3951288144,1.027233735
oxidative__delsoxr_pq__1,2.9028791043,0.35141787300000005
oxidative__delsoxr_pq__2,3.260342897,0.5156249030000001
oxidative__delsoxs_pq__1,4.261815179,0.9125774830000001
oxidative__delsoxs_pq__2,4.122350835,0.89722094
nac_ntrc__wt_csn__1,0.6678432963,0.46911484000000003
nac_ntrc__wt_csn__2,1.1539368347,0.47314755000000003
nac_ntrc__wt_cytd__1,1.016811317,-0.282956817
nac_ntrc__wt_cytd__2,1.3430424104,-0.10220717900000001
nac_ntrc__wt_gln__1,1.5237610486,0.27314687
nac_ntrc__wt_gln__2,1.7933110136,0.13873977
nac_ntrc__bw_delnac_csn__1,2.0348359055,0.9049030650000001
nac_ntrc__bw_delnac_csn__2,1.3812232217,0.8081028410000001
nac_ntrc__bw_delnac_cytd__1,1.2819461879,0.598621205
nac_ntrc__bw_delnac_cytd__2,1.046530856,0.8011400350000001
nac_ntrc__bw_delnac_gln__1,1.2486131095,0.820466561
nac_ntrc__bw_delnac_gln__2,0.3205593905,0.47354252900000005
nac_ntrc__bw_delnac_nh4__1,-0.4978396648,-0.06351694100000001
nac_ntrc__bw_delnac_nh4__2,0.2901490677,0.10809149500000001
misc__wt_no_te__1,0.9358887422000001,0.5150649900000001
misc__wt_no_te__2,0.7538510746,0.14068449100000002
misc__bw_delcbl__1,1.0730948872,0.55209571
misc__bw_delcbl__2,0.5230979315000001,0.5220822150000001
misc__bw_delfabr__1,1.2427057776,0.012872896
misc__bw_delfabr__2,1.3472247301,0.18995863000000002
misc__bw_delfadr__1,0.4748689448,0.349043107
misc__bw_delfadr__2,0.6825440187,0.74366254
misc__nitr_031__1,0.5287145205,0.79582887
omics__wt_glu__1,0.8460505368000001,-0.37410638900000004
omics__wt_glu__2,-0.0067796160000000005,-0.5305232790000001
omics__wt_gly__1,0.2808851893,-0.5405871990000001
omics__wt_gly__2,0.023993686,-0.7345762330000001
omics__wt_thr__1,2.3650861843,-0.897082636
omics__wt_thr__2,1.5111599969,-0.639940578
omics__bw_ac__1,0.7116785164,0.5708816010000001
omics__bw_ac__2,1.3350328059,0.6523841450000001
omics__bw_fum__1,1.5405909775,0.050789862000000005
omics__bw_fum__2,2.0404473468,0.41931401300000004
omics__bw_glc__1,1.0933986048,0.367309645
omics__bw_glc__2,1.2538127239,0.44822874900000004
omics__bw_pyr__1,1.8725520977,1.105332901
omics__bw_pyr__2,2.1738726697,1.07491648
ompr__wt_nacl__1,0.9362520906,0.281356205
ompr__wt_nacl__2,-0.1717343086,0.283185878
ompr__bw_delompr_nacl__1,-0.062276299900000005,0.581986051
ompr__bw_delompr_nacl__2,-0.3905257205,0.31094883900000003
minspan__wt_ade__1,-0.5417394321,0.9553744260000001
minspan__wt_glc__1,0.4960014532,0.573144505
minspan__wt_glc__2,-0.1319545276,0.490582703
minspan__wt_glc__3,0.5709020561,0.636541926
minspan__wt_glc_anaero__1,1.1342249832,0.571206257
minspan__wt_glc_anaero__2,2.720887091,1.229218782
minspan__wt_trp__1,1.3031652689,1.240223179
minspan__bw_delcra_glc__1,0.47977150960000003,1.136693301
minspan__bw_delcra_trp__1,1.4741748272000001,1.508709214
minspan__bw_delmntr__1,1.7827498194,1.012157494
minspan__bw_delnac_ade__1,-1.4428115863,1.711011552
minspan__bw_delnac_glc__1,-0.2781422188,0.6794163440000001
cra_crp__wt_ac__1,0.132295199,-0.44993362800000003
cra_crp__wt_ac__2,0.6441513017,-0.730063984
cra_crp__wt_fru__1,0.19276430860000002,-0.131796416
cra_crp__wt_fru__2,0.1385549003,-0.42652408300000005
cra_crp__delcra_ac__1,0.3102709086,0.04454824
cra_crp__delcra_ac__2,0.7987448609000001,0.362808789
cra_crp__delcra_fru__1,0.3300106708,0.238047434
cra_crp__delcra_fru__2,0.2695015582,0.19114756800000002
cra_crp__delcra_glc__1,0.3952192819,0.0035918480000000003
cra_crp__delcra_glc__2,0.2755455325,-0.072678668
rpoB__wt_031__1,0.9014646047,0.283735575
rpoB__wt_044__1,-0.1967766455,0.148529138
rpoB__wt_lb__1,3.009075989,-0.24054387700000002
rpoB__wt_lb__2,2.5264439942,-0.18441849500000002
rpoB__rpoBE546V_031__1,0.6312403594,0.376919339
rpoB__rpoBE546V_044__1,0.4094677418,-0.190925167
rpoB__rpoBE546V_lb__1,2.3103627545,0.406909729
rpoB__rpoBE546V_lb__2,1.5625762330000001,0.09353382
rpoB__rpoBE546V_glc__1,0.050027473600000004,0.519704221
rpoB__rpoBE672K_glc__1,-0.7858689505,0.6174610140000001
rpoB__rpoBE672K_glc__2,-0.1380444093,0.7298292460000001
rpoB__rpoBE672K_lb__1,2.6752412286,-0.02570023
rpoB__rpoBE672K_lb__2,1.7974498519000002,0.243677882
crp__wt_fru__1,0.8846363412,0.61946109
crp__wt_glyc__1,1.2548659393000001,0.137116237
crp__wt_glyc__2,0.8413142098,0.30496300800000004
crp__delar1_glyc__1,2.7629547834,1.509348213
crp__delar1_glyc__2,3.1585311748000002,1.704118862
crp__delar1ar2_glyc__1,0.5039835313000001,0.7504187840000001
crp__delar1ar2_glyc__2,0.215298657,0.68751336
crp__delar1ar2_glyc__3,0.3090336541,0.648819624
crp__delar2_glyc__1,2.4324009728,0.781720563
crp__delar2_glyc__2,2.6042380742,0.58608858
crp__delar2_glyc__3,2.6153473572,0.611267863
crp__delcrp_fru__1,0.6145672426000001,0.9577972990000001
crp__delcrp_fru__2,0.9430090183000001,0.899609019
crp__delcrp_fru__3,0.4059168195,1.157776128
crp__delcrp_glc__1,0.3973806836,0.746629363
crp__delcrp_glc__2,0.6134728853,0.7202495160000001
crp__delcrp_glc__3,0.8119979288,1.060534864
crp__delcrp_glyc__1,2.0731830367,0.704616101
crp__delcrp_glyc__2,3.0027425892,1.035891324
crp__delcrp_glyc__3,3.3208008296,0.936870708
glu__glu_ale3__1,5.8706368302000005,1.03058246
glu__glu_ale4__1,2.6111134442,-0.370654898
glu__glu_ale5__1,1.6909563295,-0.29044590800000003
glu__glu_ale6__1,2.0798513805,-0.742739204
glu__glu_ale8__1,5.4150897652,1.461755914
glu__glu_ale9__1,4.5944206714,0.565902303
glu__glu_ale10__1,4.645462372,0.9057959550000001
42c__wt_42c__1,0.9769690607,0.23788202800000002
42c__42c_ale1__1,1.7726761906,0.58025079
42c__42c_ale2__1,1.9692209264,0.8425240340000001
42c__42c_ale3__1,2.0920892461,0.6109513630000001
42c__42c_ale4__1,4.0637334331,1.6439763649999999
42c__42c_ale5__1,1.1030849902,0.48512052600000005
42c__42c_ale6__1,1.2719360014,1.420329502
42c__42c_ale8__1,3.9534629482,1.526764446
42c__42c_ale9__1,0.7147874069,0.395020185
42c__42c_ale10__1,4.0379592229,1.258907849
ssw__wt_ac__1,0.23253000710000002,0.7145953570000001
ssw__wt_glc__1,-0.29391689930000003,-0.191093015
ssw__wt_glyc__1,1.105601028,1.329528588
ssw__wt_xyl__1,1.7521801,1.6739716119999999
ssw__glc_ale1__1,1.2597468281,1.616711031
ssw__glc_ale2__1,2.1743171515,1.765400675
ssw__glc_ale3__1,0.6046192266,2.109269137
ssw__glyc_ale1__1,1.3489651035,1.334232926
ssw__glyc_ale2__1,0.255977189,2.155066257
ssw__xyl_ale1__1,2.6775906169,1.803736969
ssw__xyl_ale2__1,1.5828543338,1.862583485
ssw__xyl_ale3__1,2.1019596215,1.494426113
ssw__glc_ac_ac2__1,1.6914384786999999,1.656863021
ssw__glc_ac_glc1__1,2.6930915324,2.066028364
ssw__glc_glyc_glc__1,3.4914011647,1.770613085
ssw__glc_glyc_glyc__1,2.2053296097,1.426342987
ssw__glc_xyl_glc__1,2.1851659162,1.224181075
ssw__glc_xyl_xyl__1,-0.2176981077,0.849997175
ica__wt_glc__1,1.024745631,0.10688059999999999
ica__wt_glc__2,0.9985368569,-0.050127576
ica__wt_glc__3,1.3478761692,0.6229227620000001
ica__wt_glc__4,1.6351534104,0.8642868840000001
ica__arg_sbt__1,1.0720300212,-0.279461236
ica__arg_sbt__2,0.3868459892,0.049809
ica__cytd_rib__1,1.9005721711999999,0.6155827030000001
ica__cytd_rib__2,2.3258672057,0.595694165
ica__gth__1,1.7942458812000002,0.934750571
ica__gth__2,1.9929631863,0.8873943030000001
ica__leu_glcr__1,0.39199577420000004,-0.214215429
ica__leu_glcr__2,0.4775997247,0.036752253000000006
ica__met_glc__1,1.023173743,-0.468856521
ica__met_glc__2,1.1660680861000001,-0.10088342800000001
ica__no3_anaero__1,14.6599211409,0.642585794
ica__no3_anaero__2,13.5579199291,1.017106255
ica__phe_acgam__1,1.4565566319,-0.245326185
ica__phe_acgam__2,1.5760929238,-0.0013815140000000001
ica__thm_gal__1,0.9658787137,0.616521789
ica__thm_gal__2,1.1941303059,0.693664181
ica__tyr_glcn__1,2.4346024214,-0.09354770300000001
ica__tyr_glcn__2,2.3720064754,-0.036678569
ica__ura_pyr__1,0.7920477217,0.631704826
ica__ura_pyr__2,0.6187255522,0.8128784010000001
ica__wt_glc__5,1.2807834424,0.365455748
ica__wt_glc__6,1.8415914457,0.30462031700000003
ica__bw_delpurR_cytd__1,0.6273960319,0.637337137
ica__bw_delpurR_cytd__2,1.1913375924,0.48519512600000003
ica__ade_glc__1,1.3865230642,0.6671293580000001
ica__ade_glc__2,0.0047618107,0.150063036
ytf__wt_glc__1,1.0614136124,1.375020346
ytf__wt_glc__2,1.2622727551000001,1.5943903060000002
ytf__delyafC__1,1.9623774220999999,1.287007022
ytf__delyafC__2,1.9301313338,1.57497783
ytf__delyeiE__1,0.30249034750000003,0.881222201
ytf__delyeiE__2,-0.0445088868,0.9321288590000001
ytf__delyiaJ__1,1.2177294951,1.38238643
ytf__delyiaJ__2,1.3279252394,1.48999328
ytf__delyieP__1,1.6209475399,1.0752321
ytf__delyieP__2,1.9104686177999999,1.22071496
ytf__wt_ph5__1,0.1723619657,0.45224404900000004
ytf__wt_ph5__2,0.9253169782,0.562443949
ytf__wt_ph8__1,0.3991501152,0.767532875
ytf__wt_ph8__2,0.0328461528,0.365316146
ytf__delybaO__1,1.999591514,1.031927709
ytf__delybaO__2,1.8317835042000001,1.273783718
ytf__delybaQ__1,0.0713738272,0.489803678
ytf__delybaQ__2,0.31029433100000003,0.5922798890000001
ytf__delybiH__1,1.9074453143999999,1.426113889
ytf__delybiH__2,2.3710118952,1.936019291
ytf__delydcI_ph5__1,0.7042851708,0.36276315800000003
ytf__delydcI_ph5__2,0.8067908057000001,0.42325857400000005
ytf__delydcI_ph8__1,0.5394119820000001,0.7392154870000001
ytf__delydcI_ph8__2,0.9979386362,0.422275304
ytf__delyddM__1,0.8969445153000001,1.076306375
ytf__delyddM__2,0.6032334588,1.202505729
ytf__delyheO__1,1.9841227722,1.101974871
ytf__delyheO__2,2.2439810344,1.245134886
fps__bw_glc__1,-0.2354041419,0.383742878
fps__bw_glc__2,0.1641405882,0.6239512420000001
fps__fps_thrA_ale1__1,0.1949795923,0.948231845
fps__fps_thrA_ale1__2,0.48544253400000004,0.753247207
fps__fps_thrA_ale2__1,0.46814023600000004,0.6558649520000001
fps__fps_thrA_ale2__2,0.4090621334,0.851054626
fps__fps_serB_ale1__1,-0.0621954053,0.770431339
fps__fps_serB_ale1__2,0.21920798430000002,0.7678160780000001
fps__fps_serB_ale4__1,-0.3942920904,1.3827214890000001
fps__fps_serB_ale4__2,-0.6451693968000001,1.227636981
fps__fps_ptsI_ale1__1,1.335982847,0.8525659600000001
fps__fps_ptsI_ale1__2,0.7606325972,0.47796396700000005
fps__fps_ptsI_ale3__1,1.2247537647,0.4569358
fps__fps_ptsI_ale3__2,0.8949934025,0.36197491200000004
pal__lyx_ale2_f6__1,-0.0652613742,0.97378712
pal__lyx_ale2__1,1.6781096235000001,0.9541000460000001
pal__lyx_ale2__2,1.4480840751000001,1.077946144
pal__lyx_ale4__1,0.9393946425,0.131049891
pal__lyx_ale4__2,0.7733735829,0.522995713
pal__5drib_ale10_f18__1,2.3503043496,1.020777141
pal__5drib_ale10_f18__2,2.6691777662,0.9885125250000001
pal__5drib_ale10__1,1.7821883698,0.810592379
pal__arab_ale14_f9__1,1.0303507976,0.9903396950000001
pal__arab_ale14_f9__2,0.49321409190000004,0.981049661
pal__arab_ale14__1,1.6523508252,0.658877441
pal__arab_ale14__2,0.3813855632,0.6791661210000001
pal__arab_ale16__1,1.158723916,0.834435688
pal__arab_ale16__2,1.6709686093,1.157040631
pal__tartr_ale26_f10__1,0.5085806057,0.7292089580000001
pal__tartr_ale26_f10__2,1.0640254468,1.232161977
pal__tartr_ale26__1,-0.3563389234,0.36645848000000003
pal__tartr_ale26__2,0.20622549850000002,0.516112382
pal__tartr_ale28_f10__1,1.1130527061,0.57765953
pal__tartr_ale28_f10__2,1.2172868916,1.026604266
pal__tartr_ale28__1,0.8932445316000001,0.8247927740000001
pal__tartr_ale28__2,1.4620747871,1.045127482
efeU__delmenFentC_citr__1,1.7117405328,0.925468645
efeU__delmenFentC_citr__2,1.9619956627000001,0.9538688670000001
efeU__delmenFentC__1,2.0232097289,0.6780740710000001
efeU__delmenFentC__2,2.2165846744,0.892742997
efeU__menFentC_ale39__1,3.0185102265,0.831253101
efeU__menFentC_ale39__2,3.2275941141,0.718026096
efeU__menFentC_ale29__1,3.5332787645,1.189449183
efeU__menFentC_ale29__2,3.5994590597,1.393560715
efeU__menFentC_ale30__1,1.7828005935,0.43229087
efeU__menFentC_ale30__2,1.7351047735,0.10220808
efeU__menFentCubiC_ale36__1,0.12001734260000001,0.12539019
efeU__menFentCubiC_ale36__2,0.6802052937,0.544451651
efeU__menFentCubiC_ale37__1,-0.0237337166,0.949091039
efeU__menFentCubiC_ale37__2,-0.3166080512,0.6864461860000001
efeU__menFentCubiC_ale38__1,1.5166839254,0.694884685
efeU__menFentCubiC_ale38__2,1.8451210887,0.515929178
misc2__salc_glc__1,0.257494055,1.022317734
misc2__salc_glc__2,-0.2308569955,1.065135006
misc2__dbcn_glc__1,1.4766084559000001,0.458567973
misc2__dbcn_glc__2,1.2083853174,0.472411992
misc2__tyr_glc__1,3.3297279896,0.531847983
misc2__tyr_glc__2,3.3443560566,0.500970632
misc2__arg_cytd__1,1.9262587286000001,0.26820399300000003
misc2__arg_cytd__2,1.4109063633,0.184690757
misc2__delyheO_pyr__1,1.5389376207,0.189564944
misc2__delyheO_pyr__2,0.7363312503,0.37835849400000005
nquinone__delubiC__1,0.6186730753,0.709650544
nquinone__delubiC__2,1.3012158624999999,0.611358457
nquinone__ubiC_ale1__1,-0.0086482392,0.607924411
nquinone__ubiC_ale1__2,-0.0039808911,0.781731653
nquinone__ubiC_ale2__1,0.3990248061,1.092006887
nquinone__ubiC_ale2__2,0.535647497,0.8122065180000001
nquinone__ubiC_ale3__1,1.8853038942,0.803293765
nquinone__ubiC_ale3__2,2.0820449431,0.5358112730000001
nquinone__ubiC_ale4__1,0.48578107730000003,0.624955346
nquinone__ubiC_ale4__2,0.2050856033,0.923784782
nquinone__delpdhR__1,1.047639861,0.28280844
nquinone__delpdhR__2,0.8998244035,0.6269040290000001
quinone__glu_ale4__1,1.7947877528,0.756326803
quinone__glu_ale4__2,2.4683954935,1.057514571
quinone__delmenF__1,0.7755574976,0.400688717
quinone__delmenF__2,1.0766908253,0.7107427550000001
quinone__menF_ale5__1,2.7094175659,1.249882412
quinone__menF_ale5__2,2.4969732776,1.297941029
quinone__menF_ale6__1,2.7091343978999998,1.1660236880000001
quinone__menF_ale6__2,2.5212370995,1.098273364
quinone__menF_ale7__1,1.9705189254,0.903624116
quinone__menF_ale7__2,1.9738705034000001,1.079680733
quinone__menF_ale8__1,2.4322052429,1.444784618
quinone__menF_ale8__2,2.7709703127000003,1.1949712749999999
quinone__delmenFubiC__1,0.9545055762,0.42883041
quinone__delmenFubiC__2,0.9296233102,0.255626815
quinone__menFubiC_ale1__1,1.0729026412,0.6318579550000001
quinone__menFubiC_ale1__2,0.6460598922,0.581330753
quinone__menFubiC_ale2__1,0.6900282042,0.708557157
quinone__menFubiC_ale2__2,0.5850845064,0.571641317
quinone__menFubiC_ale3__1,0.5212360862000001,0.114873733
quinone__menFubiC_ale3__2,0.7134263413,0.144851844
quinone__menFubiC_ale4__1,2.5551469577,1.2989273749999999
quinone__menFubiC_ale4__2,1.7675109928000001,1.460121864
oxyR__wt_glc__1,1.7728762282,1.069816933
oxyR__wt_glc__2,1.6970896078000002,1.1093584
oxyR__wt_h2o2__1,1.6058935602000002,0.9672556
oxyR__wt_h2o2__2,1.8018400509,1.338796387
oxyR__glu_ale4__1,1.8742804299,1.6650979110000002
oxyR__glu_ale4__2,1.9407960051000002,1.532888798
oxyR__glu_ale4_h2o2__1,2.3429656921,1.6501038010000002
oxyR__glu_ale4_h2o2__2,2.8853823055000003,1.585783006
oxyR__oxyR_ale17__1,2.2898310966,1.389217607
oxyR__oxyR_ale17__2,2.7145560047,0.8921685490000001
oxyR__oxyR_ale17_h2o2__1,2.8312627893,1.497127908
oxyR__oxyR_ale17_h2o2__2,1.8221547827,1.250463522
oxyR__oxyR_ale18__1,2.2930307895,0.6331102080000001
oxyR__oxyR_ale18__2,2.0942119124,0.983709052
oxyR__oxyR_ale18_h2o2__1,3.2450770402,1.269005632
oxyR__oxyR_ale18_h2o2__2,3.5092231173,1.095039451
oxyR__oxyR_ale19__1,2.0629235294,1.037460322
oxyR__oxyR_ale19__2,2.6612670114,1.189093993
oxyR__oxyR_ale19_h2o2__1,1.9004408905,0.951650196
oxyR__oxyR_ale19_h2o2__2,1.8469446038,0.933098839
oxyR__oxyR_ale20__1,2.6699524164,1.003372041
oxyR__oxyR_ale20__2,2.8211303357,0.9364004770000001
oxyR__oxyR_ale20_h2o2__1,2.6236053435,1.115316647
oxyR__oxyR_ale20_h2o2__2,2.9152502715,1.188677149
svns_pgi__BmePgi24_15__1,0.8972563201,1.375701736
svns_pgi__BmePgi24_15__2,0.9097908118,1.3287775609999999
svns_pgi__BmePgi24_26__1,0.47765877230000003,1.371573451
svns_pgi__BmePgi24_26__2,0.032519782500000004,1.447714559
svns_pgi__BmePgi24_41__1,1.2191724482,2.020700838
svns_pgi__BmePgi24_41__2,0.6715852042,1.461726916
svns_pgi__BmePgi24_52__1,1.0975148757,1.410342857
svns_pgi__BmePgi24_52__2,0.6208451548,1.273636691
svns_pgi__PaePgi2_34__1,1.3127812554,1.6699106220000002
svns_pgi__PaePgi2_34__2,0.8830458301,1.721010076
svns_pgi__PaePgi2_63__1,1.4502494089,2.143185696
svns_pgi__PaePgi2_63__2,1.1960420455,2.043935335
svns_pgi__PaePgi24_54__1,2.086917064,1.279695625
svns_pgi__PaePgi24_54__2,2.2448815001,1.48954053
svns_pgi__PaePgi24_90__1,2.3082357881,1.508249824
svns_pgi__PaePgi24_90__2,2.1514872587,1.426705257
abx_media__m9_ctrl__1,-0.46907257690000004,3.05732474
abx_media__m9_ctrl__2,-0.08771293000000001,2.079257369
abx_media__rpmi_ctrl__1,10.1478482285,2.578926918
abx_media__rpmi_ctrl__2,11.475867836,2.256750844
abx_media__camhb_ctrl__1,2.7180503482000002,3.28376151
abx_media__camhb_ctrl__2,2.6452294491,3.20463127
abx_media__m9_mero__1,0.4265572455,2.691435619
abx_media__m9_mero__2,0.4343750872,2.828403497
abx_media__rpmi_mero__1,10.5196351912,2.764338407
abx_media__rpmi_mero__2,9.4347532588,2.059896682
abx_media__camhb_mero__1,2.3494930928,2.40056424
abx_media__camhb_mero__2,2.008453741,2.678641753
abx_media__m9_trisulf__1,-0.313908893,3.078130682
abx_media__m9_trisulf__2,-0.4036533241,2.453833548
abx_media__rpmi_trisulf__1,6.7179443626,3.240827583
abx_media__rpmi_trisulf__2,7.6265762642,3.239905287
abx_media__camhb_trisulf__1,3.1007174111,3.776448266
abx_media__camhb_trisulf__2,3.1814322045,3.537329627
abx_media__m9_cef__1,-0.4600574307,2.335725206
abx_media__m9_cef__2,-0.11071962410000001,1.799949374
abx_media__rpmi_cef__1,12.4232330443,4.775369352
abx_media__rpmi_cef__2,12.5422283996,4.641865872
abx_media__camhb_cef__1,3.2680737998,3.134836878
abx_media__camhb_cef__2,3.3292797973,3.309202114
abx_media__m9_cipro__1,0.7503437667,3.044954248
abx_media__m9_cipro__2,0.2528814975,3.208762864
abx_media__rpmi_cipro__1,3.0105532678,4.499397372
abx_media__rpmi_cipro__2,2.8742277965,4.514474782
abx_media__camhb_cipro__1,2.1471314337,2.885850909
abx_media__camhb_cipro__2,2.6248267398,3.318283563
hot_tale__42c_ale3_30c__1,0.5984450713,0.652571529
hot_tale__42c_ale3_30c__2,0.9813810535,0.44915811800000005
hot_tale__42c_ale3_37c__1,1.5021679222,0.613434338
hot_tale__42c_ale3_37c__2,0.0895788592,0.27197197900000003
hot_tale__42c_ale3_44c__1,2.1607376858,0.673303151
hot_tale__42c_ale3_44c__2,2.2367429452,0.8815117880000001
hot_tale__hot_ale3_mid_30c__1,1.1019904521,0.520386421
hot_tale__hot_ale3_mid_30c__2,1.2505208851,0.660347118
hot_tale__hot_ale3_mid_37c__1,1.0649380864,0.5441919
hot_tale__hot_ale3_mid_37c__2,0.7090355454,0.263834985
hot_tale__hot_ale3_mid_44c__1,3.0994608069,1.830336498
hot_tale__hot_ale3_mid_44c__2,2.7459241072,1.281319579
hot_tale__hot_ale3_30c__1,1.2209691904,0.836291141
hot_tale__hot_ale3_30c__2,0.1388415326,0.49128147400000005
hot_tale__hot_ale3_37c__1,-0.1244603957,0.42061962700000005
hot_tale__hot_ale3_37c__2,0.3171561871,0.49736001100000005
hot_tale__hot_ale3_44c__1,1.9148813144,1.00283353
hot_tale__hot_ale3_44c__2,2.0052829675,0.878885754
hot_tale__hot_ale4_30c__1,0.3748624165,0.469369209
hot_tale__hot_ale4_30c__2,0.6498139424,0.283251499
hot_tale__hot_ale4_37c__1,0.9221163936000001,0.500901328
hot_tale__hot_ale4_37c__2,0.8531406131,0.109377943
hot_tale__hot_ale4_44c__1,1.9883899079,0.90665089
hot_tale__hot_ale4_44c__2,2.0613772974,1.125835368
hot_tale__hot_ale8_30c__1,1.1603668526,1.346960485
hot_tale__hot_ale8_30c__2,-0.1807533108,1.5583456610000002
hot_tale__hot_ale8_37c__1,0.7650058321000001,1.15999766
hot_tale__hot_ale8_37c__2,0.1545553888,1.315745744
hot_tale__hot_ale8_44c__1,0.7485170201,1.413897366
hot_tale__hot_ale8_44c__2,0.8238230299,1.580786066
hot_tale__hot_ale9_mid_30c__1,0.023244972200000002,0.669912252
hot_tale__hot_ale9_mid_30c__2,0.6858528592,0.6017759610000001
hot_tale__hot_ale9_30c__1,0.8018653587,0.127915274
hot_tale__hot_ale9_30c__2,1.1232418522,0.237169341
hot_tale__hot_ale9_mid_37c__1,0.5772911294,0.45546976600000005
hot_tale__hot_ale9_mid_37c__2,1.0404976498,0.54775304
hot_tale__hot_ale9_37c__1,0.7449698742,0.48773944100000005
hot_tale__hot_ale9_37c__2,1.0645262585,0.255922329
hot_tale__hot_ale9_mid_44c__1,0.9186539514000001,1.127376981
hot_tale__hot_ale9_mid_44c__2,1.6245189061,0.9589015660000001
hot_tale__hot_ale9_44c__1,1.2125971624,0.866656132
hot_tale__hot_ale9_44c__2,1.8819649375,0.822693549
hot_tale__hot_ale10_30c__1,-0.2851280926,0.42064787600000003
hot_tale__hot_ale10_30c__2,0.0160368745,0.36414517900000004
hot_tale__hot_ale10_37c__1,0.8616693181,0.6824414040000001
hot_tale__hot_ale10_37c__2,1.0580491901,0.488565489
hot_tale__hot_ale10_44c__1,1.9785629131,0.576932898
hot_tale__hot_ale10_44c__2,2.1229730285,0.9690654510000001
hot_tale__hot_ale16_30c__1,0.07895090240000001,0.570731673
hot_tale__hot_ale16_30c__2,-0.06346186620000001,0.32666916900000004
hot_tale__hot_ale16_37c__1,0.7274874037,0.7074518120000001
hot_tale__hot_ale16_37c__2,1.0354034583,0.6530824550000001
hot_tale__hot_ale16_44c__1,1.7711658767,0.962688596
hot_tale__hot_ale16_44c__2,1.7622253455,0.862288892
pdhr_ale__pdhR-13_51__1,1.7419969489,1.8896921880000002
